,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeGrossProfit_qq,,36.45,10.97,30.97,-58.61,98.81,-30.65,44.91,-55.44,106.86,101.55,31.26,-29.29,-4.91,-5.01,9.97,-12.98,13.38,1.66,23.96,-31.57,35.19,-8.06,22.39,-29.47,21.99,-3.66,9.81,-25.37,41.95,-2.73,26.08,-19.60,28.52,-16.43,35.23,-25.65,35.87,-6.95
IncomeGrossProfit_sq,,-33.99,13.08,53.41,-100.38,32.47,150.62,66.16,-90.45,14.39,142.13,44.70,-50.67,-7.68,54.31,26.88,-61.32,-43.40,78.76,18.10,-43.08,9.24,21.15,30.92,-56.51,33.92,99.00,9.81,-88.17,56.65,-0.37,20.74,-65.56,28.52,84.19,35.56,-78.88,42.32,86.61
IncomeOtherOperatingIncome,10000,120000,21000,-1000,93000,71000,67000,3000,381000,69000,236000,264000,376000,486000,285000,308000,424000,380000,130000,195000,476000,423000,389000,260000,486000,379000,425000,503000,288000,445000,490000,362000,378000,569000,645000,357000,832000,497000,452000
IncomeOtherOperatingIncome_yy,,,,,830.00,-40.83,219.05,400.00,309.68,-2.82,252.24,8700.00,-1.31,604.35,20.76,16.67,12.77,-21.81,-54.28,-36.69,12.19,11.24,198.70,33.38,2.06,-10.43,9.15,93.35,-40.72,17.51,15.42,-28.02,31.20,27.92,31.51,-1.46,120.42,-12.62,-29.87
IncomeOtherOperatingIncome_sy,,,,,-19.24,17.07,19.35,-6.62,51.42,3.74,-15.59,86.30,-1.31,47.50,45.26,-3.97,-4.20,-13.68,-27.80,-16.50,14.66,2.24,-9.39,30.61,65.91,-40.00,-12.58,-12.21,-38.88,-11.84,-45.78,-26.34,-5.06,13.47,7.65,-18.80,-15.09,-28.90,-16.23
IncomeOtherOperatingIncome_qq,,1100.00,-82.50,-104.76,9400.00,-23.66,-5.63,-95.52,12600.00,-81.89,242.03,11.86,42.42,29.26,-41.36,8.07,37.66,-10.38,-65.71,49.65,143.95,-11.14,-7.93,-33.17,86.66,-22.02,12.20,18.39,-42.77,54.59,10.20,-26.17,4.31,50.72,13.30,-44.68,133.33,-40.25,-9.07
IncomeOtherOperatingIncome_sq,,-32.21,54.48,-46.12,43.24,-13.59,5.30,-69.55,166.44,-60.89,42.08,-15.08,70.77,-33.10,29.68,-35.25,33.16,-27.45,24.52,-30.30,15.14,21.31,15.79,-0.65,102.37,-49.32,40.70,-33.26,117.88,-55.51,-8.30,-17.32,81.25,-48.47,5.80,-49.74,66.11,-40.25,-1.61
IncomeOtherOperatingCosts,2377000,2145000,2460000,4058000,2208000,2562000,2518000,2106000,3456000,2103000,4906000,5153000,6560000,4239000,5958000,4901000,5623000,4074000,4654000,5547000,5757000,4533000,5601000,4910000,6042000,4509000,5973000,5748000,6105000,5739000,6593000,6576000,7808000,6299000,7709000,7356000,9541000,7840000,8931000
IncomeOtherOperatingCosts_yy,,,,,-7.11,19.44,2.36,-48.10,56.52,-17.92,94.84,144.68,89.81,101.57,21.44,-4.89,-14.28,-3.89,-21.89,13.17,2.38,11.26,20.36,-11.49,4.95,-0.53,6.63,17.09,1.04,27.29,10.38,14.40,27.90,9.76,16.93,11.86,22.20,24.47,15.86
IncomeOtherOperatingCosts_sy,,,,,-7.11,28.61,-13.12,-27.13,-52.10,63.04,2.82,91.73,62.61,7.58,23.76,19.67,-12.93,-35.18,25.52,-15.56,-21.07,-1.10,-22.98,-11.92,100.00,3.65,10.06,-9.80,-36.80,-11.27,-10.50,3.23,-2.99,-29.71,-15.16,1.08,6.82,29.41,35.36
IncomeOtherOperatingCosts_qq,,-9.76,14.69,64.96,-45.59,16.03,-1.72,-16.36,64.10,-39.15,133.29,5.03,27.30,-35.38,40.55,-17.74,14.73,-27.55,14.23,19.18,3.79,-21.26,23.57,-12.35,23.07,-25.38,32.47,-3.76,6.21,-6.00,14.88,-0.25,18.73,-19.33,22.39,-4.57,29.70,-17.83,13.92
IncomeOtherOperatingCosts_sq,,-88.51,147.10,-0.42,188.46,-66.52,116.95,-35.90,63.91,-52.32,39.66,6.28,18.12,-43.82,38.40,-27.25,46.52,-59.24,133.65,-51.74,10.64,-21.26,43.38,-17.00,103.85,-71.81,32.47,-36.02,34.82,-12.73,97.96,-27.74,300.00,-81.46,244.71,-11.29,122.86,-63.89,152.08
IncomeEBIT,2143000,4129000,4390000,4885000,1587000,4869000,2653000,5293000,221000,4784000,9072000,13149000,6570000,8375000,5847000,8075000,5825000,8805000,8183000,10399000,5497000,10461000,8184000,11746000,6007000,9976000,8043000,9678000,5320000,10515000,9275000,13174000,8158000,14304000,9678000,15641000,8124000,15529000,12801000
IncomeEBIT_yy,,,,,-25.94,17.92,-39.57,8.35,-86.07,-1.75,241.95,148.42,2872.85,75.06,-35.55,-38.59,-11.34,5.13,39.95,28.79,-5.63,18.81,0.02,12.95,9.26,-4.64,-1.73,-17.61,-11.44,5.40,15.32,36.12,53.35,36.04,4.35,18.73,-0.41,8.56,32.27
IncomeEBIT_sy,,,,,-25.94,-66.57,7.26,-3.91,55.81,14.23,4.52,31.33,68.38,27.95,-19.05,0.14,-9.86,-8.38,5.76,-4.92,-1.64,32.36,-8.60,-8.86,-20.42,-4.64,29.39,1.26,-11.44,14.73,-25.48,-1.85,39.39,15.27,4.35,11.08,-0.41,30.96,57.14
IncomeEBIT_qq,,92.67,6.32,11.28,-67.51,206.81,-45.51,99.51,-95.82,2064.71,89.63,44.94,-50.03,27.47,-30.19,38.11,-27.86,51.16,-7.07,27.09,-47.14,90.30,-21.77,43.52,-48.86,66.09,-19.38,20.34,-45.03,97.66,-11.79,42.04,-38.08,75.34,-32.34,61.61,-48.06,91.13,-17.56
IncomeEBIT_sq,,16.96,35.37,68.93,-103.32,75.99,88.65,74.54,-101.53,26.46,139.70,48.14,-48.01,-14.16,43.90,36.94,-57.47,-24.61,86.48,26.19,-70.66,1.36,5.35,43.52,-62.55,27.91,39.41,3.36,-95.06,93.84,0.82,42.04,-67.88,75.34,41.87,25.12,-61.85,82.66,82.67
IncomeFinanceIncome,65000,28000,404000,1826000,-1435000,64000,52000,668000,479000,577000,155000,-683000,-2000,795000,-758000,80000,1356000,158000,238000,-153000,1146000,130000,191000,-129000,57000,30000,29000,-39000,32000,0,58000,24000,-21000,1436000,1702000,949000,-1167000,1833000,-1831000
IncomeFinanceIncome_yy,,,,,-2307.69,128.57,-87.13,-63.42,133.38,801.56,198.08,-202.25,-100.42,37.78,-589.03,111.71,67900.00,-80.13,131.39,-291.75,-15.50,-18.04,-19.67,15.84,-95.02,-76.68,-85.09,70.02,-43.61,-99.67,103.16,161.50,-164.91,1436300.00,2838.69,3888.66,-5482.30,27.62,-207.63
IncomeFinanceIncome_sy,,,,,-65.12,-45.25,43.17,-4.13,-29.61,0.98,4.24,115.62,-7.14,51.28,-74.58,59.68,-26.27,-27.12,76.16,-45.84,-32.75,-27.59,-31.64,3.96,-16.80,10.29,-94.25,-40.14,7.23,-56.99,127.68,-23.41,167.62,22.64,-94.10,100.00,-35.14,-27.56,310.72
IncomeFinanceIncome_qq,,-56.92,1342.86,351.98,-178.59,104.46,-18.75,1184.62,-28.29,20.46,-73.14,-540.65,99.71,39850.00,-195.35,110.55,1595.00,-88.35,50.57,-164.48,846.94,-88.70,47.57,-167.56,144.23,-47.11,-5.63,-235.79,183.20,-99.69,57800.00,-58.89,-187.82,6972.73,18.46,-44.21,-222.90,257.12,-199.90
IncomeFinanceIncome_sq,,-56.92,-14.58,-5.87,140.51,-28.69,3.48,27.27,15.62,20.00,-37.59,4.35,21.14,137.65,-70.63,99.02,38.18,6.13,-52.20,21.38,55.24,36.66,-54.55,-7.44,-43.96,147.37,-32.53,-10.87,77.65,-15.66,143.41,-1.68,95.21,-22.62,-82.57,85.33,25.00,-32.35,647.61
IncomeFinanceCosts,2464000,991000,727000,858000,352000,593000,1386000,-303000,621000,471000,6007000,3679000,2033000,2098000,2419000,1263000,2442000,1693000,1537000,1448000,1231000,3152000,736000,2249000,3197000,2884000,966000,891000,1946000,872000,351000,563000,2927000,471000,489000,735000,8442000,865000,2088000
IncomeFinanceCosts_yy,,,,,-85.71,-40.16,90.65,-135.31,76.42,-20.57,333.41,1314.19,227.38,345.44,-59.73,-65.67,20.12,-19.30,-36.47,14.65,-49.60,86.15,-52.08,55.31,159.77,-8.48,31.12,-60.39,-39.14,-69.77,-63.66,-36.79,50.41,-45.99,39.30,30.57,188.46,83.73,327.07
IncomeFinanceCosts_sy,,,,,-75.42,-19.42,65.38,26.76,56.78,33.42,26.44,115.90,45.00,9.09,-19.84,-14.52,4.69,-8.22,-11.45,-34.05,-2.78,10.53,-33.39,5.12,29.70,-22.18,-13.10,-38.35,-39.14,-0.78,-8.84,-11.43,1.72,20.99,-3.48,30.57,107.56,-6.61,90.68
IncomeFinanceCosts_qq,,-59.78,-26.64,18.02,-58.97,68.47,133.73,-121.86,304.95,-24.15,1175.37,-38.75,-44.74,3.20,15.30,-47.79,93.35,-30.67,-9.23,-5.77,-15.01,156.08,-76.63,205.39,42.16,-9.78,-66.52,-7.76,118.46,-55.19,-59.75,60.44,419.82,-83.91,3.80,50.39,1048.43,-89.75,141.27
IncomeFinanceCosts_sq,,-43.75,-35.34,9.04,-19.35,23.08,75.63,-23.78,22.34,-10.25,26.38,-8.12,-28.23,-9.20,23.42,-5.73,-10.00,-8.29,6.32,-5.77,-0.87,11.79,-26.14,46.23,-18.74,-6.47,-44.19,27.01,-4.45,13.21,-16.67,-0.99,-3.93,19.65,1.47,19.76,17.10,-26.23,29.71
IncomeOtherIncome,,,,,,,,,,,,,,,,90000,-596000,-612000,-463000,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,-100.00,100.00,100.00,100.00,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,100.00,,51.86,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,-762.22,-2.68,24.38,100.00,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,-331.11,100.00,-37.81,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,-256000,3166000,4067000,5853000,-200000,4340000,1319000,6264000,79000,4890000,3220000,8787000,4535000,7072000,2670000,6982000,4143000,6658000,6421000,9873000,5412000,7439000,7639000,9368000,2867000,7122000,7105000,8749000,3406000,9643000,8982000,12635000,5210000,15270000,10891000,15855000,-1484000,16496000,8883000
IncomeNetGrossProfit_yy,,,,,21.88,37.08,-67.57,7.02,139.50,12.67,144.12,40.28,5640.51,44.62,-17.08,-20.54,-8.64,-5.85,140.49,41.40,30.64,11.73,18.97,-5.11,-47.03,-4.26,-6.99,-6.61,18.82,35.39,26.41,44.42,52.97,58.35,21.25,25.49,-128.49,8.03,-18.44
IncomeNetGrossProfit_sy,,,,,21.88,8.85,11.55,1.27,46.04,-0.50,2.56,17.77,44.29,36.30,-23.69,-7.52,-12.59,-17.28,16.86,-9.38,-23.14,31.95,-9.28,-16.42,-46.84,-4.26,17.33,-6.61,19.33,-0.14,-18.92,18.17,45.38,-3.32,21.25,2.78,-14.23,30.68,98.13
IncomeNetGrossProfit_qq,,1336.72,28.46,43.91,-103.42,2270.00,-69.61,374.91,-98.74,6089.87,-34.15,172.89,-48.39,55.94,-62.25,161.50,-40.66,60.70,-3.56,53.75,-45.18,37.45,2.69,22.63,-69.40,148.45,-0.24,23.13,-61.07,183.11,-6.86,40.67,-58.76,193.07,-28.68,45.58,-109.36,1211.32,-46.15
IncomeNetGrossProfit_sq,,51.26,28.46,78.77,-107.08,82.55,65.95,116.87,-104.37,-1.01,114.39,48.44,-46.73,4.19,38.70,62.75,-71.14,-4.88,41.95,59.68,-81.82,5.79,11.20,30.18,-106.50,89.29,58.17,2.51,-85.81,139.00,-6.86,34.94,-78.95,84.15,37.83,40.72,-109.36,82.29,81.09
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,-256000,3166000,4067000,5853000,-200000,4340000,1319000,6264000,79000,4890000,3220000,8787000,4535000,7072000,2670000,6982000,4143000,6658000,6421000,9873000,5412000,7439000,7639000,9368000,2867000,7122000,7105000,8749000,3406000,9643000,8982000,12635000,5210000,15270000,10891000,15855000,-1484000,16496000,8883000
IncomeBeforeTaxProfit_yy,,,,,21.88,37.08,-67.57,7.02,139.50,12.67,144.12,40.28,5640.51,44.62,-17.08,-20.54,-8.64,-5.85,140.49,41.40,30.64,11.73,18.97,-5.11,-47.03,-4.26,-6.99,-6.61,18.82,35.39,26.41,44.42,52.97,58.35,21.25,25.49,-128.49,8.03,-18.44
IncomeBeforeTaxProfit_sy,,,,,21.88,8.85,11.55,1.27,46.04,-0.50,2.56,17.77,44.29,36.30,-23.69,-7.52,-12.59,-17.28,16.86,-9.38,-23.14,31.95,-9.28,-16.42,-46.84,-4.26,17.33,-6.61,19.33,-0.14,-18.92,18.17,45.38,-3.32,21.25,2.78,-14.23,30.68,98.13
IncomeBeforeTaxProfit_qq,,1336.72,28.46,43.91,-103.42,2270.00,-69.61,374.91,-98.74,6089.87,-34.15,172.89,-48.39,55.94,-62.25,161.50,-40.66,60.70,-3.56,53.75,-45.18,37.45,2.69,22.63,-69.40,148.45,-0.24,23.13,-61.07,183.11,-6.86,40.67,-58.76,193.07,-28.68,45.58,-109.36,1211.32,-46.15
IncomeBeforeTaxProfit_sq,,51.26,28.46,78.77,-107.08,82.55,65.95,116.87,-104.37,-1.01,114.39,48.44,-46.73,4.19,38.70,62.75,-71.14,-4.88,41.95,59.68,-81.82,5.79,11.20,30.18,-106.50,89.29,58.17,2.51,-85.81,139.00,-6.86,34.94,-78.95,84.15,37.83,40.72,-109.36,82.29,81.09
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,-937000,925000,3531000,6512000,-223000,2519000,1980000,5509000,200000,2764000,3283000,6848000,5218000,5015000,2234000,6163000,3994000,5245000,5119000,7070000,4371000,5553000,8437000,7792000,2217000,5960000,5964000,7504000,2872000,8112000,6795000,9848000,4333000,12453000,8913000,11849000,-22151000,13372000,7106000
IncomeNetProfit_yy,,,,,76.20,172.32,-43.93,-15.40,189.69,9.73,65.81,24.31,2509.00,81.44,-31.95,-10.00,-23.46,4.59,129.14,14.72,9.44,5.86,64.81,10.22,-49.28,7.34,-29.31,-3.70,29.55,36.10,13.92,31.23,50.86,53.53,31.17,20.33,-611.23,7.37,-20.27
IncomeNetProfit_sy,,,,,54.80,9.94,-0.65,-15.40,67.62,9.96,9.88,29.45,31.26,31.26,-25.82,-2.76,-36.98,5.12,22.72,10.13,-54.10,19.30,-12.79,-14.10,-45.53,4.64,0.82,-3.70,8.62,17.18,-15.37,10.82,50.86,-11.65,24.47,13.73,-5.52,7.37,69.64
IncomeNetProfit_qq,,198.72,281.73,84.42,-103.42,1229.60,-21.40,178.23,-96.37,1282.00,18.78,108.59,-23.80,-3.89,-55.45,175.87,-35.19,31.32,-2.40,38.11,-38.17,27.02,51.94,-7.64,-71.55,168.83,0.07,25.82,-61.73,182.43,-16.23,44.93,-56.00,187.41,-28.43,32.95,-286.94,160.37,-46.86
IncomeNetProfit_sq,,48.35,84.66,78.77,-108.70,82.27,66.97,85.40,-96.37,-25.77,128.60,25.72,-48.00,-9.50,51.50,105.47,-60.40,-6.16,29.18,46.30,-88.50,9.50,51.94,24.51,-93.93,90.87,62.23,-5.59,-83.12,182.43,-16.23,26.82,-77.55,82.59,26.84,32.95,-101.42,81.09,104.29
IncomeShareholderNetProfit,-897000,923000,3539000,6501000,-220000,2519000,1979000,5509000,200000,2763000,3283000,6849000,5218000,5015000,2234000,6163000,3994000,5245000,5119000,7070000,4371000,5552000,8437000,7792000,2217000,5960000,5964000,7504000,2872000,8111000,6795000,9847000,4334000,12453000,8912000,11849000,-22151000,13372000,7106000
IncomeShareholderNetProfit_yy,,,,,75.47,172.91,-44.08,-15.26,190.91,9.69,65.89,24.32,2509.00,81.51,-31.95,-10.02,-23.46,4.59,129.12,14.71,9.45,5.86,64.82,10.22,-49.29,7.34,-29.30,-3.70,29.57,36.10,13.92,31.24,50.88,53.53,31.16,20.32,-611.13,7.37,-20.27
IncomeShareholderNetProfit_sy,,,,,36.66,9.94,-2.70,-15.26,67.62,9.93,9.88,24.32,31.26,30.66,-25.82,-2.76,-39.76,5.12,17.26,10.13,-54.10,19.30,-11.56,-12.44,-43.27,4.61,1.77,-3.70,8.62,16.92,-15.37,11.33,50.88,-7.47,24.47,13.73,-5.52,7.37,68.84
IncomeShareholderNetProfit_qq,,202.90,283.42,83.70,-103.38,1245.00,-21.44,178.37,-96.37,1281.50,18.82,108.62,-23.81,-3.89,-55.45,175.87,-35.19,31.32,-2.41,38.12,-38.17,27.02,51.95,-7.64,-71.55,168.86,0.07,25.80,-61.72,182.40,-16.23,44.93,-55.99,187.36,-28.44,32.95,-286.95,160.37,-46.86
IncomeShareholderNetProfit_sq,,42.79,84.66,78.77,-108.68,82.49,62.19,85.40,-96.37,-25.77,121.93,25.72,-48.00,-17.94,51.50,104.25,-60.40,-6.16,21.13,50.97,-87.58,11.41,51.95,24.51,-93.93,90.87,43.54,-5.59,-82.49,182.40,-16.23,19.93,-76.87,82.59,26.84,32.95,-99.35,81.09,109.07
BalanceNoncurrentAssets,36794000,29704000,,,32005000,32013000,35423000,,34692000,34430000,205718000,,216240000,211161000,211508000,,206251000,205967000,211072000,206773000,192348000,177902000,176805000,177347000,178213000,173076000,178372000,180707000,183131000,183127000,189056000,183982000,187654000,180328000,186258000,191224000,187781000,191500000,196549000
BalanceNoncurrentAssets_yy,,,,,-13.02,7.77,,,8.40,7.55,480.75,,523.31,513.31,2.81,,-4.62,-2.46,-0.21,,-6.74,-13.63,-16.23,-14.23,-7.35,-2.71,0.89,1.89,2.76,5.81,5.99,1.81,2.47,-1.53,-1.48,3.94,0.07,6.19,5.52
BalanceNoncurrentAssets_sy,,,,,4.93,0.86,,,-0.09,5.67,6.21,,4.43,4.78,2.34,,-3.04,-2.28,-2.00,,-2.94,-4.70,-5.12,-3.12,-4.00,3.95,0.89,1.89,1.24,0.19,1.14,0.49,-1.12,-1.53,-1.63,2.33,-0.39,0.18,0.42
BalanceNoncurrentAssets_qq,,-19.27,-100.00,,,0.02,10.65,-100.00,,-0.76,497.50,-100.00,,-2.35,0.16,-100.00,,-0.14,2.48,-2.04,-6.98,-7.51,-0.62,0.31,0.49,-2.88,3.06,1.31,1.34,,3.24,-2.68,2.00,-3.90,3.29,2.67,-1.80,1.98,2.64
BalanceNoncurrentAssets_sq,,3.09,-1.50,,,-0.62,0.06,-100.00,,0.38,1.42,-100.00,,-0.05,-0.19,-0.49,,-0.16,0.24,-1.46,-0.92,-1.35,0.59,-0.17,0.50,0.07,0.68,-0.21,0.10,,0.30,-1.23,1.48,-0.09,0.12,0.32,-1.80,0.60,0.50
BalanceIntangibleAssets,48000,32000,,,28000,55000,52000,,274000,270000,159662000,,166514000,163286000,161893000,,158582000,157691000,162322000,159576000,147284000,148024000,147514000,147763000,149590000,144598000,149634000,151749000,153391000,153794000,158619000,154292000,157444000,149533000,154412000,158590000,156350000,158902000,161595000
BalanceIntangibleAssets_yy,,,,,-41.67,71.88,,,878.57,390.91,306942.31,,60671.53,60376.30,1.40,,-4.76,-3.43,0.26,,-7.12,-6.13,-9.12,-7.40,1.57,-2.31,1.44,2.70,2.54,6.36,6.00,1.68,2.64,-2.77,-2.65,2.79,-0.69,6.27,4.65
BalanceIntangibleAssets_sy,,,,,-6.46,6.06,,,12.42,1.75,6.56,,2.62,3.03,-4.89,,-3.28,-2.95,-2.60,,-3.19,0.01,-5.33,-1.29,-1.42,-2.31,0.05,2.70,0.31,-1.34,-2.99,-1.03,-0.66,-0.06,-0.06,0.48,0.10,-0.55,-0.62
BalanceIntangibleAssets_qq,,-33.33,-100.00,,,96.43,-5.45,-100.00,,-1.46,59034.07,-100.00,,-1.94,-0.85,-100.00,,-0.56,2.94,-1.69,-7.70,0.50,-0.34,0.17,1.24,-3.34,3.48,1.41,1.08,0.26,3.14,-2.73,2.04,-5.02,3.26,2.71,-1.41,1.63,1.69
BalanceIntangibleAssets_sq,,-1.35,0.14,,,0.02,-5.13,-100.00,,-2.20,0.51,-100.00,,-4.50,-1.21,-8.54,,-0.85,-0.86,-1.30,-1.20,-1.92,-0.73,-0.12,,-0.82,1.01,-0.79,-0.78,-0.73,-0.38,-1.28,-0.06,-0.50,-0.64,0.22,0.16,,-0.04
BalanceProperty,25439000,16765000,,,19626000,19422000,19185000,,19158000,18939000,29817000,,29748000,29565000,29298000,,28257000,27938000,28068000,27595000,26510000,27201000,26553000,26547000,26490000,26183000,26510000,26630000,27340000,27003000,28456000,28156000,28855000,29667000,30546000,31150000,30474000,31229000,33332000
BalanceProperty_yy,,,,,-22.85,15.85,,,-2.38,-2.49,55.42,,55.28,56.11,-1.74,,-5.01,-5.50,-4.20,,-6.18,-2.64,-5.40,-3.80,-0.07,-3.74,-0.16,0.31,3.21,3.13,7.34,5.73,5.54,9.86,7.34,10.63,5.61,5.27,9.12
