,2005/Q1,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1307000,7747000,-1799000,15167000,-1354000,839000
IncomeNetGrossProfit,1912000,12672000,1073000,-1852000,-474000,-8011000,-5768000,-4934000,-13783000,-18512000,2008000,2935000,3971000,162000,2359000,498000,-2391000,110000,-75000,-9383000,-634000,2747000,489000,-2541000,5633000,1887000,-463000,-350000,-718000,330000,-323000,-1343000,-2992000,-3753000,-61000,,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1368000,7747000,-1799000,15167000,-1354000,839000,1912000
IncomeBeforeTaxProfit,12672000,1073000,-1852000,-474000,-8011000,-5768000,-4934000,-13783000,-18512000,2008000,2935000,3971000,162000,2359000,498000,-2391000,110000,-75000,-9383000,-634000,2747000,489000,-2541000,5633000,1887000,-463000,-350000,-718000,330000,-323000,-1343000,-2992000,-3753000,,,,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,29000,108000,-214000,764000,,,,,,,-3020000,3287000,1591000,4634000,-777000,-2087000,-8108000,-1368000,7747000,-1799000,15167000,-1358000,843000,1912000,12668000,1073000,-1848000,-474000,-8011000,-5768000
IncomeNetProfit,-4934000,-13783000,-18512000,2008000,2964000,4079000,-51000,2359000,498000,-2391000,875000,-75000,-9383000,-634000,2747000,489000,-2541000,5633000,1887000,-3483000,2938000,873000,-1575000,4311000,-2119000,-5079000,-11900000,-1368000,7747000,-1799000,15167000,-1358000,843000,1912000,12668000,1073000,-1848000,-474000,-8011000,-5768000
IncomeShareholderNetProfit,-4934000,-13783000,-18512000,2008000,2964000,4079000,-51000,2359000,498000,-2391000,667000,-75000,-9383000,-634000,2747000,489000,-2541000,5633000,1887000,-3483000,2938000,873000,-1575000,4311000,-1463000,-3911000,-11033000,,,,,,,,,,,,,
BalanceNoncurrentAssets,100471000,105033000,,,69291000,60689000,55952000,63355000,,85989000,97134000,90201000,47737000,48285000,55981000,21283000,27132000,40982000,46226000,46660000,40670000,41736000,46937000,49600000,57114000,62975000,63362000,67631000,75756000,78616000,25000,11273000,11801000,22180000,506000,96000,,,4000,4000
BalanceIntangibleAssets,11000,11000,,13000,14000,9000,8000,4000,4000,4000,4000,49000,42000,43000,37000,33000,30000,30000,25000,25000,21000,17000,29000,25000,10608000,10675000,20876000,,224000,,,241000,240000,316000,247000,,179000,183000,156000,119000
BalanceProperty,108000,120000,139000,136000,136000,,,,,,,,,,,,665000,1126000,1267000,1564000,807000,,,,,,,,,,,,0,,,,2847000,2824000,2807000,693000
BalanceNoncurrentReceivables,653000,669000,1320000,3785000,7277000,6367000,4471000,4956000,6017000,5232000,3263000,98401000,103906000,,,69046000,60445000,55625000,63097000,,85797000,96936000,90036000,47610000,48173000,55856000,18293000,24172000,38036000,45484000,45965000,39958000,40379000,43119000,42292000,50718000,58480000,58382000,61594000,70507000
BalanceNoncurrInvestments,75324000,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherNoncurrentAssets,,,30587000,23340000,,,51246000,62167000,56543000,42228000,,30070000,27550000,19769000,21650000,19095000,15551000,50129000,47164000,37055000,41456000,38332000,35531000,33086000,29409000,22542000,18826000,16141000,20206000,18566000,12631000,11169000,1484000,6106000,8213000,19013000,,,,
BalanceCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2167000,2741000,6372000,8159000,12923000,,
BalanceInventory,29190000,30859000,26594000,14826000,,15684000,17028000,13695000,8623000,3217000,3582000,27504000,28127000,14033000,17133000,16692000,18345000,3234000,16685000,866000,860000,552000,359000,1298000,1203000,269000,159000,3463000,2823000,4362000,,,,,,,,,,
BalanceCurrentReceivables,,,,,,,,,,,,,,,,,,13626000,14438000,12788000,12193000,10332000,12183000,10906000,10819000,,10252000,,,22056000,31223000,29776000,27402000,,14386000,10522000,6074000,13027000,15878000,11969000
BalanceCurrentInvestments,22625000,19036000,23023000,24323000,21640000,17186000,16226000,12724000,7238000,5178000,3397000,9515000,5085000,522000,81000,1325000,477000,2649000,8278000,22428000,166000,,,85000,173000,,,,,,,,,,,,,,,
BalanceCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,4445000,4046000,
BalanceOtherCurrentAssets,,,,,,,,,88666000,85800000,80916000,69609000,131058000,128373000,,,120537000,122857000,112496000,105583000,,116059000,124683000,109970000,69387000,67380000,71532000,71412000,74296000,82483000,91728000,84992000,76201000,74822000,76346000,72142000,75940000,79116000,83568000,86197000
BalanceAssetsForSale,88387000,89785000,90175000,103179000,100931000,110802000,67524000,72676000,,,84294000,87044000,97384000,91799000,,100588000,107570000,97334000,57539000,56106000,63190000,64367000,67472000,75865000,81366000,77535000,70252000,69532000,71538000,71596000,75358000,76014000,80564000,83285000,84449000,84631000,85501000,86242000,83240000,71849000
BalanceTotalAssets,71465000,67547000,,,67046000,67716000,65902000,62685000,,73017000,82273000,78218000,71894000,67589000,72552000,69305000,70208000,75024000,83120000,78317000,80193000,76936000,78614000,81471000,79347000,78046000,86350000,86135000,86437000,88235000,84647000,86829000,87744000,88218000,,,,,,
BalanceCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32588000,25000000,,,5758000,5816000
BalanceShareCapital,5660000,5384000,,6271000,7066000,6718000,6171000,5805000,6231000,5952000,6030000,8093000,8966000,10304000,10551000,8303000,8480000,8788000,8559000,8423000,8209000,8176000,8205000,8375000,8035000,8242000,8329000,7566000,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,0,,474000,3008000,,,,,,,,,,,724000,-436000,27000,62035000,52459000,,,33178000,32434000,12126000,11570000,,7114000,7959000,7549000,349000,506000,5315000,4843000
BalanceReserve,4987000,4991000,4298000,4053000,4151000,0,,2360000,2253000,2426000,3382000,3569000,4204000,4240000,4438000,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,62035000,2042000,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,,,,,,,,,,,4204000,4240000,4438000,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,50417000,,,33178000,32434000,12126000,11570000,,7114000,7959000,7549000,349000,506000,5315000,4843000,4987000,4991000,4298000,4053000,4151000,0,,2360000,2253000,2426000,3382000
BalanceNoncurrentObligations,3569000,1499000,3238000,,,3065000,3378000,2986000,2214000,,8357000,9153000,5086000,11499000,10768000,3026000,2202000,1837000,1148000,2553000,3404000,1798000,5290000,4808000,545000,582000,742000,751000,487000,555000,1584000,626000,8636000,10808000,32339000,,139000,,,364000
BalanceNoncurrentLeasing,255000,388000,244000,,263000,207000,125000,193000,463000,386000,483000,385000,498000,539000,1636000,85000,159000,109000,91000,34000,116000,71000,92000,42000,154000,90000,5202000,4454000,6606000,866000,818000,,,0,143000,,,,,
BalanceNoncurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,849000,1478000,355000,6139000,,,,,,,,,,,,,,
BalanceCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,621000,2277000,,,2701000,2980000,2580000,1970000,,8094000,8947000,4961000,11306000,10304000
BalanceCurrentBorrowings,2641000,1719000,1452000,654000,2518000,1769000,1713000,5131000,4700000,455000,548000,626000,680000,395000,514000,581000,4584000,5329000,9078000,21742000,12000,4000,,,,19000,,,,,,,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,131058000,128373000,0,0,0,120537000,122857000,112496000,0,105583000,0,116059000,124683000,109970000,0,69387000,67380000,71532000,0,71412000,74296000,82479000,0
BalanceCurrentLeasing,91225000,84992000,76201000,0,74822000,76346000,72142000,75940000,79116000,83568000,86197000,88387000,89785000,86127000,99806000,97853000,108654000,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,-2740000,-633000,1055000,-970000,6290000,-2640000,-1378000,5174000,2440000,14672000,-1858000,981000,-2558000,0,304000,6992000,3298000,-1600000,-4414000,-154000,-52000,3456000,-1059000,7774000,-308000,-2936000,1769000,1443000,-835000,1468000,-1767000,-630000,-713000,-2118000,-806000,188000,-466000,-914000,-1958000,507000
CashflowAmortization,61000,6095000,165000,-65000,48000,46000,240000,-185000,34000,36000,20000,25000,24000,22000,13000,16000,12000,8000,12000,12000,12000,8000,4000,0,4000,0,4000,0,4000,0,4000,0,4000,0,4000,4000,4000,55000,97000,281000
CashflowInvestingCashflow,-16404000,10078000,-2279000,17718000,4322000,-429000,11256000,-2026000,-159000,-17795000,1275000,-3955000,-3131000,-930000,-418000,456000,429000,-3474000,19496000,-2055000,-3262000,11434000,490000,-17945000,-965000,-2041000,-4850000,2355000,-3020000,-5732000,-101000,-1070000,-780000,-2272000,-3770000,-1475000,-1867000,-2641000,-22727000,17054000
CashflowCapex,452000,43000,10238000,386000,3410000,19000,121000,4000,24870000,3000,21000,5000,0,4000,5982000,15000,133000,-52000,-24000,3322000,-14360000,1941000,18820000,965000,2186000,4854000,,,,,,,1867000,-1077000,26426000,-208000,-6403000,433000,-6304000,-7075000
CashflowFinancingCashflow,-1410000,-933000,-3758000,34000,7000,-5968000,4000,0,-2999000,0,107000,-97000,-4000,-1583000,-4000,7363000,0,-8158000,0,-1000000,0,,-1684000,0,0,7592000,-17000,0,848000,-113000,3861000,18772000,0,,,,,,,
CashflowShareCapitalCash,,,,,,,,,,0,0,,,,8147000,,,,,,,,7592000,-17000,0,0,,,,,,,,,,,0,0,5965000,0
CashflowDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19353000,3042000,-791000,10444000,3537000,-4479000,8946000,-610000,2316000,-3116000,-6551000,-2971000,-5689000
CashflowNetCashflow,-3929000,-114000,7555000,3630000,-5079000,13500000,-2214000,-3314000,22253000,-569000,-18330000,-1273000,-4977000,-4081000,3798000,-3856000,-5948000,-1868000,-1700000,6098000,-4406000,-4576000,-456000,-466000,-2898000,-733000,12367000,,,,,,,,,,,,,
