,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeAdministrativExpenses_qq,,,,,,,,,,,,,,,-78.69,3.76,-24.09,11.95,3.61,9.86,-11.56,48.66,-0.81,14.17,55.71,-47.66,22.19,13.16,-15.41,-17.36,10.54,6.06
IncomeAdministrativExpenses_sq,,,,,,,,,,,,,,,-42.76,7.91,-4.85,19.49,-22.60,9.86,-4.74,33.54,-5.53,16.60,-5.40,18.96,-9.44,8.64,-3.38,21.93,-13.39,-1.36
IncomeGrossProfit,524000,-206000,1935000,-395000,-1089000,2250000,1143000,339000,-2321000,-2722000,1617000,614000,1591000,731000,391000,826000,-479000,2950000,-1631000,280000,-1851000,-5490000,-578000,-894000,-3280000,-1476000,-1037000,-3273000,636000,-221000,-36000,267000
IncomeGrossProfit_yy,,,,,-307.83,1190.81,-40.93,185.91,-113.09,-220.96,41.48,80.79,168.55,126.87,-75.82,34.59,-130.11,303.40,-517.14,-66.10,-286.43,-286.10,64.56,-419.29,-77.20,73.11,-79.41,-266.11,119.39,85.03,96.53,108.16
IncomeGrossProfit_sy,,,,,8.46,-86.56,-11.16,-7.58,-1.00,12.48,16.30,25.03,59.40,50.36,-8.25,-11.00,-21.30,24.54,-25.48,-34.62,-3.34,-60.40,19.83,-46.92,-48.21,-26.79,-63.24,-32.60,33.49,29.01,26.79,10.56
IncomeGrossProfit_qq,,-139.37,1038.07,-120.42,-175.62,306.62,-49.20,-70.30,-783.59,-17.29,159.42,-62.05,159.21,-54.03,-46.53,111.25,-157.99,715.87,-155.29,117.17,-761.07,-196.60,89.47,-54.67,-266.89,55.00,29.74,-215.62,119.43,-134.75,83.71,841.67
IncomeGrossProfit_sq,,220.16,-6.28,-10.66,23.70,-46.13,64.70,-34.83,25.94,-22.22,76.94,10.07,-9.78,-30.94,19.09,-11.84,-14.80,31.07,-16.68,26.13,-31.59,-70.49,34.88,-50.77,-4.84,-22.88,20.55,-13.37,5.67,-30.59,26.12,3.38
IncomeOtherOperatingIncome,-323000,409000,134000,137000,179000,284000,70000,105000,254000,-1417000,37000,53000,211000,-434000,-60000,-432000,-116000,727000,-72000,-33000,301000,-23979000,125000,574000,343000,274000,229000,419000,474000,19239000,336000,241000
IncomeOtherOperatingIncome_yy,,,,,155.29,-30.66,-47.70,-23.43,42.45,-599.45,-47.75,-48.97,-17.07,69.37,-263.84,-909.08,-154.98,267.51,-20.00,92.36,359.48,-3398.35,273.61,1839.39,13.95,101.14,83.20,-27.00,38.19,6921.53,46.72,-42.48
IncomeOtherOperatingIncome_sy,,,,,149.52,-43.87,-49.70,20.65,-25.88,-51.33,46.22,-40.52,-56.56,31.36,24.80,55.93,23.46,5.56,-15.78,-79.16,-50.79,6.53,-13.11,209.73,29.70,-1.40,101.42,-2.18,18.09,80.15,45.75,-31.52
IncomeOtherOperatingIncome_qq,,226.67,-67.25,1.99,30.69,58.86,-75.30,49.32,143.14,-656.99,102.58,45.81,295.15,-305.70,86.18,-620.00,73.15,726.72,-109.90,54.17,1012.12,-8066.45,100.52,359.20,-40.24,-20.12,-16.42,82.97,13.13,3958.86,-98.25,-28.27
IncomeOtherOperatingIncome_sq,,152.80,-84.06,23.64,46.11,56.42,-68.14,123.41,28.87,3.42,-0.38,24.68,-6.60,41.40,-8.29,10.94,-17.12,108.81,-72.10,-8.88,0.69,113.58,-58.44,83.12,-34.11,-20.12,-16.42,19.34,-7.03,52.18,-30.94,-28.27
IncomeOtherOperatingCosts,559000,2257000,105000,173000,194000,223000,296000,7000,341000,800000,86000,161000,-38000,512000,27000,65000,134000,551000,50000,28000,42000,655000,53000,8110000,531000,16478000,90000,10991000,93000,438000,41000,469000
IncomeOtherOperatingCosts_yy,,,,,-65.23,-90.12,181.12,-95.75,75.40,259.07,-70.91,2082.50,-111.03,-36.05,-68.64,-59.53,456.49,7.65,85.19,-56.92,-68.66,18.87,6.00,28864.29,1164.29,2415.73,69.81,35.52,-82.49,-97.34,-54.44,-95.73
IncomeOtherOperatingCosts_sy,,,,,-54.98,16.52,-6.02,-51.53,89.47,18.14,95.36,-3.49,6.50,-31.42,-68.64,-22.27,-7.90,75.00,-17.77,-15.33,-64.04,4.36,35.94,191.18,131.00,-7.70,5.03,-4.74,3.49,-18.32,-8.66,8.98
IncomeOtherOperatingCosts_qq,,303.70,-95.34,64.41,12.29,14.71,32.75,-97.51,4531.52,134.83,-89.25,86.59,-123.40,1461.75,-94.73,140.74,106.15,311.19,-90.93,-44.00,50.00,1459.52,-91.91,15201.89,-93.45,3003.20,-99.45,12112.22,-99.15,370.97,-90.64,1043.90
IncomeOtherOperatingCosts_sq,,91.64,-81.36,-32.73,,140.30,-80.02,1.15,17.72,78.55,-36.82,-22.09,-8.03,61.42,-82.09,131.19,-11.21,311.19,-90.93,81.78,-27.68,633.61,-74.01,42.46,-58.78,374.23,-78.88,24.58,1.92,110.69,-71.78,41.21
IncomeEBIT,-358000,-2054000,1964000,-432000,-1105000,2311000,917000,437000,-2407000,-4939000,1568000,506000,1839000,-215000,304000,329000,-729000,3126000,-1753000,219000,-1592000,-30124000,-506000,-8430000,-3468000,-17680000,-898000,-13845000,1017000,18580000,259000,39000
IncomeEBIT_yy,,,,,-208.60,212.52,-53.29,201.21,-117.88,-313.74,70.92,15.96,176.42,95.66,-80.61,-35.04,-139.63,1556.75,-676.64,-33.43,-118.38,-1063.66,71.14,-3949.32,-117.84,41.31,-77.47,-64.23,129.33,205.09,128.84,100.28
IncomeEBIT_sy,,,,,31.39,-78.31,-24.52,34.75,1.93,32.26,25.81,17.68,84.30,75.48,2.35,0.14,-25.32,41.54,-37.61,-1.60,-15.24,-114.34,16.49,-54.15,-71.66,8.65,-40.24,17.48,8.92,46.69,47.24,-10.84
IncomeEBIT_qq,,-473.69,195.62,-121.97,-156.01,309.18,-60.31,-52.38,-651.13,-105.21,131.74,-67.69,263.17,-111.67,241.67,8.22,-321.58,528.81,-156.08,112.49,-826.94,-1792.21,98.32,-1566.01,58.86,-409.80,94.92,-1441.76,107.35,1726.94,-98.61,-84.94
IncomeEBIT_sq,,-95.10,65.62,-24.91,45.38,0.88,88.76,-14.54,2.96,-27.50,67.82,19.27,1.34,22.46,58.58,-0.60,-14.14,-8.90,-18.09,33.33,-11.85,-130.91,54.92,-39.94,21.84,-52.34,63.65,22.17,-9.22,90.61,28.21,-39.60
IncomeFinanceIncome,416000,367000,340000,271000,391000,519000,5000,55000,1899000,307000,17000,29000,20000,21000,22000,-17000,1000,69000,9000,17000,10000,239000,1482000,-351000,39000,178000,685000,5000,-165000,263000,36000,0
IncomeFinanceIncome_yy,,,,,-5.92,41.32,-98.43,-79.70,385.31,-40.85,217.67,-47.14,-98.92,-93.31,30.18,-158.46,-95.12,236.11,-59.09,200.00,900.00,246.38,16366.67,-2164.71,290.00,-25.52,-53.78,101.42,-523.08,47.75,-94.74,-100.00
IncomeFinanceIncome_sy,,,,,-17.33,16.92,69.47,32.89,25.40,-46.78,-40.09,50.00,-88.57,-6.71,34.94,-77.48,14.87,407.95,-13.42,200.00,-85.42,-13.06,-10.29,129.09,7.71,18.19,-27.63,-6.63,146.48,-29.98,12.33,100.00
IncomeFinanceIncome_qq,,-11.73,-7.55,-20.20,44.45,32.60,-98.97,934.02,3352.64,-83.84,-94.49,72.08,-29.54,0.19,7.17,-177.27,105.88,6800.00,-86.96,88.89,-41.18,2290.00,520.08,-123.68,111.11,356.41,284.83,-99.27,-3400.00,259.39,-86.31,-100.00
IncomeFinanceIncome_sq,,8.23,-60.66,-20.20,68.43,-15.92,-41.42,-33.69,136.67,-74.06,107.50,37.00,9.52,57.10,96.49,-62.24,105.88,18.81,3.00,-64.53,-46.99,131.12,147.44,100.00,-79.85,99.41,67.12,47.88,-15.31,34.54,-13.33,80.59
IncomeFinanceCosts,1055000,852000,621000,773000,877000,820000,445000,642000,817000,720000,314000,397000,791000,858000,312000,450000,970000,813000,618000,676000,682000,5130000,1077000,1993000,185000,1127000,827000,934000,736000,1463000,679000,858000
IncomeFinanceCosts_yy,,,,,-16.87,-3.76,-28.32,-17.04,-6.87,-12.11,-29.55,-38.11,-3.13,19.08,-0.54,13.32,22.59,-5.24,98.08,50.22,-29.69,531.00,74.27,194.82,-72.87,-78.03,-23.21,-53.14,297.84,29.81,-17.90,-8.14
IncomeFinanceCosts_sy,,,,,-16.87,-23.57,-11.49,50.20,60.00,-12.11,-20.90,144.18,5.08,7.58,-14.37,-39.78,-12.50,35.20,31.10,14.53,-29.69,-27.58,-5.77,153.54,-42.47,-2.07,-24.22,6.88,126.10,13.33,-39.95,-5.83
IncomeFinanceCosts_qq,,-19.26,-27.07,24.52,13.39,-6.53,-45.69,44.12,27.29,-11.80,-56.46,26.60,99.25,8.43,-63.63,44.23,115.56,-16.19,-23.99,9.39,0.89,652.20,-79.01,85.05,-90.72,509.19,-26.62,12.94,-21.20,98.78,-53.59,26.36
IncomeFinanceCosts_sq,,-19.26,-52.98,-16.99,-0.78,-6.53,-35.81,-1.94,-23.65,44.70,-33.96,60.48,-38.58,27.57,-24.86,16.67,35.12,46.36,-23.99,-43.98,0.89,167.62,-2.36,-3.02,-66.10,141.52,-13.33,5.72,-10.87,41.46,-36.06,24.51
IncomeOtherIncome,,,,,,,,,,0,-181000,36000,13000,132000,,-279000,-101000,-41000,,125000,0,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,120500.00,100.00,-873.97,-887.09,-130.96,,144.80,100.00,100.00,,-100.00,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,100.00,100.00,-47.24,-100.00,8.96,,313.74,-60.82,176.27,,-100.00,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,-164736.36,119.88,-64.40,932.11,-100.00,,63.80,59.41,100.00,,-100.00,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,-6914.28,30.76,-53.72,-100.00,-2.01,,117.20,637.32,-2.98,,-100.00,,,,,,,,,,,
IncomeNetGrossProfit,-997000,-2538000,1682000,-934000,-1590000,2010000,477000,-150000,-1325000,-5353000,1090000,174000,1081000,-920000,14000,-417000,-1799000,2341000,-2362000,-315000,-2264000,-35140000,-101000,-10774000,-3614000,-18629000,-1040000,-14774000,116000,17380000,-384000,-819000
IncomeNetGrossProfit_yy,,,,,-59.53,179.19,-71.62,83.95,16.72,-366.31,128.29,216.38,181.64,82.82,-98.72,-338.99,-266.35,354.58,-16971.43,24.46,-25.85,-1601.07,95.72,-3320.32,-59.63,46.99,-929.70,-37.13,103.21,193.30,63.08,94.46
IncomeNetGrossProfit_sy,,,,,36.28,-100.88,2.83,11.83,-38.70,21.25,1.78,47.89,19.01,42.50,-2.77,12.04,-30.30,42.68,-48.81,20.01,-4.36,-247.47,15.66,-58.03,-59.63,21.20,-45.98,-0.89,4.69,60.12,65.32,10.00
IncomeNetGrossProfit_qq,,-154.60,166.27,-155.53,-70.27,226.38,-76.26,-131.41,-783.47,-304.13,120.36,-83.99,519.79,-185.03,101.52,-3078.57,-331.41,230.13,-200.90,86.66,-618.73,-1452.12,99.71,-10567.33,66.46,-415.47,94.42,-1320.58,100.79,14882.76,-102.21,-113.28
IncomeNetGrossProfit_sq,,-68.04,59.88,-3.56,56.96,-45.94,53.04,-16.74,-7.14,-72.11,60.01,0.56,-1.24,-43.19,93.94,-6.83,-11.12,-12.66,-10.97,43.50,-24.49,-145.36,72.27,-45.08,6.22,-50.31,44.93,39.11,-21.62,77.57,29.47,-48.90
IncomeExtraordinarProfit,14000,6000,0,0,0,-32000,,1000,-1000,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,-102.86,-675.54,-100.00,,-122.50,100.00,,-100.00,100.00,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,-102.86,-675.54,-100.00,,-122.50,100.00,,-100.00,100.00,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,-60.29,-96.40,-100.00,,-7900.00,100.00,,-207.23,100.00,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,-60.29,-96.40,-100.00,,-7900.00,100.00,,-207.23,100.00,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,-983000,-2533000,1682000,-934000,-1591000,1978000,477000,-149000,-1325000,-5353000,1090000,174000,1081000,-920000,14000,-417000,-1799000,2341000,-2362000,-315000,-2264000,-35140000,-101000,-10774000,-3614000,-18629000,-1040000,-14774000,116000,17380000,-384000,-819000
IncomeBeforeTaxProfit_yy,,,,,-61.84,178.10,-71.63,84.04,16.68,-370.61,128.29,217.02,181.59,82.82,-98.72,-338.99,-266.35,354.58,-16971.43,24.46,-25.85,-1601.07,95.72,-3320.32,-59.63,46.99,-929.70,-37.13,103.21,193.30,63.08,94.46
IncomeBeforeTaxProfit_sy,,,,,36.28,-100.88,2.83,11.83,-38.70,21.25,1.78,47.89,19.01,42.50,-2.77,12.04,-30.30,31.21,-48.81,20.01,-4.36,-247.47,15.66,-58.03,-59.63,21.20,-45.98,-0.89,4.69,60.12,65.32,10.00
IncomeBeforeTaxProfit_qq,,-157.66,166.42,-155.52,-70.32,224.34,-75.87,-131.24,-788.98,-303.86,120.36,-83.99,519.79,-185.03,101.52,-3078.57,-331.41,230.13,-200.90,86.66,-618.73,-1452.12,99.71,-10567.33,66.46,-415.47,94.42,-1320.58,100.79,14882.76,-102.21,-113.28
IncomeBeforeTaxProfit_sq,,-68.04,59.88,-3.56,56.96,-45.94,53.04,-16.74,-7.14,-72.11,60.01,0.56,-1.24,-25.74,93.94,-6.83,-11.12,-12.66,-10.97,43.50,-24.49,-145.36,72.27,-45.08,6.22,-50.31,44.93,39.11,-21.62,77.57,29.47,-48.90
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,-901000,-2123000,988000,-523000,-1396000,1455000,327000,-277000,-1214000,-4147000,536000,160000,1129000,-846000,14000,-340000,-1668000,2109000,-2255000,-353000,-1848000,-32786000,-407000,-10238000,-4331000,-10828000,-1024000,-10720000,65000,12267000,-485000,-810000
IncomeNetProfit_yy,,,,,-54.96,168.53,-66.92,47.06,13.02,-385.03,63.98,157.94,192.93,79.60,-97.39,-312.14,-247.79,349.30,-16207.14,-3.82,-10.79,-1654.58,81.95,-2800.28,-134.36,66.97,-151.60,-4.71,101.50,213.29,52.64,92.44
IncomeNetProfit_sy,,,,,52.70,-110.92,-7.45,10.19,-38.70,27.28,6.02,17.72,18.38,67.09,-23.96,19.86,-26.36,34.47,-58.60,-3.82,-10.79,-154.17,5.92,-81.54,-50.70,40.56,-34.21,31.99,3.74,42.67,56.61,18.97
IncomeNetProfit_qq,,-135.65,146.55,-152.87,-167.21,204.21,-77.53,-184.62,-339.02,-241.49,112.93,-70.10,604.17,-174.96,101.65,-2528.57,-390.59,226.44,-206.92,84.35,-423.51,-1674.13,98.76,-2415.48,57.70,-150.01,90.54,-946.88,100.61,18772.31,-103.95,-67.01
IncomeNetProfit_sq,,-68.46,48.13,-6.90,97.38,-47.95,54.58,-12.78,-5.74,-84.49,59.13,-7.56,-38.50,-39.13,76.80,5.25,-19.22,-31.42,36.31,57.80,-23.04,-69.81,67.80,-45.04,35.42,-20.66,44.72,2.59,-17.31,123.85,20.16,-50.09
IncomeShareholderNetProfit,-899000,-2125000,988000,-523000,-1396000,1455000,327000,-277000,-1214000,-4147000,536000,160000,1129000,-846000,14000,-340000,-1668000,2109000,-2255000,-353000,-1848000,-32786000,-407000,-10238000,-4331000,-10828000,-1024000,-10720000,65000,12267000,-485000,-810000
IncomeShareholderNetProfit_yy,,,,,-55.31,168.49,-66.92,47.06,13.02,-385.03,64.08,157.83,192.93,79.60,-97.39,-312.55,-247.79,349.30,-16207.14,-3.82,-10.79,-1654.58,81.95,-2800.28,-134.36,66.97,-151.60,-4.71,101.50,213.29,52.64,92.44
IncomeShareholderNetProfit_sy,,,,,64.95,-110.03,-10.00,28.03,-44.71,27.31,6.03,-14.34,19.56,52.23,-31.44,19.86,-26.35,34.47,-57.94,-3.82,-10.79,-154.17,-3.30,-84.89,-50.38,35.95,-33.12,12.77,8.40,42.67,54.86,18.90
IncomeShareholderNetProfit_qq,,-136.33,146.52,-152.87,-167.21,204.21,-77.53,-184.62,-339.02,-241.51,112.93,-70.18,605.54,-174.96,101.65,-2528.57,-390.59,226.44,-206.92,84.35,-423.51,-1674.13,98.76,-2415.48,57.70,-150.01,90.54,-946.88,100.61,18772.31,-103.95,-67.01
IncomeShareholderNetProfit_sq,,-62.34,25.98,-4.14,39.42,-73.84,54.58,-12.79,-16.98,-62.37,67.04,1.34,-40.34,-39.13,76.80,5.25,-19.22,-31.42,36.22,57.80,-28.08,-62.74,67.58,-45.04,34.62,-20.66,46.36,2.59,-18.81,88.67,23.27,-47.98
BalanceNoncurrentAssets,53061000,54669000,55175000,58405000,59758000,56112000,57656000,41721000,40551000,42597000,42319000,43864000,44044000,43737000,45213000,48118000,48416000,49250000,51662000,51892000,80005000,120004000,164640000,148687000,144691000,130755000,129316000,104770000,101453000,99196000,98022000,97583000
BalanceNoncurrentAssets_yy,,,,,12.62,2.64,4.50,-28.57,-32.14,-24.09,-26.60,5.14,8.62,2.68,6.84,9.70,9.93,12.60,14.26,7.84,65.24,143.66,218.69,186.53,80.85,8.96,-21.46,-29.54,-29.88,-24.14,-24.20,-6.86
BalanceNoncurrentAssets_sy,,,,,14.18,33.28,129.16,23.18,-9.09,0.69,27.99,12.20,8.62,8.34,4.22,2.93,6.13,10.60,4.88,5.30,4.64,2.78,13.54,21.57,23.24,7.40,1.11,-2.82,0.44,2.83,3.18,0.62
BalanceNoncurrentAssets_qq,,3.03,0.92,5.86,2.32,-6.10,2.75,-27.64,-2.80,5.05,-0.65,3.65,0.41,-0.70,3.37,6.43,0.62,1.72,4.90,0.45,54.18,50.00,37.20,-9.69,-2.69,-9.63,-1.10,-18.98,-3.17,-2.22,-1.18,-0.45
BalanceNoncurrentAssets_sq,,3.03,-2.00,22.16,2.32,4.63,0.97,5.30,-2.43,1.83,1.35,3.65,-0.69,-0.26,2.39,0.88,1.63,2.52,-0.58,2.28,3.91,4.62,1.82,3.72,0.68,0.81,-0.10,0.82,0.67,0.33,0.56,-0.18
BalanceIntangibleAssets,931000,871000,800000,1078000,998000,921000,842000,773000,705000,697000,625000,1161000,1014000,886000,743000,878000,1044000,1172000,1435000,1388000,17372000,30556000,30957000,30853000,30751000,18335000,18252000,17923000,17710000,17346000,17116000,17210000
BalanceIntangibleAssets_yy,,,,,7.23,5.78,5.23,-28.28,-29.38,-24.35,-25.77,50.19,43.85,27.14,18.94,-24.39,2.95,32.28,93.14,58.09,1563.98,2507.17,2057.28,2122.84,77.01,-40.00,-41.04,-41.91,-42.41,-5.39,-6.22,-3.98
BalanceIntangibleAssets_sy,,,,,8.60,28.11,42.87,18.88,12.50,-5.00,4.32,-0.22,4.98,0.67,-0.76,-4.71,0.30,17.53,3.26,4.94,8.56,33.76,53.11,30.11,22.94,2.63,1.46,-1.86,-1.48,-2.28,-1.05,-0.57
BalanceIntangibleAssets_qq,,-6.46,-8.17,34.79,-7.39,-7.72,-8.65,-8.13,-8.82,-1.15,-10.36,85.88,-12.67,-12.63,-16.14,18.17,18.91,12.26,22.44,-3.28,1151.59,75.89,1.31,-0.34,-0.33,-40.38,-0.45,-1.80,-1.19,-2.06,-1.33,0.55
BalanceIntangibleAssets_sq,,-3.44,-1.56,34.79,-53.70,4.95,-3.14,3.74,-2.50,-3.55,0.25,1.70,-1.01,-2.12,-0.05,-0.14,2.02,8.90,0.64,0.77,4.22,13.10,1.31,3.09,-0.28,1.93,-0.17,0.06,0.50,-0.17,-0.14,0.73
BalanceProperty,33357000,31651000,32089000,33436000,34204000,35432000,35804000,36711000,35741000,36642000,36721000,36753000,37357000,37650000,39087000,41200000,41429000,41831000,44610000,44394000,55843000,83369000,128156000,109033000,105893000,99274000,97885000,71049000,68221000,72206000,71358000,70820000
BalanceProperty_yy,,,,,2.54,11.94,11.57,9.79,4.50,3.42,2.56,0.12,4.52,2.75,6.44,12.10,10.90,11.10,14.13,7.75,34.79,99.30,187.28,145.60,89.63,19.08,-23.62,-34.84,-35.58,-27.27,-27.10,-0.32
BalanceProperty_sy,,,,,8.47,18.86,65.15,18.06,2.93,5.10,6.18,7.17,3.33,7.88,6.44,4.76,8.29,8.80,-4.91,-0.28,-1.90,5.12,10.40,8.71,16.30,10.67,1.42,-3.62,-0.53,-5.60,-0.84,1.67
BalanceProperty_qq,,-5.11,1.38,4.20,2.30,3.59,1.05,2.53,-2.64,2.52,0.21,0.09,1.64,0.78,3.82,5.41,0.56,0.97,6.64,-0.48,25.79,49.29,53.72,-14.92,-2.88,-6.25,-1.40,-27.42,-3.98,5.84,-1.17,-0.75
BalanceProperty_sq,,-1.20,-15.27,39.71,-48.85,3.59,0.72,5.82,-4.15,-0.81,2.60,2.24,-0.32,0.32,1.19,3.73,0.97,0.97,-2.55,2.64,-0.89,7.74,-0.78,1.41,-1.33,3.73,-0.72,-0.46,0.47,-0.80,-0.34,-0.86
BalanceNoncurrentReceivables,,17250000,16750000,17350000,345000,18550000,18550000,2741000,2728000,2567000,1435000,1771000,1771000,1605000,1817000,1472000,1998000,1878000,1656000,1612000,1656000,0,533000,3297000,3297000,611000,645000,717000,511000,546000,578000,578000
BalanceNoncurrentReceivables_yy,,,,,,7.54,10.75,-84.20,690.75,-86.16,-92.26,-35.38,-35.08,-37.47,26.58,-16.90,12.80,17.01,-8.86,9.51,-17.12,-100.00,-67.81,104.53,99.09,,21.01,-78.25,-84.50,-10.64,-10.39,-19.39
BalanceNoncurrentReceivables_sy,,,,,,0.74,10.75,-46.55,162.28,4.41,2.24,1.47,1.96,-19.70,-3.00,-12.52,-19.24,6.13,14.17,11.84,18.13,11.10,7.74,66.73,7.36,,,-1.34,-1.45,1.11,6.94,-0.56
BalanceNoncurrentReceivables_qq,,,-2.90,3.58,-98.01,5276.19,,-85.22,-0.46,-5.92,-44.08,23.40,,-9.39,13.21,-18.99,35.73,-6.01,-11.82,-2.66,2.73,-100.00,,518.57,,-81.47,5.56,11.16,-28.73,6.85,5.86,
