,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses,10969000,11721000,12454000,28593000,17120000,21025000,22164000,21715000,20855000,26469000,35007000,27497000,31078000,39876000,40506000,43498000,37364000,42715000,44678000,47549000,39109000,45303000,42909000,44043000,35141000,44462000,44933000,43631000,39271000,46256000,44705000,41178000,38711000,43059000,44430000,42525000,38707000,46306000,47922000,47451000,44021000,51823000,49060000,47919000,44197000,50239000
IncomeDistributionExpenses_yy,,,,,56.08,79.38,77.97,-24.05,21.82,25.89,57.95,26.63,49.02,50.65,15.71,58.19,20.23,7.12,10.30,9.31,4.67,6.06,-3.96,-7.37,-10.15,-1.86,4.72,-0.94,11.75,4.03,-0.51,-5.62,-1.43,-6.91,-0.62,3.27,-0.01,7.54,7.86,11.58,13.73,11.91,2.37,0.99,0.40,-3.06
IncomeDistributionExpenses_sy,,,,,12.94,40.02,21.50,-7.73,-2.82,6.15,-4.41,1.27,-1.83,3.99,10.39,41.84,15.00,3.37,10.30,9.31,7.08,4.36,-2.62,6.43,-3.70,-2.82,1.81,-1.80,10.90,4.31,-13.84,-8.18,-11.77,-6.26,2.79,5.79,0.18,21.48,17.06,3.20,13.68,6.49,5.90,11.68,6.93,-3.06
IncomeDistributionExpenses_qq,,6.86,6.25,129.59,-40.13,22.81,5.42,-2.03,-3.96,26.92,32.26,-21.45,13.02,28.31,1.58,7.39,-14.10,14.32,4.60,6.43,-17.75,15.84,-5.28,2.64,-20.21,26.52,1.06,-2.90,-9.99,17.79,-3.35,-7.89,-5.99,11.23,3.18,-4.29,-8.98,19.63,3.49,-0.98,-7.23,17.72,-5.33,-2.33,-7.77,13.67
IncomeDistributionExpenses_sq,,13.14,10.87,11.78,-6.92,19.24,14.82,-2.03,-18.00,26.92,21.41,-7.62,4.21,10.51,7.07,3.17,-14.10,19.78,4.02,-0.39,-4.12,1.27,4.56,2.12,-21.31,12.64,6.90,6.49,-10.01,11.20,-8.68,5.74,-16.04,10.34,-0.76,15.50,-20.56,27.15,2.62,-0.08,-3.80,9.46,-1.32,-7.83,-4.09,8.91
IncomeAdministrativExpenses,8120000,8579000,9889000,7108000,9281000,10895000,13044000,7297000,11695000,13801000,16541000,18363000,14836000,22237000,18525000,19990000,18931000,20816000,19363000,21546000,18902000,19357000,18941000,20203000,19011000,18980000,19424000,20041000,21206000,17909000,18692000,19040000,20235000,19741000,17679000,17106000,19336000,19179000,21497000,21964000,22801000,24847000,24973000,25535000,24916000,24757000
IncomeAdministrativExpenses_yy,,,,,14.30,27.00,31.90,2.66,26.01,26.67,26.81,151.65,26.86,61.13,11.99,8.86,27.60,-6.39,4.52,7.78,-0.15,-7.01,-2.18,-6.23,0.58,-1.95,2.55,-0.80,11.55,-5.64,-3.77,-4.99,-4.58,10.23,-5.42,-10.16,-4.44,-2.85,21.60,28.40,17.92,29.55,16.17,16.26,9.28,-0.36
IncomeAdministrativExpenses_sy,,,,,14.30,42.01,18.44,13.46,-4.93,-13.34,-7.46,15.91,-4.40,11.86,7.62,8.48,13.68,6.11,-7.65,2.80,-0.15,1.10,-2.18,-6.23,-7.06,0.58,5.65,5.62,3.78,-3.50,-1.96,-10.89,3.28,1.84,-2.66,1.08,4.83,-2.15,8.90,5.74,0.44,17.66,7.84,15.90,10.41,-0.36
IncomeAdministrativExpenses_qq,,5.65,15.27,-28.12,30.57,17.39,19.72,-44.06,60.27,18.01,19.85,11.02,-19.21,49.89,-16.69,7.91,-5.30,9.96,-6.98,11.27,-12.27,2.41,-2.15,6.66,-5.90,-0.16,2.34,3.18,5.81,-15.55,4.37,1.86,6.28,-2.44,-10.45,-3.24,13.04,-0.81,12.09,2.17,3.81,8.97,0.51,2.25,-2.42,-0.64
IncomeAdministrativExpenses_sq,,13.92,0.29,17.68,-9.78,17.10,-5.96,0.38,-11.64,2.01,0.38,21.09,-19.99,8.99,3.62,8.17,-7.66,5.21,-8.93,11.53,2.28,2.41,-8.46,7.02,-4.80,10.78,-11.23,8.94,-7.90,3.86,-2.48,10.98,-3.06,3.85,-11.04,9.08,-1.75,-0.70,0.07,4.70,2.18,9.30,-0.26,5.66,-0.36,
IncomeGrossProfit,3476000,12403000,18815000,20271000,4477000,11889000,16112000,5905000,2615000,14771000,28740000,-108000,-3367000,17044000,27136000,-4362000,-6479000,8498000,22699000,-1069000,-7241000,16221000,29958000,5290000,-3569000,25446000,38508000,19720000,-1372000,24563000,40250000,17504000,-3932000,22166000,36782000,18470000,-269000,29212000,34635000,7030000,501000,19050000,28712000,3453000,2570000,21163000
IncomeGrossProfit_yy,,,,,28.80,-4.14,-14.37,-70.87,-41.59,24.24,78.38,-101.83,-228.76,15.39,-5.58,-3938.89,-92.43,-50.14,-16.35,75.49,-11.76,90.88,31.98,594.86,50.71,56.87,28.54,272.78,61.56,-3.47,4.52,-11.24,-186.59,-9.76,-8.62,5.52,93.16,31.79,-5.84,-61.94,286.25,-34.79,-17.10,-50.88,412.97,11.09
IncomeGrossProfit_sy,,,,,28.80,-8.12,-17.64,6.21,3.55,-20.26,-12.47,-21.29,-92.64,-2.00,-0.51,32.21,14.20,11.16,39.44,72.26,22.06,-6.73,-8.10,-24.24,-3.68,-2.28,-2.86,-1.52,11.10,-10.14,-13.82,-16.55,12.68,15.62,-8.62,-29.38,12.07,-4.92,-1.87,45.00,-2.40,4.53,14.01,7.99,31.71,34.19
IncomeGrossProfit_qq,,256.82,51.70,7.74,-77.91,165.56,35.52,-63.35,-55.72,464.86,94.57,-100.38,-3017.59,606.21,59.21,-116.07,-48.53,231.16,167.11,-104.71,-577.36,324.02,84.69,-82.34,-167.47,812.97,51.33,-48.79,-106.96,1890.31,63.86,-56.51,-122.46,663.73,65.94,-49.79,-101.46,10959.48,18.56,-79.70,-92.87,3702.40,50.72,-87.97,-25.57,723.46
IncomeGrossProfit_sq,,154.28,51.70,-15.75,-14.62,34.62,27.36,-39.50,-33.99,13.08,53.41,-100.38,32.47,150.62,66.16,-90.45,14.39,142.13,44.70,-50.67,-7.68,54.31,26.88,-61.32,-43.40,78.76,18.10,-43.08,9.24,21.15,30.92,-56.51,33.92,99.00,9.81,-88.17,56.65,-0.37,20.74,-65.56,28.52,84.19,35.56,-78.88,42.32,86.61
IncomeOtherOperatingIncome,926000,513000,643000,507000,443000,557000,1095000,539000,1351000,1066000,12932000,2601000,3964000,2520000,592000,2820000,1103000,1116000,1267000,2302000,5917000,2179000,567000,5166000,1258000,1770000,2382000,2331000,1033000,1879000,3113000,4172000,1566000,1778000,2165000,2469000,1142000,1859000,1537000,2039000,1333000,2853000,833000,3258000,1386000,1971000
IncomeOtherOperatingIncome_yy,,,,,-52.16,8.58,70.30,6.31,204.97,91.38,1081.00,382.56,193.41,136.40,-95.42,8.42,-72.17,-55.71,114.02,-18.37,436.45,95.25,-55.25,124.41,-78.74,-18.77,320.11,-54.88,-17.89,6.16,30.69,78.98,51.60,-5.38,-30.45,-40.82,-27.08,4.56,-29.01,-17.42,16.73,53.47,-45.80,59.78,3.98,-30.91
IncomeOtherOperatingIncome_sy,,,,,61.54,13.60,7.66,6.36,-16.13,75.15,55.85,-19.24,17.07,19.35,-6.62,51.42,3.74,-15.59,86.30,-1.31,47.50,45.26,-3.97,-4.20,-13.68,-27.80,-16.50,14.66,2.24,-9.39,30.61,65.91,-40.00,-12.58,-12.21,-38.88,-11.84,-45.78,-26.34,-5.06,13.47,7.65,-18.80,-15.09,-28.90,-16.23
IncomeOtherOperatingIncome_qq,,-44.60,25.34,-21.15,-12.62,25.73,96.59,-50.78,150.65,-21.10,1113.13,-79.89,52.40,-36.43,-76.51,376.35,-60.89,1.18,13.53,81.69,157.04,-63.17,-73.98,811.11,-75.65,40.70,34.58,-2.14,-55.68,81.90,65.67,34.02,-62.46,13.54,21.77,14.04,-53.75,62.78,-17.32,32.66,-34.62,114.03,-70.80,291.12,-57.46,42.21
IncomeOtherOperatingIncome_sq,,64.42,25.34,-28.29,-23.36,37.48,-10.04,67.88,-32.21,54.48,-46.12,43.24,-13.59,5.30,-69.55,166.44,-60.89,42.08,-15.08,70.77,-33.10,29.68,-35.25,33.16,-27.45,24.52,-30.30,15.14,21.31,15.79,-0.65,102.37,-49.32,40.70,-33.26,117.88,-55.51,-8.30,-17.32,81.25,-48.47,5.80,-49.74,66.11,-40.25,-1.61
IncomeOtherOperatingCosts,2041000,-927000,1071000,3369000,681000,1326000,5554000,25752000,2959000,6726000,6577000,18972000,1993000,6720000,2203000,3611000,4726000,6572000,7066000,5872000,4980000,6621000,5714000,13356000,5859000,10558000,5459000,15790000,5071000,6335000,5258000,8830000,5468000,5703000,5363000,6024000,4852000,10066000,4937000,21699000,4022000,2490000,3770000,6277000,3217000,5125000
IncomeOtherOperatingCosts_yy,,,,,-66.63,243.04,418.58,664.38,334.51,407.24,18.42,-26.33,-32.65,-0.09,-66.50,-80.97,137.13,-2.20,220.74,62.61,5.37,0.75,-19.13,127.45,17.65,59.46,-4.46,18.22,-13.45,-40.00,-3.68,-44.08,7.83,-9.98,2.00,-31.78,-11.27,76.50,-7.94,260.21,-17.11,-75.26,-23.64,-71.07,-20.01,105.82
IncomeOtherOperatingCosts_sy,,,,,-21.98,21.69,-42.14,179.28,-8.03,282.06,152.00,-7.11,28.61,-13.12,-27.13,-52.10,63.04,2.82,91.73,62.61,7.58,23.76,19.67,-12.93,-35.18,25.52,-15.56,-21.07,-1.10,-22.98,-11.92,100.00,3.65,10.06,-9.80,-36.80,-11.27,-10.50,3.23,-2.99,-29.71,-15.16,1.08,6.82,29.41,35.36
IncomeOtherOperatingCosts_qq,,-145.42,215.53,214.57,-79.79,94.71,318.85,363.67,-88.51,127.31,-2.22,188.46,-89.50,237.18,-67.22,63.91,30.88,39.06,7.52,-16.90,-15.19,32.95,-13.70,133.74,-56.13,80.20,-48.30,189.25,-67.88,24.93,-17.00,67.93,-38.07,4.30,-5.96,12.33,-19.46,107.46,-50.95,339.52,-81.46,-38.09,51.41,66.50,-48.75,59.31
IncomeOtherOperatingCosts_sq,,-26.55,9.35,37.36,-41.06,12.10,5.58,389.60,-88.51,147.10,-0.42,188.46,-66.52,116.95,-35.90,63.91,-52.32,39.66,6.28,18.12,-43.82,38.40,-27.25,46.52,-59.24,133.65,-51.74,10.64,-21.26,43.38,-17.00,103.85,-71.81,32.47,-36.02,34.82,-12.73,97.96,-27.74,300.00,-81.46,244.71,-11.29,122.86,-63.89,152.08
IncomeEBIT,2361000,13843000,18387000,17409000,4239000,11120000,11653000,-19308000,1007000,9111000,35095000,-16479000,-1396000,12844000,25525000,-5153000,-10102000,3042000,16900000,-4639000,-6304000,11779000,24811000,-2900000,-8170000,16658000,35431000,6261000,-5410000,20107000,38105000,12846000,-7834000,18241000,33584000,14915000,-3979000,21005000,31235000,-12630000,-2188000,19413000,25775000,434000,739000,18009000
IncomeEBIT_yy,,,,,79.54,-19.67,-36.62,-210.91,-76.24,-18.07,201.17,14.65,-238.63,40.97,-27.27,68.73,-623.64,-76.32,-33.79,9.97,37.60,287.21,46.81,37.49,-29.60,41.42,42.80,315.90,33.78,20.70,7.55,105.17,-44.81,-9.28,-11.86,16.11,49.21,15.15,-6.99,-184.68,45.01,-7.58,-17.48,103.44,133.78,-7.23
IncomeEBIT_sy,,,,,39.50,-11.02,-8.23,-3.21,-11.10,-9.06,-25.37,-25.94,-66.57,7.26,-3.91,55.81,14.23,4.52,31.33,68.38,27.95,-19.05,0.14,-9.86,-8.38,5.76,-4.92,-1.64,32.36,-8.60,-8.86,-20.42,-4.64,29.39,1.26,-11.44,14.73,-25.48,-1.85,39.39,15.27,4.35,11.08,-0.41,30.96,57.14
IncomeEBIT_qq,,486.32,32.83,-5.32,-75.65,162.33,4.79,-265.69,105.22,804.77,285.19,-146.96,91.53,1020.06,98.73,-120.19,-96.04,130.11,455.56,-127.45,-35.89,286.85,110.64,-111.69,-181.72,303.89,112.70,-82.33,-186.41,471.66,89.51,-66.29,-160.98,332.84,84.11,-55.59,-126.68,627.90,48.70,-140.44,82.68,987.25,32.77,-98.32,70.28,2336.94
IncomeEBIT_sq,,186.60,108.83,-47.10,8.20,41.96,-10.71,-43.72,16.96,35.37,68.93,-103.32,75.99,88.65,74.54,-101.53,26.46,139.70,48.14,-48.01,-14.16,43.90,36.94,-57.47,-24.61,86.48,26.19,-70.66,1.36,5.35,43.52,-62.55,27.91,39.41,3.36,-95.06,93.84,0.82,42.04,-67.88,75.34,41.87,25.12,-61.85,82.66,82.67
IncomeFinanceIncome,88000,-25000,3070000,-951000,134000,2255000,2885000,19250000,15694000,-7032000,-5369000,2175000,6322000,6542000,-6645000,1531000,6384000,2272000,9809000,1568000,2547000,507000,211000,277000,4429000,899000,-4285000,-521000,1449000,1003000,2935000,1228000,8659000,-593000,-1326000,4447000,3724000,13131000,-3124000,11901000,5290000,-1776000,616000,11349000,731000,5465000
IncomeFinanceIncome_yy,,,,,52.27,9120.00,-6.03,2124.19,11611.94,-411.84,-286.10,-88.70,-59.72,193.03,-23.77,-29.61,0.98,-65.27,247.61,2.42,-60.10,-77.68,-97.85,-82.33,73.89,77.32,-2130.81,-288.09,-67.28,11.57,168.49,335.70,497.58,-159.12,-145.18,262.13,-56.99,2314.33,-135.60,167.62,42.05,-113.53,119.72,-4.64,-86.18,407.71
IncomeFinanceIncome_sy,,,,,37.93,73.17,-35.45,372.79,-6.14,20.92,19.80,-65.12,-45.25,43.17,-4.13,-29.61,0.98,4.24,115.62,-7.14,51.28,-74.58,59.68,-26.27,-27.12,76.16,-45.84,-32.75,-27.59,-31.64,3.96,-16.80,10.29,-94.25,-40.14,7.23,-56.99,127.68,-23.41,167.62,22.64,-94.10,100.00,-35.14,-27.56,310.72
IncomeFinanceIncome_qq,,-128.41,12380.00,-130.98,114.09,1582.84,27.94,567.24,-18.47,-144.81,23.65,140.51,190.67,3.48,-201.57,123.04,316.98,-64.41,331.73,-84.01,62.44,-80.09,-58.38,31.28,1498.92,-79.70,-576.64,87.84,378.12,-30.78,192.62,-58.16,605.13,-106.85,-123.61,435.37,-16.26,252.60,-123.79,480.95,-55.55,-133.57,134.68,1742.37,-93.56,647.61
IncomeFinanceIncome_sq,,-79.90,38.28,1.27,2.23,61.58,-46.44,377.78,-56.92,-14.58,-5.87,140.51,-28.69,3.48,27.27,15.62,20.00,-37.59,4.35,21.14,137.65,-70.63,99.02,38.18,6.13,-52.20,21.38,55.24,36.66,-54.55,-7.44,-43.96,147.37,-32.53,-10.87,77.65,-15.66,143.41,-1.68,95.21,-22.62,-82.57,85.33,25.00,-32.35,647.61
IncomeFinanceCosts,1235000,2707000,3213000,10509000,6072000,6379000,-8000,4636000,7894000,-1769000,4155000,2824000,8069000,-3330000,3235000,3751000,7059000,4665000,4286000,2884000,11166000,1575000,7327000,4317000,3959000,5645000,7335000,8777000,13984000,-627000,4994000,26368000,7269000,2408000,11735000,11213000,6198000,1775000,3858000,5157000,9769000,10482000,5781000,17163000,5117000,6060000
IncomeFinanceCosts_yy,,,,,391.66,135.65,-100.25,-55.89,30.01,-127.73,52037.50,-39.09,2.22,-88.24,-22.14,32.83,-12.52,240.09,32.49,-23.11,58.18,-66.24,70.95,49.69,-64.54,258.41,0.11,103.31,253.22,-111.11,-31.92,200.42,-48.02,484.05,134.98,-57.47,-14.73,-26.29,-67.12,-54.01,57.62,490.54,49.84,232.81,-47.62,-42.19
IncomeFinanceCosts_sy,,,,,88.60,121.22,1.80,354.95,57.14,-22.95,69.18,-75.42,-19.42,65.38,26.76,56.78,33.42,26.44,115.90,45.00,9.09,-19.84,-14.52,4.69,-8.22,-11.45,-34.05,-2.78,10.53,-33.39,5.12,29.70,-22.18,-13.10,-38.35,-39.14,-0.78,-8.84,-11.43,1.72,20.99,-3.48,30.57,107.56,-6.61,90.68
IncomeFinanceCosts_qq,,119.19,18.69,227.08,-42.22,5.06,-100.13,58050.00,70.28,-122.41,334.88,-32.03,185.73,-141.27,197.15,15.95,88.19,-33.91,-8.12,-32.71,287.17,-85.89,365.21,-41.08,-8.29,42.59,29.94,19.66,59.33,-104.48,896.49,427.99,-72.43,-66.87,387.33,-4.45,-44.72,-71.36,117.35,33.67,89.43,7.30,-44.85,196.89,-70.19,18.43
IncomeFinanceCosts_sq,,21.08,18.86,104.58,-6.67,70.76,-41.05,166.37,-43.75,-35.34,9.04,-19.35,23.08,75.63,-23.78,22.34,-10.25,26.38,-8.12,-28.23,-9.20,23.42,-5.73,-10.00,-8.29,6.32,-5.77,-0.87,11.79,-26.14,46.23,-18.74,-6.47,-44.19,27.01,-4.45,13.21,-16.67,-0.99,-3.93,19.65,1.47,19.76,17.10,-26.23,29.71
IncomeOtherIncome,,,,,,,,,,-5000,88000,299000,162000,175000,-1000,1000,,,,,,0,0,0,,404000,0,0,,419000,0,0,,489000,0,0,,481000,0,0,,485000,0,0,,459000
IncomeOtherIncome_yy,,,,,,,,,,,,,,3600.00,-101.14,-99.67,-100.00,-100.00,100.00,-100.00,,,,,,,,,,3.71,,,,16.71,,,,-1.64,,,,0.83,,,,-5.36
IncomeOtherIncome_sy,,,,,,,,,,,,,,3600.00,-101.14,0.16,-100.00,-100.00,100.00,-100.00,,,,,,,,,,51.86,,,,61.72,,,,-50.82,,,,50.42,,,,-5.36
IncomeOtherIncome_qq,,,,,,,,,,,1860.00,239.77,-45.82,8.02,-100.57,200.00,-100.00,,,,,,,,,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,
IncomeOtherIncome_sq,,,,,,,,,,,1860.00,239.77,27.09,8.02,-100.57,200.00,-100.00,,,,,,,,,,,,,,5.66,,,,-100.00,,,,28.92,,,,-100.00,,,
IncomeNetGrossProfit,1214000,11111000,18244000,5949000,-1699000,6996000,14546000,-4694000,8807000,3843000,25659000,-16829000,-2981000,22891000,15644000,-7372000,-10777000,649000,22423000,-5955000,-14923000,10711000,17695000,-6940000,-7700000,12316000,23811000,-3037000,-17945000,22156000,36046000,-12294000,-6444000,15729000,20523000,8149000,-6453000,32842000,24253000,-5886000,-6667000,7640000,20610000,-5380000,-3647000,17873000
IncomeNetGrossProfit_yy,,,,,-239.95,-37.04,-20.27,-178.90,618.36,-45.07,76.40,-258.52,-133.85,495.65,-39.03,56.19,-261.52,-97.16,43.33,19.22,-38.47,1550.39,-21.09,-16.54,48.40,14.98,34.56,56.24,-133.05,79.90,51.38,-304.81,64.09,-29.01,-43.06,166.28,-0.14,108.80,18.17,-172.23,-3.32,-76.74,-15.02,8.60,45.30,133.94
IncomeNetGrossProfit_sy,,,,,23.15,-1.48,0.30,-94.66,-26.27,-23.54,37.00,21.88,8.85,11.55,1.27,46.04,-0.50,2.56,17.77,44.29,36.30,-23.69,-7.52,-12.59,-17.28,16.86,-9.38,-23.14,31.95,-9.28,-16.42,-46.84,-4.26,17.33,-6.61,19.33,-0.14,-18.92,18.17,45.38,-3.32,21.25,2.78,-14.23,30.68,98.13
IncomeNetGrossProfit_qq,,815.24,64.20,-67.39,-128.56,511.77,107.92,-132.27,287.62,-56.36,567.68,-165.59,82.29,867.90,-31.66,-147.12,-46.19,106.02,3355.01,-126.56,-150.60,171.78,65.20,-139.22,-10.95,259.95,93.33,-112.75,-490.88,223.47,62.69,-134.11,47.58,344.09,30.48,-60.29,-179.19,608.94,-26.15,-124.27,-13.27,214.59,169.76,-126.10,32.21,590.07
IncomeNetGrossProfit_sq,,217.35,64.20,-56.16,19.46,44.00,1.78,-87.94,51.26,28.46,78.77,-107.08,82.55,65.95,116.87,-104.37,-1.01,114.39,48.44,-46.73,4.19,38.70,62.75,-71.14,-4.88,41.95,59.68,-81.82,5.79,11.20,30.18,-106.50,89.29,58.17,2.51,-85.81,139.00,-6.86,34.94,-78.95,84.15,37.83,40.72,-109.36,82.29,81.09
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,1214000,11111000,18244000,5949000,-1699000,6996000,14546000,-4694000,8807000,3843000,25659000,-16829000,-2981000,22891000,15644000,-7372000,-10777000,649000,22423000,-5955000,-14923000,10711000,17695000,-6940000,-7700000,12316000,23811000,-3037000,-17945000,22156000,36046000,-12294000,-6444000,15729000,20523000,8149000,-6453000,32842000,24253000,-5886000,-6667000,7640000,20610000,-5380000,-3647000,17873000
IncomeBeforeTaxProfit_yy,,,,,-239.95,-37.04,-20.27,-178.90,618.36,-45.07,76.40,-258.52,-133.85,495.65,-39.03,56.19,-261.52,-97.16,43.33,19.22,-38.47,1550.39,-21.09,-16.54,48.40,14.98,34.56,56.24,-133.05,79.90,51.38,-304.81,64.09,-29.01,-43.06,166.28,-0.14,108.80,18.17,-172.23,-3.32,-76.74,-15.02,8.60,45.30,133.94
IncomeBeforeTaxProfit_sy,,,,,23.15,-1.48,0.30,-95.45,-26.27,-23.54,37.00,21.88,8.85,11.55,1.27,46.04,-0.50,2.56,17.77,44.29,36.30,-23.69,-7.52,-12.59,-17.28,16.86,-9.38,-23.14,31.95,-9.28,-16.42,-46.84,-4.26,17.33,-6.61,19.33,-0.14,-18.92,18.17,45.38,-3.32,21.25,2.78,-14.23,30.68,98.13
IncomeBeforeTaxProfit_qq,,815.24,64.20,-67.39,-128.56,511.77,107.92,-132.27,287.62,-56.36,567.68,-165.59,82.29,867.90,-31.66,-147.12,-46.19,106.02,3355.01,-126.56,-150.60,171.78,65.20,-139.22,-10.95,259.95,93.33,-112.75,-490.88,223.47,62.69,-134.11,47.58,344.09,30.48,-60.29,-179.19,608.94,-26.15,-124.27,-13.27,214.59,169.76,-126.10,32.21,590.07
