,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
IncomeDistributionExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeGrossProfit,31401000,7480000,29381000,35146000,21018000,25572000,41085000,26493000,29928000,30788000,44154000,53948000,36896000,35582000,39345000,28041000,31789000,47697000,47565000,23815000,18655000,36691000,53119000,39045000,30093000,45708000,55654000,54839000,28309000,45372000,59938000,28964000,28469000,34441000,63429000,41737000,53148000,62943000,85380000,43695000,55306000,59389000,84291000,58502000,68209000,82281000,97335000,45188000,72062000,81461000,106848000,58861000,76415000,101653000,113416000
IncomeGrossProfit_yy,,,,,-33.07,241.87,39.84,-24.62,42.39,20.40,7.47,103.63,23.28,15.57,-10.89,-48.02,-13.84,34.05,20.89,-15.07,-41.32,-23.07,11.68,63.95,61.31,24.58,4.77,40.45,-5.93,-0.74,7.70,-47.18,0.57,-24.09,5.82,44.10,86.69,82.76,34.61,4.69,4.06,-5.65,-1.28,33.89,23.33,38.55,15.47,-22.76,5.65,-1.00,9.77,30.26,6.04,24.79,6.15
IncomeGrossProfit_sy,,,,,160.53,106.30,33.23,-16.18,62.10,20.40,0.82,-93.14,5.80,-10.92,-28.68,16.04,-42.39,-24.26,-38.53,-16.64,-49.28,25.75,163.06,29.56,196.87,24.58,15.32,107.74,12.27,2.82,-41.63,-75.82,-48.70,-54.90,5.82,44.10,110.37,66.20,49.77,15.06,-13.42,16.11,16.46,66.83,29.74,63.55,0.42,13.70,-0.53,-22.16,10.60,14.25,22.62,35.00,46.28
IncomeGrossProfit_qq,,-76.18,292.79,19.62,-40.20,21.67,60.66,-35.52,12.97,2.87,43.41,22.18,-31.61,-3.56,10.58,-28.73,13.37,50.04,-0.28,-49.93,-21.67,96.68,44.77,-26.50,-22.93,51.89,21.76,-1.46,-48.38,60.27,32.10,-51.68,-1.71,20.98,84.17,-34.20,27.34,18.43,35.65,-48.82,26.57,7.38,41.93,-30.60,16.59,20.63,18.30,-53.57,59.47,13.04,31.16,-44.91,29.82,33.03,11.57
IncomeGrossProfit_sq,,17.76,67.20,-24.55,20.03,32.19,17.76,-50.10,72.08,9.40,-6.56,-81.00,113.29,-9.92,17.08,-61.73,108.24,-17.96,-1.61,-49.93,-13.25,96.68,29.42,-32.10,73.34,22.12,2.00,-19.54,4.61,-5.36,-46.08,-51.68,73.18,19.48,61.56,-44.38,56.80,4.30,53.62,-45.66,58.23,5.88,35.48,-16.02,41.17,18.70,-15.26,-27.56,61.82,-8.26,12.15,-28.21,70.37,11.85,6.93
IncomeOtherOperatingIncome,-8247000,26915000,-5591000,-1452000,3875000,21929000,652000,2902000,2387000,1259000,779000,3543000,1655000,2089000,1908000,5424000,1936000,201000,551000,5392000,3048000,1308000,3312000,6802000,2993000,2047000,1217000,3950000,4588000,3228000,4415000,1579000,2257000,3294000,-458000,4004000,2752000,2953000,4728000,5176000,1730000,8475000,1664000,6431000,1260000,4057000,4833000,15536000,3654000,4848000,960000,6377000,1034000,1804000,1744000
IncomeOtherOperatingIncome_yy,,,,,146.99,-18.52,111.66,299.86,-38.40,-94.26,19.48,22.09,-30.67,65.93,144.93,53.09,16.98,-90.38,-71.12,-0.59,57.44,550.75,501.09,26.15,-1.80,56.50,-63.25,-41.93,53.29,57.69,262.78,-60.03,-50.81,2.04,-110.37,153.58,21.93,-10.35,1132.31,29.27,-37.14,187.00,-64.81,24.25,-27.17,-52.13,190.44,141.58,190.00,19.50,-80.14,-58.95,-71.70,-62.79,81.67
IncomeOtherOperatingIncome_sy,,,,,-2.00,6.67,7.65,-37.93,286.79,10.89,-8.76,-44.30,-50.20,-16.46,45.10,14.52,0.72,98.10,57.84,-10.69,25.80,-5.58,-17.18,21.30,-38.54,56.50,-11.65,8.52,24.82,22.98,9.88,-50.80,37.84,-10.28,-13.06,71.29,-22.58,38.98,-3.16,15.02,-14.20,-27.50,27.35,71.74,-4.68,-11.94,-15.04,-48.08,2.20,39.56,-5.74,43.88,-5.46,-8.94,83.95
IncomeOtherOperatingIncome_qq,,426.36,-120.77,74.03,366.87,465.91,-97.03,345.09,-17.75,-47.26,-38.13,354.81,-53.29,26.22,-8.66,184.28,-64.31,-89.62,174.13,878.58,-43.47,-57.09,153.21,105.37,-56.00,-31.61,-40.55,224.57,16.15,-29.64,36.77,-64.24,42.94,45.95,-113.90,974.24,-31.27,7.30,60.11,9.48,-66.58,389.88,-80.37,286.48,-80.41,221.98,19.13,221.46,-76.48,32.68,-80.20,564.27,-83.79,74.47,-3.33
IncomeOtherOperatingIncome_sq,,54.75,-36.37,428.72,-83.23,137.36,-37.36,339.36,-39.09,-44.34,-25.92,82.32,-40.72,5.88,33.10,77.51,-64.31,19.20,18.22,-30.16,-43.47,-18.74,-3.19,105.37,-54.97,34.40,-26.22,115.98,-32.80,10.54,-19.39,8.16,28.54,-25.26,-1.00,200.88,-55.58,57.80,-24.47,34.12,-46.37,36.42,3.10,143.70,-59.17,-5.49,-12.40,10.88,1.62,44.76,-8.38,16.42,-23.36,50.02,94.46
IncomeOtherOperatingCosts,3602000,5860000,-5309000,16705000,13493000,5660000,6355000,8371000,5190000,3246000,3804000,13478000,5167000,5002000,4564000,9533000,3663000,12352000,9386000,21303000,3505000,7836000,8982000,23696000,6891000,6152000,4150000,28212000,5267000,7108000,10500000,11443000,5128000,4629000,6016000,16487000,7506000,4763000,8487000,15393000,4716000,5706000,5458000,16982000,4735000,10823000,11076000,12379000,5476000,6750000,9486000,16304000,5292000,7263000,6212000
IncomeOtherOperatingCosts_yy,,,,,274.60,-3.41,219.70,-49.89,-61.54,-42.65,-40.14,61.01,-0.44,54.10,19.98,-29.27,-29.11,146.94,105.65,123.47,-4.31,-36.56,-4.30,11.23,96.60,-21.49,-53.80,19.06,-23.57,15.54,153.01,-59.44,-2.64,-34.88,-42.70,44.08,46.37,2.89,41.07,-6.64,-37.17,19.80,-35.69,10.32,0.40,89.68,102.93,-27.11,15.65,-37.63,-14.36,31.71,-3.36,7.60,-34.51
IncomeOtherOperatingCosts_sy,,,,,69.93,39.66,-16.43,61.68,-9.88,-42.65,-9.45,61.01,-26.96,54.53,12.60,127.89,3.40,33.53,5.03,-4.71,-2.71,58.71,17.13,-43.42,16.63,-21.49,73.16,18.97,-8.90,-14.68,-25.49,-11.73,-2.14,51.11,6.69,36.14,12.90,95.54,45.30,-22.84,7.63,6.59,31.35,94.07,-1.42,32.77,-42.88,-34.24,-0.32,32.82,18.56,73.36,-10.77,49.92,168.85
IncomeOtherOperatingCosts_qq,,62.69,-190.60,414.65,-19.23,-58.05,12.28,31.72,-38.00,-37.46,17.19,254.31,-61.66,-3.19,-8.76,108.87,-61.58,237.21,-24.01,126.97,-83.55,123.57,14.62,163.82,-70.92,-10.72,-32.54,579.81,-81.33,34.95,47.72,8.98,-55.19,-9.73,29.96,174.05,-54.47,-36.54,78.19,81.37,-69.36,20.99,-4.35,211.14,-72.12,128.57,2.34,11.76,-55.76,23.27,40.53,71.87,-67.54,37.24,-14.47
IncomeOtherOperatingCosts_sq,,62.69,-37.57,201.76,-48.52,70.05,-61.74,215.42,-57.18,-39.91,21.36,369.06,-73.59,4.01,-11.74,627.53,-82.60,19.88,-19.07,194.10,-74.85,88.70,-22.93,182.67,-56.45,1.92,46.50,63.94,-59.24,31.16,-4.72,8.98,-58.65,33.62,-12.01,367.02,-71.64,130.36,-46.33,176.76,-52.76,31.30,-10.65,298.04,-76.35,18.98,-53.47,309.68,-51.02,62.10,-25.36,397.52,-71.29,58.79,-20.39
IncomeEBIT,19552000,28535000,29099000,16989000,11400000,41841000,35382000,21024000,27125000,28801000,41129000,44013000,33384000,32669000,36689000,23932000,30062000,35546000,38730000,7904000,18198000,30163000,47449000,22151000,26195000,41603000,52721000,30577000,27630000,41492000,53853000,19100000,25598000,33106000,56955000,29254000,48394000,61133000,81621000,33478000,52320000,62158000,80497000,47951000,64734000,75515000,91092000,48345000,70240000,79559000,98322000,48934000,72157000,96194000,108948000
IncomeEBIT_yy,,,,,-41.69,46.63,21.59,23.75,137.94,-31.17,16.24,109.35,23.07,13.43,-10.80,-45.63,-9.95,8.81,5.56,-66.97,-39.47,-15.14,22.51,180.25,43.94,37.93,11.11,38.04,5.48,-0.27,2.15,-37.53,-7.35,-20.21,5.76,53.16,89.05,84.66,43.31,14.44,8.11,1.68,-1.38,43.23,23.73,21.49,13.16,0.82,8.51,5.36,7.94,1.22,2.73,20.91,10.81
IncomeEBIT_sy,,,,,56.71,83.83,37.52,-27.63,88.95,40.12,-10.40,-74.47,-5.12,-27.51,-23.19,-10.54,-20.33,-23.10,-16.37,-12.27,-49.45,3.40,56.44,-15.65,161.76,70.55,11.39,150.79,26.06,5.42,-20.58,-70.80,-32.37,-59.33,24.11,76.60,69.96,16.73,18.00,19.06,-14.00,23.68,22.42,57.18,30.40,32.39,0.83,-22.92,12.63,-10.12,9.90,20.30,24.28,18.94,31.94
IncomeEBIT_qq,,45.94,1.98,-41.62,-32.90,267.03,-15.44,-40.58,29.02,6.18,42.80,7.01,-24.15,-2.14,12.31,-34.77,25.61,18.24,8.96,-79.59,130.24,65.75,57.31,-53.32,18.26,58.82,26.72,-42.00,-9.64,50.17,29.79,-64.53,34.02,29.33,72.04,-48.64,65.43,26.32,33.51,-58.98,56.28,18.80,29.50,-40.43,35.00,16.65,20.63,-46.93,45.29,13.27,23.58,-50.23,47.46,33.31,13.26
IncomeEBIT_sq,,45.94,32.90,-10.31,-10.52,104.40,10.51,-41.49,48.00,9.26,-12.02,-79.57,115.10,-15.92,16.39,-81.52,98.82,8.38,3.84,-53.75,13.64,56.18,39.85,-49.51,124.18,43.22,-15.68,-31.59,-2.08,2.71,-46.73,-63.43,136.90,8.30,45.05,-52.46,62.35,-11.83,35.90,-48.19,67.08,11.60,26.05,-31.47,38.32,17.97,-13.65,-55.44,85.85,2.93,21.02,-45.50,80.59,-8.69,11.08
IncomeFinanceIncome,4437000,3224000,3891000,799000,2018000,2130000,3350000,-1743000,4388000,910000,212000,48000,623000,913000,-221000,513000,460000,369000,3089000,-1012000,5981000,-2137000,1765000,1929000,671000,79000,290000,184000,5727000,-2550000,3293000,1893000,517000,513000,388000,465000,435000,339000,426000,113000,162000,271000,260000,427000,828000,284000,288000,390000,2281000,1286000,-860000,2667000,110000,239000,187000
IncomeFinanceIncome_yy,,,,,-54.52,-33.93,-13.90,-318.15,117.44,-57.28,-93.67,102.75,-85.80,0.33,-204.25,968.75,-26.16,-59.58,1497.74,-297.27,1200.22,-679.13,-42.86,290.61,-88.78,103.70,-83.57,-90.46,753.50,-3327.85,1035.52,928.80,-90.97,120.12,-88.22,-75.44,-15.86,-33.92,9.79,-75.70,-62.76,-20.06,-38.97,277.88,411.11,4.80,10.77,-8.67,175.48,352.82,-398.61,583.85,-95.18,-81.42,121.74
IncomeFinanceIncome_sy,,,,,64.46,-33.93,-26.66,-60.43,-43.83,-53.61,153.58,192.93,64.32,-13.58,-1.91,6.22,28.96,-39.32,-46.17,-72.16,-53.40,190.76,-42.86,114.00,-12.78,-28.70,112.44,-4.02,9.93,-13.38,-26.28,-1.28,-26.79,98.34,-88.22,46.62,-24.51,-59.64,139.34,-11.58,-26.09,-15.20,-58.90,-1.88,-12.50,81.39,74.24,77.04,2.98,-53.36,9.45,-78.15,-56.21,151.48,-195.09
IncomeFinanceIncome_qq,,-27.34,20.69,-79.47,152.57,5.55,57.28,-152.03,351.75,-79.26,-76.70,-77.36,1197.92,46.55,-124.21,332.13,-10.33,-19.78,737.13,-132.76,691.01,-135.73,182.59,9.29,-65.22,-88.23,267.09,-36.55,3012.50,-144.53,229.14,-42.51,-72.69,-0.77,-24.37,19.85,-6.45,-22.07,25.66,-73.47,43.36,67.28,-4.06,64.23,93.91,-65.70,1.41,35.42,484.87,-43.62,-166.87,410.12,-95.88,117.27,-21.76
IncomeFinanceIncome_sq,,30.62,20.69,-57.93,152.57,-57.41,35.96,-67.36,143.69,-26.12,40.72,64.12,70.28,-30.04,22.27,73.14,-10.33,-61.70,29.26,42.77,-3.52,19.66,-63.94,126.15,41.69,-30.29,101.68,-41.57,105.92,-29.17,23.21,-26.01,-18.72,34.01,-80.27,93.22,-22.13,13.66,10.27,144.73,47.73,-2.76,-58.84,64.23,-8.10,84.78,-75.10,255.34,-34.94,-11.64,-41.36,55.13,26.56,80.70,-100.70
IncomeFinanceCosts,3364000,-725000,53000,806000,3187000,3493000,8398000,735000,3360000,4115000,6028000,11312000,12172000,6690000,7561000,30925000,26133000,9376000,39000,-12272000,3892000,3950000,2238000,3140000,3651000,3569000,10142000,5580000,2936000,3002000,3228000,4456000,4356000,3279000,1713000,3374000,8549000,2537000,5359000,7524000,13312000,-5596000,3717000,4646000,8089000,-1000,3511000,5038000,2904000,2925000,2874000,3920000,5344000,5204000,5734000
IncomeFinanceCosts_yy,,,,,-5.26,581.79,15745.28,-8.81,5.43,17.81,-28.22,1439.05,262.26,62.58,25.43,173.38,114.70,40.15,-99.48,-139.68,-85.11,-57.87,5638.46,125.59,-6.19,-9.65,353.17,77.71,-19.58,-15.89,-68.17,-20.14,48.37,9.23,-46.93,-24.28,96.26,-22.63,212.84,123.00,55.71,-320.58,-30.64,-38.25,-39.24,99.98,-5.54,8.44,-64.10,292600.00,-18.14,-22.19,84.02,77.91,99.51
IncomeFinanceCosts_sy,,,,,9.26,38.33,-21.93,21.18,37.99,51.18,-32.64,0.30,104.53,31.68,80.08,50.65,15.86,42.28,3.39,-61.93,-14.99,-34.85,-9.12,20.03,-6.19,29.49,-6.97,-0.11,76.15,-17.91,10.41,-17.13,-45.99,22.94,-51.56,-5.21,-12.40,-20.41,75.47,-12.59,61.35,-52.92,-41.29,17.08,-37.78,29.76,-2.24,-19.34,43.19,24.07,0.48,145.62,-53.06,31.58,43.48
IncomeFinanceCosts_qq,,-121.55,107.31,1420.75,295.41,9.60,140.42,-91.25,357.14,22.47,46.49,87.66,7.60,-45.04,13.02,309.01,-15.50,-64.12,-99.58,-31566.67,131.71,1.49,-43.34,40.30,16.27,-2.25,184.17,-44.98,-47.38,2.25,7.53,38.04,-2.24,-24.72,-47.76,96.96,153.38,-70.32,111.23,40.40,76.93,-142.04,166.42,24.99,74.11,-100.01,351200.00,43.49,-42.36,0.72,-1.74,36.40,36.33,-2.62,10.18
IncomeFinanceCosts_sq,,6.13,-11.89,25.62,21.98,4.05,24.95,-12.04,92.48,26.28,-35.20,64.84,7.60,-20.26,14.72,160.68,-21.92,-24.97,-9.38,-12.28,6.88,-21.80,-5.77,40.30,-5.58,-2.40,-4.81,-6.04,48.50,-60.58,69.84,-11.70,-9.28,-5.16,-28.55,60.35,-15.76,-3.62,78.24,-18.08,97.40,-57.30,46.16,39.61,-4.64,-8.90,21.56,25.00,114.25,-55.63,-28.22,244.59,-61.93,9.71,112.83
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-111000,-143000,-109000,-2000,1769000,1283000,-120000,-368000,1846000,-409000,1839000,372000,2381000,2391000,-1723000,284000
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1693.69,997.20,-10.09,-18300.00,4.35,-131.88,1632.50,201.09,28.98,684.60,-193.69,-23.66
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-104.92,-95.84,26.92,67.48,100.00,-33.43,-23.81,150.54,28.98,209.57,-60.53,-23.66
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.83,23.78,98.17,88550.00,-27.47,-109.35,-206.67,601.63,-122.16,549.63,-79.77,540.05,0.42,-172.06,116.48
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.58,-86.20,50.57,-101.69,83.97,134.78,-100.00,-39.54,-100.00,100.00,-38.24,-46.01,220.53,-93.75,116.48
IncomeNetGrossProfit,20625000,32484000,32937000,16982000,10231000,40478000,30334000,18546000,28153000,25596000,35313000,32749000,21835000,26892000,28907000,-6480000,4389000,26539000,41780000,19164000,20287000,24076000,46976000,20940000,23215000,38113000,42869000,25181000,30421000,35940000,53918000,16537000,21759000,30340000,55630000,26345000,40280000,58935000,76688000,25956000,39027000,67916000,77038000,45501000,58756000,75680000,87501000,45543000,69208000,79759000,94960000,50062000,69314000,89506000,103685000
IncomeNetGrossProfit_yy,,,,,-50.40,24.61,-7.90,9.21,175.17,-36.77,16.41,76.58,-22.44,5.06,-18.14,-119.79,-79.90,-1.31,44.53,395.74,362.22,-9.28,12.44,9.27,14.43,58.30,-8.74,20.25,31.04,-5.70,25.77,-34.33,-28.47,-15.58,3.18,59.31,85.12,94.25,37.85,-1.48,-3.11,15.24,0.46,75.30,50.55,11.43,13.58,0.09,17.79,5.39,8.52,9.92,0.15,12.22,9.19
IncomeNetGrossProfit_sy,,,,,48.89,80.68,99.57,-30.31,8.58,-7.22,12.11,-21.80,-4.54,-10.68,-21.16,-61.41,-61.10,-30.28,-7.15,41.23,-51.83,31.53,57.33,9.27,203.39,75.28,75.00,110.74,8.65,-1.64,-30.39,-70.04,-55.40,-17.40,18.89,59.31,66.10,-10.42,11.55,42.12,-11.26,23.10,23.18,45.70,66.04,44.84,5.82,-6.50,11.72,-21.54,0.12,-11.06,40.28,24.34,19.62
IncomeNetGrossProfit_qq,,57.50,1.39,-48.44,-39.75,295.64,-25.06,-38.86,51.80,-9.08,37.96,-7.26,-33.33,23.16,7.49,-122.42,167.73,504.67,57.43,-54.13,5.86,18.68,95.12,-55.42,10.86,64.17,12.48,-41.26,20.81,18.14,50.02,-69.33,31.58,39.44,83.36,-52.64,52.89,46.31,30.12,-66.15,50.36,74.02,13.43,-40.94,29.13,28.80,15.62,-47.95,51.96,15.25,19.06,-47.28,38.46,29.13,15.84
IncomeNetGrossProfit_sq,,36.86,10.67,-11.58,-4.21,24.81,11.19,-52.76,73.24,7.46,14.81,-54.41,89.12,0.64,29.74,-122.42,107.51,85.67,57.43,-52.51,38.25,70.34,11.05,-50.00,133.90,39.65,8.41,-28.92,11.98,14.78,-46.21,-65.04,120.07,24.04,32.53,-57.14,67.12,-16.96,31.24,-51.52,50.04,27.02,18.65,-32.61,42.78,25.87,-14.76,-42.74,51.49,10.87,19.94,-82.94,123.91,6.12,-1.97
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,20625000,32484000,32937000,16982000,10231000,40478000,30334000,18546000,28153000,25596000,35313000,32749000,21835000,26892000,28907000,-6480000,4389000,26539000,41780000,19164000,20287000,24076000,46976000,20940000,23215000,38113000,42869000,25181000,30421000,35940000,53918000,16537000,21759000,30340000,55630000,26345000,40280000,58935000,76688000,25956000,39027000,67916000,77038000,45501000,58756000,75680000,87501000,45543000,69208000,79759000,94960000,50062000,69314000,89506000,103685000
IncomeBeforeTaxProfit_yy,,,,,-50.40,24.61,-7.90,9.21,175.17,-36.77,16.41,76.58,-22.44,5.06,-18.14,-119.79,-79.90,-1.31,44.53,395.74,362.22,-9.28,12.44,9.27,14.43,58.30,-8.74,20.25,31.04,-5.70,25.77,-34.33,-28.47,-15.58,3.18,59.31,85.12,94.25,37.85,-1.48,-3.11,15.24,0.46,75.30,50.55,11.43,13.58,0.09,17.79,5.39,8.52,9.92,0.15,12.22,9.19
IncomeBeforeTaxProfit_sy,,,,,48.89,80.68,99.57,-30.31,8.58,-7.22,12.11,-21.80,-4.54,-10.68,-21.16,-61.41,-61.10,-30.28,-7.15,41.23,-51.83,31.53,57.33,9.27,203.39,75.28,75.00,110.74,8.65,-1.64,-30.39,-70.04,-55.40,-17.40,18.89,59.31,66.10,-10.42,11.55,42.12,-11.26,23.10,23.18,45.70,66.04,44.84,5.82,-6.50,11.72,-21.54,0.12,-11.06,40.28,24.34,19.62
IncomeBeforeTaxProfit_qq,,57.50,1.39,-48.44,-39.75,295.64,-25.06,-38.86,51.80,-9.08,37.96,-7.26,-33.33,23.16,7.49,-122.42,167.73,504.67,57.43,-54.13,5.86,18.68,95.12,-55.42,10.86,64.17,12.48,-41.26,20.81,18.14,50.02,-69.33,31.58,39.44,83.36,-52.64,52.89,46.31,30.12,-66.15,50.36,74.02,13.43,-40.94,29.13,28.80,15.62,-47.95,51.96,15.25,19.06,-47.28,38.46,29.13,15.84
IncomeBeforeTaxProfit_sq,,36.86,10.67,-11.58,-4.21,24.81,11.19,-52.76,73.24,7.46,14.81,-54.41,89.12,0.64,29.74,-122.42,107.51,85.67,57.43,-52.51,38.25,70.34,11.05,-50.00,133.90,39.65,8.41,-28.92,11.98,14.78,-46.21,-65.04,120.07,24.04,32.53,-57.14,67.12,-16.96,31.24,-51.52,50.04,27.02,18.65,-32.61,42.78,25.87,-14.76,-42.74,51.49,10.87,19.94,-82.94,123.91,6.12,-1.97
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
