,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherOperatingCosts_sq,,,,,-22.64,-50.35,,,-67.92,223.48,60.00,181.82,-64.18,,-34.27,,-78.34,,-27.69,211.83,-67.61,29.25,-28.03,175.00,-60.12,,-2.56,125.07,-40.71,69.60,-13.28,217.00,-59.72,11.60,-19.17,124.20,-72.53,20.27,-18.58,216.38,-63.22,8.33,-28.86,,-41.67,16.04,-13.80,83.08,-55.93,59.87
IncomeEBIT,108000,-32000,-55000,10000,-170000,176000,-305000,-1166000,-282000,-923000,-663000,554000,-1218000,3632000,3759000,5930000,-1133000,-1800000,4708000,16102000,-15823000,5643000,-7670000,-11334000,2910000,-2026000,-677000,-3973000,493000,-3262000,3227000,5424000,-10071000,768000,-2843000,-1658000,4031000,987000,-686000,-3722000,-430000,-634000,1671000,-2970000,280000,-2419000,130000,-1574000,-676000,-501000
IncomeEBIT_yy,,,,,-257.41,650.00,-454.55,-11760.00,-65.88,-624.43,-117.38,147.51,-331.91,493.50,666.97,970.40,6.98,-149.56,25.25,171.53,-1296.56,413.50,-262.91,-170.39,118.39,-135.90,91.17,64.95,-83.06,-61.01,576.66,236.52,-2142.80,123.54,-188.10,-130.57,140.03,28.52,75.87,-124.49,-110.67,-164.24,343.59,20.20,165.12,-281.55,-92.22,47.00,-341.43,79.29
IncomeEBIT_sy,,,,,-25.34,64.17,36.68,30.92,-25.05,23.94,62.92,28.92,39.62,-21.94,-12.98,-35.23,17.56,-22.79,26.76,56.43,-24.50,65.87,10.94,46.31,3.45,-23.98,5.62,-39.60,14.29,4.23,11.81,56.42,41.64,34.54,35.89,26.31,33.95,13.31,8.65,-8.92,-22.11,-7.34,-5.67,14.00,9.49,-26.94,4.92,-19.90,-3.94,23.19
IncomeEBIT_qq,,-129.63,-71.88,118.18,-1800.00,203.53,-273.30,-282.30,75.81,-227.30,28.17,183.56,-319.86,398.19,3.50,57.75,-119.11,-58.87,361.56,242.01,-198.27,135.66,-235.92,-47.77,125.67,-169.62,66.58,-486.85,112.41,-761.66,198.93,68.08,-285.67,107.63,-470.18,41.68,343.12,-75.51,-169.50,-442.57,88.45,-47.44,363.56,-277.74,109.43,-963.93,105.37,-1310.77,57.05,25.89
IncomeEBIT_sq,,15.30,0.52,48.92,-84.62,135.52,-10.34,-17.40,-23.02,63.64,18.55,-72.54,98.14,41.34,2.74,-38.52,55.91,-3.26,81.49,-25.58,-6.14,40.13,26.02,-3.54,-35.45,-32.85,39.95,-31.26,-7.47,7.46,31.56,-6.95,-24.68,26.60,13.44,-33.68,5.71,8.34,-0.72,-10.97,-1.58,2.32,-4.89,12.88,0.74,-19.68,20.68,-27.08,24.58,-2.22
IncomeFinanceIncome,2000,1000,16000,15000,74000,22000,30000,511000,128000,107000,259000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeFinanceIncome_yy,,,,,3600.00,2100.00,87.50,3306.67,72.97,386.36,763.33,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeFinanceIncome_sy,,,,,91.14,-52.39,44.44,133.02,2.68,291.46,328.20,-14.54,91.96,-43.65,-65.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeFinanceIncome_qq,,-50.00,1500.00,-6.25,393.33,-70.27,36.36,1603.33,-74.95,-16.41,142.06,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeFinanceIncome_sq,,35.84,37.99,60.15,68.39,-62.01,10.00,32.81,-29.39,234.20,-66.87,-13.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeFinanceCosts,2000,0,1000,48000,89000,-72000,91000,87000,6000,24000,94000,56000,64000,-45000,8000,6000,6000,30000,6000,5000,5000,5000,4000,3000,3000,7000,3000,6000,4000,5000,3000,5000,4000,4000,4000,21000,4000,4000,61000,-1000,1000,31000,1000,9000,3000,25000,14000,23000,9000,51000
IncomeFinanceCosts_yy,,,,,4350.00,,9000.00,81.25,-93.26,133.33,3.30,-35.63,966.67,-287.50,-91.49,-89.29,-90.62,166.67,-25.00,-16.67,-16.67,-83.33,-33.33,-40.00,-40.00,40.00,-25.00,100.00,33.33,-28.57,,-16.67,,-20.00,33.33,320.00,,,1425.00,-104.76,-75.00,675.00,-98.36,1000.00,200.00,-19.35,1300.00,155.56,200.00,104.00
IncomeFinanceCosts_sy,,,,,8.19,,20.91,20.42,30.68,102.31,47.42,1.32,14.95,-31.78,15.46,-38.02,0.61,44.34,20.06,-10.06,-6.07,26.94,37.32,34.26,45.75,17.89,85.69,-16.84,-4.16,-0.53,,-1.14,,22.17,30.90,24.32,,,-11.48,-7.74,8.22,23.81,7.96,-1.64,14.00,1.30,3.21,25.70,-1.28,21.34
IncomeFinanceCosts_qq,,-100.00,,4700.00,85.42,-180.90,226.39,-4.40,-93.10,300.00,291.67,-40.43,14.29,-170.31,117.78,-25.00,,400.00,-80.00,-16.67,,,-20.00,-25.00,,133.33,-57.14,100.00,-33.33,25.00,-40.00,66.67,-20.00,,,425.00,-80.95,,1425.00,-101.64,200.00,3000.00,-96.77,800.00,-66.67,733.33,-44.00,64.29,-60.87,466.67
IncomeFinanceCosts_sq,,56.74,,125.00,-21.32,-1.14,7.96,44.04,3.98,10.02,-11.76,37.30,-29.14,-19.64,68.14,1.62,,6.84,26.40,8.54,,,-8.65,26.56,,5.00,1.66,-26.68,-10.57,-8.50,-12.04,19.20,-13.32,,,11.29,-25.46,,-2.13,21.20,-11.61,27.22,-12.04,7.36,-0.98,0.79,0.79,20.66,-9.06,31.18
IncomeOtherIncome,,0,0,,-10000,4471000,-4319000,7519000,1040000,4497000,-1876000,,,,,-1708000,,,,-212000,,,,,,0,0,0,,4255000,0,0,,,,225000,,,,,,,,8000,,,,,,
IncomeOtherIncome_yy,,,,,,,,,10500.00,0.58,56.56,-100.00,-100.00,-100.00,100.00,,,,,87.59,,,,100.00,,,,,,,,,,-100.00,,,,,,-100.00,,,,,,,,-100.00,,
IncomeOtherIncome_sy,,,,,,,,,-95.56,-106.25,-10.13,-70.65,-21.04,100.00,100.00,,,,,87.59,,,,100.00,,,,,,,,,,100.00,,,,,,-52.10,,,,,,,,70.20,,
IncomeOtherIncome_qq,,,,,,44810.00,-196.60,274.09,-86.17,332.40,-141.72,100.00,,,,,100.00,,,,100.00,,,,,,,,,,-100.00,,,,,,-100.00,,,,,,,,-100.00,,,,,
IncomeOtherIncome_sq,,,,,,246.92,-117.20,49.36,6.92,91.20,-96.88,100.00,,,,,97.46,,,,100.00,,,,,,,,,,-5.06,,,,,,-3.87,,,,,,,,-9.09,,,,,
IncomeNetGrossProfit,108000,-31000,-40000,-23000,-195000,4741000,-4685000,6777000,880000,3657000,-2374000,-3657000,-1282000,3677000,3751000,4216000,-1139000,-1830000,4702000,15885000,-15828000,5638000,-7674000,-11337000,2907000,-2033000,-680000,-3979000,489000,988000,3224000,5419000,-10075000,764000,-2847000,-1454000,4027000,983000,-747000,-3721000,-431000,-665000,1670000,-2971000,277000,-2444000,116000,-1597000,-685000,-552000
IncomeNetGrossProfit_yy,,,,,-280.56,15393.55,-11612.50,29565.22,551.28,-22.86,49.33,-153.96,-245.68,0.55,258.00,215.29,11.15,-149.77,25.35,276.78,-1289.64,408.09,-263.21,-171.37,118.37,-136.06,91.14,64.90,-83.18,148.60,574.12,236.19,-2160.33,-22.67,-188.31,-126.83,139.97,28.66,73.76,-155.91,-110.70,-167.65,323.56,20.16,164.27,-267.52,-93.05,46.25,-347.29,77.41
IncomeNetGrossProfit_sy,,,,,33.24,85.37,5.22,13.78,102.86,46.50,45.23,-36.61,31.22,-16.80,-25.49,76.05,11.15,-19.07,25.89,101.06,-19.89,49.06,0.28,58.24,14.63,-37.72,-8.21,-53.22,6.27,48.76,23.68,39.90,67.90,22.88,29.31,17.80,34.35,5.80,23.36,-10.40,-27.16,-4.45,-5.36,9.40,18.59,-32.16,2.96,-26.39,-1.28,22.01
IncomeNetGrossProfit_qq,,-128.70,-29.03,42.50,-747.83,2531.28,-198.82,244.65,-87.01,315.57,-164.92,-54.04,64.94,386.82,2.01,12.40,-127.02,-60.67,356.94,237.83,-199.64,135.62,-236.11,-47.73,125.64,-169.93,66.55,-485.15,112.29,102.04,226.32,68.08,-285.92,107.58,-472.64,48.93,376.96,-75.59,-175.99,-398.13,88.42,-54.29,351.13,-277.90,109.32,-982.31,104.75,-1476.72,57.11,19.42
IncomeNetGrossProfit_sq,,15.09,19.20,33.26,-70.24,69.27,-5.28,2.19,-70.03,115.05,-5.15,-92.62,110.82,112.34,-2.69,-45.88,47.14,6.64,59.01,-25.39,-22.92,47.77,19.47,24.95,-40.30,-28.76,35.95,-58.34,-20.48,6.42,38.07,-18.54,-9.79,24.98,16.24,-47.98,13.78,11.32,1.14,-4.34,-1.84,18.51,-16.47,6.91,-2.61,-30.04,37.48,-21.98,7.38,-6.86
IncomeExtraordinarProfit,,,,,,,4281000,,,,,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,-100.00,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,-100.00,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,-100.00,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,-100.00,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,108000,-31000,-40000,-23000,-195000,4741000,-404000,2496000,880000,3657000,-2374000,-3644000,-1282000,3677000,3751000,4216000,-1139000,-1830000,4702000,15885000,-15828000,5638000,-7674000,-11337000,2907000,-2033000,-680000,-3979000,489000,988000,3224000,5419000,-10075000,764000,-2847000,-1454000,4027000,983000,-747000,-3721000,-431000,-665000,1670000,-2971000,277000,-2444000,116000,-1597000,-685000,-552000
IncomeBeforeTaxProfit_yy,,,,,-280.56,15393.55,-910.00,10952.17,551.28,-22.86,-487.62,-245.99,-245.68,0.55,258.00,215.70,11.15,-149.77,25.35,276.78,-1289.64,408.09,-263.21,-171.37,118.37,-136.06,91.14,64.90,-83.18,148.60,574.12,236.19,-2160.33,-22.67,-188.31,-126.83,139.97,28.66,73.76,-155.91,-110.70,-167.65,323.56,20.16,164.27,-267.52,-93.05,46.25,-347.29,77.41
IncomeBeforeTaxProfit_sy,,,,,33.24,85.37,5.22,13.78,102.86,46.50,39.01,-36.61,31.22,-16.80,-25.49,76.05,11.15,-19.07,25.89,101.06,-19.89,49.06,0.28,58.24,14.63,-37.72,-8.21,-53.22,6.27,48.76,23.68,39.90,67.90,22.88,29.31,17.80,34.35,5.80,23.36,-10.40,-27.16,-4.45,-5.36,9.40,18.59,-32.16,2.96,-26.39,-1.28,22.01
IncomeBeforeTaxProfit_qq,,-128.70,-29.03,42.50,-747.83,2531.28,-108.52,717.82,-64.74,315.57,-164.92,-53.50,64.82,386.82,2.01,12.40,-127.02,-60.67,356.94,237.83,-199.64,135.62,-236.11,-47.73,125.64,-169.93,66.55,-485.15,112.29,102.04,226.32,68.08,-285.92,107.58,-472.64,48.93,376.96,-75.59,-175.99,-398.13,88.42,-54.29,351.13,-277.90,109.32,-982.31,104.75,-1476.72,57.11,19.42
IncomeBeforeTaxProfit_sq,,15.09,19.20,33.26,-70.24,69.27,-5.28,2.19,-60.56,115.05,-5.15,-92.62,110.82,112.34,-2.69,-45.88,47.14,6.64,59.01,-25.39,-22.92,47.77,19.47,24.95,-40.30,-28.76,35.95,-58.34,-20.48,6.42,38.07,-18.54,-9.79,24.98,16.24,-47.98,13.78,11.32,1.14,-4.34,-1.84,18.51,-16.47,6.91,-2.61,-30.04,37.48,-21.98,7.38,-6.86
IncomeDiscontinuedProfit,,,,,,,,,,,,,,-1581000,-1280000,40000,-90000,60000,254000,0,,,,,,84000,127000,69000,-19000,0,0,0,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,103.80,119.84,-100.00,100.00,-100.00,-100.00,,,,,,,-100.00,-100.00,-100.00,100.00,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,103.80,9.92,-100.00,100.00,-100.00,-100.00,,,,,,,584.07,95.35,-100.00,-100.00,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,19.04,103.12,-325.00,166.67,323.33,-100.00,,,,,,,51.19,-45.67,-127.54,100.00,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,19.04,1.56,-325.00,166.67,323.33,-100.00,,,,,,,-56.96,8.17,-96.90,100.00,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,93000,-32000,-39000,-29000,-193000,3804000,-601000,1911000,619000,3124000,-2027000,-2522000,-1124000,1484000,3756000,3421000,-955000,-2186000,4747000,11743000,-12866000,4720000,-6329000,-10039000,2312000,-1081000,-380000,-3230000,511000,625000,3076000,3825000,-8134000,1002000,-2327000,-1611000,3213000,763000,-637000,-3066000,-364000,-627000,1316000,-2355000,182000,-2016000,64000,-1236000,-715000,-789000
