,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeEBIT_sq,,38.77,-14.67,-11.87,19.83,6.96,-32.06,26.73,-3.20,-5.02,3.29,-35.05,36.44,-14.79,16.94,-53.56,55.78,-23.65
IncomeFinanceIncome,19865000,-3926000,-6895000,9065000,8000,9000,10000,337000,371000,10000,-271000,-66000,89000,-10000,-10000,31000,10000,11000
IncomeFinanceIncome_yy,,,,,-99.96,100.23,100.14,-96.28,4802.42,4.57,-2825.99,-119.62,-76.10,-206.04,96.18,146.45,-88.27,210.34
IncomeFinanceIncome_sy,,,,,-31.58,25.72,-41.77,-33.28,-0.40,-4.28,24.77,-36.03,3.81,-9.09,-12.96,-32.61,-11.38,-3.47
IncomeFinanceIncome_qq,,-119.77,-75.60,231.48,-99.92,20.81,8.55,3294.55,10.13,-97.42,-2929.72,75.57,234.11,-111.44,-1.99,396.93,-66.13,7.58
IncomeFinanceIncome_sq,,36.63,-1.27,-15.00,-32.43,0.90,-28.08,15.78,-3.51,26.92,-9.09,-10.24,1.46,-12.92,,-13.52,-3.25,3.38
IncomeFinanceCosts,74000,16000,7300000,30456000,,183000,-159000,-21000,3000,197000,-191000,386000,5000,7000,-1000,3000,4000,4000
IncomeFinanceCosts_yy,,,,,-100.00,1032.20,-102.18,-100.07,,7.42,-19.89,1925.20,84.92,-96.67,99.34,-99.22,-24.18,-39.92
IncomeFinanceCosts_sy,,,,,-16.32,-6.88,-38.69,-22.73,,-1.69,-0.44,35.30,14.19,31.82,44.48,6.33,4.43,
IncomeFinanceCosts_qq,,-78.11,44994.48,317.21,-100.00,,-186.91,86.73,112.86,7140.90,-197.00,302.03,-98.70,30.23,-119.24,340.32,25.89,3.20
IncomeFinanceCosts_sq,,10.78,-6.10,16.74,-19.60,,-3.80,0.35,-4.63,22.86,-15.05,19.43,-2.88,8.52,-4.86,23.92,,2.99
IncomeOtherIncome,,-117000,,,,,,,,-19739000,0,0,,,,,,
IncomeOtherIncome_yy,,,,,,100.00,,,,,,,,100.00,,,,
IncomeOtherIncome_sy,,,,,,76.50,,,,,,,,100.00,,,,
IncomeOtherIncome_qq,,,100.00,,,,,,,,100.00,,,,,,,
IncomeOtherIncome_sq,,,-31.56,,,,,,,,-12.79,,,,,,,
IncomeNetGrossProfit,18721000,-5478000,-11726000,-20421000,-198000,-364000,-107000,-132000,68000,-20205000,-301000,-1708000,-220000,-249000,-224000,-339000,-131000,-87000
IncomeNetGrossProfit_yy,,,,,-101.06,93.36,99.09,99.35,134.53,-5456.18,-181.03,-1191.50,-422.16,98.77,25.46,80.14,40.56,64.94
IncomeNetGrossProfit_sy,,,,,1.63,-4.34,-80.25,1.44,-1.14,-6.66,32.59,-10.24,3.35,-16.49,20.72,-11.62,-19.28,-32.26
IncomeNetGrossProfit_qq,,-129.26,-114.06,-74.16,99.03,-83.53,70.60,-23.70,151.73,-29628.40,98.51,-468.48,87.10,-12.74,9.86,-51.45,61.38,33.51
IncomeNetGrossProfit_sq,,20.78,2.28,-10.95,47.08,-14.64,-4.24,18.52,50.10,-15.32,24.53,-12.73,26.34,-9.76,35.62,-59.68,71.18,-21.46
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,18721000,-5478000,-11726000,-20421000,-198000,-364000,-107000,-132000,68000,-20205000,-301000,-1708000,-220000,-249000,-224000,-339000,-131000,-87000
IncomeBeforeTaxProfit_yy,,,,,-101.06,93.36,99.09,99.35,134.53,-5456.18,-181.03,-1191.50,-422.16,98.77,25.46,80.14,40.56,64.94
IncomeBeforeTaxProfit_sy,,,,,1.63,-4.34,-80.25,1.44,-1.14,-6.66,32.59,-10.24,3.35,-16.49,20.72,-11.62,-19.28,-32.26
IncomeBeforeTaxProfit_qq,,-129.26,-114.06,-74.16,99.03,-83.53,70.60,-23.70,151.73,-29628.40,98.51,-468.48,87.10,-12.74,9.86,-51.45,61.38,33.51
IncomeBeforeTaxProfit_sq,,20.78,2.28,-10.95,47.08,-14.64,-4.24,18.52,50.10,-15.32,24.53,-12.73,26.34,-9.76,35.62,-59.68,71.18,-21.46
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,
IncomeNetProfit,14963000,-4693000,-9033000,-40543000,-194000,-318000,-264000,-194000,-7000,-20158000,-283000,-1620000,-230000,-245000,-219000,-348000,-129000,-87000
IncomeNetProfit_yy,,,,,-101.30,93.23,97.08,99.52,96.15,-6248.37,-7.31,-734.12,-2971.20,98.79,22.84,78.54,43.83,64.49
IncomeNetProfit_sy,,,,,2.23,5.94,-26.35,10.96,20.35,-8.78,3.93,-36.92,-9.10,-23.13,22.84,-5.04,-20.95,-50.73
IncomeNetProfit_qq,,-131.36,-92.48,-348.83,99.52,-63.31,16.82,26.45,96.15,-269143.21,98.59,-471.69,85.81,-6.50,10.70,-59.02,62.86,32.68
IncomeNetProfit_sq,,23.59,-2.69,-7.84,-3.31,-14.16,0.68,17.52,44.67,-27.03,16.94,-10.61,38.34,-6.81,28.09,-80.34,75.90,-34.11
IncomeShareholderNetProfit,14963000,-4693000,-9033000,-44719000,-194000,-318000,-264000,-194000,-7000,-20158000,-259000,-1550000,-176000,-208000,-235000,-299000,-141000,-118000
IncomeShareholderNetProfit_yy,,,,,-101.30,93.23,97.08,99.57,96.15,-6248.37,2.10,-697.93,-2246.56,98.97,9.06,80.68,19.57,43.01
IncomeShareholderNetProfit_sy,,,,,2.23,-1.16,-38.63,10.58,18.42,-9.68,3.91,-36.92,-9.10,-16.76,38.37,-5.04,-20.95,-50.73
IncomeShareholderNetProfit_qq,,-131.36,-92.48,-395.06,99.57,-63.31,16.82,26.45,96.15,-269143.21,98.72,-499.44,88.66,-18.25,-13.19,-27.33,52.81,16.22
IncomeShareholderNetProfit_sq,,20.67,-2.69,-7.84,-3.27,-14.16,1.32,17.52,44.92,-21.56,2.27,-10.61,38.34,-12.14,28.05,-80.34,74.91,-36.40
BalanceNoncurrentAssets,395000,324000,262000,3000,20378000,20428000,20369000,20543000,20523000,779000,747000,734000,719000,706000,697000,679000,587000,587000
BalanceNoncurrentAssets_yy,,,,,5056.30,6197.31,7660.61,675654.74,0.71,-96.19,-96.33,-96.43,-96.50,-9.43,-6.63,-7.45,-18.42,-16.85
BalanceNoncurrentAssets_sy,,,,,3.16,14.15,5.65,8.12,3.47,-1.29,-0.77,-7.56,-0.52,-3.75,0.14,5.01,2.44,0.48
BalanceNoncurrentAssets_qq,,-17.92,-19.09,-98.84,670214.01,0.25,-0.29,0.85,-0.10,-96.20,-4.20,-1.65,-2.05,-1.87,-1.23,-2.52,-13.66,0.02
BalanceNoncurrentAssets_sq,,-0.16,0.36,2.46,2.02,0.50,-0.70,-0.98,1.26,-1.99,-0.54,-3.05,-0.07,-0.84,0.02,0.28,-0.07,-0.20
BalanceIntangibleAssets,2000,,,,20100000,20100000,20151000,20151000,20150000,411000,540000,539000,539000,539000,538000,538000,537000,537000
BalanceIntangibleAssets_yy,,,,,1132907.23,,,,0.25,-97.96,-97.32,-97.32,-97.33,31.18,-0.35,-0.35,-0.35,-0.33
BalanceIntangibleAssets_sy,,,,,1.09,,,,-2.23,-21.23,-28.29,-27.84,-32.32,-4.49,-0.40,,-0.18,-0.33
BalanceIntangibleAssets_qq,,-100.00,,,,,0.26,,,-97.96,31.53,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.06
BalanceIntangibleAssets_sq,,,,,,,-0.06,,,-0.92,-0.61,-7.06,-1.50,-0.04,0.98,-0.04,-0.10,-3.07
BalanceProperty,,,,,45000,45000,210000,205000,192000,178000,165000,158000,150000,136000,122000,113000,29000,28000
BalanceProperty_yy,,,,,,,,,322.70,296.06,-21.45,-23.01,-21.97,-23.92,-26.20,-28.53,-80.32,-79.20
BalanceProperty_sy,,,,,,,,,-1.75,3.83,0.24,-7.78,-7.34,-3.59,-6.75,0.88,-7.66,-1.95
BalanceProperty_qq,,,,,,-0.72,366.44,-2.36,-6.52,-6.97,-7.50,-4.29,-5.25,-9.30,-10.26,-7.32,-73.91,-4.11
BalanceProperty_sq,,,,,,-0.54,-0.91,-0.40,-1.47,-1.26,-1.13,-5.01,-1.58,-3.02,-2.12,-1.79,-1.96,-0.06
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments,,,,,120000,121000,1000,151000,151000,151000,1000,1000,1000,1000,1000,1000,1000,1000
BalanceNoncurrInvestments_yy,,,,,,,,,26.06,25.11,36.70,-99.10,-99.10,-99.10,,,,
BalanceNoncurrInvestments_sy,,,,,,,,,3.20,,-2.08,-19.64,-9.05,-6.96,,,,
BalanceNoncurrInvestments_qq,,,,,,0.76,-99.17,15036.70,,,-99.10,,,,,,,
BalanceNoncurrInvestments_sq,,,,,,0.76,,-2.31,,,-2.04,,,,,,,
BalanceOtherNoncurrentAssets,393000,324000,262000,3000,113000,162000,7000,36000,30000,39000,40000,36000,29000,30000,36000,28000,19000,20000
BalanceOtherNoncurrentAssets_yy,,,,,-71.38,-50.04,-97.47,1076.35,-73.59,-75.84,508.17,-0.50,-1.38,-22.67,-10.92,-21.94,-35.88,-32.40
BalanceOtherNoncurrentAssets_sy,,,,,12.18,6.91,1.62,6.75,3.18,-4.43,12.98,-0.50,4.45,-2.23,18.59,2.58,-2.24,-6.60
BalanceOtherNoncurrentAssets_qq,,-17.55,-19.09,-98.84,3603.75,43.95,-95.90,438.73,-16.85,31.71,3.08,-11.86,-17.59,3.28,18.74,-22.76,-32.30,8.88
BalanceOtherNoncurrentAssets_sq,,0.36,0.70,1.79,,0.71,1.04,0.24,8.57,4.17,-0.40,-7.14,1.08,0.96,3.56,-2.61,,-3.84
BalanceCurrentAssets,115014000,109705000,101039000,21740000,2354000,2621000,3480000,4348000,4437000,3925000,4094000,2324000,2113000,2346000,1845000,1796000,1804000,1876000
BalanceCurrentAssets_yy,,,,,-97.95,-97.61,-96.56,-80.00,88.50,49.71,17.63,-46.55,-52.38,-40.22,-54.93,-22.75,-14.61,-20.05
BalanceCurrentAssets_sy,,,,,-14.56,-21.39,-12.98,2.81,10.31,2.47,6.77,12.16,14.38,5.63,3.38,-9.40,-1.62,-14.46
BalanceCurrentAssets_qq,,-4.62,-7.90,-78.48,-89.17,11.37,32.77,24.94,2.04,-11.55,4.32,-43.23,-9.10,11.03,-21.34,-2.70,0.48,3.95
BalanceCurrentAssets_sq,,-2.71,0.23,-1.06,-3.90,0.36,0.95,6.08,-1.03,1.84,2.32,0.79,-0.21,1.37,-1.10,-0.76,1.24,-3.42
BalanceInventory,,,,,,12000,39000,1000,,,,,,,,,,
BalanceInventory_yy,,,,,,,,,,-100.00,-100.00,-100.00,,,,,,
BalanceInventory_sy,,,,,,,,,,7.17,21.40,-18.02,,,,,,
BalanceInventory_qq,,,,,,,233.00,-97.22,-100.00,,,,,,,,,
BalanceInventory_sq,,,,,,,-9.46,,-13.00,,,,,,,,,
BalanceCurrentReceivables,3818000,4640000,5052000,21601000,51000,472000,945000,980000,1003000,1037000,1102000,338000,309000,149000,132000,117000,173000,159000
BalanceCurrentReceivables_yy,,,,,-98.66,-89.83,-81.29,-95.46,1858.72,119.59,16.61,-65.47,-69.20,-85.64,-88.02,-65.40,-43.98,6.94
BalanceCurrentReceivables_sy,,,,,-14.47,-5.19,-1.83,-8.90,14.58,1.40,3.95,17.58,9.29,27.88,16.78,8.86,8.60,6.28
BalanceCurrentReceivables_qq,,21.55,8.88,327.53,-99.76,821.51,100.26,3.70,2.36,3.31,6.34,-69.29,-8.71,-51.82,-11.31,-11.31,47.82,-8.03
BalanceCurrentReceivables_sq,,0.04,1.18,-1.35,1.54,6.19,2.20,-2.70,4.25,-3.63,3.94,0.03,8.02,3.10,-1.35,0.82,1.99,0.69
BalanceCurrentInvestments,110596000,103828000,94159000,,1092000,1225000,1669000,2623000,2993000,2808000,2525000,1634000,1441000,1392000,1385000,1374000,1384000,1393000
BalanceCurrentInvestments_yy,,,,,-99.01,-98.82,-98.23,,174.14,129.29,51.28,-37.69,-51.85,-50.42,-45.15,-15.95,-4.01,0.08
BalanceCurrentInvestments_sy,,,,,-39.73,-19.86,-30.71,,-10.67,-8.51,-16.02,-21.43,-28.39,-29.15,-47.42,-15.20,-35.60,-50.76
BalanceCurrentInvestments_qq,,-6.12,-9.31,-100.00,,12.14,36.32,57.14,14.12,-6.20,-10.06,-35.28,-11.81,-3.42,-0.50,-0.83,0.72,0.70
BalanceCurrentInvestments_sq,,-1.92,-2.63,-0.55,,0.23,1.10,-0.74,,-2.05,-2.18,-16.08,-1.22,-1.98,-1.78,-11.65,-0.07,-19.52
BalanceCash,580000,1221000,1817000,128000,1075000,908000,819000,737000,432000,72000,451000,345000,356000,796000,323000,298000,239000,317000
BalanceCash_yy,,,,,85.39,-25.62,-54.93,475.30,-59.80,-92.13,-44.99,-53.17,-17.69,1012.77,-28.37,-13.57,-32.74,-60.16
BalanceCash_sy,,,,,-20.59,-12.10,2.40,26.30,-28.78,21.88,23.36,-27.85,31.34,12.38,-19.53,-25.06,-11.39,-16.07
BalanceCash_qq,,110.60,48.80,-92.95,738.91,-15.50,-9.85,-9.97,-41.37,-83.45,529.72,-23.36,3.05,123.74,-59.47,-7.52,-19.81,32.54
BalanceCash_sq,,0.36,-4.74,-4.71,-7.70,-14.40,-5.11,7.88,-49.70,48.95,-9.20,-10.05,-15.06,11.73,-25.77,-0.34,6.32,22.49
BalanceOtherCurrentAssets,20000,15000,11000,11000,136000,5000,8000,7000,8000,9000,16000,6000,7000,9000,5000,6000,8000,6000
BalanceOtherCurrentAssets_yy,,,,,591.42,-69.82,-27.86,-40.03,-94.04,87.99,106.84,-6.51,-16.30,2.69,-66.04,3.59,22.69,-34.31
BalanceOtherCurrentAssets_sy,,,,,1.27,-1.21,-19.54,-4.14,-13.06,3.81,15.73,-11.67,7.91,2.69,6.44,13.20,13.89,2.76
BalanceOtherCurrentAssets_qq,,-21.73,-29.56,1.61,1134.29,-96.58,68.36,-15.52,22.76,7.67,85.24,-61.82,9.91,32.10,-38.73,16.45,30.17,-29.27
BalanceOtherCurrentAssets_sq,,-13.43,-1.25,-5.95,22.62,-20.30,-13.79,-1.13,28.03,-1.19,-4.44,-29.67,9.91,-1.52,-0.46,-3.58,19.38,-15.92
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,115409000,110029000,101302000,21743000,22731000,23049000,23849000,24891000,24960000,4704000,4841000,3059000,2832000,3052000,2542000,2475000,2391000,2462000
BalanceTotalAssets_yy,,,,,-80.30,-79.05,-76.46,14.48,9.81,-79.59,-79.70,-87.71,-88.65,-35.12,-47.48,-19.08,-15.58,-19.31
BalanceTotalAssets_sy,,,,,-3.06,-2.68,-1.38,3.60,4.88,-2.82,-1.42,-1.61,-1.81,2.75,1.48,0.54,3.92,-0.73
BalanceTotalAssets_qq,,-4.66,-7.93,-78.54,4.55,1.40,3.47,4.37,0.28,-81.15,2.91,-36.82,-7.40,7.76,-16.69,-2.65,-3.40,2.99
BalanceTotalAssets_sq,,-0.79,0.91,-0.51,1.02,1.48,-0.01,0.60,0.12,-1.46,0.74,-0.16,-0.45,-0.86,,-0.94,0.92,-1.21
BalanceCapital,80101000,73679000,64199000,21655000,22571000,23008000,23634000,24437000,24430000,4274000,4015000,2464000,2288000,2057000,1822000,1519000,1374000,1256000
BalanceCapital_yy,,,,,-71.82,-68.77,-63.19,12.84,8.23,-81.42,-83.01,-89.92,-90.63,-51.88,-54.64,-38.35,-39.94,-38.93
BalanceCapital_sy,,,,,3.68,-0.20,-4.14,3.64,-2.42,-1.66,-0.54,-2.53,-2.39,3.28,3.40,2.90,1.12,-0.99
BalanceCapital_qq,,-8.02,-12.87,-66.27,4.23,1.94,2.72,3.40,-0.03,-82.50,-6.05,-38.63,-7.15,-10.12,-11.43,-16.59,-9.55,-8.61
BalanceCapital_sq,,0.37,2.26,-0.36,2.10,-0.46,-0.38,1.88,3.14,-1.43,0.70,-1.40,0.65,-0.93,1.49,-2.32,0.24,-2.89
BalanceShareCapital,13000000,13000000,13000000,13000000,13000000,13000000,13000000,13815000,13815000,13815000,13818000,13818000,13818000,1382000,1382000,1382000,1382000,1382000
BalanceShareCapital_yy,,,,,,,,6.27,6.27,6.27,6.29,0.02,0.02,-90.00,-90.00,-90.00,-90.00,
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,,,,,,6.27,,,0.02,,,-90.00,,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,
BalanceReserve,28961000,28920000,29761000,29801000,30911000,31666000,11410000,11592000,11592000,11595000,11592000,11591000,11590000,11566000,11566000,11564000,11560000,11560000
BalanceReserve_yy,,,,,6.73,9.49,-61.66,-61.10,-62.50,-63.38,1.59,-0.01,-0.02,-0.25,-0.22,-0.23,-0.26,-0.06
BalanceReserve_sy,,,,,3.11,,-0.57,-0.10,-0.20,0.11,0.46,,0.14,0.09,0.98,0.84,3.55,1.24
BalanceReserve_qq,,-0.14,2.91,0.14,3.72,2.44,-63.97,1.59,,0.02,-0.03,-0.01,,-0.21,,-0.02,-0.03,
BalanceReserve_sq,,0.24,,,,,,,,0.01,,,,,,,,
BalanceNonshareCapital,10580000,12216000,12758000,,,,,,,,337000,267000,212000,230000,246000,198000,210000,241000
BalanceNonshareCapital_yy,,,,,-100.00,-100.00,-100.00,,,,,,,,-27.01,-25.89,-1.25,5.09
BalanceNonshareCapital_sy,,,,,-42.10,-32.56,-42.82,,,,,,,,-20.25,1.78,8.40,5.09
BalanceNonshareCapital_qq,,15.47,4.43,-100.00,,,,,,,,-20.86,-20.34,8.04,7.17,-19.65,6.14,14.98
BalanceNonshareCapital_sq,,0.83,3.97,-7.50,,,,,,,,-0.50,,,1.08,,,0.24
BalanceNoncurrentLiabilities,14360000,13617000,10861000,,3000,5000,136000,210000,280000,231000,209000,111000,108000,99000,94000,22000,12000,13000
BalanceNoncurrentLiabilities_yy,,,,,-99.98,-99.96,-98.74,,8543.06,4540.96,53.49,-47.28,-61.37,-56.95,-55.24,-79.72,-89.26,-86.83
BalanceNoncurrentLiabilities_sy,,,,,4.92,12.45,12.26,,-6.66,-20.01,9.35,-1.38,-6.49,-6.70,6.95,1.00,-4.76,10.70
BalanceNoncurrentLiabilities_qq,,-5.18,-20.24,-100.00,,53.69,2641.31,53.90,33.30,-17.47,-9.34,-47.14,-2.33,-8.03,-5.72,-76.05,-48.30,12.86
BalanceNoncurrentLiabilities_sq,,-0.50,0.34,-0.10,,8.53,2.34,2.98,0.67,-5.84,7.05,-3.78,0.06,,0.37,-0.56,0.17,0.18
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,201000,305000,309000,,,,130000,112000,112000,101000,95000,89000,84000,78000,72000,,,
BalanceNoncurrentBorrowings_yy,,,,,-100.00,-100.00,-58.04,,,,-26.57,-20.21,-25.44,-23.10,-24.83,-100.00,-100.00,-100.00
BalanceNoncurrentBorrowings_sy,,,,,-36.50,-17.76,-0.23,,,,-26.45,0.20,-25.44,-1.82,-16.20,3.66,-2.20,-5.56
BalanceNoncurrentBorrowings_qq,,51.71,1.24,-100.00,,,,-13.56,,-9.96,-5.65,-6.07,-6.56,-7.12,-7.78,-100.00,,
BalanceNoncurrentBorrowings_sq,,-3.78,-0.16,-17.76,,,,-4.52,,-4.02,0.71,-8.68,,-0.37,-2.81,-1.14,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,14159000,13312000,10552000,,3000,5000,7000,98000,168000,130000,114000,21000,25000,22000,22000,22000,12000,13000
BalanceNoncurrentOtherLiabilities_yy,,,,,-99.98,-99.96,-99.94,,5080.78,2512.54,1597.75,-78.30,-85.38,-83.24,-80.60,5.76,-52.68,-39.90
BalanceNoncurrentOtherLiabilities_sy,,,,,6.05,17.71,11.77,,-3.05,-12.56,12.03,-2.74,-3.90,-0.52,1.18,2.29,-2.70,15.70
BalanceNoncurrentOtherLiabilities_qq,,-5.98,-20.74,-100.00,,53.69,35.12,1355.15,71.45,-22.50,-12.20,-81.41,15.53,-11.13,1.61,1.38,-48.30,12.86
