,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeAdministrativExpenses_sy,,,,,16.28,2.43,-11.38,-0.22,-1.40,3.70,10.76,2.01,4.34,5.91,-1.87,-3.43,-8.28,-8.64,-2.30,10.10,5.35,13.58
IncomeAdministrativExpenses_qq,,-3.10,-6.67,20.08,-6.86,12.24,-9.73,1.13,4.21,9.01,-10.28,14.08,2.27,-4.88,-1.15,14.72,-9.20,-29.02,81.97,-8.15,-1.31,-27.88
IncomeAdministrativExpenses_sq,,13.42,-9.69,20.12,-9.00,5.03,-6.26,14.30,-7.10,7.17,2.65,-3.81,0.46,-3.67,-2.49,2.63,-9.20,5.49,-8.16,9.94,-9.58,1.25
IncomeGrossProfit,46863000,43704000,43599000,46884000,47746000,41952000,43288000,42410000,41567000,40049000,40972000,39390000,40101000,39959000,40567000,37455000,40799000,33729000,46896000,35768000,36075000,31621000
IncomeGrossProfit_yy,,,,,1.88,-4.01,-0.71,-9.54,-12.94,-4.54,-5.35,-7.12,-3.53,-0.22,-0.99,-4.91,1.74,-15.59,15.60,-4.50,-11.58,-6.25
IncomeGrossProfit_sy,,,,,24.22,10.62,25.91,9.79,7.26,-2.32,-6.21,-7.36,0.16,7.53,6.94,-5.60,7.65,4.09,17.09,9.52,9.67,-6.25
IncomeGrossProfit_qq,,-6.74,-0.24,7.53,1.84,-12.14,3.18,-2.03,-1.99,-3.65,2.30,-3.86,1.81,-0.35,1.52,-7.67,8.93,-17.33,39.04,-23.73,0.86,-12.35
IncomeGrossProfit_sq,,4.22,-0.24,-2.35,-0.32,23.08,-3.75,-3.25,-1.99,6.65,1.16,-2.70,-2.23,-16.19,13.22,-22.60,17.71,-7.25,11.32,-24.82,31.39,-17.38
IncomeOtherOperatingIncome,4467000,284000,786000,790000,1912000,16357000,501000,666000,2136000,1278000,1192000,2900000,3000000,2441000,1826000,2115000,1299000,1843000,301000,2298000,3290000,976000
IncomeOtherOperatingIncome_yy,,,,,-57.20,5656.18,-36.33,-15.74,11.75,-92.19,138.17,335.45,40.45,91.10,53.14,-27.04,-56.71,-24.49,-83.49,8.64,153.32,-47.06
IncomeOtherOperatingIncome_sy,,,,,43.62,0.57,-40.97,-22.40,-57.50,-63.82,-58.74,-23.41,18.36,6.45,-55.87,42.54,-0.66,-35.94,7.67,-52.63,12.22,-25.74
IncomeOtherOperatingIncome_qq,,-93.64,176.68,0.51,141.91,755.64,-96.94,33.02,220.84,-40.20,-6.68,143.21,3.48,-18.63,-25.22,15.87,-38.61,41.94,-83.65,662.39,43.15,-70.34
IncomeOtherOperatingIncome_sq,,0.70,-0.96,158.63,-43.04,-11.76,-50.00,83.33,-39.08,-0.28,-11.48,101.93,-29.46,23.26,-75.00,157.14,-33.42,-2.16,-22.32,106.12,-29.55,54.75
IncomeOtherOperatingCosts,31983000,30336000,32785000,31848000,30665000,27645000,29420000,30412000,28528000,27880000,29889000,30273000,30257000,29063000,30622000,28345000,26031000,27331000,30431000,30120000,30014000,32872000
IncomeOtherOperatingCosts_yy,,,,,-4.12,-8.87,-10.27,-4.51,-6.97,0.85,1.60,-0.46,6.06,4.25,2.45,-6.37,-13.97,-5.96,-0.62,6.26,15.30,20.28
IncomeOtherOperatingCosts_sy,,,,,-2.84,-8.87,-1.95,9.88,-33.33,-30.00,9.55,-10.75,-5.07,-0.38,-33.33,-15.74,23.23,-2.31,,65.73,15.30,13.21
IncomeOtherOperatingCosts_qq,,-5.15,8.08,-2.86,-3.71,-9.85,6.42,3.37,-6.19,-2.27,7.21,1.28,-0.05,-3.95,5.36,-7.44,-8.16,4.99,11.34,-1.02,-0.35,9.52
IncomeOtherOperatingCosts_sq,,96.81,-27.52,92.68,-81.82,11.06,-23.44,38.91,-56.56,26.89,12.61,1.28,-48.28,0.35,-50.00,54.50,-56.71,4.99,-18.93,204.27,-88.93,-18.83
IncomeEBIT,19347000,13652000,11600000,15826000,18993000,30665000,14369000,12664000,15175000,13447000,12275000,12016000,12845000,13338000,11770000,11225000,16067000,8241000,16766000,7946000,9351000,-275000
IncomeEBIT_yy,,,,,-1.83,124.61,23.88,-19.98,-20.10,-56.15,-14.58,-5.11,-15.36,-0.81,-4.11,-6.59,25.08,-38.21,42.45,-29.21,-41.80,-103.34
IncomeEBIT_sy,,,,,48.59,32.59,25.89,-5.83,-12.07,-3.26,-74.70,-1.22,10.05,2.51,29.42,-46.64,11.74,7.84,18.72,-5.40,-8.93,8.11
IncomeEBIT_qq,,-29.44,-15.04,36.44,20.01,61.46,-53.14,-11.87,19.83,-11.39,-8.72,-2.10,6.89,3.84,-11.75,-4.63,43.13,-48.70,103.44,-52.61,17.68,-102.94
IncomeEBIT_sq,,9.44,1.98,-5.94,18.51,38.77,-14.67,-11.87,19.83,6.96,-32.06,26.73,-3.20,-5.02,3.29,-35.05,36.44,-14.79,16.94,-53.56,55.78,-23.65
IncomeFinanceIncome,147000,282000,29000,378000,693000,111000,-400000,136000,54000,185000,967000,-1089000,17000,13000,26000,39000,72000,10146000,-10134000,29000,18000,9175000
IncomeFinanceIncome_yy,,,,,370.74,-60.87,-1473.22,-63.91,-92.22,67.50,341.49,-899.12,-68.41,-93.00,-97.31,103.60,321.38,78140.79,-38982.82,-26.51,-74.58,-9.57
IncomeFinanceIncome_sy,,,,,-27.72,-8.56,49.03,-13.68,-31.58,25.72,-41.77,-33.28,-0.40,-4.28,24.77,-36.03,3.81,-9.09,-12.96,-32.61,-11.38,-3.47
IncomeFinanceIncome_qq,,91.79,-89.67,1194.85,83.58,-84.06,-462.35,134.03,-60.43,243.27,422.41,-212.61,101.56,-23.88,100.99,50.59,82.91,14033.06,-199.88,100.28,-36.73,50176.39
IncomeFinanceIncome_sq,,20.79,-51.96,21.82,-8.22,36.63,-1.27,-15.00,-32.43,0.90,-28.08,15.78,-3.51,26.92,-9.09,-10.24,1.46,-12.92,,-13.52,-3.25,3.38
IncomeFinanceCosts,638000,601000,484000,417000,533000,380000,74000,426000,584000,1303000,1486000,686000,1172000,1276000,-30000,943000,630000,1683000,273000,596000,940000,1618000
IncomeFinanceCosts_yy,,,,,-16.36,-36.79,-84.82,2.18,9.43,242.79,1920.82,60.90,100.88,-2.01,-102.01,37.43,-46.27,31.82,1017.90,-36.75,49.26,-3.87
IncomeFinanceCosts_sy,,,,,-8.49,12.96,-8.69,-6.33,-16.32,-6.88,-38.69,-22.73,-0.10,-1.69,-0.44,35.30,14.19,31.82,44.48,6.33,4.43,
IncomeFinanceCosts_qq,,-5.72,-19.44,-13.82,27.78,-28.75,-80.65,479.99,36.84,123.22,14.07,-53.82,70.85,8.89,-102.33,3264.85,-33.21,167.17,-83.75,118.08,57.61,72.08
IncomeFinanceCosts_sq,,0.15,-6.52,1.46,-2.02,10.78,-6.10,16.74,-19.60,10.76,-3.80,0.35,-4.63,22.86,-15.05,19.43,-2.88,8.52,-4.86,23.92,,2.99
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,18857000,13334000,11145000,15786000,19153000,30395000,13895000,12374000,14646000,12330000,11756000,10241000,11689000,12074000,11826000,10321000,15509000,16705000,6359000,7378000,8429000,7283000
IncomeNetGrossProfit_yy,,,,,1.57,127.96,24.68,-21.62,-23.53,-59.43,-15.39,-17.24,-20.19,-2.07,0.60,0.78,32.67,38.35,-46.23,-28.51,-45.65,-56.40
IncomeNetGrossProfit_sy,,,,,30.33,10.80,24.68,-27.60,1.63,-4.34,-80.25,1.44,-1.14,-6.66,32.59,-10.24,3.35,-16.49,20.72,-11.62,-19.28,-32.26
IncomeNetGrossProfit_qq,,-29.29,-16.42,41.65,21.32,58.70,-54.29,-10.95,18.36,-15.81,-4.65,-12.89,14.14,3.29,-2.06,-12.73,50.26,7.72,-61.94,16.04,14.24,-13.60
IncomeNetGrossProfit_sq,,13.64,-9.61,23.89,0.31,20.78,2.28,-10.95,47.08,-14.64,-4.24,18.52,50.10,-15.32,24.53,-12.73,26.34,-9.76,35.62,-59.68,71.18,-21.46
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,18857000,13334000,11145000,15786000,19153000,30395000,13895000,12374000,14646000,12330000,11756000,10241000,11689000,12074000,11826000,10321000,15509000,16705000,6359000,7378000,8429000,7283000
IncomeBeforeTaxProfit_yy,,,,,1.57,127.96,24.68,-21.62,-23.53,-59.43,-15.39,-17.24,-20.19,-2.07,0.60,0.78,32.67,38.35,-46.23,-28.51,-45.65,-56.40
IncomeBeforeTaxProfit_sy,,,,,30.33,10.80,24.68,-27.60,1.63,-4.34,-80.25,1.44,-1.14,-6.66,32.59,-10.24,3.35,-16.49,20.72,-11.62,-19.28,-32.26
IncomeBeforeTaxProfit_qq,,-29.29,-16.42,41.65,21.32,58.70,-54.29,-10.95,18.36,-15.81,-4.65,-12.89,14.14,3.29,-2.06,-12.73,50.26,7.72,-61.94,16.04,14.24,-13.60
IncomeBeforeTaxProfit_sq,,13.64,-9.61,23.89,0.31,20.78,2.28,-10.95,47.08,-14.64,-4.24,18.52,50.10,-15.32,24.53,-12.73,26.34,-9.76,35.62,-59.68,71.18,-21.46
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,14852000,10333000,6429000,12380000,15088000,27011000,10913000,9635000,11514000,9626000,9057000,8473000,9262000,9294000,9330000,8341000,12167000,14828000,3055000,5717000,6451000,7305000
IncomeNetProfit_yy,,,,,1.58,161.42,69.76,-22.17,-23.68,-64.36,-17.01,-12.06,-19.56,-3.45,3.02,-1.56,31.36,59.54,-67.26,-31.46,-46.98,-50.73
IncomeNetProfit_sy,,,,,15.94,1.87,17.67,7.68,2.23,5.94,-26.35,10.96,20.35,-8.78,3.93,-36.92,-9.10,-23.13,22.84,-5.04,-20.95,-50.73
IncomeNetProfit_qq,,-30.43,-37.78,92.58,21.87,79.03,-59.60,-11.71,19.50,-16.40,-5.91,-6.45,9.31,0.34,0.39,-10.61,45.87,21.87,-79.40,87.14,12.84,13.25
IncomeNetProfit_sq,,9.02,-9.17,12.65,0.18,23.59,-2.69,-7.84,-3.31,-14.16,0.68,17.52,44.67,-27.03,16.94,-10.61,38.34,-6.81,28.09,-80.34,75.90,-34.11
IncomeShareholderNetProfit,14852000,10333000,6429000,12380000,15088000,27011000,10913000,9635000,11514000,9626000,9057000,8473000,9262000,9294000,9330000,8341000,12167000,14828000,3055000,5717000,6451000,7305000
IncomeShareholderNetProfit_yy,,,,,1.58,161.42,69.76,-22.17,-23.68,-64.36,-17.01,-12.06,-19.56,-3.45,3.02,-1.56,31.36,59.54,-67.26,-31.46,-46.98,-50.73
IncomeShareholderNetProfit_sy,,,,,26.81,1.86,17.67,5.97,2.23,-1.16,-38.63,10.58,18.42,-9.68,3.91,-36.92,-9.10,-16.76,38.37,-5.04,-20.95,-50.73
IncomeShareholderNetProfit_qq,,-30.43,-37.78,92.58,21.87,79.03,-59.60,-11.71,19.50,-16.40,-5.91,-6.45,9.31,0.34,0.39,-10.61,45.87,21.87,-79.40,87.14,12.84,13.25
IncomeShareholderNetProfit_sq,,19.56,-9.17,12.65,0.18,20.67,-2.69,-7.84,-3.27,-14.16,1.32,17.52,44.92,-21.56,2.27,-10.61,38.34,-12.14,28.05,-80.34,74.91,-36.40
BalanceNoncurrentAssets,961752000,962154000,931156000,936928000,930937000,936192000,968971000,1013374000,1047870000,1103551000,1173649000,1243797000,1327067000,1423121000,1463908000,1526040000,1545943000,1536768000,1644399000,1753903000,1796235000,1880973000
BalanceNoncurrentAssets_yy,,,,,-3.20,-2.70,4.06,8.16,12.56,17.88,21.12,22.74,26.64,28.96,24.73,22.69,16.49,7.99,12.33,14.93,16.19,22.40
BalanceNoncurrentAssets_sy,,,,,5.49,2.43,4.11,8.16,3.16,14.15,5.65,8.12,3.47,-1.29,-0.77,-7.56,-0.52,-3.75,0.14,5.01,2.44,0.48
BalanceNoncurrentAssets_qq,,0.04,-3.22,0.62,-0.64,0.56,3.50,4.58,3.40,5.31,6.35,5.98,6.69,7.24,2.87,4.24,1.30,-0.59,7.00,6.66,2.41,4.72
BalanceNoncurrentAssets_sq,,1.90,1.55,0.38,1.39,-0.16,0.36,2.46,2.02,0.50,-0.70,-0.98,1.26,-1.99,-0.54,-3.05,-0.07,-0.84,0.02,0.28,-0.07,-0.20
BalanceIntangibleAssets,110000,89000,74000,63000,52000,41000,31000,175000,160000,153000,211000,209000,204000,201000,211000,198000,197000,231000,310000,383000,359000,342000
BalanceIntangibleAssets_yy,,,,,-52.68,-54.00,-57.93,179.56,209.03,271.80,578.77,19.42,27.33,31.61,0.05,-5.28,-3.59,15.03,47.05,92.91,82.34,47.86
BalanceIntangibleAssets_sy,,,,,-0.15,-0.44,-0.15,0.22,1.09,0.80,-3.79,-6.99,-2.23,-21.23,-28.29,-27.84,-32.32,-4.49,-0.40,,-0.18,-0.33
BalanceIntangibleAssets_qq,,-18.60,-17.17,-15.16,-17.27,-20.88,-24.25,463.83,-8.55,-4.81,38.29,-0.80,-2.50,-1.61,5.13,-6.07,-0.76,17.39,34.39,23.22,-6.20,-4.81
BalanceIntangibleAssets_sq,,-0.02,-0.10,-0.03,-0.88,,-0.05,-0.16,-0.87,,-0.06,-0.46,-0.05,-0.92,-0.61,-7.06,-1.50,-0.04,0.98,-0.04,-0.10,-3.07
BalanceProperty,540707000,552828000,524800000,526046000,514224000,514345000,513550000,526082000,530979000,541689000,567339000,580001000,609115000,628895000,637065000,642560000,632787000,620388000,673001000,712061000,708040000,716550000
BalanceProperty_yy,,,,,-4.90,-6.96,-2.14,0.01,3.26,5.32,10.47,10.25,14.72,16.10,12.29,10.79,3.89,-1.35,5.64,10.82,11.89,15.50
BalanceProperty_sy,,,,,-0.50,5.90,-2.82,-2.53,-2.78,-2.77,-2.96,-1.51,-1.75,3.83,0.24,-7.78,-7.34,-3.59,-6.75,0.88,-7.66,-1.95
BalanceProperty_qq,,2.24,-5.07,0.24,-2.25,0.02,-0.15,2.44,0.93,2.02,4.74,2.23,5.02,3.25,1.30,0.86,-1.52,-1.96,8.48,5.80,-0.56,1.20
BalanceProperty_sq,,0.35,-0.47,0.27,-0.51,-0.11,-0.65,-0.76,-1.15,-0.54,-0.91,-0.40,-1.47,-1.26,-1.13,-5.01,-1.58,-3.02,-2.12,-1.79,-1.96,-0.06
BalanceNoncurrentReceivables,394258000,380086000,376073000,380058000,385035000,389839000,422588000,452975000,480612000,523692000,566366000,623675000,674379000,749366000,779088000,833424000,861175000,787254000,914707000,985479000,1027508000,1026053000
BalanceNoncurrentReceivables_yy,,,,,-2.34,2.57,12.37,19.19,24.82,34.34,34.02,37.68,40.32,43.09,37.56,33.63,27.70,5.06,17.41,18.24,19.31,30.33
BalanceNoncurrentReceivables_sy,,,,,-2.34,-11.21,-10.12,-56.91,-16.50,-26.75,-18.03,,,0.20,5.70,-26.18,4.99,-4.26,-4.36,-5.58,,-1.26
BalanceNoncurrentReceivables_qq,,-3.59,-1.06,1.06,1.31,1.25,8.40,7.19,6.10,8.96,8.15,10.12,8.13,11.12,3.97,6.97,3.33,-8.58,16.19,7.74,4.26,-0.14
BalanceNoncurrentReceivables_sq,,2.14,,-0.07,,0.79,0.21,,-0.20,0.70,,-19.60,,2.42,0.57,-4.17,,,,-0.58,,0.28
BalanceNoncurrInvestments,,,,,,,,,,,,,,,,,,86229000,,,,86229000
BalanceNoncurrInvestments_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments_qq,,,,,,,,,,,,,,,,,,,-100.00,,,
BalanceNoncurrInvestments_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherNoncurrentAssets,26678000,29151000,30209000,30761000,31626000,31967000,32802000,34142000,36118000,38017000,39732000,39911000,43369000,44659000,47543000,49858000,51784000,42665000,56380000,55980000,60329000,51799000
BalanceOtherNoncurrentAssets_yy,,,,,18.55,9.66,8.58,10.99,14.20,18.93,21.13,16.90,20.08,17.47,19.66,24.92,19.40,-4.46,18.59,12.28,16.50,21.41
BalanceOtherNoncurrentAssets_sy,,,,,14.13,19.53,15.71,10.99,12.18,6.91,1.62,6.75,3.18,-4.43,12.98,-0.50,4.45,-2.23,18.59,2.58,-2.24,-6.60
BalanceOtherNoncurrentAssets_qq,,9.27,3.63,1.83,2.81,1.08,2.61,4.08,5.79,5.26,4.51,0.45,8.66,2.98,6.46,4.87,3.86,-17.61,32.14,-0.71,7.77,-14.14
BalanceOtherNoncurrentAssets_sq,,1.23,0.04,5.10,2.81,0.36,0.70,1.79,,0.71,1.04,0.24,8.57,4.17,-0.40,-7.14,1.08,0.96,3.56,-2.61,,-3.84
BalanceCurrentAssets,132064000,160554000,132974000,145311000,142009000,134444000,135568000,157743000,147702000,151895000,150666000,173284000,174137000,179935000,192250000,203985000,195803000,190072000,197490000,243521000,241265000,211740000
BalanceCurrentAssets_yy,,,,,7.53,-16.26,1.95,8.56,4.01,12.98,11.14,9.85,17.90,18.46,27.60,17.72,12.44,5.63,2.73,19.38,23.22,11.40
BalanceCurrentAssets_sy,,,,,6.98,8.34,1.95,-4.26,-14.56,-21.39,-12.98,2.81,10.31,2.47,6.77,12.16,14.38,5.63,3.38,-9.40,-1.62,-14.46
BalanceCurrentAssets_qq,,21.57,-17.18,9.28,-2.27,-5.33,0.84,16.36,-6.37,2.84,-0.81,15.01,0.49,3.33,6.84,6.10,-4.01,-2.93,3.90,23.31,-0.93,-12.24
BalanceCurrentAssets_sq,,5.58,0.95,1.39,-0.62,-2.71,0.23,-1.06,-3.90,0.36,0.95,6.08,-1.03,1.84,2.32,0.79,-0.21,1.37,-1.10,-0.76,1.24,-3.42
BalanceInventory,18316000,25132000,25766000,35124000,19643000,20341000,27454000,32639000,31075000,30872000,27952000,39063000,34321000,36781000,53477000,59673000,66529000,20331000,58439000,86980000,92000000,19699000
BalanceInventory_yy,,,,,7.24,-19.06,6.55,-7.07,58.20,51.77,1.82,19.68,10.45,19.14,91.32,52.76,93.84,-44.73,9.28,45.76,38.29,-3.11
BalanceInventory_sy,,,,,3.00,-32.96,-44.79,-39.72,-21.36,-10.86,-8.80,6.17,38.55,7.17,21.40,-18.02,-3.42,-70.40,-15.09,0.93,-8.56,-18.02
BalanceInventory_qq,,37.21,2.52,36.32,-44.08,3.56,34.97,18.89,-4.79,-0.65,-9.46,39.75,-12.14,7.17,45.39,11.59,11.49,-69.44,187.45,48.84,5.77,-78.59
BalanceInventory_sq,,18.18,1.26,-24.38,-13.48,0.43,-5.56,-1.60,-13.75,5.31,-9.46,,-13.00,11.40,-9.80,3.35,-6.28,-6.76,,6.70,-0.31,0.04
BalanceCurrentReceivables,50892000,77262000,54802000,61522000,54615000,61685000,52353000,54838000,50540000,58483000,60260000,62130000,67027000,69109000,68366000,67601000,57079000,75845000,68522000,82097000,70380000,94860000
BalanceCurrentReceivables_yy,,,,,7.32,-20.16,-4.47,-10.87,-7.46,-5.19,15.10,13.30,32.62,18.17,13.45,8.81,-14.84,9.75,0.23,21.44,23.30,25.07
BalanceCurrentReceivables_sy,,,,,12.47,7.77,9.73,-0.18,-14.47,-5.19,-1.83,-8.90,14.58,1.40,3.95,17.58,9.29,27.88,16.78,8.86,8.60,6.28
BalanceCurrentReceivables_qq,,51.81,-29.07,12.26,-11.23,12.94,-15.13,4.75,-7.84,15.72,3.04,3.10,7.88,3.11,-1.07,-1.12,-15.56,32.88,-9.66,19.81,-14.27,34.78
BalanceCurrentReceivables_sq,,9.30,5.38,1.01,-0.18,0.04,1.18,-1.35,1.54,6.19,2.20,-2.70,4.25,-3.63,3.94,0.03,8.02,3.10,-1.35,0.82,1.99,0.69
BalanceCurrentInvestments,45000,47000,22000,10000,1000,,,,,,,,,435000,171000,201000,10000,,,,,
BalanceCurrentInvestments_yy,,,,,-98.43,-100.00,-100.00,-100.00,-100.00,,,,,,,,,-100.00,-100.00,-100.00,-100.00,
BalanceCurrentInvestments_sy,,,,,-12.85,-8.93,-3.08,-39.71,-39.73,,,,,,,,,-29.15,-47.42,-15.20,-35.60,
BalanceCurrentInvestments_qq,,5.25,-53.14,-55.88,-92.78,-100.00,,,,,,,,,-60.69,17.68,-94.82,-100.00,,,,
BalanceCurrentInvestments_sq,,0.38,1.00,-0.76,-2.51,-1.92,,,,,,,,,-2.18,-16.08,-1.22,-1.98,,,,
BalanceCash,7096000,11659000,7074000,6727000,9919000,2077000,5374000,12760000,8444000,2038000,2674000,6822000,6443000,6162000,2297000,8898000,4410000,1485000,3470000,2149000,1697000,2040000
BalanceCash_yy,,,,,39.79,-82.19,-24.03,89.70,-14.88,-1.90,-50.25,-46.54,-23.69,202.43,-14.07,30.43,-31.56,-75.91,51.03,-75.85,-61.52,37.41
BalanceCash_sy,,,,,0.43,10.16,-23.92,21.56,-20.59,-12.10,2.40,26.30,-28.78,21.88,23.36,-27.85,31.34,12.38,-19.53,-25.06,-11.39,-16.07
BalanceCash_qq,,64.31,-39.33,-4.91,47.47,-79.06,158.73,137.45,-33.83,-75.87,31.22,155.17,-5.55,-4.36,-62.72,287.33,-50.44,-66.33,133.71,-38.06,-21.04,20.23
BalanceCash_sq,,13.14,-8.88,-4.89,-15.98,0.36,-4.74,-4.71,-7.70,-14.40,-5.11,7.88,-49.70,48.95,-9.20,-10.05,-15.06,11.73,-25.77,-0.34,6.32,22.49
BalanceOtherCurrentAssets,55715000,46454000,45310000,41929000,57831000,50341000,50388000,57506000,57643000,60502000,59779000,65269000,66346000,67448000,67938000,67612000,67774000,92412000,67059000,72295000,77187000,95140000
BalanceOtherCurrentAssets_yy,,,,,3.80,8.37,11.21,37.15,-0.33,20.18,18.64,13.50,15.10,11.48,13.65,3.59,2.15,37.01,-1.29,6.93,13.89,2.95
BalanceOtherCurrentAssets_sy,,,,,7.04,-2.02,-15.99,-7.52,1.27,-1.21,-19.54,-4.14,-13.06,3.81,15.73,-11.67,7.91,2.69,6.44,13.20,13.89,2.76
BalanceOtherCurrentAssets_qq,,-16.62,-2.46,-7.46,37.93,-12.95,0.09,14.13,0.24,4.96,-1.19,9.18,1.65,1.66,0.73,-0.48,0.24,36.35,-27.43,7.81,6.77,23.26
BalanceOtherCurrentAssets_sq,,-5.38,-2.04,-17.09,22.68,-13.43,-1.25,-5.95,22.62,-20.30,-13.79,-1.13,28.03,-1.19,-4.44,-29.67,9.91,-1.52,-0.46,-3.58,19.38,-15.92
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,1093817000,1122708000,1064130000,1082239000,1072946000,1070635000,1104539000,1171116000,1195572000,1255445000,1324315000,1417081000,1501204000,1603056000,1656158000,1730026000,1741745000,1726840000,1841889000,1997424000,2037500000,2092713000
BalanceTotalAssets_yy,,,,,-1.91,-4.64,3.80,8.21,11.43,17.26,19.90,21.00,25.56,27.69,25.06,22.08,16.02,7.72,11.21,15.46,16.98,21.19
BalanceTotalAssets_sy,,,,,11.66,9.00,7.80,-0.08,-3.06,-2.68,-1.38,3.60,4.88,-2.82,-1.42,-1.61,-1.81,2.75,1.48,0.54,3.92,-0.73
