,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses,1067000,1075000,1358000,2021000,1308000,1424000,1507000,1663000,1562000,2014000,1922000,2191000,1632000,2532000,2960000,3172000,1989000,2573000,2524000,3779000,1598000,2573000,2382000,2560000,1946000,2141000,2449000,3150000,1919000,1987000,1959000,2819000,1725000,2063000,1976000,2372000,1871000,2096000
IncomeDistributionExpenses_yy,,,,,22.59,32.47,10.97,-17.71,19.42,41.43,27.54,31.75,4.48,25.72,54.01,44.77,21.88,1.62,-14.73,19.14,-19.66,,-5.63,-32.26,21.78,-16.79,2.81,23.05,-1.39,-7.19,-20.01,-10.51,-10.11,3.82,0.87,-15.86,8.46,1.60
IncomeDistributionExpenses_sy,,,,,7.06,12.88,9.58,14.40,11.30,8.85,11.84,9.40,6.16,0.93,3.41,-3.02,-0.92,5.94,-7.61,7.77,8.57,,4.82,-9.52,7.60,2.00,3.23,3.45,2.10,9.36,10.96,6.37,14.85,6.40,11.86,7.76,6.14,8.75
IncomeDistributionExpenses_qq,,0.75,26.33,48.82,-35.28,8.87,5.83,10.35,-6.07,28.94,-4.57,14.00,-25.51,55.15,16.90,7.16,-37.30,29.36,-1.90,49.72,-57.71,61.01,-7.42,7.47,-23.98,10.02,14.39,28.62,-39.08,3.54,-1.41,43.90,-38.81,19.59,-4.22,20.04,-21.12,12.03
IncomeDistributionExpenses_sq,,11.41,-3.10,10.04,-6.24,10.42,-1.20,11.12,-10.88,13.03,2.47,4.11,-5.24,5.06,3.54,7.16,-11.58,16.98,-2.29,13.32,-17.22,10.48,-1.22,6.02,-5.97,9.17,-2.10,10.77,-13.19,14.32,-1.93,2.36,-2.37,8.41,-0.42,2.06,-6.48,5.42
IncomeAdministrativExpenses,1220000,939000,674000,947000,897000,915000,848000,854000,880000,730000,1414000,1067000,1050000,536000,756000,1148000,717000,863000,687000,726000,826000,915000,491000,768000,655000,853000,650000,725000,651000,843000,635000,1034000,601000,607000,600000,958000,618000,715000
IncomeAdministrativExpenses_yy,,,,,-26.48,-2.56,25.82,-9.82,-1.90,-20.22,66.75,24.94,19.32,-26.58,-46.53,7.59,-31.71,61.01,-9.13,-36.76,15.20,6.03,-28.53,5.79,-20.70,-6.78,32.38,-5.60,-0.61,-1.17,-2.31,42.62,-7.68,-28.00,-5.51,-7.35,2.83,17.79
IncomeAdministrativExpenses_sy,,,,,4.26,-1.04,9.22,8.25,10.69,2.95,6.12,-17.24,3.96,3.35,-9.08,8.32,-4.49,1.83,1.50,5.66,1.27,1.95,14.90,1.18,8.79,2.57,1.27,2.17,0.88,0.76,5.16,5.96,6.23,-0.10,3.89,13.73,11.22,15.94
IncomeAdministrativExpenses_qq,,-23.03,-28.22,40.50,-5.28,2.01,-7.32,0.71,3.04,-17.05,93.70,-24.54,-1.59,-48.95,41.04,51.85,-37.54,20.36,-20.39,5.68,13.77,10.77,-46.34,56.42,-14.71,30.23,-23.80,11.54,-10.21,29.49,-24.67,62.83,-41.88,1.00,-1.15,59.67,-35.49,15.70
IncomeAdministrativExpenses_sq,,6.15,-7.83,5.98,-9.80,4.18,-1.78,14.36,-17.61,2.25,-0.66,6.66,-3.28,-1.72,-4.83,13.23,-4.65,8.84,-7.99,8.74,-9.49,10.77,0.41,6.04,-8.14,7.57,-9.02,9.18,-7.02,17.36,-2.94,12.72,-6.74,3.76,-1.15,21.20,-11.26,2.98
IncomeGrossProfit,965000,4205000,5316000,907000,1218000,3203000,4971000,2622000,1189000,4410000,2980000,2508000,1459000,4831000,4987000,3905000,778000,4127000,5872000,2595000,1709000,2583000,3912000,1066000,1087000,2538000,5460000,767000,1402000,3014000,3322000,1027000,500000,2900000,5152000,-43000,1133000,4369000
IncomeGrossProfit_yy,,,,,26.22,-23.83,-6.49,189.08,-2.38,37.68,-40.05,-4.35,22.71,9.55,67.35,55.70,-46.68,-14.57,17.75,-33.55,119.67,-37.41,-33.38,-58.92,-36.40,-1.74,39.57,-28.05,28.98,18.75,-39.16,33.90,-64.34,-3.78,55.09,-104.19,126.60,50.66
IncomeGrossProfit_sy,,,,,25.04,73.68,32.30,58.18,66.09,-9.72,12.85,15.02,-22.45,-23.84,-21.92,-18.88,-8.84,33.08,36.97,11.89,9.54,4.86,6.27,-26.46,-2.77,2.96,-1.50,3.02,11.53,27.44,38.26,5.98,20.60,-9.84,13.58,11.44,15.14,29.60
IncomeGrossProfit_qq,,335.75,26.42,-82.94,34.29,162.97,55.20,-47.25,-54.65,270.90,-32.43,-15.84,-41.83,231.12,3.23,-21.70,-80.08,430.46,42.28,-55.81,-34.14,51.14,51.45,-72.75,1.97,133.49,115.13,-85.95,82.79,114.98,10.22,-69.08,-51.31,480.00,77.66,-100.83,2734.88,285.61
IncomeGrossProfit_sq,,11.00,59.81,-20.59,15.72,69.66,1.03,-6.63,10.51,-6.37,19.84,-15.51,-12.90,-11.22,9.82,-7.71,-11.63,44.40,0.50,-22.93,-16.42,42.94,-6.29,-31.34,11.08,43.56,1.43,-44.11,58.25,79.28,-28.24,-25.87,36.57,4.97,32.92,32.29,-6.18,-22.07
IncomeOtherOperatingIncome,75000,102000,760000,-493000,34000,114000,183000,-128000,85000,-40000,124000,167000,160000,129000,-55000,30000,21000,13000,74000,17000,9000,50000,132000,-834000,27000,323000,79000,-1097000,4000,95000,333000,141000,41000,115000,238000,22000,14000,12000
IncomeOtherOperatingIncome_yy,,,,,-54.67,11.76,-75.92,74.04,150.00,-135.09,-32.24,230.47,88.24,422.50,-144.35,-82.04,-86.88,-89.92,234.55,-43.33,-57.14,284.62,78.38,-5005.88,200.00,546.00,-40.15,-31.53,-85.19,-70.59,321.52,112.85,925.00,21.05,-28.53,-84.40,-65.85,-89.57
IncomeOtherOperatingIncome_sy,,,,,-29.04,11.76,78.04,-31.41,15.69,3.38,4.04,14.66,-6.29,-24.66,-2.48,43.71,-3.27,81.94,34.84,30.93,-26.76,-26.27,-10.84,32.67,10.54,-1.36,-3.60,-31.53,36.36,21.54,8.54,-42.73,16.70,8.71,19.78,-17.84,-30.17,-12.96
IncomeOtherOperatingIncome_qq,,36.00,645.10,-164.87,106.90,235.29,60.53,-169.95,166.41,-147.06,410.00,34.68,-4.19,-19.38,-142.64,154.55,-30.00,-38.10,469.23,-77.03,-47.06,455.56,164.00,-731.82,103.24,1096.30,-75.54,-1488.61,100.36,2275.00,250.53,-57.66,-70.92,180.49,106.96,-90.76,-36.36,-14.29
IncomeOtherOperatingIncome_sq,,-13.64,-55.34,190.59,-50.72,51.96,-5.48,43.74,-21.34,44.34,-7.78,48.44,-15.32,0.09,17.10,60.38,-0.08,-2.86,-44.01,65.25,-29.75,-1.61,-22.39,53.32,-58.02,-16.36,28.52,31.76,21.79,-14.98,-2.28,9.73,-13.60,76.40,-16.14,-60.65,69.54,25.48
IncomeOtherOperatingCosts,251000,-224000,764000,-510000,45000,89000,81000,-133000,23000,158000,-49000,185000,1000,588000,-585000,803000,10000,9000,31000,315000,80000,172000,261000,49000,6000,324000,143000,93000,20000,28000,43000,334000,25000,72000,23000,43000,11000,828000
IncomeOtherOperatingCosts_yy,,,,,-82.07,139.73,-89.40,73.92,-48.89,77.53,-160.49,239.10,-95.65,272.15,-1093.88,334.05,900.00,-98.47,105.30,-60.77,700.00,1811.11,741.94,-84.44,-92.50,88.37,-45.21,89.80,233.33,-91.36,-69.93,259.14,25.00,157.14,-46.51,-87.13,-56.00,1050.00
IncomeOtherOperatingCosts_sy,,,,,56.30,91.78,-24.78,37.97,-32.89,-25.71,10.78,0.88,51.95,-23.93,28.61,2.58,-9.96,130.09,-18.91,-11.87,-0.81,-31.90,30.37,-19.22,19.47,-5.28,31.67,16.82,-32.23,-17.75,26.54,-6.35,25.00,-18.42,-28.80,-39.11,-47.62,44.29
IncomeOtherOperatingCosts_qq,,-189.24,441.07,-166.75,108.82,97.78,-8.99,-264.20,117.29,586.96,-131.01,477.55,-99.46,58700.00,-199.49,237.26,-98.75,-10.00,244.44,916.13,-74.60,115.00,51.74,-81.23,-87.76,5300.00,-55.86,-34.97,-78.49,40.00,53.57,676.74,-92.51,188.00,-68.06,86.96,-74.42,7427.27
IncomeOtherOperatingCosts_sq,,-14.64,14.07,24.68,-39.76,70.88,-62.54,128.40,-48.48,25.49,-27.12,84.06,-32.09,13.67,2.36,50.30,-55.88,87.44,-42.58,135.51,-61.52,46.23,-16.03,43.20,-45.08,8.97,-10.64,101.39,-72.28,71.95,-10.61,104.91,-67.44,20.64,9.74,65.76,-74.42,192.93
IncomeEBIT,789000,4531000,5312000,924000,1207000,3228000,5073000,2627000,1251000,4212000,3153000,2490000,1618000,4372000,5517000,3132000,789000,4131000,5915000,2297000,1638000,2461000,3783000,183000,1108000,2537000,5396000,-423000,1386000,3081000,3612000,834000,516000,2943000,5367000,-64000,1136000,3553000
IncomeEBIT_yy,,,,,52.98,-28.76,-4.50,184.31,3.65,30.48,-37.85,-5.22,29.34,3.80,74.98,25.78,-51.24,-5.51,7.21,-26.66,107.60,-40.43,-36.04,-92.03,-32.36,3.09,42.64,-331.15,25.09,21.44,-33.06,297.16,-62.77,-4.48,48.59,-107.67,120.16,20.73
IncomeEBIT_sy,,,,,23.80,30.67,12.79,75.22,59.88,-1.50,5.89,14.60,-5.32,0.70,-16.71,-7.16,-25.22,38.93,41.21,9.77,12.79,5.48,9.18,-23.53,-8.08,-0.84,2.84,-0.08,25.36,32.90,28.51,22.30,26.46,-0.78,16.31,11.46,14.90,20.73
IncomeEBIT_qq,,474.27,17.24,-82.61,30.63,167.44,57.16,-48.22,-52.38,236.69,-25.14,-21.03,-35.02,170.21,26.19,-43.23,-74.81,423.57,43.19,-61.17,-28.69,50.24,53.72,-95.16,505.46,128.97,112.69,-107.84,427.66,122.29,17.23,-76.91,-38.13,470.35,82.36,-101.19,1875.00,212.76
IncomeEBIT_sq,,-0.13,47.03,-51.47,14.92,46.52,54.14,9.89,21.89,-20.31,24.06,-7.38,-14.90,-15.91,7.98,4.30,-14.25,54.34,-2.36,-27.97,0.27,27.20,7.22,-32.56,-2.60,37.80,8.42,-41.22,80.38,102.79,-23.40,-11.97,28.02,-7.79,33.37,-16.69,10.89,8.64
IncomeFinanceIncome,1000,5000,5000,18000,30000,134000,-5000,42000,184000,-76000,1312000,119000,38000,121000,224000,-9000,655000,461000,-319000,-400000,253000,26000,254000,238000,77000,214000,359000,218000,139000,409000,-214000,81000,67000,63000,54000,69000,574000,659000
IncomeFinanceIncome_yy,,,,,2900.00,2580.00,-200.00,133.33,513.33,-156.72,26340.00,183.33,-79.35,259.21,-82.93,-107.56,1623.68,280.99,-242.41,-4344.44,-61.37,-94.36,179.62,159.50,-69.57,723.08,41.34,-8.40,80.52,91.12,-159.61,-62.84,-51.80,-84.60,125.23,-14.81,756.72,946.03
IncomeFinanceIncome_sy,,,,,33.41,-20.84,-38.72,61.55,4.86,6.36,60.40,-24.80,33.99,16.49,7.67,34.09,-35.36,34.40,11.46,-4.98,-13.05,-32.74,-5.64,-2.16,29.36,-30.41,-46.58,-6.64,,29.77,36.54,-15.18,11.68,-40.00,-37.30,-22.61,-9.48,40.49
IncomeFinanceIncome_qq,,400.00,,260.00,66.67,346.67,-103.73,940.00,338.10,-141.30,1826.32,-90.93,-68.07,218.42,85.12,-104.02,7377.78,-29.62,-169.20,-25.39,163.25,-89.72,876.92,-6.30,-67.65,177.92,67.76,-39.28,-36.24,194.24,-152.32,137.85,-17.28,-5.97,-14.29,27.78,731.88,14.81
IncomeFinanceIncome_sq,,23.06,,142.89,13.43,-44.08,38.50,230.11,13.58,13.40,5.04,28.10,15.00,-6.52,,8.64,-29.42,-2.10,6.50,14.18,-17.10,49.96,0.49,-5.15,-24.68,-10.65,9.52,159.09,-1.25,70.45,-12.56,70.10,-17.76,-24.32,-3.24,37.50,-19.81,6.46
IncomeFinanceCosts,249000,169000,529000,-80000,146000,166000,221000,820000,7000,431000,-420000,45000,833000,-273000,175000,1146000,5000,19000,3000,74000,3000,17000,-5000,4000,111000,121000,95000,91000,209000,-67000,83000,69000,453000,309000,40000,451000,2000,2000
IncomeFinanceCosts_yy,,,,,-41.37,-1.78,-58.22,1125.00,-95.21,159.64,-290.05,-94.51,11800.00,-163.34,141.67,2446.67,-99.40,106.96,-98.29,-93.54,-40.00,-10.53,-266.67,-94.59,3600.00,611.76,2000.00,2175.00,88.29,-155.37,-12.63,-24.18,116.75,561.19,-51.81,553.62,-99.56,-99.35
IncomeFinanceCosts_sy,,,,,-15.66,17.01,10.24,32.68,41.07,21.01,47.62,2.62,7.75,13.09,21.81,-2.36,-16.90,-23.41,-50.59,-21.09,-26.40,-12.18,14.48,0.16,4.41,-3.73,-22.71,-14.65,0.71,8.40,7.74,18.00,28.38,5.38,24.76,8.84,4.56,9.74
IncomeFinanceCosts_qq,,-32.13,213.02,-115.12,282.50,13.70,33.13,271.04,-99.15,6057.14,-197.45,110.71,1751.11,-132.77,164.10,554.86,-99.56,280.00,-84.21,2366.67,-95.95,466.67,-129.41,180.00,2675.00,9.01,-21.49,-4.21,129.67,-132.06,223.88,-16.87,556.52,-31.79,-87.06,1027.50,-99.56,
IncomeFinanceCosts_sq,,-13.36,27.38,9.04,-20.10,8.93,3.53,53.77,0.25,3.90,1.52,-5.22,-2.09,8.21,4.28,-1.60,-20.38,-0.39,-23.13,27.84,-11.80,14.41,3.92,14.81,-14.28,4.27,-13.78,30.10,-5.58,13.26,3.68,40.11,-13.54,-0.49,-2.00,6.25,-17.34,
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,541000,4367000,4788000,1022000,1091000,3196000,4847000,1849000,1428000,3705000,4885000,2564000,823000,4766000,5566000,1977000,1439000,4573000,5593000,1823000,1888000,2470000,4042000,417000,1074000,2630000,5660000,-296000,1316000,3557000,3315000,846000,130000,2697000,5381000,-446000,1708000,4210000
IncomeNetGrossProfit_yy,,,,,101.66,-26.81,1.23,80.92,30.89,15.93,0.78,38.67,-42.37,28.64,13.94,-22.89,74.85,-4.05,0.49,-7.79,31.20,-45.99,-27.73,-77.13,-43.11,6.48,40.03,-170.98,22.53,35.25,-41.43,385.81,-90.12,-24.18,62.32,-152.72,1213.85,56.10
IncomeNetGrossProfit_sy,,,,,43.63,-24.66,37.88,62.92,33.21,-3.48,-0.92,14.29,-20.52,4.94,-27.05,-19.83,-25.68,51.83,48.03,14.46,27.02,7.34,5.37,0.39,-2.82,-1.10,-4.04,11.82,11.88,33.92,28.38,15.10,21.26,-5.90,11.44,21.44,9.28,28.44
IncomeNetGrossProfit_qq,,707.21,9.64,-78.65,6.75,192.94,51.66,-61.85,-22.77,159.45,31.85,-47.51,-67.90,479.10,16.79,-64.48,-27.21,217.79,22.30,-67.41,3.57,30.83,63.64,-89.68,157.55,144.88,115.21,-105.23,544.59,170.29,-6.80,-74.48,-84.63,1974.62,99.52,-108.29,482.96,146.49
IncomeNetGrossProfit_sq,,60.83,43.50,-46.50,3.62,3.12,87.32,-21.56,2.31,-17.34,23.06,-8.26,-15.66,-47.13,18.82,29.57,-27.21,59.54,12.68,-38.01,0.32,28.20,4.59,-34.46,64.96,31.20,13.54,-2.98,32.55,74.34,-9.46,-55.36,43.69,-14.44,40.41,-25.99,18.02,-25.58
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,541000,4367000,4788000,1022000,1091000,3196000,4847000,1849000,1428000,3705000,4885000,2564000,823000,4766000,5566000,1977000,1439000,4573000,5593000,1823000,1888000,2470000,4042000,417000,1074000,2630000,5660000,-296000,1316000,3557000,3315000,846000,130000,2697000,5381000,-446000,1708000,4210000
IncomeBeforeTaxProfit_yy,,,,,101.66,-26.81,1.23,80.92,30.89,15.93,0.78,38.67,-42.37,28.64,13.94,-22.89,74.85,-4.05,0.49,-7.79,31.20,-45.99,-27.73,-77.13,-43.11,6.48,40.03,-170.98,22.53,35.25,-41.43,385.81,-90.12,-24.18,62.32,-152.72,1213.85,56.10
IncomeBeforeTaxProfit_sy,,,,,43.63,-24.66,37.88,62.92,33.21,-3.48,-0.92,14.29,-20.52,4.94,-27.05,-19.83,-25.68,51.83,48.03,14.46,27.02,7.34,5.44,0.39,-2.82,-1.10,-4.04,11.82,11.88,33.92,28.38,15.10,21.26,-5.90,11.44,21.44,9.28,28.44
IncomeBeforeTaxProfit_qq,,707.21,9.64,-78.65,6.75,192.94,51.66,-61.85,-22.77,159.45,31.85,-47.51,-67.90,479.10,16.79,-64.48,-27.21,217.79,22.30,-67.41,3.57,30.83,63.64,-89.68,157.55,144.88,115.21,-105.23,544.59,170.29,-6.80,-74.48,-84.63,1974.62,99.52,-108.29,482.96,146.49
IncomeBeforeTaxProfit_sq,,60.83,43.50,-46.50,3.62,3.12,87.32,-21.56,2.31,-17.34,23.06,-8.26,-15.66,-47.13,18.82,29.57,-27.21,59.54,12.68,-38.01,0.32,28.20,4.59,-34.46,64.96,31.20,13.54,-2.98,32.55,74.34,-9.46,-55.36,43.69,-14.44,40.41,-25.99,18.02,-25.58
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,182000,4009000,3654000,843000,872000,2576000,3940000,1745000,1182000,2859000,3943000,5392000,747000,3718000,4570000,1482000,1027000,3865000,4514000,1455000,1507000,2036000,3262000,73000,848000,1896000,4757000,-468000,1054000,2861000,2665000,731000,64000,2200000,4325000,-371000,1380000,3380000
IncomeNetProfit_yy,,,,,379.12,-35.74,7.83,107.00,35.55,10.99,0.08,209.00,-36.80,30.05,15.90,-72.51,37.48,3.95,-1.23,-1.82,46.74,-47.32,-27.74,-94.98,-43.73,-6.88,45.83,-741.10,24.29,50.90,-43.98,256.20,-93.93,-23.10,62.29,-150.75,2056.25,53.64
IncomeNetProfit_sy,,,,,55.70,-27.52,28.74,70.91,71.54,-0.23,-2.62,36.63,-24.14,0.17,-20.89,-27.57,-22.78,51.20,50.55,22.92,18.34,6.84,6.53,6.47,-12.53,-3.82,12.36,0.66,14.68,36.74,12.40,13.33,40.99,8.45,9.12,20.56,12.43,29.49
IncomeNetProfit_qq,,2102.75,-8.86,-76.93,3.44,195.41,52.95,-55.71,-32.26,141.88,37.92,36.75,-86.15,397.72,22.92,-67.57,-30.70,276.34,16.79,-67.77,3.57,35.10,60.22,-97.76,1061.64,123.58,150.90,-109.84,325.21,171.44,-6.85,-72.57,-91.24,3337.50,96.59,-108.58,471.97,144.93
IncomeNetProfit_sq,,71.13,40.05,-43.54,1.66,18.30,52.95,-13.40,5.24,-23.06,24.25,-5.18,-12.14,-44.77,18.18,24.74,-25.16,59.34,1.94,-40.89,-7.94,45.56,4.54,-18.41,27.76,32.07,15.08,-43.90,52.22,96.23,-6.85,-34.98,37.55,-21.42,41.93,-29.52,27.89,-20.90
IncomeShareholderNetProfit,182000,4009000,3654000,843000,872000,2576000,3940000,1745000,1182000,2859000,3943000,5392000,747000,3718000,4570000,1482000,1027000,3865000,4514000,1455000,1507000,2036000,3262000,73000,848000,1896000,4757000,-468000,1054000,2861000,2665000,731000,64000,2200000,4325000,-371000,1380000,3380000
IncomeShareholderNetProfit_yy,,,,,379.12,-35.74,7.83,107.00,35.55,10.99,0.08,209.00,-36.80,30.05,15.90,-72.51,37.48,3.95,-1.23,-1.82,46.74,-47.32,-27.74,-94.98,-43.73,-6.88,45.83,-741.10,24.29,50.90,-43.98,256.20,-93.93,-23.10,62.29,-150.75,2056.25,53.64
IncomeShareholderNetProfit_sy,,,,,58.15,-23.30,29.68,66.78,46.46,5.38,-2.58,36.43,-27.81,-11.23,-20.82,-26.80,-23.78,51.20,48.83,15.13,18.36,6.08,2.78,5.34,-12.57,-3.02,23.33,6.05,9.51,36.74,12.40,13.33,41.01,7.36,9.12,21.49,12.43,29.49
IncomeShareholderNetProfit_qq,,2102.75,-8.86,-76.93,3.44,195.41,52.95,-55.71,-32.26,141.88,37.92,36.75,-86.15,397.72,22.92,-67.57,-30.70,276.34,16.79,-67.77,3.57,35.10,60.22,-97.76,1061.64,123.58,150.90,-109.84,325.21,171.44,-6.85,-72.57,-91.24,3337.50,96.59,-108.58,471.97,144.93
IncomeShareholderNetProfit_sq,,65.18,49.14,-43.44,1.73,18.30,66.58,-13.40,3.47,-23.52,25.32,-5.93,-19.61,-45.90,18.18,25.48,-30.70,59.33,7.72,-41.78,-8.52,45.56,5.19,-19.60,27.76,32.07,15.45,-34.79,55.37,91.05,-6.85,-36.14,35.69,-18.72,41.93,-34.04,23.20,-22.37
BalanceNoncurrentAssets,12326000,12642000,,12486000,12765000,13830000,,14146000,14104000,14326000,,19646000,19854000,19469000,19301000,19120000,18745000,19321000,18999000,18601000,18173000,18355000,18034000,16848000,16849000,16490000,16321000,14393000,14573000,14213000,14095000,13890000,13804000,13439000,13311000,13195000,13650000,13185000
BalanceNoncurrentAssets_yy,,,,,3.56,9.40,,13.29,10.49,3.59,,38.88,40.77,35.90,,-2.68,-5.59,-0.76,-1.56,-2.71,-3.05,-5.00,-5.08,-9.42,-7.29,-10.16,-9.50,-14.57,-13.51,-13.81,-13.64,-3.49,-5.28,-5.45,-5.56,-5.00,-1.12,-1.89
BalanceNoncurrentAssets_sy,,,,,-1.63,-1.46,,2.33,7.37,5.14,,8.76,7.78,5.35,,-0.82,-1.19,-1.32,-1.87,0.59,-0.06,-3.12,0.92,2.22,1.70,4.94,3.21,7.30,5.74,4.72,5.26,2.70,1.08,0.39,1.56,2.25,0.48,0.48
BalanceNoncurrentAssets_qq,,2.56,-100.00,,2.23,8.34,-100.00,,-0.30,1.57,-100.00,,1.06,-1.94,-0.86,-0.94,-1.96,3.07,-1.67,-2.09,-2.30,1.00,-1.75,-6.58,0.01,-2.13,-1.02,-11.81,1.25,-2.47,-0.83,-1.45,-0.62,-2.64,-0.95,-0.87,3.45,-3.41
