,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeGrossProfit,3664000,2150000,-1226000,2988000,6247000,9346000,5547000,9726000,7226000,6881000,8248000,8465000,9592000,2893000,5055000,2845000,1791000,4361000,4619000,2835000,2747000,4566000,5709000,2358000,3471000,-415000,1463000,787000,2515000,2490000,-1620000,2089000,1795000,1074000,1669000,2138000,2058000,2462000,-613000,-484000
IncomeGrossProfit_yy,,,,,70.50,334.70,552.45,225.50,15.67,-26.37,48.69,-12.97,32.74,-57.96,-38.71,-66.39,-81.33,50.74,-8.63,-0.35,53.38,4.70,23.60,-16.83,26.36,-109.09,-74.37,-66.62,-27.54,700.00,-210.73,165.44,-28.63,-56.87,203.02,2.35,14.65,129.24,-136.73,-122.64
IncomeGrossProfit_sy,,,,,70.50,228.32,231.90,186.20,15.67,-7.51,48.69,27.24,57.51,-57.96,-24.17,-66.39,-41.74,33.80,-8.63,4.76,51.02,4.70,22.99,21.62,35.78,-50.14,14.00,-18.94,-16.84,118.73,-13.08,37.80,-2.43,1.98,28.37,28.50,-2.98,-36.12,-13.62,-17.56
IncomeGrossProfit_qq,,-41.32,-157.02,343.72,109.07,49.61,-40.65,75.34,-25.70,-4.77,19.87,2.63,13.31,-69.84,74.73,-43.72,-37.05,143.50,5.92,-38.62,-3.10,66.22,25.03,-58.70,47.20,-111.96,452.53,-46.21,219.57,-0.99,-165.06,228.95,-14.07,-40.17,55.40,28.10,-3.74,19.63,-124.90,21.04
IncomeGrossProfit_sq,,-28.85,-37.20,36.32,87.44,49.61,-36.28,5.89,-13.56,-4.77,19.87,2.63,-43.12,-31.81,27.23,-43.72,1.43,69.53,5.92,-22.42,18.50,59.29,0.18,-25.80,22.10,-25.61,47.48,-16.94,15.40,16.67,-31.12,3.42,12.32,-8.18,-4.48,8.56,-0.36,-7.96,0.25,-8.43
IncomeOtherOperatingIncome,165000,-92000,2000,0,8000,112000,44000,92000,71000,247000,48000,76000,4480000,-99000,185000,149000,117000,329000,255000,413000,-218000,550000,227000,370000,127000,481000,41000,283000,215000,877000,35000,333000,209000,558000,186000,312000,395000,733000,208000,362000
IncomeOtherOperatingIncome_yy,,,,,-95.15,221.74,2100.00,,787.50,120.54,9.09,-17.39,6209.86,-140.08,285.42,96.05,-97.39,432.32,37.84,177.18,-286.32,67.17,-10.98,-10.41,158.26,-12.55,-81.94,-23.51,69.29,82.33,-14.63,17.67,-2.79,-36.37,431.43,-6.31,89.00,31.36,11.83,16.03
IncomeOtherOperatingIncome_sy,,,,,-74.43,49.72,47.74,,77.60,100.58,97.77,-192.13,157.45,-257.77,285.42,96.05,-96.69,146.79,-67.35,100.00,8.61,-23.48,-84.13,-45.36,-39.43,-79.46,86.40,-43.72,18.59,136.78,-60.52,17.84,-28.83,-74.64,47.76,-20.88,40.38,86.24,-9.71,153.02
IncomeOtherOperatingIncome_qq,,-155.76,102.17,-100.00,,1300.00,-60.71,109.09,-22.83,247.89,-80.57,58.33,5794.74,-102.21,286.87,-19.46,-21.48,181.20,-22.49,61.96,-152.78,352.29,-58.73,63.00,-65.68,278.74,-91.48,590.24,-24.03,307.91,-96.01,851.43,-37.24,166.99,-66.67,67.74,26.60,85.57,-71.62,74.04
IncomeOtherOperatingIncome_sq,,-100.59,102.17,-44.73,,86.92,-41.27,21.79,7.80,171.06,-23.78,-158.74,486.22,-191.95,286.87,-113.79,47.43,181.20,-35.38,-48.31,-26.54,167.09,-44.22,89.42,-55.10,-63.28,101.66,-24.02,84.09,206.18,-73.82,166.41,-7.40,37.08,23.53,9.33,50.63,89.34,-72.63,400.00
IncomeOtherOperatingCosts,8000,1478000,312000,168000,159000,814000,42000,189000,50000,1065000,49000,120000,74000,969000,189000,373000,249000,262000,332000,712000,21000,671000,176000,366000,472000,1105000,58000,332000,186000,914000,85000,216000,197000,550000,108000,689000,1514000,1003000,96000,428000
IncomeOtherOperatingCosts_yy,,,,,1887.50,-44.93,-86.54,12.50,-68.55,30.84,16.67,-36.51,48.00,-9.01,285.71,210.83,236.49,-72.96,75.66,90.88,-91.57,156.11,-46.99,-48.60,2147.62,64.68,-67.05,-9.29,-60.59,-17.29,46.55,-34.94,5.91,-39.82,27.06,218.98,668.53,82.36,-11.11,-37.88
IncomeOtherOperatingCosts_sy,,,,,151.72,-91.02,-72.44,-43.75,-37.64,69.83,34.52,31.74,-3.12,-63.50,285.71,647.64,-74.19,-72.96,27.62,-74.93,-31.63,-44.61,-29.48,83.58,30.96,-60.70,-63.03,9.35,-10.91,20.31,-56.36,-34.94,5.91,-39.82,9.33,166.64,-14.44,-43.21,-24.92,-51.57
IncomeOtherOperatingCosts_qq,,18375.00,-78.89,-46.15,-5.36,411.95,-94.84,350.00,-73.54,2030.00,-95.40,144.90,-38.33,1209.46,-80.50,97.35,-33.24,5.22,26.72,114.46,-97.05,3095.24,-73.77,107.95,28.96,134.11,-94.75,472.41,-43.98,391.40,-90.70,154.12,-8.80,179.19,-80.36,537.96,119.74,-33.75,-90.43,345.83
IncomeOtherOperatingCosts_sq,,15353.86,-78.89,-46.15,5.57,184.20,-92.44,165.06,62.75,406.22,-94.25,25.00,-51.48,222.58,-80.50,163.09,-33.24,321.36,-27.65,-15.78,-67.01,309.90,-56.66,107.95,-55.09,16.29,-37.62,4.48,-72.86,146.61,-65.77,96.63,-36.96,179.19,-28.80,131.86,-32.30,-33.75,-80.85,-59.69
IncomeEBIT,3821000,580000,-1536000,2820000,6096000,8644000,5549000,9629000,7247000,6063000,8247000,8421000,13998000,1825000,5051000,2621000,1659000,4428000,4542000,2536000,2508000,4445000,5760000,2362000,3126000,-1039000,1446000,738000,2544000,2453000,-1670000,2206000,1807000,1082000,1747000,1761000,939000,2192000,-501000,-550000
IncomeEBIT_yy,,,,,59.54,1390.34,461.26,241.45,18.88,-29.86,48.62,-12.55,93.16,-69.90,-38.75,-68.88,-88.15,142.63,-10.08,-3.24,51.18,0.38,26.82,-6.86,24.64,-123.37,-74.90,-68.76,-18.62,336.09,-215.49,198.92,-28.97,-55.89,204.61,-20.17,-48.04,102.59,-128.68,-131.23
IncomeEBIT_sy,,,,,47.46,126.17,157.67,186.42,18.88,-29.86,48.62,24.85,66.18,-63.11,-29.55,-68.88,-88.15,75.66,-10.08,-3.24,55.29,0.38,37.30,8.14,35.17,-59.52,17.56,-23.00,-12.42,136.50,-12.82,4.40,-1.91,-24.92,22.55,28.80,-0.86,3.80,-13.55,-18.77
IncomeEBIT_qq,,-84.82,-364.83,283.59,116.17,41.80,-35.81,73.53,-24.74,-16.34,36.02,2.11,66.23,-86.96,176.77,-48.11,-36.70,166.91,2.57,-44.17,-1.10,77.23,29.58,-58.99,32.35,-133.24,239.17,-48.96,244.72,-3.58,-168.08,232.10,-18.09,-40.12,61.46,0.80,-46.68,133.44,-122.86,-9.78
IncomeEBIT_sq,,-153.55,29.63,30.16,52.40,41.80,-15.40,5.34,-18.50,-23.55,102.76,-12.20,-19.72,-86.96,65.07,-48.11,-6.81,72.76,2.57,-21.23,18.36,56.36,11.73,-27.54,40.43,-79.22,86.94,-15.00,6.48,9.70,-32.07,-5.65,16.23,-10.10,-2.81,-4.90,11.22,-7.08,-12.12,-10.52
IncomeFinanceIncome,651000,990000,571000,439000,356000,616000,423000,1201000,-135000,510000,889000,688000,2199000,973000,815000,1214000,800000,1150000,1057000,880000,498000,838000,471000,405000,470000,679000,500000,101000,449000,331000,393000,558000,-309000,822000,226000,191000,166000,435000,591000,483000
IncomeFinanceIncome_yy,,,,,-45.31,-37.78,-25.92,173.58,-137.92,-17.21,110.17,-42.71,1728.89,90.78,-8.32,76.45,-63.62,18.19,29.69,-27.51,-37.75,-27.13,-55.44,-53.98,-5.62,-18.97,6.16,-75.06,-4.47,-51.25,-21.40,452.48,-168.82,148.34,-42.49,-65.77,153.72,-47.08,161.50,152.88
IncomeFinanceIncome_sy,,,,,-45.31,99.97,-17.29,66.53,-58.62,14.36,9.77,8.57,150.75,-29.69,20.66,76.45,45.45,18.19,8.75,-27.51,-37.75,-27.13,-26.62,17.26,7.58,-8.48,-13.02,-71.91,-14.66,-14.31,-16.52,103.50,-21.43,28.04,2.58,-59.28,130.42,-42.05,16.34,76.70
IncomeFinanceIncome_qq,,52.07,-42.32,-23.12,-18.91,73.03,-31.33,183.92,-111.24,477.78,74.31,-22.61,219.62,-55.75,-16.24,48.96,-34.10,43.75,-8.09,-16.75,-43.41,68.27,-43.79,-14.01,16.05,44.47,-26.36,-79.80,344.55,-26.28,18.73,41.98,-155.38,366.02,-72.51,-15.49,-13.09,162.05,35.86,-18.27
IncomeFinanceIncome_sq,,3.80,-6.12,27.84,-31.87,73.03,-31.33,140.52,-56.41,99.23,0.23,-8.94,10.53,-43.72,7.44,-2.50,-14.97,5.53,-8.09,-16.17,-41.66,39.78,0.21,47.78,-34.92,41.03,-7.59,-30.39,42.04,7.14,12.05,62.58,-43.87,69.88,-23.54,-15.92,37.33,10.38,44.00,-1.22
IncomeFinanceCosts,538000,-105000,240000,294000,867000,553000,1395000,1494000,-308000,2258000,906000,859000,653000,1171000,3167000,917000,1531000,2230000,1220000,766000,326000,554000,1314000,765000,1133000,730000,724000,162000,1191000,587000,754000,71000,434000,778000,1347000,540000,137000,1177000,513000,683000
IncomeFinanceCosts_yy,,,,,61.15,626.67,481.25,408.16,-135.52,308.32,-35.05,-42.50,312.01,-48.14,249.56,6.75,134.46,90.44,-61.48,-16.47,-78.71,-75.16,7.70,-0.13,247.55,31.77,-44.90,-78.82,5.12,-19.59,4.14,-56.17,-63.56,32.54,78.65,660.56,-68.43,51.29,-61.92,26.48
IncomeFinanceCosts_sy,,,,,-16.27,109.87,277.69,134.19,9.46,88.41,-2.74,-42.50,196.87,98.13,249.56,944.32,134.46,90.44,-29.67,-72.09,-58.41,-70.90,-12.29,-26.62,223.78,67.00,10.50,-38.43,-9.07,-19.59,4.14,26.12,40.00,-17.60,45.46,-32.19,23.25,56.20,-50.78,
IncomeFinanceCosts_qq,,-119.52,328.57,22.50,194.90,-36.22,152.26,7.10,-120.62,833.12,-59.88,-5.19,-23.98,79.33,170.45,-71.05,66.96,45.66,-45.29,-37.21,-57.44,69.94,137.18,-41.78,48.10,-35.57,-0.82,-77.62,635.19,-50.71,28.45,-90.58,511.27,79.26,73.14,-59.91,-74.63,759.12,-56.41,33.14
IncomeFinanceCosts_sq,,-119.52,100.02,38.92,81.04,26.05,100.00,-0.53,-25.64,-23.19,-12.54,-5.19,91.06,75.94,150.00,-13.80,-42.42,23.06,-25.41,-47.68,-57.44,39.44,7.99,1.02,-8.32,113.63,-39.74,-25.00,-0.41,,6.06,-41.69,-45.83,7.71,30.36,-7.54,-10.76,225.98,-27.36,-3.80
IncomeOtherIncome,-235000,136000,-463000,245000,-588000,-74000,-143000,-1011000,-209000,-744000,-661000,234000,-1994000,477000,331000,-909000,-100000,1819000,-500000,-847000,-417000,-451000,-105000,-282000,-548000,-200000,-309000,2000,324000,-457000,152000,-132000,80000,144000,287000,247000,371000,-1698000,-627000,-479000
IncomeOtherIncome_yy,,,,,-150.21,-154.41,69.11,-512.65,64.46,-905.41,-362.24,123.15,-854.07,164.11,150.08,-488.46,94.98,281.34,-251.06,6.82,-317.00,-124.79,79.00,66.71,-31.41,55.65,-194.29,100.71,159.12,-128.50,149.19,-6700.00,-75.31,131.51,88.82,287.12,363.75,-1279.17,-318.47,-293.93
IncomeOtherIncome_sy,,,,,-46.55,78.59,710.04,-323.83,-1.43,-45.92,48.88,153.93,-700.00,62.00,71.60,-302.15,647.49,68.90,-36.67,199.29,56.81,-6.53,-40.23,38.36,-88.37,24.47,98.88,-19.87,40.00,-89.65,44.07,94.25,100.00,108.85,33.84,-19.05,95.33,-100.00,-75.05,46.86
IncomeOtherIncome_qq,,157.87,-440.44,152.92,-340.00,87.41,-93.24,-606.99,79.33,-255.98,11.16,135.40,-952.14,123.92,-30.61,-374.62,89.00,1919.00,-127.49,-69.40,50.77,-8.15,76.72,-168.57,-94.33,63.50,-54.50,100.65,16100.00,-241.05,133.26,-186.84,160.61,80.00,99.31,-13.94,50.20,-557.68,63.07,23.60
IncomeOtherIncome_sq,,-380.62,-250.00,152.92,-143.89,-62.11,-59.14,-126.88,89.66,-177.67,250.36,54.34,-526.08,2661.96,100.63,-244.26,61.49,109.64,4.37,2.30,-3.37,-9.58,0.75,-90.38,-50.88,63.50,91.16,-111.31,84.90,-82.84,116.70,-65.26,-15.22,16.92,20.95,-13.94,82.35,-83.06,1.06,23.60
IncomeNetGrossProfit,3699000,1811000,-1668000,3210000,4997000,8633000,4434000,8325000,7211000,3571000,7569000,8484000,13550000,2104000,3030000,2009000,828000,5167000,3879000,1803000,2263000,4278000,4812000,1720000,1915000,-1290000,913000,679000,2126000,1740000,-1879000,2561000,1144000,1270000,913000,1659000,1339000,-248000,-1050000,-1229000
IncomeNetGrossProfit_yy,,,,,35.09,376.70,365.83,159.35,44.31,-58.64,70.70,1.91,87.91,-41.08,-59.97,-76.32,-93.89,145.58,28.02,-10.25,173.31,-17.21,24.05,-4.60,-15.38,-130.15,-81.03,-60.52,11.02,234.88,-305.81,277.17,-46.19,-27.01,148.59,-35.22,17.05,-119.53,-215.01,-174.08
IncomeNetGrossProfit_sy,,,,,33.38,240.72,294.65,51.28,44.31,-21.46,46.52,100.77,83.00,-60.08,-22.80,-76.32,-28.38,68.99,24.73,68.54,93.87,36.71,33.98,9.52,14.45,-57.14,-10.21,-22.00,-4.09,99.57,-33.63,8.94,0.58,7.48,1.34,1.72,17.20,-19.48,-12.39,76.46
IncomeNetGrossProfit_qq,,-51.04,-192.10,292.45,55.67,72.76,-48.64,87.75,-13.38,-50.48,111.96,12.09,59.71,-84.47,44.01,-33.70,-58.79,524.03,-24.93,-53.52,25.51,89.04,12.48,-64.26,11.34,-167.36,170.78,-25.63,213.11,-18.16,-207.99,236.30,-55.33,11.01,-28.11,81.71,-19.29,-118.52,-323.39,-17.05
IncomeNetGrossProfit_sq,,-983.30,88.49,100.92,53.94,72.76,-48.64,10.65,67.04,-50.48,114.56,12.09,-20.48,-31.79,44.01,-33.70,-0.31,35.26,-24.93,-20.86,3.02,39.53,27.66,-12.02,7.75,-42.63,113.78,-12.76,2.70,3.28,-34.71,2.22,32.96,18.70,-21.18,-5.72,26.10,-30.36,-12.88,-17.05
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,3699000,1811000,-1668000,3210000,4997000,8633000,4434000,8325000,7211000,3571000,7569000,8484000,13550000,2104000,3030000,2009000,828000,5167000,3879000,1803000,2263000,4278000,4812000,1720000,1915000,-1290000,913000,679000,2126000,1740000,-1879000,2561000,1144000,1270000,913000,1659000,1339000,-248000,-1050000,-1229000
IncomeBeforeTaxProfit_yy,,,,,35.09,376.70,365.83,159.35,44.31,-58.64,70.70,1.91,87.91,-41.08,-59.97,-76.32,-93.89,145.58,28.02,-10.25,173.31,-17.21,24.05,-4.60,-15.38,-130.15,-81.03,-60.52,11.02,234.88,-305.81,277.17,-46.19,-27.01,148.59,-35.22,17.05,-119.53,-215.01,-174.08
IncomeBeforeTaxProfit_sy,,,,,33.38,240.72,294.65,51.28,44.31,-21.46,46.52,100.77,83.00,-60.08,-22.80,-76.32,-28.38,68.99,24.73,68.54,93.87,36.71,33.98,9.52,14.45,-57.14,-10.21,-22.00,-4.09,99.57,-33.63,8.94,0.58,7.48,1.34,1.72,17.20,-19.48,-12.39,76.46
IncomeBeforeTaxProfit_qq,,-51.04,-192.10,292.45,55.67,72.76,-48.64,87.75,-13.38,-50.48,111.96,12.09,59.71,-84.47,44.01,-33.70,-58.79,524.03,-24.93,-53.52,25.51,89.04,12.48,-64.26,11.34,-167.36,170.78,-25.63,213.11,-18.16,-207.99,236.30,-55.33,11.01,-28.11,81.71,-19.29,-118.52,-323.39,-17.05
IncomeBeforeTaxProfit_sq,,-983.30,88.49,100.92,53.94,72.76,-48.64,10.65,67.04,-50.48,114.56,12.09,-20.48,-31.79,44.01,-33.70,-0.31,35.26,-24.93,-20.86,3.02,39.53,27.66,-12.02,7.75,-42.63,113.78,-12.76,2.70,3.28,-34.71,2.22,32.96,18.70,-21.18,-5.72,26.10,-30.36,-12.88,-17.05
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,3121000,1351000,-1938000,2674000,4109000,6763000,3576000,6536000,5626000,2681000,6063000,6704000,11751000,1600000,2833000,2030000,561000,4462000,3212000,1149000,1724000,3285000,3780000,1269000,1238000,-994000,128000,551000,1869000,1432000,-2181000,2653000,931000,962000,519000,1424000,883000,-368000,-865000,-1039000
IncomeNetProfit_yy,,,,,31.66,400.59,284.52,144.43,36.92,-60.36,69.55,2.57,108.87,-40.32,-53.27,-69.72,-95.23,178.88,13.38,-43.40,207.31,-26.38,17.68,10.44,-28.19,-130.26,-96.61,-56.58,50.97,244.06,-1803.91,381.49,-50.19,-32.82,123.80,-46.32,-5.16,-138.25,-266.67,-172.96
IncomeNetProfit_sy,,,,,46.12,241.30,245.55,47.18,36.92,-6.83,45.07,100.61,71.60,-62.11,-13.17,-69.72,-32.00,71.17,13.38,68.61,92.54,42.18,54.32,11.64,6.92,-58.25,-14.08,-17.78,-2.92,126.82,-34.82,11.16,-2.37,-21.34,17.97,-3.46,18.89,-52.28,-12.54,88.60
IncomeNetProfit_qq,,-56.71,-243.45,237.98,53.66,64.59,-47.12,82.77,-13.92,-52.35,126.15,10.57,75.28,-86.38,77.06,-28.34,-72.36,695.37,-28.01,-64.23,50.04,90.55,15.07,-66.43,-2.44,-180.29,112.88,330.47,239.20,-23.38,-252.30,221.64,-64.91,3.33,-46.05,174.37,-37.99,-141.68,-135.05,-20.12
IncomeNetProfit_sq,,-366.99,86.03,93.88,49.84,64.59,-47.12,4.54,69.07,-52.35,126.15,6.88,-17.69,-35.60,77.06,-28.34,-1.06,23.59,-27.27,-11.32,4.59,50.27,23.42,-25.66,5.08,-51.14,110.53,-2.76,6.46,12.25,-25.18,-16.98,13.50,27.94,-24.85,1.38,30.08,-47.17,35.13,-11.65
IncomeShareholderNetProfit,3121000,1351000,-1211000,2732000,3953000,6282000,3449000,6338000,5483000,2732000,5853000,6129000,11345000,1160000,2588000,1818000,419000,4229000,3109000,772000,1469000,3016000,3672000,1319000,936000,-1304000,125000,533000,1869000,1376000,-1857000,2255000,889000,176000,558000,1402000,867000,-1176000,-824000,-1049000
IncomeShareholderNetProfit_yy,,,,,26.66,364.99,384.81,131.99,38.70,-56.51,69.70,-3.30,106.91,-57.54,-55.78,-70.34,-96.31,264.57,20.13,-57.54,250.60,-28.68,18.11,70.85,-36.28,-143.24,-96.60,-59.59,99.68,205.52,-1585.60,323.08,-52.43,-87.21,130.05,-37.83,-2.47,-768.18,-247.67,-174.82
IncomeShareholderNetProfit_sy,,,,,43.05,241.30,296.63,59.80,38.70,-7.41,44.88,102.07,71.43,-62.11,-13.98,-70.34,-32.60,71.17,20.13,68.61,92.66,34.17,54.54,16.60,6.90,-58.25,-14.12,10.08,-2.41,126.82,-34.78,6.20,-2.37,-26.02,17.94,-3.48,18.87,-45.10,-12.54,88.69
IncomeShareholderNetProfit_qq,,-56.71,-189.64,325.60,44.69,58.92,-45.10,83.76,-13.49,-50.17,114.24,4.72,85.10,-89.78,123.10,-29.75,-76.95,909.31,-26.48,-75.17,90.28,105.31,21.75,-64.08,-29.04,-239.32,109.59,326.40,250.66,-26.38,-234.96,221.43,-60.58,-80.20,217.05,151.25,-38.16,-235.64,29.93,-27.31
IncomeShareholderNetProfit_sq,,-366.99,86.03,95.78,45.98,58.92,-45.10,4.54,69.07,-50.17,114.24,4.72,-17.69,-35.69,106.50,-29.75,-1.06,23.40,-26.48,-11.40,4.59,57.76,26.70,-35.45,-3.22,-45.44,109.59,-2.76,6.52,12.25,-22.35,-19.16,13.49,18.28,-4.54,1.38,24.58,-47.17,31.54,-11.65
BalanceNoncurrentAssets,,3001000,,2935000,,3173000,6728000,6572000,,6790000,7507000,6536000,,8230000,9060000,12714000,11425000,12984000,14710000,14501000,13620000,13715000,12396000,11517000,10994000,11447000,10884000,13930000,11025000,11556000,17122000,10615000,10879000,10834000,16648000,7897000,7208000,10429000,9923000,11205000
BalanceNoncurrentAssets_yy,,,,,,5.73,,123.92,,113.99,11.58,-0.55,,21.21,20.69,94.52,,57.76,62.36,14.06,19.21,5.63,-15.73,-20.58,-19.28,-16.54,-12.20,20.95,0.28,0.95,57.31,-23.80,-1.32,-6.25,-2.77,-25.61,-33.74,-3.74,-40.40,41.89
BalanceNoncurrentAssets_sy,,,,,,5.73,,22.29,,67.58,43.07,34.40,,5.22,20.69,13.73,,14.51,8.60,-3.32,-15.14,5.63,-16.37,-12.54,-2.56,-13.35,0.58,6.42,1.38,10.87,26.06,4.99,4.32,0.04,-1.50,-21.20,-16.94,-9.92,-18.28,-22.73
BalanceNoncurrentAssets_qq,,,-100.00,,-100.00,,112.04,-2.32,-100.00,,10.56,-12.93,-100.00,,10.09,40.33,-10.14,13.65,13.29,-1.42,-6.08,0.70,-9.62,-7.09,-4.54,4.12,-4.92,27.99,-20.85,4.82,48.17,-38.00,2.49,-0.41,53.66,-52.56,-8.72,44.69,-4.85,12.92
BalanceNoncurrentAssets_sq,,,-5.39,,-100.00,,-3.12,4.35,-5.24,,8.78,-0.48,-11.45,,3.35,12.35,-3.47,-1.20,-0.48,-1.77,-2.82,0.50,-4.66,-0.61,0.12,1.72,-0.22,1.08,0.08,3.42,0.28,-0.90,-0.16,0.56,-0.24,0.10,-0.40,-5.20,-4.70,-0.37
BalanceIntangibleAssets,,1318000,,1339000,,1486000,1514000,1580000,,1860000,2268000,2066000,,2268000,2192000,2353000,2954000,3067000,2978000,3089000,3021000,3101000,2934000,2849000,2707000,2752000,2640000,2396000,2344000,3156000,2915000,2706000,2630000,2859000,2850000,2388000,2172000,2353000,2159000,1971000
BalanceIntangibleAssets_yy,,,,,,12.75,,18.00,,25.17,49.80,30.76,,21.94,-3.35,13.89,,35.23,35.86,31.28,2.27,1.11,-1.48,-7.77,-10.39,-11.25,-10.02,-15.90,-13.41,14.68,10.42,12.94,12.20,-9.41,-2.23,-11.75,-17.41,-17.70,-24.25,-17.46
