,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses,,71000,74000,53107000,-53027000,81000,,,,,0,0,789000,122000,170000,194000,365000,164000,211000,151000,168000,225000,219000,25000,-245000,19000,65000,7000,-50000,20000,47000,45000,24000,69000,479000
IncomeDistributionExpenses_yy,,,,,,14.08,-100.00,-100.00,100.00,-100.00,,,,,,,-53.78,34.67,24.67,-22.26,-53.83,37.24,3.42,-83.30,-245.32,-91.72,-70.43,-72.53,79.56,6.87,-27.47,555.54,147.97,246.20,920.29
IncomeDistributionExpenses_sy,,,,,,10.25,29.20,22.39,26.62,7.82,,,,,,,-20.60,-7.07,-0.31,5.18,-5.34,8.26,-0.86,5.00,10.34,12.87,-2.48,8.47,5.08,2.76,8.69,2.18,1.34,-2.79,5.08
IncomeDistributionExpenses_qq,,,4.23,71666.22,-199.85,100.15,-100.00,,,,,,,-84.56,39.19,14.21,88.24,-55.00,28.85,-28.78,11.79,33.78,-2.90,-88.50,-1072.65,107.62,246.67,-89.32,-823.81,139.87,135.30,-3.45,-47.03,187.71,593.44
IncomeDistributionExpenses_sq,,,4.23,7.65,18.88,-19.91,14.69,,,,,,,-31.64,10.83,-5.48,7.13,-23.08,12.48,-9.02,9.28,-9.54,16.92,-1.56,17.34,-5.10,-3.52,7.40,0.24,-7.64,11.50,-4.77,-6.71,-11.33,10.25
IncomeAdministrativExpenses,762000,865000,1065000,-1731000,3711000,1017000,1067000,1408000,1733000,1903000,1116000,1547000,1931000,1814000,1664000,1793000,2737000,1815000,1753000,1844000,1930000,1454000,1750000,1464000,1604000,1006000,1682000,548000,660000,998000,1103000,811000,1349000,1273000,758000
IncomeAdministrativExpenses_yy,,,,,387.01,17.57,0.19,181.34,-53.30,87.12,4.59,9.87,11.43,-4.65,49.15,15.91,41.75,0.05,5.32,2.83,-29.49,-19.90,-0.18,-20.58,-16.90,-30.80,-3.89,-62.57,-58.84,-0.77,-34.41,47.96,104.34,27.49,-31.26
IncomeAdministrativExpenses_sy,,,,,-3.98,0.45,0.19,5.62,-6.50,9.20,1.33,-1.94,-5.57,-5.38,-11.65,-1.82,7.34,-3.46,0.31,-0.87,1.59,-0.46,1.06,1.66,5.37,4.76,3.49,2.13,-4.09,3.11,-0.09,4.20,6.74,2.94,6.37
IncomeAdministrativExpenses_qq,,13.52,23.12,-262.54,314.38,-72.59,4.92,31.96,23.08,9.81,-41.36,38.62,24.82,-6.04,-8.27,7.73,52.65,-33.68,-3.43,5.18,4.68,-24.66,20.34,-16.31,9.53,-37.27,67.14,-67.41,20.43,51.25,10.47,-26.47,66.32,-5.63,-40.44
IncomeAdministrativExpenses_sq,,-10.23,8.01,-5.44,18.94,-16.11,8.28,-9.63,10.64,-4.01,0.10,-15.74,10.70,-8.59,0.30,-2.89,13.80,-9.77,1.30,-3.87,14.48,-11.68,13.36,-7.51,15.45,-8.33,1.15,-1.48,15.55,-5.45,4.94,-5.72,17.26,-5.63,6.22
IncomeGrossProfit,-2920000,3243000,2392000,3280000,4704000,2194000,2322000,1327000,9494000,1476000,680000,789000,1456000,244000,4460000,-3186000,2764000,-1912000,-3064000,-15567000,17839000,3236000,-540000,-1562000,4273000,-400000,-906000,-430000,136000,-474000,-604000,-355000,-643000,-1008000,1550000
IncomeGrossProfit_yy,,,,,261.10,-32.35,-2.93,-59.54,101.83,-32.73,-70.71,-40.54,-84.66,-83.45,555.89,-503.86,89.86,-882.99,-168.71,-388.55,545.31,269.21,82.38,89.97,-76.05,-112.37,-67.70,72.48,-96.81,-18.31,33.33,17.35,-571.38,-112.96,356.72
IncomeGrossProfit_sy,,,,,-5.16,-17.85,-22.15,-9.19,10.93,50.58,-35.80,-29.08,-50.24,-75.73,52.98,11.62,68.31,56.25,28.54,5.13,30.82,28.11,50.22,25.07,-2.67,2.28,13.70,-14.13,-47.79,-1.95,2.23,-33.12,-9.30,-23.83,-10.35
IncomeGrossProfit_qq,,211.06,-26.24,37.12,43.41,-53.36,5.83,-42.85,615.45,-84.45,-53.93,16.03,84.54,-83.23,1726.25,-171.44,186.75,-169.17,-60.25,-408.01,214.59,-81.86,-116.69,-189.21,373.56,-109.37,-126.29,52.54,131.73,-447.20,-27.53,41.17,-80.95,-56.86,253.73
IncomeGrossProfit_sq,,-62.01,154.96,5.46,12.98,-65.19,51.22,18.96,2.08,-67.64,15.00,13.24,-39.40,-20.64,52.08,34.62,1.93,-62.02,49.71,9.48,24.91,-49.46,36.38,14.80,6.10,-47.97,23.26,34.54,-17.81,7.76,20.28,-12.66,-8.84,-28.36,15.96
IncomeOtherOperatingIncome,939000,421000,60000,998000,5058000,289000,7174000,404000,4434000,362000,787000,-147000,-267000,183000,1760000,2665000,1520000,363000,1395000,28445000,-208000,778000,11295000,484000,1374000,2553000,4943000,1122000,1095000,4032000,281000,596000,-830000,294000,61000
IncomeOtherOperatingIncome_yy,,,,,438.66,-31.35,11856.67,-59.52,-12.34,25.26,-89.03,-136.39,-106.02,-49.31,123.66,1912.90,669.43,97.86,-20.74,967.38,-113.69,114.27,709.63,-98.30,759.78,228.18,-56.24,131.71,-20.25,57.96,-94.32,-46.88,-175.81,-92.70,-78.11
IncomeOtherOperatingIncome_sy,,,,,21.74,81.36,71.93,44.56,-37.46,-27.67,-21.70,61.53,5.88,14.56,-7.08,-35.00,6.37,-24.50,-15.38,-6.41,-31.46,-26.92,69.84,7.70,8.85,33.02,3.13,0.56,-8.66,-3.75,-10.63,22.22,-0.80,8.03,21.13
IncomeOtherOperatingIncome_qq,,-55.17,-85.75,1563.33,406.81,-94.29,2382.35,-94.37,997.52,-91.84,117.40,-118.68,-81.63,168.72,859.31,51.40,-42.95,-76.12,284.27,1938.97,-100.73,473.66,1351.98,-95.71,183.74,85.86,93.62,-77.31,-2.34,268.13,-93.03,112.08,-239.37,135.44,-79.11
IncomeOtherOperatingIncome_sq,,-48.10,-31.83,64.95,239.12,-12.01,-17.88,-3.90,58.14,-22.90,42.22,11.76,36.24,20.41,3.39,-10.46,102.76,-70.72,17.90,4.36,137.19,-61.76,90.44,-33.92,110.76,-61.16,66.24,-50.31,125.10,-54.52,9.22,-7.37,20.44,-39.53,-15.38
IncomeOtherOperatingCosts,589000,208000,80000,768000,5144000,268000,6132000,198000,6968000,630000,651000,-420000,763000,413000,2179000,469000,547000,217000,2357000,20694000,6761000,345000,71000,817000,4585000,223000,28889000,412000,2463000,1399000,184000,249000,755000,169000,-77000
IncomeOtherOperatingCosts_yy,,,,,773.34,28.85,7565.00,-74.22,35.46,135.07,-89.38,-312.12,-89.05,-34.37,234.72,211.75,-28.26,-47.63,8.16,4309.13,1135.14,59.24,-97.00,-96.05,-32.18,-35.22,40726.82,-49.58,-46.28,526.26,-99.36,-39.55,-69.35,-87.93,-142.12
IncomeOtherOperatingCosts_sy,,,,,51.37,56.32,30.10,28.84,29.00,81.04,95.27,90.86,56.46,-18.51,-59.88,-29.70,10.42,0.15,3.16,-1.30,-35.78,-34.38,-5.82,-32.61,-8.13,41.53,31.50,-31.34,9.49,-8.56,-37.90,13.90,29.14,8.42,39.83
IncomeOtherOperatingCosts_qq,,-64.69,-61.54,860.00,569.79,-94.79,2188.06,-96.77,3419.19,-90.96,3.33,-164.52,281.67,-45.81,427.04,-78.46,16.63,-60.44,988.36,778.06,-67.33,-94.90,-79.48,1053.98,461.54,-95.13,12832.87,-98.57,498.36,-43.21,-86.86,35.37,203.37,-77.64,-145.86
IncomeOtherOperatingCosts_sq,,-74.97,145.81,-4.46,203.16,-71.11,123.76,-37.86,209.52,-68.07,200.57,-22.99,111.82,-71.49,152.33,-41.36,265.99,-72.15,88.79,-30.10,140.51,-73.70,91.56,-50.39,395.41,-78.84,104.78,-39.39,193.68,-69.43,47.51,6.46,316.28,-63.25,33.19
IncomeEBIT,-2570000,3456000,2372000,3510000,4618000,2215000,3364000,1533000,6960000,1208000,816000,1062000,426000,14000,4041000,-991000,3737000,-1766000,-4026000,-7816000,10870000,3669000,10684000,-1894000,1061000,1929000,-24852000,280000,-1232000,2160000,-507000,-8000,-2228000,-883000,1689000
IncomeEBIT_yy,,,,,279.69,-35.91,41.82,-56.32,50.71,-45.46,-75.74,-30.72,-93.88,-98.82,395.25,-193.30,777.31,-12483.20,-199.62,-688.82,190.84,307.78,365.38,75.76,-90.24,-47.41,-332.61,114.79,-216.06,11.96,97.96,-102.97,-80.92,-140.87,433.32
IncomeEBIT_sy,,,,,3.50,-21.27,-23.78,-3.58,9.45,11.48,-48.12,-36.43,-61.52,-68.82,70.00,0.68,81.60,13.45,7.19,26.26,32.42,46.74,44.98,24.46,-18.12,3.96,-4.32,-16.41,-34.60,-12.55,-4.66,9.75,-43.52,-0.33,-7.48
IncomeEBIT_qq,,234.47,-31.37,47.98,31.57,-52.04,51.87,-54.43,354.01,-82.64,-32.45,30.15,-59.89,-96.65,28241.70,-124.52,477.20,-147.25,-128.01,-94.13,239.07,-66.25,191.22,-117.73,156.02,81.80,-1388.15,101.13,-539.67,275.38,-123.46,98.36,-26694.88,60.38,291.32
IncomeEBIT_sq,,-73.73,137.12,3.28,13.86,-59.41,46.41,34.50,-9.14,-45.13,-13.87,35.10,-65.13,2.54,74.61,18.88,-3.50,-27.26,29.32,10.08,82.28,-57.87,113.19,19.04,-3.08,-28.96,24.14,29.98,-35.55,23.40,25.79,-6.52,-18.46,-27.58,15.30
IncomeFinanceIncome,-53000,29000,7000,6000,41000,12000,17000,195000,39000,83000,48000,9000,73000,6000,113000,-100000,4000,1000,1000,5000,72000,3000,197000,279000,11000,18000,92000,20000,-1000,4000,1000,43000,-28000,4000,12000
IncomeFinanceIncome_yy,,,,,177.36,-58.62,142.86,3150.00,-4.88,591.67,182.35,-95.38,87.18,-92.47,135.08,-1213.09,-93.94,-90.06,-99.04,104.71,1529.27,395.33,18041.47,5808.39,-84.73,499.61,-53.10,-92.80,-105.05,-80.35,-99.43,116.10,-4966.37,22.88,2100.00
IncomeFinanceIncome_sy,,,,,14.80,-1.37,37.14,92.69,-2.21,8.02,-8.33,-29.42,-34.34,-34.94,87.50,-66.96,-31.54,4.41,-36.00,-40.67,44.88,-15.10,-10.07,-5.22,-10.09,-14.82,106.66,-39.90,31.26,-41.62,-63.32,8.44,-22.39,-5.87,141.79
IncomeFinanceIncome_qq,,154.72,-75.86,-14.29,583.33,-70.73,41.67,1047.06,-80.00,112.82,-42.17,-81.25,711.11,-91.44,1705.42,-188.78,104.42,-85.97,74.72,335.02,1428.14,-95.74,6299.06,41.68,-96.05,67.44,400.50,-78.26,-102.77,751.80,-85.38,8081.70,-164.96,115.81,161.85
IncomeFinanceIncome_sq,,27.84,-16.19,-11.62,16.35,28.02,-11.34,20.66,-12.03,45.75,-40.52,2.02,-6.95,-9.88,23.39,-67.98,28.62,10.85,-2.26,-21.88,31.97,24.19,-29.22,,33.50,38.18,-8.62,-60.33,50.00,-33.45,-12.56,-10.00,20.40,-30.82,10.30
IncomeFinanceCosts,89000,108000,137000,199000,603000,828000,938000,1119000,1323000,1232000,1366000,1558000,1398000,1543000,1505000,1201000,1479000,1052000,1523000,4658000,-2244000,721000,573000,510000,2822000,617000,1380000,1322000,1353000,1166000,976000,919000,286000,175000,3157000
IncomeFinanceCosts_yy,,,,,577.53,666.67,584.67,462.31,119.40,48.79,45.63,39.23,5.67,25.24,10.19,-22.92,5.79,-31.82,1.17,287.91,-251.74,-31.50,-62.36,-89.06,225.74,-14.38,140.76,159.45,-52.07,89.00,-29.25,-30.49,-78.85,-84.97,223.26
IncomeFinanceCosts_sy,,,,,31.10,-6.49,37.72,74.95,26.70,12.42,45.63,12.32,-6.49,-33.67,-19.83,-36.89,-30.80,-26.86,-36.36,17.32,7.68,8.88,-31.68,-25.08,-25.92,1.32,37.67,-1.21,-9.53,15.44,-17.68,-14.07,-4.99,-6.91,24.44
IncomeFinanceCosts_qq,,21.35,26.85,45.26,203.02,37.31,13.29,19.30,18.23,-6.88,10.88,14.06,-10.27,10.37,-2.45,-20.22,23.16,-28.87,44.76,205.89,-148.18,132.11,-20.45,-11.10,453.80,-78.14,123.69,-4.20,2.30,-13.79,-16.26,-5.88,-68.87,-38.72,1700.59
IncomeFinanceCosts_sq,,22.23,-12.22,-0.46,27.03,5.32,-2.49,19.30,3.45,8.76,10.88,-2.95,2.47,-25.95,27.09,-39.55,46.01,-15.92,9.38,7.66,23.91,-28.11,-20.45,25.27,23.89,-14.11,5.12,-2.98,5.92,-4.26,-14.40,-15.33,41.07,-21.70,27.78
IncomeOtherIncome,-17000,,,,-34000,,,,,,,,,,,,,,-26000,0,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,-100.00,,,,100.00,,,,,,,,,,,,,,100.00,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,68.12,,,,100.00,,,,,,,,,,,,,,67.64,,,,,,,,,,,,
IncomeOtherIncome_qq,,100.00,,,,100.00,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,99.67,,,,100.00,,,,,,,,,,,,,,31.70,,,,,,,,,,,,,,,
IncomeNetGrossProfit,-2729000,3377000,2242000,3317000,4022000,1399000,2443000,609000,5676000,59000,-502000,-487000,-899000,-1522000,2649000,-2292000,2263000,-2817000,-5574000,-12469000,13212000,2951000,10308000,-2125000,-1750000,1331000,-26140000,-1022000,-2585000,998000,-1483000,-884000,-2542000,-1054000,-1456000
IncomeNetGrossProfit_yy,,,,,247.38,-58.57,8.97,-81.64,41.12,-95.78,-120.55,-179.97,-115.84,-2680.46,627.67,-370.61,351.70,-85.03,-310.42,-444.07,483.87,204.76,284.94,82.96,-113.24,-54.91,-353.59,51.91,-47.72,-25.03,94.33,13.50,1.63,-205.62,1.82
IncomeNetGrossProfit_sy,,,,,-10.24,0.60,-35.30,-14.24,9.46,10.10,-48.53,-32.46,-62.67,-68.71,61.43,3.34,83.13,49.26,7.99,11.98,6.74,51.79,58.56,40.14,-12.38,-11.05,-7.22,-9.01,13.36,-7.78,-5.74,29.73,-23.97,1.12,-34.94
IncomeNetGrossProfit_qq,,223.74,-33.61,47.95,21.25,-65.22,74.62,-75.07,832.02,-98.96,-950.85,2.99,-84.60,-69.35,273.99,-186.52,198.73,-224.49,-97.85,-123.71,205.96,-77.66,249.27,-120.62,17.66,176.05,-2064.26,96.09,-152.93,138.60,-248.62,40.38,-187.62,58.56,-38.15
IncomeNetGrossProfit_sq,,-70.96,108.76,10.76,-4.13,-63.14,45.72,23.52,-9.60,-42.13,1.42,12.38,-101.40,12.50,34.09,19.16,18.46,-6.80,25.66,4.92,50.88,-80.76,130.70,16.82,-0.73,-14.08,17.88,11.77,-24.37,-23.11,28.04,10.74,-38.61,-28.13,1.93
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,-2729000,3377000,2242000,3317000,4022000,1399000,2443000,609000,5676000,59000,-502000,-487000,-899000,-1522000,2649000,-2292000,2263000,-2817000,-5574000,-12469000,13212000,2951000,10308000,-2125000,-1750000,1331000,-26140000,-1022000,-2585000,998000,-1483000,-884000,-2542000,-1054000,-1456000
IncomeBeforeTaxProfit_yy,,,,,247.38,-58.57,8.97,-81.64,41.12,-95.78,-120.55,-179.97,-115.84,-2680.46,627.67,-370.61,351.70,-85.03,-310.42,-444.07,483.87,204.76,284.94,82.96,-113.24,-54.91,-353.59,51.91,-47.72,-25.03,94.33,13.50,1.63,-205.62,1.82
IncomeBeforeTaxProfit_sy,,,,,-10.24,0.60,-35.30,-14.24,9.46,10.10,-48.53,-32.46,-62.67,-68.71,61.43,3.34,83.13,49.26,7.99,11.98,6.74,51.79,58.56,40.14,-12.38,-11.05,-7.22,-9.01,13.36,-7.78,-5.74,29.73,-23.97,1.12,-34.94
IncomeBeforeTaxProfit_qq,,223.74,-33.61,47.95,21.25,-65.22,74.62,-75.07,832.02,-98.96,-950.85,2.99,-84.60,-69.35,273.99,-186.52,198.73,-224.49,-97.85,-123.71,205.96,-77.66,249.27,-120.62,17.66,176.05,-2064.26,96.09,-152.93,138.60,-248.62,40.38,-187.62,58.56,-38.15
IncomeBeforeTaxProfit_sq,,-70.96,108.76,10.76,-4.13,-63.14,45.72,23.52,-9.60,-42.13,1.42,12.38,-101.40,12.50,34.09,19.16,18.46,-6.80,25.66,4.92,50.88,-80.76,130.70,16.82,-0.73,-14.08,17.88,11.77,-24.37,-23.11,28.04,10.74,-38.61,-28.13,1.93
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,-17237000,,,1936000,-747000,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,95.66,,,-100.00,100.00,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,95.66,,,-100.00,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,100.00,,,-138.60,100.00,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,99.38,,,-100.00,,,,,,,,,,
IncomeNetProfit,-3227000,2735000,1571000,3004000,3185000,1133000,1961000,258000,4607000,27000,-431000,-336000,-995000,-1125000,1575000,-2025000,1761000,-2838000,-4590000,-12201000,-4130000,2748000,6730000,-10000,-1830000,1213000,-23163000,-942000,-5673000,1076000,-1480000,-877000,-2522000,-1071000,-1789000
IncomeNetProfit_yy,,,,,198.70,-58.57,24.82,-91.41,44.65,-97.62,-121.98,-230.23,-121.60,-4266.20,465.50,-502.69,276.97,-152.26,-391.37,-502.52,-334.55,196.85,246.62,99.92,55.70,-55.87,-444.20,-9424.99,-210.02,-11.27,93.61,6.97,55.54,-199.51,-20.89
IncomeNetProfit_sy,,,,,31.48,-10.90,-38.46,-12.99,8.36,11.20,-28.82,-39.82,-60.50,-65.52,-1.36,31.46,60.90,9.95,7.85,15.31,-9.46,64.50,43.48,39.61,-8.69,3.66,9.76,4.69,-35.96,1.69,-6.78,8.60,-22.55,12.64,-37.60
IncomeNetProfit_qq,,184.75,-42.56,91.22,6.03,-64.43,73.08,-86.84,1685.66,-99.41,-1696.30,22.04,-196.13,-13.05,240.04,-228.55,186.95,-261.15,-61.75,-165.83,66.15,166.54,144.88,-100.15,-18392.11,166.28,-2009.87,95.93,-501.89,118.97,-237.53,40.76,-187.68,57.55,-67.09
IncomeNetProfit_sq,,-57.22,133.57,5.11,8.36,-68.21,38.06,25.91,-7.90,-41.86,40.02,-8.56,-179.74,9.38,56.62,18.54,16.20,-32.32,44.74,7.45,56.44,-46.90,101.15,16.21,-1.41,-24.46,29.21,56.83,-57.29,-30.68,17.55,14.64,-51.92,6.37,-17.94
IncomeShareholderNetProfit,-3227000,2735000,1571000,3004000,3185000,1133000,1961000,258000,4607000,27000,-431000,-336000,-995000,-1125000,1575000,-2025000,1761000,-2838000,-4590000,-12201000,-4130000,2748000,6730000,-10000,-1830000,1213000,-23163000,-942000,-5673000,1076000,-1480000,-877000,-2522000,-1071000,-1789000
IncomeShareholderNetProfit_yy,,,,,198.70,-58.57,24.82,-91.41,44.65,-97.62,-121.98,-230.23,-121.60,-4266.20,465.50,-502.69,276.97,-152.26,-391.37,-502.52,-334.55,196.85,246.62,99.92,55.70,-55.87,-444.20,-9424.99,-210.02,-11.27,93.61,6.97,55.54,-199.51,-20.89
IncomeShareholderNetProfit_sy,,,,,30.84,-15.19,-40.32,-10.84,8.02,-7.30,-29.09,-16.49,-61.07,-56.82,-6.64,0.91,69.83,22.27,7.80,33.23,-5.95,68.93,46.66,30.66,-8.30,-3.15,11.20,4.58,-34.90,-3.89,-6.78,6.97,3.65,9.06,-36.89
IncomeShareholderNetProfit_qq,,184.75,-42.56,91.22,6.03,-64.43,73.08,-86.84,1685.66,-99.41,-1696.30,22.04,-196.13,-13.05,240.04,-228.55,186.95,-261.15,-61.75,-165.83,66.15,166.54,144.88,-100.15,-18392.11,166.28,-2009.87,95.93,-501.89,118.97,-237.53,40.76,-187.68,57.55,-67.09
IncomeShareholderNetProfit_sq,,-50.72,130.89,5.99,7.74,-70.56,38.06,23.12,-7.88,-41.67,38.96,-10.28,-179.43,9.74,62.11,18.54,22.83,-68.11,43.86,16.88,48.32,-44.74,102.86,17.60,-28.44,-27.59,41.01,56.83,-34.02,-30.68,16.62,14.96,-29.02,6.37,-31.17
BalanceNoncurrentAssets,3358000,3040000,3037000,3378000,47079000,47077000,50533000,,,53777000,56111000,56341000,57147000,56980000,56500000,56996000,57063000,56849000,54105000,40484000,32266000,32841000,40982000,44113000,48600000,47656000,64627000,65041000,59242000,59248000,59100000,58443000,55678000,55009000,53947000
BalanceNoncurrentAssets_yy,,,,,1302.00,1448.59,1563.91,-100.00,-100.00,14.23,11.04,,,5.96,0.69,1.16,-0.15,-0.23,-4.24,-28.97,-43.46,-42.23,-24.25,8.96,50.63,45.11,57.69,47.44,21.90,24.32,-8.55,-10.14,-6.02,-7.15,-8.72
BalanceNoncurrentAssets_sy,,,,,18.31,14.11,8.47,-10.64,-0.51,0.66,-1.30,,,-1.60,-0.99,-0.83,-4.16,-1.40,-0.16,-4.28,-1.64,-3.28,-1.24,2.56,3.16,3.63,2.63,3.96,2.42,2.13,1.85,3.56,2.32,-0.44,0.15
BalanceNoncurrentAssets_qq,,-9.47,-0.10,11.23,1293.69,,7.34,-100.00,,,4.34,0.41,1.43,-0.29,-0.84,0.88,0.12,-0.37,-4.83,-25.18,-20.30,1.78,24.79,7.64,10.17,-1.94,35.61,0.64,-8.92,0.01,-0.25,-1.11,-4.73,-1.20,-1.93
BalanceNoncurrentAssets_sq,,-0.84,0.31,-100.00,7.72,,0.64,-100.00,,,-1.55,-1.29,-1.42,-0.50,-1.09,,-1.52,-0.27,0.42,0.06,0.57,-0.80,,0.25,0.57,0.14,0.41,0.23,-0.46,0.25,-0.76,-0.42,-0.08,0.37,0.96
BalanceIntangibleAssets,269000,255000,241000,228000,215000,201000,188000,,,219000,1963000,1940000,1917000,1798000,1334000,1324000,1284000,1278000,1260000,1269000,1161000,1153000,1147000,1143000,1110000,1096000,1103000,1101000,880000,1045000,825000,825000,660000,660000,550000
BalanceIntangibleAssets_yy,,,,,-20.07,-21.18,-21.99,-100.00,-100.00,8.96,944.15,,,721.12,-32.05,-31.74,-33.05,-28.93,-5.50,-4.19,-9.56,-9.75,-8.96,-9.88,-4.38,-4.99,-3.91,-3.75,-20.72,-4.63,-25.17,-25.04,-25.00,-36.84,-33.33
BalanceIntangibleAssets_sy,,,,,0.96,2.53,2.07,-6.84,-0.55,-0.54,-2.54,,,-14.36,-7.53,-8.78,-2.50,-2.34,-1.11,-0.73,-1.78,-2.12,-3.04,-3.98,-1.36,-0.74,-0.83,-1.40,-1.41,-0.77,-2.05,-2.06,-0.54,-1.95,-1.83
BalanceIntangibleAssets_qq,,-5.20,-5.49,-5.39,-5.70,-6.51,-6.47,-100.00,,,796.35,-1.17,-1.19,-6.19,-25.83,-0.71,-3.08,-0.43,-1.38,0.67,-8.51,-0.64,-0.51,-0.35,-2.93,-1.28,0.62,-0.17,-20.04,18.75,-21.05,,-20.00,,-16.67
