,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
IncomeAdministrativExpenses,709000,1595000,995000,5431000,5404000,4671000,4855000,5439000,4791000,5073000,3404000,4853000,4217000,4207000,4084000,5462000,4745000,3485000,3400000,5517000,4354000,4193000,3881000,-635000,2836000,2584000,2625000,3015000,2700000,2581000,2603000,2933000,3140000,2935000,2654000,3375000,3363000,3243000,3465000,3838000,3891000,3984000,5346000,7544000,4272000,4911000,4500000
IncomeAdministrativExpenses_yy,,,,,662.20,192.85,387.94,0.15,-11.34,8.61,-29.89,-10.77,-11.98,-17.07,19.98,12.55,12.52,-17.16,-16.75,1.01,-8.24,20.32,14.15,-111.51,-34.86,-38.37,-32.36,574.80,-4.80,-0.12,-0.84,-2.72,16.30,13.72,1.96,15.07,7.10,10.49,30.56,13.72,15.70,22.85,54.29,96.56,9.79,23.27,-15.82
IncomeAdministrativExpenses_sy,,,,,46.15,18.14,44.04,22.70,6.17,11.33,-2.94,-15.02,-2.63,-5.60,5.88,11.22,10.01,0.58,5.88,-3.42,4.80,3.78,-0.61,1.31,2.68,-0.50,4.22,7.63,0.81,3.47,1.59,2.67,6.10,4.48,9.38,3.20,3.18,6.89,-1.84,4.29,3.99,4.66,5.10,0.81,7.38,7.83,-12.98
IncomeAdministrativExpenses_qq,,124.96,-37.62,445.83,-0.50,-13.56,3.94,12.03,-11.91,5.89,-32.90,42.57,-13.11,-0.24,-2.92,33.74,-13.13,-26.55,-2.44,62.26,-21.08,-3.70,-7.44,-116.36,546.61,-8.89,1.59,14.86,-10.45,-4.41,0.85,12.68,7.06,-6.53,-9.57,27.17,-0.36,-3.57,6.85,10.76,1.38,2.39,34.19,41.11,-43.37,14.96,-8.37
IncomeAdministrativExpenses_sq,,25.27,1.22,28.32,1.80,8.80,2.00,19.98,-21.06,4.27,-12.80,8.80,-7.80,9.12,-6.44,21.12,-19.23,12.06,-2.96,10.19,-19.19,7.27,-5.92,14.86,-5.56,3.99,-1.40,16.87,-10.45,4.86,-5.50,15.70,-6.90,3.22,-5.40,15.59,-5.06,0.66,-1.20,12.78,1.38,2.96,-0.94,8.67,-1.87,6.94,-8.96
IncomeGrossProfit,381000,3446000,2297000,8794000,8321000,4917000,4578000,10537000,7108000,4544000,5756000,8819000,8894000,6721000,8055000,13057000,11008000,6741000,5945000,9806000,7771000,4962000,6891000,10678000,7275000,5602000,7160000,11921000,9162000,6143000,7112000,11535000,9641000,7929000,9889000,12764000,12695000,10681000,13551000,14538000,16004000,11699000,13425000,20986000,17801000,17887000,17203000
IncomeGrossProfit_yy,,,,,2083.99,42.69,99.30,19.82,-14.58,-7.59,25.73,-16.30,25.13,47.91,39.94,48.06,23.77,0.30,-26.19,-24.90,-29.41,-26.39,15.91,8.89,-6.38,12.90,3.90,11.64,25.94,9.66,-0.67,-3.24,5.23,29.07,39.05,10.65,31.68,34.71,37.03,13.90,26.07,9.53,-0.93,44.35,11.23,52.89,28.14
IncomeGrossProfit_sy,,,,,9.76,21.52,-24.71,17.05,-60.69,-97.89,-49.70,-9.16,6.46,23.35,39.94,32.72,20.88,39.07,104.80,12.85,33.20,-26.39,4.27,45.34,11.95,70.90,34.56,15.12,15.43,20.12,18.11,27.29,11.32,21.78,28.36,-25.10,-12.94,2.34,-14.32,2.82,28.16,8.05,2.93,3.81,-2.81,15.05,34.38
IncomeGrossProfit_qq,,804.46,-33.34,282.85,-5.38,-40.91,-6.89,130.17,-32.54,-36.07,26.67,53.21,0.85,-24.43,19.85,62.10,-15.69,-38.76,-11.81,64.95,-20.75,-36.15,38.88,54.96,-31.87,-23.00,27.81,66.49,-23.14,-32.95,15.77,62.19,-16.42,-17.76,24.72,29.07,-0.54,-15.86,26.87,7.28,10.08,-26.90,14.75,56.32,-15.18,0.48,-3.82
IncomeGrossProfit_sq,,-7.97,-0.25,107.24,-37.48,13.54,-36.10,128.02,-86.72,-23.87,26.67,157.41,-68.84,22.64,21.40,79.91,-72.99,13.99,-2.00,59.85,-27.45,15.95,-1.79,65.63,-50.02,7.86,18.00,46.73,-33.54,11.04,12.78,65.02,-51.67,-5.87,15.60,5.30,-22.62,9.32,-4.74,32.41,-32.68,13.17,-13.58,38.96,-47.69,39.56,-1.46
IncomeOtherOperatingIncome,162000,-133000,52000,263000,196000,186000,80000,506000,226000,438000,167000,182000,309000,208000,242000,261000,316000,278000,645000,545000,59000,177000,453000,106000,460000,120000,124000,139000,155000,290000,214000,31000,152000,154000,118000,115000,134000,137000,127000,122000,206000,127000,102000,99000,264000,167000,177000
IncomeOtherOperatingIncome_yy,,,,,20.99,239.85,53.85,92.40,15.31,135.48,108.75,-64.03,36.73,-52.51,44.91,43.41,2.27,33.65,166.53,108.81,-81.33,-36.33,-29.77,-80.55,679.66,-32.20,-72.63,31.13,-66.30,141.67,72.58,-77.70,-1.94,-46.90,-44.86,270.97,-11.84,-11.04,7.63,6.09,53.73,-7.30,-19.69,-18.85,28.16,31.50,73.53
IncomeOtherOperatingIncome_sy,,,,,20.50,41.73,96.10,94.47,165.44,77.68,52.84,14.97,-9.28,-3.11,-7.60,60.71,35.15,16.23,15.52,59.39,34.16,23.74,-8.06,9.15,26.12,10.87,26.25,12.35,-17.50,44.00,4.52,-0.49,-6.57,,-5.03,-6.15,-11.84,20.87,2.33,-12.80,-2.31,-18.17,7.99,-34.97,,-11.52,35.66
IncomeOtherOperatingIncome_qq,,-182.10,139.10,405.77,-25.48,-5.10,-56.99,532.50,-55.34,93.81,-61.87,8.98,69.78,-32.69,16.35,7.85,21.07,-12.03,132.01,-15.50,-89.17,200.00,155.93,-76.60,333.96,-73.91,3.33,12.10,11.51,87.10,-26.21,-85.51,390.32,1.32,-23.38,-2.54,16.52,2.24,-7.30,-3.94,68.85,-38.35,-19.69,-2.94,166.67,-36.74,5.99
IncomeOtherOperatingIncome_sq,,63.89,-16.67,168.75,-64.20,164.58,-12.68,92.52,-31.22,28.36,-10.45,-0.53,-12.45,49.78,-19.51,35.30,-35.32,-3.10,5.11,29.51,-37.29,15.25,-29.62,54.69,-16.20,-44.26,16.91,30.69,1.84,8.82,-12.22,29.76,-42.02,-5.74,10.44,34.45,-28.28,62.35,-23.30,12.26,-7.44,30.69,-19.69,-22.45,16.16,-9.20,1161.92
IncomeOtherOperatingCosts,5000,12000,110000,183000,68000,218000,89000,254000,227000,38000,69000,148000,106000,149000,177000,1537000,89000,157000,75000,23000,69000,42000,15000,289000,78000,192000,156000,553000,131000,106000,38000,144000,82000,60000,76000,85000,86000,67000,75000,197000,96000,60000,93000,211000,122000,109000,88000
IncomeOtherOperatingCosts_yy,,,,,1260.00,1716.67,-19.09,38.80,233.82,-82.57,-22.47,-41.73,-53.30,292.11,156.52,938.51,-16.04,5.37,-57.63,-98.50,-22.47,-73.25,-80.00,1156.52,13.04,357.14,940.00,91.35,67.95,-44.79,-75.64,-73.96,-37.40,-43.40,100.00,-40.97,4.88,11.67,-1.32,131.76,11.63,-10.45,24.00,7.11,27.08,81.67,-5.38
IncomeOtherOperatingCosts_sy,,,,,4.55,167.65,10.91,38.80,42.55,26.96,-11.20,27.81,-6.68,6.62,20.84,80.30,-4.84,5.37,-39.48,-21.23,30.56,-41.35,-1.79,-12.82,11.92,-30.95,-8.70,-32.01,-2.28,7.32,27.32,9.10,20.97,17.40,-30.72,-12.43,,-6.70,49.90,22.18,4.72,35.71,19.35,-27.62,-2.04,-21.89,-7.99
IncomeOtherOperatingCosts_qq,,140.00,816.67,66.36,-62.84,220.59,-59.17,185.39,-10.63,-83.26,81.58,114.49,-28.38,40.57,18.79,768.36,-94.21,76.40,-52.23,-69.33,200.00,-39.13,-64.29,1826.67,-73.01,146.15,-18.75,254.49,-76.31,-19.08,-64.15,278.95,-43.06,-26.83,26.67,11.84,1.18,-22.09,11.94,162.67,-51.27,-37.50,55.00,126.88,-42.18,-10.66,-19.27
IncomeOtherOperatingCosts_sq,,148.43,-41.24,231.61,-83.92,278.26,-42.24,281.61,-76.67,157.18,-53.21,221.95,-71.95,96.37,-59.62,441.50,-88.30,81.76,-39.13,200.00,-74.94,63.80,-38.05,155.00,-72.71,8.71,-7.69,214.75,-57.79,20.72,-19.70,199.48,-63.87,-6.48,-28.34,245.71,-63.25,41.26,-31.58,206.08,-74.35,40.00,-23.03,94.26,-57.84,78.46,-21.35
IncomeEBIT,538000,3301000,2239000,8874000,8449000,4885000,4569000,10789000,7107000,4944000,5854000,8853000,9097000,6780000,8120000,11781000,11235000,6862000,6515000,10328000,7761000,5097000,7329000,10495000,7657000,5530000,7128000,11507000,9186000,6327000,7288000,11422000,9711000,8023000,9931000,12794000,12743000,10751000,13603000,14463000,16114000,11766000,13434000,20874000,17943000,17945000,17292000
IncomeEBIT_yy,,,,,1470.45,47.99,104.06,21.58,-15.88,1.21,28.12,-17.94,28.00,37.14,38.71,33.07,23.50,1.21,-19.77,-12.33,-30.92,-25.72,12.49,1.62,-1.34,8.50,-2.74,9.64,19.97,14.41,2.24,-0.74,5.72,26.81,36.27,12.01,31.22,34.00,36.98,13.05,26.45,9.44,-1.24,44.33,11.35,52.52,28.72
IncomeEBIT_sy,,,,,13.01,0.77,-14.49,0.79,-31.11,-114.72,-38.55,-13.70,-6.24,24.94,48.48,17.30,41.97,101.26,103.24,17.42,2.47,0.22,-20.72,8.23,35.59,60.44,47.09,8.92,14.68,16.73,22.00,28.04,7.53,19.42,22.78,-15.44,5.02,15.12,-4.38,-3.12,26.09,27.58,1.98,2.50,1.27,41.53,34.78
IncomeEBIT_qq,,513.57,-32.17,296.34,-4.79,-42.18,-6.47,136.13,-34.13,-30.43,18.41,51.23,2.76,-25.47,19.76,45.09,-4.63,-38.92,-5.06,58.53,-24.85,-34.33,43.79,43.20,-27.04,-27.78,28.90,61.43,-20.17,-31.12,15.19,56.72,-14.98,-17.38,23.78,28.83,-0.40,-15.63,26.53,6.32,11.42,-26.98,14.18,55.38,-14.04,0.01,-3.64
IncomeEBIT_sq,,11.04,-3.28,96.70,-32.35,14.94,-19.98,144.78,-84.98,-23.05,0.02,137.45,-46.46,15.31,38.16,55.14,-25.10,-3.02,-5.06,43.46,-40.42,-0.17,4.20,47.01,-39.22,-7.98,21.84,25.15,-29.98,4.60,23.94,35.18,-42.43,-0.04,23.58,4.92,-4.16,7.55,0.48,25.15,-15.40,21.03,-13.40,3.75,-37.32,21.82,0.92
IncomeFinanceIncome,310000,78000,53000,238000,272000,298000,465000,471000,488000,397000,352000,403000,590000,490000,393000,522000,676000,592000,635000,507000,917000,634000,505000,590000,677000,513000,246000,271000,371000,356000,282000,302000,455000,254000,237000,212000,289000,383000,113000,330000,815000,200000,-113000,472000,179000,476000,-168000
IncomeFinanceIncome_yy,,,,,-12.26,282.05,777.36,97.90,79.41,33.22,-24.30,-14.44,20.90,23.43,11.65,29.53,14.58,20.82,61.58,-2.87,35.65,7.09,-20.47,16.37,-26.17,-19.09,-51.29,-54.07,-45.20,-30.60,14.63,11.44,22.64,-28.65,-15.96,-29.80,-36.48,50.79,-52.32,55.66,182.01,-47.78,-200.00,43.03,-78.04,138.00,-48.67
IncomeFinanceIncome_sy,,,,,69.85,144.41,132.21,60.16,57.06,-45.93,-13.61,-57.56,-12.10,37.82,0.19,-11.56,14.58,-3.33,14.81,20.28,31.43,7.09,-17.70,9.89,-22.46,,-49.82,4.12,-15.08,-30.60,90.70,-11.76,45.12,-38.40,-23.58,-15.97,-21.94,59.77,-54.55,20.88,16.13,-35.29,94.58,-4.93,-4.17,177.48,289.64
IncomeFinanceIncome_qq,,-74.84,-32.05,349.06,14.29,9.56,56.04,1.29,3.61,-18.65,-11.34,14.49,46.40,-16.95,-19.80,32.82,29.50,-12.43,7.26,-20.16,80.87,-30.86,-20.35,16.83,14.75,-24.22,-52.05,10.16,36.90,-4.04,-20.79,7.09,50.66,-44.18,-6.69,-10.55,36.32,32.53,-70.50,192.04,146.97,-75.46,-156.50,517.70,-62.08,165.92,-135.29
IncomeFinanceIncome_sq,,9.21,14.11,67.24,6.05,22.62,-20.41,1.29,-7.96,-23.76,0.16,5.41,36.48,1.34,-17.71,-30.98,92.93,-12.43,20.37,-2.16,6.98,-9.68,-5.88,9.04,-24.45,-0.76,-47.06,109.67,2.68,-16.67,12.45,36.38,29.83,-60.91,39.28,42.86,31.56,-0.21,-48.05,129.76,-26.76,-30.21,6.71,32.90,-7.14,148.57,-61.32
IncomeFinanceCosts,1000,41000,93000,164000,80000,95000,114000,162000,76000,105000,68000,104000,108000,-75000,94000,5000,25000,33000,288000,-28000,214000,-73000,88000,39000,28000,11000,1000,-25000,7000,-6000,2000,6000,89000,-77000,3000,-5000,170000,40000,-168000,154000,308000,213000,585000,462000,251000,752000,-142000
IncomeFinanceCosts_yy,,,,,7900.00,131.71,22.58,-1.22,-5.00,10.53,-40.35,-35.80,42.11,-171.43,38.24,-95.19,-76.85,144.00,206.38,-660.00,756.00,-321.21,-69.44,239.29,-86.92,115.07,-98.86,-164.10,-75.00,-154.55,100.00,124.00,1171.43,-1183.33,50.00,-183.33,91.01,151.95,-5700.00,3180.00,81.18,432.50,448.21,200.00,-18.51,253.05,-124.27
IncomeFinanceCosts_sy,,,,,16.17,131.71,29.75,88.17,128.95,-86.67,13.68,-63.79,-56.04,58.41,26.78,82.08,-1.10,-48.31,33.33,36.41,3.23,-12.68,-13.04,-26.83,-30.21,-20.28,-47.06,-12.85,-21.21,-8.18,99.09,122.27,19.20,3.73,-11.29,-49.88,36.65,42.76,-8.54,56.26,35.22,112.44,57.18,37.18,-47.16,-46.09,-41.58
IncomeFinanceCosts_qq,,4000.00,126.83,76.34,-51.22,18.75,20.00,42.11,-53.09,38.16,-35.24,52.94,3.85,-169.44,225.33,-94.68,400.00,32.00,772.73,-109.72,864.29,-134.11,220.55,-55.68,-28.21,-60.71,-90.91,-2600.00,128.00,-185.71,133.33,200.00,1383.33,-186.52,103.90,-266.67,3500.00,-76.47,-520.00,191.67,100.00,-30.84,174.65,-21.03,-45.67,199.60,-118.88
IncomeFinanceCosts_sq,,11.49,35.70,59.68,3.28,80.84,22.36,88.60,-33.81,-64.18,60.46,9.34,15.66,41.26,-35.59,10.00,-12.50,27.36,12.26,-5.80,-3.94,-15.28,-5.64,-14.67,-2.78,6.14,-31.66,36.69,-7.16,-8.98,11.41,19.51,1.73,-5.68,8.10,12.48,33.96,-13.30,-15.25,36.33,5.10,5.12,-46.47,72.44,-43.62,-22.92,-85.18
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,847000,3338000,2199000,8948000,8641000,5088000,4920000,11098000,7519000,5236000,6138000,9152000,9579000,7345000,8419000,12298000,11886000,7421000,6862000,10863000,8464000,5804000,7746000,11046000,8306000,6032000,7373000,11803000,9550000,6689000,7568000,11718000,10077000,8354000,10165000,13011000,12862000,11094000,13884000,14639000,16621000,11753000,12736000,20884000,17871000,17669000,17266000
IncomeNetGrossProfit_yy,,,,,920.19,52.43,123.74,24.03,-12.98,2.91,24.76,-17.53,27.40,40.28,37.16,34.38,24.08,1.03,-18.49,-11.67,-28.79,-21.79,12.88,1.68,-1.87,3.93,-4.82,6.85,14.98,10.89,2.64,-0.72,5.52,24.89,34.32,11.03,27.64,32.80,36.59,12.51,29.23,5.94,-8.27,42.66,7.52,50.34,35.57
IncomeNetGrossProfit_sy,,,,,40.10,27.70,-11.33,-6.29,-75.33,-83.66,-23.31,-12.70,13.77,40.28,61.55,8.32,39.56,71.42,21.91,43.80,2.38,-24.61,-23.14,22.86,17.76,78.01,39.82,18.22,16.46,4.34,21.00,15.44,9.79,18.10,16.63,-4.18,1.37,0.84,6.96,-13.61,31.70,4.94,-3.26,-7.63,7.52,34.74,47.72
IncomeNetGrossProfit_qq,,294.10,-34.12,306.91,-3.43,-41.12,-3.30,125.57,-32.25,-30.36,17.23,49.10,4.67,-23.32,14.62,46.07,-3.35,-37.57,-7.53,58.31,-22.08,-31.43,33.46,42.60,-24.81,-27.38,22.23,60.08,-19.09,-29.96,13.14,54.84,-14.00,-17.10,21.68,28.00,-1.15,-13.75,25.15,5.44,13.54,-29.29,8.36,63.98,-14.43,-1.13,-2.28
IncomeNetGrossProfit_sq,,-16.24,-0.11,190.12,-29.37,44.92,-21.39,138.69,-83.00,1.68,0.30,129.98,-43.64,7.86,22.05,21.09,-3.16,-9.34,5.40,10.60,-17.98,-9.29,8.43,45.14,-30.74,-23.33,21.92,39.58,-34.68,-4.84,30.34,31.06,-14.52,-14.08,14.54,16.59,-28.16,19.60,7.06,5.44,-22.32,5.62,-1.76,-5.42,-31.58,28.38,3.79
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,847000,3338000,2199000,8948000,8641000,5088000,4920000,11098000,7519000,5236000,6138000,9152000,9579000,7345000,8419000,12298000,11886000,7421000,6862000,10863000,8464000,5804000,7746000,11046000,8306000,6032000,7373000,11803000,9550000,6689000,7568000,11718000,10077000,8354000,10165000,13011000,12862000,11094000,13884000,14639000,16621000,11753000,12736000,20884000,17871000,17669000,17266000
IncomeBeforeTaxProfit_yy,,,,,920.19,52.43,123.74,24.03,-12.98,2.91,24.76,-17.53,27.40,40.28,37.16,34.38,24.08,1.03,-18.49,-11.67,-28.79,-21.79,12.88,1.68,-1.87,3.93,-4.82,6.85,14.98,10.89,2.64,-0.72,5.52,24.89,34.32,11.03,27.64,32.80,36.59,12.51,29.23,5.94,-8.27,42.66,7.52,50.34,35.57
IncomeBeforeTaxProfit_sy,,,,,40.10,27.70,-11.33,-6.29,-75.33,-83.66,-23.31,-6.49,13.77,40.28,61.55,8.32,39.56,71.42,21.91,43.80,2.38,-24.61,-23.14,23.08,17.76,78.01,39.82,18.22,16.46,8.12,21.00,15.44,9.79,18.10,16.63,-4.18,1.37,0.84,6.96,-13.61,31.70,4.94,-3.26,-7.63,7.52,34.74,47.72
IncomeBeforeTaxProfit_qq,,294.10,-34.12,306.91,-3.43,-41.12,-3.30,125.57,-32.25,-30.36,17.23,49.10,4.67,-23.32,14.62,46.07,-3.35,-37.57,-7.53,58.31,-22.08,-31.43,33.46,42.60,-24.81,-27.38,22.23,60.08,-19.09,-29.96,13.14,54.84,-14.00,-17.10,21.68,28.00,-1.15,-13.75,25.15,5.44,13.54,-29.29,8.36,63.98,-14.43,-1.13,-2.28
IncomeBeforeTaxProfit_sq,,-17.11,-0.11,190.12,-29.37,44.92,-28.84,138.69,-84.84,1.68,0.30,129.98,-43.64,7.86,22.05,21.09,-3.16,-9.34,5.40,10.39,-17.98,-9.29,8.43,45.14,-30.74,-23.33,24.44,33.55,-34.68,-4.84,30.34,31.06,-14.52,-14.08,14.54,16.59,-28.16,19.60,7.06,5.44,-22.32,5.62,-1.76,-5.42,-31.58,28.38,3.79
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
