,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses,3495000,3880000,3941000,4394000,4036000,4502000,4728000,5821000,5370000,6325000,6332000,7515000,6511000,7123000,6375000,7585000,7027000,7594000,7960000,9689000,9475000,10446000,8802000,10524000,10113000,10799000,11001000,12021000,11846000,12793000,13110000,15664000,13649000,-7825000,1727000,4400000,3342000,4982000,3324000,4060000,3214000,3376000,3822000,4699000,2393000,2404000,3168000,2351000,1207000,1177000
IncomeDistributionExpenses_yy,,,,,15.48,16.03,19.97,32.48,33.05,40.49,33.93,29.10,21.25,12.62,0.68,0.93,7.93,6.61,24.86,27.74,34.84,37.56,10.58,8.62,6.73,3.38,24.98,14.22,17.14,18.46,19.17,30.31,15.22,-161.17,-86.83,-71.91,-75.51,163.67,92.47,-7.73,-3.83,-32.24,14.98,15.74,-25.54,-28.79,-17.11,-49.97,-49.56,-51.04
IncomeDistributionExpenses_sy,,,,,29.85,12.38,21.53,71.37,21.04,39.38,31.86,15.37,16.04,3.20,0.34,-16.50,-1.10,11.57,17.82,25.57,10.47,30.27,-2.97,-6.27,2.73,-15.66,1.63,9.14,8.98,23.78,10.38,2.11,1.27,8.10,2.60,6.19,8.45,12.89,8.34,4.19,6.10,1.53,6.80,-2.40,5.31,-3.16,-7.62,-5.88,8.23,7.24
IncomeDistributionExpenses_qq,,11.02,1.57,11.49,-8.15,11.55,5.02,23.12,-7.75,17.78,0.11,18.68,-13.36,9.40,-10.50,18.98,-7.36,8.07,4.82,21.72,-2.21,10.25,-15.74,19.56,-3.91,6.78,1.87,9.27,-1.46,7.99,2.48,19.48,-12.86,-157.33,122.07,154.78,-24.05,49.07,-33.28,22.14,-20.84,5.04,13.21,22.95,-49.07,0.46,31.78,-25.79,-48.66,-2.49
IncomeDistributionExpenses_sq,,11.48,0.06,29.88,-8.15,11.55,3.40,54.92,-28.14,21.80,-10.64,46.15,-28.79,1.12,-8.48,16.14,-16.09,8.07,4.82,27.24,-26.71,8.28,-14.55,19.56,-10.27,5.33,-1.88,29.42,-20.68,3.64,0.64,15.29,-15.59,12.78,-3.69,22.90,-17.59,5.58,-1.42,22.52,-18.29,4.84,0.78,21.77,-14.18,3.55,-8.98,24.26,-18.52,4.92
IncomeAdministrativExpenses,1556000,1681000,1584000,1811000,1596000,2120000,1714000,1938000,1992000,2206000,2096000,2383000,2755000,2679000,2108000,2228000,2846000,3424000,2508000,2634000,3131000,3269000,2685000,2872000,3361000,3379000,2910000,3383000,3211000,4184000,2498000,3296000,3048000,3256000,2270000,3708000,3220000,4515000,3412000,4521000,5377000,5006000,4866000,5710000,5796000,5059000,6118000,3013000,4927000,4092000
IncomeAdministrativExpenses_yy,,,,,2.57,26.12,8.21,7.01,24.81,4.06,22.29,22.96,38.30,21.44,0.57,-6.50,3.30,27.81,18.98,18.22,10.01,-4.53,7.06,9.04,7.35,3.36,8.38,17.79,-4.46,23.82,-14.16,-2.57,-5.08,-22.18,-9.13,12.50,5.64,38.67,50.31,21.93,66.99,10.87,42.61,26.30,7.79,1.06,25.73,-47.23,-14.99,-19.11
IncomeAdministrativExpenses_sy,,,,,9.95,20.00,39.72,25.08,46.15,18.14,44.04,22.70,6.17,11.33,-2.94,-15.02,-2.63,-5.60,5.88,11.22,10.01,0.58,5.88,-3.42,4.80,3.78,-0.61,1.31,2.68,-0.50,4.22,7.63,0.81,3.47,1.59,2.67,6.10,4.48,9.38,3.20,3.18,6.89,-1.84,4.29,3.99,4.66,5.10,0.81,7.38,7.83
IncomeAdministrativExpenses_qq,,8.03,-5.77,14.33,-11.87,32.83,-19.15,13.07,2.79,10.74,-4.99,13.69,15.61,-2.76,-21.31,5.69,27.74,20.31,-26.75,5.02,18.87,4.41,-17.86,6.96,17.03,0.54,-13.88,16.25,-5.08,30.30,-40.30,31.95,-7.52,6.82,-30.28,63.35,-13.16,40.22,-24.43,32.50,18.93,-6.90,-2.80,17.34,1.51,-12.72,20.93,-50.75,63.52,-16.95
IncomeAdministrativExpenses_sq,,-0.60,-6.71,35.41,-9.22,25.27,1.22,28.32,1.80,8.80,2.00,19.98,-21.06,4.27,-12.80,8.80,-7.80,9.12,-6.44,21.12,-19.23,12.06,-2.96,10.19,-19.19,7.27,-5.92,14.86,-5.56,3.99,-1.40,16.87,-10.45,4.86,-5.50,15.70,-6.90,3.22,-5.40,15.59,-5.06,0.66,-1.20,12.78,1.38,2.96,-0.94,8.67,-1.87,6.94
IncomeGrossProfit,1054000,421000,426000,3913000,-160000,1867000,2941000,6095000,2786000,3498000,2469000,10134000,455000,4035000,1586000,9644000,-1367000,4202000,3074000,10464000,957000,2293000,-145000,14040000,-1022000,387000,-1734000,16595000,-1117000,1444000,4764000,8931000,664000,2399000,1701000,-14471000,766000,-2000,-5563000,-4809000,-6810000,6771000,-8387000,-10821000,-4460000,-24337000,-8579000,-18099000,1226000,-12434000
IncomeGrossProfit_yy,,,,,-115.18,343.47,590.38,55.76,1841.25,87.36,-16.05,66.27,-83.67,15.35,-35.76,-4.84,-400.44,4.14,93.82,8.50,170.01,-45.43,-104.72,34.17,-206.79,-83.12,-1095.86,18.20,-9.30,273.13,374.74,-46.18,159.44,66.14,-64.29,-262.03,15.36,-100.08,-427.04,66.77,-989.03,338650.00,-50.76,-125.02,34.51,-459.43,-2.29,-67.26,127.49,48.91
IncomeGrossProfit_sy,,,,,48.06,10.03,-9.53,57.55,9.76,21.52,-24.71,17.05,-60.69,-97.89,-49.70,-9.16,6.46,23.35,39.94,32.72,20.88,39.07,104.80,12.85,33.20,-26.39,4.27,45.34,11.95,70.90,34.56,15.12,15.43,20.12,18.11,27.29,11.32,21.78,28.36,-25.10,-12.94,2.34,-14.32,2.82,28.16,8.05,2.93,3.81,-2.81,15.05
IncomeGrossProfit_qq,,-60.06,1.19,818.54,-104.09,1266.87,57.53,107.24,-54.29,25.56,-29.42,310.45,-95.51,786.81,-60.69,508.07,-114.17,407.39,-26.84,240.40,-90.85,139.60,-106.32,9782.76,-107.28,137.87,-548.06,1057.04,-106.73,229.27,229.92,87.47,-92.57,261.30,-29.10,-950.73,105.29,-100.26,-278050.00,13.55,-41.61,199.43,-223.87,-29.02,58.78,-445.67,64.75,-110.97,106.77,-1114.19
IncomeGrossProfit_sq,,-18.16,14.22,48.53,-49.27,-7.97,-0.25,107.24,-37.48,13.54,-36.10,128.02,-86.72,-23.87,26.67,157.41,-68.84,22.64,21.40,79.91,-72.99,13.99,-2.00,59.85,-27.45,15.95,-1.79,65.63,-50.02,7.86,18.00,46.73,-33.54,11.04,12.78,65.02,-51.67,-5.87,15.60,5.30,-22.62,9.32,-4.74,32.41,-32.68,13.17,-13.58,38.96,-47.69,39.56
IncomeOtherOperatingIncome,315000,195000,112000,110000,261000,117000,168000,86000,462000,439000,631000,76000,1717000,780000,897000,212000,1576000,728000,586000,749000,2130000,444000,920000,204000,2133000,859000,568000,-2664000,2561000,-6246000,7264000,-2477000,1859000,810000,157000,254000,2771000,711000,76000,-968000,115000,257000,6500000,-1329000,1693000,1247000,3347000,1051000,1419000,2718000
IncomeOtherOperatingIncome_yy,,,,,-17.14,-40.00,50.00,-21.82,77.01,275.21,275.60,-11.63,271.65,77.68,42.16,178.95,-8.21,-6.67,-34.67,253.30,35.15,-39.01,57.00,-72.76,0.14,93.47,-38.26,-1405.88,20.07,-827.12,1178.87,7.02,-27.41,112.97,-97.84,110.25,49.06,-12.22,-51.59,-481.10,-95.85,-63.85,8452.63,-37.29,1372.17,385.21,-48.51,179.08,-16.18,117.96
IncomeOtherOperatingIncome_sy,,,,,,29.63,-50.75,-15.84,20.50,41.73,96.10,94.47,165.44,77.68,52.84,14.97,-9.28,-3.11,-7.60,60.71,35.15,16.23,15.52,59.39,34.16,23.74,-8.06,9.15,26.12,10.87,26.25,12.35,-17.50,44.00,4.52,-0.49,-6.57,,-5.03,-6.15,-11.84,20.87,2.33,-12.80,-2.31,-18.17,7.99,-34.97,,-11.52
IncomeOtherOperatingIncome_qq,,-38.10,-42.56,-1.79,137.27,-55.17,43.59,-48.81,437.21,-4.98,43.74,-87.96,2159.21,-54.57,15.00,-76.37,643.40,-53.81,-19.51,27.82,184.38,-79.15,107.21,-77.83,945.59,-59.73,-33.88,-569.01,196.13,-343.89,216.30,-134.10,175.05,-56.43,-80.62,61.78,990.94,-74.34,-89.31,-1373.68,111.88,123.48,2429.18,-120.45,227.39,-26.34,168.40,-68.60,35.01,91.54
IncomeOtherOperatingIncome_sq,,33.03,-31.25,236.36,-53.29,63.89,-16.67,168.75,-64.20,164.58,-12.68,92.52,-31.22,28.36,-10.45,-0.53,-12.45,49.78,-19.51,35.30,-35.32,-3.10,5.11,29.51,-37.29,15.25,-29.62,54.69,-16.20,-44.26,16.91,30.69,1.84,8.82,-12.22,29.76,-42.02,-5.74,10.44,34.45,-28.28,62.35,-23.30,12.26,-7.44,30.69,-19.69,-22.45,16.16,-9.20
IncomeOtherOperatingCosts,71000,152000,131000,369000,37000,167000,74000,1016000,94000,573000,43000,2463000,134000,941000,19000,2131000,59000,622000,111000,4382000,89000,406000,225000,3336000,77000,415000,400000,2487000,42000,554000,6776000,-18000,62000,327000,41000,1148000,75000,390000,16000,835000,82000,663000,303000,16541000,444000,8803000,4781000,4946000,2085000,4704000
IncomeOtherOperatingCosts_yy,,,,,-47.89,9.87,-43.51,175.34,154.05,243.11,-41.89,142.42,42.55,64.22,-55.81,-13.48,-55.97,-33.90,484.21,105.63,50.85,-34.73,102.70,-23.87,-13.48,2.22,77.78,-25.45,-45.45,33.49,1594.00,-100.72,47.62,-40.97,-99.39,6477.78,20.97,19.27,-60.98,-27.26,9.33,70.00,1793.75,1880.96,441.46,1227.75,1477.89,-70.10,369.59,-46.56
IncomeOtherOperatingCosts_sy,,,,,-39.37,13.66,-23.08,36.41,4.55,167.65,10.91,38.80,42.55,26.96,-11.20,27.81,-6.68,6.62,20.84,80.30,-4.84,5.37,-39.48,-21.23,30.56,-41.35,-1.79,-12.82,11.92,-30.95,-8.70,-32.01,-2.28,7.32,27.32,9.10,20.97,17.40,-30.72,-12.43,,-6.70,49.90,22.18,4.72,35.71,19.35,-27.62,-2.04,-21.89
IncomeOtherOperatingCosts_qq,,114.08,-13.82,181.68,-89.97,351.35,-55.69,1272.97,-90.75,509.57,-92.50,5627.91,-94.56,602.24,-97.98,11115.79,-97.23,954.24,-82.15,3847.75,-97.97,356.18,-44.58,1382.67,-97.69,438.96,-3.61,521.75,-98.31,1219.05,1123.10,-100.27,444.44,427.42,-87.46,2700.00,-93.47,420.00,-95.90,5118.75,-90.18,708.54,-54.30,5359.08,-97.32,1882.66,-45.69,3.45,-57.84,125.61
IncomeOtherOperatingCosts_sq,,98.91,-13.82,292.31,-71.88,148.43,-41.24,231.61,-83.92,278.26,-42.24,281.61,-76.67,157.18,-53.21,221.95,-71.95,96.37,-59.62,441.50,-88.30,81.76,-39.13,200.00,-74.94,63.80,-38.05,155.00,-72.71,8.71,-7.69,214.75,-57.79,20.72,-19.70,199.48,-63.87,-6.48,-28.34,245.71,-63.25,41.26,-31.58,206.08,-74.35,40.00,-23.03,94.26,-57.84,78.46
IncomeEBIT,1298000,464000,407000,3654000,64000,1817000,3035000,5165000,3154000,3364000,3057000,7747000,2038000,3874000,2464000,7725000,150000,4308000,3549000,6831000,2998000,2331000,550000,10908000,1034000,831000,-1566000,11444000,1402000,-5356000,5252000,6472000,2461000,2882000,1817000,-15365000,3462000,319000,-5503000,-6612000,-6777000,6365000,-2190000,-28691000,-3211000,-31893000,-10013000,-21994000,560000,-14420000
IncomeEBIT_yy,,,,,-95.07,291.59,645.70,41.35,4828.12,85.14,0.72,49.99,-35.38,15.16,-19.40,-0.28,-92.64,11.20,44.03,-11.57,1898.67,-45.89,-84.50,59.68,-65.51,-64.35,-384.73,4.91,35.59,-744.52,435.38,-43.45,75.53,153.81,-65.40,-337.41,40.67,-88.93,-402.86,56.97,-295.75,1895.30,60.20,-333.92,52.62,-601.07,-357.21,23.34,117.44,54.79
IncomeEBIT_sy,,,,,23.82,-1.39,-41.20,41.35,13.01,0.77,-14.49,0.79,-31.11,-114.72,-38.55,-13.70,-6.24,24.94,48.48,17.30,41.97,101.26,103.24,17.42,2.47,0.22,-20.72,8.23,35.59,60.44,47.09,8.92,14.68,16.73,22.00,28.04,7.53,19.42,22.78,-15.44,5.02,15.12,-4.38,-3.12,26.09,27.58,1.98,2.50,1.27,41.53
IncomeEBIT_qq,,-64.25,-12.28,797.79,-98.25,2739.06,67.03,70.18,-38.94,6.66,-9.13,153.42,-73.69,90.09,-36.40,213.51,-98.06,2772.00,-17.62,92.48,-56.11,-22.25,-76.40,1883.27,-90.52,-19.63,-288.45,830.78,-87.75,-482.03,198.06,23.23,-61.97,17.11,-36.95,-945.62,122.53,-90.79,-1825.08,-20.15,-2.50,193.92,-134.41,-1210.09,88.81,-893.24,68.60,-119.65,102.55,-2675.00
IncomeEBIT_sq,,5.88,44.38,50.27,-49.27,11.04,-3.28,96.70,-32.35,14.94,-19.98,144.78,-84.98,-23.05,0.02,137.45,-46.46,15.31,38.16,55.14,-25.10,-3.02,-5.06,43.46,-40.42,-0.17,4.20,47.01,-39.22,-7.98,21.84,25.15,-29.98,4.60,23.94,35.18,-42.43,-0.04,23.58,4.92,-4.16,7.55,0.48,25.15,-15.40,21.03,-13.40,3.75,-37.32,21.82
IncomeFinanceIncome,19000,11000,117000,158000,214000,907000,-371000,-159000,219000,103000,239000,442000,351000,452000,427000,467000,639000,-261000,1263000,99000,591000,214000,-301000,-88000,641000,-155000,733000,-71000,373000,371000,1278000,374000,311000,97000,-143000,,-508000,-1269000,-412000,-1372000,-138000,-592000,256000,-1158000,223000,513000,-439000,-1676000,-329000,-964000
IncomeFinanceIncome_yy,,,,,1026.32,8145.45,-417.09,-200.63,2.34,-88.64,164.42,377.99,60.27,338.83,78.66,5.66,82.05,-157.74,195.78,-78.80,-7.51,181.99,-123.83,-188.89,8.46,-172.43,343.52,19.32,-41.81,339.35,74.35,626.76,-16.62,-73.85,-111.19,-100.00,-263.34,-1408.25,-188.11,,72.83,53.35,162.14,15.60,261.59,186.66,-271.48,-44.73,-247.53,-287.91
IncomeFinanceIncome_sy,,,,,0.79,108.41,8.13,72.76,69.85,144.41,132.21,60.16,57.06,-45.93,-13.61,-57.56,-12.10,37.82,0.19,-11.56,14.58,-3.33,14.81,20.28,31.43,7.09,-17.70,9.89,-22.46,,-49.82,4.12,-15.08,-30.60,90.70,-11.76,45.12,-38.40,-23.58,,-21.94,59.77,-54.55,20.88,16.13,-35.29,94.58,-4.93,-4.17,177.48
IncomeFinanceIncome_qq,,-42.11,963.64,35.04,35.44,323.83,-140.90,57.14,237.74,-52.97,132.04,84.94,-20.59,28.77,-5.53,9.37,36.83,-140.85,583.91,-92.16,496.97,-63.79,-240.65,70.76,828.41,-124.18,572.90,-109.69,625.35,-0.54,244.47,-70.74,-16.84,-68.81,-247.42,100.00,,-149.80,67.53,-233.01,89.94,-328.99,143.24,-552.34,119.26,130.04,-185.58,-281.78,80.37,-193.01
IncomeFinanceIncome_sq,,-35.10,76.76,33.32,-13.64,9.21,14.11,67.24,6.05,22.62,-20.41,1.29,-7.96,-23.76,0.16,5.41,36.48,1.34,-17.71,-30.98,92.93,-12.43,20.37,-2.16,6.98,-9.68,-5.88,9.04,-24.45,-0.76,-47.06,109.67,2.68,-16.67,12.45,36.38,,-60.91,39.28,42.86,31.56,-0.21,-48.05,129.76,-26.76,-30.21,6.71,32.90,-7.14,148.57
IncomeFinanceCosts,59000,70000,74000,21000,41000,98000,41000,-2000,99000,160000,152000,272000,44000,-29000,0,0,1000,20000,21000,52000,21000,23000,28000,259000,40000,149000,-8000,-59000,37000,43000,915000,-231000,98000,-87000,531000,367000,,,,,,,,,,,,,,
IncomeFinanceCosts_yy,,,,,-30.51,40.00,-44.59,-109.52,141.46,63.27,270.73,13700.00,-55.56,-118.12,-100.00,-100.00,-97.73,168.97,,,2000.00,15.00,33.33,398.08,90.48,547.83,-128.57,-122.78,-7.50,-71.14,11537.50,-291.53,164.86,-302.33,-41.97,258.87,-100.00,100.00,-100.00,-100.00,,,,,,,,,,
IncomeFinanceCosts_sy,,,,,75.17,-8.66,179.67,88.90,16.17,131.71,29.75,88.17,128.95,-86.67,13.68,-63.79,-56.04,58.41,,,-1.10,-48.31,33.33,36.41,3.23,-12.68,-13.04,-26.83,-30.21,-20.28,-47.06,-12.85,-21.21,-8.18,99.09,122.27,19.20,3.73,-11.29,-49.88,,,,,,,,,,
IncomeFinanceCosts_qq,,18.64,5.71,-71.62,95.24,139.02,-58.16,-104.88,5050.00,61.62,-5.00,78.95,-83.82,-165.91,100.00,,,1900.00,5.00,147.62,-59.62,9.52,21.74,825.00,-84.56,272.50,-105.37,-637.50,162.71,16.22,2027.91,-125.25,142.42,-188.78,710.34,-30.89,-100.00,,,,,,,,,,,,,
IncomeFinanceCosts_sq,,64.22,-30.34,100.00,68.34,11.49,35.70,59.68,3.28,80.84,22.36,88.60,-33.81,-64.18,60.46,,,41.26,-35.59,10.00,-12.50,27.36,12.26,-5.80,-3.94,-15.28,-5.64,-14.67,-2.78,6.14,-31.66,36.69,-7.16,-8.98,11.41,19.51,1.73,,,,,,,,,,,,,
IncomeOtherIncome,,,,,,,,,,,,,,,,,,93000,0,-1000,,-60000,-93000,-54000,,,3000,387000,-762000,-197000,,,,,,,,,,,,,,,,,,,,2053000
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,-164.52,,-5300.00,,100.00,103.23,816.67,,,-100.00,-100.00,100.00,100.00,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,-126.10,,-5.56,,88.70,101.62,-100.00,,,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,-100.00,,100.00,,-55.00,41.94,100.00,,,12800.00,-296.90,74.15,100.00,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,-130.47,,7.84,,-58.66,65.42,-100.00,,,-7.69,4.52,14.03,89.64,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,1258000,405000,450000,3791000,237000,2626000,2623000,5008000,3274000,3307000,3144000,7917000,2345000,4355000,2891000,8192000,788000,4120000,4791000,6877000,3568000,2462000,128000,10507000,1635000,527000,-822000,11819000,976000,-5225000,6574000,7077000,2674000,3066000,1143000,-15997000,2954000,-950000,-5915000,-7984000,-6915000,5773000,-1934000,-29849000,-2988000,-31380000,-10452000,-23670000,231000,-13331000
IncomeNetGrossProfit_yy,,,,,-81.16,548.40,482.89,32.10,1281.43,25.93,19.86,58.09,-28.38,31.69,-8.05,3.47,-66.40,-5.40,65.72,-16.05,352.79,-40.24,-97.33,52.78,-54.18,-78.59,-742.19,12.49,-40.31,-1091.46,899.76,-40.12,173.98,158.68,-82.61,-326.04,10.47,-130.98,-617.50,50.09,-334.09,707.68,67.30,-273.86,56.79,-643.56,-440.43,20.70,107.73,57.52
IncomeNetGrossProfit_sy,,,,,27.95,9.68,-18.16,59.31,40.10,27.70,-11.33,-6.29,-75.33,-83.66,-23.31,-12.70,13.77,40.28,61.55,8.32,39.56,71.42,21.91,43.80,2.38,-24.61,-23.14,22.86,17.76,78.01,39.82,18.22,16.46,4.34,21.00,15.44,9.79,18.10,16.63,-4.18,1.37,0.84,6.96,-13.61,31.70,4.94,-3.26,-7.63,7.52,34.74
IncomeNetGrossProfit_qq,,-67.81,11.11,742.44,-93.75,1008.02,-0.11,90.93,-34.62,1.01,-4.93,151.81,-70.38,85.71,-33.62,183.36,-90.38,422.84,16.29,43.54,-48.12,-31.00,-94.80,8108.59,-84.44,-67.77,-255.98,1537.83,-91.74,-635.35,225.82,7.65,-62.22,14.66,-62.72,-1499.56,118.47,-132.16,-522.63,-34.98,13.39,183.49,-133.50,-1443.38,89.99,-950.20,66.69,-126.46,100.98,-5871.00
IncomeNetGrossProfit_sq,,-5.21,46.10,41.24,-42.32,-16.24,-0.11,190.12,-29.37,44.92,-21.39,138.69,-83.00,1.68,0.30,129.98,-43.64,7.86,22.05,21.09,-3.16,-9.34,5.40,10.60,-17.98,-9.29,8.43,45.14,-30.74,-23.33,21.92,39.58,-34.68,-4.84,30.34,31.06,-14.52,-14.08,14.54,16.59,-28.16,19.60,7.06,5.44,-22.32,5.62,-1.76,-5.42,-31.58,28.38
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,1258000,405000,450000,3791000,237000,2626000,2623000,5008000,3274000,3307000,3144000,7917000,2345000,4355000,2891000,8192000,788000,4120000,4791000,6877000,3568000,2462000,128000,10507000,1635000,527000,-822000,11819000,976000,-5225000,6574000,7077000,2674000,3066000,1143000,-15997000,2954000,-950000,-5915000,-7984000,-6915000,5773000,-1934000,-29849000,-2988000,-31380000,-10452000,-23670000,231000,-13331000
IncomeBeforeTaxProfit_yy,,,,,-81.16,548.40,482.89,32.10,1281.43,25.93,19.86,58.09,-28.38,31.69,-8.05,3.47,-66.40,-5.40,65.72,-16.05,352.79,-40.24,-97.33,52.78,-54.18,-78.59,-742.19,12.49,-40.31,-1091.46,899.76,-40.12,173.98,158.68,-82.61,-326.04,10.47,-130.98,-617.50,50.09,-334.09,707.68,67.30,-273.86,56.79,-643.56,-440.43,20.70,107.73,57.52
