,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherOperatingIncome_qq,,241.18,-6.90,350.00,-99.59,100.00,700.00,668.75,-58.54,376.47,-74.90,309.84,-36.40,53.46,-64.34,128.74,-57.79,1000.00,-80.30,29.12,-23.83,-22.35,6.47,82.43,-28.52,-50.26,54.17,41.22,-60.29,122.89,61.08,130.20,-74.34,-25.57,-9.16,178.15,-68.58,171.15,-56.03,-117.74,672.73,10.32,-40.29,543.37,-50.00,-58.43,28.83,-25.17,217.76,-39.41
IncomeOtherOperatingIncome_sq,,220.76,-23.97,105.46,-33.22,33.95,1.00,226.20,-47.99,-34.15,18.18,187.08,-43.49,60.21,-34.26,29.85,-16.74,-34.43,-1.48,57.26,-62.50,29.10,-16.37,108.41,-39.10,-41.24,7.56,-2.05,-0.99,10.87,41.75,0.21,-5.38,-3.84,-2.10,45.02,-48.74,4.06,-24.68,35.41,-26.42,12.30,-26.77,33.79,-34.03,47.56,-16.50,30.01,-6.19,-1.20
IncomeOtherOperatingCosts,6000,5000,73000,4000,1000,24000,16000,317000,31000,58000,207000,753000,20000,179000,164000,533000,130000,465000,159000,352000,95000,543000,149000,1101000,103000,160000,496000,293000,83000,215000,188000,336000,148000,92000,183000,626000,77000,494000,346000,245000,125000,581000,290000,1090000,271000,59000,161000,691000,266000,998000
IncomeOtherOperatingCosts_yy,,,,,-83.33,380.00,-78.08,7825.00,3000.00,141.67,1193.75,137.54,-35.48,208.62,-20.77,-29.22,550.00,159.78,-3.05,-33.96,-26.92,16.77,-6.29,212.78,8.42,-70.53,232.89,-73.39,-19.42,34.38,-62.10,14.68,78.31,-57.21,-2.66,86.31,-47.97,436.96,89.07,-60.86,62.34,17.61,-16.18,344.90,116.80,-89.85,-44.48,-36.61,-1.85,1591.53
IncomeOtherOperatingCosts_sy,,,,,61.40,61.93,46.78,80.53,54.46,31.54,20.04,147.27,96.88,177.40,86.67,-12.76,-29.02,-35.02,-9.91,-38.92,-6.28,3.28,7.95,-7.50,38.78,-14.62,-15.42,13.74,-16.18,6.45,12.52,-9.79,-26.64,-12.72,-17.06,7.00,-10.00,-7.75,-6.85,33.59,28.74,29.56,36.75,-2.26,-4.28,11.64,3.61,54.38,4.95,22.44
IncomeOtherOperatingCosts_qq,,-16.67,1360.00,-94.52,-75.00,2300.00,-33.33,1881.25,-90.22,87.10,256.90,263.77,-97.34,795.00,-8.38,225.00,-75.61,257.69,-65.81,121.38,-73.01,471.58,-72.56,638.93,-90.64,55.34,210.00,-40.93,-71.67,159.04,-12.56,78.72,-55.95,-37.84,98.91,242.08,-87.70,541.56,-29.96,-29.19,-48.98,364.80,-50.09,275.86,-75.14,-78.23,172.88,329.19,-61.51,275.19
IncomeOtherOperatingCosts_sq,,113.27,-56.81,519.31,-50.99,70.39,-21.48,271.47,-74.68,52.42,-17.71,356.31,-73.04,110.02,-20.51,86.38,-59.38,58.26,-43.20,60.76,-66.74,191.42,23.78,114.17,-46.78,3.53,-2.45,60.44,-71.67,104.87,11.23,78.72,-69.21,7.18,-4.52,156.19,-59.23,29.49,-17.03,212.60,-68.92,32.63,-20.26,123.42,-73.32,69.08,27.66,364.54,-75.28,76.88
IncomeEBIT,1061000,41000,434000,788000,1060000,1237000,1918000,2107000,921000,1144000,2119000,2633000,1425000,821000,2153000,3030000,772000,2385000,2456000,3015000,2280000,1665000,2729000,2764000,2017000,2337000,3265000,2769000,1915000,2394000,1132000,1429000,452000,1210000,3525000,1548000,3630000,1529000,2118000,2775000,3214000,1240000,3659000,3782000,3363000,2495000,4852000,2727000,3670000,2655000
IncomeEBIT_yy,,,,,-0.09,2917.07,341.94,167.39,-13.11,-7.52,10.48,24.96,54.72,-28.23,1.60,15.08,-45.82,190.50,14.07,-0.50,195.34,-30.19,11.12,-8.33,-11.54,40.36,19.64,0.18,-5.06,2.44,-65.33,-48.39,-76.40,-49.46,211.40,8.33,703.10,26.36,-39.91,79.26,-11.46,-18.90,72.76,36.29,4.64,101.21,32.60,-27.90,9.13,6.41
IncomeEBIT_sy,,,,,75.74,23.19,45.75,31.14,38.66,27.78,10.60,-48.34,-110.84,-37.42,-62.64,17.21,68.45,11.20,100.70,58.86,7.73,35.34,-24.99,14.26,-20.84,-32.22,11.28,5.38,-37.86,44.73,23.20,56.58,43.53,18.28,25.63,2.49,7.90,18.17,-20.51,1.70,-6.69,1.99,-13.34,2.20,-45.62,-0.49,8.21,21.26,0.41,31.29
IncomeEBIT_qq,,-96.14,958.54,81.57,34.52,16.70,55.05,9.85,-56.29,24.21,85.23,24.26,-45.88,-42.39,162.24,40.73,-74.52,208.94,2.98,22.76,-24.38,-26.97,63.90,1.28,-27.03,15.87,39.71,-15.19,-30.84,25.01,-52.72,26.24,-68.37,167.70,191.32,-56.09,134.50,-57.88,38.52,31.02,15.82,-61.42,195.08,3.36,-11.08,-25.81,94.47,-43.80,34.58,-27.66
IncomeEBIT_sq,,20.44,66.94,81.57,-8.89,54.14,-8.94,39.52,-58.60,24.21,-18.52,-10.30,-5.52,34.66,-24.86,75.74,-61.59,121.66,4.97,69.56,-90.49,128.60,-18.30,85.04,-75.32,61.87,-41.69,15.36,-82.45,170.59,-20.77,92.09,-77.30,150.53,-11.81,55.25,-78.59,118.91,-52.22,48.68,-82.46,112.71,-37.02,60.56,-85.38,98.68,-15.95,26.45,-93.86,130.10
IncomeFinanceIncome,6000,9000,16000,13000,61000,135000,96000,143000,155000,204000,88000,130000,79000,138000,3000,8000,14000,21000,7000,79000,28000,77000,81000,108000,54000,124000,63000,157000,69000,110000,12000,67000,29000,69000,39000,230000,100000,-56000,6000,26000,19000,69000,-16000,74000,55000,64000,40000,71000,24000,94000
IncomeFinanceIncome_yy,,,,,916.67,1400.00,500.00,1000.00,154.10,51.11,-8.33,-9.09,-49.03,-32.35,-96.59,-93.85,-82.28,-84.78,133.33,887.50,100.00,266.67,1057.14,36.71,92.86,61.04,-22.22,45.37,27.78,-11.29,-80.95,-57.32,-57.97,-37.27,225.00,243.28,244.83,-181.16,-84.62,-88.70,-81.00,223.21,-366.67,184.62,189.47,-7.25,350.00,-4.05,-56.36,46.88
IncomeFinanceIncome_sy,,,,,150.41,400.00,108.97,143.39,22.74,160.07,-45.83,28.42,-18.28,-19.51,88.92,-41.60,-2.38,-66.74,115.73,-9.33,89.67,-39.61,-47.23,-19.05,15.13,8.12,22.74,21.69,-34.53,-12.42,-47.18,8.17,-21.00,-10.47,68.41,-1.27,44.80,-28.90,-61.42,-79.84,-30.20,86.91,-40.89,58.97,8.86,-15.18,72.31,64.29,-27.09,-16.67
IncomeFinanceIncome_qq,,50.00,77.78,-18.75,369.23,121.31,-28.89,48.96,8.39,31.61,-56.86,47.73,-39.23,74.68,-97.83,166.67,75.00,50.00,-66.67,1028.57,-64.56,175.00,5.19,33.33,-50.00,129.63,-49.19,149.21,-56.05,59.42,-89.09,458.33,-56.72,137.93,-43.48,489.74,-56.52,-156.00,110.71,333.33,-26.92,263.16,-123.19,562.50,-25.68,16.36,-37.50,77.50,-66.20,291.67
IncomeFinanceIncome_sq,,45.26,2.52,69.23,-21.59,55.59,21.17,58.33,8.39,188.96,-74.82,253.07,-59.08,39.50,-30.94,107.79,-12.46,17.62,74.32,-14.86,6.86,-29.59,0.31,27.38,-15.92,-50.72,16.87,2.34,-6.41,15.99,-24.53,64.29,-12.62,2.10,-2.90,30.93,13.32,-21.47,0.40,13.24,125.00,-13.02,6.56,-11.77,5.25,-50.90,-37.17,94.53,56.54,-40.83
IncomeFinanceCosts,,3000,17000,12000,0,0,1000,10000,2000,9000,6000,7000,5000,13000,5000,47000,15000,54000,25000,21000,20000,24000,30000,30000,30000,54000,19000,24000,54000,39000,60000,49000,55000,42000,43000,106000,227000,-169000,37000,38000,50000,21000,26000,20000,36000,19000,21000,29000,44000,73000
IncomeFinanceCosts_yy,,,,,,-100.00,-94.12,-16.67,,,500.00,-30.00,150.00,44.44,-16.67,571.43,200.00,315.38,400.00,-55.32,33.33,-55.56,20.00,42.86,50.00,125.00,-36.67,-20.00,80.00,-27.78,215.79,104.17,1.85,7.69,-28.33,116.33,312.73,-502.38,-13.95,-64.15,-77.97,112.43,-29.73,-47.37,-28.00,-9.52,-19.23,45.00,22.22,284.21
IncomeFinanceCosts_sy,,,,,,5.17,-7.08,78.19,,,72.18,265.82,77.32,14.36,-2.50,-62.74,-47.27,26.11,3.67,3.72,2.92,-25.29,43.26,-8.71,1.06,6.02,-42.84,-13.77,-8.21,28.84,-50.87,43.18,-14.16,-40.56,100.00,47.56,19.47,-8.36,-32.18,-19.34,1.98,-17.09,-38.02,-9.24,0.86,5.73,7.46,58.11,12.50,19.89
IncomeFinanceCosts_qq,,,466.67,-29.41,-100.00,,,900.00,-80.00,350.00,-33.33,16.67,-28.57,160.00,-61.54,840.00,-68.09,260.00,-53.70,-16.00,-4.76,20.00,25.00,,,80.00,-64.81,26.32,125.00,-27.78,53.85,-18.33,12.24,-23.64,2.38,146.51,114.15,-174.45,121.89,2.70,31.58,-58.00,23.81,-23.08,80.00,-47.22,10.53,38.10,51.72,65.91
IncomeFinanceCosts_sq,,,9.84,32.08,-17.55,,,79.04,-27.12,34.87,-1.96,248.19,-37.87,-20.14,-9.44,26.40,-31.92,17.06,-19.69,1.76,-9.56,4.89,56.89,,,0.70,0.76,0.98,44.94,29.52,-59.74,73.54,-21.95,-16.73,26.05,15.00,-26.37,-10.57,8.20,46.61,14.36,-25.51,11.68,91.73,-4.89,-2.91,-15.57,119.59,-17.27,24.16
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375000,,,,,,,,,,,,803000,-20000,-48000
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-117.02,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,-102.49,-140.00
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-112.50,,,,,,,,,,,,-73.20,-93.54
IncomeNetGrossProfit,1067000,47000,433000,789000,1121000,1372000,2013000,2240000,1074000,1339000,2201000,2756000,1499000,946000,2151000,2991000,771000,2352000,2438000,3073000,2288000,1718000,2780000,2842000,2041000,2407000,3309000,2902000,1930000,2465000,1084000,1447000,426000,1237000,3521000,2047000,3503000,1642000,2087000,2763000,3183000,1288000,3617000,3836000,3382000,2540000,4871000,3572000,3630000,2628000
IncomeNetGrossProfit_yy,,,,,5.06,2819.15,364.90,183.90,-4.19,-2.41,9.34,23.04,39.57,-29.35,-2.27,8.53,-48.57,148.63,13.34,2.74,196.76,-26.96,14.03,-7.52,-10.80,40.10,19.03,2.11,-5.44,2.41,-67.24,-50.14,-77.93,-49.82,224.82,41.47,722.30,32.74,-40.73,34.98,-9.14,-21.56,73.31,38.83,6.25,97.20,34.67,-6.88,7.33,3.46
IncomeNetGrossProfit_sy,,,,,68.89,51.90,99.06,27.27,28.49,-2.41,-4.74,-72.93,-117.46,-14.10,-51.62,15.87,72.17,42.42,131.22,58.33,-2.23,55.58,-15.79,8.53,-6.58,-19.94,18.58,-13.82,-34.93,16.12,24.49,30.92,42.69,33.62,13.93,0.02,-9.94,22.01,8.27,8.11,-9.14,13.90,-17.32,-3.18,-39.58,-5.04,15.10,-0.68,-6.99,38.48
IncomeNetGrossProfit_qq,,-95.60,821.28,82.22,42.08,22.39,46.72,11.28,-52.05,24.67,64.38,25.22,-45.61,-36.89,127.38,39.05,-74.22,205.06,3.66,26.05,-25.55,-24.91,61.82,2.23,-28.18,17.93,37.47,-12.30,-33.49,27.72,-56.02,33.49,-70.56,190.38,184.64,-41.86,71.13,-53.13,27.10,32.39,15.20,-59.54,180.82,6.05,-11.84,-24.90,91.77,-26.67,1.62,-27.60
IncomeNetGrossProfit_sq,,95.86,-1.12,82.22,-9.31,47.88,-37.08,26.67,-53.22,27.32,-40.88,-25.04,8.34,72.02,-53.54,47.44,-67.15,166.42,19.51,69.16,-82.87,142.35,-56.87,93.97,-86.35,77.08,-35.20,44.40,-85.36,99.41,-6.98,64.12,-98.22,149.36,-28.10,37.46,-82.12,125.84,-43.45,33.18,-86.70,147.44,-33.58,23.45,-101.26,101.80,-26.02,13.97,-84.28,119.02
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,1067000,47000,433000,789000,1121000,1372000,2013000,2240000,1074000,1339000,2201000,2756000,1499000,946000,2151000,2991000,771000,2352000,2438000,3073000,2288000,1718000,2780000,2842000,2041000,2407000,3309000,2902000,1930000,2465000,1084000,1447000,426000,1237000,3521000,2047000,3503000,1642000,2087000,2763000,3183000,1288000,3617000,3836000,3382000,2540000,4871000,3572000,3630000,2628000
IncomeBeforeTaxProfit_yy,,,,,5.06,2819.15,364.90,183.90,-4.19,-2.41,9.34,23.04,39.57,-29.35,-2.27,8.53,-48.57,148.63,13.34,2.74,196.76,-26.96,14.03,-7.52,-10.80,40.10,19.03,2.11,-5.44,2.41,-67.24,-50.14,-77.93,-49.82,224.82,41.47,722.30,32.74,-40.73,34.98,-9.14,-21.56,73.31,38.83,6.25,97.20,34.67,-6.88,7.33,3.46
