,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherOperatingIncome_yy,,,,,-19.71,304.62,88.57,690.91,-153.64,-15.59,283.33,-161.38,188.14,-62.61,-80.90,121.91,134.62,3.61,-37.24,-20.51,67.21,13.95,28.57,50.54,4.41,175.51,34.19,26.43,1.88,-53.33,12.10,9.60,-15.21,19.05,-19.32
IncomeOtherOperatingIncome_sy,,,,,111.31,10.12,-6.10,18.99,-40.06,27.70,-32.78,-22.80,9.68,36.50,51.21,52.45,86.66,19.87,7.07,-20.08,-14.17,-18.78,-24.76,31.06,1.88,9.17,23.76,-4.70,23.89,-7.29,5.68,34.69,16.38,17.06,17.71
IncomeOtherOperatingIncome_qq,,-52.55,61.54,4.76,,139.09,-24.71,339.39,-106.78,476.27,241.89,-170.36,109.74,59.62,74.70,-19.31,4.27,-29.51,5.81,2.20,119.35,-51.96,19.39,19.66,52.14,26.76,-41.85,12.74,22.60,-41.94,39.68,10.23,-5.15,-18.48,-5.33
IncomeOtherOperatingIncome_sq,,-44.82,18.95,-40.00,,-76.91,43.75,-4.96,7.45,-16.80,-10.22,18.53,29.58,6.46,2.25,8.08,25.67,-23.98,-0.62,-15.66,15.74,-29.68,-1.84,-27.50,52.14,-5.62,-1.74,4.00,38.33,-35.95,14.42,10.94,44.64,-26.84,-7.14
IncomeOtherOperatingCosts,391000,7000,6000,14000,55000,33000,151000,5000,-36000,28000,802000,-598000,15000,44000,9000,66000,122000,4000,53000,9000,1721000,23000,13000,53000,41000,16000,12000,3000,739000,457000,-288000,111000,9000,59000,273000
IncomeOtherOperatingCosts_yy,,,,,-85.93,371.43,2416.67,-64.29,-165.45,-15.15,431.13,-12060.00,141.67,57.14,-98.88,111.04,713.33,-90.91,488.89,-86.36,1310.66,475.00,-75.47,488.89,-97.62,-30.43,-7.69,-94.34,1702.44,2756.25,-2500.00,3600.00,-98.78,-87.09,194.79
IncomeOtherOperatingCosts_sy,,,,,-38.36,200.00,17.93,66.60,-9.84,3.83,-28.44,-50.00,12.90,45.59,1.99,11.78,32.30,6.29,-14.24,6.16,-1.84,-37.15,-16.62,-0.94,-9.79,13.86,14.00,-20.51,-10.23,-8.68,-25.34,-8.69,36.41,-1.23,73.20
IncomeOtherOperatingCosts_qq,,-98.21,-14.29,133.33,292.86,-40.00,357.58,-96.69,-820.00,177.78,2764.29,-174.56,102.51,193.33,-79.55,633.33,84.85,-96.72,1225.00,-83.02,19022.22,-98.66,-43.48,307.69,-22.64,-60.98,-25.00,-75.00,24533.33,-38.16,-163.02,138.54,-91.89,555.56,362.71
IncomeOtherOperatingCosts_sq,,-78.34,48.69,-27.69,211.83,-67.61,29.25,-28.03,175.00,-60.12,10.15,-2.56,125.07,-40.71,69.60,-13.28,217.00,-59.72,11.60,-19.17,124.20,-72.53,20.27,-18.58,216.38,-63.22,8.33,-28.86,97.78,-41.67,16.04,-13.80,83.08,-55.93,59.87
IncomeEBIT,398000,1568000,443000,755000,393000,1227000,972000,-1141000,2257000,612000,-1880000,-635000,-805000,205000,963000,1153000,658000,851000,1034000,1603000,4000,1834000,1568000,1465000,568000,1332000,1821000,1382000,79000,1697000,1155000,2578000,2473000,3613000,3254000
IncomeEBIT_yy,,,,,-1.26,-21.75,119.41,-251.13,474.30,-50.12,-293.42,44.35,-135.67,-66.50,151.22,281.57,181.74,315.12,7.37,39.03,-99.39,115.51,51.64,-8.61,14100.00,-27.37,16.14,-5.67,-86.09,27.40,-36.57,86.54,3030.38,112.91,181.73
IncomeEBIT_sy,,,,,56.43,-24.50,65.87,10.94,46.31,3.45,-23.98,5.62,-39.60,14.29,4.23,11.81,56.42,41.64,34.54,35.89,26.31,33.95,13.31,8.65,-8.92,-22.11,-7.34,-5.67,14.00,9.49,-26.94,4.92,-19.90,-3.94,23.19
IncomeEBIT_qq,,293.97,-71.75,70.43,-47.95,212.21,-20.78,-217.39,297.81,-72.88,-407.19,66.22,-26.77,125.47,369.76,19.73,-42.93,29.33,21.50,55.03,-99.75,45750.00,-14.50,-6.57,-61.23,134.51,36.71,-24.11,-94.28,2048.10,-31.94,123.20,-4.07,46.10,-9.94
IncomeEBIT_sq,,55.91,-3.26,81.49,-25.58,-6.14,40.13,26.02,-3.54,-35.45,-32.85,39.95,-31.26,-7.47,7.46,31.56,-6.95,-24.68,26.60,13.44,-33.68,5.71,8.34,-0.72,-10.97,-1.58,2.32,-4.89,12.88,0.74,-19.68,20.68,-27.08,24.58,-2.22
IncomeFinanceIncome,218000,10000,302000,286000,-18000,26000,160000,8000,3000,31000,515000,294000,-627000,109000,130000,84000,-286000,1000,53000,-28000,7000,25000,14000,8000,10000,15000,17000,11000,18000,11000,13000,8000,16000,23000,21000
IncomeFinanceIncome_yy,,,,,-108.26,160.00,-47.02,-97.20,116.67,19.23,221.88,3575.00,-21000.00,251.61,-74.76,-71.43,54.39,-99.08,-59.23,-133.33,102.45,2400.00,-73.58,128.57,42.86,-40.00,21.43,37.50,80.00,-26.67,-23.53,-27.27,-11.11,109.09,61.54
IncomeFinanceIncome_sy,,,,,11.16,38.80,-6.82,77.11,101.02,59.72,-7.39,22.72,-50.69,55.56,25.45,-64.12,-30.23,-26.03,-44.54,40.74,27.80,-1.92,-43.50,-34.72,-36.41,-31.40,29.97,9.80,-22.72,-4.10,-9.52,17.45,37.14,-12.90,34.13
IncomeFinanceIncome_qq,,-95.41,2920.00,-5.30,-106.29,244.44,515.38,-95.00,-62.50,933.33,1561.29,-42.91,-313.27,117.38,19.27,-35.38,-440.48,100.35,5200.00,-152.83,125.00,257.14,-44.00,-42.86,25.00,50.00,13.33,-35.29,63.64,-38.89,18.18,-38.46,100.00,43.75,-8.70
IncomeFinanceIncome_sq,,38.84,78.57,-10.53,100.00,19.52,18.57,7.10,17.27,-29.47,-4.55,1.43,-19.05,3.57,-7.28,-35.65,19.65,,-1.25,-6.62,117.92,-15.70,-27.87,0.36,58.33,-13.64,8.85,-35.29,12.90,22.42,-6.65,-4.60,31.18,27.76,73.91
IncomeFinanceCosts,27000,14000,15000,21000,21000,43000,67000,96000,170000,226000,661000,325000,-279000,237000,302000,292000,-108000,146000,115000,190000,72000,78000,58000,54000,66000,66000,49000,50000,61000,48000,43000,46000,42000,44000,104000
IncomeFinanceCosts_yy,,,,,-22.22,207.14,346.67,357.14,709.52,425.58,886.57,238.54,-264.12,4.87,-54.31,-10.15,61.29,-38.40,-61.92,-34.93,166.67,-46.58,-49.57,-71.58,-8.33,-15.38,-15.52,-7.41,-7.58,-27.27,-12.24,-8.00,-31.15,-8.33,141.86
IncomeFinanceCosts_sy,,,,,-10.06,-6.07,26.94,37.32,34.26,45.75,17.89,85.69,-16.84,-4.16,-0.53,-26.85,-1.14,-12.66,22.17,30.90,24.32,1.59,-12.22,-11.48,-7.74,8.22,23.81,7.96,-1.64,14.00,1.30,3.21,25.70,-1.28,21.34
IncomeFinanceCosts_qq,,-48.15,7.14,40.00,,104.76,55.81,43.28,77.08,32.94,192.48,-50.83,-185.85,184.95,27.43,-3.31,-136.99,235.19,-21.23,65.22,-62.11,8.33,-25.64,-6.90,22.22,,-25.76,2.04,22.00,-21.31,-10.42,6.98,-8.70,4.76,136.36
IncomeFinanceCosts_sq,,,6.84,26.40,,-11.97,38.16,-8.65,26.56,-2.43,5.00,1.66,-26.68,-10.57,-8.50,-12.04,19.20,-13.32,7.07,6.33,11.29,-25.46,-5.10,-2.13,21.20,,27.22,-12.04,7.36,-0.98,0.79,0.79,20.66,-9.06,31.18
IncomeOtherIncome,,,,,,,,,-311000,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,589000,1564000,730000,1020000,354000,1210000,1065000,-1229000,1779000,417000,-2026000,-666000,-1153000,77000,791000,945000,480000,706000,972000,1385000,-61000,1781000,1524000,1419000,512000,1281000,1789000,1343000,36000,1660000,1125000,2540000,2447000,3592000,3171000
IncomeNetGrossProfit_yy,,,,,-39.90,-22.63,45.89,-220.49,402.54,-65.54,-290.23,45.81,-164.81,-81.53,139.04,241.89,141.63,816.88,22.88,46.56,-112.71,152.27,56.79,2.45,939.34,-28.07,17.39,-5.36,-92.97,29.59,-37.12,89.13,6697.22,116.39,181.87
IncomeNetGrossProfit_sy,,,,,101.06,-19.89,49.06,0.28,58.24,14.63,-37.72,-8.21,-53.22,6.27,48.76,23.68,39.90,67.90,22.88,29.31,17.80,34.35,5.80,23.36,-10.40,-27.16,-4.45,-5.36,9.40,18.59,-32.16,2.96,-26.39,-1.28,22.01
IncomeNetGrossProfit_qq,,165.53,-53.32,39.73,-65.29,241.81,-11.98,-215.40,244.75,-76.56,-585.85,67.13,-73.12,106.68,927.27,19.47,-49.21,47.08,37.68,42.49,-104.40,3019.67,-14.43,-6.89,-63.92,150.20,39.66,-24.93,-97.32,4511.11,-32.23,125.78,-3.66,46.79,-11.72
IncomeNetGrossProfit_sq,,47.14,6.64,59.01,-25.39,-22.92,47.77,19.47,24.95,-40.30,-28.76,35.95,-58.34,-20.48,6.42,38.07,-18.54,-9.79,24.98,16.24,-47.98,13.78,11.32,1.14,-4.34,-1.84,18.51,-16.47,6.91,-2.61,-30.04,37.48,-21.98,7.38,-6.86
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,589000,1564000,730000,1020000,354000,1210000,1065000,-1229000,1779000,417000,-2026000,-666000,-1153000,77000,791000,945000,480000,706000,972000,1385000,-61000,1781000,1524000,1419000,512000,1281000,1789000,1343000,36000,1660000,1125000,2540000,2447000,3592000,3171000
IncomeBeforeTaxProfit_yy,,,,,-39.90,-22.63,45.89,-220.49,402.54,-65.54,-290.23,45.81,-164.81,-81.53,139.04,241.89,141.63,816.88,22.88,46.56,-112.71,152.27,56.79,2.45,939.34,-28.07,17.39,-5.36,-92.97,29.59,-37.12,89.13,6697.22,116.39,181.87
IncomeBeforeTaxProfit_sy,,,,,101.06,-19.89,49.06,0.28,58.24,14.63,-37.72,-8.21,-53.22,6.27,48.76,23.68,39.90,67.90,22.88,29.31,17.80,34.35,5.80,23.36,-10.40,-27.16,-4.45,-5.36,9.40,18.59,-32.16,2.96,-26.39,-1.28,22.01
IncomeBeforeTaxProfit_qq,,165.53,-53.32,39.73,-65.29,241.81,-11.98,-215.40,244.75,-76.56,-585.85,67.13,-73.12,106.68,927.27,19.47,-49.21,47.08,37.68,42.49,-104.40,3019.67,-14.43,-6.89,-63.92,150.20,39.66,-24.93,-97.32,4511.11,-32.23,125.78,-3.66,46.79,-11.72
IncomeBeforeTaxProfit_sq,,47.14,6.64,59.01,-25.39,-22.92,47.77,19.47,24.95,-40.30,-28.76,35.95,-58.34,-20.48,6.42,38.07,-18.54,-9.79,24.98,16.24,-47.98,13.78,11.32,1.14,-4.34,-1.84,18.51,-16.47,6.91,-2.61,-30.04,37.48,-21.98,7.38,-6.86
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,441000,1281000,599000,870000,341000,1002000,948000,-999000,1248000,469000,-2063000,-650000,-1129000,62000,446000,930000,1457000,506000,813000,1088000,-80000,1429000,1261000,1155000,1375000,1085000,1439000,1727000,83000,1301000,865000,1960000,1856000,2732000,2424000
IncomeNetProfit_yy,,,,,-22.68,-21.78,58.26,-214.83,265.98,-53.19,-317.62,34.93,-190.46,-86.78,121.62,243.08,229.05,716.13,82.29,16.99,-105.49,182.41,55.10,6.16,1818.75,-24.07,14.12,49.52,-93.96,19.91,-39.89,13.49,2136.14,109.99,180.23
IncomeNetProfit_sy,,,,,89.22,-28.31,48.82,-6.47,50.38,23.45,-40.77,-9.86,-61.44,10.72,74.42,22.90,32.46,56.00,37.79,34.75,8.14,41.94,1.61,29.53,-14.87,-15.21,4.69,-17.38,0.21,19.91,-39.89,13.49,-11.55,-9.96,51.70
IncomeNetProfit_qq,,190.48,-53.24,45.24,-60.80,193.84,-5.39,-205.38,224.92,-62.42,-539.87,68.49,-73.69,105.49,619.35,108.52,56.67,-65.27,60.67,33.83,-107.35,1886.25,-11.76,-8.41,19.05,-21.09,32.63,20.01,-95.19,1467.47,-33.51,126.59,-5.31,47.20,-11.27
IncomeNetProfit_sq,,51.09,-32.18,42.29,-16.43,-25.49,79.08,-0.09,15.63,-48.21,-11.58,33.02,-42.96,-32.39,0.42,36.81,-27.57,-5.94,18.62,8.59,-37.73,-11.18,24.75,12.14,-23.20,-1.51,11.16,-8.65,-4.53,14.21,-29.32,23.55,-24.91,17.54,-8.36
IncomeShareholderNetProfit,441000,1281000,599000,870000,341000,1002000,948000,-999000,1248000,469000,-2063000,-650000,-1129000,62000,446000,930000,1457000,506000,813000,1088000,-80000,1429000,1261000,1155000,1375000,1085000,1439000,1727000,83000,1301000,865000,1960000,1856000,2732000,2424000
IncomeShareholderNetProfit_yy,,,,,-22.68,-21.78,58.26,-214.83,265.98,-53.19,-317.62,34.93,-190.46,-86.78,121.62,243.08,229.05,716.13,82.29,16.99,-105.49,182.41,55.10,6.16,1818.75,-24.07,14.12,49.52,-93.96,19.91,-39.89,13.49,2136.14,109.99,180.23
IncomeShareholderNetProfit_sy,,,,,70.74,-39.90,48.82,-6.38,44.47,19.06,-46.94,-9.80,-61.56,23.74,74.42,22.85,35.22,56.00,36.08,25.55,9.97,42.03,14.59,39.16,-14.93,-16.46,14.12,-22.26,0.21,10.04,-39.89,14.16,-7.32,-10.11,46.79
IncomeShareholderNetProfit_qq,,190.48,-53.24,45.24,-60.80,193.84,-5.39,-205.38,224.92,-62.42,-539.87,68.49,-73.69,105.49,619.35,108.52,56.67,-65.27,60.67,33.83,-107.35,1886.25,-11.76,-8.41,19.05,-21.09,32.63,20.01,-95.19,1467.47,-33.51,126.59,-5.31,47.20,-11.27
IncomeShareholderNetProfit_sq,,26.00,-32.14,42.24,-16.43,-30.52,79.72,-0.69,15.63,-48.21,-11.85,33.33,-54.78,-26.66,1.17,65.95,-24.38,-12.57,19.58,6.76,-33.49,-8.38,25.93,18.69,-33.34,-1.51,29.06,-17.16,6.33,14.78,-29.22,43.74,-24.98,17.54,-4.30
BalanceNoncurrentAssets,22265000,23200000,25075000,,34536000,39400000,40475000,,48164000,48881000,44469000,45369000,46099000,44933000,45322000,45227000,45818000,45498000,44745000,43922000,40908000,40458000,40876000,41912000,42551000,41404000,40817000,40604000,40009000,39272000,39259000,38660000,38195000,38146000,37926000
BalanceNoncurrentAssets_yy,,,,,55.11,69.83,61.42,,39.46,24.06,9.87,,-4.29,-8.08,1.92,-0.31,-0.61,1.26,-1.27,-2.89,-10.72,-11.08,-8.65,-4.58,4.02,2.34,-0.14,-3.12,-5.97,-5.15,-3.82,-4.79,-4.53,-2.87,-3.40
BalanceNoncurrentAssets_sy,,,,,11.40,16.58,9.59,,9.52,16.69,10.72,,3.30,1.00,-0.92,-2.20,3.70,0.96,2.54,10.33,9.70,3.98,6.29,6.63,6.82,13.71,8.31,9.99,9.71,6.71,1.32,2.24,-0.52,3.24,6.48
BalanceNoncurrentAssets_qq,,4.20,8.08,-100.00,,14.08,2.73,-100.00,,1.49,-9.03,2.02,1.61,-2.53,0.87,-0.21,1.31,-0.70,-1.66,-1.84,-6.86,-1.10,1.03,2.53,1.52,-2.70,-1.42,-0.52,-1.47,-1.84,-0.03,-1.53,-1.20,-0.13,-0.58
BalanceNoncurrentAssets_sq,,0.92,0.69,-100.00,,1.05,2.73,-100.00,,1.23,0.70,-0.37,0.54,-0.71,-0.34,-0.84,2.52,-0.28,0.51,0.88,-0.03,-0.67,2.72,1.14,2.24,0.62,0.90,0.26,0.10,-0.21,1.04,0.37,-0.23,0.68,-0.24
BalanceIntangibleAssets,11734000,11739000,11748000,,11768000,11753000,11748000,,11736000,11738000,12461000,12448000,12649000,12625000,12601000,12576000,12597000,12577000,12554000,12525000,12495000,12482000,12457000,12441000,12424000,12395000,12367000,12340000,12383000,12353000,12324000,12300000,12323000,12303000,12681000
BalanceIntangibleAssets_yy,,,,,0.29,0.12,,,-0.27,-0.13,6.07,,7.78,7.56,1.12,1.03,-0.41,-0.38,-0.37,-0.41,-0.81,-0.76,-0.77,-0.67,-0.57,-0.70,-0.72,-0.81,-0.33,-0.34,-0.35,-0.32,-0.48,-0.40,2.90
BalanceIntangibleAssets_sy,,,,,2.10,0.42,,,-3.19,0.40,6.07,,7.14,-0.08,-1.52,0.16,0.80,-0.30,-0.57,6.02,0.39,2.34,-0.04,-0.10,4.20,6.62,5.03,6.01,0.82,0.06,-0.66,0.02,-1.84,0.04,0.66
BalanceIntangibleAssets_qq,,0.04,0.08,-100.00,,-0.13,-0.04,-100.00,,0.02,6.16,-0.10,1.61,-0.19,-0.19,-0.20,0.17,-0.16,-0.18,-0.23,-0.24,-0.10,-0.20,-0.13,-0.14,-0.23,-0.23,-0.22,0.35,-0.24,-0.23,-0.19,0.19,-0.16,3.07
BalanceIntangibleAssets_sq,,-1.03,-0.24,-100.00,,-0.53,-1.62,-100.00,,0.01,-0.29,-1.89,0.48,-1.67,-0.28,-1.68,-1.04,-0.72,-0.32,-0.73,0.26,-1.40,-0.79,-0.19,1.67,-0.53,0.18,-0.29,0.35,-0.77,-0.22,-0.27,-0.54,-0.14,-0.11
BalanceProperty,10401000,11347000,12540000,,22654000,27559000,28698000,,35636000,36367000,31913000,32710000,33230000,32189000,32423000,32332000,31767000,31606000,30988000,30438000,27438000,27242000,27777000,28797000,29007000,28075000,27586000,27081000,26541000,25974000,26025000,25388000,25111000,25009000,24416000
BalanceProperty_yy,,,,,117.81,142.87,128.85,,57.31,31.96,11.20,,-6.75,-11.49,1.60,-1.16,-4.40,-1.81,-4.43,-5.86,-13.63,-13.81,-10.36,-5.39,5.72,3.06,-0.69,-5.96,-8.50,-7.48,-5.66,-6.25,-5.39,-3.72,-6.18
BalanceProperty_sy,,,,,9.04,15.40,9.55,,17.19,17.22,8.62,,3.28,-0.18,0.82,-1.40,1.27,7.60,8.52,3.40,4.90,5.25,5.88,4.68,5.72,5.57,4.03,3.33,3.26,1.03,-0.23,2.01,-0.04,2.24,2.38
BalanceProperty_qq,,9.10,10.51,-100.00,,21.65,4.13,-100.00,,2.05,-12.25,2.50,1.59,-3.13,0.73,-0.28,-1.75,-0.51,-1.96,-1.77,-9.86,-0.71,1.96,3.67,0.73,-3.21,-1.74,-1.83,-1.99,-2.14,0.20,-2.45,-1.09,-0.41,-2.37
BalanceProperty_sq,,-0.13,0.40,-100.00,,-0.90,2.25,-100.00,,-0.14,-0.46,-1.18,0.26,-1.01,0.41,-0.99,0.08,-0.64,-0.40,0.06,1.11,-0.27,1.00,-0.16,0.83,0.09,0.58,-0.08,0.16,-0.62,-0.30,-0.30,0.23,-0.60,-0.37
