,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceOtherNoncurrentAssets,21752000,17248000,22216000,12197000,12617000,20184000,19092000,12250000,15588000,11359000,8236000,10131000,8352000,12055000,5657000,5138000,,221173000,298298000,,974483000,991839000,974663000,1011207000,1014999000,1033765000,863194000,780702000,795218000,805795000,795876000,894702000,830014000,827480000,879947000,886511000,885067000,900974000,908227000,954190000,989483000,993548000,1107716000,1046384000,1129429000,1126001000,1228255000,1123357000
BalanceCurrentAssets,1168995000,1135015000,1293801000,1276180000,1292842000,1352726000,1348007000,1378931000,1495755000,1470256000,,152564000,244885000,,674665000,816389000,834291000,879155000,903416000,928652000,689624000,667192000,662965000,669440000,652352000,674355000,647617000,675544000,695354000,703467000,697305000,711083000,787919000,721592000,731294000,792216000,823900000,729555000,758870000,887128000,938085000,830344000,917913000,829290000,915817000,884540000,904122000,944416000
BalanceInventory,922424000,977865000,937750000,919916000,,10857000,14048000,,78089000,85527000,79640000,59641000,16999000,11850000,6762000,5602000,6975000,7358000,7878000,15841000,21745000,19725000,21361000,26244000,16597000,23580000,31480000,39611000,32974000,40244000,43460000,23513000,30115000,50767000,41315000,37896000,31335000,27423000,32062000,26854000,31384000,32312000,36903000,33163000,46377000,38520000,,
BalanceCurrentReceivables,,,,,,,,0,,,,117599000,,,47000,47000,47000,47000,47000,17000,3210000,1523000,17000,328000,1636000,2929000,6078000,21211000,5332000,32494000,14069000,18795000,11021000,5252000,7455000,13811000,5471000,14830000,24025000,4543000,16915000,15730000,22977000,,57426000,31520000,,220708000
BalanceCurrentInvestments,86144000,58234000,71640000,88995000,89242000,48965000,104445000,122815000,128723000,131961000,201876000,160216000,128165000,160374000,153028000,165177000,162984000,86407000,190319000,213303000,148543000,214408000,286435000,297704000,166602000,225038000,242087000,203401000,261839000,325013000,354851000,325141000,337297000,372773000,344248000,479122000,475550000,,326000,7845000,,1021000,3779000,2498000,771000,5589000,4021000,244000
BalanceCash,3463000,2463000,227000,3638000,2583000,389000,3999000,2841000,562000,4465000,3310000,2093000,1032000,8983000,6467000,4737000,1549000,10246000,7435000,5022000,2009000,11094000,9008000,7098000,4464000,17365000,14676000,11364000,6740000,16776000,13293000,,10108000,9947000,,,,,,,,,,,,,,
BalanceOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510791000,635760000,,1536979000,1564974000,1566209000,1668423000,1707882000,1713680000,1301785000,1205550000,1236068000,1278942000,1272531000,1377343000,1467371000,1492989000,1567260000,1670397000
BalanceAssetsForSale,1709719000,1794542000,1857115000,2413948000,2462312000,2480135000,2621043000,2640752000,2691566000,2717510000,2878947000,2890885000,2955981000,3046826000,3174410000,3197105000,3149766000,3227985000,3277887000,3299649000,3472332000,3511655000,,290877000,368875000,,897570000,908581000,930390000,939547000,941747000,945103000,894413000,908741000,920019000,943970000,957227000,974385000,1005288000,1012130000,1018480000,1079084000,1096421000,1123541000,1139016000,1184776000,1200465000,1213348000
BalanceTotalAssets,1223330000,1255153000,1276060000,1297611000,1321776000,1364610000,1381501000,1374760000,1365871000,1396152000,1408899000,1410124000,1467725000,1448376000,1526937000,1488070000,,149125000,331125000,,446558000,447558000,447558000,447558000,447558000,447558000,447558000,447558000,447558000,447558000,447558000,447558000,447558000,447558000,447558000,447558000,447558000,447558000,447558000,447558000,447558000,447558000,447558000,447558000,447558000,447558000,447558000,447558000
BalanceCapital,447558000,447558000,447558000,447558000,447558000,447558000,447558000,447558000,447558000,447558000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital,,,,,,,,,,,,151469000,48730000,,345538000,345480000,461527000,461527000,450882000,497473000,480473000,480473000,435887000,416437000,416437000,501871000,501871000,501871000,591224000,562248000,595742000,631526000,631259000,663616000,736169000,735129000,733512000,731275000,807557000,809576000,808341000,808120000,915668000,833683000,833692000,835470000,950293000,919824000
BalanceOwnShares,919556000,920578000,1001046000,893420000,,,,,,0,0,,,25140000,25516000,25811000,26460000,26776000,27043000,27451000,27614000,27804000,28142000,28280000,28343000,,,,,,,,,,,,,,,,,,,,,,152653000,196115000
BalanceReserve,,350102000,357516000,290458000,394154000,402496000,400368000,238640000,222602000,235402000,229703000,230038000,324463000,352819000,359226000,425463000,477265000,506408000,452818000,483152000,924076000,944069000,978354000,1050991000,1043684000,1051372000,1063441000,1096651000,1066409000,1065591000,1199959000,1203702000,1109453000,1056788000,1056553000,1087104000,1047931000,1105392000,1096313000,,0,0,,,7923000,7436000,7421000,2977000
BalanceNonshareCapital,2454000,3003000,1234000,934000,681000,40000,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,143300000,186762000,,304884000,312311000,242039000,349953000,357812000,353798000,218053000,202067000,213712000,197896000,197255000
BalanceNoncurrentLiabilities,292196000,305762000,320143000,385548000,418218000,444625000,386004000,411797000,681114000,696903000,727571000,796409000,815616000,822521000,828376000,854445000,858121000,854568000,977747000,984221000,921805000,875609000,871655000,900742000,902108000,954042000,938285000,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9353000,9353000,,37295000,37769000,40998000,41224000,42230000,43567000,19353000,19601000,21009000,31767000,32743000,32267000,47057000,39083000,39915000,59047000,61783000
BalanceNoncurrentObligations,66814000,71355000,242962000,247166000,250783000,254582000,228068000,228851000,235065000,242206000,208288000,211023000,222212000,219481000,187648000,181179000,184898000,186362000,145823000,151350000,158028000,,67261000,70770000,,289307000,298877000,345361000,309582000,338123000,342398000,142272000,47431000,53604000,77818000,57652000,50691000,81122000,93353000,94974000,114048000,106890000,218183000,234947000,305096000,317778000,288433000,346722000
BalanceNoncurrentLeasing,341915000,364134000,356458000,460520000,459866000,508889000,472107000,604837000,691500000,684079000,761308000,723058000,803342000,840003000,927272000,,24431000,31809000,,29721000,29680000,29287000,39218000,20943000,22721000,11310000,11624000,17985000,15056000,17037000,15321000,31912000,37632000,44159000,51119000,44203000,61462000,60452000,77667000,55198000,67989000,65795000,67941000,63121000,72412000,75928000,84047000,90857000
BalanceNoncurrentOtherLiabilities,102710000,100798000,89895000,100638000,130821000,132271000,118423000,142789000,227192000,,36759000,34718000,,171137000,203511000,285718000,227517000,260919000,253232000,81734000,11484000,12500000,12308000,12643000,14503000,17984000,20017000,18986000,16428000,20683000,126740000,133934000,119548000,132324000,111772000,118424000,106896000,138833000,71739000,75216000,76547000,49633000,53733000,53942000,170167000,156496000,150239000,156758000
BalanceCurrentLiabilities,179601000,183460000,232880000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,2000,8000,,4861000,4807000,1949000,1365000,0,49000,1837000,1203000,810000,153000,1122000,163000,468000,558000,923000,496000,705000,1179000,829000,53928000,54867000,12620000,12654000,39458000,39906000,40391000,40731000,41009000,41028000,43955000,46355000,46006000,43532000,47506000,50571000,50052000,52620000,49937000,,6069000,4235000
BalanceCurrentObligations,,83588000,60879000,28407000,41482000,56261000,66396000,47391000,23120000,22309000,50301000,26850000,20704000,30758000,35146000,30906000,46005000,41299000,28802000,39732000,53953000,75389000,96052000,149849000,127620000,122274000,171916000,268645000,258263000,327371000,271709000,403742000,385432000,383413000,432742000,383458000,455266000,461134000,417263000,0,510791000,635760000,0,0,1536979000,1564974000,1566209000,0
BalanceCurrentLeasing,1668423000,1707882000,1713680000,0,1301785000,1205550000,1236068000,0,1278942000,1272531000,1377343000,0,1467371000,1492989000,1567260000,0,1670397000,1709719000,1794542000,1857115000,2413948000,2462312000,2480135000,2621043000,2640752000,2691566000,2717510000,2878947000,2890885000,2955981000,3046826000,3174410000,3197105000,3149766000,3227985000,3277887000,3299649000,3472332000,3511655000,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,-51886000,-45732000,-97428000,-112165000,-61722000,-182234000,-158463000,-28797000,-57852000,11551000,23242000,7264000,968000,-27303000,11972000,23018000,12811000,4126000,8112000,-24860000,-11105000,-15043000,-46385000,-6015000,-14440000,43659000,16269000,-2908000,-59772000,60680000,27118000,-22867000,5661000,136401000,-38419000,-37615000,55985000,78871000,11278000,70298000,65204000,52266000,28733000,50564000,68214000,19381000,123201000,51186000
CashflowAmortization,702000,-7000,714000,720000,813000,104000,218000,440000,506000,525000,406000,396000,378000,295000,193000,189000,180000,161000,161000,166000,163000,172000,150000,147000,152000,165000,163000,131000,134000,149000,161000,162000,160000,164000,178000,177000,173000,177000,242000,224000,230000,219000,234000,293000,266000,241000,282000,282000
CashflowInvestingCashflow,-120179000,-78624000,-47216000,-97100000,-13704000,17519000,-11536000,-14206000,-24892000,101893000,-6999000,-35000,-3048000,-7284000,117445000,-561000,-451000,-1731000,-501000,179000,-222000,-2194000,-11230000,-17257000,-17399000,-47895000,-25080000,-31299000,-54167000,-3568000,-21140000,-45152000,-2211000,-46733000,-7965000,-9221000,-10675000,-54586000,-8695000,-23158000,-19013000,-51087000,-22964000,-18730000,-14789000,-85035000,-28703000,-53724000
CashflowCapex,120296000,83898000,47142000,48967000,13924000,4222000,11548000,14197000,24893000,11974000,7025000,-7012000,33000,23000,81000,103000,17000,24000,525000,135000,227000,236000,79000,270000,140000,364000,78000,40000,413000,138000,94000,129000,193000,294000,81000,113000,303000,387000,87000,282000,55000,265000,135000,333000,213000,121000,157000,264000
CashflowFinancingCashflow,188481000,164684000,118738000,596999000,26091000,15549000,35435000,15093000,96792000,-114549000,848000,-6850000,12127000,-15472000,-74186000,-4242000,-4179000,-4264000,-4373000,94596000,-4935000,-8161000,25564000,55481000,26829000,1900000,20960000,32014000,37362000,16603000,17008000,3257000,62415000,-17641000,57653000,-84266000,13126000,-7236000,-41269000,11298000,16983000,28659000,-35479000,-19678000,-17949000,37129000,40376000,-1034000
CashflowShareCapitalCash,32000000,144000000,80000000,428934000,0,-1000,1000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80560000,0,0,,31329000,0,,,16415000,40329000
CashflowNetCashflow,-25906000,387734000,-49335000,-149166000,-134564000,-27910000,14048000,-1105000,17091000,379000,10047000,-50059000,55231000,18215000,8181000,-1869000,3238000,69915000,-16262000,-25398000,-32051000,32209000,-5010000,-2336000,12149000,-2193000,-76577000,73715000,22986000,-64762000,65865000,72027000,11269000,-131102000,58436000,17049000,-38686000,58438000,63174000,29838000,-29710000,12156000,35476000,-28525000,134874000,-3572000,,
