,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses_yy,,,,,95.45,154.21,247.45,256.53,117.51,42.28,6.06,-3.78,26.70,16.73,16.16,1.03,13.79,45.90,45.29,35.06,14.98,0.47,-9.54,22.57,-2.81,-10.99,-8.51,-22.64,-7.29,1.17,2.55,3.79,-2.45,-21.55,-19.87,-21.74,-4.05,6.89,11.46,4.22,-1.03,-13.40,8.07,9.67,20.60,27.62,9.16,-2.07,-0.46,6.11
IncomeDistributionExpenses_sy,,,,,37.43,21.84,14.44,7.95,10.24,34.56,25.27,7.29,12.17,8.62,5.68,11.91,13.79,10.38,6.85,20.70,4.54,5.28,-4.18,-9.34,11.99,17.57,14.82,17.94,-5.38,-1.04,-0.80,-0.97,-4.71,4.47,4.30,6.40,-0.96,2.86,-1.91,-2.58,-2.89,-4.06,3.86,1.80,5.68,2.71,9.16,11.45,1.94,6.60
IncomeDistributionExpenses_qq,,34.38,3.15,37.83,2.30,74.78,40.99,41.43,-37.59,14.33,5.10,28.30,-17.82,5.33,4.59,11.59,-7.44,35.07,4.15,3.73,-21.20,18.02,-6.23,40.56,-37.52,8.09,-3.63,18.86,-25.12,17.95,-2.31,20.30,-29.62,-5.14,-0.21,17.48,-13.72,5.68,4.05,9.85,-18.06,-7.53,29.84,11.47,-9.89,-2.15,11.06,,-8.41,4.31
IncomeDistributionExpenses_sq,,9.56,4.91,32.70,-14.30,2.72,14.84,21.41,-16.98,4.22,5.10,11.21,-15.27,5.33,4.65,18.34,-7.18,1.24,0.59,21.86,-25.16,-1.79,3.01,29.93,-11.00,8.09,7.01,18.86,-19.04,-0.99,6.18,20.30,-15.88,-3.10,-2.46,17.56,-14.52,3.50,-2.11,7.34,-14.68,-1.64,6.96,6.02,-7.94,-1.64,11.06,,-13.40,1.04
IncomeAdministrativExpenses,455000,648000,677000,295000,463000,829000,1327000,1837000,1493000,1646000,1577000,1378000,1236000,1839000,1595000,2021000,1327000,2002000,1311000,1979000,1363000,1813000,1385000,1510000,1252000,1213000,1165000,1268000,1088000,1039000,1297000,1211000,1103000,1049000,1105000,1286000,1090000,1186000,1166000,1224000,1147000,1126000,1157000,1330000,1337000,1408000,1638000,1482000,1741000,1701000
IncomeAdministrativExpenses_yy,,,,,1.76,27.93,96.01,522.71,222.46,98.55,18.84,-24.99,-17.21,11.73,1.14,46.66,7.36,8.86,-17.81,-2.08,2.71,-9.44,5.64,-23.70,-8.14,-33.09,-15.88,-16.03,-13.10,-14.34,11.33,-4.50,1.38,0.96,-14.80,6.19,-1.18,13.06,5.52,-4.82,5.23,-5.06,-0.77,8.66,16.56,25.04,41.57,11.43,30.22,20.81
IncomeAdministrativExpenses_sy,,,,,15.76,23.14,37.74,16.90,11.68,22.68,9.17,6.82,-3.35,-5.14,1.02,-7.17,6.22,14.02,9.74,13.42,2.71,10.92,16.79,24.05,24.44,2.02,14.14,4.92,7.97,1.14,11.33,-0.18,0.82,-12.33,-13.10,-3.93,-3.10,7.58,1.83,-0.61,2.23,9.68,2.50,-3.44,9.03,8.72,17.83,10.66,12.48,15.73
IncomeAdministrativExpenses_qq,,42.42,4.48,-56.43,56.95,79.05,60.07,38.43,-18.73,10.25,-4.19,-12.62,-10.30,48.79,-13.27,26.71,-34.34,50.87,-34.52,50.95,-31.13,33.02,-23.61,9.03,-17.09,-3.12,-3.96,8.84,-14.20,-4.50,24.83,-6.63,-8.92,-4.90,5.34,16.38,-15.24,8.81,-1.69,4.97,-6.29,-1.83,2.75,14.95,0.53,5.31,16.34,-9.52,17.48,-2.30
IncomeAdministrativExpenses_sq,,4.67,4.48,12.57,-0.98,9.80,22.88,6.69,-6.16,10.25,-4.49,13.17,-15.09,0.44,-1.84,9.51,-5.93,2.00,3.24,17.65,-13.78,19.84,0.22,12.94,-11.53,6.78,-5.86,12.34,-15.25,3.02,-1.06,9.45,-11.09,-9.64,5.26,14.15,-19.66,1.56,-1.69,17.54,-11.67,4.11,-9.70,29.22,-9.24,3.67,-1.78,20.69,-13.33,0.86
IncomeGrossProfit,326000,1240000,1192000,38131000,486000,2852000,-787000,-3125000,-1486000,-621000,552000,-511000,1315000,315000,324000,-108000,-487000,1560000,650000,-951000,4072000,2644000,-2668000,-8403000,259000,-905000,798000,296000,1383000,587000,1255000,1865000,2057000,1309000,1764000,1857000,1788000,1232000,2011000,1620000,2209000,1422000,1743000,2049000,2296000,1376000,1517000,2307000,2986000,1420000
IncomeGrossProfit_yy,,,,,49.08,130.00,-166.02,-108.20,-405.76,-121.77,170.14,83.65,188.49,150.72,-41.30,78.86,-137.03,395.24,100.62,-780.56,936.14,69.49,-510.46,-783.60,-93.64,-134.23,129.91,103.52,433.98,164.86,57.27,530.07,48.73,123.00,40.56,-0.43,-13.08,-5.88,14.00,-12.76,23.55,15.42,-13.33,26.48,3.94,-3.23,-12.97,12.59,30.05,3.20
IncomeGrossProfit_sy,,,,,55.75,-31.18,-12.62,-18.08,-15.30,-6.14,33.39,21.67,-7.06,-35.38,-8.93,28.94,-16.86,5.96,12.74,-17.58,-4.16,-12.77,-5.82,15.34,27.93,-17.62,-10.87,2.25,26.12,30.60,38.52,18.01,19.80,1.60,-6.75,27.38,17.07,5.70,36.43,-3.60,-7.96,-4.38,-13.84,17.78,0.99,-3.23,28.64,-5.88,5.48,-11.93
IncomeGrossProfit_qq,,280.37,-3.87,3098.91,-98.73,486.83,-127.59,-297.08,52.45,58.21,188.89,-192.57,357.34,-76.05,2.86,-133.33,-350.93,420.33,-58.33,-246.31,528.18,-35.07,-200.91,-214.96,103.08,-449.42,188.18,-62.91,367.23,-57.56,113.80,48.61,10.29,-36.36,34.76,5.27,-3.72,-31.10,63.23,-19.44,36.36,-35.63,22.57,17.56,12.05,-40.07,10.25,52.08,29.43,-52.44
IncomeGrossProfit_sq,,105.00,-28.13,34.57,5.78,-39.34,33.06,-25.16,30.56,-21.77,29.44,4.58,34.53,-33.74,-1.54,-51.00,10.08,19.81,23.09,-35.22,39.78,-23.41,73.43,-32.48,-27.86,-0.70,17.98,-42.70,-1.37,-15.48,3.70,-2.16,-1.90,-34.54,38.04,48.06,-1.75,7.38,20.07,-19.01,3.66,25.94,1.66,26.30,-15.75,23.92,10.25,1.89,-1.10,-52.44
IncomeOtherOperatingIncome,3000,14000,24000,43000,57000,83000,133000,2802000,148000,274000,420000,172000,275000,916000,736000,1238000,2311000,247000,370000,659000,1278000,1385000,310000,2729000,433000,387000,447000,284000,193000,228000,240000,390000,200000,262000,187000,460000,270000,812000,266000,260000,161000,181000,175000,353000,228000,166000,251000,280000,222000,325000
IncomeOtherOperatingIncome_yy,,,,,1800.00,492.86,454.17,6416.28,159.65,230.12,215.79,-93.86,85.81,234.31,75.24,619.77,740.36,-73.03,-49.73,-46.77,-44.70,460.73,-16.22,314.11,-66.12,-72.06,44.19,-89.59,-55.43,-41.09,-46.31,37.32,3.63,14.91,-22.08,17.95,35.00,209.92,42.25,-43.48,-40.37,-77.71,-34.21,35.77,41.61,-8.29,43.43,-20.68,-2.63,95.78
IncomeOtherOperatingIncome_sy,,,,,39.84,134.36,73.16,-10.08,8.26,1.08,37.20,-29.74,24.20,23.62,17.12,16.30,-20.75,-26.38,-21.05,16.38,14.46,91.91,-3.04,-10.36,0.07,0.04,20.16,-11.44,-39.22,1.33,-38.27,-24.53,13.47,-11.35,4.97,13.14,-14.23,37.42,-2.05,15.25,-21.92,-31.34,-3.20,-13.46,26.98,-9.59,-13.88,-24.59,18.45,20.59
IncomeOtherOperatingIncome_qq,,366.67,71.43,79.17,32.56,45.61,60.24,2006.77,-94.72,85.14,53.28,-59.05,59.88,233.09,-19.65,68.21,86.67,-89.31,49.80,78.11,93.93,8.37,-77.62,780.32,-84.13,-10.62,15.50,-36.47,-32.04,18.13,5.26,62.50,-48.72,31.00,-28.63,145.99,-41.30,200.74,-67.24,-2.26,-38.08,12.42,-3.31,101.71,-35.41,-27.19,51.20,11.55,-20.71,46.40
IncomeOtherOperatingIncome_sq,,10.40,20.90,45.06,11.24,46.31,-33.28,15.14,-20.30,27.75,-16.71,-6.99,-21.05,23.37,-30.84,56.95,-46.89,26.74,-3.38,127.49,-49.65,71.06,-38.34,10.84,-51.55,59.16,-0.67,8.27,-36.95,16.50,-23.13,60.56,-27.66,31.00,-27.94,78.91,-41.30,23.06,-19.86,92.68,-29.20,10.82,1.28,-1.56,-22.28,11.06,16.09,14.11,29.70,33.20
IncomeOtherOperatingCosts,51000,91000,5000,28000,10000,1640000,-856000,-272000,27000,204000,53000,205000,161000,91000,83000,322000,67000,389000,618000,275000,4521000,2746000,-1440000,-4266000,72000,124000,115000,237000,163000,131000,181000,574000,29000,75000,61000,302000,41000,121000,101000,235000,264000,109000,50000,267000,93000,100000,69000,171000,73000,332000
IncomeOtherOperatingCosts_yy,,,,,-80.39,1702.20,-17220.00,-1071.43,170.00,-87.56,106.19,175.37,496.30,-55.39,56.60,57.07,-58.39,327.47,644.58,-14.60,6647.76,605.91,-333.01,-1651.27,-98.41,-95.48,107.99,105.56,126.39,5.65,57.39,142.19,-82.21,-42.75,-66.30,-47.39,41.38,61.33,65.57,-22.19,543.90,-9.92,-50.50,13.62,-64.77,-8.26,38.00,-35.96,-21.51,232.00
IncomeOtherOperatingCosts_sy,,,,,-6.55,71.96,25.37,55.20,-27.27,67.44,-34.33,117.43,113.26,-7.41,56.60,40.43,-25.18,27.05,0.25,28.18,58.96,60.89,47.37,-1.64,4.13,-5.60,1.68,13.68,13.38,-45.33,-12.88,-13.50,41.95,-33.40,0.42,-28.02,-15.58,1.95,20.95,24.09,-15.52,22.35,-3.07,13.62,-7.28,35.60,34.03,-12.90,13.80,25.04
IncomeOtherOperatingCosts_qq,,78.43,-94.51,460.00,-64.29,16300.00,-152.20,68.22,109.93,655.56,-74.02,286.79,-21.46,-43.48,-8.79,287.95,-79.19,480.60,58.87,-55.50,1544.00,-39.26,-152.44,-196.25,101.69,72.22,-7.26,106.09,-31.22,-19.63,38.17,217.13,-94.95,158.62,-18.67,395.08,-86.42,195.12,-16.53,132.67,12.34,-58.71,-54.13,434.00,-65.17,7.53,-31.00,147.83,-57.31,354.79
IncomeOtherOperatingCosts_sq,,25.25,-29.74,113.69,-56.76,4.12,-20.16,62.48,-69.30,32.02,-62.80,286.79,-66.43,14.84,-42.73,100.99,-66.04,87.96,-14.24,115.56,-66.55,65.55,-18.82,87.63,-65.13,72.84,-32.98,98.69,-53.49,3.98,11.09,126.37,-26.34,13.69,-12.78,34.07,-42.22,2.94,-16.53,132.14,7.01,50.13,-40.66,158.43,-53.48,49.19,-31.00,59.94,-54.68,64.85
IncomeEBIT,278000,1163000,1211000,38146000,533000,1295000,202000,-51000,-1365000,-551000,919000,-544000,1429000,1140000,977000,808000,1757000,1418000,402000,-567000,829000,1283000,-918000,-1408000,620000,-642000,1130000,343000,1413000,684000,1314000,1681000,2228000,1496000,1890000,2015000,2017000,1923000,2176000,1645000,2106000,1494000,1868000,2135000,2431000,1442000,1699000,2416000,3135000,1413000
IncomeEBIT_yy,,,,,91.73,11.35,-83.32,-100.13,-356.10,-142.55,354.95,-966.67,204.69,306.90,6.31,248.53,22.95,24.39,-58.85,-170.17,-52.82,-9.52,-328.36,-148.32,-25.21,-150.04,223.09,124.36,127.90,206.54,16.28,390.09,57.68,118.71,43.84,19.87,-9.47,28.54,15.13,-18.36,4.41,-22.31,-14.15,29.79,15.43,-3.48,-9.05,13.16,28.96,-2.01
IncomeEBIT_sy,,,,,68.73,-2.22,-9.71,-31.73,-10.66,-12.62,17.59,13.70,-6.40,-4.89,-19.45,41.32,18.77,4.08,7.62,-30.04,9.83,-12.46,-2.24,-61.31,16.71,3.96,-19.18,9.35,27.38,14.75,12.33,9.23,17.55,30.33,-13.72,36.91,27.18,25.68,20.72,-4.48,4.24,-20.00,-18.41,12.77,-2.50,-12.99,6.48,13.16,6.16,-11.69
IncomeEBIT_qq,,318.35,4.13,3049.96,-98.60,142.96,-84.40,-125.25,-2576.47,59.63,266.79,-159.19,362.68,-20.22,-14.30,-17.30,117.45,-19.29,-71.65,-241.04,246.21,54.76,-171.55,-53.38,144.03,-203.55,276.01,-69.65,311.95,-51.59,92.11,27.93,32.54,-32.85,26.34,6.61,0.10,-4.66,13.16,-24.40,28.02,-29.06,25.03,14.29,13.86,-40.68,17.82,42.20,29.76,-54.93
IncomeEBIT_sq,,44.50,0.78,73.03,-2.46,-18.68,-0.14,-2.64,-10.86,-2.01,18.20,-20.88,23.46,-18.06,8.94,-17.30,28.50,11.16,18.91,-32.88,31.09,21.05,13.86,-55.55,37.47,-7.62,-13.02,-43.11,3.78,-3.71,-2.75,21.09,0.08,-23.84,26.34,14.30,0.10,6.40,9.21,12.26,-12.07,18.88,1.82,23.66,-11.94,9.74,16.16,-1.37,29.76,-55.24
IncomeFinanceIncome,4000,41000,43000,30000,64000,1308000,60000,138000,22000,96000,28000,554000,34000,105000,125000,149000,105000,37000,165000,167000,15000,110000,230000,97000,378000,100000,215000,1036000,56000,192000,129000,212000,46000,154000,208000,196000,164000,-12000,71000,168000,30000,67000,63000,41000,152000,27000,-19000,244000,2000,19000
IncomeFinanceIncome_yy,,,,,1500.00,3090.24,39.53,360.00,-65.62,-92.66,-53.33,301.45,54.55,9.38,346.43,-73.10,208.82,-64.76,32.00,12.08,-85.71,197.30,39.39,-41.92,2420.00,-9.09,-6.52,968.04,-85.19,92.00,-40.00,-79.54,-17.86,-19.79,61.24,-7.55,256.52,-107.79,-65.87,-14.29,-81.71,658.33,-11.27,-75.60,406.67,-59.70,-130.16,495.12,-98.68,-29.63
IncomeFinanceIncome_sy,,,,,45.19,254.55,85.62,29.12,-65.62,46.17,-57.14,82.37,54.55,9.38,-20.53,-75.02,52.25,-56.71,7.07,216.46,39.04,20.13,-54.18,-40.90,7.88,-81.92,20.98,-26.40,-46.53,211.11,-15.05,-22.24,-1.62,-54.67,50.63,-7.55,11.75,39.13,-14.29,-14.29,-16.42,-21.65,-50.00,-11.77,-52.43,-27.27,-20.32,-3.14,-56.25,12.86
IncomeFinanceIncome_qq,,925.00,4.88,-30.23,113.33,1943.75,-95.41,130.00,-84.06,336.36,-70.83,1878.57,-93.86,208.82,19.05,19.20,-29.53,-64.76,345.95,1.21,-91.02,633.33,109.09,-57.83,289.69,-73.54,115.00,381.86,-94.59,242.86,-32.81,64.34,-78.30,234.78,35.06,-5.77,-16.33,-107.32,691.67,136.62,-82.14,123.33,-5.97,-34.92,270.73,-82.24,-170.37,1384.21,-99.18,850.00
IncomeFinanceIncome_sq,,108.79,4.88,53.76,-15.27,29.64,15.32,41.56,-65.96,162.95,-70.83,100.00,-67.70,154.42,-1.08,-8.81,131.01,-28.10,40.22,107.94,-41.52,67.03,-79.74,103.53,-34.88,-71.84,106.07,86.14,-45.18,10.36,-30.14,22.55,-3.51,-9.55,22.59,15.97,8.76,24.49,25.37,25.00,4.59,-24.26,-26.39,-33.85,13.68,-25.78,-21.66,104.49,-57.63,68.45
IncomeFinanceCosts,78000,140000,128000,63000,110000,167000,295000,313000,327000,413000,456000,678000,868000,469000,312000,384000,845000,262000,431000,313000,926000,558000,621000,825000,707000,671000,747000,806000,669000,805000,525000,947000,594000,560000,560000,741000,464000,475000,314000,347000,306000,379000,208000,344000,245000,234000,287000,714000,269000,262000
IncomeFinanceCosts_yy,,,,,41.03,19.29,130.47,396.83,197.27,147.31,54.58,116.61,165.44,13.56,-31.58,-43.36,-2.65,-44.14,38.14,-18.49,9.59,112.98,44.08,163.58,-23.65,20.25,20.29,-2.30,-5.37,19.97,-29.72,17.49,-11.21,-30.43,6.67,-21.75,-21.89,-15.18,-43.93,-53.17,-34.05,-20.21,-33.76,-0.86,-19.93,-38.26,37.98,107.56,9.80,11.97
IncomeFinanceCosts_sy,,,,,32.14,79.02,36.90,57.63,27.26,47.29,37.39,116.61,113.13,-32.36,-34.42,-43.43,-46.58,-18.14,1.76,-4.00,19.80,56.16,39.08,48.30,43.05,20.25,32.21,6.44,-16.59,18.94,-39.35,-2.49,-11.21,-33.88,11.82,-35.89,-12.98,-18.55,-25.26,-8.37,-4.68,-13.22,-2.64,0.68,-15.82,9.80,17.77,-4.54,9.80,32.41
IncomeFinanceCosts_qq,,79.49,-8.57,-50.78,74.60,51.82,76.65,6.10,4.47,26.30,10.41,48.68,28.02,-45.97,-33.48,23.08,120.05,-68.99,64.50,-27.38,195.85,-39.74,11.29,32.85,-14.30,-5.09,11.33,7.90,-17.00,20.33,-34.78,80.38,-37.28,-5.72,,32.32,-37.38,2.37,-33.89,10.51,-11.82,23.86,-45.12,65.38,-28.78,-4.49,22.65,148.78,-62.32,-2.60
IncomeFinanceCosts_sq,,-0.62,9.19,11.90,18.43,22.08,4.43,26.36,-14.34,16.21,7.79,275.86,-40.09,-21.50,9.08,-2.54,16.79,14.58,46.11,5.53,8.12,13.05,19.30,26.96,-6.11,4.32,1.16,12.10,-17.00,8.63,-26.33,52.64,-32.99,-12.04,,1.52,-5.00,3.58,-9.10,27.02,-10.33,-5.48,0.15,47.29,-28.52,1.89,-9.38,25.61,-6.56,14.63
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,204000,1064000,1126000,38113000,487000,2436000,-33000,-226000,-1670000,-868000,491000,-668000,595000,776000,790000,573000,1017000,1193000,136000,-713000,-82000,835000,-1309000,-2136000,291000,-1213000,598000,573000,800000,71000,918000,946000,1680000,1090000,1538000,1470000,1717000,1436000,1933000,1466000,1830000,1182000,1723000,1832000,2338000,1235000,1393000,1946000,2868000,1170000
IncomeNetGrossProfit_yy,,,,,138.73,128.95,-102.93,-100.59,-442.92,-135.63,1587.88,-195.58,135.63,189.40,60.90,185.78,70.92,53.74,-82.78,-224.43,-108.06,-30.01,-1062.50,-199.58,454.88,-245.27,145.68,126.83,174.91,105.85,53.51,65.10,110.00,1435.21,67.54,55.39,2.20,31.74,25.68,-0.27,6.58,-17.69,-10.86,24.97,27.76,4.48,-19.15,6.22,22.67,-5.26
IncomeNetGrossProfit_sy,,,,,82.44,44.04,64.25,7.73,-33.02,-27.69,9.29,-37.55,-41.98,1.12,-7.82,77.22,97.51,-13.91,13.57,-18.98,-2.53,-17.92,-38.69,-65.78,-10.27,-32.86,-6.74,10.71,3.99,31.11,15.83,35.65,5.17,36.23,-8.46,42.54,24.49,31.74,36.86,2.50,8.54,-19.66,-34.32,12.80,3.24,-12.55,1.91,6.22,22.67,-31.10
IncomeNetGrossProfit_qq,,421.57,5.83,3284.81,-98.72,400.21,-101.35,-584.85,-638.94,48.02,156.57,-236.05,189.07,30.42,1.80,-27.47,77.49,17.31,-88.60,-624.26,88.50,1118.29,-256.77,-63.18,113.62,-516.84,149.30,-4.18,39.62,-91.12,1192.96,3.05,77.59,-35.12,41.10,-4.42,16.80,-16.37,34.61,-24.16,24.83,-35.41,45.77,6.33,27.62,-47.18,12.79,39.70,47.38,-59.21
IncomeNetGrossProfit_sq,,74.15,-3.78,77.63,20.55,14.26,-6.90,15.12,-32.94,-8.60,-1.36,-58.82,67.89,20.42,-2.66,-13.01,-1.35,26.53,19.26,-40.00,19.92,0.67,3.58,-44.79,50.20,-14.91,22.12,-5.10,5.63,49.60,16.74,3.05,10.92,-35.12,30.95,17.49,2.49,2.76,24.78,-35.96,16.31,-3.34,1.23,-6.58,19.16,5.15,12.79,7.90,18.14,-83.16
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,204000,1064000,1126000,38113000,487000,2436000,-33000,-226000,-1670000,-868000,491000,-668000,595000,776000,790000,573000,1017000,1193000,136000,-713000,-82000,835000,-1309000,-2136000,291000,-1213000,598000,573000,800000,71000,918000,946000,1680000,1090000,1538000,1470000,1717000,1436000,1933000,1466000,1830000,1182000,1723000,1832000,2338000,1235000,1393000,1946000,2868000,1170000
IncomeBeforeTaxProfit_yy,,,,,138.73,128.95,-102.93,-100.59,-442.92,-135.63,1587.88,-195.58,135.63,189.40,60.90,185.78,70.92,53.74,-82.78,-224.43,-108.06,-30.01,-1062.50,-199.58,454.88,-245.27,145.68,126.83,174.91,105.85,53.51,65.10,110.00,1435.21,67.54,55.39,2.20,31.74,25.68,-0.27,6.58,-17.69,-10.86,24.97,27.76,4.48,-19.15,6.22,22.67,-5.26
