,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeFinanceIncome_sq,,22.58,-128.33,169.88,22.60,-77.58,-44.87,185.73,-48.35,-41.01,9.01,39.28,,,,,,,,,,
IncomeFinanceCosts,4133000,3977000,3872000,2614000,2566000,2838000,2286000,2857000,4973000,2652000,2153000,1805000,4212000,5692000,-723000,2636000,2859000,4634000,5606000,1606000,3254000,4761000
IncomeFinanceCosts_yy,,,,,-37.92,-28.65,-40.97,9.32,93.81,-6.55,-5.82,-36.84,-15.30,114.65,-133.59,46.07,-32.12,-18.59,875.38,-39.07,13.82,2.74
IncomeFinanceCosts_sy,,,,,12.31,-8.96,12.63,-15.87,30.56,-62.42,-44.76,20.15,-20.99,18.85,-61.33,28.96,49.72,10.48,-1.99,29.08,-44.03,84.68
IncomeFinanceCosts_qq,,-3.77,-2.64,-32.50,-1.83,10.59,-19.46,25.01,74.05,-46.68,-18.83,-16.16,133.40,35.14,-112.70,464.59,8.46,62.08,20.98,-71.35,102.62,46.31
IncomeFinanceCosts_sq,,-0.20,-6.44,81.10,-31.23,10.59,-11.64,-13.09,42.75,-66.51,52.16,36.90,-3.60,-50.42,-7.36,118.43,39.08,-45.76,-9.10,145.50,-54.90,37.50
IncomeOtherIncome,145000,-69000,,,,,,,,,,,,,,,,-1024000,-502000,-858000,-586000,-254000
IncomeOtherIncome_yy,,,,,-100.00,100.00,,,,,,,,,,,,,,,,75.20
IncomeOtherIncome_sy,,,,,21.20,35.45,,,,,,,,,,,,,,,,75.20
IncomeOtherIncome_qq,,-147.51,100.00,,,,,,,,,,,,,,,,50.98,-70.92,31.70,56.66
IncomeOtherIncome_sq,,28.05,-7.85,,,,,,,,,,,,,,,,-3.27,-31.67,29.49,-7.14
IncomeNetGrossProfit,24682000,17925000,5356000,17683000,15461000,14373000,16838000,28101000,7133000,15934000,26735000,41474000,32350000,36973000,32316000,120840000,37280000,43552000,27834000,75388000,66864000,45281000
IncomeNetGrossProfit_yy,,,,,-37.36,-19.81,214.39,58.92,-53.87,10.86,58.78,47.59,353.53,132.04,20.87,191.36,15.24,17.79,-13.87,-37.61,79.36,3.97
IncomeNetGrossProfit_sy,,,,,-33.76,27.68,44.16,114.81,85.99,61.13,197.47,47.59,20.24,59.84,-10.70,-52.56,-21.31,-33.00,23.47,24.14,-13.79,-63.05
IncomeNetGrossProfit_qq,,-27.38,-70.12,230.18,-12.56,-7.04,17.14,66.90,-74.62,123.38,67.79,55.13,-22.00,14.29,-12.60,273.93,-69.15,16.82,-36.09,170.85,-11.31,-32.28
IncomeNetGrossProfit_sq,,-27.06,7.37,-49.58,142.86,1.93,17.14,45.22,30.80,-24.30,5.64,22.44,58.76,19.35,-23.13,-49.04,55.74,-5.08,6.27,-32.20,43.62,-66.44
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,24682000,17925000,5356000,17683000,15461000,14373000,16838000,28101000,7133000,15934000,26735000,41474000,32350000,36973000,32316000,120840000,37280000,43552000,27834000,75388000,66864000,45281000
IncomeBeforeTaxProfit_yy,,,,,-37.36,-19.81,214.39,58.92,-53.87,10.86,58.78,47.59,353.53,132.04,20.87,191.36,15.24,17.79,-13.87,-37.61,79.36,3.97
IncomeBeforeTaxProfit_sy,,,,,-33.76,27.68,44.16,114.81,85.99,61.13,197.47,47.59,20.24,59.84,-10.70,-52.56,-21.31,-33.00,23.47,24.14,-13.79,-63.05
IncomeBeforeTaxProfit_qq,,-27.38,-70.12,230.18,-12.56,-7.04,17.14,66.90,-74.62,123.38,67.79,55.13,-22.00,14.29,-12.60,273.93,-69.15,16.82,-36.09,170.85,-11.31,-32.28
IncomeBeforeTaxProfit_sq,,-27.06,7.37,-49.58,142.86,1.93,17.14,45.22,30.80,-24.30,5.64,22.44,58.76,19.35,-23.13,-49.04,55.74,-5.08,6.27,-32.20,43.62,-66.44
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,22303000,15998000,4962000,15021000,14422000,13558000,15307000,27924000,4951000,14230000,25921000,39656000,29714000,35616000,30495000,106901000,33699000,41514000,25632000,81517000,63926000,44189000
IncomeNetProfit_yy,,,,,-35.34,-15.25,208.51,85.90,-65.67,4.96,69.34,42.01,500.12,150.28,17.65,169.57,13.41,16.56,-15.95,-23.75,89.70,6.44
IncomeNetProfit_sy,,,,,-41.83,33.36,41.94,123.99,102.46,67.89,238.99,42.01,16.92,51.48,-7.58,-15.40,-20.24,-28.16,21.98,-20.84,-15.76,-37.15
IncomeNetProfit_qq,,-28.27,-68.99,202.74,-3.99,-5.99,12.90,82.42,-82.27,187.41,82.15,52.99,-25.07,19.86,-14.38,250.55,-68.48,23.19,-38.26,218.03,-21.58,-30.87
IncomeNetProfit_sq,,-27.15,-55.88,-49.28,125.95,1.75,34.06,12.83,20.91,-18.15,17.26,19.79,28.46,22.04,-19.61,-21.49,-26.78,17.35,2.79,-31.74,29.04,-61.10
IncomeShareholderNetProfit,22302000,15998000,4959000,15020000,14420000,13557000,15306000,27923000,4949000,14227000,25919000,39655000,29712000,35614000,30491000,106898000,33696000,41512000,25626000,81512000,63920000,44184000
IncomeShareholderNetProfit_yy,,,,,-35.34,-15.26,208.62,85.90,-65.68,4.94,69.34,42.02,500.36,150.32,17.64,169.57,13.41,16.56,-15.96,-23.75,89.70,6.44
IncomeShareholderNetProfit_sy,,,,,-41.36,31.29,20.35,131.10,100.64,21.12,216.17,42.02,14.32,47.93,-7.58,-15.40,-19.38,-28.16,21.98,-18.92,-15.42,-23.43
IncomeShareholderNetProfit_qq,,-28.26,-69.00,202.87,-4.00,-5.98,12.90,82.44,-82.28,187.48,82.18,53.00,-25.07,19.86,-14.38,250.59,-68.48,23.20,-38.27,218.08,-21.58,-30.88
IncomeShareholderNetProfit_sq,,-27.17,-58.57,-51.03,134.41,1.75,41.28,30.67,18.44,-19.46,16.80,19.79,22.00,22.04,-24.65,-21.49,-26.78,17.74,-1.78,-15.81,27.65,-58.96
BalanceNoncurrentAssets,,,,778010000,784855000,830889000,861778000,917445000,937050000,963418000,983084000,1000791000,1008446000,1024712000,1052410000,1085328000,1108064000,1127507000,1159228000,1226947000,1244937000,1300985000
BalanceNoncurrentAssets_yy,,,,,,,,17.92,19.39,15.95,14.08,9.08,7.62,6.36,7.05,8.45,9.88,10.03,10.15,13.05,12.35,15.39
BalanceNoncurrentAssets_sy,,,,,,,,7.80,10.37,14.31,14.08,6.28,8.13,6.80,8.34,9.35,5.70,4.29,4.28,7.50,7.53,8.84
BalanceNoncurrentAssets_qq,,,,,0.88,5.87,3.72,6.46,2.14,2.81,2.04,1.80,0.76,1.61,2.70,3.13,2.09,1.75,2.81,5.84,1.47,4.50
BalanceNoncurrentAssets_sq,,,,,-0.01,0.15,1.68,3.91,1.27,1.32,2.72,1.42,-0.04,1.94,1.66,2.78,0.62,0.58,1.73,4.36,0.66,1.70
BalanceIntangibleAssets,,,,22893000,20975000,21142000,21052000,25495000,21795000,21647000,23619000,25947000,23474000,23410000,23547000,25249000,25312000,30998000,32825000,34933000,37351000,39811000
BalanceIntangibleAssets_yy,,,,,,,,11.36,3.91,2.39,12.19,1.77,7.70,8.14,-0.30,-2.69,7.83,32.41,39.40,38.35,47.56,28.43
BalanceIntangibleAssets_sy,,,,,,,,1.01,2.03,2.39,2.68,2.38,9.88,10.62,5.04,-3.92,2.62,-2.00,0.08,-1.92,0.60,1.73
BalanceIntangibleAssets_qq,,,,,-8.38,0.79,-0.42,21.10,-14.51,-0.68,9.11,9.86,-9.53,-0.27,0.59,7.23,0.25,22.46,5.89,6.42,6.92,6.59
BalanceIntangibleAssets_sq,,,,,-3.73,-2.56,-0.42,5.86,-1.07,-1.28,5.70,3.98,-0.67,0.19,-0.34,0.26,0.76,-4.69,3.16,-1.50,-1.04,0.30
BalanceProperty,,,,745883000,753983000,799810000,829755000,880791000,903841000,929555000,946851000,962587000,972187000,986897000,1013218000,1044875000,1062043000,1074979000,1105447000,1177186000,1193395000,1238707000
BalanceProperty_yy,,,,,,,,18.09,19.88,16.22,14.11,9.29,7.56,6.17,7.01,8.55,9.24,8.93,9.10,12.66,12.37,15.23
BalanceProperty_sy,,,,,,,,5.50,11.19,13.33,14.11,4.17,8.54,7.06,8.44,9.96,6.60,5.28,4.98,7.30,6.68,7.99
BalanceProperty_qq,,,,,1.09,6.08,3.74,6.15,2.62,2.84,1.86,1.66,1.00,1.51,2.67,3.12,1.64,1.22,2.83,6.49,1.38,3.80
BalanceProperty_sq,,,,,0.39,0.73,1.99,3.22,1.47,1.87,2.66,0.20,0.07,2.38,1.86,2.44,0.84,1.37,1.71,3.46,0.74,2.26
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments,,,,8678000,9228000,9330000,10386000,9198000,9092000,9649000,9751000,,10834000,12487000,13689000,,,,,,,
BalanceNoncurrInvestments_yy,,,,,,,,6.00,-1.47,3.41,-6.12,-100.00,19.15,29.41,40.40,,-100.00,-100.00,-100.00,,,
BalanceNoncurrInvestments_sy,,,,,,,,6.00,8.46,7.87,30.08,-10.16,-2.38,-1.40,-1.83,,0.34,-7.64,-10.69,,,
BalanceNoncurrInvestments_qq,,,,,6.34,1.11,11.32,-11.44,-1.15,6.12,1.06,-100.00,,15.26,9.63,-100.00,,,,,,
BalanceNoncurrInvestments_sq,,,,,2.71,-1.52,2.63,,-0.19,,-0.20,-8.26,,-0.38,5.61,0.32,,,,,,
BalanceOtherNoncurrentAssets,,,,555000,669000,607000,584000,1961000,2321000,2567000,2863000,12257000,1951000,1918000,1956000,15204000,20709000,21530000,20956000,14828000,14191000,22467000
BalanceOtherNoncurrentAssets_yy,,,,,,,,253.15,246.94,322.94,390.15,525.00,-15.93,-25.28,-31.69,24.04,961.24,1022.32,971.46,-2.47,-31.47,4.35
BalanceOtherNoncurrentAssets_sy,,,,,,,,8.11,14.38,33.46,29.78,22.30,-10.92,-14.50,-23.76,-12.68,-14.18,-7.92,-17.28,24.20,19.57,18.62
BalanceOtherNoncurrentAssets_qq,,,,,20.47,-9.27,-3.77,235.73,18.35,10.61,11.53,328.09,-84.08,-1.69,1.95,677.37,36.21,3.96,-2.67,-29.24,-4.30,58.32
BalanceOtherNoncurrentAssets_sq,,,,,0.05,-7.07,-0.84,16.13,-3.62,1.32,6.56,9.76,-7.99,-1.69,-6.98,-1.74,-1.32,7.82,-2.48,5.54,-2.16,16.04
BalanceCurrentAssets,,,,261795000,244786000,301937000,262101000,322663000,272378000,250361000,252504000,268004000,284322000,232890000,247247000,356557000,328500000,272432000,303602000,349723000,392814000,383400000
BalanceCurrentAssets_yy,,,,,,,,23.25,11.27,-17.08,-3.66,-16.94,4.39,-6.98,-2.08,33.04,15.54,16.98,22.79,-1.92,19.58,40.73
BalanceCurrentAssets_sy,,,,,,,,0.39,4.30,-0.38,-3.66,1.15,14.88,7.16,13.62,10.20,6.64,13.32,4.36,8.36,13.74,11.94
BalanceCurrentAssets_qq,,,,,-6.50,23.35,-13.19,23.11,-15.58,-8.08,0.86,6.14,6.09,-18.09,6.16,44.21,-7.87,-17.07,11.44,15.19,12.32,-2.40
BalanceCurrentAssets_sq,,,,,-1.25,1.34,5.26,4.24,1.40,1.66,1.72,4.60,6.46,-2.54,7.04,-0.44,3.76,-1.07,3.32,5.60,5.03,-2.17
BalanceInventory,,,,76651000,72320000,71189000,56979000,83720000,63850000,66284000,69604000,70955000,59487000,64395000,56083000,65204000,63689000,70687000,74801000,97179000,103040000,102353000
BalanceInventory_yy,,,,,,,,9.22,-11.71,-6.89,22.16,-15.25,-6.83,-2.85,-19.42,-8.11,7.06,9.77,33.38,49.04,61.79,44.80
BalanceInventory_sy,,,,,,,,18.60,-7.01,-2.17,5.11,-15.25,7.61,-0.28,-7.80,-2.76,0.83,9.70,10.88,19.57,21.28,8.74
BalanceInventory_qq,,,,,-5.65,-1.56,-19.96,46.93,-23.73,3.81,5.01,1.94,-16.16,8.25,-12.91,16.26,-2.32,10.99,5.82,29.92,6.03,-0.67
BalanceInventory_sq,,,,,-2.57,8.40,-1.73,12.05,-17.20,5.92,0.78,-1.94,-3.65,2.49,-7.08,5.14,2.28,11.52,1.31,7.10,6.58,-0.54
BalanceCurrentReceivables,,,,129205000,122695000,178164000,131360000,110585000,106791000,115038000,132720000,101781000,132480000,122586000,140316000,128732000,142683000,138402000,154924000,156887000,193993000,193820000
BalanceCurrentReceivables_yy,,,,,,,,-14.41,-12.96,-35.43,1.04,-7.96,24.05,6.56,5.72,26.48,7.70,12.90,10.41,21.87,35.96,40.04
BalanceCurrentReceivables_sy,,,,,,,,-10.27,-6.11,1.73,1.04,-0.87,1.18,5.24,6.16,1.34,16.78,12.64,6.14,3.29,8.83,10.68
BalanceCurrentReceivables_qq,,,,,-5.04,45.21,-26.27,-15.82,-3.43,7.72,15.37,-23.31,30.16,-7.47,14.46,-8.26,10.84,-3.00,11.94,1.27,23.65,-0.09
BalanceCurrentReceivables_sq,,,,,2.05,-1.95,9.02,-2.58,2.99,3.96,0.09,-3.62,6.75,5.68,7.90,-6.94,11.77,-2.60,1.24,-15.54,21.31,1.60
BalanceCurrentInvestments,,,,1246000,973000,1499000,22380000,1544000,32977000,26372000,1390000,,5195000,2476000,3955000,,,,,,,
BalanceCurrentInvestments_yy,,,,,,,,23.93,3289.23,1659.64,-93.79,-100.00,-84.25,-90.61,184.47,,-100.00,-100.00,-100.00,,,
BalanceCurrentInvestments_sy,,,,,,,,-5.98,199.21,149.18,-93.79,596.41,585.73,282.63,136.97,,-20.28,-69.08,-73.12,,,
BalanceCurrentInvestments_qq,,,,,-21.88,54.03,1393.28,-93.10,2036.42,-20.03,-94.73,-100.00,,-52.34,59.73,-100.00,,,,,,
BalanceCurrentInvestments_sq,,,,,30.73,30.66,149.31,-93.10,66.94,2.66,212.89,48.78,,-18.93,26.04,-40.88,,,,,,
BalanceCash,,,,50463000,35009000,35764000,41863000,121965000,54986000,32074000,39663000,83135000,73032000,34451000,36633000,101391000,77957000,31722000,23561000,64444000,31493000,44925000
BalanceCash_yy,,,,,,,,141.69,57.06,-10.32,-5.25,-31.84,32.82,7.41,-7.64,21.96,6.74,-7.92,-35.68,-36.44,-59.60,41.62
BalanceCash_sy,,,,,,,,-33.02,-8.33,-5.71,-1.14,38.49,-9.88,-10.12,56.36,31.23,-2.95,59.55,4.36,34.78,34.89,14.49
BalanceCash_qq,,,,,-30.62,2.16,17.05,191.34,-54.92,-41.67,23.66,109.60,-12.15,-52.83,6.33,176.77,-23.11,-59.31,-25.73,173.52,-51.13,42.65
BalanceCash_sq,,,,,-0.17,-18.22,-4.23,-2.00,-4.48,-15.08,-9.81,77.18,-17.18,-16.14,10.82,33.65,4.95,-2.03,-10.40,56.19,-15.98,1.79
BalanceOtherCurrentAssets,,,,4230000,13789000,15321000,9519000,4849000,13773000,10593000,9127000,12133000,14129000,8982000,10261000,61230000,44171000,31621000,50316000,31213000,64288000,42302000
BalanceOtherCurrentAssets_yy,,,,,,,,14.65,-0.11,-30.86,-4.11,150.20,2.58,-15.21,12.42,404.66,212.63,252.06,390.38,-49.02,45.54,33.78
BalanceOtherCurrentAssets_sy,,,,,,,,14.70,12.83,-2.94,-1.48,14.02,15.08,-8.43,25.94,33.87,-2.98,19.27,40.56,-11.79,45.54,50.19
BalanceOtherCurrentAssets_qq,,,,,226.01,11.11,-37.87,-49.05,184.02,-23.09,-13.84,32.93,16.45,-36.43,14.24,496.75,-27.86,-28.41,59.12,-37.97,105.97,-34.20
BalanceOtherCurrentAssets_sq,,,,,156.81,-19.34,11.01,-48.82,113.71,-21.89,-17.10,12.90,45.94,-31.81,,8.36,44.78,-15.12,4.08,-5.33,105.97,-28.36
BalanceAssetsForSale,,,,,,,,,,,,,843000,850000,850000,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,-100.00,-100.00,-100.00,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,-88.97,-4.52,-6.27,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,0.90,,-100.00,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,-44.58,,-6.27,,,,,,
BalanceTotalAssets,,,,1039804000,1029641000,1132826000,1123879000,1240108000,1209427000,1213779000,1235588000,1268795000,1293611000,1258453000,1300508000,1441885000,1436564000,1399939000,1462830000,1576670000,1637751000,1684385000
BalanceTotalAssets_yy,,,,,,,,19.26,17.46,7.15,9.94,2.31,6.96,3.68,5.25,13.64,11.05,11.24,12.48,9.35,14.00,20.32
BalanceTotalAssets_sy,,,,,,,,4.03,4.80,7.15,7.13,5.50,8.84,6.28,9.10,5.66,3.80,4.50,8.14,6.83,8.50,8.22
BalanceTotalAssets_qq,,,,,-0.98,10.02,-0.79,10.34,-2.47,0.36,1.80,2.69,1.96,-2.72,3.34,10.87,-0.37,-2.55,4.49,7.78,3.87,2.85
BalanceTotalAssets_sq,,,,,-0.59,0.12,2.15,3.74,0.14,0.76,2.14,0.45,2.78,0.62,2.74,0.62,1.92,-0.44,2.32,3.69,1.50,0.98
BalanceCapital,,,,532390000,478144000,543403000,558709000,586431000,591527000,536313000,562218000,601819000,631537000,578114000,608688000,715347000,749174000,639761000,665315000,746618000,810064000,689345000
BalanceCapital_yy,,,,,,,,10.15,23.71,-1.30,0.63,2.62,6.76,7.79,8.27,18.86,18.63,10.66,9.30,4.37,8.13,7.75
BalanceCapital_sy,,,,,,,,9.14,17.32,8.01,9.03,9.14,10.38,10.84,10.07,10.35,9.76,6.53,2.86,5.22,3.98,2.46
BalanceCapital_qq,,,,,-10.19,13.65,2.82,4.96,0.87,-9.33,4.83,7.04,4.94,-8.46,5.29,17.52,4.73,-14.60,3.99,12.22,8.50,-14.90
BalanceCapital_sq,,,,,0.82,0.78,2.77,4.14,4.70,-0.88,2.14,5.10,5.13,-1.06,3.26,4.53,4.59,-2.32,2.34,1.34,3.00,-2.78
