,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,193425000,275974000,13789000
IncomeNetProfit,333005000,150223000,38846000,25735000,120761000,52842000,-198756000,-335562000,-1365443000,-557458000,-1834410000,-111224000,-125622000,-297112000,455755000,104989000,-53663000,-123275000,-881977000,193425000,275974000,13789000
IncomeShareholderNetProfit,329046000,149641000,38753000,25665000,120493000,52722000,-198756000,-335562000,-1365443000,-557458000,-1834410000,-111224000,-125622000,-297112000,455755000,104989000,-53663000,-123275000,-881977000,,,
BalanceNoncurrentAssets,,5841577000,6011166000,6037957000,6779435000,6627073000,6666791000,6563494000,6754119000,6649819000,5436518000,4725363000,2521477000,2475379000,2505199000,2475491000,1481034000,1401096000,1458535000,1439238000,597066000,
BalanceIntangibleAssets,639929000,653222000,643641000,654552000,634844000,615754000,597056000,584694000,576623000,,,,,,,,,5072717000,5245118000,5243619000,5981920000,5871298000
BalanceProperty,5874394000,5816358000,6036513000,5958836000,5322751000,4583531000,2213514000,2181085000,2163585000,2151193000,1374055000,1306341000,1348789000,1334366000,506624000,,50977000,35008000,39798000,45126000,37063000,37734000
BalanceNoncurrentReceivables,39357000,32497000,23957000,25114000,24370000,23925000,18750000,7144000,7161000,13051000,8313000,8691000,7371000,3921000,,230000,43196000,71755000,55303000,42486000,96178000,68935000
BalanceNoncurrInvestments,54373000,45613000,45989000,117462000,98463000,91752000,108071000,103490000,93928000,86441000,101056000,97501000,86521000,,77725000,34623000,39144000,42534000,41383000,42732000,41788000,46041000
BalanceOtherNoncurrentAssets,44790000,42664000,185575000,183792000,226399000,213648000,,,3101616000,3124151000,3115831000,3706287000,3061485000,3276671000,3197714000,2245072000,1952980000,1702172000,1232838000,1293682000,1178159000,1030522000
BalanceCurrentAssets,1107234000,1004726000,828051000,865225000,805652000,764317000,,221828000,193827000,335325000,411155000,399139000,592231000,684989000,618680000,583796000,491472000,190497000,123093000,213516000,239888000,175822000
BalanceInventory,174077000,237117000,280039000,253667000,175386000,,783700000,736388000,984168000,895153000,801379000,757987000,686548000,531691000,563343000,449921000,416368000,379863000,302273000,281381000,237978000,273721000
BalanceCurrentReceivables,247070000,213772000,308532000,222906000,,135000,6126000,6263000,0,8207000,989000,1436000,3107000,,,,11206000,,,,2095953000,2187809000
BalanceCurrentInvestments,1764302000,2371424000,1852761000,1925464000,1824742000,1091594000,805841000,760779000,625973000,761695000,662369000,509253000,323342000,545724000,343864000,371414000,243452000,366024000,,0,,25773000
BalanceCash,28555000,,0,,,,29030000,,370091000,,,,,,,,,,,,0,
BalanceOtherCurrentAssets,,,416220000,,,,,,,,,8943193000,9135317000,9153788000,10485722000,9688559000,9943462000,9761208000,8999191000,8602800000,7138691000,6374422000
BalanceAssetsForSale,3815159000,3653537000,3535721000,3582725000,2485761000,2229147000,2323761000,2244890000,1361383000,,3205447000,3001419000,3325785000,3316694000,3415567000,3339351000,3303451000,3099890000,2708584000,1391920000,841405000,-1161622000
BalanceTotalAssets,-1280218000,-1401433000,-1351818000,-681405000,-543150000,-615503000,-748588000,-1641168000,,419328000,424792000,419211000,467103000,440114000,450658000,435499000,432789000,442232000,458302000,446350000,439035000,441741000
BalanceCapital,440639000,448499000,462281000,443485000,454920000,459714000,462202000,,,,,,,,,,,,,,,
BalanceShareCapital,,,,,,,,,1264591000,1415595000,1429989000,1151835000,1350131000,1157880000,1180192000,1192724000,1095369000,1085525000,1100459000,927596000,930988000,929882000
BalanceOwnShares,1278475000,1024282000,988197000,1006522000,1013805000,1012720000,,0,0,22911000,7208000,7428000,7270000,7191000,,,,,,,,
BalanceReserve,,,4667511000,4747229000,4678861000,5366496000,5102438000,5123093000,4968520000,4923566000,4993104000,4809780000,4609436000,4244726000,4253012000,4073176000,4048686000,2550219000,2243671000,2333231000,2361960000,2274269000
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,,3306352000,3357639000,3306673000,3598941000,3394563000,3449718000,3333643000,3287477000,3432536000,3528488000,3439485000,3298965000,3321181000,3170997000,3185167000,1744964000,1479032000,1559516000,1594354000,1463889000,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,1361159000,1389590000,1372188000,1767555000,1707875000,1673374000,1634878000,1636089000,1560568000,1281292000,1169952000,945761000,931831000,902179000,863518000,805255000,764639000,773716000,767606000,810380000,,1070235000
BalanceNoncurrentLeasing,1386669000,1126230000,1795323000,1163126000,1473749000,1482046000,975735000,901111000,936990000,844656000,732055000,680744000,863978000,885857000,616947000,528626000,606032000,631517000,728282000,,811042000,1038709000
BalanceNoncurrentOtherLiabilities,872188000,968313000,793197000,791430000,825249000,837386000,714231000,730029000,666040000,586812000,504531000,556350000,525324000,558314000,429284000,519585000,530096000,511005000,,96283000,156777000,90811000
BalanceCurrentLiabilities,540987000,158836000,523352000,565158000,93166000,126471000,129521000,146850000,124843000,144239000,270629000,336019000,18503000,43781000,30565000,59311000,192914000,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,,,162911000,191183000,163231000,286023000
BalanceCurrentObligations,211093000,158968000,91639000,45183000,60409000,77441000,110691000,20400000,31973000,36999000,24514000,40130000,55561000,55882000,42110000,24363000,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,0,8943193000,9135317000,9153788000,0,10485722000
BalanceCurrentOtherLiabilities,9688559000,9943462000,9761208000,8999191000,8602800000,7138691000,6295497000,3815159000,3653537000,3535721000,3582725000,2485761000,2229147000,2323761000,2244890000,1361383000,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,423583000,527215000,477256000,7682000,394529000,208831000,302544000,-54766000,190814000,7702000,-92312000,68951000,-33701000,-90119000,-78687000,-86114000,-35546000,-35036000,-112950000,46898000,-105372000,145645000
CashflowAmortization,164504000,194356000,176279000,177751000,192977000,194852000,178911000,184331000,179872000,179983000,181683000,185567000,138113000,134506000,83993000,92880000,87719000,92884000,44541000,47896000,50075000,48232000
CashflowInvestingCashflow,-232047000,-125553000,-254242000,-142912000,-206462000,-157587000,-271203000,-234184000,-171739000,-265386000,-246283000,-107646000,-50423000,322333000,-18329000,-50805000,-85890000,-60107000,-59434000,-29197000,-26156000,-25701000
CashflowCapex,239902000,123482000,264244000,155063000,224874000,170374000,285652000,230306000,175828000,268071000,248676000,109875000,73612000,28632000,49042000,51878000,88575000,60499000,59507000,29361000,27877000,26281000
CashflowFinancingCashflow,25373000,-236406000,-160476000,-260552000,-186810000,369810000,-416385000,316738000,-65381000,-447274000,35921000,-31880000,0,-88626000,-6561000,-14617000,-66261000,311890000,-7806000,0,0,0
CashflowShareCapitalCash,,,,,,,,,,,,,,,,,,639345000,,,0,219919000
CashflowDividend,160476000,232156000,186131000,0,78864000,65253000,0,,,,,,,,,,,204214000,180261000,64547000,-409711000,12166000
CashflowNetCashflow,404552000,-381644000,28316000,-34075000,-721792000,-309570000,-74345000,-78322000,109938000,-103753000,-151465000,-187697000,215660000,-179671000,18686000,-131876000,121257000,,,,,
