,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
IncomeFinanceIncome_sy,,,,,-58.31,-12.41,38.34,-60.31,45.19,254.55,85.62,29.12,-65.62,46.17,-57.14,82.37,54.55,9.38,-20.53,-75.02,52.25,-56.71,7.07,216.46,39.04,20.13,-54.18,-40.90,7.88,-81.92,20.98,-26.40,-46.53,211.11,-15.05,-22.24,-1.62,-54.67,50.63,-7.55,11.75,39.13,-14.29,-14.29,-16.42,-21.65,-50.00,-11.77,-52.43,-27.27,-20.32,-3.14,-56.25,12.86,73.92
IncomeFinanceIncome_qq,,-25.36,46.16,-58.76,170.22,-49.41,-57.67,111.97,-6.26,-140.23,389.88,-61.45,1191.30,-156.82,492.59,-81.64,-525.34,150.68,100.76,-129.03,128.08,171.84,-135.43,152.02,-88.76,2620.69,-373.76,83.38,677.44,-95.08,-1191.18,140.16,38.26,5.66,-19.45,-3.23,13.16,-72.05,1258.39,-183.13,126.90,-54.19,119.20,0.61,-8.50,-81.42,-53.57,-56.41,182.35,-81.25,,411.11,-54.35,-52.38,40.00
IncomeFinanceIncome_sq,,-25.36,-19.02,328.47,-62.50,108.79,4.88,53.76,-15.27,29.64,15.32,41.56,-65.96,162.95,-70.83,100.00,-67.70,154.42,-1.08,-8.81,131.01,-28.10,40.22,107.94,-41.52,67.03,-79.74,103.53,-34.88,-71.84,106.07,86.14,-45.18,10.36,-30.14,22.55,-3.51,-9.55,22.59,15.97,8.76,24.49,25.37,25.00,4.59,-24.26,-26.39,-33.85,13.68,-25.78,,104.49,-57.63,68.45,19.06
IncomeFinanceCosts,12485000,8496000,-53131000,71527000,6361000,7162000,8585000,7691000,7759000,9472000,10025000,10851000,13756000,14721000,17060000,23743000,13185000,8713000,10269000,19551000,6877000,11405000,8826000,10830000,8988000,12774000,12275000,12413000,13839000,15206000,12858000,13212000,12179000,13476000,7278000,6365000,11762000,7659000,8263000,8389000,4046000,5845000,5877000,7329000,6611000,7373000,-436000,7491000,2141000,1927000,5275000,3011000,4636000,12654000,491000
IncomeFinanceCosts_yy,,,,,-49.05,-15.70,116.16,-89.25,21.98,32.25,16.77,41.09,77.29,55.42,70.17,118.81,-4.15,-40.81,-39.81,-17.66,-47.84,30.90,-14.05,-44.61,30.70,12.00,39.08,14.62,53.97,19.04,4.75,6.44,-12.00,-11.38,-43.40,-51.82,-3.42,-43.17,13.53,31.80,-65.60,-23.68,-28.88,-12.64,63.40,26.14,-107.42,2.21,-67.61,-73.86,1309.86,-59.81,116.53,556.67,-90.69
IncomeFinanceCosts_sy,,,,,-0.62,-31.14,25.38,7.97,32.14,79.02,36.90,57.63,27.26,47.29,37.39,116.61,113.13,-32.36,-34.42,-43.43,-46.58,-18.14,1.76,-4.00,19.80,56.16,39.08,48.30,43.05,20.25,32.21,6.44,-16.59,18.94,-39.35,-2.49,-11.21,-33.88,11.82,-35.89,-12.98,-18.55,-25.26,-8.37,-4.68,-13.22,-2.64,0.68,-15.82,9.80,17.77,-4.54,9.80,32.41,-94.18
IncomeFinanceCosts_qq,,-31.95,-725.36,234.62,-91.11,12.59,19.87,-10.41,0.88,22.08,5.84,8.24,26.77,7.02,15.89,39.17,-44.47,-33.92,17.86,90.39,-64.83,65.84,-22.61,22.71,-17.01,42.12,-3.91,1.12,11.49,9.88,-15.44,2.75,-7.82,10.65,-45.99,-12.54,84.79,-34.88,7.89,1.52,-51.77,44.46,0.55,24.71,-9.80,11.53,-105.91,1818.12,-71.42,-10.00,173.74,-42.92,53.97,172.95,-96.12
IncomeFinanceCosts_sq,,34.92,-36.83,69.22,-27.23,-0.62,9.19,11.90,18.43,22.08,4.43,26.36,-14.34,16.21,7.79,275.86,-40.09,-21.50,9.08,-2.54,16.79,14.58,46.11,5.53,8.12,13.05,19.30,26.96,-6.11,4.32,1.16,12.10,-17.00,8.63,-26.33,52.64,-32.99,-12.04,7.89,1.52,-5.00,3.58,-9.10,27.02,-10.33,-5.48,0.15,47.29,-28.52,1.89,-9.38,25.61,-6.56,14.63,-96.84
IncomeOtherIncome,0,96000,-96000,,,268000,29000,,,,2199000,-1881000,,8318000,,,323000,,,,,,,,,,,,52000,62000,114000,36000,36000,-116000,,-27000,33000,-159000,73000,43000,-8000,-164000,102000,12000,34923000,541000,1351000,651000,-2119000,513000,847000,646000,-2161000,-1231000,3047000
IncomeOtherIncome_yy,,,,,,179.17,130.21,,,-100.00,7482.76,,,,-100.00,100.00,,-100.00,,,-100.00,,,,,,,,,,,,-30.77,-287.10,-100.00,-175.00,-8.33,-37.07,,259.26,-124.24,-3.14,39.73,-72.09,436637.50,429.88,1224.51,5325.00,-106.07,-5.18,-37.31,-0.77,-1.98,-339.96,259.74
IncomeOtherIncome_sy,,,,,,179.17,78.64,,,-100.00,57.88,,,,-132.14,-100.00,,,,,-100.00,,,,,,,,,,,,-54.82,-63.89,-72.11,100.00,-38.78,31.46,,-100.00,-14.12,112.33,71.57,66.68,82.19,-6.15,-29.64,38.60,78.48,46.77,-68.66,11.69,281.58,-26.28,-770.13
IncomeOtherIncome_qq,,,-200.00,100.00,,,-89.18,-100.00,,,,-185.54,100.00,,-100.00,,,-100.00,,,,,,,,,,,,19.23,83.87,-68.42,,-422.22,100.00,,222.22,-581.82,145.91,-41.10,-118.60,-1950.00,162.20,-88.24,290925.00,-98.45,149.72,-51.81,-425.50,124.21,65.11,-23.73,-434.52,43.04,347.52
IncomeOtherIncome_sq,,,-165.33,28.00,,,-89.18,-143.75,,,,32.88,48.41,,-100.14,,,9.57,,,,,,,,,,,,-69.74,91.66,-111.71,,-120.73,100.00,,61.70,-6.92,23.02,-113.61,4.11,108.00,-9.41,-160.60,39.46,-30.00,-43.72,-106.25,100.00,273.57,-112.91,-241.86,142.25,-12.43,-323.30
IncomeNetGrossProfit,41366000,136401000,3953783000,-3714856000,35093000,154339000,220009000,16135000,66664000,213745000,198991000,45677000,62233000,196597000,217470000,43621000,12703000,150466000,197138000,20801000,34114000,164755000,207080000,18909000,-3905000,142221000,160596000,27400000,-5152000,95481000,181345000,45888000,-23309000,115627000,118358000,25576000,-53599000,90298000,115908000,-46213000,-5184000,108431000,176080000,-17196000,72163000,120742000,120175000,31817000,35220000,132706000,121600000,32028000,6118000,149113000,144735000
IncomeNetGrossProfit_yy,,,,,-15.16,13.15,-94.44,100.43,89.96,38.49,-9.55,183.09,-6.65,-8.02,9.29,-4.50,-79.59,-23.46,-9.35,-52.31,168.55,9.50,5.04,-9.10,-111.45,-13.68,-22.45,44.90,-31.93,-32.86,12.92,67.47,-352.43,21.10,-34.73,-44.26,-129.95,-21.91,-2.07,-280.69,90.33,20.08,51.91,62.79,1492.03,11.35,-31.75,285.03,-51.19,9.91,1.19,0.66,-82.63,12.36,19.03
