,2004/Q4,2005/Q4,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
OPM_sq,,,,2001.69,21.11,-21.21,15.30,56.50,-12.07,1.07,-1.61,-56.56,33.29,-25.21,10.51,-63.65,-69.67,415.74,61.76,58.69,-15.39,29.07,-26.30,-6.00,-8.72,-12.55,-43.49,48.54,17.25,-17.74,-22.12,9.16,-14.30,-57.32,170.11,46.78,-9.32,35.78,-39.58,16.63,1.39,7.74,-2.21,67.60,-15.85,-24.91,53.79,-29.86,52.12,-27.92
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,-14.11,609.72,,-57.99,,,-72.68,17.29,10.30,32.77,-10.98,-174.09,-225.80,-569.95,-718.21,-228.31,-94.43,108.19,109.30,99.10,94.84,-247.90,-288.82,1196.70,419.92,180.75,147.31,8.22,-72.58,-88.99,-65.78,-69.26,-141.79,-46.63,-173.85,-697.59,-911.56,-4003.45,-775.41,-45.26,-13.77,125.27,108.61,197.19,268.71,645.45,3403.48,241.63,192.59,-51.20
ROS_sy,871.43,156.88,,266.32,,,2347.69,-15.60,-20.01,18.89,-7.58,-63.66,-42.08,-72.37,-73.34,-142.30,-45.37,64.46,52.29,633.26,108.13,27.42,55.63,-42.06,-24.00,-15.82,-54.35,-37.59,-69.60,-95.64,-50.32,-9.55,33.57,236.21,40.31,-23.66,30.83,315.38,4.42,166.07,92.12,80.25,176.37,7.95,-13.09,-14.11,-0.38,-26.88,61.18,55.62
ROS_qq,,,,-63.20,-4.75,-28.39,8.86,57.97,-10.43,-13.81,-27.01,-231.48,-52.09,-222.00,3.98,30.18,9.93,113.57,8.95,-106.74,-418.68,-288.56,-39.09,139.12,51.30,-1.92,-18.50,-10.52,-61.67,-60.63,153.37,-19.61,-152.11,150.29,-450.57,-550.49,11.79,-94.06,21.38,-7.94,30.92,143.09,-73.19,1117.83,19.92,90.41,25.98,18.75,2.71,-68.24
ROS_sq,,,,2836.15,-4.37,-32.53,27.32,2.74,-9.36,0.28,-1.03,-59.60,44.45,-52.16,-4.51,-164.10,286.57,44.02,-11.57,124.44,-27.18,-11.83,8.01,-16.44,-4.49,-2.35,-41.43,14.25,-53.48,-85.99,567.24,108.01,-31.30,-64.74,178.46,13.17,17.74,11.96,-30.00,188.36,-14.98,5.04,7.33,12.64,-31.56,3.81,24.48,-17.33,50.87,0.23
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,12.88,16.47,,17.33,,,0.29,-4.53,-19.60,-18.71,-55.73,-147.15,-189.69,-704.34,-926.45,-553.98,-271.17,125.24,125.32,133.98,137.53,-30.40,-55.25,-19.06,-28.52,-14.96,45.16,5.06,20.09,41.69,55.20,139.31,131.72,102.96,98.41,-84.23,-88.88,-142.37,-153.50,363.07,619.17,534.77,440.69,30.02,28.94,-23.78,-21.98,99.67,97.99,20.08
RS_sy,560.91,55.62,,216.10,,,2629.81,0.20,-17.68,22.01,70.73,-27.61,-60.61,-56.53,-51.29,-22.17,91.49,274.63,80.58,18.18,-5.35,-40.35,-18.75,4.27,7.49,-1.81,-9.91,-18.90,-43.70,-17.22,-26.69,-21.68,-8.16,-30.01,32.26,54.72,93.75,73.67,12.87,4.75,9.73,-2.87,-11.85,10.81,18.43,20.14,51.33,-15.99,-8.37,-6.44
RS_qq,,,,-7.97,2.68,-14.12,23.58,-12.40,-13.53,-13.17,-32.69,-193.31,-64.48,-485.05,7.96,26.17,6.65,139.78,-7.67,-0.90,3.11,-26.23,-40.63,79.25,-8.95,-12.23,1.34,29.73,4.07,3.56,11.00,100.04,0.77,-9.29,8.51,-84.10,-28.96,-445.77,-37.01,237.59,10.33,109.03,7.36,-47.49,9.42,23.56,9.90,34.38,8.49,-25.06
RS_sq,,,,4896.15,0.22,-44.11,-5.83,89.97,-17.67,-17.16,31.77,-19.46,-55.20,-8.57,47.64,28.70,10.23,78.87,-28.84,-15.77,-11.72,12.73,-3.08,8.10,-8.99,2.98,-11.07,-2.70,-36.82,51.41,-21.25,3.96,-25.91,15.37,48.83,21.61,-7.21,3.41,-3.27,12.86,-2.80,-8.47,-12.21,41.86,3.89,-7.15,10.58,-21.25,13.32,-5.20
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,-31.28,771.51,,-58.11,,,-76.03,12.82,8.50,30.58,-2.72,-175.45,-224.73,-616.29,-749.22,-247.21,-118.22,108.47,108.77,95.20,93.21,-246.09,-300.74,309.62,336.55,182.15,147.81,17.43,-56.55,-93.12,-98.92,4.53,10.10,617.70,8114.29,-471.97,-715.50,-1000.74,-874.35,-35.54,-25.34,90.29,97.90,156.83,180.82,1115.66,5291.44,164.66,92.87,-80.20
GPM_sy,481.89,148.25,,204.40,,,3731.97,6.30,82.14,45.51,41.09,-63.22,-31.88,-70.94,-56.97,-122.02,-50.91,51.44,-13.99,863.55,83.28,62.38,85.87,-28.06,-30.96,-66.58,-65.73,-30.93,-49.24,-78.40,-63.73,-42.94,-27.38,252.34,132.98,8.27,53.38,101.59,37.14,107.44,89.02,4.21,46.39,15.58,-12.64,24.03,51.14,1.55,93.04,52.97
GPM_qq,,,,-63.80,-6.96,-29.71,1.25,70.37,-10.52,-15.41,-24.57,-232.15,-47.92,-250.16,5.15,29.33,7.03,113.59,-1.75,-138.66,-31.54,-192.40,-35.00,140.37,48.44,1.55,-21.42,-0.85,-45.08,-83.93,-87.61,9457.14,-42.15,4.78,41.80,-532.78,4.28,-53.34,-21.90,24.24,11.49,88.13,73.62,2150.27,25.87,49.21,34.81,4.52,-8.27,-84.68
GPM_sq,,,,5908.20,-50.97,18.98,9.33,66.67,-15.99,-4.95,6.01,-56.55,55.58,-59.45,56.97,-122.23,446.91,25.08,-10.85,97.38,-16.73,10.82,2.05,-23.61,-20.08,-46.35,4.64,53.95,-41.27,-77.17,75.70,142.20,-25.26,10.77,16.18,12.56,5.88,45.59,-20.96,70.26,-3.52,-19.73,11.03,34.42,-27.07,13.96,35.29,-9.68,38.63,-9.70
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,9.22,218.62,,-64.34,,,,56.76,50.87,88.28,,-105.71,-129.11,-280.15,,-2116.98,-330.94,123.23,,131.57,125.21,-55.13,,-36.93,-32.78,-4.00,,-19.23,12.81,15.48,57.35,272.49,211.35,207.73,195.79,-114.91,-116.83,-188.11,-187.68,-169.52,-130.83,200.57,190.45,354.06,399.64,339.32,388.84,186.79,142.89,-77.84
ROPA_sy,122.36,57.26,,51.51,,,,12.31,131.61,185.80,,-71.82,-71.82,-79.03,,-102.96,-200.63,-1.05,,4993.75,297.30,143.09,,18.26,-39.22,-42.67,,-59.18,-24.22,-24.24,15.85,32.80,-25.34,-94.21,-50.94,24.30,12.54,3139.13,187.50,2.40,101.36,26.17,43.65,69.80,34.28,9.47,12.34,-39.91,-0.50,12.54
ROPA_qq,,,,,6.93,-21.80,,,2.91,-2.41,,,-424.53,-503.96,,,-1.96,132.55,,,-18.60,-42.05,,,-13.25,-17.24,-19.05,38.97,21.16,-15.28,10.31,228.97,1.28,-16.27,6.03,-116.59,-14.29,-338.33,-5.51,49.01,2.12,290.97,-5.10,43.23,15.44,180.00,5.59,-15.97,-2.23,-74.45
ROPA_sq,,,,,-56.98,-13.62,,,-11.27,6.59,,,-11.30,-20.67,,,-2912.50,178.01,,,21.46,-3.89,,,-37.58,-9.34,-30.15,3.28,15.87,-9.36,6.80,18.40,-34.86,-92.97,804.35,200.00,-41.03,102.45,-19.73,6.86,15.96,26.86,-8.62,26.31,-8.29,3.42,-6.22,-32.44,51.84,16.97
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,17.04,723.99,,-38.71,,,-78.52,28.02,29.64,249.87,131.11,-211.48,-236.31,-443.85,-569.34,-204.90,-113.76,109.03,106.56,98.95,91.88,-284.73,-540.22,1069.66,288.12,148.92,123.69,-38.29,-78.77,-89.95,-71.10,-66.70,-131.81,-59.73,-142.83,-539.77,-770.45,-3437.99,-962.20,-94.59,-55.12,130.84,108.75,196.87,272.43,859.02,4963.14,151.22,121.13,-68.17
ZNPO_sy,2.52,371.48,,-89.12,,,-126.44,-248.05,88.74,-21.32,-80.36,59.31,-5515.58,46.54,90.65,252.59,275.58,347.66,-9.52,267.49,6.66,128.85,513.89,-121.17,-124.10,-140.12,-135.18,231.20,296.88,101.82,393.83,257.57,-0.91,1931.11,-79.41,-91.79,40.39,111.49,-88.03,707.55,18.71,85.00,4758.45,11.82,-82.32,-85.57,42.69,0.61,759.54,1265.50
ZNPO_qq,,,,-65.36,1.34,-50.18,22.82,106.44,2.62,34.46,-18.87,-199.57,-25.48,-239.20,-10.74,35.31,12.03,114.34,-19.58,-110.34,-580.59,-226.32,-91.64,122.78,32.04,-15.15,-7.18,-40.66,-54.57,-59.83,166.82,-31.62,-143.40,150.85,-383.80,-602.07,14.09,-95.01,9.69,-28.61,31.51,138.76,-74.38,1324.36,21.90,115.61,35.25,-29.33,7.30,-68.97
ZNPO_sq,,,,-88.49,-121.56,-390.94,-116.97,35.55,98.36,-5190.91,-222.56,85.46,-126.27,49.63,43.57,337.27,160.36,-28.95,-124.95,896.14,-24.43,52.43,-54.87,-140.73,13.97,-153.69,60.42,251.89,29.09,-97.66,6298.89,84.84,-64.23,-52.00,-35.12,-26.31,511.67,-27.68,-96.33,4870.42,-10.09,12.70,-3.54,14.39,-85.78,-8.02,853.88,-19.34,21.46,46.12
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,-0.19,,,,,,,-11.46,78.92,32.90,-23.96,-0.62,-11.40,0.56,14.76,51.04,33.47,-11.15,7.19,-28.14,-150.45,,,-5.90,199.82,,,,,,,,,,,127.19,,,,,,,,,,,,,,
ZFI_sy,-6.59,,,,,,,-23.30,-6.39,-65.79,-83.54,70.88,-83.50,270.51,511.29,9.40,277.68,-60.21,-61.13,-10.44,-38.97,,,-3.71,147.85,,,,,,,,,,,146.18,,,,,,,,,,,,,,
ZFI_qq,,,,,-36.34,19.91,58.03,-26.61,28.65,-10.94,-9.58,-4.08,14.69,1.09,3.18,26.26,1.35,-32.71,24.49,-15.36,-171.15,,,,-24.53,407.17,,,,,,,227.39,,,1463.29,,,,,,,,,,,,,,
ZFI_sq,,,,,13.12,-0.80,-16.18,-18.45,38.06,-63.74,-59.68,746.63,-86.67,714.29,-33.47,51.52,-53.99,-14.21,-35.01,249.10,-68.64,,,,-19.29,18.26,,,,,,,43.34,,,96.82,,,,,,,,,,,,,,
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,3.15,-15.83,,16.99,,,,-16.93,6.60,8.92,,20.28,21.12,34.07,,16.56,12.21,-6.94,,-8.69,-8.32,-3.26,,-1.09,-1.51,-1.99,,-7.87,-7.04,0.41,2.88,8.68,9.23,2.45,-0.04,8.33,6.37,12.13,8.45,6.22,3.37,-6.58,-1.93,-40.62,-39.62,-20.78,-26.26,23.03,25.97,3.29
DTAR_sy,-15.00,-8.24,,-13.91,,,,6.82,-11.61,-18.05,,0.29,35.21,12.53,,-4.10,-6.60,6.22,,10.79,-2.84,-7.30,,-16.25,-14.01,-7.66,,1.06,-13.27,-10.87,-19.91,7.91,13.22,8.36,9.63,-3.06,7.11,2.39,4.00,-5.19,1.83,2.03,2.79,8.94,6.77,7.43,5.61,3.35,-1.59,2.56
DTAR_qq,,,,,-19.39,1.31,,,3.44,3.52,,,4.16,14.59,,,0.28,-4.98,,,0.68,0.27,,,0.26,-0.22,0.29,-8.18,1.16,7.78,2.76,-3.00,1.67,1.09,0.27,5.12,-0.17,6.56,-3.01,2.95,-2.85,-3.70,1.81,-37.66,-1.22,26.35,-5.22,4.01,1.14,3.61
DTAR_sq,,,,,-0.35,20.08,,,-17.54,11.34,,,11.16,-7.34,,,8.27,5.39,,,-5.05,0.54,,,-2.51,7.97,9.21,-12.09,-16.33,10.96,-1.87,18.45,-12.22,6.20,-0.72,4.73,-3.01,1.52,0.85,-4.52,4.17,1.72,1.60,1.19,2.10,2.34,-0.12,-0.98,-2.78,6.66
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,13.81,-30.40,,33.12,,,,-46.25,20.56,29.80,,90.71,100.04,418.25,,151.84,115.81,-51.06,,-50.32,-49.29,-20.40,,-4.01,-6.69,-9.37,,-18.94,-15.39,22.17,18.62,33.49,35.21,-5.48,-2.92,31.99,23.65,59.64,24.14,1.16,0.89,-31.42,-9.57,-53.51,-54.28,-67.18,-73.18,-42.31,-40.23,3.41
CG_sy,-37.66,-22.95,,-27.44,,,,15.03,-8.32,-28.34,,5.32,65.01,19.34,,-9.36,-11.45,11.81,,27.61,-1.69,-12.59,,-33.51,-36.32,-22.78,,-9.40,-22.33,-23.52,-34.50,15.07,30.36,25.35,15.81,5.73,13.89,1.25,3.34,-13.07,-4.89,7.74,3.02,10.13,8.25,13.27,20.10,11.95,6.31,5.65
CG_qq,,,,,-49.50,3.40,,,13.27,11.33,,,18.81,188.42,,,1.82,-34.59,,,3.93,2.66,,,1.03,-0.28,1.42,-20.67,5.46,43.98,-1.53,-10.72,6.81,0.65,1.14,21.39,0.07,29.95,-21.35,-1.08,-0.21,-11.67,3.71,-49.15,-1.85,-36.59,-15.26,9.39,1.68,9.70
CG_sq,,,,,2.31,48.20,,,-18.46,15.85,,,27.76,-16.21,,,24.80,5.80,,,-3.85,-5.92,,,-7.92,14.08,24.66,-30.81,-21.06,12.34,6.76,21.54,-10.57,8.02,-1.37,10.97,-3.67,-3.96,0.66,-6.65,5.39,8.79,-3.74,-0.21,3.59,13.84,2.06,-6.98,-1.63,13.14
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,12.11,-48.92,,19.38,,,,-40.65,11.27,15.86,,104.54,130.18,443.16,,164.06,144.91,-48.30,,-53.92,-57.23,-25.98,,-6.00,-3.72,-10.70,,-26.83,-11.85,22.08,27.60,68.23,44.53,11.10,-4.13,29.51,13.73,34.19,25.09,9.16,14.46,-22.40,-7.52,-54.75,-58.52,-71.11,-72.21,-42.50,-39.24,19.39
LDER_sy,42.66,-26.55,,-34.01,,,,39.56,46.35,97.86,,1.99,59.27,-6.98,,-36.88,-54.85,-19.04,,60.68,15.66,2.80,,-32.10,-5.34,14.52,,-8.00,-13.31,-22.11,-38.08,7.70,25.34,45.40,6.62,22.39,-11.80,-18.94,17.41,-18.31,-9.70,-31.04,-22.07,-15.81,7.35,44.47,31.91,32.02,4.48,-4.37
LDER_qq,,,,,-42.75,16.27,,,7.34,21.07,,,20.80,185.69,,,12.03,-39.69,,,3.98,4.37,,,6.50,-3.19,3.44,-31.39,28.30,34.07,8.11,-9.54,10.23,3.06,-6.71,22.20,-3.20,21.59,-13.04,6.64,1.50,-17.57,3.65,-47.82,-6.95,-42.60,-0.27,7.95,-1.68,12.79
LDER_sq,,,,,-14.15,-23.45,,,-9.97,3.50,,,40.61,-39.55,,,0.57,8.39,,,-27.61,-3.66,,,0.92,16.55,19.81,-34.72,-4.90,4.72,-4.76,13.56,10.67,21.48,-30.16,30.35,-20.25,11.64,1.16,-9.30,-11.84,-14.74,14.32,-2.02,12.41,14.75,4.38,-1.93,-11.05,5.04
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,1.19,56.74,,5.90,,,,3.37,4.83,3.21,,-19.79,-22.96,-23.36,,-16.13,-21.44,-0.13,,5.59,15.02,-1.56,,-0.68,-7.27,-1.42,,11.15,-3.23,12.99,5.79,-21.44,-6.59,-24.50,-12.87,-8.40,12.37,14.77,-2.58,2.29,-14.21,-3.88,7.47,-13.61,-4.55,13.58,18.39,41.78,40.44,5.68
PZAT_sy,13.52,-0.15,,-0.05,,,,-29.03,-42.54,88.48,,21.75,21.08,-5.90,,-3.62,4.88,3.80,,0.67,-6.40,-12.12,,3.64,20.21,18.89,,6.23,5.63,16.84,16.61,-4.19,-3.81,-22.44,-14.38,-16.75,6.41,14.17,-1.37,18.11,4.89,-7.97,-7.97,-18.73,-22.88,9.26,5.64,11.13,10.17,-6.67
PZAT_qq,,,,,0.63,-8.68,,,2.06,-10.09,,,-1.98,-10.56,,,-8.19,13.71,,,0.01,-2.68,,,-6.63,3.46,-2.45,17.96,-18.71,20.80,-8.67,-12.41,-3.34,-2.36,5.40,-7.92,18.58,-0.27,-10.54,-3.31,-0.54,11.73,0.02,-22.28,9.90,32.95,4.25,-6.92,8.86,0.04
PZAT_sq,,,,,0.04,-55.60,,,-19.01,45.63,,,-19.45,13.18,,,-12.35,12.01,,,-18.50,5.16,,,-5.48,4.01,5.58,2.35,-6.02,15.04,5.38,-15.91,-5.64,-7.24,16.32,-18.23,20.60,-0.47,0.48,-2.08,7.11,-12.68,0.49,-13.53,1.64,23.72,-2.84,-9.05,0.76,4.82
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,-3.82,-21.81,,-9.82,,,,14.15,-12.06,-10.26,,-1.53,2.00,-6.92,,-2.95,7.27,6.40,,-3.85,-10.74,-4.62,,-1.50,2.06,1.72,,-2.38,7.62,0.35,6.06,33.42,18.87,28.21,14.70,2.39,-16.81,-20.03,-7.26,-3.10,17.55,13.02,2.03,30.08,21.80,20.79,16.93,-13.77,-13.97,-11.29
PELDR_sy,4.39,-1.35,,19.40,,,,85.04,75.35,30.73,,-36.08,-27.43,-30.90,,-20.25,-14.71,-17.36,,11.24,18.59,19.19,,11.52,-6.67,-19.51,,-23.09,-19.42,-9.24,16.51,4.95,-7.89,5.64,-5.68,-3.85,-2.70,6.21,13.83,25.56,14.71,4.43,2.36,-5.44,4.54,-6.87,-4.16,-3.18,-3.85,13.75
PELDR_qq,,,,,22.20,2.60,,,-5.86,4.70,,,-2.49,-4.45,,,7.78,-5.24,,,0.06,1.26,,,3.68,0.93,1.47,-8.06,14.30,-5.89,7.24,15.66,1.83,1.51,-4.05,3.24,-17.27,-2.42,11.27,7.87,0.37,-6.19,0.45,37.52,-6.01,-6.96,-2.76,1.42,-6.24,-4.06
PELDR_sq,,,,,8.04,34.32,,,2.38,0.14,,,16.24,-4.64,,,24.30,-7.60,,,32.51,-7.13,,,10.90,-19.91,-17.37,4.80,16.19,-9.79,6.07,-5.60,1.98,3.45,-5.29,-3.77,3.20,12.93,1.50,6.15,-5.72,2.81,-0.52,-1.94,4.23,-8.41,2.37,-0.94,3.52,8.35
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,-0.98,-25.41,,-1.07,,,,11.32,-6.02,-8.17,,0.46,6.61,-1.90,,1.57,9.55,7.27,,-3.02,-11.08,-4.58,,-1.68,2.52,-0.88,,-9.34,-0.10,-4.02,5.06,19.82,7.47,17.94,-0.45,1.22,-4.45,-10.30,4.89,12.98,14.69,10.24,1.65,-31.15,-33.18,1.12,11.70,49.16,53.54,10.81
TSF_sy,9.28,5.08,,12.46,,,,9.40,3.95,35.30,,-1.69,-6.62,-6.81,,-3.07,5.76,3.25,,2.62,0.14,7.16,,3.48,6.57,5.35,,-3.04,-1.88,-1.37,2.96,3.64,2.11,0.85,0.60,3.59,-0.79,-1.97,-1.30,-6.16,-5.25,2.49,-0.49,2.67,2.02,-5.35,-1.14,-7.75,-2.77,-5.62
TSF_qq,,,,,12.66,6.88,,,-4.89,4.43,,,0.94,-3.91,,,8.87,-5.91,,,-0.18,0.97,,,4.09,-2.38,1.47,-12.07,14.70,-6.22,11.07,0.28,2.88,2.92,-6.24,1.97,-2.88,-3.39,9.64,9.83,-1.41,-7.14,1.09,-25.61,-4.32,40.53,11.67,-0.66,-1.51,1.42
TSF_sq,,,,,4.15,-26.17,,,-1.03,-3.90,,,-6.00,-4.10,,,2.57,-6.38,,,0.09,0.19,,,3.07,-0.96,-2.87,-2.21,4.30,-0.44,1.39,-1.56,2.76,-1.67,1.14,1.36,-1.58,-2.85,1.83,-3.63,-0.62,5.09,-1.13,-0.57,-1.26,-2.50,3.26,-7.21,4.08,-5.36
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,23.78,-7.84,,54.72,,,,-27.81,58.74,18.46,,31.37,85.13,130.80,,113.75,66.13,8.06,,8.71,-15.64,-2.46,,-5.02,9.05,33.29,,-22.88,-37.39,-40.48,-33.08,8.77,61.07,36.06,-4.69,-26.65,-40.80,-37.70,-20.20,6.91,39.14,23.35,49.64,14.01,-24.22,-80.86,-71.55,-63.82,-42.43,298.59
ZKO_sy,-25.12,-12.17,,-37.05,,,,-10.65,-33.07,-18.30,,2.36,37.27,21.19,,-1.91,-5.04,13.29,,22.41,6.23,7.61,,3.22,-5.69,11.69,,-2.46,13.23,18.39,-26.26,5.66,13.68,0.99,18.37,13.95,17.67,-7.79,-4.97,-8.24,-10.00,-19.40,-18.04,-6.43,-12.98,23.63,26.11,6.51,12.77,3.23
ZKO_qq,,,,,-48.82,34.97,,,12.54,0.73,,,58.59,25.58,,,23.26,-18.32,,,-4.36,-5.55,,,9.81,15.44,-6.72,-34.78,-10.86,9.74,4.87,6.02,32.00,-7.30,-26.54,-18.41,6.53,-2.44,-5.90,9.31,38.65,-13.51,14.16,-16.72,-7.84,-78.16,69.72,5.92,46.64,51.21
ZKO_sq,,,,,0.88,-18.03,,,-24.44,0.06,,,1.32,-11.66,,,-1.91,5.40,,,-14.87,6.76,,,-22.22,26.44,28.34,-22.72,-9.71,32.19,-20.06,10.73,-2.85,17.43,-6.30,6.60,0.32,-7.98,-3.43,2.93,-1.61,-17.58,-1.81,17.51,-8.50,17.09,0.16,-0.74,-3.12,7.19
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,8.91,16.95,,23.94,,,,14.42,31.33,-2.86,,-18.78,7.24,-43.34,,-5.48,-15.41,103.79,,98.10,53.09,18.49,,-1.94,14.59,47.92,,-5.63,-25.91,-48.85,-41.78,-1.52,43.72,60.12,13.65,-39.10,-55.69,-61.12,-38.55,-3.98,45.81,72.09,62.67,175.98,82.94,-44.58,-17.74,-55.39,-32.00,218.80
OSF_sy,-3.69,15.65,,-19.64,,,,18.09,28.26,23.74,,39.16,-6.48,-25.05,,0.46,-10.29,6.21,,-17.92,22.04,38.92,,-10.10,-38.58,-43.97,,13.10,11.92,12.10,-20.15,-0.37,12.86,10.51,12.41,30.43,30.29,6.79,21.18,-7.05,4.31,-8.96,-19.72,0.39,-20.95,3.47,-0.23,-8.78,5.95,20.89
OSF_qq,,,,,-11.39,26.95,,,1.71,-6.10,,,34.29,-50.39,,,20.18,19.53,,,-7.13,-7.49,,,8.53,19.42,-7.75,-21.07,-14.79,-17.56,5.00,33.52,24.36,-8.16,-25.47,-28.46,-9.51,-19.42,17.80,11.78,37.41,-4.89,11.35,89.64,-8.91,-71.19,65.28,2.85,38.85,35.08
OSF_sq,,,,,31.83,11.64,,,43.18,7.70,,,-3.78,-13.68,,,-14.08,2.20,,,27.75,16.34,,,-12.72,6.13,46.02,-16.39,-13.63,6.30,4.02,4.32,-2.15,4.08,5.81,21.04,-2.25,-14.70,20.07,-7.16,9.69,-25.55,5.88,16.10,-13.63,-2.55,2.09,6.16,0.32,11.20
NetDebt,133761000000,151053000000,,280015000000,214361000000,237058000000,,292180000000,353797000000,374813000000,,461835000000,503456000000,527771000000,,538702000000,533733000000,515282000000,,314293000000,313409000000,318121000000,,324691000000,329792000000,330616000000,331568000000,299321000000,298758776000,404229860000,406713366000,397153000000,395450000000,393095000000,399487000000,418911000000,383479000000,393960000000,351793000000,310503000000,301315000000,302847000000,306546000000,190356000000,194849000000,123821000000,126950000000,158924000000,167186000000,179572000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,-5.37,-76.42,,257.39,,,,-49.58,-20.38,-39.18,,-2284.81,-523.85,-177.69,,94.45,73.63,499.46,,385.52,460.91,113.57,,56.80,46.72,3.30,,12.42,-19.56,-14.27,-35.32,-70.51,-64.06,-66.38,-66.59,-828.54,-722.53,-225.63,-223.28,61.38,55.04,192.92,209.53,123.60,120.08,-86.86,-86.78,-60.72,-49.81,532.94
NetDebtEBITDA_sy,-35.23,-58.80,,56.12,,,,6.73,-46.20,-81.67,,-9.38,36.37,199.16,,-83.97,-189.53,26.11,,1073.15,204.17,-16.62,,-3.09,-7.75,7.88,,9.13,-25.69,-43.92,-38.01,-13.33,60.56,-35.57,18.99,-22.43,18.64,36.26,-21.83,-12.57,-44.54,55.66,46.95,45.88,43.55,-8.52,-1.25,-5.54,-7.91,12.90
NetDebtEBITDA_qq,,,,,-32.68,36.79,,,6.32,4.48,,,79.37,80.85,,,1.95,390.05,,,23.94,71.64,,,15.97,20.85,24.41,-35.52,-17.02,28.80,-6.15,-70.60,1.12,20.46,-6.74,-741.27,13.59,75.69,8.48,-100.90,-0.60,150.24,7.87,-56.72,-14.38,-67.13,8.58,28.54,9.41,314.48
NetDebtEBITDA_sq,,,,,115.80,53.41,,,8.78,-47.74,,,63.69,14.65,,,-1014.00,261.49,,,-18.84,29.26,,,-22.75,51.16,-7.63,1.17,-47.40,14.09,2.10,41.45,-2.55,-54.21,88.55,-7.80,49.05,-47.42,8.18,3.13,-5.45,47.58,2.13,2.37,-6.96,-5.95,10.24,-2.08,-9.30,15.31
