,2004/Q4,2005/Q4,2006/Q4,2007/Q4,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
ROS_sy,-66.59,115.83,21.33,74.86,,,-36.37,,28.62,-49.08,-4.20,-1.39,-16.35,44.47,-5.28,20.08,84.24,-17.47,23.40,-32.48,-59.18,-34.68,-29.00,9.15,84.72,125.31,-11.18,-15.32,-14.66,5.07,10.84,29.18,-9.42,-17.08,-18.30,-42.40,-29.66,-16.35,13.32,9.17,-16.96,-15.41,-18.57,-10.92,17.28
ROS_qq,,,,,,284.47,-42.17,104.80,-22.39,-57.97,293.46,34.22,-23.02,0.80,36.68,-41.07,242.38,22.15,-27.18,-0.52,-68.76,-114.44,824.64,18.00,19.15,10.81,-64.57,69.93,8.53,21.41,1.29,-28.59,-12.30,-53.32,329.51,12.34,23.33,9.09,-39.81,7.41,-8.20,5.96,-12.72,-14.11,-24.46
ROS_sq,,,,,,44.35,-0.86,-2.10,-8.20,-42.86,86.54,0.77,-22.12,-1.31,22.30,27.76,19.49,-55.79,82.86,-30.10,-27.76,-29.26,98.77,7.45,22.25,-13.71,-21.64,2.45,23.21,6.23,-17.34,19.40,-13.61,-2.75,-18.55,-15.83,5.50,15.65,10.34,-18.91,-19.75,17.80,6.22,-11.30,5.66
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,-30.47,-45.43,55.29,-60.96,,,26.71,,175.06,17.45,26.95,13.07,-3.66,18.22,17.08,-21.23,-3.04,26.42,-25.46,-1.56,-2.65,-75.04,-3.24,3.91,2.42,243.60,15.87,23.60,30.38,12.69,21.41,-11.44,-27.30,-41.37,-30.66,-27.88,-5.50,28.68,10.19,40.72,9.99,4.38,0.94,-18.50,-13.97
RS_sy,-5.62,-3.40,27.82,84.57,,,-13.58,,115.04,29.15,-12.95,8.45,-48.43,-50.65,-33.04,-9.42,18.31,57.11,45.78,31.54,2.29,-20.89,-40.75,-21.53,-16.81,4.23,6.17,33.16,32.32,33.78,36.19,23.99,12.21,15.40,38.55,21.24,-8.73,0.88,-33.90,-12.75,0.12,-9.76,-14.90,-28.43,-3.72
RS_qq,,,,,,97.73,6.37,29.22,1.20,-15.57,14.97,15.09,-13.77,3.61,13.85,-22.56,6.14,35.10,-32.87,2.27,4.97,-65.36,160.17,9.83,3.46,16.22,-12.27,17.16,9.14,0.45,-5.48,-14.54,-10.41,-18.98,11.78,-11.11,17.40,10.32,-4.28,13.51,-8.24,4.69,-7.44,-8.34,-3.15
RS_sq,,,,,,34.77,61.51,-50.95,101.41,-19.06,8.86,-38.89,-4.22,-22.54,47.70,-17.33,25.09,2.87,37.05,-25.41,-2.72,-20.45,2.64,-1.20,3.12,-0.34,4.56,23.91,2.48,0.76,6.44,12.81,-7.26,3.63,27.79,-1.28,-30.18,14.53,-16.27,30.31,-19.88,3.23,-21.03,9.59,7.78
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,-21.10,-54.63,52.88,-80.41,,,20.28,,175.63,-68.22,109.01,54.21,76.87,356.14,45.06,-26.90,158.72,218.33,82.26,173.46,-64.22,-96.86,-66.70,-60.27,19.67,1085.90,-32.86,-16.06,-23.26,-14.16,80.47,-8.68,-26.40,-74.43,-10.56,31.87,107.17,496.55,30.17,30.17,-14.94,-26.34,-18.25,-36.31,-38.95
GPM_sy,-47.03,40.24,56.52,71.33,,,-35.67,,5.50,-48.96,-0.81,-19.70,-32.65,39.78,-15.04,46.09,76.09,-20.88,52.87,-40.47,-41.30,-20.17,-44.76,-10.76,46.58,81.47,-6.80,11.91,-0.89,9.51,20.36,22.65,9.42,-10.06,-17.93,-35.48,-41.91,-26.74,17.54,23.10,-8.29,10.29,-15.05,-2.10,18.08
GPM_qq,,,,,,236.25,-36.06,75.87,-27.11,-61.22,320.47,29.76,-16.40,,33.72,-34.61,195.89,23.04,-23.44,-1.89,-61.29,-89.20,711.54,17.06,16.60,7.06,-54.05,46.35,6.59,19.76,-3.40,-25.95,-14.08,-58.40,237.93,9.18,34.98,19.78,-26.26,9.18,-11.79,3.72,-18.16,-14.93,-15.46
GPM_sq,,,,,,26.08,-5.88,5.95,-16.08,-39.00,82.90,-14.23,-29.62,,11.17,47.49,-15.17,-43.12,114.79,-42.57,-16.35,-22.64,48.63,-7.22,37.40,-4.22,-23.67,11.40,21.69,5.83,-16.10,13.51,8.57,-13.01,-23.44,-10.77,-2.24,9.70,22.83,-6.54,-27.17,31.92,-5.39,7.70,-12.16
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.90,55.00
RBS_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.51,-16.71
RBS_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.91,,,,-3.91
RBS_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18,,,,11.61
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,81.95,-70.14,178.34,-82.86,,,9.56,,232.34,,203.74,124.12,82.52,,-16.21,-56.04,4.54,,5.63,54.99,-75.17,,-51.22,-45.08,77.95,3892.86,-13.54,24.34,31.20,82.67,144.51,14.23,-5.21,-73.40,-60.56,-54.98,-35.05,105.04,76.92,126.30,49.21,3.02,127.21,49.08,76.95
ROPA_sy,-62.71,44.13,48.05,-15.13,,,-5.12,,61.99,,-0.96,-6.33,-40.96,,-14.62,18.56,121.52,,,-19.00,-68.23,,-13.33,22.68,82.73,91.01,1.49,-11.11,5.12,2.26,35.35,45.08,13.11,17.68,-19.06,-12.29,6.46,-5.32,-4.78,-7.57,-25.58,-10.41,-17.69,-7.67,20.17
ROPA_qq,,,,,,213.17,-38.62,67.91,2.97,,,23.90,-16.14,4.64,-22.92,-35.01,99.44,,,-4.63,-68.04,-105.32,3107.14,7.36,3.54,13.46,-31.45,54.40,9.25,57.98,-8.25,-27.87,-9.35,-55.67,36.05,-17.66,30.80,39.95,17.39,5.31,-13.76,-3.37,158.90,-30.90,2.36
ROPA_sq,,,,,,26.63,39.96,-32.04,34.47,,,-35.72,-15.24,-208.86,243.95,-10.74,58.37,,,-27.71,-37.88,,92.99,2.33,-7.47,4.53,2.54,-10.38,9.43,1.69,35.73,-3.93,-14.69,5.79,-6.65,4.11,3.54,-5.91,-6.12,1.06,-16.64,13.27,-13.75,13.37,8.49
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,308.05,-97.17,-1.68,-105.12,,,-1430.70,,1922.99,149.21,138.39,-41.92,30.01,1835.70,-277.82,-145.39,-164.43,-122.91,40.00,-72.82,-164.21,121.33,-24.36,-281.47,2710.58,738.35,141.55,119.63,-98.68,-22.17,80.99,-50.56,-40.18,-88.31,-21.91,157.32,332.55,2468.67,93.42,-2915.96,-255.25,-191.01,-200.02,94.90,71.19
ZNPO_sy,191.94,-58.34,192.15,-66.33,,,2.37,,191.35,-1459.49,7.55,9.74,-38.56,694.60,31.13,42.89,-41.05,-33.23,23.17,-61.76,148.11,-39.59,13.56,103.40,105.65,395.38,-36.82,36.94,6.64,-0.15,33.97,-28.11,-19.58,-40.73,-27.08,24.28,32.59,62.10,7.94,-27.00,-56.13,-61.41,4.57,-8.49,111.12
ZNPO_qq,,,,,,-737.36,-457.86,208.70,-64.10,-77.40,335.15,64.46,-19.63,236.54,-139.97,58.02,-14.08,-19.65,-4.72,-20.91,-74.41,109.66,-710.62,-270.87,1293.58,-96.90,-69.74,75.23,-19.74,82.89,-29.63,-52.14,-2.89,-64.27,370.21,57.71,63.25,112.17,-64.59,-2396.13,91.00,-24.38,61.09,-17.14,49.19
ZNPO_sq,,,,,,-96.25,8958.23,-0.57,-13.84,-117.52,816.57,1.46,-51.77,69.57,58.03,10.55,-80.10,92.07,191.51,-65.68,29.11,-53.23,447.94,-38.53,30.54,12.66,-30.12,33.24,1.66,5.49,-6.24,-28.50,13.72,-22.26,15.36,21.85,21.33,-4.95,-23.18,-17.59,-27.10,-16.39,108.17,-27.88,68.19
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,69.00,-89.74,211.13,-59.51,,,-398.98,,92.93,5921.43,116.58,-1133.33,113.73,-99.92,,100.33,-900.00,1237.26,,9551.49,767.27,-1239.58,99.22,,,,,,,,,,,,21680.00,391.35,45.85,138.87,,,,,,,
ZFI_sy,-35.97,51.21,-13.06,4.34,,,3.06,,70.35,0.02,-6.56,4.84,-31.30,-4.83,,-35.63,20.60,-32.75,,74.12,34.18,48.70,-7.22,,,,,,,,,,,,6.16,-8.62,-8.75,-2.27,,,,,,,
ZFI_qq,,,,,,81.63,-40.33,73.40,-3.17,15215.06,-99.60,-2078.65,101.15,-8.62,,,-2870.15,252.75,-7850.65,102.94,91.52,-360.87,94.73,,,,,,,,,5100.00,103.85,166.51,-22.90,17.31,-39.49,336.48,,,,,,-77.08,
ZFI_sq,,,,,,64.12,-11.57,-0.26,17.68,-3.64,-17.38,11.91,-22.88,33.48,,,44.47,-25.57,39.61,15.98,11.33,-17.51,-12.90,,,,,,,,,10.73,-0.78,0.85,-4.18,-4.69,-0.92,8.00,,,,,,6.03,
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,-18.12,30.65,-10.22,24.46,,,3.22,,-6.88,,-17.09,-24.59,-16.39,,-1.24,16.18,10.27,,5.24,5.09,2.61,,3.77,1.38,3.18,2.14,0.03,-3.99,-6.97,-15.96,-13.36,-7.91,-10.19,3.66,-3.98,-3.08,0.50,-11.23,-57.75,-61.16,-60.53,-60.15,208.75,237.72,249.41
DTAR_sy,-36.74,-1.66,10.46,5.17,,,-3.86,,-0.38,,-0.32,2.64,-0.38,,0.40,4.98,5.65,,-1.60,10.12,3.43,,4.06,-19.10,-10.61,-1.89,-4.96,3.60,5.51,8.47,-8.16,1.53,-1.66,4.25,13.05,18.46,23.15,16.66,-5.71,-6.29,-6.75,-14.83,5.82,-0.02,-4.97
DTAR_qq,,,,,,-5.44,4.13,-3.96,-1.53,,,-12.65,9.18,-2.93,6.68,2.76,3.62,,,2.61,1.18,2.59,-2.57,0.24,2.97,1.55,-4.58,-3.78,-0.22,-8.26,-1.62,2.27,-2.70,5.89,-8.87,3.23,0.89,-6.47,-56.63,-5.10,2.53,-5.55,235.97,3.81,6.08
DTAR_sq,,,,,,-46.72,100.64,-12.32,6.27,,,-9.72,3.14,28.49,-16.09,-5.60,3.80,,,5.66,-2.51,-13.89,17.32,-17.85,7.72,-5.49,13.65,-10.46,9.70,-2.84,-3.77,-1.00,6.26,2.99,4.35,3.74,10.47,-2.44,-15.66,3.09,9.92,-10.89,4.79,-2.60,4.48
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,-38.99,105.56,-29.29,128.83,,,19.68,,-32.85,,-55.73,-62.35,-48.39,,-3.94,54.63,37.92,,18.77,19.48,10.35,,14.96,5.50,13.96,9.92,0.12,-14.23,-24.73,-46.78,-37.96,-23.44,-28.69,11.57,-10.55,-8.59,1.42,-28.55,-60.45,-63.81,-60.09,-52.36,561.70,723.53,1044.70
CG_sy,-62.45,16.81,26.07,21.93,,,-16.03,,-0.74,,-7.25,-10.58,-14.41,,-0.09,19.94,15.72,,0.76,13.66,17.81,,5.77,-32.11,-25.43,-7.56,-9.54,16.43,4.84,19.63,3.44,16.43,11.62,9.25,12.33,-1.16,49.64,1.45,-15.53,5.73,-22.14,-2.28,12.20,2.93,1.57
CG_qq,,,,,,-27.59,25.26,-20.13,-7.31,,,-32.07,27.07,-8.15,21.16,9.35,13.34,,,10.00,4.67,11.14,-10.17,0.96,13.06,7.20,-18.18,-13.52,-0.78,-24.19,-4.62,6.72,-7.59,18.60,-23.53,9.06,2.53,-16.44,-57.67,-0.20,13.06,-0.26,487.97,24.21,57.15
CG_sq,,,,,,-62.85,195.84,-19.99,12.88,,,-22.86,8.05,7.36,11.65,-7.39,4.24,,,4.47,8.04,-26.63,27.72,-32.95,18.68,-9.04,24.99,-13.70,6.86,3.79,8.07,-2.87,2.45,1.58,11.12,-14.53,55.11,-31.13,-7.48,6.97,14.23,-13.57,6.23,-1.86,12.72
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,58.41,21.59,-11.38,306.35,,,13.54,,-46.94,,-70.49,-73.95,-18.93,,109.85,221.08,210.15,,121.85,98.11,9.19,,-23.37,-31.32,-17.11,-23.55,-5.13,3.39,-49.11,-44.55,-40.70,-35.26,-15.37,8.49,1.44,-3.01,34.07,-18.73,-71.74,-86.63,-81.91,-71.62,31.28,894.46,1125.43
LDER_sy,-50.33,-61.59,3.41,256.43,,,-3.13,,61.14,,39.55,81.93,-1.29,,-28.41,-0.63,-1.53,,19.65,21.93,6.56,,-2.39,-36.94,-6.32,6.71,36.32,105.71,26.96,21.06,-12.35,-16.10,18.03,40.74,40.09,49.40,60.09,34.95,-3.91,16.53,-9.88,-11.68,3.39,1.86,13.44
LDER_qq,,,,,,-13.22,30.36,-15.73,-44.34,,,-25.61,73.25,7.66,51.23,13.83,67.35,,,1.65,-7.76,12.04,-27.05,-8.90,11.32,3.34,-9.47,-0.72,-45.21,12.61,-3.19,8.40,-28.38,44.35,-9.48,3.65,-1.00,-12.49,-68.52,-50.97,33.98,37.28,45.58,271.38,65.10
LDER_sq,,,,,,-41.03,148.39,-46.51,105.64,,,-30.26,11.57,-29.25,30.05,-3.20,10.57,,,-1.36,-3.37,-24.77,36.12,-36.27,43.54,-14.30,73.89,-3.83,-11.41,-18.28,25.90,-7.95,24.63,-2.56,25.32,-1.83,33.55,-17.86,-10.77,19.06,3.28,-19.50,4.46,17.29,15.02
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,-50.87,-19.93,-9.17,-71.39,,,11.68,,73.09,,132.21,127.86,-16.09,,-9.94,-17.99,-26.64,,-52.30,-52.97,-16.47,,4.74,14.05,4.14,6.37,-10.41,-20.31,55.79,39.63,42.44,43.69,12.94,-9.78,-12.20,-11.77,-35.21,-0.71,-29.61,109.35,104.69,37.54,656.27,-21.40,-20.43
PZAT_sy,14.44,-36.18,61.15,-37.78,,,1.12,,27.14,,-19.62,-45.63,-27.41,,13.18,46.49,31.10,,-10.22,-19.87,2.51,,-3.12,15.09,0.33,-23.39,2.75,-17.48,-11.88,4.07,-8.11,6.13,-14.45,-13.68,4.92,-9.57,4.89,0.05,-40.42,-36.42,-24.58,-27.23,21.91,5.67,4.97
PZAT_qq,,,,,,-2.25,-2.50,9.02,66.60,,,6.98,-38.65,109.18,-34.40,-2.58,-45.12,,,-3.95,-2.54,-5.59,18.51,4.59,-11.01,-3.57,-0.19,-6.97,73.98,-13.57,1.82,-6.15,36.75,-30.96,-0.92,-5.68,0.42,5.80,-29.76,180.52,-1.82,-28.90,286.22,-70.84,-0.61
PZAT_sq,,,,,,-37.34,121.72,22.35,-25.20,,,-17.23,-0.14,-12.66,56.78,7.13,-10.63,,,-4.38,14.32,11.44,-20.47,13.59,-0.34,-14.90,6.67,-8.78,6.42,0.50,-5.82,5.37,-14.22,1.40,14.46,-9.17,-0.51,-3.27,-31.83,-3.08,18.01,-6.67,14.20,-15.98,17.22
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,-27.06,25.26,-0.35,57.47,,,-11.70,,-27.79,,-38.63,-28.38,-6.49,,-24.34,-34.65,-22.49,,34.40,43.06,9.08,,0.49,3.03,12.91,17.61,33.38,27.70,-1.73,-17.03,-16.94,-11.04,-5.48,4.82,-13.67,-13.54,1.75,-25.25,193.83,96.85,41.71,97.04,-88.54,-74.69,-71.53
PELDR_sy,-9.77,3.79,4.66,-22.88,,,-18.81,,10.01,,-4.02,17.15,-7.19,,21.41,20.19,-1.53,,-8.49,-27.05,-2.86,,-0.14,-1.13,5.42,-8.54,3.26,-8.14,-3.47,-4.08,-3.11,9.96,-2.38,-1.10,2.08,-10.18,-3.52,-4.41,-3.69,1.26,-1.62,3.10,1.27,7.02,1.55
PELDR_qq,,,,,,-13.52,2.26,-4.51,-14.49,,,11.44,11.64,-48.24,17.50,-3.75,32.42,,,2.46,0.96,5.61,-8.01,5.04,10.64,10.01,4.32,0.57,-14.85,-7.13,4.45,7.71,-9.53,2.99,-13.97,7.86,6.47,-24.34,238.16,-27.74,-23.35,5.20,-80.33,59.54,-13.78
PELDR_sq,,,,,,27.94,-29.14,11.68,8.65,,,36.31,-13.92,5.07,-1.51,34.93,-29.47,,,7.56,-6.08,13.53,-12.94,6.50,0.13,-1.50,-1.70,-5.26,5.23,-2.11,-0.71,7.52,-6.58,-0.84,2.48,-5.39,0.35,-1.75,3.25,-0.52,-2.51,2.96,1.42,5.12,-7.49
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,45.31,-33.60,23.51,-8.96,,,-7.53,,3.85,,12.66,22.82,50.39,,34.13,12.05,35.58,,36.78,29.22,-1.83,,-23.25,-23.32,-19.17,-21.34,-3.06,14.05,-11.69,16.44,7.53,-3.60,17.93,-3.59,8.03,4.59,11.74,13.44,-26.81,-34.31,-37.16,-41.05,-50.69,-23.12,-25.95
TSF_sy,39.70,-8.71,-4.44,-7.73,,,20.68,,2.35,,-3.83,-4.46,-5.72,,-12.51,-11.02,-0.62,,10.93,6.22,-6.44,,5.25,0.80,5.20,-0.91,0.26,4.93,6.07,-0.04,1.45,-4.12,-0.75,-0.04,1.43,-0.53,-8.92,-3.04,1.07,3.73,9.94,4.03,-4.21,-6.24,-6.01
TSF_qq,,,,,,21.37,-4.27,9.55,-18.41,,,19.43,-0.10,8.37,3.73,-0.23,20.88,,,-5.74,-8.17,-0.74,-10.67,-5.82,-3.20,-3.41,10.09,10.80,-25.05,27.35,1.66,-0.66,-8.31,4.11,13.91,-3.82,-2.04,5.69,-26.50,-13.68,-6.28,-0.85,-38.52,34.58,-9.73
TSF_sq,,,,,,2.40,-6.03,9.98,-3.30,,,9.27,-4.57,-21.66,7.11,11.12,6.58,,,6.41,-6.12,10.19,-4.37,1.91,-2.03,3.79,-3.24,6.65,-0.97,-2.19,-1.80,0.79,2.52,-1.50,-0.35,-1.15,-6.13,4.86,3.87,1.45,-0.51,-0.77,-4.36,-0.70,-0.26
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,-17.04,22.54,-10.50,15.50,,,4.20,,-3.80,,-13.82,-22.27,-15.28,,13.87,34.93,23.82,,2.91,-0.21,0.96,,-0.62,-3.31,-2.76,-3.96,-5.91,-7.08,-8.15,-14.19,-10.78,-6.56,-7.01,5.72,1.93,0.75,1.66,-5.81,22.95,23.58,23.83,28.49,3.61,2.54,12.27
ZKO_sy,-51.62,11.72,-7.52,17.88,,,26.67,,-3.80,,17.37,-11.00,-9.24,,-15.40,2.07,15.05,,-13.28,12.08,1.42,,1.92,-9.43,0.19,16.39,-0.61,24.12,-6.13,-6.76,-1.25,-16.37,6.79,10.78,13.32,28.98,16.78,12.40,0.83,3.36,18.67,2.70,8.60,-1.32,-15.66
ZKO_qq,,,,,,-4.34,4.77,-2.84,-1.21,,,-12.37,7.68,19.09,1.34,3.83,-1.19,,,0.68,-0.03,1.92,-3.13,-2.04,0.54,0.67,-5.10,-3.26,-0.62,-5.95,-1.33,1.32,-1.09,6.92,-4.87,0.15,-0.20,-0.94,24.18,0.66,,2.79,0.14,-0.38,9.49
ZKO_sq,,,,,,-51.83,143.17,-19.36,1.85,,,-38.85,3.86,-2.91,37.21,-26.23,17.07,,,-4.66,5.94,-15.98,20.10,-15.27,17.19,-2.40,2.56,5.81,-11.37,-3.07,8.63,-10.39,13.17,0.56,11.12,1.99,2.46,-3.21,-0.32,4.55,,-16.23,5.41,-5.01,0.55
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,6.21,1.39,15.37,2.01,,,-16.93,,2.62,,24.03,28.20,25.68,,-34.17,-43.55,-41.48,,-2.48,2.71,-0.73,,4.10,11.20,12.69,16.54,23.54,21.13,21.07,22.52,8.09,4.68,-0.72,-9.70,-13.08,-9.30,-3.95,-5.30,513.84,364.95,236.94,284.75,-88.75,-86.14,-86.85
OSF_sy,3.57,-11.11,-0.84,-10.98,,,-11.61,,0.92,,7.42,0.44,-9.53,,1.68,2.06,5.42,,2.04,-1.17,1.13,,-4.40,-0.65,-2.98,-0.08,0.71,-1.90,-8.18,-3.24,1.24,4.87,7.48,4.84,-0.63,-4.01,-4.52,-5.75,-4.10,-1.37,2.38,0.92,-5.78,-1.11,-1.96
OSF_qq,,,,,,12.84,-17.12,6.99,2.56,,,10.59,0.55,-41.94,1.98,-5.18,4.25,,,-0.13,0.76,-3.65,7.37,6.68,2.11,-0.36,13.83,4.60,2.06,0.83,0.42,1.30,-3.21,-8.29,-3.33,5.71,2.49,-9.57,526.56,-19.93,-25.72,3.26,-81.69,-1.31,-29.54
OSF_sq,,,,,,-0.05,-12.32,5.66,8.99,,,-1.21,-1.82,-32.17,54.57,-0.85,1.41,,,-3.96,3.76,-5.84,1.88,-0.20,1.33,-3.03,2.69,-2.79,-5.15,2.19,7.44,0.71,-2.80,-0.32,1.83,-2.72,-3.32,-1.60,3.61,0.06,0.36,-3.01,-3.27,5.03,-0.50
NetDebt,32222000000,87684000000,103626000000,279512000000,414358000000,355955000000,389425000000,332644000000,327791000000,,228658000000,202220000000,204875000000,224638000000,290097000000,327871000000,462916000000,,475586000000,524218000000,591528000000,640329000000,640950000000,635635000000,730163000000,794610000000,701814000000,631239000000,650299000000,508401000000,455762000000,432449000000,425317000000,512934000000,372759000000,396531000000,421082000000,410115000000,149350000000,172470000000,240879000000,250174000000,280619000000,414939000000,414394000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,-49.93,349.24,-64.86,573.58,,,2.72,,-67.76,,-71.99,-64.85,-60.29,,15.97,145.83,27.08,,8.91,-25.79,282.92,,110.07,75.82,-39.79,-95.73,10.31,-24.16,-30.39,-56.27,-66.92,-34.44,-21.82,208.88,88.81,83.65,33.76,-56.61,-78.57,-81.95,-66.17,-55.08,96.25,214.24,128.80
NetDebtEBITDA_sy,-32.02,-26.15,69.03,26.24,,,-20.12,,25.69,,19.69,48.23,63.37,,-15.68,-49.37,-37.66,,30.96,83.12,34.11,,-1.43,-19.09,-18.57,-27.29,-0.91,9.47,30.84,38.27,5.44,9.15,-14.06,-12.55,-5.73,-3.22,4.64,-3.72,-6.51,-11.83,-13.39,-14.73,12.32,19.96,-2.46
NetDebtEBITDA_qq,,,,,,-65.90,62.70,-40.71,-1.99,,,-25.60,10.73,5.21,33.81,57.70,-42.76,,,7.45,195.36,1192.69,-94.88,-10.06,1.14,-8.23,32.15,-38.17,-7.16,-42.35,-0.02,22.52,10.71,127.75,-38.88,19.18,-19.37,-26.11,-69.82,0.36,51.15,-1.90,31.88,60.69,10.05
NetDebtEBITDA_sq,,,,,,-50.70,119.22,7.20,8.49,,,32.76,19.57,-112.21,534.95,-20.29,47.23,,,11.47,7.83,6.88,-23.27,-8.51,8.52,-4.55,4.56,1.07,29.70,0.87,-20.26,4.64,2.12,2.63,-14.04,7.42,10.41,-5.57,-16.54,1.32,8.46,-7.03,9.94,8.21,-11.82
DebtFin,-6068000000,754000000,3818000000,103451000000,146342000000,153569000000,142402000000,130246000000,130256000000,,71076000000,78444000000,61990000000,91852000000,128687000000,157869000000,294811000000,,315179000000,329117000000,361359000000,403653000000,399175000000,381596000000,393025000000,377586000000,319217000000,286893000000,253905000000,253758000000,196055000000,103567000000,88083000000,107750000000,98655000000,43999000000,45804000000,105654000000,-28030000000,-57613000000,6520000000,28576000000,47619000000,80515000000,198280000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,52.89,120.51,50.52,6669.20,,,1.49,,-63.72,,-76.19,-65.18,-69.77,,65.51,205.14,167.49,,62.71,-3.24,267.30,,97.41,68.13,-46.95,-96.78,-19.43,-42.59,-49.51,-54.07,-68.71,-65.45,-58.53,30.00,16.17,-14.91,-29.75,-46.78,-115.20,-154.33,-91.58,-80.09,277.46,282.54,3945.36
DebtFinEBITDA_sy,16.88,56.42,-101.96,54.89,,,34.85,,-108.76,,285.68,-134.47,1134.62,,78.26,-185.89,-51.59,,214.75,583.15,63.49,,19.06,84.75,69.82,-14.64,-47.99,-37.01,-1.10,-0.96,42.69,13.50,-24.67,-33.35,-11.11,52.18,44.80,47.12,26.73,-11.39,-51.95,-25.45,-0.07,50.56,82.15
DebtFinEBITDA_qq,,,,,,-58.34,37.91,-36.51,-0.53,,,-7.15,-13.63,42.18,45.17,71.18,-24.29,,,1.79,187.40,1233.94,-94.94,-13.31,-9.32,-18.98,26.49,-38.22,-20.24,-26.31,-13.83,-31.79,-4.26,131.01,-23.00,-50.04,-20.95,74.99,-121.99,-78.62,112.25,314.07,95.94,83.73,171.39
DebtFinEBITDA_sq,,,,,,-68.97,-135.27,222.81,-165.16,,,-122.80,2055.96,-71.58,40.66,-136.56,431.23,,,-43.88,12.08,131.24,-18.14,-12.92,3.03,16.24,-50.12,5.45,61.78,16.39,-28.14,-16.13,7.37,2.98,-4.16,43.60,2.16,4.63,-17.44,0.41,-44.60,62.33,10.67,51.28,-32.98
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,28.01,-17.26,28.91,-11.67,,,-20.29,,6.67,,43.91,64.93,48.36,,-42.19,-58.16,-52.74,,-5.24,2.92,-1.67,,4.76,15.01,15.89,21.34,31.28,30.36,31.82,42.77,21.17,12.04,6.75,-14.58,-14.73,-9.98,-5.51,0.54,399.30,276.23,172.10,199.46,-89.15,-86.48,-88.29
