,2004/Q4,2005/Q4,2006/Q4,2007/Q4,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
RS_qq,,,,,,-33.88,3.84,-10.52,-40.42,31.90,-91.48,376.74,-9.02,-70.51,139.09,-111.79,-283.87,-2.52,166.39,166.67,164.81,-19.23,-58.01,54.12,-174.25,-65.32,-359.67,-6.34,16.11,68.31,175.89,-219.06,51.28,-418.57,-49.13,59.11,106.02,1125.00,-1942.86,187.00,-39.52,-26.27,-650.98,-1.78,42.99
RS_sq,,,,,,34.77,61.51,-50.95,101.41,-19.06,8.86,-38.89,-4.22,-22.54,47.70,-17.33,25.09,2.87,37.05,-25.41,-2.72,-20.45,2.64,-1.20,3.12,-0.34,4.56,23.91,2.48,0.76,6.44,12.81,-7.26,3.63,27.79,-1.28,-30.18,14.53,-16.27,30.31,-19.88,3.23,-21.03,9.59,7.78
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,-49.93,25.51,-4.34,,,10.33,,-74.65,-6.88,-85.06,-63.95,-34.52,-88.51,-17.78,-123.37,-150.90,-258.04,-132.97,88.14,260.00,205.31,554.10,4364.29,-41.94,-8.40,-710.11,-401.84,-812.92,-373.39,113.02,58.16,21.95,-268.96,-1196.36,-80.11,86.59,115.51,2638.52,-3828.65,-11967.95,-4467.74,77.51,389.04,363.28
GPM_sy,,40.24,56.52,71.33,,,-35.67,,5.50,-48.96,-0.81,-19.70,-32.65,39.78,-15.04,46.09,76.09,-20.88,52.87,-40.47,-41.30,-20.17,-44.76,-10.76,46.58,81.47,-6.80,11.91,-0.89,9.51,20.36,22.65,9.42,-10.06,-17.93,-35.48,-41.91,-26.74,17.54,23.10,-8.29,10.29,-15.05,-2.10,18.08
GPM_qq,,,,,,-49.79,12.64,-6.97,-51.82,84.44,-81.93,124.44,-12.48,-67.65,29.37,-163.78,-90.68,-0.44,73.01,77.05,2671.43,-33.89,16.39,115.52,-64.99,4.31,-875.23,-6.63,17.31,60.00,136.91,-442.73,-54.24,-89.08,-9.69,43.70,88.51,318.59,17855.72,-187.13,64.71,20.89,829.75,41.88,-67.86
GPM_sq,,,,,,26.08,-5.88,5.95,-16.08,-39.00,82.90,-14.23,-29.62,26.60,11.17,47.49,-15.17,-43.12,114.79,-42.57,-16.35,-22.64,48.63,-7.22,37.40,-4.22,-23.67,11.40,21.69,5.83,-16.10,13.51,8.57,-13.01,-23.44,-10.77,-2.24,9.70,22.83,-6.54,-27.17,31.92,-5.39,7.70,-12.16
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,-20.89,5.85,-1.98,,,-11.62,,301.84,-2.39,-19.33,-14.16,-49.90,-28.04,-10.22,-20.16,-12.37,-4.64,-0.22,20.56,21.53,23.76,16.76,7.62,14.72,24.77,-7.29,3.17,3.42,16.48,100.12,62.78,37.36,-4.13,19.59,22.67,33.44,47.48,-77.47,-17.45,-28.81,-24.94,-28.65,-79.65,-84.09
RBS_sy,,12.20,-28.75,8.84,,,-15.73,,13.38,12.42,-3.99,-21.55,-4.38,-14.93,10.35,40.23,10.09,32.49,7.69,-10.62,-15.72,-10.69,-18.58,-8.27,2.50,-5.35,3.93,17.33,-2.59,-9.10,-12.89,-14.93,3.82,4.25,-5.47,3.49,-10.53,-2.08,11.31,20.83,35.29,19.53,-14.09,-25.51,-16.71
RBS_qq,,,,,,229.62,0.19,-2.84,59.95,-37.31,-17.20,3.39,-6.64,-9.97,3.31,-8.05,2.47,-2.03,8.10,11.10,3.29,-0.23,1.99,2.41,10.10,8.50,-24.22,13.96,10.37,22.20,30.20,-7.31,-6.86,-14.71,62.41,-4.92,1.32,-5.73,-75.19,248.43,-12.63,-0.60,-76.42,-0.64,-31.68
RBS_sq,,,,,,-0.08,11.29,1.01,0.94,-0.93,-4.95,-17.46,23.04,-11.86,23.29,4.88,-3.41,6.08,0.21,-12.95,-8.92,12.41,-8.64,-1.93,1.78,3.79,0.32,10.71,-15.50,-3.14,-3.86,8.12,3.12,-2.74,-12.82,18.37,-10.85,6.45,-0.91,28.50,-0.18,-5.96,-28.78,11.43,11.61
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,-19.48,-18.35,-1.69,,,-52.29,,,,-95.56,-67.64,-58.07,,214.49,-139.06,-161.71,,-126.73,101.10,276.24,,501.72,30850.00,-73.24,-64.79,-589.70,-237.48,-647.37,-178.99,139.18,55.46,-5.77,-1669.15,-520.81,-198.15,106.62,136.62,265.34,401.59,7568.63,654.35,-7.49,1.85,-66.53
ROPA_sy,,44.13,48.05,-15.13,,,-5.12,,,,-0.96,-6.33,-40.96,,-14.62,18.56,121.52,,,-19.00,-68.23,,-13.33,22.68,82.73,91.01,1.49,-11.11,5.12,2.26,35.35,45.08,13.11,17.68,-19.06,-12.29,6.46,-5.32,-4.78,-7.57,-25.58,-10.41,-17.69,-7.67,20.17
ROPA_qq,,,,,,,,-7.40,-24.31,,,575.36,-1.93,,,-183.87,-54.95,,,103.45,24750.00,-31.99,-31.07,165.67,-78.51,-10.53,-1058.82,25.42,14.45,87.09,575.53,-184.79,-103.17,-115.97,-13.11,39.93,104.51,1094.12,410.67,9.58,14.76,17.46,-37.37,20.65,-62.29
ROPA_sq,,,,,,,,-32.04,34.47,,,-35.72,-15.24,,,-10.74,58.37,,,-27.71,-37.88,,92.99,2.33,-7.47,4.53,2.54,-10.38,9.43,1.69,35.73,-3.93,-14.69,5.79,-6.65,4.11,3.54,-5.91,-6.12,1.06,-16.64,13.27,-13.75,13.37,8.49
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,283.77,-76.34,-613.21,,,49.73,,58.62,5.36,109.30,86.31,66.60,83.06,-172.74,559.77,-365.86,560.00,377.11,-98.34,224.83,-79.61,132.32,1441.20,-74.35,-46.07,-288.39,-7.77,128.25,185.44,75.32,-171.26,-155.29,-286.99,1569.65,738.97,11.19,99.76,-195.50,-573.27,-463.60,-161960.71,-50.31,15.90,26.80
ZNPO_sy,,-58.34,192.15,-66.33,,,2.37,,191.35,-1459.49,7.55,9.74,-38.56,694.60,31.13,42.89,-41.05,-33.23,23.17,-61.76,148.11,-39.59,13.56,103.40,105.65,395.38,-36.82,36.94,6.64,-0.15,33.97,-28.11,-19.58,-40.73,-27.08,24.28,32.59,62.10,7.94,-27.00,-56.13,-61.41,4.57,-8.49,111.12
ZNPO_qq,,,,,,41.11,-6.03,-80.54,63.29,-34.69,110.42,-365.67,10.41,31.71,55.25,1779.14,-190.78,167.43,-73.04,-89.93,6720.33,-88.99,207.20,-33.21,13.53,-76.85,-1173.21,132.70,180.98,-71.05,-192.80,5.60,-118.01,2.09,829.34,-58.96,-130.30,99.74,-296232.13,-103.41,63.91,25.49,-174.84,-13.81,68.59
ZNPO_sq,,,,,,-96.25,8958.23,-0.57,-13.84,-117.52,816.57,1.46,-51.77,69.57,58.03,10.55,-80.10,92.07,191.51,-65.68,29.11,-53.23,447.94,-38.53,30.54,12.66,-30.12,33.24,1.66,5.49,-6.24,-28.50,13.72,-22.26,15.36,21.85,21.33,-4.95,-23.18,-17.59,-27.10,-16.39,108.17,-27.88,68.19
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,,,,,,-79.28,,-7313.47,-1799.29,,,,,,,,,-185.60,,,210.38,287.97,144.12,-82.95,144.88,-31.50,-195.57,-25.45,-17.56,-38.92,146.33,-42.64,-37.97,131.78,-139.58,365.79,4.16,,,,,,,
ZFI_sy,,,,,,,3.06,,70.35,0.02,,,,,,,,,18.53,,,48.70,-7.22,-15.14,-16.41,-12.47,-7.56,6.58,-27.16,-10.29,-10.46,-18.94,7.31,1.72,6.16,-8.62,-8.75,-2.27,,,,,,,
ZFI_qq,,,,,,-4.71,305.12,-9.17,-2157.36,77.55,,,,,,,,,-36.62,-201.36,501.09,-93.32,132.66,-29.26,54.98,-3.99,-34.92,-198.69,220.89,6.17,-51.78,-25.14,49.67,14.83,80.17,-112.78,1861.33,-74.32,,,,,,31.04,
ZFI_sq,,,,,,64.12,-11.57,-0.26,17.68,-3.64,,,,,,,,,39.61,15.98,11.33,-17.51,-12.90,6.09,9.66,-13.62,-8.01,22.31,-25.05,6.39,-8.19,10.73,-0.78,0.85,-4.18,-4.69,-0.92,8.00,,,,,,6.03,
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,-43.51,56.17,-4.61,,,-45.99,,,,13.22,-20.98,8.14,,16.72,33.98,31.42,,17.02,10.64,13.10,,5.79,14.92,-4.83,23.18,10.57,45.54,48.28,27.49,24.04,15.75,8.46,8.66,17.92,6.62,7.16,0.74,-87.76,-89.46,-68.81,-68.15,25.85,48.74,-49.84
DTAR_sy,,-1.66,10.46,5.17,,,-3.86,,,,-0.32,2.64,-0.38,,0.40,4.98,5.65,,-1.60,10.12,3.43,,4.06,-19.10,-10.61,-1.89,-4.96,3.60,5.51,8.47,-8.16,1.53,-1.66,4.25,13.05,18.46,23.15,16.66,-5.71,-6.29,-6.75,-14.83,5.82,-0.02,-4.97
DTAR_qq,,,,,,,,15.21,-11.20,,,-19.59,21.52,,,-7.69,19.20,,,-12.72,21.85,-7.66,7.73,-5.19,0.91,19.52,-3.30,24.80,2.81,2.76,-5.92,16.45,-3.67,2.95,2.10,5.29,-3.17,-3.22,-87.60,-9.30,186.42,-1.16,-50.99,7.20,-3.40
DTAR_sq,,,,,,,,-12.32,6.27,,,-9.72,3.14,,,-5.60,3.80,,,5.66,-2.51,-13.89,17.32,-17.85,7.72,-5.49,13.65,-10.46,9.70,-2.84,-3.77,-1.00,6.26,2.99,4.35,3.74,10.47,-2.44,-15.66,3.09,9.92,-10.89,4.79,-2.60,4.48
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,-63.78,111.59,-8.80,,,-61.79,,,,21.37,-25.66,10.85,,23.17,46.89,48.63,,28.30,16.01,23.00,,10.63,25.42,-8.11,44.32,19.29,107.40,121.32,72.16,57.95,49.95,47.52,26.97,67.08,31.48,13.39,12.64,-96.06,-97.01,-89.00,-88.14,28.79,54.80,-55.88
CG_sy,,16.81,26.07,21.93,,,-16.03,,,,-7.25,-10.58,-14.41,,-0.09,19.94,15.72,,0.76,13.66,17.81,,5.77,-32.11,-25.43,-7.56,-9.54,16.43,4.84,19.63,3.44,16.43,11.62,9.25,12.33,-1.16,49.64,1.45,-15.53,5.73,-22.14,-2.28,12.20,2.93,1.57
CG_qq,,,,,,,,21.60,-13.53,,,-25.52,28.95,,,-11.18,30.48,,,-19.69,38.35,-12.49,13.77,-8.95,1.36,37.45,-5.96,58.30,8.16,6.92,-13.72,50.29,6.41,-7.97,13.53,18.27,-8.24,-8.58,-96.03,-10.08,237.44,-1.46,-56.93,8.08,-3.82
CG_sq,,,,,,,,-19.99,12.88,,,-22.86,8.05,,,-7.39,4.24,,,4.47,8.04,-26.63,27.72,-32.95,18.68,-9.04,24.99,-13.70,6.86,3.79,8.07,-2.87,2.45,1.58,11.12,-14.53,55.11,-31.13,-7.48,6.97,14.23,-13.57,6.23,-1.86,12.72
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,,52.99,228.18,,,-69.53,,,,-43.05,-67.01,5.26,,167.35,258.04,-6.63,,-7.97,-12.34,-20.30,,-20.95,-23.04,-58.12,86.55,69.08,709.98,1139.93,272.28,324.66,86.01,178.24,120.47,48.50,-19.22,-18.00,-54.53,-98.77,-99.01,-73.67,-52.16,816.22,1212.31,-63.53
LDER_sy,,,3.41,256.43,,,-3.13,,,,39.55,81.93,-1.29,,-28.41,-0.63,-1.53,,19.65,21.93,6.56,,-2.39,-36.94,-6.32,6.71,36.32,105.71,26.96,21.06,-12.35,-16.10,18.03,40.74,40.09,49.40,60.09,34.95,-3.91,16.53,-9.88,-11.68,3.39,1.86,13.44
LDER_qq,,,,,,,,32.88,20.32,,,-23.02,283.93,,,3.08,0.12,,,-1.82,-8.96,-3.59,-8.27,-4.42,-50.46,329.48,-16.85,357.89,-24.17,28.95,-5.16,100.57,13.43,2.17,-36.12,9.10,15.16,-43.34,-98.28,-12.16,2970.77,2.96,-67.01,25.81,-14.65
LDER_sq,,,,,,,,-46.51,105.64,,,-30.26,11.57,,,-3.20,10.57,,,-1.36,-3.37,-24.77,36.12,-36.27,43.54,-14.30,73.89,-3.83,-11.41,-18.28,25.90,-7.95,24.63,-2.56,25.32,-1.83,33.55,-17.86,-10.77,19.06,3.28,-19.50,4.46,17.29,15.02
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,,20.88,-54.52,,,88.09,,,,73.90,192.18,33.57,,-47.26,-60.84,8.72,,10.88,21.79,34.07,,43.88,32.51,151.19,-47.21,-22.61,-69.02,-78.44,-32.30,-49.60,-26.93,-45.29,-26.74,8.36,66.43,32.76,105.13,306.23,375.65,-84.16,-91.38,-95.35,-96.97,36.72
PZAT_sy,,,61.15,-37.78,,,1.12,,,,-19.62,-45.63,-27.41,,13.18,46.49,31.10,,-10.22,-19.87,2.51,,-3.12,15.09,0.33,-23.39,2.75,-17.48,-11.88,4.07,-8.11,6.13,-14.45,-13.68,4.92,-9.57,4.89,0.05,-40.42,-36.42,-24.58,-27.23,21.91,5.67,4.97
PZAT_qq,,,,,,,,-17.43,-20.46,,,38.74,-63.64,,,3.03,0.95,,,13.17,11.12,10.56,3.49,4.23,110.64,-76.77,51.71,-58.28,46.59,-27.04,12.94,-39.51,9.76,-2.30,67.05,-7.09,-12.45,50.96,230.81,8.79,-97.09,-17.85,78.65,-29.07,31.34
PZAT_sq,,,,,,,,22.35,-25.20,,,-17.23,-0.14,,,7.13,-10.63,,,-4.38,14.32,11.44,-20.47,13.59,-0.34,-14.90,6.67,-8.78,6.42,0.50,-5.82,5.37,-14.22,1.40,14.46,-9.17,-0.51,-3.27,-31.83,-3.08,18.01,-6.67,14.20,-15.98,17.22
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,,-39.86,-18.83,,,55.93,,,,-37.34,-26.87,-40.01,,-9.10,-11.51,-5.91,,-12.38,-13.71,-8.41,,-10.02,0.32,-7.72,7.43,-29.66,-41.09,-42.14,-40.25,-26.22,-6.43,-7.47,-5.58,-16.20,-20.04,-9.38,-21.91,9.50,5.98,6.25,7.26,2.32,1.78,-2.74
PELDR_sy,,,4.66,-22.88,,,-18.81,,,,-4.02,17.15,-7.19,,21.41,20.19,-1.53,,-8.49,-27.05,-2.86,,-0.14,-1.13,5.42,-8.54,3.26,-8.14,-3.47,-4.08,-3.11,9.96,-2.38,-1.10,2.08,-10.18,-3.52,-4.41,-3.69,1.26,-1.62,3.10,1.27,7.02,1.55
PELDR_qq,,,,,,,,-18.10,9.38,,,-4.41,-10.28,,,-6.94,-4.62,,,-8.35,1.24,-7.08,4.37,2.18,-6.87,8.17,-31.66,-14.43,-8.53,11.69,-15.60,8.52,-9.54,13.97,-25.09,3.54,2.52,-1.79,5.04,0.22,2.78,-0.86,0.20,-0.31,-1.79
PELDR_sq,,,,,,,,11.68,8.65,,,36.31,-13.92,,,34.93,-29.47,,,7.56,-6.08,13.53,-12.94,6.50,0.13,-1.50,-1.70,-5.26,5.23,-2.11,-0.71,7.52,-6.58,-0.84,2.48,-5.39,0.35,-1.75,3.25,-0.52,-2.51,2.96,1.42,5.12,-7.49
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,,-24.92,16.17,,,27.22,,,,-8.65,1.73,-2.08,,-0.74,-3.59,-12.03,,-9.32,-5.51,-9.45,,-5.72,-9.76,-0.03,-10.33,-3.89,-4.27,-13.08,-5.15,0.82,-2.57,6.19,16.50,-19.54,-25.92,-13.65,-34.25,95.43,113.88,93.35,126.43,3.53,3.56,1.64
TSF_sy,,,-4.44,-7.73,,,20.68,,,,-3.83,-4.46,-5.72,,-12.51,-11.02,-0.62,,10.93,6.22,-6.44,,5.25,0.80,5.20,-0.91,0.26,4.93,6.07,-0.04,1.45,-4.12,-0.75,-0.04,1.43,-0.53,-8.92,-3.04,1.07,3.73,9.94,4.03,-4.21,-6.24,-6.01
TSF_qq,,,,,,,,-3.71,4.02,,,7.23,0.13,,,4.16,-8.64,,,8.54,-12.45,5.28,-5.77,3.89,-3.02,-5.56,1.01,3.48,-11.94,3.05,7.36,,-4.02,13.05,-25.85,-7.93,11.88,-13.92,120.42,0.76,1.14,0.81,0.78,0.78,-0.74
TSF_sq,,,,,,,,9.98,-3.30,,,9.27,-4.57,,,11.12,6.58,,,6.41,-6.12,10.19,-4.37,1.91,-2.03,3.79,-3.24,6.65,-0.97,-2.19,-1.80,,2.52,-1.50,-0.35,-1.15,-6.13,4.86,3.87,1.45,-0.51,-0.77,-4.36,-0.70,-0.26
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,-44.26,65.07,3.74,,,-49.72,,,,24.56,-11.95,28.07,,23.52,41.18,29.87,,17.42,16.91,11.28,,7.82,10.19,0.39,19.40,32.16,99.40,99.03,58.65,63.78,20.06,41.85,37.94,21.22,5.17,-9.34,-10.71,8.56,16.20,131.58,251.10,50.88,116.79,67.36
ZKO_sy,,11.72,-7.52,17.88,,,26.67,,,,17.37,-11.00,-9.24,,-15.40,2.07,15.05,,-13.28,12.08,1.42,,1.92,-9.43,0.19,16.39,-0.61,24.12,-6.13,-6.76,-1.25,-16.37,6.79,10.78,13.32,28.98,16.78,12.40,0.83,3.36,18.67,2.70,8.60,-1.32,-15.66
ZKO_qq,,,,,,,,19.76,-11.23,,,-15.35,29.12,,,-3.25,18.78,,,-3.67,13.06,-2.44,1.47,-1.55,3.01,16.03,12.31,48.55,2.81,-7.51,15.94,8.89,21.48,-10.06,1.89,-5.53,4.72,-11.42,23.87,1.13,108.70,34.30,-46.77,45.30,61.12
ZKO_sq,,,,,,,,-19.36,1.85,,,-38.85,3.86,,,-26.23,17.07,,,-4.66,5.94,-15.98,20.10,-15.27,17.19,-2.40,2.56,5.81,-11.37,-3.07,8.63,-10.39,13.17,0.56,11.12,1.99,2.46,-3.21,-0.32,4.55,17.64,-16.23,5.41,-5.01,0.55
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,-4.92,-11.81,-21.96,,,-6.83,,,,-17.60,-32.31,-20.85,,0.91,14.81,17.69,,6.21,0.48,5.81,,-1.26,9.14,-6.52,8.24,-9.89,-8.56,-9.36,-15.84,-3.19,-10.33,-8.10,-5.27,-16.21,-13.69,-10.79,-11.86,104.32,125.72,292.74,415.21,46.15,105.33,82.48
OSF_sy,,-11.11,-0.84,-10.98,,,-11.61,,,,7.42,0.44,-9.53,,1.68,2.06,5.42,,2.04,-1.17,1.13,,-4.40,-0.65,-2.98,-0.08,0.71,-1.90,-8.18,-3.24,1.24,4.87,7.48,4.84,-0.63,-4.01,-4.52,-5.75,-4.10,-1.37,2.38,0.92,-5.78,-1.11,-1.96
OSF_qq,,,,,,,,-2.95,-8.81,,,-20.28,6.63,,,-9.29,9.30,,,-14.19,15.11,-7.73,8.34,-5.15,-1.42,6.84,-9.81,-3.74,-2.28,-0.79,3.75,-10.84,0.15,2.26,-8.24,-8.17,3.52,1.03,112.73,1.45,80.12,32.54,-39.65,42.53,60.07
OSF_sq,,,,,,,,5.66,8.99,,,-1.21,-1.82,,,-0.85,1.41,,,-3.96,3.76,-5.84,1.88,-0.20,1.33,-3.03,2.69,-2.79,-5.15,2.19,7.44,0.71,-2.80,-0.32,1.83,-2.72,-3.32,-1.60,3.61,0.06,0.36,-3.01,-3.27,5.03,-0.50
NetDebt,753000000,316000000,2281000000,5611000000,,,4562000000,-4433000000,-4822000000,,-1470000000,506000000,5169000000,,9488000000,6132000000,11931000000,,16739000000,11801000000,19216000000,16049000000,20341000000,15729000000,17839211000,21912478000,17735381000,31955833000,33728084000,39141684000,28619900000,30924108000,34227925000,31022096000,29670664000,34267783000,37029377000,36418166000,5866132000,5232388000,23323022000,29072452000,11870796000,15434454000,14946027000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,-60.75,244.20,57.36,,,-46.08,,,,-381.40,126.71,290.66,,536.80,-3954.47,-559.06,,336.11,291.17,158.37,,-75.11,-76.31,94.18,92.70,-144.39,-337.19,-226.31,89.38,223.18,382.86,4830.07,-149.61,-267.76,218.76,-99.13,131.19,102.01,-99.81,-91.91,-88.37,48.97,72.70,63.15
NetDebtEBITDA_sy,,-26.15,69.03,26.24,,,-20.12,,,,19.69,48.23,63.37,,-15.68,-49.37,-37.66,,30.96,83.12,34.11,,-1.43,-19.09,-18.57,-27.29,-0.91,9.47,30.84,38.27,5.44,9.15,-14.06,-12.55,-5.73,-3.22,4.64,-3.72,-6.51,-11.83,-13.39,-14.73,12.32,19.96,-2.46
NetDebtEBITDA_qq,,,,,,,,-208.99,-37.14,,,110.35,878.91,,,-191.29,-16.59,,,-59.98,-64.40,16.06,50.51,-61.91,191.85,15.17,-134.67,-103.53,-55.42,272.68,-77.45,367.35,2498.95,-101.81,23.74,988.00,-92.87,-35.42,-95.08,-16.55,205.27,-7.15,-37.02,-3.25,188.40
NetDebtEBITDA_sq,,,,,,,,7.20,8.49,,,32.76,19.57,,,-20.29,47.23,,,11.47,7.83,6.88,-23.27,-8.51,8.52,-4.55,4.56,1.07,29.70,0.87,-20.26,4.64,2.12,2.63,-14.04,7.42,10.41,-5.57,-16.54,1.32,8.46,-7.03,9.94,8.21,-11.82
DebtFin,-20000000,-207000000,-902000000,-3000000,,,-4485000000,-6112000000,-4871000000,,-12600000000,-6067000000,-1325000000,,-4134000000,-4019000000,-2327000000,,-735000000,-1549000000,-906000000,-495000000,811000000,801000000,997999000,5247198000,3447651000,13392168000,11786512000,15986848000,11137907000,15821222000,16329638000,14697568000,13831248000,15927151000,16331755000,12164915000,4338971000,4491682000,1694249000,3089508000,2312788000,2932519000,2947156000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,-868.05,-107.82,99.79,,,-102371.43,,,,-2353.34,-132.33,51.61,,77.80,310.67,449.27,,56.05,-138.29,-114.11,,122.59,109.19,330.41,1596.39,-316.44,-2051.75,-888.95,223.01,346.61,445.31,6557.54,-157.55,-300.95,189.58,-99.19,121.99,103.19,-99.65,-98.67,-96.30,-60.77,-61.82,343.07
DebtFinEBITDA_sy,,56.42,-101.96,54.89,,,34.85,,,,285.68,-134.47,1134.62,,78.26,-185.89,-51.59,,214.75,583.15,63.49,,19.06,84.75,69.82,-14.64,-47.99,-37.01,-1.10,-0.96,42.69,13.50,-24.67,-33.35,-11.11,52.18,44.80,47.12,26.73,-11.39,-51.95,-25.45,-0.07,50.56,82.15
DebtFinEBITDA_qq,,,,,,,,-52.84,-0.47,,,85.53,79.07,,,237.32,-65.31,,,-19.63,87.21,24.10,294.58,-51.34,220.60,392.95,-128.15,-338.78,-29.60,301.82,-78.51,514.40,2323.55,-101.80,24.97,985.39,-93.23,-51.08,-89.11,-3.16,-74.18,35.84,15.52,-5.76,199.59
DebtFinEBITDA_sq,,,,,,,,222.81,-165.16,,,-122.80,2055.96,,,-136.56,431.23,,,-43.88,12.08,131.24,-18.14,-12.92,3.03,16.24,-50.12,5.45,61.78,16.39,-28.14,-16.13,7.37,2.98,-4.16,43.60,2.16,4.63,-17.44,0.41,-44.60,62.33,10.67,51.28,-32.98
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,70.58,-46.58,-24.77,,,85.26,,,,-33.84,-23.14,-38.20,,-18.32,-18.67,-9.38,,-9.53,-14.05,-4.92,,-8.43,-0.96,-6.88,-9.34,-31.81,-54.14,-54.46,-46.95,-40.89,-25.31,-35.21,-31.33,-30.88,-17.93,-1.60,-1.30,88.20,94.23,69.58,46.75,-3.14,-5.28,9.03
SP1_sy,,3.27,2.68,-25.46,,,-22.67,,,,-7.55,27.68,2.60,,4.38,6.23,-8.51,,17.07,-20.73,-2.68,,-5.42,10.55,-1.20,-15.84,-0.90,-19.86,3.03,3.47,-2.27,8.98,-12.84,-9.69,-6.43,-22.12,-15.85,-10.24,1.59,8.13,0.62,-3.12,-8.58,-4.42,3.57
SP1_qq,,,,,,,,-18.94,2.71,,,-5.84,-17.42,,,-6.24,-7.98,,,-10.92,1.79,-5.41,6.77,-3.65,-4.29,-7.91,-19.70,-35.20,-4.95,7.26,-10.51,-18.13,-17.55,13.69,-9.93,-2.79,-1.15,14.03,71.75,0.32,-13.69,-1.32,13.37,-1.90,-0.66
SP1_sq,,,,,,,,9.06,14.46,,,50.62,-8.03,,,53.29,-20.79,,,3.80,-2.75,11.37,-15.87,21.32,-13.09,-5.12,-0.94,-1.89,11.74,-4.72,-6.44,9.41,-10.63,-1.27,-3.07,-8.93,-3.44,5.31,9.69,-3.06,-10.15,1.39,3.51,1.35,-2.63
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,76.28,-45.67,-16.42,,,66.76,,,,-35.22,-26.41,-37.95,,-14.45,-14.07,-9.86,,-10.05,-14.84,-6.35,,-9.71,-2.46,-10.14,-4.77,-29.30,-37.43,-40.90,-32.05,-24.12,-5.73,-6.41,-6.51,-21.19,-25.01,-10.12,-27.44,18.24,17.88,15.71,23.75,2.67,2.13,-2.49
SP2_sy,,3.56,-0.87,-15.45,,,-21.27,,,,-2.48,32.20,-2.51,,21.55,22.40,-5.43,,-7.05,-24.76,-1.89,,-3.85,1.59,2.98,-5.58,0.09,-17.29,-1.14,-7.67,-1.17,7.77,-3.12,-1.61,3.85,-6.69,-6.80,-1.13,-2.52,0.39,-1.00,-1.15,-0.23,4.86,3.01
