,2004/Q4,2005/Q4,2006/Q4,2007/Q4,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
RS_sy,,-3.40,27.82,84.57,,,-13.58,,115.04,29.15,-12.95,8.45,-48.43,-50.65,-33.04,-9.42,18.31,57.11,45.78,31.54,2.29,-20.89,-40.75,-21.53,-16.81,4.23,6.17,33.16,32.32,33.78,,23.99,12.21,15.40,,21.24,-8.73,0.88,-33.90,-12.75,0.12,-9.76,-14.90,-28.43,-3.72
RS_qq,,,,,,10.19,-86.45,-147.97,-918.64,-52.08,-37.53,33.65,49.52,-14.96,134.92,39.64,21.19,23.78,35.88,11.23,-28.97,-37.37,-584.03,-36.98,-36.38,-4.18,54.10,30.42,-6.56,-3.28,,,272.69,-129.76,729.73,74.68,-293.78,-16.91,186.80,32.44,49.34,13.71,-11.28,-19.77,-69.64
RS_sq,,,,,,34.77,61.51,-50.95,101.41,-19.06,8.86,-38.89,-4.22,-22.54,47.70,-17.33,25.09,2.87,37.05,-25.41,-2.72,-20.45,2.64,-1.20,3.12,-0.34,4.56,23.91,2.48,0.76,,,-7.26,3.63,27.79,-1.28,-30.18,14.53,-16.27,30.31,-19.88,3.23,-21.03,9.59,7.78
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,240.91,-16.00,1838.10,,,-105.90,,-118.14,-140.19,-1170.83,-1863.16,-316.05,-126.49,103.28,104.42,114.39,131.08,1096.67,1015.15,-848.45,-419.93,-760.17,-829.35,-206.47,-162.75,54.09,69.23,61.84,56.15,,67.80,3601.53,1638.24,,-3200.38,-237.43,-374.56,970.36,215.92,127.76,125.72,104.23,-61.98,
GPM_sy,,40.24,56.52,71.33,,,-35.67,,5.50,-48.96,-0.81,-19.70,-32.65,39.78,-15.04,46.09,76.09,-20.88,52.87,-40.47,-41.30,-20.17,-44.76,-10.76,46.58,81.47,-6.80,11.91,-0.89,9.51,,22.65,9.42,-10.06,,-35.48,-41.91,-26.74,17.54,23.10,-8.29,10.29,-15.05,-2.10,
GPM_qq,,,,,,7.28,-107.52,47.22,-326.32,-137.65,-137.66,18.47,9.65,-29.38,103.44,10.00,193.94,179.38,32.47,2.51,-297.28,-19.42,-173.36,-13.25,17.10,-2.38,52.24,24.08,-2.78,-17.67,,,11275.94,-48.31,-101.82,-3035.36,-365.38,-3.27,105.78,317.60,11.44,-4.33,-54.13,-22.26,
GPM_sq,,,,,,26.08,-5.88,5.95,-16.08,-39.00,82.90,-14.23,-29.62,26.60,11.17,47.49,-15.17,-43.12,114.79,-42.57,-16.35,-22.64,48.63,-7.22,37.40,-4.22,-23.67,11.40,21.69,5.83,,,8.57,-13.01,-23.44,-10.77,-2.24,9.70,22.83,-6.54,-27.17,31.92,-5.39,7.70,
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,,,,,,-34.64,,-86.15,-14.75,-122.14,-99.67,-21.35,-84.44,646.85,56333.33,773.76,792.89,-0.50,-14.83,-35.53,-14.50,-47.76,-69.42,-76.55,-97.54,4.71,113.61,215.75,2456.76,,40.34,97.40,61.31,,656.43,-146.04,-177.92,,,1293.32,941.04,,,
RBS_sy,,,,,,,-15.73,,13.38,12.42,-3.99,-21.55,-4.38,-14.93,10.35,40.23,10.09,32.49,7.69,-10.62,-15.72,-10.69,-18.58,-8.27,2.50,-5.35,3.93,17.33,-2.59,-9.10,,-14.93,3.82,4.25,,3.49,-10.53,-2.08,,,35.29,19.53,,,
RBS_qq,,,,,,-26.81,-22.76,-19.79,-69.46,350.53,-120.06,101.18,7266.67,-10.86,605.08,21.89,14.06,-8.91,-21.43,4.34,-13.66,20.80,-51.99,-38.92,-33.79,-87.33,1943.24,24.60,-2.12,2.60,,,37.67,-16.15,555.31,,-108.38,-41.89,941.04,,,,,,
RBS_sq,,,,,,-0.08,11.29,1.01,0.94,-0.93,-4.95,-17.46,23.04,-11.86,23.29,4.88,-3.41,6.08,0.21,-12.95,-8.92,12.41,-8.64,-1.93,1.78,3.79,0.32,10.71,-15.50,-3.14,,,3.12,-2.74,-12.82,,-10.85,6.45,-0.91,,,,,,
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,336.36,5.21,1062.38,,,-85.18,,-101.69,-104.60,-304.02,-550.91,-1806.67,-814.89,121.13,125.40,143.01,150.23,309.33,458.73,-287.80,-226.39,-508.14,-553.69,-419.91,-353.11,51.16,70.26,60.87,53.84,,110.11,-4091.70,20.32,,-847.92,196.46,4268.35,200.00,182.17,-97.75,-97.14,282.61,5.76,-88.55
ROPA_sy,,44.13,48.05,-15.13,,,-5.12,,61.99,61.76,-0.96,-6.33,-40.96,-150.83,-14.62,18.56,121.52,150.23,,-19.00,-68.23,28.70,-13.33,22.68,82.73,91.01,1.49,-11.11,5.12,2.26,,45.08,13.11,17.68,,-12.29,6.46,-5.32,-4.78,-7.57,-25.58,-10.41,-17.69,-7.67,20.17
ROPA_qq,,,,,,15.48,-82.97,-68.39,-127.27,-213.33,-655.32,30.14,-15.32,-50.35,117.44,-16.00,95.24,75.61,42.13,14.66,-165.62,-18.18,-358.97,-27.45,24.80,-3.00,50.53,22.39,1.05,-21.49,,,-41143.75,97.69,105.05,-1660.87,5393.59,-0.20,-99.64,327.54,45.08,26.64,-51.29,18.18,-84.29
ROPA_sq,,,,,,26.63,39.96,-32.04,34.47,26.46,-14.30,-35.72,-15.24,-208.86,243.95,-10.74,58.37,-75.31,186.57,-27.71,-37.88,,92.99,2.33,-7.47,4.53,2.54,-10.38,9.43,1.69,,,-14.69,5.79,-6.65,4.11,3.54,-5.91,-6.12,1.06,-16.64,13.27,-13.75,13.37,8.49
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,18108.33,-81.60,-39681.59,,,99.83,,-103.65,-111.16,1525.19,1081.50,394.97,214.31,-102.68,-96.35,-100.30,-112.96,-463.11,-5920.97,255939.99,-4654.14,-5573.28,-603.46,-172.60,33.12,86.47,82.90,-12.93,-34.36,-382.96,-6239.51,1127.37,-200.61,-1081.32,92.40,-100.69,101.93,99.96,32.44,-57.22,-319.00,8977.53,75.75,-6.63
ZNPO_sy,,-58.34,192.15,-66.33,,,2.37,,191.35,-1459.49,7.55,9.74,-38.56,694.60,31.13,42.89,-41.05,-33.23,23.17,-61.76,148.11,-39.59,13.56,103.40,105.65,395.38,-36.82,36.94,6.64,-0.15,33.97,-28.11,-19.58,-40.73,-27.08,24.28,32.59,62.10,7.94,-27.00,-56.13,-61.41,4.57,-8.49,111.12
ZNPO_qq,,,,,,5.39,-101.68,35.93,-221.97,-222.44,314.25,-55.87,-3.24,24.95,-105.02,160.19,-108.06,-5220.00,-118.05,-522.24,454.45,-198.86,-160.20,22.84,63.42,8.93,47.35,2.52,-141.60,-8.35,-89.25,-1179.63,139.15,-131.70,-643.70,91.77,96.42,187.97,-113.53,-15771.91,91.67,-22.53,648.30,-143.35,63.39
ZNPO_sq,,,,,,-96.25,8958.23,-0.57,-13.84,-117.52,816.57,1.46,-51.77,69.57,58.03,10.55,-80.10,92.07,191.51,-65.68,29.11,-53.23,447.94,-38.53,30.54,12.66,-30.12,33.24,1.66,5.49,-6.24,-28.50,13.72,-22.26,15.36,21.85,21.33,-4.95,-23.18,-17.59,-27.10,-16.39,108.17,-27.88,68.19
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,567.24,-86.62,2157.73,,,-89.68,,21.01,,,,,,,,,,,,,1361.92,90.31,-106.33,-121.22,-203.38,451.98,350.69,319.42,117.52,673.84,,,840.15,72.27,,,,-70.41,-99.53,-0.65,,-6.64,,
ZFI_sy,,51.21,-13.06,4.34,,,3.06,,70.35,,,,,,,,,,,,,48.70,-7.22,-15.14,-16.41,-12.47,-7.56,6.58,-27.16,-10.29,-10.46,,,1.72,6.16,,,,-11.91,17.76,14.20,,13.18,,
ZFI_qq,,,,,,,,25.61,10.85,-36.48,,,,,,,,,-1093.68,464.32,-56.00,-8.21,-106.59,-137.76,-47.58,-347.21,122.43,69.34,29.17,-64.29,890.60,,,,81.51,6048.69,-99.52,,,-2.52,1.03,-18.98,17.01,,
ZFI_sq,,,,,,,,-0.26,17.68,-3.64,,,,,,,,,39.61,15.98,11.33,-17.51,-12.90,6.09,9.66,-13.62,-8.01,22.31,-25.05,6.39,-8.19,,,,-4.18,-4.69,-0.92,,,27.42,-3.92,3.49,-10.67,,
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,71.26,-6.24,95.89,,,65.31,,-14.44,16.30,-31.11,-25.10,-11.85,-2.83,-66.88,-29.92,-20.81,-10.23,240.43,43.61,83.72,20.20,20.91,-19.66,-42.03,-19.51,-32.29,-6.39,36.46,14.85,2.99,168.92,-96.69,-99.90,-94.36,-87.28,693.55,28700.00,10.10,-90.11,189.84,-42.53,212.84,1642.31,-60.45
DTAR_sy,,-1.66,10.46,5.17,,,-3.86,,-0.38,7.96,-0.32,2.64,-0.38,121.67,0.40,4.98,5.65,-20.08,-1.60,10.12,3.43,-8.36,4.06,-19.10,-10.61,-1.89,-4.96,3.60,5.51,8.47,-8.16,1.53,-1.66,4.25,13.05,18.46,23.15,16.66,-5.71,-6.29,-6.75,-14.83,5.82,-0.02,-4.97
DTAR_qq,,,,,,-17.08,49.53,1.31,-31.88,12.72,-11.43,10.14,-19.83,24.25,-69.81,133.06,-9.41,40.85,14.47,-1.68,15.89,-7.85,15.16,-34.67,-16.37,27.95,-3.13,-9.69,21.91,7.68,-13.13,135.80,-98.50,-96.77,4850.00,431.31,-6.46,17.07,-81.08,-52.29,2642.31,-76.79,3.02,165.69,-37.75
DTAR_sq,,,,,,-46.72,100.64,-12.32,6.27,-42.26,85.26,-9.72,3.14,28.49,-16.09,-5.60,3.80,-2.80,3.31,5.66,-2.51,-13.89,17.32,-17.85,7.72,-5.49,13.65,-10.46,9.70,-2.84,-3.77,-1.00,6.26,2.99,4.35,3.74,10.47,-2.44,-15.66,3.09,9.92,-10.89,4.79,-2.60,4.48
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,78.08,-6.72,114.30,,,89.19,,-17.74,20.58,-38.12,-31.49,-14.12,-3.57,-71.23,-34.90,-23.88,-12.46,303.38,54.82,109.58,25.80,27.95,-23.50,-48.71,-23.66,-38.90,-7.53,44.82,18.57,3.60,287.90,-97.31,-99.92,-95.30,-92.13,733.87,30450.00,10.00,-90.63,221.66,-44.03,221.82,1815.38,-64.04
CG_sy,,16.81,26.07,21.93,,,-16.03,,-0.74,8.44,-7.25,-10.58,-14.41,126.41,-0.09,19.94,15.72,9.46,0.76,13.66,17.81,-14.88,5.77,-32.11,-25.43,-7.56,-9.54,16.43,4.84,19.63,3.44,16.43,11.62,9.25,12.33,-1.16,49.64,1.45,-15.53,5.73,-22.14,-2.28,12.20,2.93,1.57
CG_qq,,,,,,-20.83,67.60,1.78,-39.09,16.06,-13.99,12.68,-23.65,30.30,-74.34,154.99,-10.72,49.87,18.24,-2.13,20.86,-10.05,20.26,-41.49,-18.97,33.90,-3.75,-11.45,26.90,9.62,-15.90,231.55,-99.12,-96.77,4900.00,455.00,-6.85,18.18,-82.00,-52.73,3098.08,-79.43,3.51,181.36,-39.96
CG_sq,,,,,,-62.85,195.84,-19.99,12.88,-59.41,153.01,-22.86,8.05,7.36,11.65,-7.39,4.24,1.55,2.78,4.47,8.04,-26.63,27.72,-32.95,18.68,-9.04,24.99,-13.70,6.86,3.79,8.07,-2.87,2.45,1.58,11.12,-14.53,55.11,-31.13,-7.48,6.97,14.23,-13.57,6.23,-1.86,12.72
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,59.07,-29.82,214.58,,,10.07,,-7.01,74.17,29.60,45.51,-94.14,-96.37,-97.96,-98.01,,,-95.45,-95.45,,,63100.00,,-86.67,,6.33,,3360.00,6.51,9.38,223.45,,-99.86,-97.41,-99.50,,6700.00,142.11,,447.50,261.76,447.83,,126.94
LDER_sy,,-61.59,3.41,256.43,,,-3.13,,61.14,31.35,39.55,81.93,-1.29,45.29,-28.41,-0.63,,,19.65,21.93,,,-2.39,,-6.32,,36.32,,26.96,21.06,-12.35,-16.10,,40.74,40.09,49.40,,34.95,-3.91,,-9.88,-11.68,3.39,,13.44
LDER_qq,,,,,,-11.37,46.05,-8.78,-21.24,66.00,8.68,2.41,-96.83,2.86,-38.89,,,,,,14900.00,,,,,3205.00,1.66,0.89,2.06,1.73,4.40,198.37,,,1800.00,-42.11,263.64,70.00,-32.35,,,12.33,2.44,87.70,5.07
LDER_sq,,,,,,-41.03,148.39,-46.51,105.64,-51.93,163.91,-30.26,11.57,-29.25,30.05,,,,,,-3.37,,,,,-14.30,73.89,-3.83,-11.41,-18.28,25.90,-7.95,,,25.32,-1.83,33.55,-17.86,-10.77,,,-19.50,4.46,17.29,15.02
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,14.17,47.10,-70.20,,,-32.97,,-74.19,-87.15,-87.92,-87.53,671.88,2098.69,3450.93,3372.19,,,7071.06,7250.07,,,-99.64,,785.98,,-4.99,,-96.24,-11.90,-22.13,-19.49,,,,,,,,,,,,,
PZAT_sy,,-36.18,61.15,-37.78,,,1.12,,27.14,427.78,-19.62,-45.63,-27.41,-75.62,13.18,46.49,,,-10.22,-19.87,,,-3.12,,0.33,,2.75,,-11.88,4.07,-8.11,6.13,,,,,,,,,,,,,
PZAT_qq,,,,,,-1.67,-35.76,-4.17,-57.37,-51.04,-39.64,-1.03,2538.85,39.47,-2.52,-3.23,,,,-0.81,-99.01,,,,,-95.82,-6.86,-5.68,2.42,-2.08,-17.68,-2.48,,,,,,,,,,,,,
PZAT_sq,,,,,,-37.34,121.72,22.35,-25.20,160.09,-66.23,-17.23,-0.14,-12.66,56.78,7.13,,,,-4.38,14.32,,,,,-14.90,6.67,-8.78,6.42,0.50,-5.82,5.37,,,,,,,,,,,,,
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,1.78,3.45,7.96,,,-22.35,,-10.91,-8.00,34.98,28.77,6.71,-0.97,40.49,44.68,,,-10.74,-10.05,,,-16.95,,-14.21,,-5.64,,-6.16,-6.44,-7.13,121.14,,,85040.49,35125.90,,,313.58,,,,-99.55,,
PELDR_sy,,3.79,4.66,-22.88,,,-18.81,,10.01,-11.02,-4.02,17.15,-7.19,-5.77,21.41,20.19,,,-8.49,-27.05,,,-0.14,,5.42,,3.26,,-3.47,-4.08,-3.11,9.96,,,2.08,-10.18,,,-3.69,,,,1.27,,
PELDR_qq,,,,,,1.41,-21.54,1.63,10.17,4.72,15.12,-3.04,-8.69,-2.82,63.30,-0.15,,,,0.62,-6.72,,,,,-1.04,-1.65,-2.42,-1.19,-1.33,-2.37,132.34,,,,-3.87,,,,,,13.98,2001.46,-44.18,
PELDR_sq,,,,,,27.94,-29.14,11.68,8.65,3.49,-23.56,36.31,-13.92,5.07,-1.51,34.93,,,,7.56,-6.08,,,,,-1.50,-1.70,-5.26,5.23,-2.11,-0.71,7.52,,,,-5.39,,,,,,2.96,1.42,5.12,
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,-2.67,-0.41,-4.04,,,-12.02,,3.55,0.30,13.90,12.84,-2.77,-8.01,4.17,-2.85,,,-15.81,-7.43,,,0.47,,11.61,,11.26,,0.50,-2.77,-0.01,-20.87,,17.04,12.05,32.64,,-5.11,0.17,,-8.21,4.42,-0.35,,13.04
TSF_sy,,-8.71,-4.44,-7.73,,,20.68,,2.35,-0.44,-3.83,-4.46,-5.72,-25.86,-12.51,-11.02,,,10.93,6.22,,,5.25,,5.20,,0.26,,6.07,-0.04,1.45,-4.12,,-0.04,1.43,-0.53,,-3.04,1.07,,9.94,4.03,-4.21,,-6.01
TSF_qq,,,,,,4.00,-8.60,-1.13,10.18,0.74,3.79,-2.05,-5.06,-4.69,17.54,-8.65,,,,0.44,-2.65,,,,,1.64,0.77,2.06,-3.86,-1.66,3.63,-19.24,,,-0.79,-4.40,0.65,-0.61,4.73,,,13.07,-0.05,-3.82,4.00
TSF_sq,,,,,,2.40,-6.03,9.98,-3.30,-0.38,-9.23,9.27,-4.57,-21.66,7.11,11.12,,,,6.41,-6.12,,,,,3.79,-3.24,6.65,-0.97,-2.19,-1.80,0.79,,,-0.35,-1.15,-6.13,4.86,3.87,,,-0.77,-4.36,-0.70,-0.26
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,50.44,-14.76,55.64,,,112.11,,11.49,34.82,-49.91,-40.93,-26.10,-14.55,-75.95,-53.07,-50.35,-44.04,225.53,46.52,94.19,34.72,42.07,2.06,-24.63,6.08,-17.33,13.44,49.97,21.29,15.87,31.40,-98.69,-99.96,-97.96,-90.10,693.55,28700.00,10.10,-47.34,5220.12,828.65,227.52,254.51,-97.85
ZKO_sy,,11.72,-7.52,17.88,,,26.67,,-3.80,34.82,17.37,-11.00,-9.24,30.53,-15.40,2.07,15.05,-19.83,-13.28,12.08,1.42,25.96,1.92,-9.43,0.19,16.39,-0.61,24.12,-6.13,-6.76,-1.25,-16.37,6.79,10.78,13.32,28.98,16.78,12.40,0.83,3.36,18.67,2.70,8.60,-1.32,-15.66
ZKO_qq,,,,,,-13.92,100.44,-5.20,-31.84,4.09,-25.53,11.80,-14.72,20.36,-79.04,118.12,-9.77,35.66,21.93,-1.83,19.58,-5.89,28.59,-29.48,-11.70,32.47,0.22,-3.23,16.74,7.14,-4.27,9.75,-98.83,-96.77,4850.00,431.31,-6.46,17.07,-81.08,154.13,9349.46,-79.56,-93.33,175.07,-42.57
ZKO_sq,,,,,,-51.83,143.17,-19.36,1.85,-32.49,111.70,-38.85,3.86,-2.91,37.21,-26.23,17.07,-32.35,48.43,-4.66,5.94,-15.98,20.10,-15.27,17.19,-2.40,2.56,5.81,-11.37,-3.07,8.63,-10.39,13.17,0.56,11.12,1.99,2.46,-3.21,-0.32,4.55,17.64,-16.23,5.41,-5.01,0.55
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,51.23,-10.90,59.98,,,63.36,,-0.24,19.29,-33.80,-26.31,-16.72,-7.33,-62.67,-24.77,-19.43,-6.89,191.28,32.04,57.29,9.21,11.00,-17.53,-34.58,-14.02,-22.27,-0.07,32.04,13.04,6.95,154.51,,,1760.05,4150.48,,,354.56,-99.94,,,-98.54,3325.07,
OSF_sy,,-11.11,-0.84,-10.98,,,-11.61,,0.92,-10.73,7.42,0.44,-9.53,-30.59,1.68,2.06,5.42,68.10,2.04,-1.17,1.13,-11.96,-4.40,-0.65,-2.98,-0.08,0.71,-1.90,-8.18,-3.24,1.24,4.87,,,-0.63,-4.01,,,-4.10,-1.37,,,-5.78,-1.11,
OSF_qq,,,,,,-12.11,53.26,-2.85,-23.77,5.10,-14.94,8.13,-13.85,16.95,-65.73,117.90,-7.72,35.15,7.19,-1.22,9.92,-6.16,8.94,-26.61,-12.79,23.32,-1.51,-5.66,15.23,5.58,-6.82,124.50,,,,413.03,,,,-99.94,6901.77,-76.77,40.36,50.05,
OSF_sq,,,,,,-0.05,-12.32,5.66,8.99,-11.58,5.50,-1.21,-1.82,-32.17,54.57,-0.85,1.41,8.16,-6.17,-3.96,3.76,-5.84,1.88,-0.20,1.33,-3.03,2.69,-2.79,-5.15,2.19,7.44,0.71,,,,-2.72,,,,0.06,0.36,-3.01,-3.27,5.03,
NetDebt,-899000000,-214000000,-674000000,1426000000,1561000000,1760000000,2432000000,2323000000,1296000000,1746000000,-159000000,2073000000,2322000000,3174000000,-4569000000,744000000,1313000000,3164000000,3727000000,3879000000,4562000000,4085000000,4228000000,2337000000,1658000000,2202000000,1422000000,1355000000,2132000000,1513000000,1312000000,1084000000,12000000,-191687000000,-4697000000,-4497000000,-4510000000,-4510000000,-6401000000,-1738000000,1220000000,-151000000,-6962000000,-3662000000,-3858000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,80.46,-149.12,178.57,,,301.44,,134.23,221.44,-139.84,397.99,-3402.47,-375.77,-1617.67,-81.86,105.07,161.12,123.06,37.38,-422.46,-277.43,-141.39,-121.28,92.32,87.62,0.53,-193.38,-349.66,-85.40,438.05,274.83,99.96,1261.00,-1236.06,575.06,-35364.29,-102.21,-50.31,-122.52,767.71,25.98,63.39,-333.36,-5641.58
NetDebtEBITDA_sy,,-26.15,69.03,26.24,,,-20.12,,25.69,144.00,19.69,48.23,63.37,-120.85,-15.68,-49.37,-37.66,534.89,30.96,83.12,34.11,68.26,-1.43,-19.09,-18.57,-27.29,-0.91,9.47,30.84,38.27,5.44,9.15,-14.06,-12.55,-5.73,-3.22,4.64,-3.72,-6.51,-11.83,-13.39,-14.73,12.32,19.96,-2.46
NetDebtEBITDA_qq,,,,,,7.12,188.78,15.99,-34.72,47.01,-135.80,1549.65,-532.91,87.72,-122.96,115.31,20.93,48.10,-15.88,-8.81,-383.85,18.51,80.38,53.12,-2.49,-31.32,-57.66,-38.26,-57.08,45.85,387.47,-28.49,-100.04,1590335.74,-381.30,142.49,-101.87,0.77,-19005.42,93.63,155.32,-111.00,-9350.32,24.64,-607.37
NetDebtEBITDA_sq,,,,,,-50.70,119.22,7.20,8.49,-4.30,7.54,32.76,19.57,-112.21,534.95,-20.29,47.23,-14.81,30.97,11.47,7.83,6.88,-23.27,-8.51,8.52,-4.55,4.56,1.07,29.70,0.87,-20.26,4.64,2.12,2.63,-14.04,7.42,10.41,-5.57,-16.54,1.32,8.46,-7.03,9.94,8.21,-11.82
DebtFin,-1405000000,-1119000000,-1521000000,-554000000,-1129000000,-398000000,-1014000000,-1238000000,-1113000000,-1033000000,-3061000000,-1131000000,-138000000,9000000,-5882000000,-2674000000,-1804000000,-1511000000,-1855000000,-1595000000,4084000000,-1322000000,3081000000,-1004000000,1467000000,992000000,323000000,196000000,1031000000,441000000,140000000,-6000000,-16000000,-14000000,-26000000,-28000000,-4000000,-3000000,-4000000,-79000000,-5000000,-367000000,-16000000,-42000000,-34000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,34.62,-7.52,86.47,,,-330.79,,-178.12,-741.12,-1739.79,-409.80,328.54,98.68,-14.86,-19.47,-217.11,-10214.22,91.09,84.28,-110.11,220.24,39.40,122.23,92.41,-117.23,68.99,-198.76,-145.75,-19.96,258.80,93.31,100.11,100.29,-158.94,860.09,-122.22,-118.75,83.04,-264.39,-3300.00,-295400.00,-34.69,-9.36,-11804.41
DebtFinEBITDA_sy,,56.42,-101.96,54.89,,,34.85,,-108.76,-409.17,285.68,-134.47,1134.62,126.85,78.26,-185.89,-51.59,-229.58,214.75,583.15,63.49,596.93,19.06,84.75,69.82,-14.64,-47.99,-37.01,-1.10,-0.96,42.69,13.50,-24.67,-33.35,-11.11,52.18,44.80,47.12,26.73,-11.39,-51.95,-25.45,-0.07,50.56,82.15
DebtFinEBITDA_qq,,,,,,66.51,-432.52,-48.26,-5.20,-1.27,-1064.79,58.92,147.16,-100.58,-101334.86,57.27,53.77,48.52,12.33,24.66,-517.97,129.46,-144.19,127.64,-311.05,33.15,20.50,11.96,-425.18,67.37,205.24,-103.71,108.26,-11.11,-21768.75,147.79,-100.24,25.00,-19500.00,-363.27,95.01,-6418.38,91.07,-276.14,-443.47
DebtFinEBITDA_sq,,,,,,-68.97,-135.27,222.81,-165.16,-995.43,121.18,-122.80,2055.96,-71.58,40.66,-136.56,431.23,-176.08,441.64,-43.88,12.08,131.24,-18.14,-12.92,3.03,16.24,-50.12,5.45,61.78,16.39,-28.14,-16.13,7.37,2.98,-4.16,43.60,2.16,4.63,-17.44,0.41,-44.60,62.33,10.67,51.28,-32.98
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,0.54,4.52,2.81,,,-23.00,,-10.53,-11.52,32.17,24.75,12.69,8.46,55.18,60.29,62.32,66.36,-10.50,-9.87,-19.03,-18.93,-21.87,-19.20,-13.19,-18.96,-5.99,-11.90,-11.96,-6.79,-7.68,93.67,,,91129.02,42803.32,,,312.46,-99.89,,,-99.56,866.03,
SP1_sy,,3.27,2.68,-25.46,,,-22.67,,13.34,-10.87,-7.55,27.68,2.60,-2.94,4.38,6.23,-8.51,25.77,17.07,-20.73,-2.68,-24.83,-5.42,10.55,-1.20,-15.84,-0.90,-19.86,3.03,3.47,-2.27,8.98,,,-6.43,-22.12,,,1.59,8.13,,,-8.58,-4.42,
SP1_qq,,,,,,2.10,-23.54,2.48,11.84,0.97,14.22,-3.27,1.02,-2.82,63.41,-0.08,2.30,-0.40,-12.09,0.62,-8.09,-0.28,-15.28,4.06,-1.25,-6.91,-1.73,-2.48,-1.32,-1.45,-2.66,104.57,,,,-3.79,,,,-99.97,-25.95,13.66,2000.33,-45.35,
SP1_sq,,,,,,40.97,-35.60,9.06,14.46,10.87,-33.20,50.62,-8.03,4.89,-28.16,53.29,-20.79,44.19,-33.13,3.80,-2.75,11.37,-15.87,21.32,-13.09,-5.12,-0.94,-1.89,11.74,-4.72,-6.44,9.41,,,,-8.93,,,,-3.06,-10.15,1.39,3.51,1.35,
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,1.80,3.48,7.99,,,-22.46,,-10.90,-7.99,35.18,28.77,6.71,-0.97,40.39,44.68,61.75,65.78,-10.68,-10.05,-17.81,-18.93,-16.95,-19.21,-14.30,-13.60,-5.64,-5.93,-6.06,-6.42,-7.13,121.14,,,85040.49,35125.90,,,313.58,-99.89,,,-99.55,911.68,
