,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3
GPM_sq,,,-70.20,498.48,1.77,16.67,3.20,16.12,16.01,-3.07,-2.06,6.30,-1.67,4.64,-18.32,11.03,-4.07,0.17,-12.20,-9.36,10.97,-8.16,8.78,-14.79,3.27,-10.37,-23.26,10.48,-19.97,-51.35,-81.55,464.00,-43.97,217.72,-9.56,2.42,-1.94,17.98,2.60,-5.80,12.31
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,-1937.50,124.49,,,,-2408.33,-807.41,148.39,174.12,184.84,513.09,286.72,78.75,32.62,24.84,-2.90,-15.61,-7.81,-12.69,1.99,4.15,-18.10,-16.51,-25.35,-10.51,-17.85,-29.67,-46.59,-71.26,-108.28,-143.96,-212.23,-389.67,5162.50,2421.17,2518.64,1677.96,-384.86,-1.63,-52.97,-52.24
RBS_sy,18.39,-1.27,,,,13.62,16.24,20.49,29.37,-0.81,-20.07,-4.91,-13.50,19.89,31.78,15.75,14.10,-3.73,-2.25,0.69,-5.83,-7.75,-15.54,-40.23,-40.84,-27.98,-26.10,3.58,-8.51,-27.78,-20.42,-28.48,0.46,42.75,40.07,58.45,44.01,0.87,-1.89,-8.60,-9.69
RBS_qq,,,-25.00,-1944.44,-42.77,-16.88,77.02,226.18,118.67,33.78,11.91,18.12,1.07,-0.74,5.35,-8.12,-12.15,8.43,-0.23,7.33,-10.29,-14.73,1.70,-4.04,7.55,-21.73,-12.93,-27.13,-42.12,-122.54,-362.50,-86.04,-49.39,493.84,112.06,93.85,-2.53,-171.10,173.23,-7.32,-1.02
RBS_sq,,,4.47,-3.44,2.75,9.62,6.88,0.08,10.32,-15.95,-13.87,19.07,0.36,16.49,-5.33,4.58,-1.08,-1.71,-3.87,7.73,-7.48,-3.71,-12.00,-23.76,-8.43,17.22,-9.70,6.85,-19.11,-7.47,-0.49,-3.97,13.62,31.49,-2.37,8.63,3.26,-7.90,-5.03,1.20,2.02
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,-538.18,29.06,,,,-18.95,80.00,94.84,104.34,127.67,163.10,313.28,300.37,36.74,-20.30,-83.37,,-92.94,-97.72,-7.02,,664.71,7033.33,413.21,,31.79,-95.79,-104.29,,-497.28,-7541.67,-7854.29,-1898.34,-71.94,-22.66,-81.82,-39.26,-30.30,157.30,2058.10,2329.36
ROPA_sy,3709.09,46.98,,,,9.68,63.07,16.61,65.09,36.48,22.50,16.12,26.65,-7.61,-9.78,-0.99,,-3.22,-4.06,-29.04,,-32.65,-19.21,-12.61,,-2.28,-34.59,-6.66,,-60.21,-56.04,-55.14,-46.45,39.85,62.99,-15.66,-42.71,25.00,61.17,136.86,322.22
ROPA_qq,,,-226.12,-78.74,33.50,69.31,45.18,53.92,156.02,95.56,25.00,55.76,5.16,-33.21,-27.15,-67.49,,,-76.47,1225.00,,,119.49,-4.67,,,-93.00,-197.22,-417.14,-1028.18,-31.19,-3.92,-29.92,2.93,6.41,-54.05,0.49,9.17,141.16,5163.89,13.29
ROPA_sq,,,-28.53,42.93,-13.26,23.79,6.25,2.21,22.81,2.34,-4.64,-3.12,33.95,-25.35,-6.88,6.32,,,-7.68,-21.36,,,10.74,-14.94,,,-25.88,21.39,-23.89,-41.90,-18.09,23.88,-9.16,51.72,-4.55,-35.90,-38.29,231.02,23.08,-5.80,10.01
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,514.94,-548.29,,,,116.96,-99.38,-99.34,-219.57,871.64,257.66,2082.51,143.41,-97.31,-88.72,-132.12,-204.67,-1427.33,-917.71,-346.53,336.83,356.67,300.11,233.39,43.73,-55.84,-112.24,-124.13,-100.62,635.39,-1594.29,-4560.95,137011.36,-1395.14,596.38,50.50,-186.38,93.12,25.66,70.79,69.68
ZNPO_sy,5.38,-150.41,,,,510.62,-180.34,-94.00,-176.13,-95.82,244.96,1324.61,215.19,1624.05,15.16,-11.10,-32.18,-20.65,-24.29,-0.36,110.92,48.45,-62.76,-27.87,-187.47,58.84,157.41,-16.02,207.91,-75.08,-13.77,14.14,-61.65,25.64,-3.11,-27.85,-53.07,-29.04,20.62,38.27,201.03
ZNPO_qq,,,1655.84,-92.43,-72.14,-48.27,-43.56,-91.88,-5142.08,520.37,-79.23,-50.43,0.28,-73.96,-12.85,-241.14,-226.73,-230.25,46.31,22.92,273.29,257.92,-58.14,-48.62,86.73,9.97,-111.60,-1.26,95.23,131242.05,-126.73,-178.57,240.18,-1340.57,110.25,-127.78,-144.63,1.15,287.05,-106.46,-153.87
ZNPO_sq,,,375.49,74.61,-22.44,10.05,-153.90,113.05,-1083.59,106.04,1770.00,28.24,-20.47,-9.60,24.91,-1.01,-39.33,5.78,19.18,30.29,28.41,-25.55,-70.11,152.35,-255.73,235.21,-51.55,-17.67,100.11,-68.77,67.60,8.98,-32.77,2.31,29.25,-18.85,-56.27,54.73,119.69,-6.98,-4.79
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,,,,,,,,,-85.52,-45.37,-21.04,,41.33,-53.56,31.42,,,-5736.85,-2454.16,684.95,,105.75,107.53,-56.18,13.26,,,,,,,,,,,,,,,
ZFI_sy,,,,,,,,,,-33.11,61.43,-25.47,,5.00,7.29,12.34,,,-21.50,78.36,129.77,,-30.55,-39.13,-33.48,8.23,,,,,,,,,,,,,,,
ZFI_qq,,,,,,,-9.30,-55.23,143.87,-85.37,242.12,-35.30,,,12.41,83.11,5.73,,,23.53,135.25,-75.09,-14.42,0.23,105.09,-35.62,,,,,,,,,,,,,,,
ZFI_sq,,,,,,,-28.95,43.93,-24.19,-13.71,71.46,-33.55,,,75.20,-30.42,-18.75,,,58.09,4.67,-29.52,-40.44,38.55,14.37,14.67,,,,,,,,,,,,,,,
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,37.78,32.94,,,,-80.10,-80.77,-82.39,-53.09,28.35,50.47,50.29,57.21,-24.57,-41.96,-44.98,,-9.03,-22.08,10.08,,24.94,60.39,9.72,,13.72,24.85,36.02,,77.20,50.19,48.67,12.04,11.28,12.40,29.34,72.94,1047.22,1031.83,1291.26,1409.13
DTAR_sy,8.01,2.40,,,,-6.74,-8.11,-8.45,-43.38,-4.09,5.30,-5.74,13.34,-5.49,-16.73,-6.29,,-2.91,0.15,4.19,,-3.07,-1.93,-4.03,,0.02,12.82,10.45,,1.71,-14.66,-8.02,6.77,-3.77,5.85,14.25,5.12,-4.15,0.69,-8.12,-0.96
DTAR_qq,,,13.96,15.15,-67.37,-53.52,10.14,5.45,-13.11,27.19,29.13,5.32,-9.11,-38.98,-0.64,-0.17,,,-14.89,41.04,,,9.26,-3.52,,,19.95,5.11,0.36,40.04,1.67,4.04,-24.37,39.09,2.68,19.73,1.13,822.69,1.31,47.17,9.70
DTAR_sq,,,-9.84,-1.57,1.20,3.85,-11.16,-1.94,-37.42,75.93,-2.47,-12.22,-24.75,46.71,-14.07,-1.22,,,-11.37,2.77,,,-10.32,0.58,,,1.16,-1.54,-8.05,11.06,-15.12,6.11,6.74,0.09,-6.63,14.53,-1.79,-8.74,-1.91,4.51,5.87
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,92.30,37.70,,,,127.73,137.06,145.32,-84.82,56.96,134.60,145.71,135.66,-39.47,-65.80,-70.28,,-13.44,-30.65,16.67,,42.27,109.46,17.12,,25.73,56.44,87.46,,445.79,314.96,388.05,35.56,141.24,224.61,-223.62,-506.39,-109.59,-106.44,87.61,86.64
CG_sy,10.48,-20.00,,,,32.15,56.29,9.15,-59.01,-12.92,25.47,2.76,20.96,-9.76,-28.54,-17.27,,-7.02,-5.43,5.80,,-5.86,1.84,4.70,,3.54,25.37,-2.26,,-16.73,-39.66,-18.34,-1.79,-7.56,24.71,5.14,0.45,-2.65,-13.44,-3.60,-2.07
CG_qq,,,12.30,10.39,340.62,-85.34,17.24,9.58,-19.43,51.63,75.23,14.77,-22.72,-61.05,-0.99,-0.27,,,-20.67,67.78,,,16.79,-6.19,,,45.32,12.41,0.90,231.14,10.48,32.21,-71.97,489.28,48.67,-150.35,7.87,86.09,0.14,3.20,0.60
CG_sq,,,-44.90,42.47,21.40,38.67,-34.84,-0.50,-54.41,194.61,-6.11,-18.51,-46.34,119.80,-25.66,-5.65,,,-24.38,5.56,,,-18.19,8.52,,,-0.93,-15.39,-15.85,18.06,-28.20,14.50,1.19,11.13,-3.14,-3.47,-3.32,7.69,-13.88,7.51,-1.78
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,47.99,37.40,,,,100.46,146.77,156.60,-89.89,3.70,-3.45,-13.33,-7.41,-25.00,128.57,142.31,,166.67,-51.56,-20.63,,-26.79,3461.29,1976.00,,2414.63,412.05,349.42,,1550.44,220.24,340.58,77.18,179.17,274.93,-120.74,-147.50,-100.39,-100.27,95.68,95.94
LDER_sy,77.66,-46.71,,,,29.46,69.47,17.71,-39.43,-0.48,-11.55,51.33,85.96,16.26,34.02,3.05,,43.09,16.73,52.06,,1.08,42.62,33.34,,15.26,21.06,2.61,,-19.84,-36.11,-36.73,-17.02,-10.35,12.23,16.70,-7.15,-8.52,-21.09,-21.15,-21.26
LDER_qq,,,98.93,14.52,603.77,-89.89,7.41,3.45,-10.00,3.70,,-7.14,-3.85,-16.00,204.76,-1.56,,,-44.64,61.29,,,2592.68,-5.98,,,448.30,-17.48,14.90,217.46,6.39,13.53,-53.79,400.19,42.88,-106.28,-5.82,95.92,,,0.54
LDER_sq,,,-34.21,2.26,21.00,59.03,-13.88,-28.97,-37.74,161.31,,21.54,-23.50,63.36,-11.77,-6.55,,,-28.03,21.74,,,1.55,13.83,,,6.66,-3.52,-7.28,-15.99,-14.98,-4.46,21.61,-9.24,6.43,-0.65,-3.24,-10.58,,,-3.37
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,-94.87,-9.40,,,,4946.65,64.35,111.62,143.99,197.53,218.21,247.78,156.49,-50.81,-92.53,-93.04,,-86.70,44.85,32.94,,88.42,-53.75,-45.16,,-58.90,-36.24,-26.75,,-22.92,50.54,45.72,68.36,13.04,-1.89,470.53,378.70,,,,
PZAT_sy,-1.42,-19.55,,,,0.03,-4.54,37.56,28.36,37.14,57.06,28.67,-4.01,3.70,-10.35,-17.81,,-33.53,-39.05,-37.15,,-12.87,-8.14,0.28,,27.17,16.45,14.75,,-6.85,-3.50,1.44,2.81,0.61,-5.08,-13.66,-13.35,,,,
PZAT_qq,,,2650.62,-27.53,19.72,111.48,-10.43,-6.69,38.03,157.89,-4.20,1.98,1.80,-50.54,-85.46,-4.85,,,58.37,-12.68,,,-61.13,3.53,,,-39.70,18.93,-10.94,20.68,17.77,15.12,2.89,-18.97,2.22,569.50,-13.67,,,,
PZAT_sq,,,17.42,-13.99,69.40,-41.53,12.06,23.95,58.07,-37.53,28.33,1.55,17.92,-32.51,10.94,-6.90,,,1.74,-4.01,,,7.26,4.80,,,-1.78,3.26,-2.35,-5.95,1.75,8.55,-1.03,-7.96,-4.01,-1.26,-0.67,,,,
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,-155.85,-1720.20,,,,599.86,221.09,127.34,23.77,-62.83,-61.37,45.29,19.36,160.53,216.37,162.76,,55.89,-88.62,-87.12,,-89.01,-10.89,193.35,,107.33,57.05,-72.35,,-71.90,-61.76,-51.73,-38.89,-40.15,-29.84,-114.98,-111.74,-11121.28,-11980.08,-67576.05,-64856.48
PELDR_sy,-7.05,19.93,,,,17.43,11.68,7.70,34.50,-4.08,-9.81,18.59,-29.08,19.04,2.96,-1.07,,3.45,-6.04,-7.69,,-10.49,2.92,-10.35,,-15.32,-8.98,-2.90,,-4.28,-0.56,1.12,17.52,9.72,-0.88,-3.53,1.01,9.67,-1.84,12.50,3.82
PELDR_qq,,,-323.73,-40.82,125.20,232.46,2.65,-68.20,14.06,-0.15,6.68,19.58,-6.30,117.96,29.55,-0.69,,,-90.54,12.39,,,-23.26,269.99,,,-41.87,-34.86,5.43,-29.62,-20.88,-17.78,33.48,-31.07,-7.24,-117.56,-4.56,-64624.97,0.02,-0.01,-0.36
PELDR_sq,,,25.13,-15.47,31.33,-15.46,19.00,-18.48,64.00,-39.71,11.89,7.19,-1.92,1.20,-3.22,2.99,,,-12.10,1.18,,,1.08,-11.87,,,8.64,-5.98,-9.64,3.71,12.85,-4.39,5.02,-3.18,1.95,-6.94,9.95,5.13,-8.75,6.66,1.46
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,-262.78,-1149.15,,,,271.80,152.38,139.19,201.87,-18.23,-35.88,-38.85,-33.32,24.54,70.34,85.79,,5.47,11.98,-5.76,,-12.32,-15.22,2.89,,-0.64,12.49,-3.61,,-20.48,-35.01,-36.54,4.90,-1.82,-4.06,-119.65,-111.99,-2141.79,-2314.38,-19112.48,-20085.08
TSF_sy,-17.90,3.72,,,,8.13,4.27,23.78,70.81,16.48,2.19,8.85,-2.39,13.77,24.54,13.55,,9.50,6.96,4.40,,-1.14,-6.13,-2.86,,-12.90,-0.49,-1.82,,1.37,3.52,-1.21,2.74,10.92,1.13,-4.53,-5.99,-3.30,-5.41,6.56,3.56
TSF_qq,,,-208.25,-28.61,114.00,209.60,-6.03,-3.77,7.83,-16.13,-26.31,-8.23,17.57,56.65,0.78,0.09,,,7.00,-15.76,,,3.46,2.24,,,17.13,-12.39,4.19,-25.62,-4.27,-14.45,72.21,-30.38,-6.46,-117.52,-5.05,-11758.41,-1.44,-52.04,-10.36
TSF_sq,,,20.46,-16.23,-0.31,7.50,16.16,-0.56,37.56,-26.69,1.90,5.92,23.35,-14.55,11.55,-3.43,,,8.96,-5.75,,,3.46,-2.46,,,18.20,-3.77,-1.07,-9.92,20.71,-8.17,2.88,-2.74,10.06,-13.31,1.31,0.04,7.66,-2.34,-1.54
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,20.07,29.53,,,,-82.83,-82.45,-80.56,-46.70,47.84,61.79,32.09,42.25,-34.15,-46.32,-47.61,,-11.43,102.13,104.92,,121.14,53.02,-33.40,,-21.78,-18.77,157.92,,283.15,235.06,141.62,673.68,670.17,567.39,672.51,153.42,-26.89,-38.78,-12.13,-7.53
ZKO_sy,17.55,-4.42,,,,-9.17,-19.09,-6.82,-47.68,-12.92,-5.23,-13.29,27.52,6.53,5.94,11.50,,-7.45,-2.93,-1.63,,6.80,9.29,6.38,,-0.29,6.48,6.77,,11.48,-4.85,-4.52,-6.66,-10.60,0.50,2.34,-0.33,6.38,8.67,6.29,7.99
ZKO_qq,,,7.13,13.23,-68.82,-54.60,9.47,25.46,-14.53,25.94,19.81,2.43,-7.96,-41.70,-2.34,-0.03,,,122.89,1.35,,,54.24,-55.89,,,60.17,40.07,3.45,65.09,40.06,1.01,231.26,64.34,21.37,16.92,8.67,-52.59,1.63,67.81,14.37
ZKO_sq,,,-2.65,-8.52,-4.12,6.37,-13.28,5.37,-46.16,77.03,-5.63,-3.58,-20.83,47.88,-6.16,1.48,,,-1.57,2.84,,,0.72,0.10,,,7.55,0.38,5.27,-1.91,-8.20,0.72,2.92,-6.05,3.19,2.56,0.24,0.27,5.41,0.32,1.85
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,-3001.78,-204.04,,,,132.34,119.42,104.78,-21.06,-52.80,-45.49,57.89,58.64,97.50,86.32,59.82,,32.94,-76.24,-73.53,,-75.93,20.44,77.71,,46.31,-3.96,-41.94,,-56.18,-31.11,-43.21,293.69,140.59,78.89,-720.03,-205.71,-47308.46,-57797.71,-34676.35,-33469.74
OSF_sy,-5.75,-2.45,,,,9.12,11.02,4.76,25.05,0.64,-4.03,11.66,5.30,9.63,-1.87,-8.41,,-3.92,7.66,-2.20,,0.04,-0.71,0.79,,1.44,-1.73,-7.32,,-7.40,-4.64,2.06,-0.25,3.82,1.54,-0.99,0.76,3.39,3.07,8.68,1.77
OSF_qq,,,-85.18,-60.50,105.93,83.45,11.21,-60.52,-1.99,9.69,28.42,14.36,-1.52,36.57,21.15,-1.91,,,-78.35,9.25,,,8.36,61.21,,,-28.87,-2.54,0.60,-37.16,11.81,-19.66,597.41,-61.60,-16.86,-378.45,-18.90,-17051.42,-1.61,-67.83,-14.77
OSF_sq,,,3.21,5.75,-4.82,5.04,5.02,-0.21,13.61,-15.47,0.15,16.10,7.14,-11.99,-10.36,8.36,,,0.45,-1.57,,,-0.31,-0.08,,,-3.42,-5.77,2.43,-0.67,-0.54,0.85,0.11,3.39,-2.72,-1.66,1.88,6.10,-3.03,3.69,-4.60
NetDebt,16734000000,14165000000,9581000000,10690000000,4146000000,-2951000000,9129000000,5187000000,9096000000,7433000000,23295000000,12402000000,7393000000,-23786000000,-22823000000,-23482000000,,-24219000000,10643000000,22350000000,,22953000000,41670000000,-12981000000,,-4643000000,40488000000,85025000000,74996000000,71693000000,72967000000,71060000000,41931000000,52514000000,52959000000,62945000000,63688000000,15496488000,15421000000,15435000000,15490000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,-166.42,-119.05,,,,104.84,17.49,-73.13,970.79,445.70,280.98,143.56,-86.11,-204.49,-170.70,-706.73,,-569.64,471.64,192.79,,119.16,-78.83,-110.76,,-112.15,740.51,71228.25,,-434.21,-109.37,-100.34,94.39,24.94,9.21,30.18,-21.25,-825.24,1729.82,169.34,166.53
NetDebtEBITDA_sy,-16.73,103.13,,,,-21.81,-4.62,-24.82,122.80,-14.14,1.54,-29.81,-50.99,-11.07,-8.30,16.23,,-18.19,3.41,40.67,,51.01,6.34,34.26,,-4.59,-2.95,-37.49,,-10.59,-48.52,-25.40,37.82,27.96,210.47,146.72,50.63,10.65,-9.24,-16.81,-14.42
NetDebtEBITDA_qq,,,68.53,40.85,61.23,167.10,-636.23,-24.11,295.01,-57.95,77.85,-70.13,-37.82,-416.37,-20.33,-156.33,,,166.78,-36.00,,,-26.22,-132.53,,,5203.46,2653.08,-103.55,89.29,10.52,0.27,41.35,-43.42,-8.23,23.30,-1.85,-994.38,290.65,-96.74,-2.28
NetDebtEBITDA_sq,,,-37.52,17.87,-82.77,516.15,-23.77,-7.11,-48.93,137.45,-9.85,-35.79,-64.35,330.87,-7.04,-18.61,,,17.50,10.72,,,-17.25,39.78,,,-15.83,-9.97,0.43,17.48,-51.54,30.49,85.54,9.08,17.57,3.69,13.28,-19.88,-3.57,-4.95,16.53
DebtFin,-224000000,-1173000000,-98000000,-121000000,-1167000000,-677000000,-639000000,-6163000000,-781000000,-1801000000,-4052000000,-17660000000,-20523000000,-35403000000,-33093000000,-33790000000,,-1225000000,-895000000,1153000000,,2341000000,4810000000,59000000,,16631000000,48842000000,49487000000,47846000000,43511000000,36250000000,35044000000,32351000000,21772000000,30362000000,29925000000,31264000000,-1007521000,-1079000000,-539000000,-445000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,184.36,1255.08,,,,-86.59,464.99,18098.77,-365.62,-676.34,-549.68,-152.20,-348.99,-541.86,-489.34,-513.14,,77.24,78.45,103.33,,138.64,129.06,-99.05,,326.73,8683.63,9063453.12,,-190.51,-103.86,-100.29,93.22,48.72,-4.77,32.69,22.85,245.09,-98.91,94.91,96.11
DebtFinEBITDA_sy,159.79,-223.63,,,,-282.38,18.69,-753.85,-125.89,-83.05,-68.72,-156.66,73.17,17.27,66.22,57.04,,83.32,48.76,73.32,,383.81,55.69,702.40,,13.86,446.86,-42.76,,-256.52,-284.58,-417.40,-68.18,-102.25,101.11,34.06,23.87,66.18,-41.00,67.37,103.75
DebtFinEBITDA_qq,,,-96.11,-34.61,865.54,-45.32,63.64,2006.34,-114.09,-18.66,-27.67,-144.51,-21.21,-69.63,-17.23,-154.38,,,-11.03,139.26,,,-16.50,-98.71,,,1618.74,1228.30,-103.89,89.81,26.75,1.00,8.25,22.93,-49.66,36.40,-5.16,244.95,-305.17,98.37,19.59
DebtFinEBITDA_sq,,,-563.32,104.88,-1911.69,34.77,-41.06,60.78,-525.91,47.14,-30.01,40.33,34.56,-62.99,46.92,24.11,,,-63.09,60.49,,,-125.46,637.09,,,-22.43,-11.37,-290.81,-19.31,8.52,-52.41,-1.10,-43.48,100.50,-9121.00,-16.73,36.26,100.88,-5089.83,113.42
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,-2484.96,-134.72,,,,288.35,210.71,124.57,48.14,-68.06,-66.31,19.53,11.51,199.91,247.06,205.04,,50.10,-88.24,-87.08,,-89.12,-21.30,166.82,,87.05,18.24,-77.49,,-88.56,-79.44,-76.50,-49.11,-68.78,-73.20,-180.26,-141.72,-64707.84,-94361.87,-39489.81,-36195.94
SP1_sy,-31.13,18.02,,,,45.59,60.72,22.05,28.14,-3.06,-14.41,44.58,-22.07,9.23,6.68,-17.61,,-5.92,-1.37,-7.50,,-1.67,-5.17,-10.32,,-9.36,-11.67,-5.29,,-8.68,-5.45,-0.86,1.96,6.13,3.06,2.39,7.70,8.54,-2.65,1.05,-11.06
SP1_qq,,,-72.85,-41.75,119.03,304.06,1.60,-68.53,14.69,-12.90,7.18,11.63,7.00,134.26,24.03,-1.88,,,-90.28,7.79,,,-29.75,265.46,,,-55.59,-30.43,-2.76,-61.93,-20.17,-20.48,110.57,-76.64,-31.47,-338.13,-9.46,-36070.08,0.02,-0.01,-0.35
SP1_sq,,,7.24,2.33,83.97,-27.88,18.38,-22.29,93.14,-45.44,4.52,31.26,4.11,-23.53,2.08,1.37,,,7.02,-4.93,,,3.21,-10.09,,,0.58,-3.60,-1.91,-3.98,4.13,1.09,0.87,-0.06,1.13,0.43,6.10,0.72,-9.29,4.25,-6.62
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,-335.74,-1272.05,,,,550.83,211.72,124.78,44.68,-68.06,-66.31,19.49,11.49,199.69,248.30,206.14,,50.62,-88.28,-87.10,,-89.13,-12.88,193.04,,105.49,66.68,-70.09,,-71.99,-63.08,-51.03,-35.41,-33.50,-25.73,-115.08,-111.74,-11121.63,-11980.08,-67576.05,-64856.48
SP2_sy,-9.92,21.38,,,,12.16,15.19,4.34,17.92,-0.63,6.43,16.18,-19.13,15.46,-2.17,-5.63,,4.62,-2.51,-6.90,,-13.46,-1.68,-8.73,,-11.98,-11.81,-10.40,,-4.09,2.54,7.99,18.45,7.02,-7.88,-6.29,1.54,7.18,6.23,8.08,4.01
SP2_qq,,,-310.05,-41.88,119.64,294.61,1.61,-68.53,14.66,-12.89,7.17,11.62,6.98,134.17,24.56,-1.89,,,-90.31,8.00,,,-22.31,263.28,,,-36.98,-34.82,1.85,-33.05,-16.95,-13.53,34.35,-31.07,-7.24,-117.56,-4.56,-64627.03,0.02,-0.01,-0.36
SP2_sq,,,1.72,5.53,31.93,-20.81,4.48,-4.42,49.11,-33.27,11.91,4.34,3.79,-4.73,-5.18,0.66,,,-11.65,-3.87,,,0.38,-10.76,,,0.57,-9.33,-11.10,18.32,7.52,-4.52,-2.49,6.90,-7.45,-2.86,5.65,12.84,-8.26,-1.17,1.67
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,66.06,479.56,,,,-20.21,544.12,4766.96,-64.09,51.61,125.88,-4.86,827.46,989.91,729.51,139.30,,-96.36,-92.53,-95.95,,-13.29,5.54,110.34,,-45.08,-72.81,-82.80,,-92.92,-60.61,-29.12,86.42,276.47,94.23,34.11,-5.96,870.31,229.21,98.27,100.00
CAR_sy,75.29,-18.78,,,,17.39,43.34,95.66,228.04,62.01,46.02,20.87,2.01,-5.60,21.71,1.66,,-12.65,-48.67,-40.71,,21.89,-2.70,-26.95,,-38.86,-32.16,-17.17,,6.45,53.03,70.54,62.13,33.96,15.65,-28.12,-12.58,-3.60,-6.89,61.76,8.14
CAR_qq,,,-90.28,9.80,1874.11,-62.14,-21.51,729.68,-85.43,59.82,16.94,249.46,42.00,87.82,-11.00,0.81,,,82.54,-45.33,,,122.20,8.96,,,10.00,-31.06,-55.49,-79.01,511.76,24.04,17.05,-57.62,215.62,-14.36,-17.92,337.32,7.09,-48.42,-17.20
CAR_sq,,,1.87,-10.08,19.07,7.63,24.39,22.74,99.62,-46.85,12.12,1.60,68.48,-50.81,44.55,-15.14,,,-15.06,-1.97,,,-32.20,-26.40,,,-24.76,-10.14,16.75,34.86,8.17,0.14,10.99,11.43,-6.61,-37.76,34.98,22.88,-9.80,8.12,-9.76
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,10.91,-22.17,,,,319.71,472.09,380.77,76.09,-41.69,-41.57,-23.00,-25.46,81.83,99.00,101.96,,10.23,-55.51,-55.42,,-57.54,-25.31,88.03,,49.55,120.46,-47.66,,-67.58,-77.46,-60.23,-82.49,-82.78,-81.24,-92.14,-83.42,-22.36,-4.07,26.67,21.14
QR_sy,-11.21,9.81,,,,7.87,-2.52,3.14,91.98,0.12,2.86,12.37,-32.08,-1.15,11.89,-1.25,,9.60,-1.37,-8.52,,-6.35,-3.49,-1.94,,-2.33,1.33,-2.76,,-3.78,4.53,-0.92,-2.87,2.28,-6.21,2.57,17.11,2.15,-2.94,6.61,-4.06
QR_qq,,,-32.91,-12.86,223.89,121.65,-8.55,-26.77,18.63,-26.60,-8.36,-3.50,14.84,79.04,0.29,-2.06,,,-59.52,-1.87,,,-28.79,147.05,,,4.98,-41.34,-2.82,-45.83,-27.02,3.52,-57.21,-46.74,-20.48,-56.64,-9.70,149.33,-1.75,-42.74,-13.64
QR_sq,,,3.82,-0.69,1.06,3.51,-6.17,5.08,88.11,-46.02,-3.60,14.79,13.71,-21.44,9.12,1.31,,,-1.81,-6.03,,,1.19,-4.53,,,4.99,-8.39,-5.02,5.32,14.06,-13.17,-6.89,10.91,4.59,-5.04,6.30,-3.26,-0.61,4.30,-4.34
