,2004/Q4,2005/Q4,2006/Q4,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
OPM_yy,98.82,81.52,-10.83,,,-14.35,,-37.76,-59.21,-48.61,-56.73,-44.79,-82.20,-129.96,-161.24,-181.29,-313.97,70.83,143.43,116.32,157.04,276.19,-59.15,6.41,-42.17,-34.23,-351.72,-227.71,-746.88,230.14,382.19,481.13,193.56,73.03,6.80,0.99,-37.01,-36.21,-68.18,-47.30,-25.14,53.38,288.57,81.86,35.77,-36.52,-35.11,7.16
OPM_sy,73.49,-4.09,24.40,,,-12.71,,-20.50,-27.06,1.85,18.63,24.93,9.42,-22.86,-42.18,-33.88,-32.27,-25.88,7.32,4.21,42.94,55.16,25.73,29.87,9.17,12.34,7.97,-22.62,-25.47,-31.19,-19.34,25.78,21.00,27.71,14.67,-5.81,-11.66,-17.62,-8.25,-6.44,4.83,-35.85,-29.84,-38.37,-36.10,-6.86,-10.04,13.70
OPM_qq,,,,,9.47,-25.09,-12.05,-13.70,-28.26,-5.63,-25.94,10.11,-76.87,-258.82,-51.39,-46.18,39.12,78.35,325.40,-45.07,112.82,-33.13,-47.75,43.10,15.66,-23.96,-300.00,27.40,-485.85,138.81,70.95,-1.94,43.81,-28.23,5.52,-7.27,-10.29,-27.32,-47.37,53.57,27.44,48.91,33.33,-28.12,-4.86,-30.38,36.29,18.70
OPM_sq,,,,,4.35,-6.33,-9.13,-10.49,-4.26,30.79,5.84,-5.73,-16.15,-7.80,-20.66,7.78,-14.10,0.90,14.88,4.66,17.82,9.52,-6.91,8.10,-0.95,12.70,-10.53,-22.52,-4.60,4.04,4.88,20.82,-8.22,9.82,-5.83,-0.76,-13.93,2.42,4.87,1.20,-3.56,-37.33,14.71,-11.11,,-8.65,10.79,12.35
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,68.75,54.15,-0.99,,,6.11,,12.35,-19.62,-25.24,-39.45,-32.98,-64.00,-73.21,-80.66,-100.60,-47.12,89.37,310.53,10540.00,160.40,-10.40,-51.60,-43.49,-50.00,-94.66,-150.99,-145.76,-329.28,265.22,248.05,239.26,155.22,30.95,-53.07,-40.96,-73.87,-70.00,-179.44,-145.95,-128.74,-15.15,287.06,109.80,228.00,192.86,-17.61,5600.00
ROS_sy,74.22,-3.74,37.41,,,14.22,,-36.56,-38.96,-42.60,-7.61,57.64,2.07,-12.23,-10.27,-29.60,3.95,-1.64,14.42,8.60,24.32,28.10,7.60,16.04,-19.83,13.75,11.13,-26.28,-7.84,-17.81,-16.38,27.78,32.15,18.39,28.96,-4.89,-17.71,-22.25,-29.08,-40.19,-19.35,-34.99,-25.97,-23.57,-46.09,3.65,-26.77,18.75
ROS_qq,,,,,19.89,-3.94,2.37,-4.70,-14.23,-10.65,-17.09,5.47,-53.92,-33.51,-40.16,-103.29,4140.00,138.12,29.73,-16.35,0.77,-18.06,-29.93,-2.32,-10.85,-91.25,-769.57,12.34,-346.67,113.93,171.43,-17.54,77.13,-66.97,-2.73,3.74,-21.62,-62.07,-357.58,40.00,50.98,212.00,467.86,-96.86,540.00,156.25,59.76,117.56
ROS_sq,,,,,7.65,19.20,-40.29,-17.19,3.58,12.10,-3.91,41.28,-32.93,-3.61,-1.76,10.85,-0.97,-8.79,14.29,5.21,13.37,-6.03,-4.00,13.46,-21.67,33.33,-6.21,-24.74,-2.08,18.91,-4.57,15.00,1.27,6.53,3.95,-15.19,-12.38,0.65,-5.18,-28.47,18.15,-18.87,7.97,-26.15,-16.67,56.00,-23.72,19.75
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,66.63,19.15,-20.70,,,-30.30,,-29.84,-36.90,-22.45,-39.68,-17.25,-59.14,-96.05,-114.55,-141.27,-139.80,63.33,380.68,153.24,261.98,102.04,-78.54,-42.95,-35.20,-53.54,-505.66,-435.96,-740.94,-376.09,194.88,193.98,152.58,300.00,29.90,0.36,-35.75,-12.99,-80.00,-74.82,-58.91,23.08,752.83,414.08,211.50,-24.63,-26.55,-9.86
RS_sy,6.16,-6.22,46.98,,,-15.60,,-34.00,-30.87,5.96,24.98,35.87,50.89,-30.52,-49.86,-42.64,-39.56,-18.91,14.19,13.65,37.76,36.05,24.48,25.72,2.76,21.48,4.88,-14.61,-22.95,-33.21,-11.77,8.85,23.43,29.43,14.74,14.88,-6.59,0.07,-0.50,-34.05,-5.66,-36.89,-34.78,-26.11,-42.11,-36.57,-25.22,44.38
RS_qq,,,,,-3.60,-16.88,2.35,-14.46,-13.29,2.15,-20.39,17.36,-57.18,-90.13,-393.33,-232.95,58.70,140.50,404.08,-36.84,25.64,-49.49,-46.46,67.92,42.70,-63.78,-567.39,-39.07,-172.24,84.40,260.63,37.75,52.31,-40.65,4.33,6.42,-2.48,-19.64,-76.02,33.96,59.15,140.71,66.18,-19.25,-3.56,-41.76,61.95,-0.90
RS_sq,,,,,-14.82,1.17,-10.46,-14.46,-10.79,55.07,5.62,-7.01,-0.93,-28.60,-23.78,6.39,4.38,-4.20,7.33,5.88,26.52,-5.38,-1.80,6.94,3.42,11.85,-15.22,-12.94,-6.68,-3.04,11.99,7.41,5.83,1.67,-0.71,7.54,-13.95,8.92,-1.28,-28.72,23.08,-27.14,2.03,-19.25,-3.56,-20.17,20.28,55.92
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,66.21,36.45,23.78,,,-10.15,,1.02,-21.14,-20.37,-34.25,-31.74,-62.41,-71.20,-79.86,-96.45,-42.48,81.12,301.01,1688.89,133.57,-11.24,-52.14,-44.10,-53.71,-88.62,-137.63,-136.39,-313.07,25.81,275.52,263.36,158.74,92.31,-33.86,-26.17,-70.76,-64.67,-161.45,-132.91,-100.89,194.34,395.10,380.77,17500.00,-26.92,-35.55,136.30
GPM_sy,77.45,-8.15,24.87,,,10.45,,-39.50,-42.07,-38.10,-14.47,46.85,15.74,-11.39,-6.76,-23.31,-7.08,-6.47,7.35,2.72,26.49,25.74,17.94,15.04,-28.88,21.42,-12.86,-17.53,3.75,-34.44,0.84,14.81,22.45,30.41,25.67,1.44,-18.64,-16.25,-26.55,-32.98,-6.70,-33.67,-28.80,-26.79,-46.11,-2.29,-28.50,20.73
GPM_qq,,,,,12.77,-10.96,1.15,-0.54,-11.97,-10.08,-16.48,3.26,-51.53,-31.10,-41.59,-81.82,686.11,116.96,29.32,-18.89,2.64,-17.55,-30.28,-5.26,-15.00,-79.74,-330.65,8.39,-397.71,111.96,221.79,-14.74,78.97,-60.84,10.67,-4.82,-29.11,-52.68,-292.45,49.02,98.08,15700.00,92.95,-51.50,19.18,-34.48,70.18,77.84
GPM_sq,,,,,7.23,13.97,-36.20,-22.40,2.68,21.79,-11.85,33.22,-19.08,-6.76,-7.25,9.58,-1.95,-6.15,6.46,4.85,20.74,-6.71,-0.15,2.28,-25.36,59.29,-28.34,-3.20,-6.10,0.65,10.23,10.20,0.15,7.20,6.22,-11.04,-19.67,10.34,-6.84,-18.84,11.83,-21.56,,-16.54,-17.68,42.22,-26.82,40.93
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,19.87,0.65,-4.77,,,1.82,,-5.99,-7.60,-14.27,-17.82,-14.49,-17.84,-18.10,-17.07,-15.67,-2.82,7.28,15.34,4.31,-7.70,-17.89,-26.84,-19.45,-10.32,-3.00,3.88,1.85,-9.62,-6.29,-24.94,-26.86,-26.06,-40.15,-20.60,-23.62,-20.47,-8.58,-17.60,3.44,24.17,42.47,58.39,38.16,11.13,-2.31,-4.01,-5.47
RBS_sy,5.58,0.42,-2.74,,,1.07,,-21.03,-25.94,1.51,17.39,23.34,16.49,-6.35,-16.99,-9.49,-0.66,-7.94,13.70,3.52,8.12,14.46,5.60,13.87,-1.68,-4.12,-10.24,-4.29,-2.77,3.86,2.66,-12.32,-4.15,-7.10,-3.31,6.33,2.39,-5.80,-4.63,-6.56,-13.94,-5.22,0.23,-10.30,2.74,-9.89,-10.85,1.72
RBS_qq,,,,,-2.88,2.50,-0.58,-5.01,-4.54,-4.90,-4.70,-1.16,-8.28,-5.21,-3.50,0.51,5.70,4.64,3.75,-9.10,-6.46,-6.91,-7.56,0.08,4.14,0.69,-1.01,-1.89,-7.58,4.40,-20.71,-4.40,-6.58,-15.48,5.19,-8.04,-2.72,-2.86,-5.19,15.45,16.77,11.46,5.41,0.70,-6.07,-2.02,3.58,-0.83
RBS_sq,,,,,6.96,-6.81,-12.70,-9.25,0.31,27.73,0.96,-4.65,-5.27,2.68,-10.51,3.97,3.98,-4.85,10.53,-5.34,8.60,0.74,1.97,2.07,-6.23,-1.77,-4.53,8.83,-4.73,4.92,-5.63,-7.05,4.14,1.70,-1.78,2.21,0.28,-6.43,-0.56,0.14,-7.63,3.04,5.16,-10.38,5.79,-9.62,4.04,2.26
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,80.08,39.84,-4.54,,,-62.51,,-68.33,-59.14,-43.42,-52.31,-40.83,-80.59,-130.19,-158.58,-173.00,-272.22,77.98,133.76,113.24,162.90,316.67,-39.62,58.62,-32.05,-25.00,-306.25,-202.17,-573.58,120.51,445.45,648.94,291.63,370.93,70.61,39.92,-28.69,-37.53,-68.12,-52.63,-45.48,2.77,187.90,46.78,37.97,-26.92,-29.69,21.51
ROPA_sy,82.47,-7.92,19.47,,,-21.39,,-20.44,-33.54,-6.53,4.95,15.02,1.91,-23.34,-33.01,-33.10,14.15,-34.39,-3.16,-1.88,-59.40,62.80,50.61,28.80,131.40,21.51,-6.68,-4.34,-6.44,-26.55,-9.95,-6.37,13.78,21.31,10.68,19.67,8.55,-3.60,-8.18,-36.16,-37.66,-53.90,-46.23,-28.32,-25.05,1.40,3.50,26.80
ROPA_qq,,,,,-43.29,-29.74,-11.91,-9.79,-26.82,-2.70,-25.76,11.94,-76.00,-251.39,-44.04,-39.49,43.38,80.65,320.83,-45.28,168.97,-33.33,-38.46,43.75,15.22,-26.42,-269.23,28.79,-434.04,134.26,165.12,13.16,86.43,-15.80,-3.95,-7.20,-4.99,-26.24,-50.99,37.90,9.36,39.04,37.31,-29.69,2.79,-26.36,32.11,21.51
ROPA_sq,,,,,-4.82,7.05,-18.93,-3.68,-20.49,50.54,-8.97,5.56,-29.55,13.25,-20.46,5.42,20.21,-34.90,17.40,6.80,-50.26,161.05,8.60,-8.66,-10.64,37.07,-16.59,-6.37,-12.61,7.62,2.26,-2.65,6.20,14.74,-6.70,5.26,-3.67,1.90,-11.14,-26.81,-5.94,-24.63,3.63,-2.43,-1.66,1.97,5.79,19.53
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,-532.82,121.15,-528.49,,,115.82,,133.25,27.75,165.61,166.33,21079.46,-212.31,-203.22,2823.11,-100.01,121.51,142.51,-114.69,-6021.33,137.13,-0.62,106.14,133.17,159.05,-96.73,-123.63,-173.15,-125.64,8.47,243.61,181.51,168.90,-3048.29,675.07,-493.28,-235.01,135.03,-176.16,73.42,93.38,-82.52,126.49,104.74,258.93,161.62,-14.86,5917.78
ZNPO_sy,68.04,33.12,29.32,,,-63.69,,-58.16,-19.38,136.54,95.94,4.35,-39.15,-50.33,-21.03,-26.12,68.62,-25.28,-23.66,83.41,22.57,138.93,66.02,27.97,-6.41,-31.70,-20.77,-34.01,-15.79,40.50,22.27,27.20,9.77,-10.70,16.80,-25.05,14.87,-25.01,-64.45,-16.14,-32.01,-24.40,42.27,-25.97,-37.29,-28.43,6.70,18.51
ZNPO_qq,,,,,160.54,-33.29,-5.60,-12.79,132.60,38.71,-5.35,6835.60,-101.23,-27.47,2780.46,-100.02,3181.33,151.97,-1026.03,91.49,219.36,5.60,-42.80,-53.99,832.11,-98.67,-513.76,-42.46,-226.75,105.63,447.80,-19.15,176.21,-340.99,244.01,-141.03,5.18,162.52,-413.13,85.68,76.40,265.18,374.59,-97.44,691.11,171.91,54.44,81.14
ZNPO_sq,,,,,-25.61,-52.66,-3.55,23.20,43.33,38.90,-20.11,-34.39,-16.43,13.38,27.01,-38.61,90.74,-49.76,29.76,47.48,27.47,-2.06,-9.83,13.69,-6.78,-28.52,4.59,-5.30,18.95,19.25,-8.98,-1.48,2.66,-2.99,19.04,-36.78,57.32,-36.66,-43.58,49.15,27.55,-29.57,6.18,-22.40,8.05,-19.61,58.30,-13.81
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,74.07,-25.99,,,,,,635.80,718.70,3077.62,167.61,-1168.95,,,,,,,,,,,,,94.94,148.73,-9.48,-10.58,-48.21,-57.75,4.55,-0.14,24.24,74.74,122.56,-146.49,,-76.16,-61.50,,,,,,,,,5.06
ZFI_sy,32.95,-1.75,,,,,,-24.63,-21.33,-2.17,2.40,-19.72,,,,,,,,,,,,,-16.66,-15.30,-8.21,-10.08,-7.91,9.73,19.55,15.59,17.24,21.04,7.87,-3.57,,-12.85,-16.57,,,,,,,,,3.91
ZFI_qq,,,,,218.56,193.82,61.51,-4.76,81.15,1040.40,-86.40,-480.42,,,,,,,,,,13.52,11.90,-0.02,53.50,44.84,-59.28,-1.23,-11.10,18.16,0.76,-5.65,10.60,66.20,28.33,-119.71,,,107.22,,,,,,,,,
ZFI_sq,,,,,26.81,-11.42,-23.60,-12.18,32.35,10.16,-20.03,-31.14,,,,,,,,,,-13.78,0.69,3.34,-7.11,-12.37,9.12,1.24,-4.88,4.42,18.88,-2.11,-3.51,7.80,5.94,-12.49,,,1.42,,,,,,,,,
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,9.75,19.77,-18.99,,,-78.00,,-74.88,26.65,19.05,41.33,28.06,29.48,-0.19,-17.49,-43.61,-15.71,71.85,129.85,268.91,110.49,41.31,-9.22,-29.46,-2.72,-32.61,23.46,28.12,45.11,168.16,93.20,84.23,64.88,-5.37,-4.24,5.50,-0.76,-0.83,-7.35,-19.79,-10.50,-5.61,-2.51,-0.65,-5.79,-5.06,5.29,6.67
DTAR_sy,-0.28,6.28,-9.83,,,-14.11,,-34.45,-39.39,-4.14,11.82,-9.51,5.59,-7.97,-21.21,8.57,27.25,24.83,31.81,20.32,4.83,10.24,-0.97,1.97,-1.60,-11.57,1.50,9.55,0.85,10.30,11.16,1.34,4.17,-3.44,-4.53,-0.05,-1.47,3.03,2.52,4.49,12.05,13.07,7.16,-1.15,-0.37,0.39,-3.12,6.53
DTAR_qq,,,,,-83.95,29.14,-7.82,31.49,-19.08,21.39,9.43,19.15,-18.19,-6.43,-9.54,-18.57,22.28,90.78,20.99,30.70,-30.23,28.08,-22.28,1.57,-3.78,-11.28,42.39,5.41,8.97,63.96,2.59,0.51,-2.47,-5.90,3.81,10.73,-8.26,-5.97,-3.01,-4.13,2.37,-0.83,0.17,-2.30,-2.93,-0.05,11.09,-1.02
DTAR_sq,,,,,-4.71,-26.00,-5.80,-1.33,-11.89,17.05,9.88,-20.16,2.82,2.01,-5.92,10.02,20.51,0.07,-0.66,0.42,5.00,5.24,-10.76,3.40,1.32,-5.43,2.44,11.61,-6.72,3.43,3.23,1.75,-4.13,-4.12,2.06,6.53,-5.49,0.26,1.55,8.58,1.35,1.18,-3.76,0.16,2.15,1.95,-7.12,10.13
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,16.63,39.12,-31.70,,,-85.55,,-83.85,29.20,21.30,46.67,32.50,33.16,-0.26,-19.34,-47.23,-17.29,87.69,166.09,375.75,137.68,55.46,-11.49,-36.87,-3.35,-39.37,31.02,37.87,62.69,311.45,176.42,160.18,120.70,-9.52,-7.70,11.02,-1.37,-1.47,-12.64,-33.06,-17.83,-9.44,-4.25,-1.07,-9.47,-8.25,9.28,11.63
CG_sy,-0.50,12.56,-17.91,,,-21.73,,-56.31,-41.24,-4.64,20.57,-11.27,7.60,-13.67,-33.65,14.11,6.94,40.53,57.67,31.19,19.22,21.04,3.93,8.91,-9.79,-20.08,-3.79,15.27,5.09,19.01,19.46,0.14,2.23,-6.91,-7.53,-1.09,-2.22,5.98,5.91,10.22,25.90,26.21,14.20,-1.31,-2.23,0.78,-6.25,6.83
CG_qq,,,,,-90.11,31.92,-8.48,35.25,-20.89,23.86,10.66,22.19,-20.49,-7.22,-10.51,-20.06,24.61,110.55,26.87,42.93,-37.74,37.72,-27.77,1.95,-4.69,-13.61,56.09,7.27,12.46,118.50,4.86,0.97,-4.60,-10.43,6.97,21.46,-15.25,-10.51,-5.16,-6.93,4.03,-1.38,0.28,-3.84,-4.80,-0.05,19.43,-1.78
CG_sq,,,,,-14.68,-41.47,-7.91,-5.00,14.77,-5.02,16.43,-30.09,39.18,-23.80,-10.51,20.23,30.44,0.13,0.40,0.04,18.53,1.67,-13.79,4.83,-1.83,-9.92,3.78,25.59,-10.50,2.01,4.18,5.28,-8.62,-7.11,3.49,12.61,-9.67,0.67,3.43,17.18,3.19,0.92,-6.41,1.27,2.22,4.02,-12.93,15.40
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,473.36,46.53,-46.48,,,-89.12,,-89.05,-3.29,-14.18,-8.26,52.27,-13.61,10.43,9.91,-17.16,104.72,118.90,118.03,211.71,29.23,312.23,319.17,218.21,219.05,-7.94,-13.09,-17.26,-16.98,25.50,37.77,74.20,64.49,-1.59,-9.44,-11.22,-17.90,-23.87,-33.09,-30.31,-32.53,-22.08,-18.67,-39.71,-34.28,-30.53,-26.60,-26.18
LDER_sy,20.27,46.66,-23.28,,,-10.15,,7.77,-11.49,1.42,-5.64,0.43,-38.52,-16.31,-16.83,-17.19,66.70,31.65,15.39,39.53,4.74,59.85,39.41,16.80,67.58,-13.72,-15.52,15.68,9.25,-9.98,22.45,16.97,9.02,7.00,3.30,0.88,0.57,35.44,63.14,35.28,46.62,0.09,-11.43,-2.58,-0.45,-1.79,-3.39,-19.30
LDER_qq,,,,,-81.09,-11.84,-9.70,-27.27,67.05,-21.77,-3.48,20.72,-5.22,,-3.94,-9.02,134.23,6.92,-4.32,30.08,-2.89,241.07,-2.71,-1.26,-2.63,-1.59,-8.15,-5.99,-2.31,48.76,0.83,18.88,-7.75,-11.00,-7.21,16.54,-14.69,-17.47,-18.45,21.38,-17.41,-4.69,-14.88,-10.03,-9.97,0.75,-10.06,-9.52
LDER_sq,,,,,-9.71,31.77,2.84,-11.91,-25.85,50.99,-4.32,-6.24,-54.61,,-4.91,-6.66,-8.61,62.30,-16.65,12.87,-31.40,147.68,-27.31,-5.43,-1.58,27.52,-28.83,29.51,-7.05,5.08,-3.19,23.71,-13.37,3.14,-6.54,20.82,-13.64,38.90,12.57,0.19,-6.41,-5.18,-0.38,10.21,-4.36,-6.47,-2.00,-7.94
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,-85.46,54.14,18.82,,,370.10,,425.70,9.63,8.97,4.31,-36.17,7.76,-17.44,-20.51,-1.16,-55.13,-19.92,-15.13,-5.13,105.79,-63.85,-64.89,-65.75,-66.05,17.11,87.65,76.69,81.60,102.22,19.97,-6.65,-5.00,-9.65,-3.37,-0.99,7.98,24.19,46.31,36.19,42.10,30.39,25.22,77.49,58.53,40.38,32.49,35.43
PZAT_sy,-5.27,-23.16,-11.74,,,13.40,,8.54,1.65,10.18,7.52,38.44,9.49,15.45,18.38,5.10,-39.31,-13.07,-0.60,-29.61,52.64,-29.07,-12.33,8.29,-50.71,14.85,-3.25,-3.23,7.01,1.65,-1.25,-2.12,-5.75,-11.56,-12.92,-15.94,-22.02,-12.98,-14.09,-8.47,-5.55,-4.22,-9.18,-10.32,-5.77,5.69,9.39,10.03
PZAT_qq,,,,,193.60,22.86,6.94,36.28,-38.77,22.12,2.37,-16.60,3.36,-6.44,-1.45,3.70,-53.08,67.01,4.44,15.91,1.78,-70.66,1.43,13.06,0.90,1.21,62.52,6.46,3.70,12.70,-3.58,-17.16,5.53,7.19,3.12,-15.12,15.09,23.29,21.48,-20.99,20.08,13.13,16.67,11.98,7.26,0.18,10.11,14.47
PZAT_sq,,,,,130.38,-48.14,-7.32,-1.98,115.77,-43.79,-9.55,26.20,70.65,-40.73,-7.26,12.04,-1.46,-15.11,6.05,-20.66,113.70,-60.55,31.07,-2.00,-2.74,-8.07,10.41,-1.97,7.55,-12.68,7.27,-2.84,3.56,-18.07,5.62,-6.21,-3.93,-8.56,4.27,-0.08,-0.86,-7.28,-1.12,-1.33,4.17,4.00,2.34,-0.75
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,0.81,-42.50,44.82,,,88.73,,-33.90,-73.93,-50.80,-70.04,-5.13,36.69,-40.74,-2.02,-22.97,-25.09,-12.63,-18.71,-16.44,-15.01,10.83,17.69,16.41,18.53,39.57,3.40,6.70,1.20,-54.31,-39.30,-36.35,-34.32,11.96,13.51,11.59,10.05,2.91,-1.25,1.45,0.58,-4.19,-3.43,-10.17,-6.87,-0.41,-0.35,-2.04
PELDR_sy,-23.70,5.08,12.46,,,-9.27,,-3.25,-36.50,-0.51,-13.85,-10.61,19.11,-4.80,3.29,-2.25,-19.61,-13.30,-3.17,-1.80,-2.72,0.91,-7.56,-7.85,15.38,12.98,4.31,-0.95,-11.52,-7.85,-9.29,-8.05,-0.95,-1.52,4.27,6.50,4.93,7.25,6.62,2.60,-3.53,-11.83,-6.08,-1.42,2.57,7.83,-1.22,6.91
PELDR_qq,,,,,81.35,-8.36,4.04,-61.77,-28.49,72.96,-36.65,21.07,3.04,-25.01,4.74,-4.83,0.21,-12.53,-2.55,-2.17,1.92,14.07,3.48,-3.24,3.78,34.31,-23.34,-0.15,-1.57,-39.35,1.84,4.71,1.57,3.37,3.25,2.94,0.16,-3.33,-0.92,5.75,-0.70,-7.91,-0.14,-1.62,2.94,-1.51,-0.09,-3.29
PELDR_sq,,,,,22.70,-26.47,5.40,1.75,-19.47,15.20,-8.74,5.58,7.30,-7.92,-0.98,-0.09,-11.76,-0.69,10.60,1.32,-12.58,3.00,1.33,0.99,9.46,0.86,-6.45,-4.10,-2.21,5.04,-7.91,-2.79,5.34,4.43,-2.49,-0.72,3.79,6.74,-3.07,-4.46,-2.41,-2.44,3.26,0.27,1.54,2.57,-5.41,8.54
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,5.99,-8.48,8.29,,,37.33,,45.17,-2.01,-2.03,-3.73,-2.91,-2.98,0.14,2.38,6.67,3.31,-7.05,-12.38,-20.69,-10.85,-1.39,11.06,19.88,7.84,10.22,-7.03,-8.67,-12.27,-33.22,-27.78,-24.81,-21.36,4.38,2.62,-6.42,-1.66,-2.13,2.28,15.33,5.12,2.18,0.38,-3.13,1.37,1.21,-5.23,-5.83
TSF_sy,-1.97,3.79,7.23,,,14.08,,26.78,40.11,-2.04,-7.93,5.11,0.38,0.41,11.10,-4.74,-15.01,-2.44,-4.85,-4.93,3.36,-5.26,-8.76,-1.12,-0.02,2.25,2.37,-4.64,-0.38,-3.51,-8.25,-3.98,-2.56,3.47,11.94,5.15,10.14,-5.22,-7.68,-0.90,-9.50,-1.38,1.62,-1.09,2.18,-2.11,-6.39,-4.52
TSF_qq,,,,,52.42,-2.30,0.61,-3.10,2.89,-2.33,-1.14,-2.27,2.81,0.81,1.07,1.82,-0.42,-9.30,-4.72,-7.83,11.93,0.33,7.30,-0.52,0.69,2.54,-9.49,-2.27,-3.28,-21.95,-2.11,1.75,1.15,3.60,-3.76,-7.21,6.30,3.10,0.58,4.63,-3.12,0.22,-1.19,0.97,1.38,0.06,-7.48,0.33
TSF_sq,,,,,-7.15,41.55,-0.54,-3.01,2.61,-1.03,-6.52,10.73,-2.01,-1.00,3.43,-5.05,-12.57,13.63,0.87,-5.14,-4.95,4.16,-2.86,2.81,-3.88,6.52,-2.74,-4.23,0.41,3.18,-7.53,0.23,1.89,9.56,0.04,-5.85,6.72,-5.72,-2.56,1.07,-2.54,2.75,0.41,-1.63,0.68,-1.57,-3.98,0.33
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,11.06,39.24,-27.00,,,-79.65,,-65.54,157.18,48.16,144.32,30.13,-7.99,51.02,-13.32,-22.38,15.22,86.81,152.63,252.12,125.06,21.82,-15.76,-28.32,-14.26,-45.41,10.06,8.16,25.10,303.13,134.99,122.98,101.30,-14.68,-14.68,-13.30,-12.91,-6.86,-3.42,-8.26,-6.12,2.45,2.40,9.44,4.36,-3.34,-1.61,0.77
ZKO_sy,-7.10,1.03,-7.62,,,0.16,,-22.43,-32.42,-0.71,29.98,2.54,-2.10,-4.42,-22.97,1.79,4.56,21.54,20.14,17.49,39.88,8.01,16.00,9.82,-0.91,-9.37,-6.44,-3.04,1.89,0.76,7.86,5.66,7.26,6.74,-4.90,-1.21,-1.84,4.33,13.61,8.43,14.63,7.59,2.40,2.01,-1.01,-0.75,2.29,1.84
ZKO_qq,,,,,-84.52,30.82,-8.42,85.85,15.51,-24.64,51.02,-1.01,-18.33,23.69,-13.32,-11.37,21.24,100.54,17.22,23.54,-22.51,8.55,-18.93,5.11,-7.30,-30.89,63.44,3.29,7.22,122.72,-4.73,-1.99,-3.21,-5.60,-4.73,-0.39,-2.77,0.95,-1.21,-5.39,-0.51,10.18,-1.27,1.11,-5.12,2.05,0.50,3.55
ZKO_sq,,,,,-0.69,-14.91,-13.61,6.26,-13.47,25.01,13.09,-16.18,-17.39,22.05,-8.86,10.78,-15.14,41.86,-9.91,8.33,1.03,9.54,-3.24,2.56,-8.84,0.19,-0.11,6.28,-4.21,-0.92,6.93,4.11,-2.76,-1.40,-4.74,8.16,-3.38,4.80,3.74,3.23,2.15,-1.64,-1.27,2.84,-0.88,-1.38,1.76,2.38
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,-0.69,-24.68,15.56,,,-57.33,,-75.60,-32.91,-26.94,-26.76,22.91,25.98,-10.63,-15.18,-40.07,-14.81,60.88,102.55,182.82,89.89,24.48,-8.42,-20.92,-5.13,-23.19,15.34,17.40,28.73,78.84,38.70,32.95,25.14,-4.13,-2.91,-1.58,-1.93,-1.44,-1.14,-3.33,-2.18,0.14,0.32,2.02,-0.03,-1.26,0.07,0.47
OSF_sy,-6.74,3.43,0.39,,,-2.71,,-1.71,-32.43,-5.24,-0.30,-8.67,-0.97,0.65,-9.03,3.02,42.48,2.91,9.50,4.85,-3.32,0.85,1.67,0.67,2.66,0.46,0.77,0.46,-3.68,0.85,1.32,3.81,2.36,1.65,0.75,-1.10,-2.26,-0.16,0.56,0.41,3.24,-0.33,1.67,-0.10,-0.42,-0.21,-4.15,-4.47
