,2004/Q4,2005/Q4,2006/Q4,2007/Q4,2008/Q4,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
GPM_qq,,,,,,,-4.14,-16.57,-41.51,-38.73,-64.99,-27.11,-184.41,40.20,61.33,92.22,2904.50,-17.66,16.29,1463.20,-108.54,114.30,-233.63,269.17,49.22,185.52,-43.30,-19.89,-51.57,-98.66,52.90,1428.40,334.64,-91.19,5.90,-44.15,-8.05,-147.49,51.24,-1392.31,,-241.42
GPM_sq,,,,,,,-98.20,23233.33,61.36,-20.41,17.91,46.34,-9.94,7.95,-2.98,-14.52,12.73,-11.79,-10.60,-4.61,-27.09,54.57,-17.65,4.14,-13.63,-19.09,23.35,-45.10,12.47,-7.70,-119.96,525.62,-139.39,137.09,421.20,23.87,-17.22,-7.19,23.31,-10.14,,-76.50
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,532.54,129.18,-99.11,-2284.73,,,-5.59,,-66.99,-34.98,66.48,54.42,76.35,93.75,-36.13,84.69,87.24,2120.94,376.65,2422.29,3244.35,-92.88,-78.82,-63.06,-44.36,620.73,122.77,-14.26,-82.16,-85.82,-82.11,-80.02,129.25,215.30,31.68,78.69,-107.78,-100.45,-157.31,-156.65,-506.25
ROPA_sy,,-38.51,39.34,-56.76,33.06,,,-107.57,,43.58,116.12,272.97,85.06,25.75,-760.87,-200.00,438.46,366.13,153.51,735.94,937.50,88.79,-64.34,-23.96,-12.49,2.41,627.59,17.61,-23.15,-13.64,-12.80,-41.48,-49.19,-29.95,-15.04,5.63,25.00,-116.06,-33.90,-8.00,1.03,-77.42
ROPA_qq,,,,,,,0.75,-33.48,21.31,-60.18,19.77,66.85,-7.01,16.88,78.80,-621.99,87.96,30.72,3456.52,-1.17,1.05,-6.20,-92.39,193.82,76.24,41.29,-1.49,-9.18,-32.17,-70.60,-21.73,14.59,-24.22,237.30,7.65,-52.14,2.83,-114.68,93.75,-5975.00,-1.65,-57.09
ROPA_sq,,,,,,,-44.59,82.71,-135.14,4.02,141.32,85.51,-120.31,-376.92,-267.74,71.93,168.75,275.00,-26.06,233.61,12.16,-31.76,-86.04,611.49,29.08,-20.15,-0.78,15.01,-15.66,-10.26,0.18,-22.83,-26.76,23.72,21.50,-4.05,-13.33,-115.90,600.00,33.55,-4.83,-127.92
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,1501.84,38.10,-96.21,6234.10,,,196.72,,170.72,123.69,-50.74,-64.15,-69.33,-21.20,-91.17,-399.84,-560.22,-321.60,-9863.98,99.10,103.94,99.75,100.16,1060.09,248.24,7069.40,2367.47,68.99,-87.58,-74.89,860.56,-112.32,1516.50,-3792.61,-45.67,9950.30,-173.44,144.12,-30.69,-81.10,313.54
ZNPO_sy,,54.57,4.34,-94.36,1125.31,,,-115.10,,-82.78,-193.38,203.39,199.43,328.16,370.82,418.21,-99.46,-92.18,-71.52,-4.20,17994.74,709.59,156.61,-58.69,39.89,89.99,-29.76,48.28,-56.32,-87.11,-94.27,59.58,21.61,168.37,1855.52,-130.60,-119.69,-151.07,-62.41,19.22,-103.38,151.63
ZNPO_qq,,,,,,,-9.44,279.43,4.85,-24.86,-25.17,-16.45,-23.68,-35.72,92.26,-90.64,-2692.55,1.34,7.42,-312.34,99.76,531.91,-105.89,368.97,1303.21,56.66,17.88,-4.77,-3.90,-88.49,138.40,3542.78,-101.23,1610.09,-644.59,153.59,123.49,-111.26,427.14,-15.80,-39.06,27.22
ZNPO_sq,,,,,,,-74.29,-142.73,-297.63,139.42,-239.42,147.31,282.39,69.76,-11.82,-9.47,-99.60,2342.11,221.34,204.49,-24.27,9.26,1.85,-50.98,156.44,48.39,-62.34,3.48,-24.45,-56.21,-83.26,2781.82,-42.43,-3.37,21.97,-145.09,62.96,-150.70,189.77,-196.91,6.75,163.64
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,,,-34.38,1155.52,,,,,,,,,,,-459.46,-459.46,-459.46,33.06,118.55,131.44,123.24,,,,-95.88,,,,,,,,,,,,,,,,
ZFI_sy,,,,6.49,58.27,,,,,,,,,,,-10.17,1.90,4.40,1.57,13.48,11.59,-1.38,,,,-94.21,,,,,,,,,,,,,,,,
ZFI_qq,,,,,,,,,,,,,,,,-459.46,,,137.02,-49.88,69.44,-26.08,,,,,,,,,,,91.76,,,,,,,,,
ZFI_sq,,,,,,,,,,,,,,,,-7.75,,,0.14,3.07,-4.55,0.12,,,,,,,,,,,17.78,,,,,,,,,
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,-33.84,-11.52,-58.44,-87.69,,,659.72,,1507.60,525.04,-73.36,-85.54,-92.59,-68.87,96.96,9.35,372.48,87.64,199.29,625.07,73.37,9.01,-0.83,-5.11,28.68,33.80,26.12,24.27,-5.09,-10.45,-1.49,3.77,-3.32,4.29,-15.22,-14.52,-8.61,-12.83,14.26,11.34,13.86
DTAR_sy,,-2.57,14.03,-22.88,-9.65,,,-3.10,,26.41,-5.86,-27.44,0.70,-5.85,-36.43,84.42,32.56,9.65,81.31,-4.20,1.29,4.34,28.85,-13.67,-2.13,-3.79,-5.34,3.49,-14.10,1.22,-2.97,8.21,-13.26,-21.35,10.38,-5.22,49.02,45.96,7.88,17.45,5.03,14.44
DTAR_qq,,,,,,,144.40,162.36,38.49,81.04,-4.98,-88.82,-24.82,-7.17,298.99,-29.27,-58.26,301.14,58.45,12.82,1.11,-4.09,-0.37,2.63,-3.25,30.06,3.60,-3.26,-4.67,-0.67,-2.25,6.42,0.42,-7.45,5.45,-13.49,1.26,-1.05,0.57,13.40,-1.33,1.18
DTAR_sq,,,,,,,-4.34,17.91,-10.08,24.64,-28.76,-9.11,24.78,16.53,-51.90,163.69,-10.31,-3.60,-20.47,39.33,-5.17,-0.70,-1.79,-6.65,7.51,-2.39,-3.37,2.06,-10.76,15.01,-7.37,13.83,-28.47,4.28,30.01,-2.27,12.47,2.14,-3.91,6.41,0.57,11.29
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,-63.38,-19.64,-70.49,-89.57,,,783.80,,2514.40,849.31,-76.64,-88.41,-95.43,-77.39,105.83,24.47,492.18,105.58,268.19,732.52,78.33,12.33,-0.86,-0.61,46.24,50.56,38.97,34.82,-8.16,-11.69,-1.33,1.59,-4.55,-33.01,-22.37,-22.30,-13.96,-15.11,20.41,16.12,19.80
CG_sy,,41.27,24.83,-33.29,-18.05,,,-30.92,,44.29,-5.61,-5.68,29.92,-36.78,-44.01,127.74,36.13,56.87,122.20,19.41,2.05,30.04,46.37,-25.23,2.74,3.01,-10.85,-5.09,-19.47,-14.34,-12.80,7.72,-20.42,-21.86,13.79,-23.95,15.60,73.70,21.96,56.56,90.21,16.83
CG_qq,,,,,,,153.31,193.24,49.61,135.26,-8.02,-92.78,-25.78,-7.25,355.05,-34.29,-55.12,341.26,57.98,17.69,1.48,-5.48,-0.49,3.87,1.73,39.07,2.45,-4.12,-1.31,-5.27,-1.49,7.13,1.61,-10.99,-30.87,24.16,1.71,-1.43,-31.80,76.10,-1.91,1.69
CG_sq,,,,,,,12.33,-12.04,5.56,38.34,-26.51,-12.10,45.39,-32.68,-34.92,257.53,-13.09,-22.43,-7.81,92.14,-25.73,-1.15,3.76,-1.85,2.06,-0.88,-10.20,4.49,-13.41,5.44,-8.58,29.07,-36.04,3.53,33.13,-13.74,-2.77,55.56,-6.52,10.74,18.13,-4.45
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,-80.93,,,-94.83,,,55.81,,150.79,91.03,-86.57,,-93.67,353.02,3800.00,,12540.00,253.63,565.53,13238.89,86.55,-0.08,2.91,1.62,-38.59,-36.86,-46.34,-47.34,22.65,17.40,45.12,50.58,-4.79,-33.31,-32.59,-34.21,-23.42,-24.85,73.45,71.88,70.58
LDER_sy,,65.43,,,-39.46,,,16.67,,80.31,-55.65,-46.01,,118.97,32.36,488.32,,16.22,63.96,-45.45,-40.80,-16.71,-32.17,-1.94,-12.04,-42.58,26.68,-14.00,-29.31,11.12,4.68,13.36,-9.99,30.14,40.09,-6.02,14.22,-28.70,-2.50,42.98,62.87,3.55
LDER_qq,,,,,,,23.81,-14.10,34.33,75.56,-5.70,-93.96,,,6650.00,-48.00,-94.87,6922.22,88.84,-2.14,2.78,-1.79,1.15,0.80,1.50,-40.66,4.01,-14.34,-0.39,38.21,-0.45,5.88,3.37,-12.61,-30.28,7.04,0.87,1.73,-31.58,147.07,-0.05,0.96
LDER_sq,,,,,,,151.22,-36.55,28.01,-11.64,-38.20,-22.76,,,-62.64,243.30,12.74,-19.62,-47.30,14.21,22.36,13.09,-57.08,65.12,9.75,-26.17,-5.32,12.09,-9.78,16.04,-10.80,21.39,-28.36,67.78,-3.98,-18.56,-12.93,4.73,31.30,19.42,-0.82,-33.42
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,45.05,,,150.52,,,4.38,,7.63,17.94,169.06,,131.71,,-87.85,,,,143.61,,,-8.97,-1.61,0.19,83.95,81.82,112.31,108.78,-9.90,-8.47,-25.69,-28.24,2.71,3.00,30.82,35.99,26.23,24.62,-34.21,-34.62,-33.07
PZAT_sy,,-6.17,,,-9.62,,,8.89,,12.16,-10.96,4.04,,-87.79,,-92.04,,,,108.84,,,-29.53,-18.85,303.02,206.54,53.17,-16.83,-50.53,-78.52,-58.95,166.36,53.22,276.66,16.44,-81.82,-54.87,-72.13,-43.05,-0.44,-28.84,23.29
PZAT_qq,,,,,,,-23.75,86.52,-15.10,-10.87,-16.44,325.52,,,,,,,,-1.61,0.05,-7.16,-0.40,6.35,1.88,70.46,-1.55,24.18,0.18,-26.44,0.02,0.83,-3.26,5.28,0.31,28.06,0.56,-2.28,-0.98,-32.39,-0.07,0.05
PZAT_sq,,,,,,,-22.46,-31.15,78.59,17.65,-38.45,-19.55,,,,,,,,-45.82,-44.02,41.80,63.86,-37.60,177.99,7.85,-18.12,-66.12,65.35,-53.17,56.47,119.85,-4.88,15.11,-51.63,-65.66,136.07,-28.91,-1.16,-39.98,68.74,23.16
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,118.46,,,-65.92,,,-16.20,,-31.97,-1.68,19.27,,45.18,609.51,85.42,,0.10,-84.15,-36.87,30.25,28.97,19.40,-0.92,-1.50,-19.74,-21.02,-21.40,-18.82,-6.39,-4.10,-0.54,-0.09,1.98,39.20,10.07,8.07,3.95,7.06,-5.06,-3.73,-5.29
PELDR_sy,,122.19,,,12.28,,,-13.81,,19.92,67.12,19.99,,83.11,48.30,25.67,,-38.22,-38.90,25.24,16.33,0.20,13.21,-29.04,-23.35,-17.12,13.33,34.58,4.92,-1.38,-31.28,-35.86,17.17,18.58,14.72,20.45,25.58,10.55,17.46,-18.30,3.13,-20.83
PELDR_qq,,,,,,,-3.93,-10.77,-3.00,-18.19,38.86,8.24,,,578.62,-71.71,-52.74,10.34,7.47,12.65,-2.50,9.26,-0.50,-6.52,-3.07,-10.97,-2.10,-6.96,0.11,2.66,0.30,-3.50,0.55,4.79,36.90,-23.69,-1.27,0.79,41.00,-32.33,0.11,-0.84
PELDR_sq,,,,,,,-13.56,34.89,-17.85,25.21,20.46,-3.15,,,-2.44,-17.94,-31.62,12.86,-3.52,68.21,-36.49,-2.78,9.01,5.43,-31.40,5.13,49.05,25.20,-46.52,-1.19,3.86,16.86,-2.30,,0.48,22.70,1.86,-11.97,6.77,-14.66,28.58,-32.42
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,11.63,,,9.55,,,-13.98,,-38.06,-33.71,13.33,,59.84,44.93,-1.05,,-10.14,5.86,-3.11,7.60,6.59,-2.98,0.61,-4.22,-18.46,-17.42,-17.43,-16.37,6.28,3.70,4.99,8.01,0.56,47.92,3.61,3.92,2.64,-0.02,2.72,3.66,2.73
TSF_sy,,5.69,,,-0.32,,,5.88,,1.62,-0.40,8.39,,5.89,4.97,-6.83,,-9.37,-7.50,-3.38,1.34,2.00,-5.43,13.95,-1.24,-0.06,7.62,-1.90,7.60,7.64,-3.27,-3.28,-0.69,-4.21,4.43,1.63,-4.20,-0.17,-3.67,-3.37,-5.10,-5.77
TSF_qq,,,,,,,-3.54,-10.64,-7.24,-22.53,3.23,52.77,,,-6.40,4.30,-9.81,2.06,10.27,-4.54,0.16,1.10,0.37,-1.01,-4.64,-13.93,1.65,-1.02,-3.42,9.38,-0.82,0.21,-0.65,1.83,45.89,-29.81,-0.35,0.58,42.12,-27.88,0.56,-0.33
TSF_sq,,,,,,,6.57,-8.29,6.52,-2.39,4.45,-0.19,,,3.55,-11.42,3.12,-4.18,5.68,-7.48,8.16,-3.55,-2.01,11.47,-6.25,-2.40,5.51,1.62,2.83,-2.36,-5.18,1.60,5.59,-5.83,3.37,-1.13,-0.47,-1.86,-0.25,-0.81,-2.26,-2.55
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,-53.11,-31.17,-42.82,58.07,,,1319.32,,352.42,-43.96,-89.91,-83.65,-72.62,-87.54,-69.92,14.45,18.97,1392.21,520.97,97.00,-19.23,-56.99,13.51,15.60,52.46,61.31,50.95,34.69,50.33,43.52,44.05,50.64,-7.95,33.61,-41.86,-41.29,-16.25,-43.58,85.40,79.12,94.32
ZKO_sy,,-12.36,21.03,-14.73,23.72,,,-12.52,,12.04,-41.70,-8.05,2.86,-17.75,-27.80,5.07,-3.22,8.27,86.33,15.57,-0.01,0.15,-5.60,-2.33,15.22,9.84,11.57,4.37,-9.41,-9.09,-4.95,13.14,10.90,1.74,7.47,-3.14,4.92,14.40,5.18,6.84,-1.47,18.56
ZKO_qq,,,,,,,170.65,177.25,-43.55,6.79,-66.47,-50.07,-8.56,78.89,-84.74,20.54,247.92,85.95,91.35,-49.84,10.37,-23.76,1.88,32.39,12.41,0.55,7.80,23.89,0.31,12.22,2.91,24.35,4.89,-31.43,49.37,-45.89,5.93,-2.18,0.63,77.82,2.34,6.11
ZKO_sq,,,,,,,25.57,-32.00,9.86,19.44,-34.66,7.25,22.90,-4.49,-42.64,56.07,13.20,6.85,-1.30,-3.20,-2.06,7.03,-6.97,0.16,15.54,2.03,-5.51,-6.31,0.28,2.40,-1.21,11.53,-1.71,-6.05,4.35,0.52,6.47,2.44,-4.06,2.11,-1.81,23.26
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,60.70,529.55,-91.92,-41.91,,,1086.54,,204.89,-45.29,-87.89,-79.83,-59.66,-15.96,-46.09,0.63,5.82,103.90,229.06,107.30,-5.05,-48.65,11.84,13.52,32.11,37.14,30.37,20.52,36.80,34.56,33.73,39.71,-5.45,95.77,-33.06,-33.37,-12.24,-39.12,62.44,59.36,70.01
OSF_sy,,22.71,-3.35,-10.38,3.16,,,-14.86,,17.84,-44.66,-17.56,4.48,-4.33,-1.83,23.95,16.28,1.02,44.13,30.60,11.57,15.16,0.67,-14.16,-8.81,-7.70,12.06,20.97,19.10,55.25,4.25,-21.61,-14.05,-33.21,3.31,22.16,31.56,22.54,10.02,24.93,14.04,-6.97
OSF_qq,,,,,,,159.65,147.61,-45.35,-13.23,-53.41,-45.19,-8.96,73.54,-2.95,-64.84,69.94,82.48,87.02,-43.26,7.05,-16.41,1.15,23.57,8.66,-2.73,5.00,17.47,0.45,10.41,3.28,16.74,4.94,-25.27,113.85,-60.08,4.46,-1.58,48.36,6.50,2.48,5.00
OSF_sq,,,,,,,56.03,-25.15,-18.20,23.36,-26.73,11.50,3.67,12.97,-24.82,40.78,-2.75,-1.86,7.27,27.57,-16.92,1.30,-6.23,8.77,-11.74,2.53,13.85,17.41,-13.10,33.65,-23.55,-11.72,-4.72,3.85,18.26,4.38,2.62,-3.27,6.18,18.54,-6.33,-21.09
NetDebt,260000000,-3000000,391000000,-3022000000,-70000000,71000000,143000000,286250000,315000000,360000000,95740000,-4410000,-6980000,38000000,238000000,-753000000,1098000000,5910000000,6051000000,1754000000,3617996000,892379000,1493000000,3937689000,5385442000,9813809000,11561779000,12971481000,13402758000,14024352000,14385725000,16021767000,16805135000,14102706000,17773263000,11539124000,12339243000,12764978000,13349879000,16616034000,16593105000,17254776000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,-100.26,2924.32,-7258.09,100.78,,,-1081.13,,-665.15,6.01,103.85,103.08,77.22,-5590.61,6786.82,-7414.55,-6059.37,102.02,-93.26,108.84,100.37,178.90,815.08,209.05,1270.27,-16.73,15.57,139.62,706.82,741.55,549.20,495.14,-57.62,-58.73,-45.20,-57.07,-1741.42,9434.12,-394.54,-371.85,81.93
NetDebtEBITDA_sy,,173.27,236.92,-52.36,-35.47,,,-15.93,,132.25,830.38,359.58,-9.87,-59.55,-94.51,185.59,188.69,160.68,432.30,-21.70,-33.55,-43.63,-62.14,-15.83,-16.01,2.59,171.85,-1.83,3.55,-41.72,-56.59,-18.86,-18.74,154.79,99.56,-34.53,24.09,-74.64,-50.01,8.31,-3.43,-66.10
NetDebtEBITDA_qq,,,,,,,-163.56,-64.42,-87.24,5.70,67.62,106.73,50.00,-797.27,-7987.05,108.14,-259.32,-487.15,102.65,-72.84,108.91,-75.71,1923.94,-10.88,-29.44,7.68,22.99,23.69,46.29,262.55,28.29,-4.58,34.11,-74.18,24.92,26.71,5.05,-1087.13,825.60,-103.91,3.04,34.39
NetDebtEBITDA_sq,,,,,,,-34.44,-63.56,321.58,130.58,162.62,-82.00,-17.33,3.49,-64.37,836.79,-16.43,-6.55,-27.25,37.81,-29.07,-20.73,-51.13,206.38,-29.23,-3.18,29.49,10.64,-25.35,-45.51,-3.56,106.83,-25.24,70.86,-24.46,-32.14,41.68,-65.08,48.89,47.01,26.33,-87.74
DebtFin,56000000,-267000000,-657000000,-4164000000,-176000000,-14000000,-32000000,18450000,-2000000,-64000000,-313300000,-84290000,-64120000,-21000000,,-987000000,,,4269000000,2645000000,4624986000,4810878000,5364000000,5343176000,5498765000,491595000,1244756000,1070085000,1551788000,1899489000,2504701000,1055093000,1887660000,-42520000,704179000,-841861000,-81246000,371221000,787331000,1400344000,1778624000,2253616000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,-210.56,47.25,-5769.53,101.42,,,-125.19,,590.77,1273.68,1241.19,4357.35,-29.18,,371.60,,,,-92.25,,,1320.32,723.78,146.79,-87.26,-97.50,-92.97,-72.82,2078.93,1260.74,418.07,477.36,-100.94,-90.61,-160.72,-102.52,-15769.86,14094.00,-240.21,-4321.05,18.85
DebtFinEBITDA_sy,,76.73,141.14,-115.43,80.58,,,23715.00,,118.37,157.00,-107.88,33.13,13644.26,,2760.75,,,,66.11,,,1013.97,-33.95,145.63,457.86,-43.99,69.71,-87.71,-77.04,-51.67,-24.56,178.72,30.13,-3.93,-89.37,220.85,-79.37,271.50,0.41,-66.87,731.91
DebtFinEBITDA_qq,,,,,,,199.62,-147.37,118.43,2541.18,495.82,-60.65,-28.02,-58.03,,,,,,-41.97,77.19,2.46,1248.14,-66.34,-46.92,-94.71,164.04,-5.21,105.27,324.11,64.90,-63.91,128.77,-100.69,1745.21,-333.39,90.51,-4255.26,1571.47,-105.59,-23.32,20.06
DebtFinEBITDA_sq,,,,,,,-431.63,367.59,-46.64,-97.58,1549.18,-136.98,1001.88,149.90,,,,,,881.61,-46.67,-45.73,292.16,-41.79,98.30,23.25,-60.63,76.36,-85.64,130.35,-17.13,175.29,-46.96,7.55,-38.82,-69.54,1501.01,-93.09,1001.89,-91.77,428.23,73.62
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,242.71,814.64,-85.86,-63.24,,,-16.42,,-32.61,-2.38,19.98,23.41,47.33,574.70,79.29,-12.06,-11.05,-86.34,-47.02,5.21,17.55,19.42,-1.47,-1.80,-13.36,-14.98,-13.64,-10.53,-8.99,-6.24,-7.16,-7.25,2.72,46.52,15.13,13.47,4.78,7.91,-12.39,-11.02,-12.51
SP1_sy,,87.64,-28.39,-15.18,8.17,,,-26.67,,31.91,34.45,33.22,20.04,16.57,75.44,10.56,-23.21,-5.59,-30.97,28.26,49.38,-4.96,-22.48,-21.31,-24.62,-11.07,6.17,-6.66,8.16,-6.09,-15.37,-18.28,-8.04,0.47,9.15,29.87,22.69,25.70,6.79,-23.36,-10.11,-29.40
SP1_qq,,,,,,,-4.07,-10.69,-3.20,-18.74,38.96,9.77,-0.43,-2.99,536.35,-70.83,-51.17,-1.87,-2.28,13.12,-3.01,9.64,-0.72,-6.67,-3.33,-3.27,-2.59,-5.19,0.14,-1.61,0.36,-6.12,0.05,8.97,43.16,-26.23,-1.39,0.62,47.44,-40.11,0.14,-1.05
SP1_sq,,,,,,,-0.53,4.00,6.57,19.65,1.38,3.05,-3.97,16.19,52.58,-35.06,-33.30,42.85,11.56,20.66,-22.32,-9.12,-9.00,22.48,-25.58,7.23,8.64,7.67,-13.77,-6.90,-2.10,3.97,-2.96,1.72,6.36,23.71,-8.33,4.22,-9.65,-11.22,7.53,-18.14
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,111.74,681.36,-84.68,-65.92,,,-16.21,,-31.97,-1.70,19.28,22.30,45.18,609.66,85.44,-11.91,0.10,-84.15,-36.87,30.25,28.97,19.40,-0.92,-1.50,-19.74,-21.02,-21.40,-18.82,-6.39,-4.10,-2.37,-1.92,1.98,39.20,9.21,7.18,1.23,5.08,-5.17,-3.81,-5.41
SP2_sy,,54.63,-36.89,-14.64,11.31,,,-27.85,,37.85,66.99,35.52,28.09,83.28,48.44,25.50,-2.88,-36.46,-32.05,33.73,24.32,-1.73,1.80,-29.01,-28.14,-20.91,8.17,34.58,2.86,-2.99,-32.69,-36.09,20.18,25.30,22.70,43.16,25.77,10.54,17.46,-31.01,3.13,-18.25
SP2_qq,,,,,,,-3.93,-10.79,-2.97,-18.19,38.83,8.25,-0.52,-2.89,578.62,-71.71,-52.74,10.34,7.47,12.65,-2.50,9.26,-0.50,-6.52,-3.07,-10.97,-2.10,-6.96,0.11,2.66,0.30,-5.28,0.57,6.74,36.90,-25.69,-1.30,0.81,42.11,-32.94,0.11,-0.87
SP2_sq,,,,,,,-0.53,11.96,-1.04,25.08,20.50,-9.14,-6.46,78.97,-2.41,-23.18,-27.61,17.08,4.37,51.19,-32.71,-7.45,8.11,5.43,-31.88,1.86,47.86,31.18,-47.93,-3.94,2.60,24.54,-2.09,0.15,0.48,45.31,-13.99,-11.97,6.77,-14.66,28.58,-30.23
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,83.37,-49.87,872.50,-66.04,,,-99.45,,-29.34,281.42,8938.05,15938.46,122.70,,406.28,,,,-85.70,,,-45.42,-60.40,-27.75,-30.19,-10.82,-12.06,14.35,-62.46,-74.59,-57.55,-71.28,46.12,64.11,135.68,177.69,-27.23,-17.27,-28.42,-17.56,-33.17
CAR_sy,,-14.43,-29.06,-18.46,-29.70,,,-19.55,,45.95,500.38,69.46,137.98,65.49,,27.89,,,,-57.71,,,-23.35,99.00,11.91,0.54,54.55,-7.52,-2.93,-54.33,-50.14,12.93,-67.81,38.62,66.13,-18.37,37.69,-19.55,-61.54,-26.10,-14.48,-41.76
CAR_qq,,,,,,,-5.03,-94.56,-42.48,2278.46,412.68,28.85,2.08,-66.97,,,,,,18.95,-62.96,84.88,-33.00,-13.70,-32.41,78.63,-14.40,-14.90,-12.12,-41.36,-42.05,42.13,-40.53,198.31,-34.91,104.12,-29.93,-21.83,-26.01,76.63,-19.31,-36.63
CAR_sq,,,,,,,-36.09,44.13,24.52,27.25,162.89,-59.32,74.88,-11.51,,,,,,-58.67,100.17,37.65,-32.69,7.30,12.57,23.66,3.46,-35.79,18.15,-41.82,12.97,45.44,-66.32,150.50,35.39,-28.54,-43.19,46.38,-35.28,37.31,-34.26,-0.30
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,64.30,31.60,192.44,-52.81,,,-94.22,,-82.95,60.84,887.31,491.80,268.26,1416.69,428.90,-8.53,167.10,-79.48,-67.83,61.76,38.37,50.60,-3.69,-8.69,-74.25,-76.58,-74.13,-70.70,-21.99,-18.22,-25.69,-28.69,8.46,-25.39,57.39,52.91,-3.34,42.94,-36.43,-32.86,-40.73
QR_sy,,2.88,-34.93,38.87,25.11,,,-17.22,,47.78,343.85,43.58,69.39,34.11,5.09,6.87,14.41,-38.09,-25.58,9.74,23.81,59.24,15.37,-7.26,-35.94,-32.99,-27.17,0.24,60.25,9.78,24.50,-13.14,-51.75,-1.24,-2.03,27.61,26.07,-8.90,-11.45,-43.87,-19.37,-44.31
QR_qq,,,,,,,-68.39,-67.54,78.84,-7.12,198.30,99.27,7.20,-42.21,1128.55,-30.51,-81.46,68.76,-5.64,8.98,-6.79,44.35,2.70,-30.31,-11.63,-59.29,-6.61,-22.99,0.06,8.40,-2.09,-30.03,-3.98,64.88,-32.65,47.60,-6.71,4.22,-0.40,-34.36,-1.47,-8.00
QR_sq,,,,,,,-56.71,136.53,-10.84,61.89,30.00,-23.48,5.19,28.17,1.88,-22.19,12.60,-30.64,22.47,14.74,27.04,-10.80,-11.27,-7.76,-12.24,-6.71,-3.56,26.95,40.30,-36.09,9.37,-11.43,-22.06,30.82,8.50,15.36,-23.00,-5.47,5.46,-26.88,10.60,-34.71
