,2004/Q4,2005/Q4,2006/Q4,2007/Q4,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
ROS_sq,,,,,,-13.37,-58.20,-136.92,-69.17,-17.24,35.71,-13.40,-23.34,63.55,307.69,431.48,26.60,5.18,-52.33,75.02,-15.32,-19.51,-23.16,-41.92,4.47,-18.42,100.40,-39.44,-34.55,-11.17,194.29,10.68,2.98,-12.95,38.16,4.67,-7.58,-4.69,-5.07,-10.52,-11.21,7.23,2.75,-9.98,-13.86
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,19.49,-45.33,-5.16,,,6.96,,-13.22,-78.88,-101.56,-106.20,-76.76,130.77,6009.09,2440.54,800.00,271.21,108.31,57.97,10.83,-23.27,-56.50,-59.87,-62.51,-59.79,-61.29,-73.22,-60.22,-49.47,53.07,256.46,238.42,262.83,157.31,84.73,44.74,16.45,-29.73,-43.90,-26.76,-11.03,19.97,25.60,-24.57
RS_sy,,-12.94,-8.75,21.72,,,-15.59,,-87.81,-94.63,-95.54,-90.39,31.71,478.22,713.85,3240.48,401.59,280.82,173.16,63.86,-18.25,-41.10,-17.02,-52.94,-41.55,-35.11,8.34,-4.34,32.67,50.82,8.39,32.17,18.97,11.39,28.76,45.61,30.98,22.55,-12.96,-27.76,-22.53,-11.66,-0.76,-1.67,-25.71
RS_qq,,,,,,14.75,4.43,-15.56,-14.24,-72.07,-107.69,-236.36,421.62,177.31,96.97,33.23,23.67,14.38,10.53,1.03,-13.23,-20.81,-37.34,-6.79,-18.94,-15.06,-39.68,-35.53,20.41,7.91,82.72,50.14,14.31,15.69,29.58,7.80,-10.43,-6.92,-21.81,-13.95,16.94,13.07,5.43,-9.91,-29.77
RS_sq,,,,,,-20.17,-22.50,-70.01,-34.32,-64.81,-35.64,-35.38,800.00,54.50,-9.42,165.22,35.14,17.30,-35.03,59.10,-32.58,-15.48,-8.47,-9.76,-16.27,-6.18,52.82,-20.32,16.14,6.66,9.83,-2.84,4.53,-0.14,26.96,9.87,-5.97,-6.57,-9.83,-8.81,0.83,6.55,1.29,-9.64,-23.82
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,34.15,-62.39,48.72,,,8.62,,-19.86,-100.15,-109.37,-123.51,-96.15,32200.00,3816.95,1518.31,10827.78,469.47,-51.85,-46.03,-52.36,-59.41,-48.77,-27.51,9.07,23.85,36.97,-42.39,-80.82,-77.48,-58.57,5.07,180.10,213.53,169.71,85.12,40.98,9.24,-41.79,-53.79,-39.15,-21.86,24.27,27.21,-33.76
GPM_sy,,8.74,-28.08,55.28,,,-53.43,,-116.90,-122.48,-118.95,-33.55,32.11,96.58,362.50,1032.85,1053.08,17573.33,227.82,-1.19,-44.87,-53.99,-15.67,-64.05,-44.51,-49.92,6.35,1.02,-30.87,17.55,-5.88,76.91,144.27,82.82,51.72,55.79,40.16,28.27,-8.96,-26.18,-31.55,-19.94,-11.41,-14.75,-18.32
GPM_qq,,,,,,14.55,-5.83,-4.13,-22.52,-100.21,-5800.00,-140.68,112.68,1683.33,583.18,-8.16,-2.33,-7.07,-42.23,2.94,-13.80,-20.81,-27.09,45.66,29.70,-10.08,-19.37,-38.73,-56.83,5.61,48.31,55.37,15.09,18.21,27.58,6.64,-12.34,-8.40,-32.02,-15.35,15.44,17.62,8.12,-13.36,-39.88
GPM_sq,,,,,,-14.03,-58.83,-119.33,-147.10,-14.36,65.30,-36.18,-25.60,94.23,2760.00,383.96,28.33,5.77,-50.10,45.87,-28.41,-11.71,-8.54,-37.81,10.50,-20.32,94.21,-40.92,-24.39,35.50,55.49,11.05,4.40,1.41,29.04,14.03,-6.07,-7.19,-8.41,-7.54,-12.91,8.55,1.35,-11.03,-16.56
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,692.08,3.29,-90.39,,,6.69,,1.81,-17.67,-27.99,-25.14,-16.43,6.33,29.04,37.61,38.36,34.30,28.27,19.03,-3.71,-19.51,-37.20,-35.58,-26.32,-15.57,0.57,-2.69,2.58,5.89,19.94,35.61,33.81,34.77,34.44,28.30,19.42,13.12,-3.36,-13.24,-9.66,-5.11,2.65,5.15,-6.83
RBS_sy,,-5.22,-5.88,2.21,,,-7.59,,-36.36,-40.61,-31.30,-11.50,2.36,19.19,-1.99,18.70,17.49,18.14,24.71,26.25,4.42,-7.83,-5.38,-28.11,-20.65,-15.57,16.91,-2.69,12.42,13.90,-1.07,32.52,15.46,18.57,21.82,29.26,26.29,19.54,2.58,-11.88,-9.66,-5.11,2.65,5.15,-6.83
RBS_qq,,,,,,5.19,3.32,-4.02,-2.40,-14.94,-9.62,-0.22,8.96,8.22,9.68,6.41,9.54,5.05,4.76,-1.26,-11.39,-12.19,-18.27,1.29,1.34,0.63,-2.64,-1.99,6.83,3.88,10.28,10.81,5.41,4.63,10.01,5.74,-1.88,-0.89,-6.01,-5.07,2.17,4.10,1.67,-2.76,-9.48
RBS_sq,,,,,,-1.93,-14.01,-22.17,-3.03,-8.48,-0.53,0.27,12.15,6.56,-18.20,21.43,11.01,7.14,-13.65,22.94,-8.19,-5.43,-11.36,-6.61,1.34,0.63,22.75,-22.26,17.08,1.96,6.61,4.14,2.00,4.70,9.53,10.50,-0.34,-0.89,-6.01,-5.07,2.17,4.10,1.67,-2.76,-9.48
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,-21.53,-64.42,64.12,,,-6.20,,-30.17,,-116.70,-121.81,-89.43,,1528.57,1637.62,4511.43,420.00,-9.62,-11.01,-15.18,-28.61,-40.94,-54.41,-34.99,-21.17,1.01,-25.87,-76.52,-73.86,-56.63,1.28,155.50,184.86,158.55,61.31,24.34,-7.89,-50.51,-58.72,-41.57,-18.88,30.85,37.46,-24.23
ROPA_sy,,-8.15,-46.78,91.13,,,-28.25,,-69.84,,-112.94,-106.88,-64.50,,482.42,4485.45,1230.64,603.29,187.64,20.94,-10.84,-28.66,-21.78,-56.80,-54.09,-61.71,-12.26,-14.52,-9.53,48.40,-4.95,15.88,33.16,25.85,60.03,63.70,42.48,17.30,-21.82,-32.55,-49.52,-38.87,-20.32,-17.27,-3.52
ROPA_qq,,,,,,,,-15.05,-28.51,,,-10.99,134.65,714.29,356.14,19.46,3.93,-8.18,-20.72,17.62,-0.94,-22.72,-34.40,-9.22,41.27,-6.29,-15.95,-33.38,-55.25,4.31,39.45,55.59,12.90,16.29,26.57,-2.93,-12.98,-13.86,-31.99,-19.02,23.17,19.59,9.70,-14.93,-32.10
ROPA_sq,,,,,,,,-43.14,-17.25,,,69.78,527.27,94.04,52.63,246.55,29.64,2.56,-37.57,45.70,-4.42,-17.93,-31.56,-19.54,1.59,-31.56,56.85,-21.62,7.52,12.26,0.46,-4.44,23.56,6.10,27.75,-2.25,7.54,-12.65,-14.85,-15.67,-19.52,5.77,11.00,-12.44,-6.14
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,66.08,-54.76,66.91,,,111.65,,1129.49,-93.45,-91.58,-78.57,-99.35,656.78,3357.03,994.55,4279.51,625.49,-74.42,-60.33,-69.43,-80.46,-37.66,-43.93,28.97,69.33,26.23,51.93,-67.80,-78.28,-58.71,-58.71,21.02,82.52,31.40,37.58,7.42,5.05,-27.02,-24.93,1.68,13.92,51.44,22.26,-48.36
ZNPO_sy,,16.28,-32.25,32.24,,,-125.64,,183.47,-130.27,149.86,-41.62,-81.29,414.59,42.97,40.66,358.04,220.55,337.18,79.33,-52.98,-70.89,27.03,-37.61,-26.26,5.88,-21.19,-17.03,-39.67,-59.98,-38.55,2.23,53.36,156.78,61.89,62.86,51.54,24.97,15.85,5.18,-12.02,-21.44,-35.75,-33.36,-5.09
ZNPO_qq,,,,,,18.22,50.21,-17.78,742.18,-99.37,92.93,109.37,-74.37,630.93,781.31,-33.71,2.56,21.08,-68.93,2.80,-20.96,-22.60,-0.86,-7.55,81.82,1.62,-26.09,11.27,-61.47,-31.47,40.54,11.27,12.93,3.36,1.17,16.50,-11.83,1.08,-29.71,19.84,19.43,13.25,-6.57,-3.25,-49.56
ZNPO_sq,,,,,,-0.49,-132.04,376.59,221.40,-110.63,152.78,223.83,3.02,78.66,-76.01,218.59,235.47,25.03,-67.28,30.69,-12.04,-22.60,42.78,-35.81,3.96,11.13,6.28,-32.42,-24.41,-26.28,63.18,12.42,13.40,23.43,2.88,13.10,5.52,1.80,-4.63,2.68,-11.74,-9.10,-22.01,6.51,25.70
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,-43.87,53.32,-16.66,,,12.31,,-17.43,,,,,,,,,,61.09,1126.62,694.57,18.99,-3.15,-31.20,-60.56,-46.82,-41.27,49.93,87.89,101.88,122.02,-22.18,-26.92,-20.61,-32.85,37.39,29.74,23.50,23.82,4.99,-10.27,-4.92,-44.62,-39.17,-35.49
ZFI_sy,,-38.51,60.73,-9.60,,,14.01,,-15.85,,,,,,,,,,-25.10,13.07,295.80,-0.42,34.54,-14.30,-5.16,3.05,-24.81,27.98,21.28,-0.10,65.43,25.42,13.79,14.91,-28.98,1.21,3.71,-20.58,1.92,-3.20,-18.98,25.08,-7.18,-18.52,14.21
ZFI_qq,,,,,,-7.97,6.45,-19.73,4.99,,,,,,,-87.88,148.79,338.25,21.94,-7.74,61.16,-34.37,-0.75,-34.46,-7.62,-11.50,9.60,67.33,15.77,-4.91,20.53,-41.35,8.71,3.31,1.95,20.00,2.66,-1.66,2.21,1.75,-12.27,4.20,-40.47,11.78,-6.97
ZFI_sq,,,,,,-1.98,8.45,123.42,-64.57,,,,,,,-30.53,-71.43,338.25,-13.89,4.88,-0.01,10.26,16.34,-33.19,10.66,19.81,-15.11,13.73,4.86,-1.32,40.57,-13.78,-4.86,-0.35,-13.12,22.87,-2.51,-23.69,11.50,16.69,-18.40,17.82,-17.26,2.43,14.38
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,-37.98,-0.26,-8.39,,,-21.66,,7.27,,5.87,10.22,5.32,,34.93,24.19,43.32,25.10,-9.21,-7.65,-26.09,-9.85,-3.92,-19.12,-3.77,-7.02,6.14,23.92,4.67,2.50,-5.95,-4.70,-2.78,-1.78,-1.81,0.09,1.89,2.03,5.33,3.83,4.08,0.47,1.72,4.15,10.50
DTAR_sy,,-28.53,22.42,-15.11,,,13.96,,70.61,,9.80,-17.57,-7.67,,35.69,1.25,-0.02,-2.75,-0.79,-14.95,-21.49,-19.58,-4.26,-4.16,1.83,17.31,-12.25,34.99,41.58,21.65,11.12,3.21,7.27,8.37,-5.33,-8.36,-14.33,-12.77,-10.45,-2.33,0.51,6.79,12.83,6.70,6.66
DTAR_qq,,,,,,,,-1.00,6.58,,,3.07,1.84,0.77,27.56,-5.13,17.52,-12.04,-7.43,-3.50,-5.94,7.29,-1.33,-18.77,11.91,3.66,12.64,-5.16,-5.47,1.51,3.36,-3.91,-3.56,2.54,3.33,-2.05,-1.82,2.68,6.67,-3.45,-1.58,-0.88,8.00,-1.15,4.42
DTAR_sq,,,,,,,,41.12,-7.61,,,5.94,3.49,-2.03,26.34,-20.95,2.19,-4.71,28.89,-32.24,-5.67,-2.38,53.43,-32.16,0.22,12.46,14.77,4.35,5.11,-3.36,4.83,-3.07,9.24,-2.37,-8.42,-6.17,2.11,-0.59,-5.99,2.34,5.08,5.62,-0.66,-3.22,5.04
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,-62.33,-0.41,-13.03,,,-30.05,,10.35,,8.33,14.76,7.71,,104.91,80.82,132.85,87.89,-24.45,-22.59,-46.90,-27.52,-6.98,-24.83,-8.55,-12.34,9.07,31.45,9.31,4.84,-9.19,-7.23,-4.36,-3.04,-5.11,-0.60,2.27,2.29,7.31,3.51,3.54,-1.62,2.39,5.92,17.31
CG_sy,,-45.45,30.35,-22.50,,,31.46,,141.57,,8.24,-21.27,1.18,,84.05,1.77,-3.34,-4.85,6.01,-29.60,-38.34,-35.33,-12.50,-12.75,-3.56,30.28,-23.35,78.22,86.39,33.23,17.94,1.04,16.46,18.40,-10.43,-11.74,-25.67,-21.43,-19.22,-8.81,-0.76,10.89,24.99,16.15,20.31
CG_qq,,,,,,,,-1.39,9.31,,,4.46,2.59,1.15,89.03,-7.82,32.11,-18.38,-23.99,-5.55,-9.38,11.41,-2.44,-23.67,10.24,6.80,21.37,-8.01,-8.33,2.44,5.13,-6.03,-5.49,3.84,2.89,-1.56,-2.76,3.87,7.94,-5.05,-2.74,-1.31,12.34,-1.77,7.72
CG_sq,,,,,,,,76.65,-15.10,,,28.48,9.11,-6.46,40.36,-28.96,3.63,-7.92,56.38,-52.82,-9.23,-3.42,111.57,-52.96,0.33,30.47,24.48,9.38,4.92,-6.74,10.19,-6.29,20.93,-5.19,-16.64,-7.66,1.84,0.22,-14.30,4.25,10.84,11.99,-3.41,-3.12,14.80
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,45.25,-7.87,-19.33,,,-32.86,,-5.42,,-8.22,-1.73,6.42,,35.87,86.56,86.29,59.51,-4.91,-33.70,-42.07,-21.85,0.56,-25.31,-2.31,-12.36,7.88,39.72,12.15,8.61,-17.62,-16.78,8.35,21.88,32.42,37.14,9.14,7.73,18.41,16.40,16.72,9.09,4.70,0.12,5.86
LDER_sy,,-37.43,86.99,-18.93,,,-16.55,,24.83,,28.28,19.60,27.93,,331.59,23.66,17.48,2.86,-58.43,2.06,-10.45,-7.62,29.15,-26.67,-16.63,2.54,-46.58,139.70,40.33,61.71,47.12,-12.04,53.03,17.44,-4.17,-16.09,-24.59,-28.89,-7.69,-8.67,5.34,30.47,25.43,36.40,57.87
LDER_qq,,,,,,,,-2.60,-1.21,,,4.28,6.99,-4.59,27.64,43.18,6.83,-18.30,-23.91,-0.17,-6.64,10.21,-2.10,-25.86,22.11,-1.13,20.52,-3.97,-1.98,-4.26,-8.59,-2.99,27.61,7.70,-0.69,0.47,1.56,6.31,9.15,-1.23,1.84,-0.64,4.76,-5.55,7.67
LDER_sq,,,,,,,,9.66,-1.21,,,2.24,5.67,-2.07,307.92,-70.70,0.39,-14.26,64.86,-28.08,-11.91,-11.55,130.48,-59.16,0.14,8.79,20.08,83.22,-41.37,25.37,9.24,9.54,2.00,-3.79,-10.86,-4.08,-8.34,-9.27,15.72,-5.10,5.73,12.38,11.25,3.19,22.38
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,-47.86,5.91,14.63,,,11.33,,9.96,,11.19,9.10,-1.49,,22.87,-16.53,-18.69,-8.22,-22.21,10.78,23.74,-2.46,-8.61,33.52,1.80,18.74,4.05,-22.93,-0.51,-1.77,19.76,17.31,-10.82,-19.81,-27.90,-27.52,-4.53,-2.70,-8.53,-10.81,-11.86,-8.36,-4.88,1.15,-2.31
PZAT_sy,,-21.06,-14.70,20.01,,,-2.97,,-16.84,,0.72,18.66,9.21,,-53.83,-7.28,-5.61,-0.72,39.32,-20.19,-21.17,-21.84,-17.08,-0.29,8.49,22.32,19.55,-22.04,-13.70,-29.34,-26.80,-15.85,-32.66,-29.40,21.37,26.06,41.45,35.98,13.80,9.75,0.08,-13.00,-11.84,-15.65,-13.59
PZAT_qq,,,,,,,,-0.95,5.03,,,-2.81,-5.16,2.99,29.43,-33.97,-7.62,16.26,9.70,-5.97,3.20,-8.36,2.78,37.38,-21.32,6.90,-9.94,1.76,1.56,5.55,9.80,-0.33,-22.80,-5.09,-1.28,0.19,1.70,-3.27,-7.19,-2.30,0.50,0.56,-3.67,3.89,-2.93
PZAT_sq,,,,,,,,-17.25,5.03,,,-2.51,-3.33,1.05,-51.52,95.77,-1.59,6.29,-31.96,12.14,-2.79,5.39,-27.83,34.85,5.77,18.82,-29.46,-12.07,17.09,-2.72,-26.92,1.09,-6.30,2.00,25.63,5.00,5.14,-1.95,5.13,1.26,-4.13,-14.76,6.53,-3.11,-1.78
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,55.53,-1.59,,,,17.30,,-5.46,,0.55,-7.34,-3.67,,-37.90,-29.54,-27.88,-32.41,24.55,18.09,17.90,17.65,4.72,0.90,2.62,3.38,-1.72,-3.00,-5.71,-3.15,-1.80,-0.28,6.10,7.22,11.51,8.66,-1.91,-2.11,-3.00,0.70,2.15,3.46,1.74,-0.38,-1.69
PELDR_sy,,26.44,-8.97,,,,3.28,,-36.98,,-15.13,5.00,11.10,,-19.49,0.53,3.27,3.25,19.13,18.12,13.70,11.61,5.81,-9.98,-7.43,-9.77,2.36,-4.15,-6.11,-4.33,-3.87,-1.87,1.79,2.04,6.10,6.62,2.68,3.92,1.22,1.73,1.34,2.57,0.02,1.35,-1.94
PELDR_qq,,,,,,,,8.10,-3.83,,,-0.38,-0.02,1.28,-38.44,13.04,2.32,-5.07,13.44,7.18,2.16,-5.28,0.97,3.27,3.90,-4.58,-4.01,1.93,1.00,-1.99,-2.68,3.51,7.45,-0.95,1.22,0.87,-3.00,-1.16,0.30,4.71,-1.59,0.10,-1.37,2.54,-2.89
PELDR_sq,,,,,,,,-18.99,-6.09,,,0.23,-0.63,0.98,-19.95,25.16,2.07,0.97,-7.64,24.10,-1.75,-0.89,-12.44,5.58,1.03,-3.40,-0.66,-1.14,-1.04,-1.56,-0.18,0.92,2.65,-1.33,3.79,1.42,-1.14,-0.13,1.10,1.92,-1.53,1.08,-1.41,3.28,-4.72
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,80.46,-2.06,-0.08,,,3.71,,-3.66,,-3.63,-4.22,-1.22,,-30.55,-21.93,-29.57,-27.03,19.04,8.88,23.25,17.98,3.39,2.43,4.81,3.54,-1.21,-0.20,-2.22,-0.77,-0.11,-0.64,3.28,5.40,9.21,6.99,1.50,1.39,2.06,3.86,4.19,4.27,0.50,-1.66,-4.43
TSF_sy,,31.48,-7.11,5.45,,,-9.66,,-25.68,,-5.19,24.22,13.37,,-15.70,0.24,1.85,-2.85,22.57,9.82,10.36,14.07,4.53,3.31,2.62,3.26,0.82,-3.28,-8.05,-5.80,-6.00,0.75,8.27,5.40,10.03,3.77,1.27,1.50,0.49,2.53,0.55,1.87,-0.63,0.35,-3.96
TSF_qq,,,,,,,,-0.05,-2.71,,,-0.66,0.34,-1.14,-29.53,11.67,-9.47,2.42,14.96,2.15,2.47,-1.95,0.74,1.20,4.85,-3.14,-3.89,2.24,2.72,-1.70,-3.25,1.70,6.78,0.32,0.25,-0.37,1.30,0.21,0.91,1.40,1.62,0.29,-2.74,-0.78,-1.25
TSF_sq,,,,,,,,-24.76,7.60,,,-1.42,-1.80,1.39,-14.12,17.22,-0.21,-3.29,8.35,5.03,0.27,-0.03,-0.71,3.80,-0.40,0.59,-3.05,-0.42,-5.31,3.05,-3.25,6.72,1.76,0.32,1.00,0.65,-0.69,0.55,-0.01,2.69,-2.61,1.87,-2.46,3.70,-6.80
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,-8.13,-2.57,-15.41,,,-40.96,,10.58,,-1.74,16.35,9.70,,68.13,51.11,37.77,42.28,-17.72,-21.35,-20.40,-9.35,-5.53,-16.95,0.90,-5.52,7.15,31.92,13.32,7.41,-3.32,-5.90,-7.67,-5.07,-5.79,-1.23,8.72,9.63,17.32,10.43,8.55,2.42,-0.88,2.68,4.53
ZKO_sy,,-26.21,62.59,-9.56,,,-16.91,,100.06,,-10.39,6.00,-4.94,,94.90,5.19,-2.47,-9.57,-24.25,-26.99,-25.76,-18.56,-4.63,-10.90,4.39,22.99,7.47,101.56,39.00,18.68,14.15,-23.50,2.93,8.49,-13.19,-9.51,-2.15,-8.40,23.55,18.79,7.03,3.82,-3.43,-6.93,0.60
ZKO_qq,,,,,,,,-13.31,8.65,,,2.65,2.44,-2.69,64.31,-7.74,-6.60,0.50,-4.98,-11.82,-5.48,14.45,-0.98,-22.47,14.84,7.17,12.31,-4.56,-1.35,1.57,1.09,-7.10,-3.20,4.43,0.33,-2.60,6.54,5.31,7.37,-8.32,4.72,-0.64,3.91,-5.03,6.61
ZKO_sq,,,,,,,,30.84,10.90,,,54.76,-0.54,2.57,23.45,-16.47,-7.78,-4.90,3.40,-19.49,-6.23,4.32,21.09,-24.78,9.87,22.91,5.80,41.08,-24.24,4.94,1.76,-5.45,1.93,10.61,-18.57,-1.44,10.22,3.54,9.84,-5.24,-0.69,0.43,2.17,-8.68,7.35
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,28.76,-1.71,-8.49,,,-25.19,,5.44,,0.16,8.04,4.59,,-1.02,-6.28,-13.10,-11.96,3.48,1.74,5.94,12.39,-1.59,-11.98,3.52,-0.58,3.82,20.37,4.30,2.67,-1.25,-2.73,-3.75,-2.27,-0.48,0.20,5.02,5.73,9.41,7.43,7.11,3.82,-0.26,1.75,1.06
OSF_sy,,-2.34,8.62,-7.80,,,-11.52,,5.46,,11.90,-2.18,-6.58,,-1.02,13.96,4.70,9.15,13.60,-1.43,-0.94,1.47,-5.95,-6.11,7.80,1.90,7.18,12.47,15.65,16.61,22.86,3.84,5.08,12.72,-10.51,2.87,-0.96,0.21,0.34,5.49,2.48,-3.04,-2.66,-7.48,-9.07
OSF_qq,,,,,,,,-5.87,4.63,,,1.54,1.29,-0.94,-2.85,-3.85,-6.09,0.37,14.19,-5.47,-2.21,6.48,-0.02,-15.45,15.01,2.26,4.40,-1.97,-0.34,0.66,0.42,-3.44,-1.39,2.21,2.26,-2.78,3.35,2.90,5.82,-4.54,3.05,-0.26,1.66,-2.62,2.35
OSF_sq,,,,,,,,5.17,4.63,,,-8.07,-0.07,-3.24,11.35,5.85,-8.19,0.88,15.88,-8.15,-7.73,3.32,7.41,-8.30,5.93,-2.33,12.98,-3.78,8.93,-1.52,19.04,-18.68,10.22,5.64,-5.49,-6.52,6.13,6.88,-5.37,-1.73,3.10,1.13,-5.00,-6.59,1.33
NetDebt,465782000000,453659000000,462986000000,393806000000,398079000000,,200803000000,127752000000,195759000000,,221198000000,255297000000,273373000000,274535000000,1015241000000,940936000000,947650000000,1668206000000,1548518000000,1418468000000,1254603000000,1558301000000,1603824000000,1754602000000,2114276000000,2351491000000,2860373000000,2732297000000,2563409000000,2567975000000,2833109000000,2341159000000,2375687000000,2276266000000,2100666000000,1996113000000,2280851000000,2286300000000,2508269000000,2480967000000,2687161000000,2644634000000,2763897000000,2903275000000,3185653000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,-24.84,67.10,-29.90,,,-52.32,,-43.33,,165.63,335.85,97.80,,-40.69,-59.43,-57.82,-11.50,1.90,2.14,6.51,5.38,30.48,35.15,28.01,-3.01,-12.49,26.03,103.80,84.21,50.06,-9.70,-34.70,-41.62,-53.42,-37.33,-19.10,-0.68,64.90,88.42,49.15,22.51,-11.99,-9.00,14.61
NetDebtEBITDA_sy,,-18.58,1.11,4.51,,,21.76,,-8.11,,45.70,269.01,89.07,,107.60,-22.21,-41.56,40.72,-46.33,-29.91,-8.13,-7.14,-21.30,64.03,83.06,150.45,19.16,78.47,59.98,1.13,18.99,-24.50,-24.34,-29.83,-25.88,-18.26,-11.74,-10.55,-18.70,-13.38,-12.89,-1.49,5.41,-3.33,20.30
NetDebtEBITDA_qq,,,,,,,,-31.71,77.63,,,12.06,-19.39,-31.14,-4.64,-23.34,-16.19,44.47,9.79,-23.17,-12.60,42.94,35.94,-20.42,-17.22,8.30,22.65,14.61,33.86,-2.10,-0.09,-31.03,-3.20,-12.48,-20.29,-7.20,24.96,7.45,32.35,6.04,-1.09,-11.74,-4.92,9.64,24.57
NetDebtEBITDA_sq,,,,,,,,-62.54,77.63,,,-5.13,-8.99,-52.32,404.21,-64.45,-31.62,14.81,92.30,-53.58,-10.37,16.04,62.99,-3.24,0.03,58.76,-22.45,44.91,-10.34,0.36,-8.75,-8.05,-10.15,-6.92,-3.62,1.42,-2.99,-5.67,-12.40,8.06,-2.44,6.68,-6.26,-0.90,21.40
DebtFin,-31365000000,-43336000000,-29381000000,-18061000000,20113000000,,52296000000,-27265000000,33356000000,,-104083000000,5214000000,-69895000000,-97015000000,47920000000,8021000000,35249000000,227941000000,240810000000,69897000000,-68139000000,157383000000,328977000000,-134723000000,145171000000,321851000000,627290000000,462431000000,426545000000,454525000000,527168000000,154742000000,284101000000,409881000000,485970000000,482377000000,678942000000,863158000000,901036000000,881880000000,970166000000,989246000000,620279000000,708033000000,652572000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,-6.62,-11.02,49.33,,,370.71,,91.07,,-579.89,141.70,-396.76,,105.95,-83.05,106.14,134.22,235.88,489.92,-255.30,-22.10,72.08,-310.64,261.94,31.45,-6.45,377.79,393.77,138.21,27.33,-64.74,-53.08,-40.60,-42.09,129.17,101.38,108.19,156.06,177.18,80.91,21.40,-45.02,-37.57,-34.97
DebtFinEBITDA_sy,,-224.56,133.93,-360.93,,,148.44,,252.65,,-169.60,-104.27,-383.45,,1330.75,384.96,141.60,165.97,-46.44,-23.85,-75.58,-62.58,26.84,53.65,463.92,497.15,41.80,177.64,228.35,38.00,19.19,16.63,40.39,15.70,-30.00,-33.86,-31.20,-21.72,-20.61,-8.56,2.01,2.40,8.56,3.86,9.54
DebtFinEBITDA_qq,,,,,,,,-155.95,241.86,,,104.86,-1109.59,4.83,112.73,-86.14,265.89,430.08,24.98,-75.66,-196.32,365.89,176.09,-129.79,174.05,115.84,96.49,-11.54,31.62,4.13,5.03,-75.51,75.16,31.82,2.40,-3.07,53.92,36.28,25.94,4.92,0.46,-8.55,-42.96,19.14,4.64
