,2004/Q4,2005/Q4,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
OPM_sy,50.56,-27.59,,,40.00,,9.14,39.71,-40.33,-33.20,-56.13,-53.29,11.76,-4.60,18.82,5.07,66.48,-23.08,-21.15,-17.69,-3.94,102.13,208.18,229.32,-43.07,-1.32,-49.53,-46.59,3.14,,-29.24,-12.78,-12.68,24.79,31.68,12.74,15.54,10.17,21.58,17.14,18.71,10.45,12.38,-4.34,0.99,-3.00,-13.04,-1.34,1.63,14.80,40.50
OPM_qq,,,,-7.90,0.84,4.99,-13.64,-7.24,-21.87,-28.13,-32.09,-40.92,-309.27,16.55,24.02,2.21,178.20,-19.23,30.36,24.66,-6.23,8.59,-10.79,17.34,-36.43,-11.89,11.66,-32.42,56.10,-15.10,-81.60,-693.33,-61.80,-23.61,26.12,109.89,619.23,33.69,-25.20,19.25,-19.28,-4.44,63.37,-13.17,-11.07,-13.82,-78.07,-4.88,100.00,12.82,34.09
OPM_sq,,,,-29.99,49.26,-5.79,10.85,-10.38,-36.25,5.47,-27.20,-4.57,52.54,-9.97,-9.33,-15.61,141.69,-58.40,-7.07,-11.91,182.08,-12.47,41.69,-5.87,-51.24,51.72,-27.54,-0.37,-5.83,-17.90,-8.14,22.82,-5.73,17.34,-3.07,5.15,-3.39,11.89,6.97,1.30,-2.09,4.11,8.83,-13.77,3.36,,-2.44,-2.17,6.47,12.96,19.41
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,-8.59,209.04,,,-54.70,,-5.17,-10.90,55.90,-13.87,-57.92,-69.71,-182.23,-225.06,-273.46,-345.70,97.97,107.34,103.08,105.66,366.67,-3.70,123.08,35.71,-171.43,-183.33,-239.66,-250.88,-35.00,-18.46,-114.81,-300.00,-942.59,-725.97,-204.60,11.63,102.84,113.05,103.77,112.50,62.50,-69.88,510.00,186.84,173.08,108.00,-59.84,-180.73,-167.61,-171.15,-191.84
ROS_sy,60.76,-15.66,,,21.90,,11.78,8.69,-6.30,3.58,-17.74,-41.13,-60.87,-60.06,-61.80,-50.66,206.88,117.85,120.00,90.60,24.74,22.41,69.25,123.59,-64.82,-30.91,-58.29,-79.84,16.81,-33.19,-1.89,156.25,3.83,-18.55,-40.54,-25.00,9.65,47.64,124.68,49.59,19.04,43.09,28.18,-14.54,15.73,1.98,-7.55,25.28,-11.73,13.00,11.46
ROS_qq,,,,-8.13,-28.06,27.20,12.79,-13.68,25.88,-29.72,-44.90,-37.86,-441.72,-6.88,23.57,11.98,97.17,485.71,-67.90,61.54,33.33,39.29,-25.64,-1.72,-170.18,-62.50,-24.62,-6.17,37.21,-42.59,-125.97,-97.70,-63.66,-12.97,16.67,42.64,105.26,418.75,-75.90,90.00,-31.58,-3.85,388.00,-10.66,-34.86,-26.76,-5.77,-279.59,45.45,22.92,-21.62
ROS_sq,,,,-2.48,0.85,-3.26,17.48,-5.18,-13.06,6.95,-6.71,-32.13,-42.22,9.17,-10.76,-12.35,259.40,-22.50,-9.88,-24.06,135.21,-23.95,24.61,0.32,-62.99,49.36,-24.79,-51.52,114.45,-14.57,10.45,26.64,-13.11,-32.98,-19.37,59.74,27.03,-9.76,22.70,6.36,1.09,8.47,9.91,-29.09,36.88,-4.41,-0.36,-3.90,-3.55,22.37,-1.72
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,-17.55,59.98,,,-37.55,,-28.75,-34.01,-50.43,-67.73,-78.40,-90.71,-151.82,-166.67,-223.35,-417.39,92.22,80.87,139.51,192.24,1161.90,625.00,54.17,-13.86,-56.95,-65.37,-49.32,-98.28,-65.62,-80.00,-180.00,-2166.67,-306.06,-825.00,60.00,37.10,220.59,237.93,583.33,494.87,89.02,-16.88,89.66,33.77,34.84,57.14,-42.73,-30.58,-11.00,-11.96,48.41
RS_sy,54.44,-35.79,,,37.63,,8.42,65.66,-46.00,-45.67,-66.55,-54.73,34.80,-0.72,85.10,25.10,47.16,-5.84,-20.46,-10.75,6.78,128.84,277.70,237.05,-12.57,9.89,-30.61,-27.75,-34.40,-50.12,-45.55,-32.94,-21.41,14.96,25.24,19.16,35.53,16.13,18.23,12.94,15.05,16.11,12.42,4.42,2.78,-4.63,-13.50,-16.30,0.66,7.69,3.17
RS_qq,,,,-12.03,-6.66,1.71,-14.69,-18.53,-29.88,-33.78,-42.90,-64.97,-491.30,14.81,-5.65,9.88,90.41,-109.52,318.18,110.42,10.40,3.59,-35.93,17.57,-44.83,-16.67,-6.25,-96.00,1000.00,-51.52,-475.00,-3.33,-9.68,-70.59,79.31,-62.50,310.26,95.12,-27.50,32.76,0.65,-14.19,65.41,-6.36,1.46,,-39.71,13.49,30.07,-1.08,1.63
RS_sq,,,,-39.19,121.99,-13.84,-6.77,-7.09,-27.64,-13.32,-42.61,25.76,115.46,-36.16,7.01,-15.01,153.45,-59.15,-9.61,-4.63,203.24,-12.46,49.19,-14.90,-21.34,10.04,-5.80,-11.39,-28.58,-16.34,2.84,9.13,-16.30,22.37,12.04,3.84,-4.81,4.85,14.07,-0.81,-3.03,5.82,10.45,-7.87,-4.55,,0.17,-10.85,14.79,5.06,-4.04
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,-12.99,172.73,,,-54.19,,-5.39,-10.65,48.34,-17.18,-58.95,-70.64,-187.39,-233.47,-280.11,-359.70,99.84,109.46,105.27,110.00,5500.00,,94.23,10.34,-112.96,-134.92,-156.44,-175.00,-142.86,-22.73,-212.28,-429.17,-1255.88,-864.81,-128.09,63.52,103.25,118.23,109.11,166.19,146.67,-73.68,291.89,26.09,162.16,208.00,-148.28,-159.48,-97.94,-81.82,155.71
GPM_sy,40.42,-25.41,,,32.52,,31.91,63.60,-12.98,-13.34,-32.63,-71.90,-84.61,-55.65,-46.32,-23.06,707.45,135.49,60.55,86.74,15.54,,33.76,51.42,-66.18,-37.78,-42.33,-55.72,38.58,-41.41,-19.81,73.31,-4.83,-26.48,-28.50,-34.47,6.57,86.53,110.63,80.60,33.47,46.39,38.19,-8.78,3.15,-10.63,-16.51,13.48,-1.83,42.89,14.51
GPM_qq,,,,-9.50,-24.67,25.26,10.79,-14.53,25.07,-30.06,-45.09,-38.87,-472.24,-6.82,25.90,11.85,99.77,6400.00,-58.73,67.31,24.14,16.67,-19.84,-4.95,-114.58,-214.29,-29.55,-26.32,52.78,-58.82,-229.63,-114.04,-21.00,-13.02,22.07,65.76,110.79,533.33,-61.05,148.65,-59.78,-32.43,480.00,-20.00,-16.38,-20.62,-190.91,1.43,102.90,600.00,178.57
GPM_sq,,,,-12.77,12.76,10.40,21.48,8.19,-40.02,9.94,-5.57,-54.88,-67.14,216.77,14.31,-35.33,244.83,-7.62,-22.06,-24.79,113.35,-4.13,-13.06,-14.86,-52.35,76.38,-19.42,-34.63,49.15,-25.43,10.29,41.28,-18.09,-42.39,7.25,29.47,33.21,0.84,21.11,11.01,-1.55,10.60,14.33,-26.72,11.33,-4.17,6.79,-0.40,-3.69,39.48,-14.41
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,-10.02,39.31,,,-26.55,,-22.51,-19.15,-9.00,-10.69,-6.83,-7.46,-18.37,-16.86,-19.67,-20.09,-13.67,-17.07,-3.98,5.02,13.06,17.29,0.18,2.44,-15.12,-13.17,-2.45,-17.95,4.39,2.74,-1.01,13.22,9.38,16.95,20.02,22.18,20.82,14.70,10.25,5.30,-0.91,-1.31,2.92,0.91,-1.28,-5.67,-14.08,-13.71,-9.25,-5.43,0.82
RBS_sy,-11.67,6.66,,,28.73,,33.12,-2.70,-1.69,-21.88,-16.87,-10.51,-7.15,4.09,0.07,-1.71,20.68,-5.04,-4.48,-4.95,-10.21,14.49,22.68,40.67,-4.24,0.84,-19.33,-18.43,-6.70,-7.13,11.56,-7.84,-5.80,-5.25,-3.59,3.17,12.85,10.59,6.71,9.26,-0.18,-3.62,-1.29,-13.77,-5.33,-8.86,-13.91,-4.51,-4.37,8.03,16.58
RBS_qq,,,,-6.86,-9.66,-1.00,-6.98,-2.81,1.68,-2.84,-2.97,-3.47,-10.30,-1.04,-6.25,-3.98,-3.09,-4.94,8.55,5.02,4.33,-1.38,-7.29,7.40,-13.56,0.88,4.17,-9.67,9.98,-0.72,0.36,3.32,6.25,6.15,3.00,5.18,5.06,0.77,-0.99,0.46,-1.13,0.37,3.25,-1.51,-3.28,-4.09,-5.96,-1.08,1.72,-0.05,0.26
RBS_sq,,,,30.04,-0.63,8.19,-4.78,-4.96,0.41,-14.03,1.32,2.32,4.19,-3.63,-2.59,0.49,27.93,-24.17,-2.02,,20.85,-3.31,4.98,14.66,-17.74,1.83,-16.01,15.94,-5.91,1.36,0.89,-4.23,-3.83,1.95,2.66,2.49,5.20,-0.09,-0.94,4.95,-3.89,-3.53,1.45,-8.32,5.52,-7.13,-4.17,1.68,5.67,4.92,3.41
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,-41.15,4.51,,,-24.07,,-22.42,,-35.27,-51.44,-49.29,,-173.47,-177.34,-193.01,,162.50,160.19,195.49,,33.78,68.25,22.44,,-18.27,-29.25,-25.72,,2.44,3.11,-81.39,,-245.63,-288.36,-830.23,110.59,157.49,169.34,173.57,903.70,11.37,-26.07,64.94,14.39,24.26,26.34,-82.68,-81.61,-58.56,-47.70,213.64
ROPA_sy,-22.58,-13.01,,,27.38,,22.01,,-39.11,-24.16,-62.46,,18.20,4.65,73.27,,-1.38,-9.87,-7.28,,-1.27,18.73,80.00,,-13.24,-12.82,-43.15,,-12.38,-22.54,-8.04,,-4.80,36.60,23.93,17.25,23.06,-4.12,12.18,21.28,21.24,17.60,2.36,-1.68,4.38,8.19,15.56,16.93,-14.69,-3.50,-6.76
ROPA_qq,,,,,,10.44,-32.54,,,-17.14,-29.56,,,12.78,15.29,,,-16.00,34.39,,,5.65,-2.20,,,-8.54,2.67,,,-7.94,-81.47,-693.02,-43.92,-19.07,28.15,108.60,681.48,43.60,-23.76,17.32,-13.28,-4.68,70.09,-18.64,-5.81,-3.08,-76.68,-13.64,112.28,22.31,39.86
ROPA_sq,,,,,,-20.83,6.10,,,-1.40,-47.48,,,-12.70,-13.04,,,-20.21,-10.54,,,-4.05,35.63,,,-3.58,-11.55,,,-14.76,5.01,8.24,-1.74,22.32,-4.73,2.40,3.13,-4.70,11.46,10.71,3.10,-7.57,-2.98,6.35,9.45,-4.20,3.63,7.61,-20.15,8.36,0.13
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,-13.33,489.14,,,-115.61,,-224.78,-23.51,-765.25,-144.52,6.07,-71.99,32.17,38.98,26.11,70.01,99.06,108.63,102.72,106.22,429.24,36.11,1311.42,225.42,-180.52,-172.04,-138.23,-158.46,10.47,-50.65,-1433.35,1527.91,-6078.16,-287.83,66.92,-133.18,101.12,131.92,113.62,120.34,15.27,-76.54,120.93,115.72,78.70,14.61,-78.01,-139.29,-161.05,-208.25,-333.69
ZNPO_sy,-5.69,32.43,,,42.13,,-40.30,-15.18,-21.97,4.42,-88.17,-87.73,45.85,-91.47,603.74,348.33,-40.12,864.09,67.56,65.46,88.41,52.43,49.67,19.98,-67.05,-47.29,-43.19,-63.07,-2.57,-27.34,-22.86,138.45,48.74,56.17,10.06,-32.52,-35.01,-1.10,-14.76,25.87,65.22,83.68,79.48,4.06,9.46,-19.98,-5.81,46.49,6.00,-1.27,-18.77
ZNPO_qq,,,,-217.02,58.79,-105.44,-25.96,-15.83,-188.68,41.94,51.61,-112.08,-13.85,47.77,41.41,13.92,96.42,578.38,-81.56,97.21,89.27,97.76,91.21,-54.53,-146.83,-76.92,-1.47,30.46,28.29,-197.72,-932.72,164.76,-410.29,81.31,11.92,35.04,110.47,432.93,-62.42,-2.99,-40.68,8.44,254.01,-5.28,-50.86,-30.45,-32.08,-269.23,23.64,-23.33,-46.62
ZNPO_sq,,,,8.22,25.37,-44.37,-20.90,53.76,15.33,-25.56,-91.04,59.42,1271.21,-95.65,639.47,1.56,83.14,-29.90,28.52,0.29,108.54,-43.29,26.20,-19.61,-42.73,-9.27,36.01,-47.75,51.11,-32.34,44.40,61.52,-5.74,-28.96,1.76,-0.96,-9.21,8.10,-12.29,46.24,19.17,20.17,-14.30,-15.21,25.34,-12.15,0.87,31.88,-9.30,-18.18,-17.00
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,0.14,-0.94,,,-37.76,,6629.77,591.39,259.27,132.90,-91.54,,-48.47,-87.87,,,,,,,,,,,-32.53,26.63,553.24,-45.13,,,,,,,,,230.32,-23.37,,,,,,,,,-29.18,,-48.94,-81.87,-31.97
ZFI_sy,14.03,-1.31,,,-15.19,,-8.34,-0.16,28.57,80.37,34.63,,-20.71,-48.20,,,,,,,,,,,1.46,13.41,26.27,-1.13,,,,,,,,,18.33,-15.72,,,,,,,,,-10.36,,5.29,4.62,9.42
ZFI_qq,,,,28.40,29.86,21.72,3215.93,-86.81,-32.52,-21.09,20.41,,,-81.42,,,,,,,,-38.94,-120.43,663.16,-3.96,14.61,-26.88,-31.82,,,,,,284.47,30.57,8.69,-50.22,8.47,,,,,,13.47,29.71,13.02,-57.43,,,-59.87,59.75
ZFI_sq,,,,-3.55,-11.17,-15.55,26.70,5.06,14.39,18.47,-5.43,,,-22.61,,,,,,,,-2.75,-19.34,27.94,1.10,8.71,-10.20,0.17,,,,,,18.99,-5.94,-11.15,19.00,-15.26,,,,,,0.38,-8.56,1.92,-4.18,,,1.27,0.21
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,34.50,16.42,,,-21.04,,34.99,,20.89,19.01,2.41,,14.24,17.94,10.67,,-0.55,-1.93,-0.11,,1.28,3.00,3.48,,3.28,-15.96,-13.45,,-1.18,14.72,-4.04,,-5.43,-3.59,12.58,0.80,1.66,-1.37,-0.92,-3.10,-7.46,-3.69,-5.33,-2.79,1.24,-1.90,-1.32,-1.12,-2.24,-1.81,
DTAR_sy,13.60,-6.38,,,7.65,,-15.13,,-10.67,-2.72,0.70,,24.07,-1.33,6.23,,-18.69,-2.80,-5.20,,-5.89,4.08,-0.30,,9.94,-0.07,9.29,,2.32,-4.43,-4.67,,-1.61,7.47,-1.01,0.25,10.03,5.66,9.63,-0.48,-10.68,-14.13,-10.99,-4.46,1.09,1.83,0.07,-4.39,-6.04,-2.20,
DTAR_qq,,,,,,0.10,20.72,,,-1.47,3.89,,,1.73,-2.51,,,0.32,-0.71,,,2.03,-0.24,,,-16.97,2.73,,,-3.61,-14.07,16.12,-1.66,-1.75,0.35,3.96,-0.82,-4.68,0.81,1.67,-5.28,-0.80,-0.91,4.41,-1.35,-3.88,-0.33,4.62,-2.47,-3.46,1.52
DTAR_sq,,,,,,-2.31,-10.07,,,6.38,-6.91,,,-15.39,0.22,,,1.15,-2.26,,,11.87,-6.37,,,1.69,2.39,,,-5.02,2.14,4.83,-3.24,3.75,-5.92,6.15,6.20,-0.38,-2.39,-3.63,-4.69,-4.23,1.18,3.44,0.85,-3.52,-0.57,-1.16,-0.89,0.41,3.30
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,80.33,94.15,,,-55.64,,86.91,,61.70,49.30,4.45,,45.07,67.30,36.81,,-1.97,-6.83,-0.47,,4.59,11.59,13.36,,13.12,-17.70,-13.28,,-4.99,5.49,-15.28,,-16.26,-9.33,9.74,2.69,3.13,-7.04,-6.09,-10.53,-22.33,-10.84,-15.21,-8.57,3.80,-5.32,-3.70,-3.48,-6.58,-5.08,-0.10
CG_sy,34.10,-6.26,,,-3.79,,-29.07,,-16.86,-7.48,2.17,,58.99,-3.01,11.61,,-39.17,-4.09,-9.03,,-10.86,11.90,4.80,,19.91,-0.65,18.03,,6.36,-8.82,-12.91,,-4.70,11.02,4.22,0.23,18.16,-19.68,-7.93,-8.01,-20.99,1.11,-8.36,-14.01,-0.42,-4.02,3.39,4.89,-8.29,5.30,-13.80
CG_qq,,,,,,-0.06,59.44,,,-7.73,11.54,,,6.42,-8.79,,,1.14,-2.56,,,7.91,-1.01,,,-21.48,4.30,,,-12.82,-16.24,18.33,-3.09,-5.60,1.38,10.72,-2.68,-14.90,2.41,5.49,-15.52,-2.31,-2.60,13.74,-4.08,-10.89,-0.94,14.00,-7.16,-9.46,4.25
CG_sq,,,,,,-2.98,-20.91,,,7.97,-12.66,,,-34.13,0.51,,,3.85,-4.67,,,30.37,-10.72,,,8.01,6.06,,,-7.41,1.30,9.06,-6.84,7.87,-4.91,4.88,9.83,-26.68,9.01,4.79,-5.68,-6.17,-1.19,-1.67,9.24,-9.57,6.44,-0.24,-4.49,3.84,-12.87
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,285.76,82.52,,,-46.01,,40.66,,27.60,12.09,-4.46,,53.82,86.48,29.05,,-14.57,-27.11,-11.06,,-3.73,6.68,16.81,,10.32,-16.22,-25.37,,-34.91,-17.13,-31.92,,-19.27,-22.69,-4.95,-4.35,52.00,23.09,19.68,10.01,-33.40,-17.56,-52.91,-53.40,-50.46,-51.88,-4.71,41.90,159.13,164.80,158.91
LDER_sy,29.23,-26.49,,,60.91,,-43.59,,-43.48,-1.75,1.59,,75.58,7.83,47.65,,-26.94,5.65,-23.07,,-25.67,32.85,3.84,,74.37,5.61,20.47,,-2.50,-3.41,-2.05,,3.49,19.89,21.35,28.90,7.05,-22.81,-8.08,-10.38,-30.45,-17.40,-28.63,-11.41,-4.58,12.57,10.70,-2.31,-1.03,0.40,15.26
LDER_qq,,,,,,5.01,37.75,,,-7.76,17.41,,,11.83,-18.74,,,-4.59,-0.86,,,5.73,8.56,,,-19.70,-3.30,,,2.22,-20.55,5.22,-5.53,-2.11,-2.31,5.88,50.13,-20.73,-5.02,-2.68,-9.11,-1.87,-45.75,-3.69,-3.38,-4.67,7.43,43.41,76.44,-2.58,5.04
LDER_sq,,,,,,-42.21,-0.73,,,0.46,2.64,,,-38.31,40.55,,,-10.79,2.34,,,59.44,-20.01,,,-3.43,-8.75,,,-4.34,-7.46,0.25,16.63,10.82,-6.34,6.48,-3.14,-20.09,11.54,3.81,-24.83,-5.10,-3.62,28.85,-19.04,11.96,-5.22,13.71,-17.97,13.58,8.80
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,-53.75,-25.91,,,-6.71,,36.05,,48.92,53.20,27.42,,-13.52,-21.69,-7.10,,12.75,31.57,14.32,,0.25,-10.38,-19.84,,-10.56,2.60,14.92,,37.29,27.85,26.91,,24.38,30.19,32.05,18.23,-37.60,-31.10,-26.46,-20.24,31.63,21.50,112.34,114.13,106.37,103.61,-0.61,-32.63,-62.01,-62.57,-60.04
PZAT_sy,-5.13,5.91,,,-17.98,,41.59,,41.31,42.57,4.61,,-17.62,-6.26,10.43,,10.16,-6.32,-28.16,,-15.35,-22.66,-19.94,,-18.14,-8.58,11.89,,7.31,17.54,17.05,,-10.01,-20.61,-2.33,4.65,24.52,-3.28,-6.85,-11.13,4.46,19.66,22.22,6.71,-10.16,3.59,-4.01,18.20,17.24,3.92,-0.55
PZAT_qq,,,,,,-5.29,20.68,,,-2.56,0.37,,,-11.77,19.07,,,2.95,3.46,,,-7.96,-7.46,,,5.58,3.65,,,-1.68,2.89,3.42,18.90,2.91,4.36,-7.41,-37.25,13.64,11.38,0.43,3.56,4.89,94.66,1.27,-0.19,3.48,-4.98,-31.35,-43.73,1.97,1.43
PZAT_sq,,,,,,2.83,16.44,,,3.75,-14.56,,,18.05,0.66,,,0.39,-22.81,,,-8.28,-20.09,,,2.42,-2.20,,,12.18,-2.62,-6.85,-11.56,-1.04,19.81,-0.19,5.23,-23.13,15.39,-4.78,23.68,-11.95,17.86,-16.87,4.13,1.53,9.21,2.37,3.28,-10.00,4.51
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,-19.60,-0.82,,,43.83,,-41.14,,-38.07,-29.56,-19.14,,-10.56,-17.43,-5.09,,-1.58,-4.34,-6.10,,0.63,4.84,18.35,,6.48,4.24,-2.56,,-7.04,-11.82,-6.21,,-16.86,-17.17,-23.70,-14.76,23.42,24.54,22.85,20.28,-0.97,-1.96,-14.26,-13.72,-13.21,-12.90,3.76,13.05,35.29,34.51,29.40
PELDR_sy,-9.34,13.83,,,-2.73,,15.65,,4.05,-10.20,-13.35,,-15.75,4.33,3.50,,18.13,1.99,1.66,,3.02,-3.89,-0.93,,-2.00,1.48,1.61,,-11.62,-12.61,-9.10,,13.60,8.87,5.72,-1.50,2.09,0.86,7.09,12.82,0.28,5.18,2.09,-0.06,3.73,-9.13,-8.22,-15.31,-13.13,-4.46,-10.34
PELDR_qq,,,,,,1.73,-28.12,,,15.71,-17.49,,,6.82,-5.15,,,3.82,-6.89,,,8.17,5.10,,,5.88,-1.75,,,0.44,4.50,-7.23,-14.61,0.07,-3.74,3.63,23.63,0.98,-5.04,1.46,1.79,-0.03,-16.95,2.10,2.39,0.34,-1.07,11.23,22.53,-0.24,-4.83
PELDR_sq,,,,,,18.45,0.61,,,2.23,-2.92,,,26.60,-3.69,,,9.31,-4.01,,,1.98,-1.06,,,5.60,-0.93,,,4.41,3.05,3.56,1.95,0.06,0.07,-3.51,5.66,-1.14,6.25,1.65,-6.08,3.69,3.12,-0.48,-2.52,-9.16,4.14,-8.16,-0.01,-0.09,-2.27
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,1.40,-22.36,,,36.74,,-17.18,,-17.93,-16.77,-3.89,,-3.82,-5.63,-8.99,,-6.22,-10.30,-5.12,,-4.90,-4.81,-1.59,,-4.27,-5.88,-12.94,,-13.92,0.57,-2.30,,4.50,-3.18,0.86,-3.33,15.93,14.27,12.33,12.00,1.73,0.79,-10.18,-14.30,-19.27,-14.52,1.43,11.45,38.70,36.98,33.24
TSF_sy,16.63,4.06,,,0.66,,1.74,,-6.23,7.31,-3.90,,-11.33,-6.78,3.19,,10.75,9.25,4.13,,13.72,-2.15,6.14,,-8.91,-0.70,-14.70,,-4.43,-7.41,-1.89,,2.54,-0.62,0.95,5.87,-0.05,9.77,8.08,2.73,2.92,-1.23,-6.90,-3.35,-3.40,-0.79,8.49,0.55,-0.01,5.03,-3.51
TSF_qq,,,,,,1.95,-13.85,,,3.39,-0.52,,,1.43,-4.05,,,-2.99,1.49,,,-2.90,4.93,,,-4.54,-2.94,,,11.52,-5.71,-0.14,-0.49,3.33,-1.78,-4.29,19.35,1.85,-3.45,-4.57,8.40,0.91,-13.96,-8.95,2.12,6.84,2.10,0.04,27.09,5.51,-0.68
TSF_sq,,,,,,-10.58,9.38,,,2.33,-2.04,,,7.58,8.44,,,6.12,3.36,,,-8.68,12.11,,,-0.45,-3.70,,,-3.55,2.04,-0.33,4.53,-6.52,3.65,4.53,-1.31,2.66,2.06,-0.64,-1.13,-1.48,-3.80,3.15,-1.18,1.18,5.20,-4.41,-1.72,6.28,-3.36
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,61.90,5.11,,,-29.89,,80.34,,54.07,44.64,6.79,,21.80,24.72,12.51,,-5.58,-8.58,-4.56,,-4.42,-7.14,-9.76,,-5.91,-0.12,-0.45,,-6.48,-3.41,5.94,,16.41,13.87,6.62,12.55,-5.74,-10.94,-11.24,-9.44,-5.61,-1.85,-1.73,-3.26,-3.96,-2.41,-0.55,-2.85,-1.81,-1.90,-0.63
ZKO_sy,8.51,5.11,,,-1.83,,-31.43,,-13.92,3.99,15.29,,31.90,-8.54,-20.21,,-12.30,-2.51,9.61,,-18.46,8.25,13.66,,19.15,5.31,10.91,,11.67,15.40,2.91,,-6.78,5.16,0.49,-1.14,3.71,-2.99,-7.15,-1.62,-9.29,-3.63,0.06,0.27,4.69,4.24,7.11,-1.62,2.91,-0.69,9.06
ZKO_qq,,,,,,4.96,48.83,,,-1.46,9.88,,,0.90,-0.87,,,-2.30,3.49,,,-5.09,0.57,,,0.75,0.24,,,4.06,9.95,-11.21,14.61,1.78,2.94,-6.27,-4.02,-3.83,2.60,-4.37,0.04,-0.01,2.72,-5.85,-0.68,1.60,4.68,-8.02,0.37,1.51,6.04
ZKO_sq,,,,,,-14.92,-7.82,,,2.77,2.20,,,-28.73,-10.84,,,-20.78,0.23,,,5.17,5.25,,,-7.04,10.84,,,-3.93,-1.16,3.12,-4.80,8.37,-5.54,1.45,-0.12,1.36,-9.59,7.49,-7.91,7.69,-6.13,7.71,-3.85,7.23,-3.55,-1.07,0.58,3.47,5.92
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,-4.33,-20.32,,,31.99,,-16.56,,-15.68,-11.82,-2.97,,-9.55,-15.97,-6.35,,0.41,-1.79,-4.45,,-1.88,-3.73,-4.68,,-4.08,16.42,15.87,,5.09,-8.05,15.14,,4.38,3.35,-17.48,-2.84,-0.49,3.48,2.73,6.21,9.71,3.55,5.28,3.44,0.92,3.27,4.67,1.75,0.72,0.02,-3.06
OSF_sy,0.42,3.98,,,2.25,,-4.32,,-5.70,-8.21,1.50,,-5.26,-5.47,-9.10,,6.92,7.76,8.45,,-3.26,-2.97,-2.97,,3.18,0.86,2.32,,-2.57,0.69,2.71,,0.84,-6.13,-4.17,-0.59,1.35,-1.61,2.83,0.79,2.47,6.02,-1.77,0.75,-3.30,-1.29,-1.10,1.15,-1.05,4.07,3.04
OSF_qq,,,,,,4.65,-15.08,,,9.44,-6.56,,,1.67,4.14,,,-0.56,1.33,,,-2.44,0.33,,,18.41,-0.15,,,3.61,25.03,-19.17,-0.32,2.59,-0.17,-4.83,2.09,6.68,-0.89,-1.61,5.45,0.70,0.77,-3.33,2.89,3.04,2.14,-6.03,1.85,2.32,-1.01
OSF_sq,,,,,,2.75,-8.30,,,0.01,1.39,,,-0.22,-2.50,,,0.56,-1.87,,,0.86,-1.87,,,-1.40,-0.46,,,1.90,1.54,-2.82,0.28,-5.14,3.65,0.81,2.24,-7.90,8.33,-1.19,3.94,-4.71,0.37,1.34,-0.23,-2.73,0.55,3.65,-2.39,2.30,-0.44
