,2004/Q4,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4
ROE_qq,,,8.70,-20.26,14.06,-7.92,-3.92,-15.42,-16.59,-50.92,-252.01,54.06,72.02,361.76,62.36,42.56,-27.18,85.33,43.53,17.54,-3.41,-5.08,11.74,-4.68,-21.94,0.42,8.22,-7.34,-3.47,11.37,0.52,9.64,-5.98,0.50,43.18,-4.59,9.81,-7.28,-27.03,-11.37,-15.31,14.98,5.38,11.42,4.10,0.70,7.02,11.08,-5.61,21.64,2.61
ROE_sq,,,10.62,-4.25,17.58,18.31,-38.81,0.10,20.15,-5.46,18.04,-3.13,-22.42,-22.44,-48.06,0.12,-28.83,85.33,70.86,19.63,-25.87,2.08,50.00,-28.99,15.28,-15.15,-13.28,-3.80,-10.90,16.22,-17.57,-14.26,24.77,18.10,-12.41,-24.93,16.42,0.65,33.98,-6.37,-12.84,4.27,19.63,7.50,-6.37,-7.33,7.34,16.75,-1.21,12.37,-9.51
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,26.27,,-17.26,,,-17.22,-23.78,-23.72,-42.51,-70.45,-148.85,-128.76,-110.23,-41.60,161.26,286.05,590.91,252.05,212.82,153.12,225.93,68.87,31.15,7.16,-23.30,-17.28,-23.96,-25.81,-0.74,12.53,7.95,30.12,23.88,5.94,57.87,37.23,67.47,57.01,-22.67,-27.65,-47.12,-36.61,-9.77,14.18,46.60,25.12,28.80,27.37,13.92,39.59,27.91
ROA_sy,14.81,,-6.45,,,54.60,-2.93,14.36,12.38,2.28,15.81,8.01,-42.51,-45.92,-64.11,-67.55,-64.37,-22.65,80.13,156.04,190.34,28.40,35.47,-25.49,58.43,-13.59,-45.53,-18.89,-55.77,7.73,-5.47,-36.36,10.34,-22.28,10.03,16.96,-2.92,-7.01,6.34,27.10,-6.65,32.88,23.40,50.45,63.22,7.86,-5.89,3.09,4.26,37.40,9.01
ROA_qq,,,0.39,-23.59,-4.59,13.10,-7.57,-23.53,-28.09,-41.86,-252.80,54.97,74.42,431.82,60.27,36.75,-32.50,137.96,42.41,10.66,-13.09,23.30,10.60,-9.58,-37.79,32.96,1.67,-11.78,-16.77,50.75,-2.48,6.35,-20.76,28.92,45.33,-7.56,-3.30,20.86,-28.42,-13.51,-29.33,44.90,1.88,9.45,-9.26,23.67,4.88,8.23,-18.84,51.53,-3.90
ROA_sq,,,13.50,-2.16,11.01,25.40,-28.73,15.28,9.09,14.12,-19.31,7.52,-41.94,7.37,-46.45,-2.78,-36.26,133.10,24.70,38.20,-27.73,3.09,31.57,-23.99,53.69,-43.78,-17.07,13.18,-16.19,36.95,-27.23,-23.81,45.31,-3.53,3.03,-19.01,20.61,-7.59,17.81,-3.20,-11.41,31.53,9.41,18.02,-3.89,-13.08,-4.54,29.29,-2.81,14.54,-24.26
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,101.57,,-5.37,,,-23.59,-7.22,4.31,2.42,-11.62,-67.52,-52.24,-78.18,-49.79,67.47,42.47,312.43,155.77,102.04,73.83,33.68,-0.22,-5.47,-12.36,-30.39,-21.19,-22.70,-14.90,9.01,10.22,4.29,5.61,-2.97,-3.05,1.99,-6.46,28.23,9.31,12.11,10.28,-30.53,-10.67,-6.50,-0.49,31.69,22.42,13.42,24.17,20.09,23.57,26.07
OPM_sy,50.56,,-27.59,,,-48.04,40.00,33.51,9.14,39.71,-40.33,-33.20,-56.13,-53.29,11.76,-4.60,18.82,5.07,66.48,-23.08,-21.15,-17.69,-3.94,102.13,208.18,229.32,-43.07,-1.32,-49.53,-46.59,3.14,-44.18,-29.24,-12.78,-12.68,24.79,31.68,12.74,15.54,10.17,21.58,17.14,18.71,10.45,12.38,-4.34,0.99,-3.00,-13.04,-1.34,1.63
OPM_qq,,,-7.45,-16.10,1.85,-3.38,12.38,-5.67,,-16.63,-58.70,38.70,-54.32,91.89,37.75,18.00,32.24,19.00,8.81,1.52,1.69,-11.18,3.09,-5.89,-19.23,0.56,1.12,3.60,3.48,1.68,-4.32,4.91,-4.94,1.60,0.66,-3.78,30.31,-13.40,3.24,-5.34,-17.91,11.36,8.05,0.75,8.63,3.52,0.11,10.30,5.06,6.52,2.13
OPM_sq,,,-44.60,-1.21,35.60,-29.99,49.26,-5.79,,-10.38,-36.25,5.47,-27.20,-4.57,52.54,-9.97,-9.33,-15.61,141.69,-58.40,-7.07,-11.91,182.08,-12.47,41.69,-5.87,-51.24,51.72,-27.54,-0.37,-5.83,-17.90,-8.14,22.82,-5.73,17.34,-3.07,5.15,-3.39,11.89,6.97,1.30,-2.09,4.11,8.83,-13.77,3.36,,-2.44,-2.17,6.47
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,167.00,,14.79,,,-18.48,-26.43,-26.30,-44.11,-71.40,-144.35,-125.21,-110.37,-41.48,159.50,292.13,561.29,234.18,213.45,158.48,220.98,63.64,25.20,2.71,-18.95,-18.06,-19.91,-22.69,-5.38,11.02,4.01,22.22,25.00,11.70,70.18,46.85,67.50,50.11,-27.64,-32.22,-49.39,-37.48,-11.69,8.90,30.83,14.56,18.44,20.65,9.22,35.17,29.74
ROS_sy,60.76,,-15.66,,,-18.48,21.90,8.87,11.78,8.69,-6.30,3.58,-17.74,-41.13,-60.87,-60.06,-61.80,-50.66,206.88,117.85,120.00,90.60,24.74,22.41,69.25,123.59,-64.82,-30.91,-58.29,-79.84,16.81,-33.19,-1.89,156.25,3.83,-18.55,-40.54,-25.00,9.65,47.64,124.68,49.59,19.04,43.09,28.18,-14.54,15.73,1.98,-7.55,25.28,-11.73
ROS_qq,,,5.87,-21.86,11.69,-11.78,-4.45,-21.73,-15.30,-54.85,-248.15,55.50,65.17,354.84,50.63,43.70,-16.37,84.62,41.29,18.50,3.85,-5.88,8.10,-2.78,-18.06,-4.84,5.65,-6.15,0.28,11.65,-1.02,10.28,2.56,-0.23,50.80,-4.83,16.98,-10.58,-27.31,-10.86,-12.65,10.46,2.67,9.93,4.95,-3.28,6.14,11.98,-4.99,19.70,1.88
ROS_sq,,,-32.56,8.32,14.42,-2.48,0.85,-3.26,17.48,-5.18,-13.06,6.95,-6.71,-32.13,-42.22,9.17,-10.76,-12.35,259.40,-22.50,-9.88,-24.06,135.21,-23.95,24.61,0.32,-62.99,49.36,-24.79,-51.52,114.45,-14.57,10.45,26.64,-13.11,-32.98,-19.37,59.74,27.03,-9.76,22.70,6.36,1.09,8.47,9.91,-29.09,36.88,-4.41,-0.36,-3.90,-3.55
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,74.91,,-26.86,,,-41.88,-26.15,9.29,4.03,-25.17,-63.28,-45.66,-83.63,-42.23,180.51,126.19,781.72,265.86,57.04,31.43,11.95,-5.27,7.10,-1.49,-24.29,-17.50,-21.63,-12.20,24.32,21.91,16.37,16.14,-11.11,-10.37,-5.24,-14.81,6.12,-10.93,-12.58,-13.64,-22.45,2.74,7.77,22.14,44.15,39.89,37.92,34.98,17.67,8.33,1.16
RS_sy,54.44,,-35.79,,,-66.50,37.63,36.27,8.42,65.66,-46.00,-45.67,-66.55,-54.73,34.80,-0.72,85.10,25.10,47.16,-5.84,-20.46,-10.75,6.78,128.84,277.70,237.05,-12.57,9.89,-30.61,-27.75,-34.40,-50.12,-45.55,-32.94,-21.41,14.96,25.24,19.16,35.53,16.13,18.23,12.94,15.05,16.11,12.42,4.42,2.78,-4.63,-13.50,-16.30,0.66
RS_qq,,,-27.45,-31.15,10.30,5.49,-7.81,1.88,4.99,-24.12,-54.76,50.77,-68.37,167.74,119.68,21.57,23.31,11.10,-5.71,1.75,5.03,-5.99,6.60,-6.41,-19.28,2.45,1.26,4.85,14.29,0.46,-3.34,4.65,-12.53,1.30,2.19,-5.91,8.96,-14.97,0.29,-7.05,-2.17,12.66,5.20,5.34,15.46,9.33,3.71,3.10,0.66,0.65,-3.15
RS_sq,,,-45.96,-12.98,17.17,-39.19,121.99,-13.84,-6.77,-7.09,-27.64,-13.32,-42.61,25.76,115.46,-36.16,7.01,-15.01,153.45,-59.15,-9.61,-4.63,203.24,-12.46,49.19,-14.90,-21.34,10.04,-5.80,-11.39,-28.58,-16.34,2.84,9.13,-16.30,22.37,12.04,3.84,-4.81,4.85,14.07,-0.81,-3.03,5.82,10.45,-7.87,-4.55,-1.81,0.17,-10.85,14.79
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,126.27,,17.30,,,-16.86,-15.66,-10.96,-29.93,-57.92,-119.88,-101.66,-94.17,-37.95,266.27,3008.33,900.00,152.91,144.20,110.03,131.18,42.61,11.42,1.50,-25.06,-28.26,-25.97,-26.88,-5.60,9.94,-5.04,5.33,-2.70,-3.92,18.37,5.76,58.41,31.62,27.84,25.41,-27.89,-4.05,-7.01,0.92,36.08,21.10,20.32,28.16,22.71,30.31,26.85
GPM_sy,40.42,,-25.41,,,-43.84,32.52,41.02,31.91,63.60,-12.98,-13.34,-32.63,-71.90,-84.61,-55.65,-46.32,-23.06,707.45,135.49,60.55,86.74,15.54,19.90,33.76,51.42,-66.18,-37.78,-42.33,-55.72,38.58,-41.41,-19.81,73.31,-4.83,-26.48,-28.50,-34.47,6.57,86.53,110.63,80.60,33.47,46.39,38.19,-8.78,3.15,-10.63,-16.51,13.48,-1.83
GPM_qq,,,4.32,-17.98,2.46,-5.17,5.83,-13.41,-19.36,-43.05,-150.00,92.77,383.33,505.88,33.98,26.45,-2.58,53.24,29.37,8.75,7.23,-5.47,1.08,-0.93,-20.83,-9.51,4.32,-2.16,2.21,5.40,-9.90,8.52,-5.58,4.07,11.01,-3.04,41.42,-13.54,7.83,-4.88,-18.68,15.05,4.50,3.23,9.65,2.38,3.83,9.96,4.98,8.72,1.07
GPM_sq,,,-52.21,3.75,29.86,-12.77,12.76,10.40,21.48,8.19,-40.02,9.94,-5.57,-54.88,-67.14,216.77,14.31,-35.33,244.83,-7.62,-22.06,-24.79,113.35,-4.13,-13.06,-14.86,-52.35,76.38,-19.42,-34.63,49.15,-25.43,10.29,41.28,-18.09,-42.39,7.25,29.47,33.21,0.84,21.11,11.01,-1.55,10.60,14.33,-26.72,11.33,-4.17,6.79,-0.40,-3.69
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,-4.73,,-31.71,,,-22.29,-4.06,7.81,5.54,-8.77,-64.18,-45.54,-78.69,-49.77,73.48,38.11,343.85,168.69,100.21,70.00,35.70,2.94,-0.93,-8.50,-34.23,-20.33,-26.56,-18.33,14.56,11.45,8.09,12.39,-3.73,-7.92,-5.38,-12.58,27.99,14.52,19.97,17.95,-27.65,-9.51,-4.62,4.28,47.72,33.59,23.52,31.00,25.48,27.57,24.24
ROPA_sy,-22.58,,-13.01,,,-22.29,27.38,1.33,22.01,66.57,-39.11,-24.16,-62.46,-52.51,18.20,4.65,73.27,55.63,-1.38,-9.87,-7.28,2.94,-1.27,18.73,80.00,-20.33,-13.24,-12.82,-43.15,11.45,-12.38,-22.54,-8.04,-32.55,-4.80,36.60,23.93,17.25,23.06,-4.12,12.18,21.28,21.24,17.60,2.36,-1.68,4.38,8.19,15.56,16.93,-14.69
ROPA_qq,,,-12.12,-17.98,-13.21,24.22,8.50,-7.83,-15.04,7.38,-57.40,40.14,-66.75,153.08,47.11,11.57,6.85,53.21,9.62,-5.26,-14.71,16.22,5.49,-12.50,-38.69,40.78,-2.76,-2.70,-13.99,36.95,-5.69,1.18,-26.33,30.99,-3.09,-6.52,7.86,17.19,1.53,-8.09,-33.84,46.58,7.00,0.48,-6.27,32.56,-1.07,6.58,-10.22,34.77,-3.65
ROPA_sq,,,-10.28,-0.48,-11.88,-1.24,47.08,-20.83,6.10,34.84,-46.24,-1.40,-47.48,70.57,33.80,-12.70,-13.04,53.21,-15.21,-20.21,-10.54,70.09,-18.68,-4.05,35.63,-24.71,-11.45,-3.58,-11.55,47.58,-30.38,-14.76,5.01,8.24,-1.74,22.32,-4.73,2.40,3.13,-4.70,11.46,10.71,3.10,-7.57,-2.98,6.35,9.45,-4.20,3.63,7.61,-20.15
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,268.99,,281.38,,,6.89,-73.83,-59.05,596.39,-231.16,425.22,-161.19,-100.23,102.05,-98.13,122.51,502.22,219.24,224.39,158.92,108.49,38.16,53.10,-3.55,191.65,101.79,96.73,-485.36,-43.33,-22.83,-55.27,120.42,-31.62,14.10,128.51,131.43,48.94,-11.64,-61.09,-43.34,-43.66,6.02,53.32,40.76,82.57,-17.17,-13.24,17.15,-2.85,42.89,30.89
ZNPO_sy,-5.69,,32.43,,,-72.44,42.13,-48.50,-40.30,-15.18,-21.97,4.42,-88.17,-87.73,45.85,-91.47,603.74,348.33,-40.12,864.09,67.56,65.46,88.41,52.43,49.67,19.98,-67.05,-47.29,-43.19,-63.07,-2.57,-27.34,-22.86,138.45,48.74,56.17,10.06,-32.52,-35.01,-1.10,-14.76,25.87,65.22,83.68,79.48,4.06,9.46,-19.98,-5.81,46.49,6.00
ZNPO_qq,,,45.71,-29.74,-234.81,177.45,-64.33,9.97,1533.98,-120.46,242.83,-112.81,93.90,283.33,30.45,54.36,8.95,45.51,32.56,23.20,-12.26,-3.58,46.89,-22.38,165.29,-33.29,43.21,-252.04,139.01,-9.16,-16.99,-30.59,30.63,51.58,66.26,-29.70,-15.93,-10.07,-26.78,2.36,-16.41,69.23,5.88,-6.02,8.42,-23.23,10.91,26.89,-10.09,12.92,1.60
ZNPO_sq,,,-75.69,53.52,-31.77,8.22,25.37,-44.37,-20.90,53.76,15.33,-25.56,-91.04,59.42,1271.21,-95.65,639.47,1.56,83.14,-29.90,28.52,0.29,108.54,-43.29,26.20,-19.61,-42.73,-9.27,36.01,-47.75,51.11,-32.34,44.40,61.52,-5.74,-28.96,1.76,-0.96,-9.21,8.10,-12.29,46.24,19.17,20.17,-14.30,-15.21,25.34,-12.15,0.87,31.88,-9.30
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,20.44,,-65.12,,,331.75,318.68,-61.48,-23.87,-14.96,18.95,143.06,62.90,403.89,-413.99,-83.59,-268.96,-83.68,116.58,129.03,133.19,3.66,-10494.73,-10.19,-13.34,16.59,101.11,7.72,-33.75,-21.94,-45.83,-35.48,50.18,-4.23,317.19,49.04,,,,,,,,,597.75,-58.50,-13.20,-24.73,-80.40,10.29,-38.20
ZFI_sy,14.03,,-1.31,,,190.18,-15.19,-16.88,-8.34,-0.16,28.57,80.37,34.63,18.30,-20.71,-48.20,-41.83,-26.12,2.13,19.01,78.99,20.40,8.75,17.28,-40.77,-3.92,1.46,13.41,26.27,-1.13,4.95,-4.96,3.06,-3.68,-26.83,-11.55,,,,,,,,,11.46,7.82,35.01,10.34,-10.36,-4.17,5.29
ZFI_qq,,,3.52,951.30,-48.86,-22.43,0.38,-3.28,1.09,-13.36,40.42,97.63,-32.25,168.01,-187.50,110.33,-797.49,125.89,-11.12,42.70,1.07,-19.13,-9012.53,101.23,-2.47,8.80,-15.19,19.70,-40.02,28.19,-41.14,42.57,39.61,-18.25,156.40,-49.07,,,,,,120.58,-36.04,13.64,335.23,-86.88,33.78,-1.46,13.31,-26.17,-25.03
ZFI_sq,,,203.92,-13.83,14.88,-3.55,-11.17,-15.55,26.70,5.06,14.39,18.47,-5.43,-7.69,-23.33,-22.61,6.19,17.25,5.99,-9.81,59.71,-21.13,-4.26,-2.75,-19.34,27.94,1.10,8.71,-10.20,0.17,7.32,-1.56,-2.61,-6.38,-18.47,18.99,,,,,,3.77,-26.97,24.71,17.94,0.38,-8.56,1.92,-4.18,7.30,0.48
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,-4.67,,-16.48,,,9.08,9.17,11.17,6.68,12.47,7.39,0.30,-3.54,-10.66,-9.92,-7.19,-7.13,-11.24,-11.28,-7.72,-4.77,-9.39,-8.85,-9.11,2.58,2.85,9.50,7.64,-1.23,-5.99,-8.78,-9.72,-5.22,-1.11,-7.28,-7.01,-9.77,-19.60,-13.78,-14.45,-4.35,-1.95,-0.41,-0.36,-5.90,-5.05,-7.11,-4.65,-1.29,-5.98,3.30
DTAR_sy,13.60,,-6.38,,,9.08,7.65,3.77,-15.13,-9.32,-10.67,-2.72,0.70,9.20,24.07,-1.33,6.23,-9.94,-18.69,-2.80,-5.20,-3.79,-5.89,4.08,-0.30,10.17,9.94,-0.07,9.29,-2.58,2.32,-4.43,-4.67,8.81,-1.61,7.47,-1.01,0.25,10.03,5.66,9.63,-0.48,-10.68,-14.13,-10.99,-4.46,1.09,1.83,0.07,-4.39,-6.04
DTAR_qq,,,4.65,6.35,14.75,-14.59,4.75,8.29,10.11,-9.95,0.02,1.14,5.89,-16.60,0.84,4.21,5.97,-20.30,0.80,8.40,9.35,-24.17,1.40,8.09,23.41,-23.96,7.95,6.25,13.24,-27.63,4.75,5.17,18.89,-24.49,-1.79,5.47,15.37,-32.72,5.32,4.64,28.99,-31.03,6.97,4.69,21.83,-30.40,4.65,7.46,26.12,-33.71,14.98
DTAR_sq,,,4.65,1.34,9.96,-6.47,3.29,-2.31,-10.07,-0.06,1.75,6.38,-6.91,8.37,15.60,-15.39,0.22,-8.12,4.36,1.15,-2.26,-6.76,2.08,11.87,-6.37,3.04,1.87,1.69,2.39,-8.16,7.00,-5.02,2.14,4.83,-3.24,3.75,-5.92,6.15,6.20,-0.38,-2.39,-3.63,-4.69,-4.23,1.18,3.44,0.85,-3.52,-0.57,-1.16,-0.89
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,-8.23,,-28.37,,,19.92,15.39,24.42,15.69,26.18,15.61,-0.55,-9.12,-21.35,-19.90,-15.36,-17.01,-21.36,-21.35,-16.99,-11.79,-17.04,-16.43,-17.04,5.68,3.70,16.37,13.96,-3.44,-9.81,-15.27,-17.78,-11.80,-2.94,-12.92,-12.69,-18.66,-28.75,-21.02,-22.17,-7.93,-2.49,0.41,-0.06,-9.91,-6.58,-9.83,-6.78,-2.18,-8.09,5.63
CG_sy,34.10,,-6.26,,,3.56,-3.79,4.92,-29.07,-19.40,-16.86,-7.48,2.17,28.58,58.99,-3.01,11.61,-12.79,-39.17,-4.09,-9.03,-17.04,-10.86,11.90,4.80,16.16,19.91,-0.65,18.03,-1.25,6.36,-8.82,-12.91,14.32,-4.70,11.02,4.22,0.23,18.16,-19.68,-7.93,-8.01,-20.99,1.11,-8.36,-14.01,-0.42,-4.02,3.39,4.89,-8.29
CG_qq,,,13.17,11.15,37.29,-30.56,8.90,19.84,27.65,-24.26,-0.22,3.09,16.65,-34.45,1.62,8.93,14.38,-37.88,1.63,14.97,21.54,-41.58,2.39,14.12,54.82,-42.68,14.90,11.75,31.19,-46.46,7.95,8.44,40.73,-41.08,-3.15,8.72,31.11,-48.39,7.37,7.14,55.10,-45.34,10.56,6.63,39.82,-43.32,6.72,10.23,46.71,-46.74,22.65
CG_sq,,,13.17,-11.03,16.99,-12.09,5.15,-2.98,-20.91,-0.10,8.46,7.97,-12.66,25.72,34.10,-34.13,0.51,-1.77,-6.46,3.85,-4.67,-10.42,0.52,30.37,-10.72,-0.71,3.76,8.01,6.06,-16.92,11.76,-7.41,1.30,9.06,-6.84,7.87,-4.91,4.88,9.83,-26.68,9.01,4.79,-5.68,-6.17,-1.19,-1.67,9.24,-9.57,6.44,-0.24,-4.49
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,-14.08,,-32.47,,,41.32,88.49,171.17,53.04,23.52,-38.32,-51.76,-54.96,-38.37,48.91,78.03,85.92,1.26,-25.98,-70.73,-72.92,-63.77,-40.72,25.84,82.72,35.27,-9.14,36.08,-10.51,-20.01,-23.46,-53.59,-72.00,-49.32,-26.71,11.74,69.23,32.99,-34.70,-48.50,-37.82,-44.81,73.88,60.62,82.34,8.54,-73.48,-48.94,-58.25,5.78,165.70
LDER_sy,29.23,,-26.49,,,8.97,60.91,3.38,-43.59,-32.21,-43.48,-1.75,1.59,44.64,75.58,7.83,47.65,-14.00,-26.94,5.65,-23.07,-28.37,-25.67,32.85,3.84,54.25,74.37,5.61,20.47,-22.74,-2.50,-3.41,-2.05,22.34,3.49,19.89,21.35,28.90,7.05,-22.81,-8.08,-10.38,-30.45,-17.40,-28.63,-11.41,-4.58,12.57,10.70,-2.31,-1.03
LDER_qq,,,-26.65,-14.53,91.43,17.76,-2.17,22.96,8.04,-4.96,-51.15,-3.83,0.88,30.04,18.03,14.97,5.35,-29.17,-13.72,-54.53,-2.53,-5.25,41.16,-3.48,41.53,-29.85,-5.18,44.56,-6.92,-37.30,-9.27,-12.36,-43.85,13.50,31.20,33.63,-14.95,-10.81,-35.58,5.37,2.69,-20.83,102.96,-2.66,16.58,-52.87,-50.40,87.38,-4.66,19.38,24.58
LDER_sq,,,-26.65,-10.06,81.92,-9.20,8.31,-42.21,-0.73,9.12,-9.70,0.46,2.64,55.35,9.61,-38.31,40.55,-9.51,-6.88,-10.79,2.34,-15.75,-3.36,59.44,-20.01,25.15,9.24,-3.43,-8.75,-19.74,37.86,-4.34,-7.46,0.25,16.63,10.82,-6.34,6.48,-3.14,-20.09,11.54,3.81,-24.83,-5.10,-3.62,28.85,-19.04,11.96,-5.22,13.71,-17.97
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,14.53,,55.19,,,-1.01,-35.51,-61.04,-31.99,-14.24,41.13,67.93,81.23,32.11,-35.58,-48.10,-40.39,4.07,45.02,273.82,244.92,169.33,59.32,-22.40,-45.24,-29.23,7.03,-32.19,4.19,18.85,25.44,110.95,252.21,95.07,28.37,-14.56,-49.24,-35.46,35.00,69.25,56.04,76.49,-43.36,-38.36,-46.12,-9.49,267.04,87.08,133.07,-11.02,-64.24
PZAT_sy,-5.13,,5.91,,,138.67,-17.98,-25.43,41.59,-9.98,41.31,42.57,4.61,-20.95,-17.62,-6.26,10.43,56.88,10.16,-6.32,-28.16,-35.16,-15.35,-22.66,-19.94,-15.88,-18.14,-8.58,11.89,46.18,7.31,17.54,17.05,-9.90,-10.01,-20.61,-2.33,4.65,24.52,-3.28,-6.85,-11.13,4.46,19.66,22.22,6.71,-10.16,3.59,-4.01,18.20,17.24
PZAT_qq,,,63.98,46.14,-52.82,-12.46,6.84,-11.72,-17.63,10.38,75.83,5.05,-11.10,-19.53,-14.26,-15.38,2.11,40.47,19.48,118.13,-5.79,9.69,-29.32,6.25,-33.52,41.75,6.90,-32.68,2.14,61.70,12.83,13.20,70.55,-10.45,-25.75,-24.66,1.33,13.87,55.30,-5.54,-6.58,28.79,-50.16,2.81,-18.34,116.34,102.09,-47.60,1.73,-17.40,-18.79
PZAT_sq,,,140.47,13.12,-38.68,43.09,-17.36,2.83,16.44,-9.03,29.72,3.75,-14.56,-31.26,35.20,18.05,0.66,-2.35,-5.07,0.39,-22.81,-11.85,23.93,-8.28,-20.09,-7.38,20.60,2.42,-2.20,21.01,-11.46,12.18,-2.62,-6.85,-11.56,-1.04,19.81,-0.19,5.23,-23.13,15.39,-4.78,23.68,-11.95,17.86,-16.87,4.13,1.53,9.21,2.37,3.28
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,-16.25,,-3.52,,,-15.71,-5.19,16.88,0.68,-4.81,-10.24,-11.83,-11.51,-2.57,16.11,25.58,16.84,-2.50,-13.55,-27.57,-25.34,-15.45,-2.33,6.76,12.12,6.27,0.54,11.23,4.94,4.92,2.97,-5.06,-11.47,-4.36,-0.79,2.94,13.55,10.40,5.45,2.99,-2.33,-1.06,7.38,6.78,9.52,3.10,-4.23,0.15,-0.77,10.96,15.21
PELDR_sy,-9.34,,13.83,,,-35.79,-2.73,16.11,15.65,24.96,4.05,-10.20,-13.35,2.57,-15.75,4.33,3.50,-7.39,18.13,1.99,1.66,-19.19,3.02,-3.89,-0.93,-2.98,-2.00,1.48,1.61,17.47,-11.62,-12.61,-9.10,-4.82,13.60,8.87,5.72,-1.50,2.09,0.86,7.09,12.82,0.28,5.18,2.09,-0.06,3.73,-9.13,-8.22,-15.31,-13.13
PELDR_qq,,,-19.13,-18.69,29.73,-1.19,-9.04,0.24,11.75,-6.59,-14.22,-1.54,12.16,2.85,2.23,6.49,4.36,-14.17,-9.36,-10.79,7.57,-2.80,4.70,-2.48,12.97,-7.87,-0.95,7.89,6.58,-7.89,-2.78,-0.53,-0.62,-0.49,0.85,3.22,9.63,-3.26,-3.67,0.80,3.97,-1.99,4.54,0.24,6.63,-7.74,-2.90,4.84,5.65,3.16,0.83
PELDR_sq,,,-33.29,-0.77,1.01,-3.97,1.05,18.45,0.61,3.76,-15.85,2.23,-2.92,22.82,-30.88,26.60,-3.69,9.90,-11.84,9.31,-4.01,-12.65,12.39,1.98,-1.06,-14.45,13.53,5.60,-0.93,-1.10,-14.58,4.41,3.05,3.56,1.95,0.06,0.07,-3.51,5.66,-1.14,6.25,1.65,-6.08,3.69,3.12,-0.48,-2.52,-9.16,4.14,-8.16,-0.01
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,-0.73,,5.95,,,0.96,12.15,17.58,7.00,-3.78,-18.96,-18.99,-17.13,-3.27,25.39,29.18,34.03,13.25,3.59,-15.99,-20.16,-10.45,-2.22,13.33,7.56,3.56,-7.36,,-0.02,0.87,3.76,-2.48,-7.84,-4.83,2.98,7.86,15.91,15.55,5.65,3.47,-0.23,-3.68,3.79,3.71,10.28,2.12,-4.88,-2.79,-5.94,2.64,2.63
