,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4
OPM_qq,,,-24.44,-4.01,-16.27,-69.74,-11.44,-3.75,47.58,32.66,7.25,25.19,1.42,-10.06,-1.69,-10.19,-1.47,15.03,19.64,17.23,8.76,2.90,-5.80,-22.69,-7.28,-4.23,-7.88,-1.95,-17.09,-26.43,-8.95,5.75,19.93,16.41,-5.71,9.45,-25.15,-9.29,6.30,47.27,-14.12,-207.99,-23.47,-43.04,-12.81,-334.36,-42.80,-128.71,-67.75,-10.76
OPM_sq,,,34.64,-5.46,33.39,-55.40,-11.44,-3.75,47.58,-32.88,111.97,25.19,1.42,-38.77,44.39,-10.19,-9.06,-70.58,-33.06,-12.55,53.65,179.02,-3.24,-24.39,37.28,-51.80,7.14,30.58,33.79,-50.70,54.05,35.09,4.90,14.12,-17.16,42.02,-57.92,69.32,1.29,2.32,12.37,-150.40,128.06,-1583.57,-12.81,-139.99,91.19,-1318.87,82.09,127.76
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,162.02,178.04,,,,-87.38,-83.77,-82.86,-66.36,92.25,103.05,156.96,55.85,25.30,21.02,2.37,11.57,2.90,8.19,22.81,8.59,41.67,47.63,4.91,4.99,-62.09,-74.00,-72.35,-85.06,-80.64,-94.62,-112.30,-124.55,-188.72,-1214.81,-250.94,-446.30,-320.34,-22.92,177.42,127.46,-385.69,-636.22,-2593.06,-5749.38,-359.73,-438.84,-794.35,-929.00,-251.32
ROS_sy,11209.09,-44.61,,,,-50.65,-101.90,-51.32,-34.88,43.53,6760.00,156.96,55.85,85.55,2.30,-58.21,-72.19,-52.07,-29.45,-21.86,-87.58,-65.55,-80.58,-20.34,1643.75,189.97,154.64,13.66,-58.28,-69.32,-57.78,16.60,15.81,175.19,152.82,-0.86,-24.93,39.62,-5.91,37.13,285.38,-77.59,-56.70,-748.01,-569.33,-5596.94,-484.52,83.08,106.38,106.57
ROS_qq,,,-25.89,-11.45,-17.70,-76.64,-4.65,-6.50,61.52,33.51,0.71,18.32,-2.03,7.34,-2.74,0.08,6.78,-1.01,2.27,13.61,-5.59,29.15,6.57,-19.26,-5.52,-53.36,-26.93,-14.14,-48.96,-39.55,-79.70,-296.30,-1.89,-118.52,-155.08,38.21,-58.60,-68.14,25.40,138.92,-43.75,-3074.07,-13.08,-31.79,-27.47,-142.02,-32.53,-118.74,-46.66,17.37
ROS_sq,,,14.66,19.62,20.74,-70.20,-104.41,3166.67,61.52,-34.32,104.71,18.32,-2.03,-21.80,12.87,-51.66,-34.82,34.78,66.13,-46.46,-89.64,273.75,-6.35,119.64,126.83,-37.85,-17.76,-1.96,-16.74,-54.30,13.16,170.76,-17.30,8.61,3.96,6.18,-37.38,101.98,-29.94,54.75,75.99,-88.26,35.37,-2416.13,-27.47,-37.54,90.53,-1.93,148.07,41.61
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,100.93,3314.29,,,,57.95,13.80,-36.26,38.32,40.66,62.34,146.11,17.58,19.11,11.95,-8.47,12.70,0.47,7.85,3.14,-6.08,10.94,3.35,6.24,5.84,-28.30,-31.27,-39.66,-44.37,-19.39,-17.83,4.03,34.18,7.24,-15.96,-36.83,-69.73,-37.07,-2.52,-31.05,-18.15,-312.55,-340.49,-545.29,-914.11,20.44,1.52,-62.55,-166.22,-1266.13
RS_sy,-96.07,5785.71,,,,-8.37,-27.43,-36.26,38.32,-27.02,62.34,124.73,-1.18,-40.47,-71.97,-67.22,-61.83,28.51,1.57,-38.97,-8.33,40.09,78.55,95.28,60.37,-48.60,-63.18,-45.77,-33.75,82.21,192.49,297.03,190.37,72.88,28.41,-12.90,-72.10,-23.90,-17.88,-59.01,-18.15,-42.82,10.50,-545.29,-275.40,-320.79,-261.91,51.35,-130.34,139.96
RS_qq,,,28.87,44.16,-17.12,2.58,-7.15,-19.26,79.86,4.32,7.16,22.41,-14.07,5.68,0.71,0.08,5.80,-5.78,8.10,-4.29,-3.65,11.29,0.71,-1.62,-4.01,-24.61,-3.46,-13.63,-11.51,9.25,-1.60,9.35,14.14,-12.69,-22.88,-17.80,-45.31,81.52,19.45,-41.86,-35.08,-571.37,-35.16,-7.66,-18.69,53.94,-67.31,-77.70,-94.39,-136.37
RS_sq,,,17.23,-8.07,-17.12,2.58,-7.15,-19.26,79.86,-45.87,106.53,11.78,-20.91,-67.40,-2.74,30.72,-7.91,9.77,-23.13,-21.45,38.31,67.76,-2.03,-14.09,13.58,-46.24,-29.82,26.53,38.78,47.86,12.66,71.75,1.50,-11.97,-16.32,16.50,-67.49,140.10,-9.69,-41.86,-35.08,67.74,74.52,-334.30,74.43,-111.15,-27.98,29.60,-21.09,136.63
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,160.23,182.87,,,,-87.50,-85.28,-86.09,-67.42,104.89,159.76,251.32,81.33,46.62,30.34,4.94,12.97,-1.22,15.98,45.61,44.77,42.14,27.56,-18.38,-30.50,-47.80,-62.47,-56.46,-75.10,-64.11,-59.70,-78.21,-5.66,-62.37,-123.91,-75.95,-153.71,-559.59,-546.75,-255.26,-57.98,-370.64,-622.29,-7574.58,-1755.22,-454.91,-557.33,-946.29,-1147.40,-174.73
GPM_sy,3355.00,-16.74,,,,-54.70,-62.37,-62.38,-46.36,3.46,159.76,372.89,99.17,148.82,10.14,-50.47,-44.58,-86.99,-86.18,-77.87,-81.89,70.82,56.55,116.50,448.44,132.21,104.18,25.32,-49.34,-58.93,-43.76,-9.73,1.99,60.82,39.74,-25.39,-26.98,39.91,-0.24,31.11,43.48,-69.40,-57.01,-973.52,-1384.38,-5251.49,-895.86,84.74,107.04,107.31
GPM_qq,,,-26.50,-5.44,-18.75,-77.87,-13.44,-10.59,90.26,39.14,9.74,20.92,-1.80,12.51,-2.44,-2.64,5.71,-1.62,14.55,22.23,5.10,-3.40,2.80,-21.79,-10.51,-27.45,-26.09,-9.26,-48.83,4.58,-17.01,-50.93,121.52,-58.29,-152.74,149.35,-594.74,-256.91,25.78,88.15,-403.39,-963.30,-13.90,-25.88,-21.69,-218.04,-34.92,-100.37,-45.08,29.95
GPM_sq,,,4.20,-10.58,33.47,-63.58,-13.44,-10.59,90.26,-29.74,117.32,62.77,-19.87,-12.22,-3.80,-26.81,-10.34,-79.39,2.13,17.26,-26.65,94.46,-6.41,62.17,85.81,-17.67,-17.70,-0.47,-24.88,-33.25,12.69,59.77,-15.13,5.25,-2.09,-14.69,-16.94,101.67,-30.18,12.11,-9.11,-56.99,-1.90,-2377.90,-33.64,-72.50,84.84,56.33,161.69,79.12
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,265.53,27.05,,,,46.17,27.18,-10.64,21.27,10.04,12.36,50.99,16.43,7.35,5.45,-20.62,-17.06,-9.40,0.33,14.45,10.13,11.21,1.43,-6.96,-10.14,-22.97,-23.93,-23.94,-20.89,0.43,2.53,19.67,29.73,8.67,-0.78,-14.63,-33.45,-13.39,-0.85,-15.53,-2.24,-121.38,-144.67,-163.45,-196.68,282.23,112.07,19.04,-110.62,-1653.72
RBS_sy,-38.42,27.05,,,,82.91,55.30,-20.21,-24.85,-2.70,1.11,13.86,-7.20,-14.07,-14.65,-26.77,-14.82,-2.64,2.04,2.47,-0.68,13.23,2.79,-3.21,-10.81,-39.16,-31.44,-19.48,-21.93,4.97,13.46,84.15,183.65,117.46,81.08,7.39,-36.65,-19.79,-16.73,-21.58,-5.04,-44.15,-52.31,-131.98,-104.04,-204.00,-372.96,-324.46,-2950.89,-130.28
RBS_qq,,,13.13,26.75,-6.94,9.54,-1.56,-10.94,26.29,-0.60,0.51,19.68,-2.61,-8.35,-1.28,-9.90,1.75,0.10,9.33,2.77,-2.09,1.09,-0.28,-5.74,-5.44,-13.34,-1.52,-5.75,-1.64,10.00,0.55,10.01,6.63,-7.86,-8.20,-5.35,-16.88,19.92,5.09,-19.36,-3.80,-126.22,-119.58,-14.54,-46.59,149.43,-85.45,-868.18,-281.36,-264.62
RBS_sq,,,13.13,84.57,16.62,-24.89,-3.95,-5.18,9.84,-2.74,-0.18,6.77,-10.47,-9.94,-0.85,-8.39,4.14,2.93,3.92,-8.01,0.95,17.34,-5.66,-13.38,-6.99,-19.96,6.32,1.72,-9.82,7.62,14.92,65.10,38.91,-17.49,-4.30,-2.09,-18.05,4.47,-0.65,-7.80,-0.76,-38.56,-15.16,-161.82,87.47,-1482.84,-122.65,3.86,9.95,-19.47
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,,,,,-65.97,-74.95,-79.07,,31.96,108.24,162.70,,16.01,18.90,-9.47,,6.47,-11.92,10.57,,15.83,8.17,-24.46,,-29.80,-24.69,4.35,,-42.17,-50.30,-62.84,-45.87,-3.17,7.83,32.63,-16.77,-38.04,-34.08,-23.28,-2.88,-308.54,-341.53,-359.66,-392.22,-413.06,-397.72,-790.70,-862.61,-13.98
ROPA_sy,,,,,,53.63,-55.24,-64.53,,-48.19,108.24,162.70,,142.82,18.90,-16.87,,-38.97,-64.98,-80.94,,-13.68,47.70,247.40,,-19.20,-8.31,-12.24,,6.49,-45.07,-15.87,-17.88,-2.68,48.04,-2.78,-46.58,49.37,40.95,25.00,61.92,-114.68,-171.15,-173.96,-251.65,-564.57,-153.75,-92.25,7.83,134.39
ROPA_qq,,,-4.52,17.79,,,-29.72,-1.60,,,10.91,24.14,,,13.68,-5.48,,,-5.96,18.66,,,-12.18,-17.14,,,-5.78,14.82,-19.56,-33.55,-19.02,-14.16,17.19,18.86,-9.82,5.59,-26.46,-11.51,-4.07,22.88,-6.90,-290.00,-11.11,-32.11,-4.78,-233.59,-7.79,-136.41,-13.24,60.50
ROPA_sq,,,79.49,24.17,,,-47.71,-1.60,,,110.20,24.14,,,2.93,-13.21,,,-40.94,-52.76,,,1.05,11.11,,,14.68,6.34,36.42,-35.99,-40.85,62.89,33.16,-24.14,-10.03,6.96,-26.82,112.10,-15.10,-5.14,-5.21,-119.23,-311.43,1.39,-94.37,15.72,-57.09,25.29,6.81,131.45
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,203.34,-7.92,,,,-65.03,-90.60,-40.79,-35.17,218.33,-566.47,-0.91,28.79,-36.79,270.17,32.59,59.58,0.50,-12.76,44.52,-14.98,31.48,83.49,2.84,14.92,-33.13,-57.90,76.13,154.55,-61.76,-93.46,-101.33,-100.98,-136.94,-955.63,-637.39,-1072.85,-496.53,-9.01,135.06,116.78,-69.10,-206.99,-2642.33,-2971.26,-9539.42,-11688.92,2635.88,936.96,102.64
ZNPO_sy,3477.86,-38.73,,,,-11.27,-104.03,-83.33,13.47,42.34,-1495.51,218.09,38.00,17.13,270.17,-39.61,-52.88,-41.99,-64.31,-35.42,32.93,60.87,28.14,129.89,73.22,-55.99,66.31,47.49,5.61,-10.22,-88.92,-73.06,-17.76,-26.22,112.40,8.05,-68.54,293.60,199.45,92.13,111.64,-89.28,-335.34,-94.49,-100.14,-2256.43,-17.32,-2200.61,28350.00,116.98
ZNPO_qq,,,0.68,-8.12,-16.91,-54.50,-72.95,479.00,-9.03,123.43,-139.64,223.00,18.24,9.66,6.71,-4.16,42.31,-30.94,-7.37,58.76,-16.28,6.79,29.27,-11.02,-6.45,-37.86,-18.61,272.25,35.20,-90.67,-86.09,-175.77,0.45,-252.04,-222.24,34.70,-58.34,-79.05,41.11,121.00,-24.22,-1904.14,-6.91,-73.93,14.41,-5956.86,-30.75,137.41,-71.75,-80.90
ZNPO_sq,,,97.93,25.05,-62.48,-4.46,-109.00,616.73,155.45,19.85,-200.85,203.02,10.83,1.73,46.52,-63.44,-13.53,25.23,-9.85,-33.85,78.00,51.55,-28.20,18.69,34.12,-61.50,171.33,5.26,-3.96,-67.27,-66.52,155.93,193.17,-70.63,-3.60,30.20,-14.65,267.42,-26.66,-16.47,-5.98,-81.39,-1710.36,101.95,-102.44,-280775.00,12.39,65.00,132.80,68.81
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,-5.64,,,,77.95,-45.02,-18.06,-12.06,-44.27,-354.18,-745.19,-31.04,-18.79,161.38,114.31,200.40,60.42,20.01,81.41,-33.63,-22.88,-4.41,-23.13,-25.44,-30.93,21.71,,,,,,,,,120.21,-65.78,114932.50,-81.01,-62.90,200.24,-99.97,33.03,-66.60,-58.49,304.72,47.67,,,
ZFI_sy,,46.89,,,,8.62,-56.64,-11.71,-27.91,-19.44,69.30,38.60,17.15,-21.40,-15.64,-14.01,13.09,14.97,17.54,8.27,-46.72,6.89,-9.86,-27.49,33.07,-26.08,12.98,,,,,,,,,-13.05,-1.82,-37.37,-4.37,3.86,-0.86,69.84,19.09,8.29,19.47,-3.41,-45.14,,,
ZFI_qq,,,1.22,-2.79,9.10,65.76,-68.72,44.88,17.09,5.05,-242.63,-267.75,112.51,23.71,7.81,-14.28,162.79,-33.94,-19.35,29.57,-3.86,-23.24,-0.03,4.19,-6.75,-28.89,76.16,,,,,,-7.95,26.07,68.27,12.77,-85.70,423730.27,-99.97,120.36,15.75,-51.60,7.75,-44.67,43.86,371.85,-60.68,,,
ZFI_sq,,,22.24,-31.26,33.09,-2.87,-51.20,39.96,8.67,8.54,2.55,14.58,-8.15,-27.18,10.07,16.79,20.80,-25.97,12.53,7.58,-40.55,48.52,-5.10,-13.46,9.09,-17.50,45.05,,,,,,-2.75,-2.21,-9.51,1.04,9.81,-37.62,38.17,9.73,4.82,6.87,-3.12,-0.22,15.64,-13.59,-44.98,,,
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,,,,,-10.09,11.70,-30.96,,-26.06,-40.11,-2.70,,12.75,-1.22,7.26,,-1.62,-11.46,-18.24,,-0.49,13.52,37.95,,2.45,14.92,-10.73,,-14.05,-14.29,9.45,5.66,10.25,9.59,-9.75,-7.14,2.72,14.52,37.78,35.33,31.90,23.30,0.61,-10.67,8.71,8.98,25.05,26.01,23.48
DTAR_sy,,,,,,-10.97,-14.36,-18.44,,-5.78,-9.41,-2.70,,5.61,-1.22,7.26,,-2.17,0.46,5.83,,10.74,19.22,17.06,,2.96,3.29,4.81,,8.75,7.91,-6.81,-10.28,-14.66,-12.19,-5.21,-4.05,11.66,6.01,12.83,20.54,13.74,20.64,0.78,-10.67,0.78,12.13,19.43,18.41,-12.39
DTAR_qq,,,-3.26,-2.20,,,20.18,-39.56,,,-2.66,-1.80,,,-14.71,6.63,,,-23.24,-1.55,,,-12.44,19.65,,,-1.78,-7.06,-1.57,-4.34,-2.04,18.67,-4.98,-0.19,-2.62,-2.27,-2.23,10.40,8.56,17.58,-3.97,7.61,1.48,-4.06,-14.73,30.96,1.73,10.08,-14.07,28.32
DTAR_sq,,,-2.67,-4.00,,,-6.38,-8.57,,,-10.00,-1.80,,,-15.81,6.63,,,-13.55,12.33,,,-6.93,10.29,,,-6.63,11.92,-2.34,6.57,-7.36,-3.35,-5.98,1.37,-4.68,4.34,-4.83,17.97,-9.51,11.06,1.67,11.31,-4.01,-7.23,-9.88,25.58,6.79,-1.19,-10.65,-7.09
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,,,,,-16.42,40.23,-48.28,,-43.83,-66.40,-6.93,,20.29,-0.79,13.44,,-3.25,26.99,34.03,,21.15,47.08,22.49,,7.47,-14.83,-29.59,,-28.56,-28.43,16.88,10.54,18.25,16.46,-15.16,-11.99,4.89,27.94,86.16,77.39,442.04,389.76,235.63,139.27,-358.54,-484.98,-146.16,-153.20,83.19
CG_sy,,,,,,-19.72,-25.19,-27.41,,-7.77,-14.67,-6.93,,8.36,-0.79,13.44,,-4.02,20.63,36.82,,23.45,41.38,22.69,,4.09,-6.48,-5.09,,2.42,4.83,-11.10,-17.69,-16.73,-20.28,-11.98,-10.20,35.65,27.27,26.42,52.42,48.03,23.44,1.62,-11.81,-30.42,15.12,-46.75,-67.82,-79.34
CG_qq,,,-7.48,-4.89,,,55.22,-64.92,,,-7.16,-2.82,,,-23.43,11.11,,,0.51,17.27,,,22.02,-2.34,,,-3.30,-19.27,-2.24,-6.40,-3.11,31.84,-7.55,0.13,-4.58,-3.95,-4.09,19.34,16.38,39.75,-8.61,264.66,5.16,-4.23,-34.85,-494.03,-56.59,88.52,24.91,-24.51
CG_sq,,,-4.43,-8.18,,,-10.95,-10.91,,,-17.61,-2.82,,,-24.57,11.11,,,-5.20,26.03,,,8.57,9.37,,,-2.45,10.99,-3.53,-1.94,-0.16,-5.87,-10.68,-0.80,-4.41,3.93,-8.88,49.85,-10.31,3.24,9.86,45.53,-25.21,-15.01,-4.66,14.82,23.74,-60.68,-42.40,-26.28
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,,,,,-29.90,-27.66,-58.58,,-41.20,-42.85,0.24,,-11.83,-13.19,-10.09,,-28.39,-2.89,29.97,,123.07,124.64,46.92,,-6.21,-23.48,-51.06,,-52.31,-57.68,0.92,-23.04,-8.33,-11.29,-38.32,-20.43,-9.43,-15.19,6.82,-0.66,178.25,239.59,174.71,148.36,-304.19,-389.52,-144.05,-151.51,85.51
LDER_sy,,,,,,-98.89,-69.29,-69.74,,1472.46,79.52,49.10,,52.81,-15.34,53.09,,0.42,14.50,-49.29,,175.02,158.61,57.58,,-69.17,-57.79,-8.29,,39.14,-6.89,2.99,-7.89,4.28,-9.64,32.29,-17.54,61.87,58.00,38.22,9.29,-8.27,78.94,23.69,125.74,-58.53,-55.06,-81.65,-91.74,-86.68
LDER_qq,,,-5.70,-11.67,,,-2.69,-49.42,,,-5.42,-11.28,,,-6.88,-8.11,,,26.29,22.97,,,27.17,-19.57,,,3.76,-48.56,-1.48,-9.31,-7.93,22.68,-24.87,8.03,-10.90,-14.70,-3.09,22.96,-16.57,7.44,-9.87,244.42,1.82,-13.09,-18.52,-383.16,-44.38,86.78,4.73,20.37
LDER_sq,,,-39.34,2.27,,,1584.06,0.77,,,92.26,-16.30,,,6.51,51.36,,,21.44,-32.96,,,14.20,-59.15,,,56.36,-11.24,1.28,-1.01,4.63,-1.82,-9.42,12.07,-9.33,43.73,-43.54,119.97,-11.49,25.73,-55.35,84.64,72.64,-13.09,-18.52,-66.08,87.11,-64.51,-63.34,-45.28
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,,,,,30.02,36.70,39.70,,-11.47,-17.55,-13.21,,14.69,24.67,14.10,,22.64,-5.48,7.23,,-36.68,-25.28,-37.00,,-9.61,-11.11,8.58,,28.08,43.03,8.65,40.08,20.55,25.98,45.80,10.71,21.19,32.56,8.90,3.78,-70.23,-76.29,-73.70,-73.92,-0.46,0.62,-97.80,-98.31,-98.47
PZAT_sy,,,,,,2297.38,-7.73,6.02,,-87.23,77.55,32.11,,-31.10,-25.64,-42.44,,-5.07,8.16,76.56,,-11.92,-41.18,-46.15,,374.96,27.51,41.25,,-78.17,-18.10,0.77,20.13,-40.53,28.51,-30.22,-31.93,4.67,-9.10,11.30,14.58,-0.33,-57.39,-51.65,-53.31,-48.74,-12.65,-14.85,-40.44,-21.42
PZAT_qq,,,-2.95,10.33,,,2.04,12.74,,,-4.96,18.67,,,3.31,8.61,,,-20.38,23.22,,,-6.04,3.89,,,-7.60,26.91,3.92,5.10,3.19,-3.60,33.98,-9.55,7.84,11.57,1.73,-0.99,17.95,-8.34,-3.05,-71.60,-6.04,1.66,-3.84,8.38,-5.03,-97.78,-25.88,-2.38
PZAT_sq,,,59.12,0.47,,,-93.88,15.44,,,-14.84,-14.11,,,-8.10,-33.51,,,4.70,8.53,,,-30.08,-0.63,,,-81.23,10.07,-16.15,26.00,-29.57,35.43,-0.04,-37.62,52.17,-26.45,-2.50,-4.08,32.16,-9.95,0.38,-16.56,-43.50,2.17,-3.06,-8.40,-3.72,-0.41,-32.19,20.86
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,,,,,-11.28,-13.57,18.86,,16.76,17.84,-19.27,,-4.80,-5.22,-1.93,,-17.24,-31.86,-40.25,,0.44,-4.78,36.22,,-0.23,27.52,17.06,,7.62,6.14,-7.58,-0.87,-6.17,-4.17,0.68,-1.98,0.34,-0.55,-8.49,-18.61,-64.13,-64.29,-63.57,-43.72,-97.64,-85.07,-310.01,-252.19,-17136.11
PELDR_sy,,,,,,0.97,-0.43,16.05,,-5.69,0.78,-19.27,,2.59,-1.27,0.15,,0.90,-3.39,-3.42,,-17.11,-31.25,-17.49,,0.63,26.37,10.41,,4.27,1.96,4.00,5.52,0.97,3.34,4.26,3.63,6.62,-4.13,3.36,-8.15,-3.30,4.30,-7.82,4.26,0.11,-3.64,-0.26,1.71,16.70
PELDR_qq,,,3.75,-1.93,,,1.08,34.86,,,2.01,-7.61,,,1.57,-4.41,,,-16.37,-16.19,,,-20.72,19.90,,,1.33,10.06,-4.74,1.30,-0.06,-4.17,2.17,-4.11,2.07,0.68,-0.53,-1.85,1.16,-7.35,-11.53,-56.74,0.72,-5.50,36.68,-98.19,537.50,-1429.63,0.95,-102.91
PELDR_sq,,,1.05,0.44,,,-0.35,17.07,,,6.49,-6.23,,,2.49,-4.88,,,-1.87,-4.90,,,-18.61,14.13,,,2.21,-0.28,1.00,1.30,-0.06,1.70,2.48,-3.07,2.29,2.61,1.86,-0.27,-8.03,10.62,-9.48,4.99,-0.79,-2.23,2.38,0.81,-4.51,1.20,4.40,15.67
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,,,,,-7.30,-30.19,0.84,,11.23,49.99,4.60,,-9.17,-3.73,-7.63,,-5.19,-30.72,-35.15,,0.61,-1.65,26.24,,-6.64,22.65,4.92,,0.28,-2.83,-6.20,-8.77,-8.20,-7.71,-1.82,2.07,-3.64,-12.61,-25.31,-23.77,-68.89,-66.75,-62.57,-55.46,-98.54,-90.36,-248.67,-239.63,-11957.69
TSF_sy,,,,,,-5.11,1.71,0.84,,0.55,-0.49,1.87,,-6.18,0.44,-2.33,,-3.03,-8.35,-19.15,,-9.24,-17.80,-6.22,,-10.48,9.99,10.02,,12.48,-2.83,-2.00,-1.52,-1.93,0.22,19.94,22.51,4.92,14.72,-1.59,-7.31,-6.93,-10.67,2.63,8.23,4.36,-13.58,-14.65,-2.56,15.55
TSF_qq,,,1.79,-2.53,,,-23.34,40.79,,,3.38,-1.81,,,9.57,-5.79,,,-19.94,-11.81,,,-21.74,13.21,,,2.81,-3.16,0.39,0.32,-0.37,-6.52,-2.37,0.95,0.17,-0.55,1.50,-4.70,-9.15,-15.00,3.59,-61.10,-2.91,-4.33,23.28,-98.73,542.31,-1576.05,-15.78,-8.02
TSF_sq,,,-3.46,-2.53,,,3.48,-3.36,,,2.41,-1.08,,,9.64,-3.80,,,3.63,-15.14,,,-6.14,-3.18,,,15.32,-3.16,0.39,0.32,-0.37,-2.33,0.88,-0.10,1.82,16.89,3.04,-14.44,11.32,0.28,-2.95,-14.09,6.84,15.22,2.34,-17.16,-11.53,13.80,16.84,-1.77
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,,,,,4.35,-27.93,-51.50,,-37.19,0.97,91.56,,-0.99,3.95,-13.94,,55.96,-6.13,12.63,,7.11,33.13,5.11,,-23.44,-1.79,-33.97,,-30.79,-34.25,13.17,0.11,15.19,9.61,-8.86,-7.89,-14.90,-19.37,-9.16,10.68,1.13,11.44,4.12,-35.68,-29.42,-25.13,-9.09,17.22,6.21
ZKO_sy,,,,,,-43.44,-53.25,-33.97,,109.11,158.72,108.47,,-10.71,-10.75,6.30,,34.91,1.42,12.63,,30.99,33.13,4.08,,-16.03,10.04,11.32,,18.12,-27.79,9.88,24.20,8.42,30.87,7.77,5.15,-29.32,29.90,-21.42,1.36,23.69,9.84,49.96,20.22,24.51,-4.66,-22.25,-5.26,-29.94
ZKO_qq,,,-8.57,-3.87,,,-36.86,-35.31,,,1.50,22.74,,,6.56,1.62,,,-35.86,21.93,,,-20.28,-3.74,,,2.27,-35.28,12.12,-6.74,-2.84,11.39,-0.82,7.31,-7.54,-7.38,0.24,-0.86,-12.39,4.34,22.13,-9.41,-3.47,-2.51,-24.56,-0.59,2.39,18.38,-2.72,-9.93
ZKO_sq,,,19.77,-18.98,,,-0.99,14.42,,,22.50,-7.81,,,22.45,9.79,,,-7.94,21.93,,,-6.44,-4.68,,,22.62,-3.57,-16.01,18.95,-25.04,46.73,-5.07,3.84,-9.52,20.83,-7.38,-30.20,66.29,-26.90,19.47,-14.82,47.67,-0.20,-4.22,-11.79,13.08,-18.61,16.71,-34.78
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,,,,,7.43,-28.91,-23.71,,-13.21,41.36,54.57,,-2.74,1.90,-13.61,,38.43,-35.61,-36.70,,-12.18,-0.54,27.55,,-21.99,37.81,-6.47,,-10.62,-14.00,4.40,-2.36,5.58,3.08,-3.39,-2.49,-10.79,-14.71,-15.25,-8.14,-71.31,-69.86,-69.62,-69.65,-148.13,-132.75,-448.02,-402.73,-1019.10
OSF_sy,,,,,,7.43,-36.26,-23.71,,-4.05,41.36,37.55,,-10.07,1.90,-2.92,,15.10,-22.29,-16.81,,-11.50,-17.60,-2.95,,-8.76,122.18,63.93,,18.19,-26.88,-4.68,21.08,23.50,11.03,-23.61,-12.97,-28.64,-28.56,-13.04,-13.54,90.19,71.76,104.15,67.39,0.62,26.92,-20.63,4.41,-8.33
OSF_qq,,,-2.56,-0.54,,,-35.53,6.74,,,5.02,16.72,,,10.03,-1.05,,,-48.82,-2.72,,,-42.04,24.75,,,2.40,-15.33,7.12,-3.76,-1.46,2.77,0.19,4.07,-3.80,-3.68,1.12,-4.79,-8.03,-4.28,9.60,-70.26,-3.37,-3.53,9.47,-147.16,34.25,-925.12,4.78,-74.35
OSF_sq,,,8.68,-10.83,,,-35.53,6.74,,,-5.01,3.86,,,7.64,-1.05,,,-27.33,5.93,,,-32.33,24.75,,,64.78,-7.95,-22.20,0.16,1.95,19.99,-1.18,2.16,-8.35,-17.45,12.59,-16.24,-8.24,0.49,11.95,84.24,-17.13,19.44,-8.20,10.74,4.53,-25.32,20.77,-2.77
