,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1
ROS_yy,-5.67,20.05,,,,-92.45,-46.86,17.17,18.24,74.40,76.16,67.41,73.11,57.43,60.98,101.28,119.15,68.00,60.64,-2205.56,-393.27,58.75,35.89,33.51,-4.75,-1632.32,-1517.16,-1306.75,-361.97,-38.95,-6.83,113.23,112.67,129.16,138.57,-373.56,-405.88,-235.11,-210.41,99.92,74.83,80.40,99.90,-113400.00,-243.40,-930.43,-227400.00,-23.26,-29.63,319.73,307.91
ROS_sy,-66.59,115.83,,,,21.33,118.67,156.28,266.25,74.86,78.45,-39.59,22.86,-36.37,49.62,28.62,-49.08,-4.20,-1.39,-16.35,44.47,-5.28,20.08,84.24,-17.47,23.40,-32.48,-59.18,-34.68,-29.00,9.15,84.72,125.31,-11.18,-15.32,-14.66,5.07,10.84,29.18,-9.42,-17.08,-18.30,-42.40,-29.66,-16.35,13.32,9.17,-16.96,-15.41,-18.57,-10.92
ROS_qq,,,-8.69,-34.34,5.44,-39.38,17.05,24.24,6.66,56.36,22.76,-3.60,22.98,30.94,29.20,103.39,1055.56,-215.38,12.92,-81.34,-60.95,83.77,-35.35,-88.06,-153.57,-168.39,-26.36,-63.59,16.73,19.28,2.85,120.26,-20.26,85.83,28.49,-243.67,10.83,17.92,-5.01,99.90,-28700.00,36.11,99.46,-113400.00,12.86,-91.71,-19.99,38.51,8.36,424.96,13.54
ROS_sq,,,-365.17,-4.65,75.98,282.00,-59.20,215.49,-29.03,91.43,-58.37,6.79,44.35,-0.86,-2.10,-8.20,-42.86,86.54,0.77,-22.12,-1.31,22.30,27.76,19.49,-55.79,82.86,-30.10,-27.76,-29.26,98.77,7.45,22.25,-13.71,-21.64,2.45,23.21,6.23,-17.34,19.40,-13.61,-2.75,-18.55,-15.83,5.50,15.65,10.34,-18.91,-19.75,17.80,6.22,-11.30
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,-36.36,30.27,,,,23.56,33.65,23.58,12.09,62.65,84.51,79.50,94.72,115.39,166.08,253.59,786.87,38.78,-26.34,-158.26,-184.41,-164.71,-218.79,118.05,47.21,-893.18,-861.22,-4093.65,-665.68,-10.98,36.94,68.32,75.22,61.99,72.14,50.56,93.74,72.15,36.25,75.63,-1472.22,-218.18,-217.54,-589.58,-7.24,-133.88,-77.16,10.73,-0.33,28.01,15.08
RS_sy,-5.62,-3.40,,,,27.82,811.32,6325.00,220.62,84.57,-14.29,6.83,39.77,-13.58,37.20,115.04,29.15,-12.95,8.45,-48.43,-50.65,-33.04,-9.42,18.31,57.11,45.78,31.54,2.29,-20.89,-40.75,-21.53,-16.81,4.23,6.17,33.16,32.32,33.78,36.19,23.99,12.21,15.40,38.55,21.24,-8.73,0.88,-33.90,-12.75,0.12,-9.76,-14.90,-28.43
RS_qq,,,1.38,24.55,14.26,-19.82,14.39,13.11,1.37,49.09,64.50,-15.04,74.62,248.48,52.38,167.41,13.52,-70.00,-19.12,-311.52,-64.47,77.00,-48.48,132.14,-580.95,-332.67,-43.71,-33.55,7.79,37.28,18.35,32.91,27.85,3.83,40.14,-19.03,90.86,-327.78,-37.01,54.50,-489.58,13.43,-36.73,1.19,8.31,-88.80,-3.58,50.21,-3.05,-35.47,-22.18
RS_sq,,,-90.67,-115.09,2100.00,353.75,-33.47,3.11,3.01,161.21,-69.10,28.50,34.77,61.51,-50.95,101.41,-19.06,8.86,-38.89,-4.22,-22.54,47.70,-17.33,25.09,2.87,37.05,-25.41,-2.72,-20.45,2.64,-1.20,3.12,-0.34,4.56,23.91,2.48,0.76,6.44,12.81,-7.26,3.63,27.79,-1.28,-30.18,14.53,-16.27,30.31,-19.88,3.23,-21.03,9.59
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,-13.16,24.08,,,,-73.01,-32.31,5.75,12.81,69.55,76.93,70.51,76.94,68.71,62.40,107.74,129.66,66.44,57.21,-818.95,-443.87,-116.58,-140.82,57.69,33.51,-326.91,-460.17,-1153.63,-412.85,-32.66,17.59,116.06,116.58,136.21,163.70,-330.93,-323.52,-209.05,-178.67,29.84,7.53,-5.39,14.10,0.21,15.08,-58.17,-84.01,-3.19,-6.54,362.29,384.53
GPM_sy,-47.03,40.24,,,,56.52,128.24,177.41,1500.00,71.33,90.12,-21.06,29.80,-35.67,60.70,5.50,-48.96,-0.81,-19.70,-32.65,39.78,-15.04,46.09,76.09,-20.88,52.87,-40.47,-41.30,-20.17,-44.76,-10.76,46.58,81.47,-6.80,11.91,-0.89,9.51,20.36,22.65,9.42,-10.06,-17.93,-35.48,-41.91,-26.74,17.54,23.10,-8.29,10.29,-15.05,-2.10
GPM_qq,,,-10.93,-10.73,-2.11,-37.95,15.17,21.12,5.55,51.82,35.73,-0.82,26.14,34.62,22.77,120.74,183.16,-173.98,1.51,-248.47,-35.43,53.41,-9.51,38.77,-112.80,-199.19,-43.70,-37.03,12.95,22.61,10.73,126.71,-10.14,69.02,57.01,-196.83,13.02,17.54,-13.28,13.64,-14.63,6.01,7.68,-0.32,2.44,-75.05,-7.41,43.74,-0.72,530.98,16.51
GPM_sq,,,-311.83,-12.32,95.76,1651.72,-61.78,207.85,-23.32,89.90,-57.59,27.83,26.08,-5.88,5.95,-16.08,-39.00,82.90,-14.23,-29.62,26.60,11.17,47.49,-15.17,-43.12,114.79,-42.57,-16.35,-22.64,48.63,-7.22,37.40,-4.22,-23.67,11.40,21.69,5.83,-16.10,13.51,8.57,-13.01,-23.44,-10.77,-2.24,9.70,22.83,-6.54,-27.17,31.92,-5.39,7.70
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,44.89,48.82,,,,87.13,137.90,238.78,-27.88,975.89,415.59,300.60,483.27,80.63,35.25,59.17,37.35,11.29,10.63,-11.43,-18.61,-12.07,-23.56,-23.57,-23.03,-51.96,-83.88,-121.35,-140.00,-109.96,-56.80,266.99,240.74,1178.31,1018.52,101.57,48.16,33.52,-11.75,14.56,-15.45,-29.37,-28.61,-33.73,-13.66,-30.09,-47.96,-0.90,-15.57,3.05,85.35
RBS_sy,65.87,12.20,,,,-28.75,-14.85,-32.33,-49.41,8.84,6.52,27.21,40.63,-15.73,10.18,13.38,12.42,-3.99,-21.55,-4.38,-14.93,10.35,40.23,10.09,32.49,7.69,-10.62,-15.72,-10.69,-18.58,-8.27,2.50,-5.35,3.93,17.33,-2.59,-9.10,-12.89,-14.93,3.82,4.25,-5.47,3.49,-10.53,-2.08,11.31,20.83,35.29,19.53,-14.09,-25.51
RBS_qq,,,20.23,114.12,280.61,-130.03,334.82,26.24,-18.98,264.68,38.23,-1.92,17.97,12.94,3.50,15.43,1.79,-8.49,2.89,-7.59,-6.45,-1.14,-10.55,-7.61,-5.79,-38.30,-69.99,-222.40,-76.47,84.63,230.12,373.15,48.73,17.76,34.97,-14.74,9.32,6.13,-10.79,10.69,-19.32,-11.34,-9.83,2.76,5.12,-28.22,-32.88,95.71,-10.45,-12.39,20.72
RBS_sq,,,-33.94,3.34,20.91,-13.68,-21.05,-17.87,-9.61,85.71,-22.74,-1.92,-0.08,11.29,1.01,0.94,-0.93,-4.95,-17.46,23.04,-11.86,23.29,4.88,-3.41,6.08,0.21,-12.95,-8.92,12.41,-8.64,-1.93,1.78,3.79,0.32,10.71,-15.50,-3.14,-3.86,8.12,3.12,-2.74,-12.82,18.37,-10.85,6.45,-0.91,28.50,-0.18,-5.96,-28.78,11.43
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,-50.79,1.17,,,,-60.11,-48.17,-27.36,,61.47,81.98,74.72,,101.28,133.33,255.68,,2083.33,-2.74,-159.76,,,-239.44,101.97,,,-545.45,-18620.00,,,41.16,84.99,65.91,285.92,381.91,863.31,590.04,-91.99,-99.81,-93.03,-111.77,-305.48,-8900.00,-354.05,-44.60,-27.33,28.98,92.02,94.03,4.71,10.40
ROPA_sy,-62.71,44.13,,,,48.05,221.29,104.99,,-15.13,-0.16,11.62,,-5.12,60.48,61.99,,-0.96,-6.33,-40.96,,,18.56,121.52,,,-19.00,-68.23,,,22.68,82.73,91.01,1.49,-11.11,5.12,2.26,35.35,45.08,13.11,17.68,-19.06,-12.29,6.46,-5.32,-4.78,-7.57,-25.58,-10.41,-17.69,-7.67
ROPA_qq,,,-8.32,-3.41,,,-0.25,11.11,,,53.10,-24.66,,,1116.67,482.19,,,-45.80,-457.75,,,,105.05,,,,-44.91,23.65,30.69,23.27,63.03,-73.38,478.01,16.36,0.09,11.31,-93.82,-97.26,3600.00,-287.84,-7.91,-17.33,-6.82,-6.91,4.98,34.55,88.00,20.00,-1416.67,38.46
ROPA_sq,,,-141.69,170.51,,,-65.84,19.16,,,-59.82,33.23,,,-32.04,34.47,,,-35.72,-15.24,,,,58.37,,,,-37.88,,92.99,2.33,-7.47,4.53,2.54,-10.38,9.43,1.69,35.73,-3.93,-14.69,5.79,-6.65,4.11,3.54,-5.91,-6.12,1.06,-16.64,13.27,-13.75,13.37
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,10.72,176.46,,,,566.56,686.90,1842.07,-689.30,347.16,-235.69,-122.67,72.75,-108.03,88.97,100.84,115.30,76.46,62.69,-3013.77,-540.44,33.08,15.26,567.00,81.75,4117.77,2416.94,-353.92,630.63,-204.93,-268.53,23.97,117.45,154.62,120.92,78.47,-130.81,-117.92,-150.34,99.96,-19.78,511.37,93.91,689475.00,4311.46,-355.15,-7481.43,-148.39,-103.33,151.39,291.18
ZNPO_sy,191.94,-58.34,,,,192.15,-680.16,150.84,-378.37,-66.33,104.57,-52.77,100.46,2.37,1198.36,191.35,-1459.49,7.55,9.74,-38.56,694.60,31.13,42.89,-41.05,-33.23,23.17,-61.76,148.11,-39.59,13.56,103.40,105.65,395.38,-36.82,36.94,6.64,-0.15,33.97,-28.11,-19.58,-40.73,-27.08,24.28,32.59,62.10,7.94,-27.00,-56.13,-61.41,4.57,-8.49
ZNPO_qq,,,26.74,0.71,97.99,163.76,49.62,148.56,-160.08,300.14,-145.40,58.47,27.79,41.05,37.60,103.15,1220.96,-190.71,1.10,-145.88,-99.67,86.22,-25.24,1455.04,-107.80,3134.29,-27.78,-248.50,116.31,-700.01,-16.00,33.00,146.63,50.70,-55.57,-168.97,33.28,12.36,-24.82,99.94,-188650.00,400.98,-101.85,6665.48,1053.09,-118.24,45.08,58.09,20.77,381.80,104.32
ZNPO_sq,,,-70.91,-14.08,250.90,233.12,-157.76,137.15,-489.41,140.29,-92.16,283.94,-96.25,8958.23,-0.57,-13.84,-117.52,816.57,1.46,-51.77,69.57,58.03,10.55,-80.10,92.07,191.51,-65.68,29.11,-53.23,447.94,-38.53,30.54,12.66,-30.12,33.24,1.66,5.49,-6.24,-28.50,13.72,-22.26,15.36,21.85,21.33,-4.95,-23.18,-17.59,-27.10,-16.39,108.17,-27.88
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,-2.09,18.82,,,,-95.32,-90.38,,,-699.82,-347.19,-374.71,-589.70,-754.52,699.41,230.47,313.97,140.50,-9.71,-47.41,-74.92,-21.85,-35.56,145.22,32.24,,,,,,,,,,,,,,,,,,,,,,,,-64.75,-866.74,
ZFI_sy,-35.97,51.21,,,,-13.06,-51.32,,,4.34,69.57,-9.50,22.68,3.06,3.74,70.35,0.02,-6.56,4.84,-31.30,-4.83,-8.76,-35.63,20.60,-32.75,,,,,,,,,,,,,,,,,,,,,,,,9.43,13.18,
ZFI_qq,,,-1.47,,,,102.57,161.62,-9.78,-225.45,16.52,-190.75,-60.82,-118.91,158.56,-36.72,163.75,-58.56,30.54,-63.14,25.80,29.11,7.65,40.25,-32.16,,,,,,,,,,,,,,,,,,,,,-525.18,14.04,,,-3568.56,
ZFI_sq,,,8.89,,,,-39.03,34.27,21.07,5.26,-0.90,-28.34,64.12,-11.57,-0.26,17.68,-3.64,-17.38,11.91,-22.88,33.48,-20.79,-21.05,44.47,-25.57,,,,,,,,,,,,,,,,,,,,,-13.63,27.42,,,-10.67,
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,-3.35,6.91,,,,-36.55,-17.24,-11.63,,1.88,17.18,5.91,,16.86,-11.70,-0.23,,-12.18,-24.91,-25.86,,,17.24,37.08,,,58.77,45.21,,,8.49,-2.63,-2.50,-3.70,-1.54,3.95,4.25,-3.95,3.32,-8.82,-8.42,-4.41,-11.00,2.53,3.03,6.41,6.90,5.30,4.67,-15.05,-16.43
DTAR_sy,-36.74,-1.66,,,,10.46,-5.72,32.24,,5.17,23.18,4.26,,-3.86,-11.29,-0.38,,-0.32,2.64,-0.38,,,4.98,5.65,,,10.12,3.43,,,-19.10,-10.61,-1.89,-4.96,3.60,5.51,8.47,-8.16,1.53,-1.66,4.25,13.05,18.46,23.15,16.66,-5.71,-6.29,-6.75,-14.83,5.82,-0.02
DTAR_qq,,,-22.08,-7.47,,,1.64,-1.20,,,16.89,-10.71,,,-11.67,0.90,,,-24.48,-0.38,,,,16.48,,,,6.53,0.35,3.24,-1.69,-4.39,0.48,1.97,0.52,0.94,0.77,-6.06,8.13,-10.92,1.21,-1.94,0.67,2.62,1.70,1.27,1.14,1.09,1.10,-17.81,-0.51
DTAR_sq,,,-4.94,-20.29,,,-18.87,11.81,,,-4.97,-5.36,,,-12.32,6.27,,,-9.72,3.14,,,,3.80,,,,-2.51,-13.89,17.32,-17.85,7.72,-5.49,13.65,-10.46,9.70,-2.84,-3.77,-1.00,6.26,2.99,4.35,3.74,10.47,-2.44,-15.66,3.09,9.92,-10.89,4.79,-2.60
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,-15.41,42.31,,,,-77.93,-37.45,-24.76,,4.33,46.93,13.57,,45.70,-26.55,-0.75,,-27.47,-42.94,-44.40,,,38.84,96.19,,,275.24,271.20,,,82.00,-19.09,-17.82,-26.33,-29.18,20.76,22.36,10.20,17.46,-36.41,-34.65,-39.16,-43.10,12.22,15.12,33.39,37.34,30.23,28.19,-47.20,-51.11
CG_sy,-62.45,16.81,,,,26.07,-11.55,59.02,,21.93,47.90,10.47,,-16.03,-19.48,-0.74,,-7.25,-10.58,-14.41,,,19.94,15.72,,,13.66,17.81,,,-32.11,-25.43,-7.56,-9.54,16.43,4.84,19.63,3.44,16.43,11.62,9.25,12.33,-1.16,49.64,1.45,-15.53,5.73,-22.14,-2.28,12.20,2.93
CG_qq,,,-63.46,-18.85,,,3.57,-2.38,,,45.86,-24.54,,,-26.47,1.97,,,-42.15,-0.64,,,,40.41,,,,38.90,-0.40,22.14,7.71,-38.25,1.16,9.49,3.54,5.30,2.50,-1.39,10.36,-42.99,5.33,-8.19,3.21,12.44,8.05,6.38,6.26,6.62,6.36,-56.18,-1.61
CG_sq,,,-1.96,-31.81,,,-31.21,22.60,,,-16.56,-8.43,,,-19.99,12.88,,,-22.86,8.05,,,,4.24,,,,8.04,-26.63,27.72,-32.95,18.68,-9.04,24.99,-13.70,6.86,3.79,8.07,-2.87,2.45,1.58,11.12,-14.53,55.11,-31.13,-7.48,6.97,14.23,-13.57,6.23,-1.86
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,-37.13,48.55,,,,-70.62,-33.38,-21.94,,12.25,36.68,14.38,,27.17,-17.86,-5.35,,-19.13,-46.82,-46.79,,,8.39,115.12,,,401.65,241.81,,,62.71,-13.38,-10.84,-16.90,-19.09,17.74,17.43,5.33,9.97,-42.86,-37.76,-38.45,-39.89,24.93,23.34,34.84,35.65,26.56,26.00,-44.57,-48.17
LDER_sy,-50.33,-61.59,,,,3.41,-13.10,-41.80,,256.43,5.77,7.05,,-3.13,-29.81,61.14,,39.55,81.93,-1.29,,,-0.63,-1.53,,,21.93,6.56,,,-36.94,-6.32,6.71,36.32,105.71,26.96,21.06,-12.35,-16.10,18.03,40.74,40.09,49.40,60.09,34.95,-3.91,16.53,-9.88,-11.68,3.39,1.86
LDER_qq,,,-53.87,-12.29,,,4.59,2.78,,,27.35,-13.98,,,-17.74,-0.88,,,-45.90,-0.84,,,,96.80,,,,34.09,-1.25,16.70,5.29,-28.62,1.64,8.77,2.52,3.88,1.37,-2.44,7.04,-46.02,10.42,-3.53,4.54,12.19,9.02,5.46,5.17,4.67,8.53,-53.60,-1.66
LDER_sq,,,196.04,32.15,,,148.78,-11.49,,,-26.18,-10.42,,,-46.51,105.64,,,-30.26,11.57,,,,10.57,,,,-3.37,-24.77,36.12,-36.27,43.54,-14.30,73.89,-3.83,-11.41,-18.28,25.90,-7.95,24.63,-2.56,25.32,-1.83,33.55,-17.86,-10.77,19.06,3.28,-19.50,4.46,17.29
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,40.66,-14.47,,,,3.21,-0.27,4.26,,2.01,-3.19,-3.40,,-5.72,-0.61,-1.07,,2.17,5.41,22.05,,,47.46,-21.98,,,-48.88,-17.30,,,-0.76,-6.94,-6.51,-8.33,-6.60,0.50,-0.13,0.94,1.46,-14.47,-14.62,-7.53,-7.90,11.02,10.68,3.47,3.59,2.93,3.38,-4.64,-1.35
PZAT_sy,14.44,-36.18,,,,61.15,-38.82,-20.05,,-37.78,-24.67,-56.51,,1.12,19.17,27.14,,-19.62,-45.63,-27.41,,,46.49,31.10,,,-19.87,2.51,,,15.09,0.33,-23.39,2.75,-17.48,-11.88,4.07,-8.11,6.13,-14.45,-13.68,4.92,-9.57,4.89,0.05,-40.42,-36.42,-24.58,-27.23,21.91,5.67
PZAT_qq,,,2.67,-3.46,,,-0.79,0.93,,,-5.85,0.71,,,-0.75,0.25,,,2.40,16.07,,,,-38.59,,,,-0.65,0.80,0.78,-1.67,-6.83,1.27,-1.18,0.18,0.25,0.63,-0.12,0.69,-15.49,0.45,8.17,0.29,1.88,0.14,1.13,0.40,1.23,0.58,-6.72,3.87
PZAT_sq,,,125.87,-7.07,,,-14.24,21.42,,,3.82,-29.89,,,22.35,-25.20,,,-17.23,-0.14,,,,-10.63,,,,14.32,11.44,-20.47,13.59,-0.34,-14.90,6.67,-8.78,6.42,0.50,-5.82,5.37,-14.22,1.40,14.46,-9.17,-0.51,-3.27,-31.83,-3.08,18.01,-6.67,14.20,-15.98
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,-19.46,1.82,,,,64.94,25.09,13.57,,-7.52,-10.38,-2.43,,-5.69,10.36,3.77,,6.74,36.87,14.44,,,-36.83,-15.58,,,-5.51,-18.52,,,-7.14,6.60,5.17,8.34,7.63,-3.97,-2.09,-1.76,-3.08,25.62,21.33,23.75,24.60,-6.59,-3.10,-6.70,-6.83,-4.14,-6.58,25.51,15.34
PELDR_sy,-9.77,3.79,,,,4.66,27.32,36.05,,-22.88,-10.96,-7.70,,-18.81,0.69,10.01,,-4.02,17.15,-7.19,,,20.19,-1.53,,,-27.05,-2.86,,,-1.13,5.42,-8.54,3.26,-8.14,-3.47,-4.08,-3.11,9.96,-2.38,-1.10,2.08,-10.18,-3.52,-4.41,-3.69,1.26,-1.62,3.10,1.27,7.02
PELDR_qq,,,28.34,7.60,,,-2.68,-2.31,,,-5.69,6.37,,,10.36,0.01,,,41.52,-16.38,,,,11.75,,,,-3.64,-0.48,-3.35,0.18,10.62,-1.81,-0.43,-0.48,-1.30,0.11,-0.10,-1.81,27.92,-3.31,1.90,-1.15,-4.10,0.31,-1.89,-1.29,-1.32,-2.25,31.82,-9.29
PELDR_sq,,,-35.89,-10.21,,,-22.00,-4.06,,,-9.95,-0.55,,,11.68,8.65,,,36.31,-13.92,,,,-29.47,,,,-6.08,13.53,-12.94,6.50,0.13,-1.50,-1.70,-5.26,5.23,-2.11,-0.71,7.52,-6.58,-0.84,2.48,-5.39,0.35,-1.75,3.25,-0.52,-2.51,2.96,1.42,5.12
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,-18.04,-0.54,,,,35.46,6.74,3.37,,3.25,-6.27,-0.25,,-9.00,8.29,-2.27,,8.23,0.36,1.85,,,-13.05,-1.85,,,5.57,-9.94,,,-12.40,7.46,8.39,12.58,17.03,-2.07,-3.24,-9.17,-5.05,-5.94,-2.44,8.73,5.79,7.29,4.53,-0.43,-2.15,-3.18,-2.21,5.71,6.85
TSF_sy,39.70,-8.71,,,,-4.44,-12.27,-19.05,,-7.73,11.17,4.53,,20.68,-6.04,2.35,,-3.83,-4.46,-5.72,,,-11.02,-0.62,,,6.22,-6.44,,,0.80,5.20,-0.91,0.26,4.93,6.07,-0.04,1.45,-4.12,-0.75,-0.04,1.43,-0.53,-8.92,-3.04,1.07,3.73,9.94,4.03,-4.21,-6.24
TSF_qq,,,27.22,5.91,,,0.25,2.56,,,-8.99,9.14,,,8.30,-1.50,,,0.42,-0.03,,,,12.84,,,,-3.73,-0.26,-4.22,-4.75,18.09,0.60,-0.51,-0.98,-1.18,-0.60,-6.61,3.51,-2.11,3.09,4.09,0.71,-0.72,0.44,-0.85,-1.04,-1.76,1.45,7.17,0.03
TSF_sq,,,27.71,2.33,,,17.24,-5.58,,,41.26,-11.22,,,9.98,-3.30,,,9.27,-4.57,,,,6.58,,,,-6.12,10.19,-4.37,1.91,-2.03,3.79,-3.24,6.65,-0.97,-2.19,-1.80,0.79,2.52,-1.50,-0.35,-1.15,-6.13,4.86,3.87,1.45,-0.51,-0.77,-4.36,-0.70
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,42.63,-34.70,,,,-83.90,-73.25,-56.47,,69.67,43.06,19.55,,-4.57,-19.34,-25.06,,-5.57,-65.30,-49.47,,,175.80,139.68,,,244.18,242.72,,,24.19,-5.95,55.02,66.90,24.13,40.59,-15.44,-14.75,-23.26,-83.00,-77.80,-76.93,-69.90,55.42,36.38,37.99,31.29,10.20,32.13,-51.28,-38.18
ZKO_sy,-51.62,11.72,,,,-7.52,-54.68,-42.96,,17.88,23.32,-9.67,,26.67,-10.55,-3.80,,17.37,-11.00,-9.24,,,2.07,15.05,,,12.08,1.42,,,-9.43,0.19,16.39,-0.61,24.12,-6.13,-6.76,-1.25,-16.37,6.79,10.78,13.32,28.98,16.78,12.40,0.83,3.36,18.67,2.70,8.60,-1.32
ZKO_qq,,,-31.81,-24.43,,,13.29,22.96,,,-4.48,2.75,,,-19.26,-4.54,,,-70.33,39.03,,,,20.82,,,,20.31,-9.99,-6.83,23.09,-8.89,48.36,0.31,-8.45,3.19,-10.76,1.12,-17.59,-77.14,16.56,5.06,7.55,18.02,2.27,6.30,2.33,-0.94,22.62,-60.81,29.85
ZKO_sq,,,122.75,2.72,,,9.16,29.28,,,14.19,-5.30,,,-19.36,1.85,,,-38.85,3.86,,,,17.07,,,,5.94,-15.98,20.10,-15.27,17.19,-2.40,2.56,5.81,-11.37,-3.07,8.63,-10.39,13.17,0.56,11.12,1.99,2.46,-3.21,-0.32,4.55,17.64,-16.23,5.41,-5.01
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,60.16,-49.79,,,,-43.64,-58.52,-43.83,,48.43,9.08,9.05,,-20.68,-1.18,-20.22,,12.77,-38.45,-24.20,,,69.75,43.38,,,31.43,22.02,,,-21.51,12.26,78.45,110.00,58.70,18.67,-27.09,-19.65,-31.09,-67.45,-61.31,-58.76,-44.55,23.62,13.15,3.14,-2.69,-11.79,3.07,-6.94,14.06
OSF_sy,3.57,-11.11,,,,-0.84,-4.91,-18.11,,-10.98,-13.64,-13.67,,-11.61,-2.38,0.92,,7.42,0.44,-9.53,,,2.06,5.42,,,-1.17,1.13,,,-0.65,-2.98,-0.08,0.71,-1.90,-8.18,-3.24,1.24,4.87,7.48,4.84,-0.63,-4.01,-4.52,-5.75,-4.10,-1.37,2.38,0.92,-5.78,-1.11
OSF_qq,,,46.68,-12.46,,,7.96,18.53,,,-20.66,18.50,,,-1.16,-4.34,,,-46.05,17.80,,,,-0.50,,,,-7.62,-9.52,-20.55,18.19,32.12,43.84,-6.50,-10.68,-1.21,-11.63,3.04,-23.40,-53.33,5.04,9.84,2.98,4.04,-3.86,0.13,-2.85,-5.69,12.35,-9.59,19.07
OSF_sq,,,2.84,22.47,,,-1.39,5.47,,,-4.33,5.43,,,5.66,8.99,,,-1.21,-1.82,,,,1.41,,,,3.76,-5.84,1.88,-0.20,1.33,-3.03,2.69,-2.79,-5.15,2.19,7.44,0.71,-2.80,-0.32,1.83,-2.72,-3.32,-1.60,3.61,0.06,0.36,-3.01,-3.27,5.03
NetDebt,43332000000,47697000000,35401000000,33255000000,,21351000000,22629000000,25191000000,,24701000000,29697000000,25656000000,,29662000000,25433000000,26728000000,,26086000000,27614000000,18456000000,,,38159000000,56434000000,,,103511000000,106338000000,104220000000,108455000000,104752000000,94203000000,92963000000,92903000000,90598000000,91569000000,89942000000,83146000000,83434000000,38844000000,41273000000,36435000000,36521000000,38697000000,38553000000,39453000000,39562000000,39844000000,39799000000,36754000000,30389000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,21.59,-44.24,,,,79.98,65.57,37.68,,729.79,335.48,257.39,,-73.09,-49.74,-64.74,,-26.96,0.37,111.94,,,83.57,39.94,,,-365.31,-237.41,,,216.98,191.17,140.95,-93.06,-86.68,-69.98,-78.97,130.01,182.27,25.61,122.26,-10.78,-8.16,178.01,67.50,56.29,32.80,-30.93,-29.14,-2.46,-22.88
NetDebtEBITDA_sy,-32.02,-26.15,,,,69.03,840.35,-11.17,,26.24,7.03,-13.82,,-20.12,-43.31,25.69,,19.69,48.23,63.37,,,-49.37,-37.66,,,83.12,34.11,,,-19.09,-18.57,-27.29,-0.91,9.47,30.84,38.27,5.44,9.15,-14.06,-12.55,-5.73,-3.22,4.64,-3.72,-6.51,-11.83,-13.39,-14.73,12.32,19.96
