,2004/Q4,2005/Q4,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
DTAR_yy,6921.43,-3.46,,,-3.40,,-5.86,-5.19,0.35,1.95,3.87,4.17,5.93,5.28,4.19,3.25,1.01,0.65,1.65,0.87,0.98,1.01,-0.63,0.30,0.44,-4.99,,-13.22,-11.47,-6.38,,6.30,4.63,3.47,4.57,3.07,4.52,5.67,1.72,2.54,1.47,0.29,0.12,-0.27,-0.87,-0.38,0.90,-0.05,,1.28,3.43
DTAR_sy,-0.51,-0.11,,,0.79,,-0.77,-0.60,-0.63,0.13,-0.25,-0.84,1.70,2.45,0.29,1.18,-2.13,-1.56,0.32,0.43,0.95,0.42,0.33,0.21,1.14,0.35,,0.40,-0.91,-0.62,,-0.48,-0.46,-0.13,-0.69,-0.58,-0.17,-0.21,0.33,0.73,0.20,-0.29,-0.56,-0.81,-0.29,-0.30,-0.53,-0.37,,0.23,1.43
DTAR_qq,,,,0.37,-5.22,,-1.04,1.08,0.33,1.59,0.82,1.37,2.02,0.97,-0.23,0.45,-0.18,0.61,0.76,-0.32,-0.07,0.64,-0.88,0.62,0.07,-4.80,,,2.08,0.68,1.92,1.48,0.47,-0.43,3.00,0.02,1.89,0.67,-0.85,0.83,0.82,-0.51,-1.01,0.44,0.22,-0.01,0.25,-0.50,0.26,1.27,2.38
DTAR_sq,,,,-0.96,0.44,,1.04,-0.78,0.41,-0.52,0.65,-1.36,2.97,0.22,-1.47,-0.49,-0.40,0.80,0.41,-0.38,0.12,0.27,0.33,-0.50,1.04,-0.51,,,-0.27,-0.22,0.42,-0.41,-0.25,0.12,-0.15,-0.30,0.16,0.08,0.39,0.10,-0.36,-0.41,0.11,-0.14,0.16,-0.42,-0.12,0.02,-0.37,0.71,1.07
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,59828.91,-23.67,,,-19.41,,-31.91,-29.75,1.99,12.31,25.49,29.73,48.28,46.16,35.89,28.92,8.92,6.01,16.24,8.25,9.25,10.13,-5.85,2.90,4.36,-34.52,,-59.88,-56.11,-32.06,,36.76,27.54,20.31,31.30,21.00,34.74,45.61,13.01,20.34,12.56,2.35,0.93,-2.14,-6.96,-2.99,7.26,-0.34,-0.02,11.22,36.96
CG_sy,2.29,5.51,,,-5.44,,-15.84,-5.77,-6.50,1.21,-2.51,-7.57,20.38,29.97,2.90,11.77,-20.30,-15.09,4.26,5.06,10.25,3.42,2.76,2.08,12.53,3.44,,3.72,-9.82,-6.39,,-4.92,-4.70,-1.31,-6.76,-5.72,-1.77,-2.11,3.01,7.64,2.11,-2.88,-5.54,-7.84,-2.90,-2.85,-5.08,-3.57,-8.21,2.29,15.41
CG_qq,,,,2.90,-29.82,-0.04,-5.67,6.16,1.89,10.08,5.39,9.75,16.46,8.51,-2.01,4.11,-1.61,5.61,7.45,-3.05,-0.69,6.45,-8.15,5.97,0.71,-33.20,,,10.19,3.38,10.46,8.69,2.76,-2.48,20.55,0.17,14.43,5.38,-6.44,6.66,7.04,-4.18,-7.75,3.42,1.76,-0.09,2.00,-3.90,2.09,11.14,25.61
CG_sq,,,,-17.42,4.90,-12.27,10.75,-7.54,4.09,-5.04,6.68,-12.34,35.56,2.52,-15.54,-4.78,-3.34,9.22,3.71,-4.05,1.44,2.45,3.05,-4.68,11.82,-5.82,,,-2.78,-2.24,4.56,-4.32,-2.55,1.23,-1.20,-3.26,1.53,0.87,3.96,1.09,-3.68,-4.06,1.12,-1.37,1.48,-4.01,-1.21,0.21,-3.40,6.97,11.46
NetDebt,2838297000000,4856006000000,5730726000000,6430899000000,8023355000000,8261184000000,10739498000000,12144120000000,13593181000000,14283514000000,16312487000000,19422115000000,23144473000000,25763691000000,25482785000000,25858106000000,26465605000000,28284127000000,33032210000000,32519345000000,36221102000000,38404724000000,48041042000000,52859892000000,54902502000000,9685041000000,,5424394000000,6230539000000,6589112000000,7200944000000,8488933000000,8567055000000,8886468000000,9696696000000,13467996000000,13863415000000,14630414000000,14681472000000,15633199000000,16218139000000,16102752000000,16811487000000,17308727000000,17938069000000,18158484000000,18843412000000,19119934000000,19307557000000,19725518000000,20403300000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,818.01,-38.85,,,-10.01,,-45.64,-39.13,-52.44,-41.21,34.53,47.00,90.05,121.12,72.67,116.66,103.56,139.96,139.86,66.29,10.91,-24.13,-62.64,-58.26,-43.15,-88.70,,-84.46,-80.89,20.37,,511.65,244.30,208.95,-2.36,-11.03,42.45,59.77,72.79,274.65,318.05,216.88,-21.78,-67.48,-77.85,-75.10,31.39,7.40,21.60,30.67,-1582.75
NetDebtEBITDA_sy,-32.51,10.33,,,32.73,,21.67,-23.29,3.96,8.22,-7.17,16.65,66.25,70.27,25.92,22.46,-7.01,16.33,72.37,178.40,-13.30,-28.79,-37.85,-39.71,-8.62,-13.42,,-17.09,4.50,11.78,,-2.47,-8.72,-2.84,-9.29,-5.46,8.25,19.83,31.04,31.39,43.15,-5.51,-23.58,-18.71,-31.59,-8.46,14.08,-0.37,5.86,6.40,-9.08
NetDebtEBITDA_qq,,,,-11.89,25.32,-21.23,-37.50,-1.33,-2.10,-2.62,43.02,7.82,26.56,13.30,11.69,35.29,18.91,33.56,11.64,-6.21,-20.69,-8.64,-45.03,4.78,8.02,-81.84,,,32.82,14.40,266.63,9.80,-25.24,2.65,15.87,0.05,19.70,15.13,25.31,116.94,33.57,-12.73,-69.07,-9.82,-9.00,-1.90,63.20,-26.29,3.03,5.41,-1951.99
NetDebtEBITDA_sq,,,,18.63,13.82,-13.27,3.90,-25.20,54.25,-9.71,-10.89,-6.01,119.83,-7.53,-34.10,-8.58,66.92,15.68,-2.35,47.65,-48.02,-4.99,-14.76,43.23,-21.22,-9.99,,,-0.69,-3.72,6.73,-4.43,-7.06,2.49,-0.36,-0.39,6.42,13.45,8.96,-0.13,15.95,-25.11,-11.88,6.25,-2.43,0.21,9.82,-7.21,3.67,0.72,-6.16
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,37.83,,,12.54,,-2.50,-10.30,-1.86,-10.65,3.31,10.63,16.25,21.80,3.85,-3.54,-8.73,-12.83,-52.70,-7.33,-7.13,-6.23,244.05,92.78,256.89,989.01,350.69,160.57,-35.33,-80.27,-73.32,-57.24,-3.82,2.23,-7.18,-14.41,-22.21,-28.93,-30.33,-26.43,-25.77,-17.55,-15.79,-14.62,-11.91,-12.26,-7.10,-9.83,-11.51,-15.70,-19.80
RN_sy,,6.71,,,-4.22,,-2.96,-5.92,-8.23,-3.91,4.65,10.37,17.30,22.02,-6.14,-13.64,-14.36,-20.14,-8.35,0.36,2.30,0.64,3.90,-0.04,-1.10,0.45,0.41,-0.93,1.43,-4.26,-8.42,-14.54,-20.47,-18.66,-15.99,-11.13,-7.40,-8.59,-11.71,-16.67,-18.14,-14.94,-11.14,-4.89,-2.04,-0.07,1.19,1.64,2.53,3.41,3.02
RN_qq,,,,5.81,-9.61,7.00,-4.73,-2.65,-1.11,-2.58,10.15,4.25,3.92,2.07,-6.09,-3.16,-1.67,-2.51,-49.04,89.72,-1.46,-1.57,86.97,6.31,82.43,200.34,-22.62,-38.54,-54.72,-8.36,4.62,-1.50,1.84,-2.59,-5.00,-9.18,-7.44,-11.02,-6.87,-4.09,-6.61,-1.16,-4.89,-2.75,-3.65,-1.55,0.71,-5.61,-5.45,-6.20,-4.19
RN_sq,,,,2.63,-3.76,-2.16,0.42,-0.51,-6.12,2.45,9.37,4.93,-0.23,6.56,-15.87,-3.45,-1.07,-0.63,-3.45,5.73,0.84,-2.25,-0.32,1.72,-0.22,-0.71,-0.36,0.36,2.15,-6.28,-4.69,-6.35,-4.94,-4.14,-1.56,-0.94,-0.95,-5.37,-4.92,-6.50,-2.70,-1.68,-0.67,0.07,0.22,0.30,0.59,0.52,1.10,1.16,0.22
CRN,4776000,3466000,2946000,2785000,3080000,2879000,3023000,3103000,3137000,3221000,2925000,2806000,2700000,2645000,2817000,2909000,2959000,3034000,5951000,3137000,3186000,3237000,1730000,1628000,892000,297000,384000,625000,1380000,1506000,1439000,1461000,1435000,1473000,1550000,1707000,1844000,2073000,2226000,2321000,2486000,2513000,2643000,2719000,2820000,2864000,2845000,3013000,3186000,3397000,3548000
CRN_yy,,-27.43,,,-11.14,,2.61,11.42,1.85,11.88,-3.24,-9.57,-13.93,-17.88,-3.69,3.67,9.59,14.71,111.25,7.84,7.67,6.69,-70.93,-48.10,-72.00,-90.82,-77.80,-61.61,54.71,407.07,274.74,133.76,3.99,-2.19,7.71,16.84,28.50,40.73,43.61,35.97,34.82,21.23,18.73,17.15,13.44,13.97,7.64,10.81,12.98,18.61,24.71
CRN_sy,,-6.26,,,4.40,,3.04,6.27,8.97,4.03,-4.50,-9.41,-14.76,-18.04,6.58,15.80,16.80,25.26,9.13,-0.34,-2.23,-0.63,-3.77,0.08,1.09,-0.44,-0.23,1.02,-1.44,4.45,9.05,16.97,25.76,22.94,18.99,12.58,7.99,9.29,13.29,19.93,22.19,17.68,12.66,5.17,2.18,0.12,-1.26,-1.65,-2.44,-3.27,-2.95
CRN_qq,,,,-5.47,10.59,-6.53,5.00,2.65,1.10,2.68,-9.19,-4.07,-3.78,-2.04,6.50,3.27,1.72,2.53,96.14,-47.29,1.56,1.60,-46.56,-5.90,-45.21,-66.70,29.29,62.76,120.80,9.13,-4.45,1.53,-1.78,2.65,5.23,10.13,8.03,12.42,7.38,4.27,7.11,1.09,5.17,2.88,3.71,1.56,-0.66,5.91,5.74,6.62,4.45
CRN_sq,,,,-2.60,3.90,2.24,-0.42,0.45,6.54,-2.39,-8.58,-4.71,0.25,-6.14,18.87,3.53,1.12,0.65,3.56,-5.45,-0.80,2.30,0.29,-1.67,0.20,0.75,0.50,-0.44,-2.24,6.78,4.92,6.79,5.11,4.39,1.54,1.04,0.82,5.65,5.26,6.96,2.72,1.76,0.77,-0.15,-0.20,-0.29,-0.62,-0.55,-1.00,-1.14,-0.30
CPZ,6722000,4342000,3763000,3537000,3684000,3362000,3413000,3416000,3406000,3537000,3216000,3073000,2976000,2894000,3087000,3228000,3307000,3431000,6664000,3492000,3528000,3567000,2600000,3625000,3606000,3532000,4166000,3496000,2116000,1817000,1763000,1849000,1858000,1915000,2078000,2243000,2435000,2769000,2946000,3114000,3391000,3448000,3584000,3669000,3732000,3749000,3703000,3894000,4113000,4377000,4569000
CPZ_yy,,-35.41,,,-15.15,,-9.30,-3.42,-7.55,5.21,-5.77,-10.04,-12.62,-18.18,-4.01,5.04,11.12,18.56,115.87,8.18,6.68,3.96,-60.98,3.81,2.21,-0.98,60.23,-3.56,-41.32,-48.56,-57.68,-47.11,-12.19,5.39,17.87,21.31,31.05,44.60,41.77,38.83,39.26,24.52,21.66,17.82,10.06,8.73,3.32,6.13,10.21,16.75,23.39
CPZ_sy,,-10.44,,,4.32,,2.71,-4.24,-4.76,-8.51,-7.78,-5.34,-2.85,5.07,10.70,19.71,23.85,-0.99,10.23,-6.98,-15.04,15.32,-0.77,12.51,1.08,-15.16,-14.17,-14.09,-7.08,2.40,6.60,17.03,20.24,22.74,19.44,13.44,14.05,10.18,14.41,17.06,19.21,15.88,9.27,3.49,1.85,-0.62,-1.62,0.70,-1.54,-0.02,1.34
CPZ_qq,,,,-6.01,4.16,-8.74,1.52,0.09,-0.29,3.85,-9.08,-4.45,-3.16,-2.76,6.67,4.57,2.45,3.75,94.23,-47.60,1.03,1.11,-27.11,39.42,-0.52,-2.05,17.95,-16.08,-39.47,-14.13,-2.97,4.88,0.49,3.07,8.51,7.94,8.56,13.72,6.39,5.70,8.90,1.68,3.94,2.37,1.72,0.46,-1.23,5.16,5.62,6.42,4.39
CPZ_sq,,,,-1.36,4.08,1.74,-1.67,-8.04,3.52,-2.27,-0.88,-5.61,6.25,5.69,4.44,2.07,9.92,-15.51,16.27,-13.86,0.40,14.68,0.05,-2.33,-9.81,-3.74,1.21,-2.23,-2.44,6.07,5.36,7.34,0.23,8.28,2.53,1.95,0.77,4.60,6.47,4.31,2.62,1.69,0.39,-1.21,0.99,-0.77,-0.63,1.13,-1.26,0.76,0.72
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,49.58,,,17.55,,6.47,-1.46,4.62,-6.66,6.75,14.22,19.25,28.30,9.38,-0.50,-7.12,-13.95,-52.99,-6.61,-5.32,-2.75,157.58,-3.22,-1.94,0.65,-37.63,1.77,54.85,72.29,111.10,74.32,14.65,-1.01,-11.24,-14.29,-20.60,-27.73,-26.89,-25.49,-26.33,-18.53,-16.85,-14.86,-9.33,-8.41,-3.47,-5.86,-9.24,-13.88,-17.98
RM_sy,,3.80,,,2.25,,5.60,13.31,1.03,7.06,5.16,5.88,6.07,-6.86,-11.63,-20.90,-17.35,-2.78,-4.24,5.22,5.60,-6.14,0.31,-4.61,6.33,10.88,10.73,9.67,3.46,-1.51,-5.57,-12.68,-17.00,-17.49,-16.08,-12.19,-10.81,-9.80,-14.14,-16.00,-12.93,-11.42,-5.15,0.11,-1.35,-0.42,0.32,-1.26,-1.05,-0.42,-0.74
RM_qq,,,,6.83,-5.38,8.53,-2.95,-1.12,0.46,-3.17,10.99,5.80,4.88,4.18,-5.38,-3.76,-2.10,-3.48,-48.31,91.19,-0.75,-0.86,36.93,-28.16,0.55,1.76,-15.15,17.22,52.99,13.23,3.96,-3.20,0.62,-2.23,-6.79,-6.54,-6.77,-11.02,-5.71,-4.75,-7.82,-1.59,-3.77,-2.46,-1.84,-0.58,1.41,-4.87,-5.37,-5.67,-3.42
RM_sq,,,,1.29,2.83,-0.55,1.94,8.70,-8.31,5.39,0.13,9.43,-8.15,-7.46,-5.00,-2.05,-4.03,8.86,-6.43,7.63,-3.69,-3.24,,2.36,7.36,0.90,-0.14,1.37,1.29,-3.95,-4.25,-6.26,-3.73,-4.52,-2.62,-1.91,-2.21,-3.44,-7.30,-4.04,1.37,-1.77,-0.74,1.28,-0.11,-0.84,,-0.32,0.11,-0.21,-0.32
