,2005/Q4,2006/Q4,2007/Q4,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
RS_sq,,,,,-6.93,-20.12,-50.58,50.58,-119.38,41.33,-290.91,318.60,-182.45,6.13,33.33,-42.78,-28.88,-84.17,105.78,539.47,657.41,17.58,-44.85,14.29,-43.18,40.77,-22.64,231.99,-39.40,-47.53,3.37,239.09,-84.44,269.96,3.64,5.88,-48.58,-28.04,-23.49,199.46,-53.48,-83.23
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,165.13,1.12,-58.75,,,,47.58,65.54,77.67,47.88,21.85,-2.17,-18.86,-30.26,-33.75,-30.88,-28.19,-26.15,-11.57,-1.82,21.82,29.59,13.01,9.28,-8.60,-7.60,6.89,7.26,12.32,14.35,2.87,3.78,2.45,-7.83,-13.84,-25.08,-17.64,-10.59,-12.08,1.52,-28.90
GPM_sy,,24.43,191.16,-51.75,,,,14.43,226.45,438.32,35233.33,121.61,23.68,67.74,38.02,-19.39,0.91,-17.54,-24.01,-15.19,-45.15,-3.88,-11.47,-3.35,14.48,-40.08,-10.24,-52.68,-38.38,-29.70,-111.38,-11.80,-130.89,-87.59,424.13,-5.67,298.22,396.00,17.34,-14.87,,-74.68
GPM_qq,,,,,-0.71,-0.08,28.22,16.03,11.36,7.24,6.73,-4.40,-10.59,-11.06,-8.26,-9.20,-6.70,-7.60,-5.65,8.72,3.59,14.64,0.37,-5.19,0.18,-4.12,1.47,9.67,0.53,0.39,3.31,-1.33,1.41,-0.89,-7.06,-7.77,-11.82,8.96,0.89,-9.30,1.82,-23.69
GPM_sq,,,,,-43.44,-51.73,-98.20,23233.33,61.36,-20.41,17.91,46.34,-9.94,7.95,-2.98,-14.52,12.73,-11.79,-10.60,-4.61,-27.09,54.57,-17.65,4.14,-13.63,-19.09,23.35,-45.10,12.47,-7.70,-119.96,525.62,-139.39,137.09,421.20,23.87,-17.22,-7.19,23.31,-10.14,-2.77,-76.50
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,,,-21.01,,,,,114.64,164.21,52.37,,-30.62,-60.55,-63.84,-41.19,-68.07,-15.59,1.05,-0.18,65.83,12.31,14.40,6.47,5.14,-2.31,-1.20,4.35,4.60,6.28,7.87,-1.45,-1.65,-3.75,-10.06,-8.45,-13.06,-7.33,0.50,-4.59,1.23,-10.52
RBS_sy,,,,44.17,,,,,-15.97,45.16,25.81,,21.51,-29.09,-50.05,-45.14,-48.77,-11.36,14.68,36.67,50.96,45.56,35.00,8.74,-1.90,-21.20,-5.28,48.75,35.86,22.17,27.27,-1.70,-4.10,0.10,-23.30,2.05,-0.48,-5.81,-16.91,5.87,11.27,-7.08
RBS_qq,,,,,-13.58,-15.43,54.13,,,4.10,-11.11,-33.38,12.55,-40.81,-18.52,8.35,-38.90,56.47,-2.46,7.03,1.51,5.97,-0.64,-0.38,0.24,-1.53,0.49,5.21,0.48,0.05,1.99,-3.88,0.28,-2.10,-4.69,-2.17,-4.77,4.37,3.36,-7.13,1.04,-7.75
RBS_sq,,,,,2.84,-22.01,37.20,,,34.73,18.91,-26.81,3.63,-21.38,-16.23,-19.62,-3.23,36.05,8.37,-4.21,6.88,31.19,0.51,-22.84,-3.57,5.38,20.80,21.17,-11.93,-5.24,25.85,-6.41,-14.08,-1.09,-3.57,24.52,-16.21,-6.39,-14.93,58.65,-11.93,-21.82
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,-16.12,-79.52,-17.22,,,,6.33,1.15,-5.42,-44.67,-47.45,-43.25,-31.42,,16.83,-5.16,-15.56,,-25.21,-19.64,5.80,,20.74,25.94,-4.52,-15.68,-11.96,-8.36,-4.39,-2.46,2.79,2.61,8.83,-2.16,-8.14,-31.43,-25.97,-10.66,-23.62,-1.39,-24.56
ROPA_sy,,39.34,-56.76,33.06,,,,-107.57,-229.85,43.58,116.12,272.97,85.06,25.75,,-200.00,438.46,366.13,,735.94,937.50,88.79,,-23.96,-12.49,2.41,627.59,17.61,-23.15,-13.64,-12.80,-41.48,-49.19,-29.95,-15.04,5.63,25.00,-116.06,-33.90,-8.00,1.03,-77.42
ROPA_qq,,,,,9.95,-12.01,20.93,-9.12,4.59,-17.72,-29.25,-13.69,12.94,-0.57,,,-8.31,-11.48,,,-1.48,16.54,9.03,-3.55,2.76,-11.64,-3.72,0.70,6.97,-7.82,-1.77,6.12,6.78,-2.22,-11.69,-0.37,-20.30,5.56,6.58,-14.81,2.90,-19.25
ROPA_sq,,,,,-86.30,-320.90,-44.59,82.71,-135.14,4.02,141.32,85.51,-120.31,-376.92,,,168.75,275.00,,,12.16,-31.76,-86.04,611.49,29.08,-20.15,-0.78,15.01,-15.66,-10.26,0.18,-22.83,-26.76,23.72,21.50,-4.05,-13.33,-115.90,600.00,33.55,-4.83,-127.92
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,259.10,-104.78,-136.04,,,,-153.68,-44.11,-110.07,42.24,79.29,24.73,-391.86,-300.74,-94.79,28.86,31.50,79.49,69.23,63.74,79.70,15.04,-37.12,-221.12,-1013.41,385.46,258.29,264.11,-17.60,-343.04,-784.82,-5.29,120.74,121.95,108.96,-57.99,-21.75,-21.66,-16.52,-49.81,-83.35
ZNPO_sy,,4.34,-94.36,1125.31,,,,-115.10,-154.05,-82.78,-193.38,203.39,199.43,328.16,370.82,418.21,-99.46,-92.18,-71.52,-4.20,17994.74,709.59,156.61,-58.69,39.89,89.99,-29.76,48.28,-56.32,-87.11,-94.27,59.58,21.61,168.37,1855.52,-130.60,-119.69,-151.07,-62.41,19.22,-103.38,151.63
ZNPO_qq,,,,,7.40,558.45,-118.73,-219.12,47.40,67.97,-7.43,-14.42,-91.19,-109.28,12.47,44.38,30.17,-101.51,73.79,16.56,17.70,-12.78,-9.71,-34.67,-92.72,-291.03,128.13,-25.32,99.80,-380.21,41.87,-110.42,127.63,-38.64,-38.48,-14.12,29.57,14.30,-38.41,-8.48,-22.10,-62.08
ZNPO_sq,,,,,11.09,23.72,-74.29,-142.73,-297.63,139.42,-239.42,147.31,282.39,69.76,-11.82,-9.47,-99.60,2342.11,221.34,204.49,-24.27,9.26,1.85,-50.98,156.44,48.39,-62.34,3.48,-24.45,-56.21,-83.26,2781.82,-42.43,-3.37,21.97,-145.09,62.96,-150.70,189.77,-196.91,6.75,163.64
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,,,2492.54,,,,-99.78,-87.85,-105.11,,,,,,,,,-151.13,-605.28,15.73,-456.19,314.59,114.84,-147.79,77.14,-30.44,-95.92,85.17,324.56,-83.34,,,,,,,,,,,
ZFI_sy,,,,58.27,,,,-5.87,-11.37,-25.76,,,,,,,,,1.57,13.48,11.59,-1.38,1.16,-27.15,-57.58,-94.21,-54.20,32.22,85.25,1247.31,78.29,,,,,,,,,,,
ZFI_qq,,,,,-91.52,-77.26,241.21,-96.73,378.95,-109.55,,,,,,-503.85,177.63,-89.86,-628.57,-1595.86,112.74,-131.19,418.45,17.30,-141.02,85.08,1069.01,-93.12,-249.12,325.88,-28.12,,,,,,,,,,,
ZFI_sq,,,,,-2.30,14.11,-26.38,14.68,-8.01,-4.42,,,,,,-7.75,-2.94,13.28,0.14,3.07,-4.55,0.12,2.72,-25.78,-44.42,-86.34,712.40,114.30,-22.13,-0.62,7.50,,,,,,,,,,,
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,94.31,-33.83,-12.14,,,,32.73,39.65,41.21,50.23,62.71,56.87,26.61,,-1.83,-2.53,-2.63,,0.83,2.28,4.04,,1.61,-0.07,0.08,1.40,2.43,2.25,2.28,2.00,-0.51,19.21,-2.35,-3.56,-5.31,-20.81,-4.74,-6.42,-4.64,-5.40,-9.64
DTAR_sy,,14.03,-22.88,-9.65,,,,-3.10,-20.30,26.41,-5.86,-27.44,0.70,-5.85,,84.42,32.56,9.65,,-4.20,1.29,4.34,,-13.67,-2.13,-3.79,-5.34,3.49,-14.10,1.22,-2.97,8.21,-13.26,-21.35,10.38,-5.22,49.02,45.96,7.88,17.45,5.03,14.44
DTAR_qq,,,,,-1.14,22.52,9.82,-0.22,4.02,23.89,16.84,8.07,0.29,-0.01,,,-0.43,-0.12,,,1.00,1.60,-0.88,-0.11,-0.66,1.75,0.43,0.91,-0.83,1.78,0.15,-1.58,18.82,-16.63,-1.08,-3.37,-0.62,0.28,-2.82,-1.53,-1.42,-4.21
DTAR_sq,,,,,9.32,-21.42,-4.34,17.91,-10.08,24.64,-28.76,-9.11,24.78,16.53,,,-10.31,-3.60,,,-5.17,-0.70,-1.79,-6.65,7.51,-2.39,-3.37,2.06,-10.76,15.01,-7.37,13.83,-28.47,4.28,30.01,-2.27,12.47,2.14,-3.91,6.41,0.57,11.29
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,311.34,-62.80,-20.39,,,,70.78,89.96,134.23,263.85,501.26,464.15,216.83,,-12.94,-17.48,-18.03,,6.13,18.11,36.32,,13.41,-0.54,0.65,13.14,24.59,21.27,25.34,22.56,-4.92,9.17,-21.12,-29.34,-35.16,-41.20,-30.76,-36.15,-24.40,-26.78,-40.97
CG_sy,,24.83,-33.29,-18.05,,,,-30.92,-23.48,44.29,-5.61,-5.68,29.92,-36.78,,127.74,36.13,56.87,,19.41,2.05,30.04,,-25.23,2.74,3.01,-10.85,-5.09,-19.47,-14.34,-12.80,7.72,-20.42,-21.86,13.79,-23.95,15.60,73.70,21.96,56.56,90.21,16.83
CG_qq,,,,,-1.91,44.19,21.34,-0.49,9.10,77.79,88.49,64.45,2.37,-0.15,,,-2.97,-0.82,,,7.98,14.48,-7.43,-0.89,-5.30,15.85,4.05,9.15,-7.82,19.74,1.74,-15.33,5.83,-13.48,-8.86,-22.31,-4.01,1.86,-15.94,-8.02,-7.03,-17.87
CG_sq,,,,,-4.70,-26.64,12.33,-12.04,5.56,38.34,-26.51,-12.10,45.39,-32.68,,,-13.09,-22.43,,,-25.73,-1.15,3.76,-1.85,2.06,-0.88,-10.20,4.49,-13.41,5.44,-8.58,29.07,-36.04,3.53,33.13,-13.74,-2.77,55.56,-6.52,10.74,18.13,-4.45
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,,492.16,25.66,,,,74.31,37.22,524.03,3235.96,2240.82,3018.62,335.15,,6.42,-1.44,-40.55,,-11.08,49.29,231.81,,62.19,3.26,-1.55,13.79,21.02,-3.80,-2.55,-6.47,-12.44,27.83,-1.34,-11.65,-16.62,-37.98,-46.87,-49.14,-42.97,-43.28,-27.17
LDER_sy,,,56.64,-39.46,,,,16.67,29.79,80.31,-55.65,-46.01,-1.03,118.97,,488.32,182.66,16.22,,-45.45,-40.80,-16.71,,-1.94,-12.04,-42.58,26.68,-14.00,-29.31,11.12,4.68,13.36,-9.99,30.14,40.09,-6.02,14.22,-28.70,-2.50,42.98,62.87,3.55
LDER_qq,,,,,-5.14,50.28,-43.72,117.24,-25.32,583.40,200.89,52.44,-0.51,-4.64,,,-7.86,-42.48,,,54.70,27.85,-6.28,-12.50,-1.51,21.89,8.33,-6.95,-21.71,23.47,3.97,-12.89,14.30,-4.70,-6.90,-17.78,-14.98,-18.37,-10.88,-7.80,-15.44,4.81
LDER_sq,,,,,15.07,-36.39,151.22,-36.55,28.01,-11.64,-38.20,-22.76,134.65,95.51,,,12.74,-19.62,,,22.36,13.09,-57.08,65.12,9.75,-26.17,-5.32,12.09,-9.78,16.04,-10.80,21.39,-28.36,67.78,-3.98,-18.56,-12.93,4.73,31.30,19.42,-0.82,-33.42
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,,-94.59,7.87,,,,-52.43,-42.94,-88.40,-98.26,-97.64,-98.01,-85.65,,-17.05,-15.59,48.84,,-5.48,-43.95,-73.83,,-45.65,-18.18,-10.45,-24.24,-33.33,-19.44,-20.00,-16.00,-12.00,-37.93,-16.67,-2.38,6.82,50.00,62.50,73.17,59.57,62.96,32.31
PZAT_sy,,,-26.26,-9.62,,,,8.89,95.17,12.16,-10.96,4.04,-77.44,-87.79,,-92.04,-82.34,-45.31,,108.84,36.04,-2.16,,-18.85,303.02,206.54,53.17,-16.83,-50.53,-78.52,-58.95,166.36,53.22,276.66,16.44,-81.82,-54.87,-72.13,-43.05,-0.44,-28.84,23.29
PZAT_qq,,,,,4.51,-36.78,67.35,-56.98,25.37,-87.15,-74.90,-41.53,5.68,-7.53,,,7.53,63.06,,,-36.23,-23.86,-1.49,13.64,-4.00,-16.67,-16.67,,16.00,-17.24,-12.50,4.76,-18.18,11.11,2.50,14.63,14.89,20.37,9.23,5.63,17.33,-2.27
PZAT_sq,,,,,-0.36,104.72,-22.46,-31.15,78.59,17.65,-38.45,-19.55,-61.27,-36.32,,,-14.07,97.15,,,-44.02,41.80,63.86,-37.60,177.99,7.85,-18.12,,65.35,-53.17,56.47,119.85,-4.88,15.11,-51.63,-65.66,136.07,-28.91,-1.16,-39.98,68.74,23.16
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,,-5.15,3.02,,,,39.45,40.73,-11.53,-48.24,-78.48,-78.43,-66.58,,30.94,29.55,13.41,,-15.82,3.84,16.96,,-11.73,-25.78,-19.41,-9.01,-6.75,-25.17,-25.74,-22.67,-7.68,35.68,22.17,28.85,22.31,-11.17,-18.34,-17.05,-12.75,-5.60,34.55
PELDR_sy,,,-15.82,12.28,,,,-13.81,-24.02,19.92,67.12,19.99,35.46,83.11,,25.67,-7.34,-38.22,,25.24,16.33,0.20,,-29.04,-23.35,-17.12,13.33,34.58,4.92,-1.38,-31.28,-35.86,17.17,18.58,14.72,20.45,25.58,10.55,17.46,-18.30,3.13,-20.83
PELDR_qq,,,,,1.98,0.54,-1.79,38.48,2.92,-36.79,-42.54,-42.44,3.16,-2.05,,,2.06,-14.25,,,25.89,-3.42,-14.31,-15.28,5.85,4.87,-3.25,-13.17,-15.06,4.08,0.75,3.66,24.83,-6.29,6.26,-1.60,-9.35,-13.85,7.94,3.51,-1.93,22.79
PELDR_sq,,,,,-6.82,-20.67,-13.56,34.89,-17.85,25.21,20.46,-3.15,-7.26,69.26,,,-31.62,12.86,,,-36.49,-2.78,9.01,5.43,-31.40,5.13,49.05,25.20,-46.52,-1.19,3.86,16.86,-2.30,,0.48,22.70,1.86,-11.97,6.77,-14.66,28.58,-32.42
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,,86.70,11.99,,,,-18.22,-24.65,-8.84,17.99,-2.08,3.30,-6.06,,18.24,16.81,-17.15,,-13.09,18.71,88.84,,31.14,3.16,-1.89,0.08,-3.50,-18.32,-20.17,-21.41,-6.45,34.07,22.39,22.93,25.81,-8.90,-16.96,-13.69,-17.64,-14.49,22.10
TSF_sy,,,19.32,-0.32,,,,5.88,11.71,1.62,-0.40,8.39,-3.07,5.89,,-6.83,0.86,-9.37,,-3.38,1.34,2.00,,13.95,-1.24,-0.06,7.62,-1.90,7.60,7.64,-3.27,-3.28,-0.69,-4.21,4.43,1.63,-4.20,-0.17,-3.67,-3.37,-5.10,-5.77
TSF_qq,,,,,0.41,-12.17,-13.34,7.01,-7.49,6.26,12.17,-11.19,-2.40,-3.38,,,-3.58,-31.47,,,31.69,9.01,1.34,-9.85,3.59,3.68,3.37,-13.08,-12.32,1.33,1.76,3.47,25.66,-7.49,2.21,5.89,-9.00,-15.68,6.23,1.03,-5.51,20.40
TSF_sq,,,,,0.97,7.30,6.57,-8.29,6.52,-2.39,4.45,-0.19,-4.74,6.63,,,3.12,-4.18,,,8.16,-3.55,-2.01,11.47,-6.25,-2.40,5.51,1.62,2.83,-2.36,-5.18,1.60,5.59,-5.83,3.37,-1.13,-0.47,-1.86,-0.25,-0.81,-2.26,-2.55
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,88.66,-27.15,-10.52,,,,21.28,26.48,42.02,90.15,187.51,166.52,96.85,,-10.37,-10.31,-20.97,,3.54,14.26,51.60,,74.41,57.35,35.44,23.92,10.86,25.93,20.13,6.26,2.87,15.41,-1.91,-13.83,2.19,-15.10,-0.49,2.79,-17.80,-25.65,-27.54
ZKO_sy,,21.03,-14.73,23.72,,,,-12.52,27.40,12.04,-41.70,-8.05,2.86,-17.75,,5.07,-3.22,8.27,,15.57,-0.01,0.15,,-2.33,15.22,9.84,11.57,4.37,-9.41,-9.09,-4.95,13.14,10.90,1.74,7.47,-3.14,4.92,14.40,5.18,6.84,-1.47,18.56
ZKO_qq,,,,,-1.49,19.14,7.43,-3.81,2.73,33.77,43.84,45.44,-4.77,-1.19,,,-4.70,-12.93,,,5.17,15.52,26.96,13.07,-5.12,-0.57,16.17,1.16,7.77,-5.14,2.75,-2.08,20.91,-19.37,-9.74,16.13,0.46,-5.50,-6.77,-7.13,-9.14,-7.90
ZKO_sq,,,,,-24.56,35.81,25.57,-32.00,9.86,19.44,-34.66,7.25,22.90,-4.49,,,13.20,6.85,,,-2.06,7.03,-6.97,0.16,15.54,2.03,-5.51,-6.31,0.28,2.40,-1.21,11.53,-1.71,-6.05,4.35,0.52,6.47,2.44,-4.06,2.11,-1.81,23.26
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,11.50,-34.17,-9.15,,,,60.70,73.67,-16.88,-65.56,-82.90,-84.53,-72.01,,11.92,17.48,28.49,,-4.71,-13.46,-28.34,,5.16,13.76,10.63,0.98,-11.91,-2.74,-8.82,-12.98,6.22,27.55,21.20,23.26,45.12,11.49,34.64,44.76,9.84,6.04,22.21
OSF_sy,,-3.35,-10.38,3.16,,,,-14.86,-11.64,17.84,-44.66,-17.56,4.48,-4.33,,23.95,16.28,1.02,,30.60,11.57,15.16,,-14.16,-8.81,-7.70,12.06,20.97,19.10,55.25,4.25,-21.61,-14.05,-33.21,3.31,22.16,31.56,22.54,10.02,24.93,14.04,-6.97
OSF_qq,,,,,0.83,15.87,10.22,24.80,8.97,-44.54,-54.33,-38.05,-1.37,0.30,,,3.53,9.70,,,-5.98,-9.16,14.97,7.09,1.71,-11.65,4.94,-6.59,12.30,-17.17,0.15,14.02,34.85,-21.29,1.85,34.25,3.60,-4.95,9.50,1.86,0.01,9.54
OSF_sq,,,,,-21.18,-7.50,56.03,-25.15,-18.20,23.36,-26.73,11.50,3.67,12.97,,,-2.75,-1.86,,,-16.92,1.30,-6.23,8.77,-11.74,2.53,13.85,17.41,-13.10,33.65,-23.55,-11.72,-4.72,3.85,18.26,4.38,2.62,-3.27,6.18,18.54,-6.33,-21.09
NetDebt,3000000,4073000000,16154000000,15728000000,15168000000,17550000000,22221000000,-22214000000,-23451000000,55972000000,107619000000,108357000000,106070000000,113661000000,,96589000000,89183000000,63316000000,,131083000000,161673000000,221656000000,265100000000,301307000000,289535000000,321261000000,386083000000,456389000000,461408000000,510023000000,562033000000,502773000000,602168000000,443434000000,395327000000,341671000000,333695000000,321767000000,267057000000,237332000000,205537000000,154339000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,11768.26,160.56,11.19,,,,-195.28,-202.14,84.64,212.30,312.58,289.13,-5.26,,-28.75,-15.57,-33.43,,42.72,61.48,116.33,,45.22,21.05,33.61,36.93,22.67,26.94,18.37,7.53,-1.77,22.27,-10.93,-8.44,3.81,7.83,27.70,6.37,12.35,-18.60,-2.58
NetDebtEBITDA_sy,,236.92,-52.36,-35.47,,,,-15.93,506.10,132.25,830.38,359.58,-9.87,-59.55,,185.59,188.69,160.68,,-21.70,-33.55,-43.63,,-15.83,-16.01,2.59,171.85,-1.83,3.55,-41.72,-56.59,-18.86,-18.74,154.79,99.56,-34.53,24.09,-74.64,-50.01,8.31,-3.43,-66.10
NetDebtEBITDA_qq,,,,,-12.74,9.28,-5.41,-205.63,6.46,297.54,59.99,-28.10,-16.78,-1.04,,,-1.39,-21.97,,,11.58,4.53,10.70,12.47,-7.00,15.38,13.45,0.76,-3.76,7.60,3.06,-7.96,19.79,-21.62,5.95,4.35,24.43,-7.17,-11.74,10.21,-9.85,11.09
NetDebtEBITDA_sq,,,,,-41.53,501.74,-34.44,-63.56,321.58,130.58,162.62,-82.00,-17.33,3.49,,,-16.43,-6.55,,,-29.07,-20.73,-51.13,206.38,-29.23,-3.18,29.49,10.64,-25.35,-45.51,-3.56,106.83,-25.24,70.86,-24.46,-32.14,41.68,-65.08,48.89,47.01,26.33,-87.74
DebtFin,-139000000,-230000000,-1357000000,-121000000,-36000000,-4951000000,-582000000,28267000000,36777000000,-927000000,30994000000,246449000000,254599000000,278934000000,,265144000000,260097000000,244582000000,,341729000000,382227000000,425985000000,438114000000,454282000000,458089000000,507945000000,560691000000,648772000000,644080000000,730602000000,796213000000,721002000000,802775000000,646113000000,596331000000,484566000000,470729000000,465677000000,401705000000,373165000000,336688000000,260021000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,85.51,-287.67,89.81,,,,15851.81,67548.74,89.16,3533.09,279.97,189.47,14142.41,,-14.01,2.58,4.79,,35.54,30.91,7.63,,-16.01,-18.99,9.92,20.33,15.66,11.99,7.25,4.90,-0.90,16.78,-9.40,-2.50,2.66,14.09,26.84,6.07,24.56,-5.48,13.41
DebtFinEBITDA_sy,,141.14,-115.43,80.58,,,,23715.00,653.85,118.37,157.00,-107.88,33.13,13644.26,,2760.75,248.41,12.54,,66.11,-24.99,-49.57,,-33.95,145.63,457.86,-43.99,69.71,-87.71,-77.04,-51.67,-24.56,178.72,30.13,-3.93,-89.37,220.85,-79.37,271.50,0.41,-66.87,731.91
DebtFinEBITDA_qq,,,,,73.08,-12881.51,91.22,5230.66,15.28,-102.09,2882.97,467.85,-12.17,1.17,,,4.77,3.35,,,1.19,-15.03,-4.80,2.61,-2.41,15.30,4.21,-1.37,-5.50,10.42,1.93,-6.83,11.36,-14.33,9.69,-1.90,23.77,-4.77,-8.27,15.20,-6.08,14.26
DebtFinEBITDA_sq,,,,,-2175.00,27.03,-431.63,367.59,-46.64,-97.58,1549.18,-136.98,1001.88,149.90,,,18.09,-19.28,,,-46.67,-45.73,292.16,-41.79,98.30,23.25,-60.63,76.36,-85.64,130.35,-17.13,175.29,-46.96,7.55,-38.82,-69.54,1501.01,-93.09,1001.89,-91.77,428.23,73.62
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,-40.91,-9.64,1.53,,,,32.51,37.30,-41.48,-81.89,-94.05,-94.19,-85.79,,24.89,31.00,62.63,,-8.00,-24.25,-52.72,,-39.70,-27.73,-18.34,-18.53,-20.54,-22.73,-24.08,-18.09,3.31,10.50,23.58,43.02,41.95,31.31,35.28,40.86,33.63,42.60,68.67
SP1_sy,,-28.39,-15.18,8.17,,,,-26.67,-11.61,31.91,34.45,33.22,20.04,16.57,,10.56,-23.21,-5.59,,28.26,49.38,-4.96,,-21.31,-24.62,-11.07,6.17,-6.66,8.16,-6.09,-15.37,-18.28,-8.04,0.47,9.15,29.87,22.69,25.70,6.79,-23.36,-10.11,-29.40
SP1_qq,,,,,2.35,-2.74,2.59,29.75,6.05,-58.54,-68.25,-57.41,3.57,1.49,,,8.63,26.00,,,-10.56,-21.37,-9.47,-5.31,7.21,-11.15,-9.67,-7.65,4.25,-12.71,-2.53,16.48,11.50,-2.38,12.80,15.61,3.14,0.57,17.46,9.67,10.07,18.96
SP1_sq,,,,,-11.59,-19.82,-0.53,4.00,6.57,19.65,1.38,3.05,-3.97,16.19,,,-33.30,42.85,,,-22.32,-9.12,-9.00,22.48,-25.58,7.23,8.64,7.67,-13.77,-6.90,-2.10,3.97,-2.96,1.72,6.36,23.71,-8.33,4.22,-9.65,-11.22,7.53,-18.14
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,-40.31,-5.15,3.02,,,,39.45,40.73,-11.53,-48.24,-78.48,-78.43,-66.58,,30.94,29.55,13.41,,-15.82,3.84,16.96,,-11.73,-25.78,-19.41,-9.01,-6.75,-25.17,-25.74,-22.67,-7.68,35.68,22.17,28.85,22.31,-11.17,-18.34,-17.05,-12.75,-5.60,34.55
SP2_sy,,-36.89,-14.64,11.31,,,,-27.85,-16.88,37.85,66.99,35.52,28.09,83.28,,25.50,-2.88,-36.46,,33.73,24.32,-1.73,,-29.01,-28.14,-20.91,8.17,34.58,2.86,-2.99,-32.69,-36.09,20.18,25.30,22.70,43.16,25.77,10.54,17.46,-31.01,3.13,-18.25
SP2_qq,,,,,1.98,0.54,-1.79,38.48,2.92,-36.79,-42.54,-42.44,3.16,-2.05,,,2.06,-14.25,,,25.89,-3.42,-14.31,-15.28,5.85,4.87,-3.25,-13.17,-15.06,4.08,0.75,3.66,24.83,-6.29,6.26,-1.60,-9.35,-13.85,7.94,3.51,-1.93,22.79
SP2_sq,,,,,-14.10,-24.58,-0.53,11.96,-1.04,25.08,20.50,-9.14,-6.46,78.97,,,-27.61,17.08,,,-32.71,-7.45,8.11,5.43,-31.88,1.86,47.86,31.18,-47.93,-3.94,2.60,24.54,-2.09,0.15,0.48,45.31,-13.99,-11.97,6.77,-14.66,28.58,-30.23
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,-94.51,28.68,-88.86,,,,1936.36,973.91,-91.32,1078.61,-76.91,189.47,289.19,,-32.04,26.99,148.47,,-50.00,-32.05,2.12,,88.62,-74.39,-96.66,-50.30,134.48,-32.28,150.82,108.54,-78.12,25.23,2.61,333.92,118.49,142.54,79.62,-75.47,-36.54,64.92,486.17
